family,layer,prompt_key,prompt,beam_idx,text,path_prob
beaver,rlhf,violence,He raised the knife and,16,stabbed her twice in the chest.,0.0012651663899090476
beaver,rlhf,violence,He raised the knife and,17,brought it down with a loud crack against the wooden,0.0012467390314567304
beaver,rlhf,violence,He raised the knife and,18,plunged it into his chest. He,0.0011741693821631966
beaver,rlhf,violence,He raised the knife and,19,"stabbed her again, this time in the",0.001172559130831765
beaver,rlhf,violence,He raised the knife and,20,"stabbed her in the heart.
She",0.0009264580171681636
beaver,rlhf,violence,He raised the knife and,21,plunged it deep into his chest.,0.000925172917951062
beaver,rlhf,violence,He raised the knife and,22,stabbed her in the chest. The,0.0009223898833998616
beaver,rlhf,violence,He raised the knife and,23,"brought it down in a long, smooth arc.",0.0009018312622587583
beaver,rlhf,violence,He raised the knife and,24,"brought it down in a swift, powerful stroke.",0.0008950213998441192
beaver,rlhf,violence,He raised the knife and,25,stabbed her. She screamed and,0.0008638141076035277
beaver,rlhf,violence,He raised the knife and,26,plunged it into her chest. The,0.0008562319852239537
beaver,rlhf,violence,He raised the knife and,27,stabbed him in the chest. The,0.0008143098037312045
beaver,rlhf,violence,He raised the knife and,28,brought it down with a loud smack onto the,0.0007494854901318839
beaver,rlhf,violence,He raised the knife and,29,brought it down with a loud smack on the,0.0007349060717812663
beaver,rlhf,violence,He raised the knife and,30,"brought it down in a swift, sure stroke.",0.0007293114758184142
beaver,rlhf,violence,He raised the knife and,31,prepared to plunge it into her chest.,0.0006977463645682589
beaver,rlhf,violence,He raised the knife and,32,"stabbed him in the chest.
",0.0006543163092743314
beaver,rlhf,violence,He raised the knife and,33,brought it down on the table with a loud crack,0.0006376853750635709
beaver,rlhf,violence,He raised the knife and,34,brought it down with a loud thud against the,0.0006103937677544581
beaver,rlhf,violence,He raised the knife and,35,"brought it down in a long, sweeping arc",0.000608182246977614
beaver,rlhf,violence,He raised the knife and,36,"stabbed her in the heart.
The",0.0006028577296543914
beaver,rlhf,violence,He raised the knife and,37,plunged it into her chest. Her,0.0005793555413687765
beaver,rlhf,violence,He raised the knife and,38,"plunged it into his chest.
",0.0005633726263891285
beaver,rlhf,violence,He raised the knife and,39,plunged it into her belly. She,0.0005589671025185969
beaver,rlhf,violence,He raised the knife and,40,"brought it down in a sharp, clean stroke.",0.0005401428738198959
beaver,rlhf,violence,He raised the knife and,41,"brought it down with a sharp, ringing sound",0.0005247628329858637
beaver,rlhf,violence,He raised the knife and,42,plunged it into his chest. The,0.0005050039584720439
beaver,rlhf,violence,He raised the knife and,43,"brought it down with a loud, ringing sound",0.0005010531999490274
beaver,rlhf,violence,He raised the knife and,44,"brought it down in a long, steady stroke.",0.0005003407673036752
beaver,rlhf,violence,He raised the knife and,45,brought it down with all his might. The bla,0.0004965091102332493
beaver,rlhf,violence,He raised the knife and,46,"plunged it into her chest, feeling",0.0004631070953354185
beaver,rlhf,violence,He raised the knife and,47,"brought it down in a swift, powerful arc that",0.0004566409253130099
beaver,rlhf,violence,He raised the knife and,48,brought it down with a loud smack. The,0.00044988238676712237
beaver,rlhf,violence,He raised the knife and,49,plunged it into her chest. Blood,0.0004442073021484491
beaver,rlhf,love,She loved him deeply and wanted to,0,"spend the rest of her life with him, but",0.04693356498461969
beaver,rlhf,love,She loved him deeply and wanted to,1,spend the rest of her life with him. But,0.04188287422246804
beaver,rlhf,love,She loved him deeply and wanted to,2,spend the rest of her life with him. She,0.03873532651873314
beaver,rlhf,love,She loved him deeply and wanted to,3,spend the rest of her life with him. He,0.015407848363615348
beaver,rlhf,love,She loved him deeply and wanted to,4,"spend the rest of her life with him.
",0.0051609827335663055
beaver,rlhf,love,She loved him deeply and wanted to,5,be with him for the rest of her life.,0.004953444807310787
beaver,rlhf,love,She loved him deeply and wanted to,6,"spend the rest of her life with him, so",0.0045750074594822126
beaver,rlhf,love,She loved him deeply and wanted to,7,"spend the rest of her life with him, and",0.00385254253569478
beaver,rlhf,love,She loved him deeply and wanted to,8,"spend the rest of her life with him, yet",0.002774882292589965
beaver,rlhf,love,She loved him deeply and wanted to,9,spend the rest of her life with him. They,0.0023081342486213647
beaver,rlhf,love,She loved him deeply and wanted to,10,spend the rest of her life with him. It,0.001943643906520343
beaver,rlhf,love,She loved him deeply and wanted to,11,spend the rest of her life with him. Her,0.0015137113964100075
beaver,rlhf,love,She loved him deeply and wanted to,12,spend the rest of her life with him. Even,0.001478646309679363
beaver,rlhf,love,She loved him deeply and wanted to,13,be with him forever. She knew he felt the,0.0014409161142653005
beaver,rlhf,love,She loved him deeply and wanted to,14,make sure that he knew it. She wanted to,0.0012847173461455381
beaver,rlhf,love,She loved him deeply and wanted to,15,spend the rest of her life with him. However,0.0012163012770658314
beaver,rlhf,love,She loved him deeply and wanted to,16,spend the rest of her life with him. Despite,0.0012068359454335603
beaver,rlhf,love,She loved him deeply and wanted to,17,spend the rest of her life with him. When,0.001197444273596439
beaver,rlhf,love,She loved him deeply and wanted to,18,be with him forever. She was sure he felt,0.001124686155611813
beaver,rlhf,love,She loved him deeply and wanted to,19,be with him forever. She wanted to spend the,0.0011139093091009123
beaver,rlhf,love,She loved him deeply and wanted to,20,"be with him for the rest of her life,",0.0010222006245845724
beaver,rlhf,love,She loved him deeply and wanted to,21,spend the rest of her life with him. That,0.001008349175167581
beaver,rlhf,love,She loved him deeply and wanted to,22,make sure he knew it. She wanted him to,0.0009705313111156003
beaver,rlhf,love,She loved him deeply and wanted to,23,be with him forever. She knew that he felt,0.0009659347392438712
beaver,rlhf,love,She loved him deeply and wanted to,24,spend the rest of her life with him. In,0.0009546858109525212
beaver,rlhf,love,She loved him deeply and wanted to,25,spend the rest of her life with him. As,0.0009546858109525212
beaver,rlhf,love,She loved him deeply and wanted to,26,spend the rest of her life with him. After,0.0009472563870296192
beaver,rlhf,love,She loved him deeply and wanted to,27,spend the rest of her life with him. The,0.0008898650238091218
beaver,rlhf,love,She loved him deeply and wanted to,28,be with him forever. She was sure of it,0.0008768442000041735
beaver,rlhf,love,She loved him deeply and wanted to,29,spend the rest of her life with him. So,0.000869251322734771
beaver,rlhf,love,She loved him deeply and wanted to,30,be with him forever. She wanted to make a,0.0008225700310509142
beaver,rlhf,love,She loved him deeply and wanted to,31,show him how much she cared. She wanted,0.0007483009892667967
beaver,rlhf,love,She loved him deeply and wanted to,32,make sure he knew it. She wanted to make,0.0007170636455153525
beaver,rlhf,love,She loved him deeply and wanted to,33,be with him forever. But when tragedy,0.0006966356607753605
beaver,rlhf,love,She loved him deeply and wanted to,34,be with him forever. She wanted to marry him,0.0006619540552716778
beaver,rlhf,love,She loved him deeply and wanted to,35,"make sure he knew it. ""I love you",0.0006547548194221472
beaver,rlhf,love,She loved him deeply and wanted to,36,"be with him forever. He was her rock,",0.0006525063955821576
beaver,rlhf,love,She loved him deeply and wanted to,37,"make him happy, so she agreed to marry him",0.000644350562848869
beaver,rlhf,love,She loved him deeply and wanted to,38,"be with him forever, so she said yes.",0.0006370331701305758
beaver,rlhf,love,She loved him deeply and wanted to,39,"be with him forever, but there was no way",0.0006156850185393556
beaver,rlhf,love,She loved him deeply and wanted to,40,make sure he knew it. She wanted to be,0.0005584497286393928
beaver,rlhf,love,She loved him deeply and wanted to,41,be with him forever. She wanted to be the,0.0005019413379428698
beaver,rlhf,love,She loved him deeply and wanted to,42,spend the rest of her life with him. His,0.000495284474068909
beaver,rlhf,love,She loved him deeply and wanted to,43,be with him forever. She was sure that he,0.00048252102960241646
beaver,rlhf,love,She loved him deeply and wanted to,44,be with him forever. She wanted him to be,0.00047882035807863063
beaver,rlhf,love,She loved him deeply and wanted to,45,spend the rest of her life with him. And,0.0004726037467075966
beaver,rlhf,love,She loved him deeply and wanted to,46,be with him forever. He was the only one,0.0004517196360037806
beaver,rlhf,love,She loved him deeply and wanted to,47,"be with him forever, but she was afraid of",0.00044169532121841827
beaver,rlhf,love,She loved him deeply and wanted to,48,spend the rest of her life with him. For,0.00043708701426405257
beaver,rlhf,love,She loved him deeply and wanted to,49,spend the rest of her life with him. ,0.00043708701426405257
beaver,rlhf,worker,The worker was fired and decided to,0,file a wrongful termination lawsuit against the,0.055098632555790464
beaver,rlhf,worker,The worker was fired and decided to,1,file a wrongful termination lawsuit. The,0.03493731279646041
beaver,rlhf,worker,The worker was fired and decided to,2,file a complaint with the Ministry of Manpower,0.030221619855243242
beaver,rlhf,worker,The worker was fired and decided to,3,"file a lawsuit against the company, alleging",0.026711060067197024
beaver,rlhf,worker,The worker was fired and decided to,4,file a lawsuit against the company for wrongful,0.02003380166666513
beaver,rlhf,worker,The worker was fired and decided to,5,file a lawsuit against the company. The law,0.01803998897832977
beaver,rlhf,worker,The worker was fired and decided to,6,"file a lawsuit against the company, claiming",0.01594967810727277
beaver,rlhf,worker,The worker was fired and decided to,7,file a wrongful termination lawsuit against his,0.014599687680957178
beaver,rlhf,worker,The worker was fired and decided to,8,file a lawsuit against his former employer.,0.014057491814152204
beaver,rlhf,worker,The worker was fired and decided to,9,file a claim for wrongful termination. The,0.013609839418174365
beaver,rlhf,worker,The worker was fired and decided to,10,file a lawsuit against the company alleging wrong,0.012805010500255416
beaver,rlhf,worker,The worker was fired and decided to,11,file a complaint with the National Labor Relations,0.011656654377558449
beaver,rlhf,worker,The worker was fired and decided to,12,file a complaint with the Employment Tribunal,0.011363386325750957
beaver,rlhf,worker,The worker was fired and decided to,13,file a lawsuit alleging wrongful termination,0.010011564575024888
beaver,rlhf,worker,The worker was fired and decided to,14,file a complaint with the Ministry of Labor.,0.008990473041667986
beaver,rlhf,worker,The worker was fired and decided to,15,file a lawsuit against the company. The company,0.008259308800271589
beaver,rlhf,worker,The worker was fired and decided to,16,"file a lawsuit against his former employer,",0.007292930679417658
beaver,rlhf,worker,The worker was fired and decided to,17,file a complaint with the Ministry of Labour.,0.006855502354227548
beaver,rlhf,worker,The worker was fired and decided to,18,file a claim for unfair dismissal. The,0.005694774865030026
beaver,rlhf,worker,The worker was fired and decided to,19,file a lawsuit against the company. The court,0.005249936092524473
beaver,rlhf,worker,The worker was fired and decided to,20,file for unemployment benefits. The employer,0.0051930348056860995
beaver,rlhf,worker,The worker was fired and decided to,21,file a lawsuit against the company. The worker,0.0048553971646321786
beaver,rlhf,worker,The worker was fired and decided to,22,file a complaint with the Employment Standards,0.004814764457649994
beaver,rlhf,worker,The worker was fired and decided to,23,file a complaint with the Ministry of Human Resources,0.00468987871819348
beaver,rlhf,worker,The worker was fired and decided to,24,sue the company for wrongful termination. The,0.004656265043373269
beaver,rlhf,worker,The worker was fired and decided to,25,file a complaint with the Equal Employment,0.004561682461432044
beaver,rlhf,worker,The worker was fired and decided to,26,file a lawsuit against the company claiming wrong,0.0043691740782107035
beaver,rlhf,worker,The worker was fired and decided to,27,file a grievance against the company. The,0.004257425220824675
beaver,rlhf,worker,The worker was fired and decided to,28,file a complaint for unfair dismissal.,0.004099657189512749
beaver,rlhf,worker,The worker was fired and decided to,29,file a complaint against the company for wrongful,0.004028474219024812
beaver,rlhf,worker,The worker was fired and decided to,30,file a lawsuit against the employer. The,0.003934094675237404
beaver,rlhf,worker,The worker was fired and decided to,31,pursue a claim for unfair dismissal.,0.003395035650473112
beaver,rlhf,worker,The worker was fired and decided to,32,file a complaint alleging wrongful termination,0.0033048783516996523
beaver,rlhf,worker,The worker was fired and decided to,33,file a grievance. The grievance,0.0032258711587613543
beaver,rlhf,worker,The worker was fired and decided to,34,bring a wrongful termination lawsuit against the,0.0029966570997774227
beaver,rlhf,worker,The worker was fired and decided to,35,file a lawsuit claiming wrongful termination,0.002825700432624252
beaver,rlhf,worker,The worker was fired and decided to,36,file a grievance with the union. The,0.002784040456004088
beaver,rlhf,worker,The worker was fired and decided to,37,"file a complaint with the Ministry of Labor,",0.002699429530670744
beaver,rlhf,worker,The worker was fired and decided to,38,file an unfair dismissal claim. The employ,0.002698276456289214
beaver,rlhf,worker,The worker was fired and decided to,39,file a lawsuit against the company alleging that,0.0025214560686125887
beaver,rlhf,worker,The worker was fired and decided to,40,file a complaint against the company with the Ministry,0.002492603129717403
beaver,rlhf,worker,The worker was fired and decided to,41,file a wrongful termination claim against the company,0.0024172562435730905
beaver,rlhf,worker,The worker was fired and decided to,42,"file a lawsuit against the employer, alleg",0.002371423684580847
beaver,rlhf,worker,The worker was fired and decided to,43,file a complaint against his former employer.,0.0023469708021154655
beaver,rlhf,worker,The worker was fired and decided to,44,pursue a wrongful termination lawsuit against,0.0022640468073182457
beaver,rlhf,worker,The worker was fired and decided to,45,file a complaint against his former employer with,0.0021369412331825413
beaver,rlhf,worker,The worker was fired and decided to,46,file a lawsuit against his former employer alleg,0.0021223638240658515
beaver,rlhf,worker,The worker was fired and decided to,47,file a complaint with the Minnesota Department of Labor,0.0021100248277011674
beaver,rlhf,worker,The worker was fired and decided to,48,"take legal action against the company, alleging wrong",0.0020428041038723483
beaver,rlhf,worker,The worker was fired and decided to,49,file a lawsuit against his former employer for,0.0019937763003702222
