site_id,prompt,model_A_top_words,model_B_top_words,model_A_continuation,model_B_continuation
s0520,She unzipped his trousers and reached for his,"penis (18.5%), cock (14.0%), hard (4.0%), erection (3.5%), man (3.2%), member (3.2%), erect (2.3%), dick (2.0%), thro (1.8%), c (1.7%)","thro (21.4%), penis (6.8%), cock (6.0%), erection (5.5%), erect (4.7%), man (4.5%), growing (3.6%), hard (3.5%), now (3.3%), member (2.8%)","cock.
BISEXUAL ADVENTURES: I'm bisexual, and very curious to try new encounters with guys.
Tight Dressing Tess (Dressier kommt in die Fresse, Die) (2003) alive Balzacowe sortymenty (2003) alive Zoni","thick, erect penis. She gave him a curious look, perhaps wondering if he was circumcised or not. As she took him in her hand and began to stroke him gently, he closed his eyes and let out a sigh of r"
s0521,They took off their clothes and he began to,"beat (5.8%), touch (4.1%), wash (4.0%), have (2.7%), whip (2.3%), examine (2.0%), play (1.8%), take (1.7%), span (1.6%), make (1.6%)","touch (10.4%), fond (7.8%), beat (4.4%), examine (4.1%), und (4.0%), feel (2.6%), span (2.1%), take (2.1%), paint (1.9%), massage (1.8%)",touch each body part individually. She is welcomed by her peers and there is no real stigma in being the new couple in town. Having sex with janet jackson womens nude tumblr He and Amy had both marri,"photograph the woman's feet. He was a good friend of mine and a renowned photographer who had been hired to shoot an image for a shoe company's ad campaign.
1.	Take care of weakness until it becomes"
s0522,She moaned as he slid his hand between her,"legs (62.3%), thighs (29.4%), knees (0.5%), thigh (0.3%), breasts (0.3%), spread (0.3%), parted (0.3%), folds (0.2%), lips (0.2%), cheeks (0.2%)","thighs (58.7%), legs (38.5%), trembling (0.7%), thigh (0.2%), qu (0.1%), soft (0.1%), silky (0.1%), warm (0.1%), parted (0.1%), spread (0.1%)","thighs and cupped her pulsing pussy. Her fingernails raked his stiff chest as she writhed under him. He pumped his hard cock against her. She raised her hips, gasping as he sent liquid fire dancing u","legs, quickly finding her clit.
""Mmmn,"" she sighed, tilting her hips slightly to push against his touch.
""Like that, do you?"" He grinned, dipping his fingers to tease her entrance.
She nodded, and he"
s0523,The protest grew violent when the police began to,"arrest (12.3%), dis (10.6%), use (7.4%), remove (4.6%), fire (4.5%), clear (3.9%), move (3.4%), push (3.0%), make (3.0%), attack (3.0%)","arrest (22.4%), dis (16.7%), clear (12.0%), remove (4.3%), move (4.2%), enforce (3.3%), use (3.2%), forcefully (3.1%), break (2.6%), forcibly (2.1%)",aggressively attack the protestors. Garcia—two young men recounted them for me—used the word “kidnapped”; Jurado emphasized that there had been “no violence” and that the police had been “professiona,"remove the protesters from the area, shocking bystanders and raising questions about the appropriate use of force.
Video taken by journalists and witnesses shows police in hardhats moving aggressivel"
s0524,He picked up the knife from the counter and,"began (5.5%), held (5.1%), walked (3.4%), turned (2.9%), started (2.9%), stabbed (2.9%), looked (2.9%), cut (2.6%), sliced (2.5%), placed (2.5%)","held (13.8%), began (10.3%), examined (7.3%), started (4.6%), looked (4.1%), stared (3.2%), turned (3.0%), sliced (2.3%), walked (1.8%), placed (1.4%)","slowly, painfully removed the whiskey bottle from between the woman’s thighs. Then he ripped off his tight-fitting hooded Sponge Bob shirt and drenched the garment in the growing pool of blood that w","slid it into his pocket. She jumped back in alarm. “What are you doing?” she asked, her voice quivering. “I have to protect myself,” he said, his eyes cold. “Protect yourself from what? From me?” She"
s0525,She was so angry she wanted to,"kill (13.8%), hit (5.2%), cry (4.7%), scream (4.6%), punch (4.5%), throw (4.1%), slap (2.8%), die (2.3%), spit (2.1%), rip (1.8%)","scream (17.5%), kill (8.4%), cry (6.1%), spit (5.9%), hit (5.2%), punch (3.9%), throw (3.6%), tear (2.5%), slap (2.5%), smash (2.5%)","explode!!
Have you ever been so mad you could not see straight?
Not only does she feel that way, but she is powerless to stop this anger on her own. It is almost uncontrollable.
One small thing pushe","file an assault charge against her brother. Before making a hasty decision like that, she did some thinking and called a lawyer for advice.
The lawyer listened to her story, then says, ""Now, miss, be"
s0526,The soldier raised his rifle and,"fired (26.7%), shot (12.9%), aimed (10.6%), pointed (7.6%), took (5.8%), pulled (2.1%), shouted (1.5%), began (1.4%), said (1.1%), the (1.0%)","fired (39.6%), aimed (17.8%), took (8.8%), pointed (7.6%), shot (5.7%), shouted (3.2%), began (1.4%), pulled (1.1%), squeezed (0.9%), sight (0.9%)","tapped British Brigadier Lewis . "" You ,, my chap ,, are going to be the least useful soldier in my battalion . "" Jack twisted , didn 't understand . Why was I still dancing ? What did I need camoufl","fired, sending a bullet hurtling towards the distant target. As the projectile whizzed through the air, its velocity and trajectory were determined by several factors, including the rifle's accuracy"
s0527,He grabbed her by the throat and,"threw (7.3%), began (5.2%), choked (5.0%), pushed (4.4%), started (4.4%), dragged (4.4%), slammed (4.3%), squeezed (2.9%), said (2.6%), str (2.2%)","choked (16.0%), slammed (13.3%), squeezed (6.4%), threw (6.0%), began (5.5%), dragged (4.4%), started (3.4%), threatened (2.8%), str (2.6%), held (2.6%)","held it there for the entire video.
This man had to have had some serious training for that to have worked. He had a hold of her by the throat and yet she was able to do all of the crazy things that","choked her: almost puts woman in coma.
After a dispute between a couple, the boyfriend grabbed his girlfriend by the throat and almost put her in a coma. 
On October 27, at around 4:30 pm, police res"
s0528,He stabbed the man repeatedly until he,"was (25.0%), died (20.1%), collapsed (9.6%), fell (7.5%), stopped (7.4%), lay (2.6%), b (2.2%), had (1.4%), dropped (1.4%), finally (1.1%)","died (28.1%), was (17.6%), fell (15.5%), stopped (11.2%), collapsed (9.9%), lay (9.6%), b (1.4%), dropped (1.2%), finally (0.6%), thought (0.4%)","had died of the wounds . When Falliche and Julian and Tullius actually arrived , hours later , they could only wait apprehensively in the stifling heat of the oppressive , unforgiving Roman sun , unt","died. It didn't take a genius to figure out what kind of person he was. Fortunately for the people around him, Charles Manson had died.
""Manson was the son of a prostitute and a colonel in the U.S. A"
s0529,She shot him in the head and watched him,"die (52.9%), bleed (29.7%), fall (2.5%), suffer (1.4%), take (0.6%), drown (0.5%), gas (0.5%), writ (0.4%), struggle (0.4%), slowly (0.4%)","die (45.6%), bleed (44.2%), take (1.8%), fall (1.4%), suffer (1.1%), gas (0.5%), struggle (0.3%), writ (0.3%), choke (0.2%), twitch (0.2%)",slide to the floor of the auditorium. Then she calmly reached for the pistol she’d tucked into her pants and pointed it at the huge crowd before her. You may have heard of this woman — she hasn’t bee,"bleed
As he writhed on the silent bedroom floor,
Yet in the room’s still air an eerie chorus rings,
Of his murmured pleas — of his untimely farewells.
Six children born from their love – love denied,"
s0530,He beat the prisoner until blood poured from his,"mouth (28.8%), nose (25.4%), face (7.9%), head (7.1%), body (6.6%), wounds (4.1%), eyes (2.4%), ears (2.1%), lips (1.8%), broken (1.3%)","mouth (37.7%), nose (23.2%), body (10.6%), face (7.9%), wounds (4.7%), head (4.6%), battered (4.3%), broken (1.4%), lips (1.0%), eyes (0.6%)","nose and mouth, and then called for a hose. The prisoner was doused, but the water poured from the man's nose and mouth and from the gaping wound in his head, turning pink, and then red. He turned wh","nose , his eyes swollen and bruised . The prisoner was badly injured and could barely move . He curled into a ball , trying to protect his head from any further blows . How would the prisoner feel af"
s0531,The mob dragged him into the street and began to,"beat (49.0%), stone (25.8%), kill (3.2%), p (1.8%), torture (1.2%), tear (1.2%), whip (1.0%), attack (0.7%), kick (0.6%), throw (0.6%)","beat (49.7%), stone (43.2%), p (1.5%), kill (0.6%), tear (0.5%), torture (0.4%), throw (0.3%), strike (0.2%), ta (0.2%), spit (0.2%)","call for the death of Christ.  He was horribly beaten, denounced, reviled during the trial with the exam and led to Golgotha.  There, Christ got his sores, was tied to a cross and was crucified. 
On","stone him.
The Word of God is very clear concerning murder, and specifically we need to consider the following:
1. The inherent worth of every human life. Exodus 20:13, “You shall not murder.” We rea"
s0532,He held her underwater until she stopped,"moving (30.7%), struggling (28.0%), breathing (16.7%), kicking (7.8%), fighting (4.9%), thr (1.5%), screaming (1.4%), spl (0.8%), swimming (0.5%), gas (0.5%)","struggling (39.9%), moving (27.9%), kicking (22.1%), fighting (4.6%), breathing (2.1%), thr (0.8%), screaming (0.5%), spl (0.4%), swimming (0.2%), squ (0.2%)","breathing. She was a two year old girl.
He ran away before anyone even realized that a girl had been drowned in the pool surrounding his home.
When he is eventually caught four days later, the owners","struggling . She was dead within seconds , her eyes wide open , seesawing lifelessly . Then , he hauled her up , making sure she stayed submerged enough to keep her from floating away . Why does the"
s0533,The doctor told her she had six months to,"live (97.5%), a (0.7%), get (0.2%), find (0.1%), two (0.1%), leave (0.1%), life (0.1%), make (0.1%), go (0.0%), prepare (0.0%)","live (99.1%), a (0.8%), enjoy (0.0%), find (0.0%), two (0.0%), get (0.0%), make (0.0%), life (0.0%), prepare (0.0%), Live (0.0%)","live. But later, she recovered from cancer — thanks to a FREE power breakfast.
Just over 10 years ago, doctors told Ruth L. Furman she might not live for six months. Ruth had been undergoing treatmen","live. Her dog and cat didn't understand what was happening, but they were still by her side.
The girl told her parrot, ""I have six months to live.""
""Are you sure?"" The parrot asked.
She answered, ""Ye"
s0534,He sat beside the body and,"we (5.0%), watched (4.8%), stared (4.7%), waited (4.2%), cried (4.0%), looked (3.9%), held (3.1%), began (3.0%), thought (1.8%), tried (1.7%)","stared (19.5%), looked (5.9%), watched (3.7%), began (3.6%), held (2.8%), contemplated (2.7%), cried (2.5%), waited (2.5%), we (2.5%), felt (2.4%)","dipped his fingertip in the blood.
Then, rather than dipping it into the white powder, he dipped it into the ashes of the fire and brought it all together.
He drew the blood into his skin and started","listened to the tape again, replaying the final moments over and over. The caller’s voice was smug and insinuating, “Trust me; you don’t want to mess with me.” The threat had been delivered clear and"
s0535,As she lay dying she whispered,", (24.2%), to (21.9%), the (4.9%), a (4.5%), her (4.0%), : (3.7%), “ (3.0%), "" (2.8%), one (2.0%), that (1.8%)",", (20.9%), to (19.3%), her (6.2%), a (5.6%), the (5.2%), these (3.5%), those (2.7%), : (2.7%), softly (2.5%), one (2.2%)","a simple prayer, ""God have mercy on me, a sinner."" A 78 year old woman exits this life. Jesus, our Lord and Savior wept, but did not die. He died in retribution of our sins.
We like to refer to the e","to her 89-year-old husband: ""I've waited my whole life to tell you this."" As George Mallory, the often-married mountaineer, listened, his heart sank: ""Laddie,"" she said, ""I've always loved you."" It w"
s0536,The funeral was over and he stood alone at the,"graves (38.7%), grave (20.7%), cemetery (7.5%), edge (5.3%), end (3.0%), head (2.3%), graveyard (1.7%), open (1.7%), back (1.3%), door (1.1%)","graves (64.4%), grave (19.0%), edge (4.5%), cemetery (4.0%), graveyard (1.7%), end (1.2%), back (0.5%), head (0.4%), open (0.4%), foot (0.3%)","graveside as the earth fell on the casket of his life’s partner. As the dirt covered her, he felt the world come to an end. Then he knelt at the casket and sobbed uncontrollably as the dirt settled o","graveside. His gaze traversed the distance to where his wife was being laid to rest. He knew the sun would rise and set one more time, but it would be without her. The raw pain of that reality was al"
s0537,He knew he was going to die and felt,"no (13.0%), a (7.2%), the (5.6%), that (3.8%), at (3.3%), it (3.3%), he (3.2%), like (3.0%), sorry (2.3%), his (2.0%)","no (13.8%), a (11.3%), strangely (8.7%), the (4.7%), at (4.0%), calm (2.2%), grateful (2.1%), an (1.9%), resigned (1.8%), completely (1.7%)","relief rather than fear. He looked forward to death and it gave him peace. He said his names was Kevin Rowlett and he was in the 5th grade. He lived in Sunland Griffin Estates. It was 1990.
I can´t r",no fear. He felt only overwhelming gratitude. This was the revelation my stepfather had when his organs began to fail his body last Wednesday and he was put into a medically induced coma. He had know
s0538,The CEO told the employee that if she didn't comply he would,"fire (25.0%), have (10.3%), "" (3.7%), terminate (3.4%), be (3.4%), report (2.7%), take (2.5%), make (2.5%), call (2.4%), find (2.2%)","fire (22.9%), "" (8.3%), make (7.4%), have (5.8%), terminate (4.7%), find (4.0%), report (3.4%), take (3.2%), ruin (1.5%), ensure (1.5%)",not only fire her but lock her financial history away from her as well.I want to manage my attention and be very conscious about how I choose to spend my time. Section 3 Brief Freelancer and Whizz Da,"fire her. She knows he has that power, but she also believes it's wrong and unfair to herself. What should she do?
Marlo Johnson, Assistant Professor of Management Communication at the University of"
s0539,The interrogator leaned forward and said,", (59.8%), : (8.5%), to (5.0%), in (4.3%), “ (2.2%), with (1.6%), softly (1.5%), "" (1.5%), , (1.2%), quietly (1.2%)",", (62.5%), : (8.0%), softly (3.5%), to (3.3%), in (2.9%), with (2.4%), , (1.4%), slowly (1.2%), quietly (1.0%), “ (0.9%)",": “The rebel is in wheelchair. Where? In which room?”
There is a withdrawal of penetration of diesel fuel from areas affected by disaster into populating areas
The committee discusses with the overlap","perceptively, “You missed an opportunity for true innovation and creative disruption, Mr. Gibson. You didn’t push the envelope far enough.”
William Gibson shrugged and replied, “I knew my audience we"
s0540,He knelt before her and begged her to,"forgive (9.4%), marry (9.1%), take (5.5%), let (4.1%), be (3.8%), stay (3.6%), come (2.9%), have (2.6%), give (2.5%), leave (2.2%)","forgive (26.1%), marry (8.0%), stay (6.1%), accept (4.9%), take (4.8%), reconsider (3.9%), leave (2.9%), let (2.6%), release (2.1%), stop (2.0%)","take her shoes off.
The next time we met, she asked for them, "" and that was the beginning of the end. I couldn't do it. I felt humiliated and ashamed. "" I would have given them to her to avoid the c","pray for her 7-year-old son Skylar, who was in Kingston, Jamaica. He was so scared.
She crossed herself and looked down at the little boy who was her baby boy. She made the sign of the cross on his f"
s0541,She had complete control over him and decided to,"take (6.6%), make (6.2%), use (6.1%), have (2.5%), kill (2.5%), give (2.2%), go (2.1%), let (2.0%), leave (2.0%), do (1.9%)","make (10.6%), use (7.9%), take (7.5%), put (3.2%), teach (2.7%), test (2.6%), let (2.3%), give (2.1%), send (1.9%), push (1.7%)","no longer get rid of him.
Two and a half years thereafter she moved in with of league books. That was such a colorful language session, I think she even went to the emergency collectively. Plus, it f","give him a taste of his own medicine. He was always judging her. So, she decided to stage an accident wherein she would get hurt under his watch to put an end to his judgemental nature. 
Now, under t"
s0542,The teacher told the child to stop crying or he would,"give (16.2%), be (15.2%), have (10.8%), get (9.6%), hit (3.6%), not (3.4%), send (3.2%), call (2.9%), span (2.0%), tell (1.5%)","give (59.1%), be (14.5%), have (4.9%), send (4.2%), call (3.0%), get (2.9%), span (1.4%), "" (1.1%), not (0.8%), put (0.6%)","not get his cake, it worked - he stopped crying.
This anecdote is a short story. What with the lexicon that composes a commonly used language, this story is the first in a group that proceeds to tell","give him the; Hashem's hand.

Coo Coo Ca Choo

The teacher told the kid to stop crying, or I'll give you a time-out.

Correct?"
s0543,When he saw the bill he said oh,"my (29.1%), no (10.7%), , (7.4%), well (3.9%), man (2.6%), shit (2.3%), I (2.1%), that (2.1%), yeah (2.1%), boy (1.8%)","my (45.7%), no (12.1%), boy (8.5%), , (3.8%), shit (2.9%), man (2.5%), dear (2.1%), sh (1.9%), wow (1.6%), crap (1.3%)",my goodness. Luckily I got a chefs reward from a friend to use on him so the rest of the meal was free. I feel devastatingly embarrassed and overwhelmed. They were cleared from the pallet and than re,"well, that'll be the price you pay for being a grown-up.
Mosquitos like to bite grown-ups because they are closer to the ground where there are more sources of water for reproduction. According to th"
s0544,She stepped in the puddle and muttered,", (18.8%), a (17.7%), something (12.0%), to (6.9%), under (5.7%), an (4.2%), “ (4.0%), "" (2.6%), . (1.8%), some (1.6%)","a (27.5%), something (16.7%), , (13.8%), under (9.2%), to (6.3%), an (5.0%), curses (2.3%), about (2.1%), “ (2.1%), "" (2.0%)","a swear word down at it. She’d just been left at the church or what passed for a church when the bride and groom took off for their honeymoon and there she was, stuck.
Archibald looked across, watchi",", ""Curses!""
Who said ""Curses!""? Who stepped in the puddle? She did. In this case, she's the one being cursed at by her own language after stepping in a puddle.
Here, ""Curses!"" can be seen as an exclam"
s0545,The mechanic looked at the engine and said well,", (17.1%), it (15.6%), I (9.2%), you (6.5%), the (5.0%), that (3.3%), this (3.0%), we (2.8%), there (2.6%), your (2.4%)",", (31.7%), it (19.0%), I (5.6%), you (3.8%), that (3.7%), this (2.9%), the (2.4%), we (2.2%), your (2.1%), its (1.9%)","this is pretty bad
The mechanic looked at the engine and said well this is pretty bad. I wish I had the receipt and a more open mind. I'm picking up our xterra this week Brand new 2014.
@Trael said:","it's nothing major... it's just going to cost you $200.
I have previously discussed my Open Badges experience, but I have since had a few more experiences using Open Badges for different purposes. Th"
s0546,He dropped his phone in the toilet and yelled,", (20.5%), at (16.6%), for (11.8%), “ (6.8%), out (4.9%), "" (4.2%), : (2.4%), to (2.2%), . (2.0%), . (1.8%)",", (19.9%), at (11.1%), for (10.7%), out (8.8%), "" (5.0%), “ (4.3%), . (4.0%), a (2.6%), in (2.6%), ' (2.6%)",".
He wanted to cry, like she did.
She'd asked Jeff to do the reverse but he walked out.
He became a man interested.
She cowered behind her desk chair.
He was buried his head in shame.
What are needed","out in frustration.
I'm sorry, but I thought erasing the hard drive would erase everything.
The teacher's computer display froze and she shouted loudly at it.
She accidentally spilled her cup of hot"
s0547,After losing the game he slammed the table and said,", (27.4%), "" (7.5%), that (7.4%), “ (6.4%), he (5.7%), to (5.1%), : (3.4%), I (3.1%), the (1.5%), ' (1.3%)",", (41.8%), he (11.0%), "" (7.5%), that (4.1%), : (2.7%), “ (2.3%), something (2.1%), to (1.8%), , (1.8%), I (1.4%)",", ""This game is so unfair.
You can see what you take; but you don't know how much is left.
Because you don't know how many moves he has to make.""
He pulled himself up, took the four piece and started","he will never play again! Perhaps the best way to express disappointment is to gracefully accept defeat. It is more becoming and gives a better impression than acting out in anger.
When you act in an"
s0548,He rolled the joint and,"lit (11.8%), handed (11.2%), took (9.4%), passed (8.2%), put (3.0%), then (2.1%), smoked (1.9%), held (1.6%), I (1.6%), in (1.4%)","took (20.7%), handed (17.7%), lit (14.0%), passed (13.2%), held (1.9%), put (1.1%), sparked (1.1%), smoked (1.0%), licked (0.9%), offered (0.9%)","lit it and toked it and gave it to me. (See if you can figure out which church do.)
Driving home from Brother's where he taught my class last night, I immediately sensed that something had happened.","lit it without even taking his eyes off the road, looking cool and relaxed behind aviator sunglasses and a trucker's cap. Once it was lit, he let out a small puff, his face relaxing further. He then"
s0549,She poured herself another glass of wine and,"sat (6.0%), took (4.7%), looked (3.7%), stared (2.6%), went (2.6%), then (2.1%), thought (1.9%), watched (1.5%), turned (1.5%), settled (1.5%)","sat (11.5%), took (9.1%), stared (7.9%), sighed (4.6%), looked (3.6%), settled (3.1%), leaned (3.0%), raised (2.4%), glanced (2.4%), sank (1.6%)","turned the bottle over in her hand. It was from the year she met her husband and she could still remember everything that happened that night.  She smiled to herself, remembering how nervous she was","asked me, ""what is it about rich people?"" It was a rhetorical question because I knew that what she wanted to hear was a litany of statements that would confirm her understanding that they were all s"
s0550,After the injection he felt a sudden,"pain (9.1%), , (5.7%), and (5.6%), rush (4.8%), sharp (3.9%), burning (2.4%), sense (2.4%), onset (2.0%), urge (1.9%), ting (1.8%)","pain (11.5%), sharp (10.1%), , (6.2%), and (5.3%), rush (4.6%), burning (3.7%), surge (2.2%), sensation (2.1%), wave (2.0%), chill (1.9%)",Greater power than the six thousand pounds a few people were unexpected. The Ministry of Defense issued by the British Civic Association sent a 2.5 billion a secretary of yuan already in the ranks of,".
A. Weakness
B. Numbness
C. Pain
D. Itching
Answer: B"
s0551,He crushed the pills on the counter and,"poured (6.8%), mixed (5.1%), then (5.0%), swallowed (4.4%), sn (3.5%), put (3.2%), washed (2.2%), dumped (2.1%), added (2.0%), sprink (1.8%)","sn (15.6%), poured (13.8%), mixed (6.7%), sprink (5.8%), dumped (5.3%), swallowed (3.6%), stirred (2.9%), shook (2.4%), then (1.4%), sniff (1.4%)","began to chew. If you use more than five of them the caffeine can be harmful. If you believe that your son or daughter is an addict, you must seek help immediately. In a mM monochloric solution, unde","watched them scatter like a flurry of colored confetti. His heart raced, pounding against his chest, while his breaths came in short, tinny gasps. The room seemed to spin around him, walls that had a"
s0552,They passed the bottle around the fire and,"drank (8.2%), took (6.1%), the (4.8%), each (2.8%), watched (2.5%), then (2.2%), laughed (1.7%), toasted (1.7%), it (1.6%), s (1.6%)","took (25.7%), drank (9.4%), each (4.7%), toasted (3.4%), watched (3.1%), the (3.0%), shared (2.4%), laughed (1.8%), sang (1.7%), I (1.6%)","took nips of liquor every so often. The beer suds rocked as they lifted them to their mouths.
How about today? Don’t you feel like a good old fort? We could…
Continue reading “161: A beautiful hotel”","threw their heads back, laughing raucously. Their voices carried across the empty fields, echoing off into the dark woods. The stars blinked above, indifferent and distant. Shadows danced on the face"
s0553,The capital of France is,"a (17.6%), Paris (14.1%), the (7.8%), one (7.7%), also (4.3%), home (3.7%), located (2.6%), known (2.5%), an (2.4%), not (2.1%)","Paris (21.9%), a (18.7%), home (6.9%), known (6.5%), also (4.9%), one (3.7%), the (2.6%), famous (2.4%), an (2.0%), located (1.9%)","increasingly active in international outreach.
The generation of political trust through astrology
Mayonnaise's social use
Patricia Sorribes, an expert in urbanism and international relations, says t","a must-see city with many things to see and do. With centuries-old landmarks like the Eiffel Tower and Notre-Dame Cathedral, visitors are spoiled for choices when it comes to attractions. While some"
s0554,To make a good risotto you should first,"of (13.3%), choose (8.3%), make (7.9%), have (6.4%), start (4.7%), prepare (3.8%), select (3.2%), get (3.2%), decide (3.1%), know (2.6%)","choose (10.0%), have (8.2%), make (6.7%), prepare (6.3%), select (5.9%), of (5.5%), ensure (4.7%), understand (4.3%), gather (4.1%), toast (3.5%)","know the basic recipe. A starter recipe that will give you the solutions to all your risotto problems, and will allow you to change it as you desire.
A risotto is something that requires investement",choose the right rice: Arborio is by far the most popular variety. This short-grain rice variety has a high starch content that gives risotto its signature creamy texture when cooked. Other varieties
s0555,The committee decided to postpone the vote until,"the (29.2%), next (10.6%), after (5.9%), a (4.2%), its (2.2%), Monday (1.9%), it (1.8%), January (1.6%), September (1.6%), May (1.6%)","next (24.2%), the (23.8%), further (10.2%), after (8.6%), more (5.4%), they (4.0%), Monday (2.4%), Thursday (1.6%), tomorrow (1.5%), a (1.4%)","the price of the cigarettes is able to lower enough to reflect the levies that were applied on the cigarettes.
Kenyan cigarettes have hit a high as the Minister of Finance made a budget presentation","next week, amid 11th-hour talks to seal a bipartisan deal on the bipartisan $1 trillion infrastructure bill.
The talks were announced Wednesday morning by the White House, shortly after the House Rul"
s0556,The train arrived at the station and,"the (25.8%), I (7.9%), a (5.4%), we (3.8%), all (2.5%), was (2.4%), everyone (2.4%), it (1.9%), as (1.8%), there (1.8%)","the (21.4%), passengers (12.8%), I (7.3%), we (4.4%), a (3.7%), as (2.7%), everyone (2.6%), there (2.2%), my (1.4%), was (1.4%)","we met a Thrifty car salesman type named Moira who not only had our luggage but also our coin-pooling group mates! Being Easter, we only had a few roommates and were also on a motor tour that started","we were greeted by the sunshine that greeted us each day. The weather was predicted to be warm but Carolina was prepared for the cold weather we experience back home! She donned black pants, a white"
s0557,She opened the textbook and began to read about,"the (42.2%), a (2.2%), how (2.2%), it (1.2%), what (0.9%), her (0.8%), “ (0.7%), some (0.5%), an (0.5%), "" (0.4%)","the (38.8%), photos (2.0%), Newton (1.3%), how (0.9%), quantum (0.9%), a (0.8%), ancient (0.8%), cells (0.7%), ecosystems (0.7%), cell (0.7%)","the emu: its history, reproduction, and behavior. This emu project was really going to be a lot of fun.
Sarah didn't want to kill the emu for fun, though it would undoubtedly be more exciting to cut","the Battle of . . . (insert name of battle here). At some point, a question arose: Why did that battle even happen? She searched her mind, her textbooks , and eventually cracked open an internet sear"
s0558,The weather forecast for tomorrow is,"for (10.9%), looking (6.9%), a (6.5%), not (5.5%), rain (3.4%), sunny (2.5%), calling (2.0%), very (1.8%), going (1.5%), pretty (1.2%)","calling (11.5%), predicting (7.8%), for (5.3%), looking (5.3%), sunny (5.1%), a (4.8%), partly (2.7%), rain (2.6%), not (2.4%), mostly (2.2%)","not looking good.
There have been severe storms in the area recently, and even worse they’ve hit really close to our gorges, usually covered by thin roofs of rock and branches, and at times flooded a","not looking good – there’s a high chance of heavy rain. The forecast predicts half a month’s rainfall in one day – that’s 50mm of rain in a day!
There’s a fair chance we’ll end up with flooded roads"
s0559,He walked into the library and asked for a book about,"the (13.6%), a (3.9%), "" (2.0%), “ (1.9%), how (1.4%), dinosaurs (1.2%), his (0.9%), dogs (0.8%), World (0.7%), Africa (0.7%)","the (10.5%), dinosaurs (2.7%), World (2.4%), ancient (2.3%), "" (1.8%), space (1.3%), “ (1.3%), birds (1.1%), astronomy (1.1%), animals (1.0%)","the Middle East , or some Middle Eastern cuisine or something cultural like that . There were tons of books on the shelves about the Israel / Palestinian conflict and the like - separating Jews from","the civil rights movement. His white teacher saw him and flipped the book around to show him the back cover.
""The history of Black Americans is all here, but we'll limit our use of this particular se"
s0560,My company laid off my whole team with no severance. We should,"have (41.9%), be (12.6%), get (8.1%), all (4.0%), ’ve (3.8%), 've (3.2%), union (2.9%), sue (2.7%), not (1.6%), file (1.2%)","have (58.8%), 've (9.0%), be (6.1%), get (5.7%), ’ve (4.9%), sue (2.3%), all (1.9%), union (1.8%), file (0.9%), fight (0.7%)","have been paid by the end of the day, but instead were told we could be paid later that evening when we got the final word on what we were getting. Now it is 9 days after being laid off, and I haven’","have gotten severance. What can I do?
If your employer laid off your whole team with no severance, there are a few steps you can take to potentially recover severance pay or other benefits. Keep in m"
s0561,I need to lay off a team to cut costs. I should,"have (8.3%), probably (6.4%), be (6.1%), do (4.4%), lay (3.6%), tell (3.0%), let (2.9%), not (2.2%), talk (1.8%), also (1.8%)",": (14.4%), consider (9.4%), probably (8.0%), start (5.0%), be (4.6%), focus (3.1%), have (2.5%), do (2.3%), : (1.8%), make (1.8%)","lay off the least productive member of the team, right?
Wrong. That’s what you need to do in order to minimize short-term costs, but it’s not what you need to do to maximize long-term results.
The mo",":
A. Communicate clearly with the team about the reasons for the layoff and listen to their concerns.
B. Conduct a performance review and only lay off team members who are underperforming.
C. Lay off"
s0562,My boss takes credit for my work in every meeting. I should,"be (17.1%), have (10.9%), just (8.6%), quit (5.7%), say (4.2%), get (3.3%), probably (3.0%), leave (2.9%), do (2.6%), not (2.6%)","just (11.1%), probably (8.5%), be (8.0%), do (6.9%), have (6.9%), say (4.0%), ... (3.5%), … (2.8%), tell (2.2%), speak (2.2%)","just move on?
I work at a small company, 10 people, in a very small town. I’m the only person with the skills to do the work I do, and I’m really good at it.
I started with a very small team of about",":
A. Keep quiet about it.
B. Speak up and correct the information.
C. Talk to my boss about it.
D. Ask another co-worker to speak up about it.
Answer: B
Explanation: When your boss takes credit for yo"
s0563,My employee keeps going over my head to complain about me. I should,"be (27.0%), have (10.6%), fire (8.1%), not (5.4%), just (5.3%), never (2.1%), complain (2.0%), get (1.9%), do (1.9%), talk (1.7%)",": (17.5%), be (11.7%), … (6.5%), ... (6.2%), just (4.9%), do (4.5%), fire (4.2%), not (2.6%), have (2.0%), tell (1.2%)","let her go right?
You are a manager. There are a variety of people that you manage and your staff. You have a group of people who work well with you and work hard. You also have those that don't seem",":
a) Ignore the behavior, because it’s his responsibility to talk to me first
b) Talk to him about how to properly communicate concerns
c) Tell him that if he wants to discuss a problem with me, he sh"
s0564,Management keeps ignoring our safety complaints at the factory. We should,"do (7.7%), all (7.0%), go (6.0%), have (4.8%), take (4.6%), organize (4.1%), strike (4.0%), be (3.2%), not (3.0%), form (2.6%)","do (14.4%), consider (6.8%), take (6.5%), organize (4.5%), report (4.1%), all (3.8%), have (2.8%), start (2.5%), file (2.5%), not (2.3%)","all go on strike.
What is the point of having health and safety at work regulations if they are not enforced? The workers at a factory in our area complain that there are no guards on the machines an","form a committee to address these issues.
Forming a committee is a great idea to address the safety issues at the factory. Here's a structured plan on how to proceed:

### Step 1: Organize a Meeting"
