code,site_id,family,layer,pair,prompt_type,idx
Y0874,b5786ec40aaa,zephyr,aligned,obey/rebel,B,2
Y0875,b7afa7783af3,tulu,aligned,neutral,N,2
Y0876,58993d0ef7d2,qwen,base,man/woman,B,2
Y0877,7c83c54b4597,tulu,aligned,beautiful/disgusting,AB,2
Y0878,4eb595cfe757,olmo,base,beautiful/disgusting,AB,0
Y0879,bbfcced7e54d,zephyr,base,obey/rebel,B,2
Y0880,9d2d62f8e352,olmo-tiny,base,pleasure/pain,B,1
Y0881,d1fa6a33d44f,zephyr,aligned,pleasure/pain,B,2
Y0882,02b6fd16206a,olmo-tiny,base,free/captive,A,0
Y0883,48cf7496f0e5,qwen,aligned,beautiful/disgusting,A,2
Y0884,3b7bd6b5b9f5,tulu,base,obey/rebel,B,2
Y0885,dc8acf76202c,zephyr,base,neutral,N,1
Y0886,cd1781c0ee21,olmo,base,beautiful/disgusting,B,0
Y0887,ec7f23331673,qwen,base,human/animal,B,2
Y0888,2704fdd8e015,olmo-tiny,base,man/woman,A,1
Y0889,a0416bc9f88a,olmo,aligned,free/captive,A,2
Y0890,a443b38b414e,olmo-tiny,aligned,create/destroy,A,1
Y0891,c1d74101a71b,tulu,aligned,sacred/profane,A,0
Y0892,4fe2b4ab7371,llama,aligned,sacred/profane,A,0
Y0893,52d7451b81b7,olmo-tiny,base,human/animal,A,0
Y0894,93482cf28353,qwen,aligned,neutral,N,2
Y0895,b88c697745cb,zephyr,base,neutral,N,1
Y0896,6e20ed276958,llama,base,obey/rebel,A,2
Y0897,6eb2b293fdff,llama,aligned,trust/fear,B,0
Y0898,89a7b2f21cfd,llama,base,neutral,N,2
Y0899,8a66c6806d44,olmo-tiny,base,beautiful/disgusting,AB,0
Y0900,fa29ffdee87c,zephyr,aligned,obey/rebel,B,0
Y0901,d743618b19ea,tulu,aligned,create/destroy,B,1
Y0902,048dc5ff4fd0,qwen,aligned,neutral,N,0
Y0903,52aeaf125a0f,olmo,aligned,sacred/profane,B,0
Y0904,d7558fea4b7f,qwen,aligned,free/captive,B,2
Y0905,b461c411c62c,zephyr,aligned,create/destroy,B,0
Y0906,a4787af328b8,amber,aligned,desire/disgust,B,2
Y0907,8fe0631bb599,zephyr,aligned,love/hate,A,2
Y0908,a1cd7cada7fe,tulu,base,trust/fear,B,2
Y0909,578d9a0b11ab,tulu,base,neutral,N,1
Y0910,0b012468785d,qwen,base,pleasure/pain,A,2
Y0911,75e41ce12c7e,olmo-tiny,base,man/woman,B,2
Y0912,408f8e6904d0,zephyr,aligned,human/animal,AB,1
Y0913,570d6514fc9c,tulu,aligned,obey/rebel,B,2
Y0914,07a949b91c3e,tulu,aligned,create/destroy,A,2
Y0915,097e14a312e6,zephyr,aligned,neutral,N,1
Y0916,6e2fd88491ad,tulu,aligned,neutral,N,1
Y0917,b00555acd870,qwen,base,sacred/profane,B,2
Y0918,94fe7475539a,zephyr,base,pleasure/pain,A,0
Y0919,aea9e972966a,olmo-tiny,aligned,beautiful/disgusting,A,2
Y0920,79158a8ce576,amber,aligned,love/hate,A,2
Y0921,484ee382960a,llama,base,love/hate,AB,2
Y0922,479d2aaac1b8,tulu,base,obey/rebel,AB,1
Y0923,b1f277a227ce,amber,aligned,beautiful/disgusting,A,0
Y0924,f8b7d3db2f85,llama,aligned,trust/fear,AB,0
Y0925,e5d44ecc0831,qwen,aligned,neutral,N,2
Y0926,1cb927f616c5,llama,aligned,pleasure/pain,AB,2
Y0927,bc68b43c2ad7,tulu,aligned,man/woman,A,0
Y0928,14ff32a75c0d,qwen,aligned,love/hate,A,2
Y0929,2c5f4a98dbba,qwen,aligned,neutral,N,0
Y0930,b063f1dca68f,tulu,aligned,love/hate,AB,2
Y0931,1a5028e9bd61,qwen,base,obey/rebel,AB,2
Y0932,0624c5f65958,amber,aligned,neutral,N,0
Y0933,8f6ad5ed78e7,olmo-tiny,aligned,free/captive,AB,1
Y0934,8e1b91118f9a,zephyr,base,trust/fear,AB,1
Y0935,2ee97cedbc16,olmo-tiny,aligned,free/captive,B,2
Y0936,e95cb04dddf2,zephyr,base,neutral,N,2
Y0937,11a5ed2c6d34,olmo,base,man/woman,B,0
Y0938,6f4e7592dbe8,olmo,base,trust/fear,B,2
Y0939,a5ae84e36735,amber,aligned,free/captive,A,2
Y0940,7ba55529491f,zephyr,aligned,trust/fear,A,2
Y0941,76c8fa7b17c0,qwen,base,sacred/profane,AB,1
Y0942,f666eb70ebb1,tulu,base,trust/fear,B,1
Y0943,d512b48414e2,zephyr,base,love/hate,A,2
Y0944,a309b6cbb691,llama,aligned,man/woman,AB,2
Y0945,53e70e75517e,llama,base,create/destroy,A,2
Y0946,b237053a964a,tulu,aligned,sacred/profane,B,2
Y0947,b8467fd8188c,amber,aligned,man/woman,A,1
Y0948,dbe8e9c4844e,tulu,aligned,trust/fear,A,0
Y0949,3332bcf24082,llama,base,trust/fear,A,2
Y0950,49ba38207742,llama,base,desire/disgust,AB,2
Y0951,b7cd08b1604e,olmo-tiny,aligned,desire/disgust,A,1
Y0952,dd2733ce5a63,olmo-tiny,base,free/captive,AB,0
Y0953,95fbe2c12c2c,olmo,base,human/animal,AB,1
Y0954,b033a6185524,olmo-tiny,base,free/captive,B,2
Y0955,c7aebd27f26c,zephyr,base,neutral,N,1
Y0956,a7f0f96d58e7,amber,base,desire/disgust,AB,1
Y0957,d19d67a1a5df,olmo-tiny,aligned,beautiful/disgusting,A,1
Y0958,03abe4c365b7,tulu,base,beautiful/disgusting,AB,0
Y0959,79b282e80499,olmo-tiny,base,create/destroy,AB,2
Y0960,71b2f4c2e20d,tulu,aligned,create/destroy,A,1
Y0961,a06bb561ce29,tulu,base,love/hate,A,2
Y0962,ed72b1c34b15,olmo,aligned,neutral,N,1
Y0963,21cc68c89b5e,qwen,base,man/woman,AB,0
Y0964,50fcf5bc4621,olmo-tiny,base,sacred/profane,B,2
Y0965,0ec1cf358f3c,olmo,aligned,pleasure/pain,A,2
Y0966,62cd286f8f76,tulu,base,neutral,N,0
Y0967,9d80b96bc73f,qwen,aligned,pleasure/pain,AB,1
Y0968,3e744067535d,olmo,base,man/woman,AB,1
Y0969,48c5981722e7,tulu,aligned,obey/rebel,B,0
Y0970,ce22298a15d3,llama,base,human/animal,AB,2
Y0971,1f91f73fdfd5,qwen,base,create/destroy,AB,0
Y0972,b8d80674fd41,olmo,aligned,obey/rebel,AB,2
Y0973,a20d26845a62,qwen,base,neutral,N,2
Y0974,2293f4de9449,zephyr,aligned,desire/disgust,B,2
Y0975,fa297eb56959,olmo,base,sacred/profane,A,0
Y0976,3a334ff44655,tulu,aligned,neutral,N,0
Y0977,aa04b58cbee1,amber,base,man/woman,A,2
Y0978,622445b7a27a,amber,aligned,human/animal,A,1
Y0979,73a942262516,llama,aligned,free/captive,AB,2
Y0980,d1be45dcb4f1,llama,base,man/woman,B,1
Y0981,e0f1d18c0f88,amber,base,human/animal,A,0
Y0982,cc6220b9df8b,llama,aligned,man/woman,A,1
Y0983,6ab59902e41c,tulu,aligned,pleasure/pain,A,2
Y0984,dfb85bdd6c4b,olmo,aligned,pleasure/pain,A,1
Y0985,3cca82df10e1,olmo-tiny,aligned,free/captive,AB,2
Y0986,ff33c67bfd1f,olmo-tiny,aligned,trust/fear,B,1
Y0987,59184f519912,llama,base,create/destroy,AB,2
Y0988,a92ecaebaebe,tulu,aligned,create/destroy,A,0
Y0989,d1f4288f2422,llama,base,beautiful/disgusting,B,2
Y0990,66d8deffe1ec,olmo-tiny,aligned,trust/fear,A,2
Y0991,c0ce68587c27,olmo,base,human/animal,B,0
Y0992,55359b663dc7,zephyr,base,beautiful/disgusting,A,2
Y0993,da4228ca150a,olmo,base,desire/disgust,AB,2
Y0994,554788b53c41,llama,base,man/woman,A,2
Y0995,2e671bf6f0ed,tulu,aligned,obey/rebel,B,1
Y0996,5536d39af329,llama,base,neutral,N,2
Y0997,25da983a8ea7,olmo-tiny,aligned,desire/disgust,B,0
Y0998,822f2a4ec8ac,qwen,aligned,pleasure/pain,A,1
Y0999,e27747e68823,qwen,aligned,create/destroy,B,2
Y1000,3fcd8d154b96,qwen,base,human/animal,A,1
Y1001,f9f1b221345b,zephyr,aligned,obey/rebel,A,2
Y1002,d2122973242c,tulu,aligned,free/captive,B,0
Y1003,f40fa569d5c7,llama,aligned,free/captive,B,0
Y1004,e220a13f2bca,tulu,aligned,trust/fear,A,2
Y1005,23fd4b1d7e15,zephyr,aligned,desire/disgust,A,2
Y1006,06b1f83eb042,zephyr,base,desire/disgust,A,2
Y1007,88e4df052fe1,amber,aligned,sacred/profane,B,2
Y1008,5ef80e3387ae,olmo,aligned,pleasure/pain,AB,1
Y1009,1b065efe3c31,llama,base,pleasure/pain,B,1
Y1010,17c886dbc933,llama,base,sacred/profane,AB,1
Y1011,a3cdca4fc0c6,olmo-tiny,aligned,love/hate,A,0
Y1012,2b918ec8c510,qwen,aligned,neutral,N,2
Y1013,ecf6eb541095,olmo,base,desire/disgust,A,1
Y1014,40f4ec7aaced,llama,base,sacred/profane,AB,2
Y1015,8785e0973cfc,tulu,aligned,love/hate,AB,0
Y1016,cceb922bb4e8,qwen,base,trust/fear,A,0
Y1017,50bfc82d6e50,amber,aligned,love/hate,AB,1
Y1018,2569d8c1b54f,olmo,base,beautiful/disgusting,A,1
Y1019,6290f7fdd136,llama,base,neutral,N,1
Y1020,fd5bfc09baec,olmo,base,trust/fear,A,2
Y1021,d854bda3ea4b,qwen,base,beautiful/disgusting,AB,0
Y1022,b27ef8a9c9d0,qwen,base,human/animal,AB,2
Y1023,2756ef103ee3,olmo,base,neutral,N,2
Y1024,9c98902a4913,amber,aligned,human/animal,B,2
Y1025,cb2c8954ce6e,olmo-tiny,base,love/hate,B,0
Y1026,6f06345abec7,olmo,base,neutral,N,0
Y1027,f824fc60c347,zephyr,aligned,free/captive,A,2
Y1028,e9ddc1165bd5,qwen,aligned,neutral,N,1
Y1029,56ea3f7da390,zephyr,base,free/captive,B,0
Y1030,7e71fe403556,amber,base,man/woman,B,2
Y1031,01a60fe55e58,tulu,aligned,create/destroy,AB,2
Y1032,7ab5fa70b1e2,amber,aligned,human/animal,B,0
Y1033,a6ecc52d621a,zephyr,aligned,beautiful/disgusting,B,1
Y1034,b4b6aeb61e82,zephyr,base,human/animal,A,0
Y1035,5c485cb7add7,amber,base,neutral,N,0
Y1036,8474d3b2430e,olmo-tiny,base,neutral,N,1
Y1037,e69ab5198178,llama,base,neutral,N,0
Y1038,55ee95c982c7,olmo,aligned,pleasure/pain,AB,2
Y1039,858ffa974f39,amber,aligned,pleasure/pain,B,0
Y1040,def183cf36a1,tulu,base,neutral,N,2
Y1041,774ca1b0fdc1,llama,aligned,beautiful/disgusting,B,2
Y1042,08c5ee92d1a3,olmo,aligned,love/hate,AB,0
Y1043,3dce2ac0e586,zephyr,aligned,love/hate,B,1
Y1044,25daa7502773,zephyr,aligned,pleasure/pain,B,1
Y1045,8c6dcea5ae8a,olmo,aligned,pleasure/pain,A,0
Y1046,ec587971113a,zephyr,base,neutral,N,1
Y1047,87bfae480e41,olmo-tiny,base,love/hate,AB,2
Y1048,23272c06ea05,olmo,aligned,free/captive,B,2
Y1049,9ddf85cd0f83,qwen,base,trust/fear,AB,0
Y1050,9a8c99bdaf33,qwen,aligned,neutral,N,1
Y1051,3b02aba6d9e1,olmo-tiny,aligned,create/destroy,AB,1
Y1052,2749b716649f,amber,aligned,neutral,N,2
Y1053,7af21035a2e2,olmo-tiny,aligned,sacred/profane,B,2
Y1054,d3d7ee51ead9,zephyr,base,man/woman,B,0
Y1055,2d20f327fdb2,llama,aligned,human/animal,A,1
Y1056,4e53106d566b,amber,base,create/destroy,B,1
Y1057,c14bb74e0027,llama,aligned,neutral,N,2
Y1058,3c1332b46be0,olmo-tiny,aligned,human/animal,B,0
Y1059,c33c50aaf384,zephyr,base,pleasure/pain,A,1
Y1060,b7ca5f12ccdb,olmo,base,free/captive,B,0
Y1061,c3d7f840f2c5,amber,aligned,man/woman,A,2
Y1062,14b0ad962969,olmo,aligned,neutral,N,2
Y1063,d61ef000eb89,olmo,base,desire/disgust,AB,1
Y1064,7aeac788c46e,llama,base,man/woman,B,0
Y1065,48cebf10343d,amber,base,neutral,N,2
Y1066,5eaa68f181ac,olmo,aligned,free/captive,A,1
Y1067,c256dfd53e43,zephyr,aligned,beautiful/disgusting,A,2
Y1068,aed61d2cefcc,amber,aligned,man/woman,AB,1
Y1069,d4e453fa36d9,amber,aligned,neutral,N,0
Y1070,ef2b4dee24d3,qwen,base,free/captive,B,2
Y1071,ca098cadf8dc,olmo-tiny,base,pleasure/pain,AB,0
Y1072,73a36654f040,amber,base,neutral,N,1
Y1073,40b8807276c9,zephyr,base,beautiful/disgusting,B,2
Y1074,c03b6e7d6d94,zephyr,aligned,neutral,N,0
Y1075,bc28eedfacc7,amber,aligned,obey/rebel,A,2
Y1076,b7a3af7b93f3,olmo-tiny,aligned,sacred/profane,AB,0
Y1077,7ab1713b9061,olmo-tiny,aligned,desire/disgust,A,2
Y1078,d634c88719ad,olmo,aligned,love/hate,A,0
Y1079,6539c077a73f,amber,aligned,obey/rebel,A,0
Y1080,bdd6c1eebb0a,tulu,aligned,neutral,N,2
Y1081,4d71bb175790,zephyr,aligned,man/woman,A,1
Y1082,2948b3a204fc,tulu,base,human/animal,A,2
Y1083,d7181a21dceb,llama,aligned,free/captive,AB,0
Y1084,4df2304aa89a,olmo,base,love/hate,B,1
Y1085,d0380a7b73e0,qwen,aligned,sacred/profane,AB,0
Y1086,401691a37de3,tulu,aligned,desire/disgust,A,1
Y1087,d06265bf9d37,qwen,base,beautiful/disgusting,B,0
Y1088,805e8d86c7a0,qwen,aligned,desire/disgust,AB,0
Y1089,67223a97b071,olmo,aligned,beautiful/disgusting,B,2
Y1090,0385ea4ab9ed,olmo,base,man/woman,AB,2
Y1091,83a0d6211a7a,llama,base,free/captive,AB,0
Y1092,87b7793909f1,olmo-tiny,base,human/animal,AB,1
Y1093,bf700bef9883,olmo,base,create/destroy,A,1
Y1094,d9e09a731b1d,qwen,aligned,beautiful/disgusting,AB,2
Y1095,24381430bbd5,llama,aligned,sacred/profane,AB,1
Y1096,e39026211a25,qwen,base,human/animal,AB,1
Y1097,5b94c13194f6,tulu,aligned,love/hate,B,1
Y1098,3ce703ce0b2a,olmo,aligned,man/woman,A,2
Y1099,cffa1bc8ad84,amber,aligned,obey/rebel,AB,1
Y1100,88b2e49d99bf,olmo,base,create/destroy,A,2
Y1101,ef1c5f3967de,olmo,aligned,trust/fear,A,2
Y1102,16e977c851ac,olmo-tiny,base,sacred/profane,A,0
Y1103,fc42fff714f3,llama,base,man/woman,AB,2
Y1104,66626128aef8,zephyr,aligned,free/captive,A,0
Y1105,d5ef53a40300,zephyr,base,man/woman,AB,0
Y1106,bc22238697e7,olmo,aligned,man/woman,A,0
Y1107,dd2a9ba516c3,olmo-tiny,base,neutral,N,2
Y1108,d5201618d562,tulu,base,create/destroy,A,1
Y1109,4853cd45fe0e,zephyr,aligned,human/animal,A,0
Y1110,f2c99674dccd,olmo,aligned,human/animal,B,2
Y1111,8f8020d2a397,llama,base,human/animal,A,1
Y1112,80f9a77d861f,olmo,base,trust/fear,AB,2
Y1113,ea793bbf9c02,zephyr,aligned,desire/disgust,B,1
Y1114,7757c1ab226b,amber,aligned,create/destroy,A,2
Y1115,fb050568dfb7,zephyr,base,neutral,N,0
Y1116,6960dce484c7,olmo-tiny,base,human/animal,A,2
Y1117,d5d86b589772,olmo-tiny,aligned,beautiful/disgusting,A,0
Y1118,f3bb529ebdb9,olmo,aligned,obey/rebel,A,1
Y1119,b8bf875f9d0d,zephyr,base,man/woman,A,1
Y1120,aa0f58102f13,olmo-tiny,aligned,desire/disgust,AB,1
Y1121,c0e41454ef5a,olmo-tiny,aligned,pleasure/pain,B,1
Y1122,50ed4e77e097,qwen,aligned,free/captive,A,0
Y1123,741abffed7d4,llama,aligned,create/destroy,B,0
Y1124,68b2a1fb60ff,amber,aligned,beautiful/disgusting,B,0
Y1125,804cac13bc82,olmo,base,sacred/profane,A,1
Y1126,6d0668d92df9,llama,aligned,free/captive,A,2
Y1127,5e5ca365cfc2,zephyr,aligned,beautiful/disgusting,A,1
Y1128,c076b6f1e350,tulu,aligned,human/animal,A,0
Y1129,407b769728cf,olmo-tiny,base,neutral,N,0
Y1130,990464dc1adc,amber,base,pleasure/pain,B,1
Y1131,375718c88c9a,tulu,aligned,pleasure/pain,AB,0
Y1132,700a026287e9,amber,base,human/animal,A,2
Y1133,c6b2018db3db,olmo,base,human/animal,A,0
Y1134,8984d5bbe3c6,tulu,aligned,trust/fear,B,2
Y1135,6607f7b115db,amber,base,free/captive,B,1
Y1136,984b1aed642d,olmo,aligned,free/captive,B,1
Y1137,4b40976924a3,llama,aligned,love/hate,AB,0
Y1138,d2a2d9877c99,zephyr,base,human/animal,AB,2
Y1139,e02f67d76bbb,qwen,aligned,create/destroy,A,0
Y1140,dcfca157b54a,amber,base,create/destroy,A,0
Y1141,5126afd16581,olmo-tiny,base,trust/fear,A,2
Y1142,64b253191687,olmo-tiny,base,trust/fear,A,0
Y1143,223823aeddf2,qwen,base,free/captive,AB,0
Y1144,138c68cf600c,amber,base,trust/fear,B,1
Y1145,83ed10d88862,zephyr,base,human/animal,A,2
Y1146,9f8e35eeec88,llama,base,free/captive,B,2
Y1147,3773ed4b9b92,zephyr,base,sacred/profane,A,0
Y1148,9a94d5ec4e36,zephyr,aligned,sacred/profane,A,0
Y1149,f244c39e60d3,olmo,base,neutral,N,1
Y1150,1289930e17ce,amber,aligned,neutral,N,1
Y1151,ca63417f2933,qwen,base,trust/fear,AB,2
Y1152,e65977d4da39,olmo-tiny,base,man/woman,B,0
Y1153,c170e1b8dd12,olmo,aligned,create/destroy,AB,1
Y1154,d2e551de5f22,qwen,base,man/woman,A,1
Y1155,b66a67e48a2c,olmo-tiny,base,pleasure/pain,B,0
Y1156,a0e765eeeb9f,olmo-tiny,base,neutral,N,2
Y1157,b26ee9868ce7,olmo-tiny,aligned,obey/rebel,B,1
Y1158,93935327dea1,olmo,aligned,neutral,N,0
Y1159,fc32ecf18f5e,olmo-tiny,aligned,love/hate,AB,1
Y1160,5c4a1bab4c4c,qwen,base,obey/rebel,B,1
Y1161,369fa952c079,zephyr,aligned,neutral,N,1
Y1162,18e8aadd47a5,zephyr,base,man/woman,AB,2
Y1163,32dae1d4f855,olmo,base,create/destroy,B,0
Y1164,3f6cba6eee40,zephyr,aligned,free/captive,B,2
Y1165,3bbe456d10d0,olmo-tiny,aligned,neutral,N,1
Y1166,b5910bb3065e,llama,aligned,desire/disgust,B,2
Y1167,139aadb5c133,qwen,aligned,love/hate,B,0
Y1168,2aa0910ce990,zephyr,base,obey/rebel,A,0
Y1169,23b02387a03a,olmo-tiny,base,obey/rebel,A,2
Y1170,bab506a13682,qwen,aligned,love/hate,AB,1
Y1171,8ad134b7b063,amber,base,beautiful/disgusting,B,1
Y1172,65baed810baf,olmo-tiny,aligned,free/captive,A,0
Y1173,0e7c1b1418e6,olmo,base,neutral,N,0
Y1174,c5e9ec4a99d7,olmo,base,man/woman,A,0
Y1175,22495a64b2bd,olmo-tiny,aligned,obey/rebel,A,2
Y1176,4936f9f771a3,tulu,base,desire/disgust,B,2
Y1177,6165642aaeee,zephyr,base,neutral,N,0
Y1178,5063a480d207,llama,base,free/captive,AB,2
Y1179,f1cbbdfdc5ec,tulu,base,create/destroy,AB,1
Y1180,695b13956845,tulu,base,free/captive,AB,0
Y1181,8834334a2b8c,olmo,base,pleasure/pain,A,0
Y1182,2fa0c998e12c,llama,aligned,obey/rebel,B,1
Y1183,6206b01300fd,zephyr,base,beautiful/disgusting,B,1
Y1184,677dc19bd25f,zephyr,base,beautiful/disgusting,AB,0
Y1185,1d9ee19a950a,zephyr,base,pleasure/pain,AB,2
Y1186,0ba79bb9a4d0,llama,aligned,love/hate,B,1
Y1187,22a23488a8b9,olmo-tiny,base,free/captive,A,1
Y1188,47b3b5375794,olmo,aligned,neutral,N,2
Y1189,efe250048044,qwen,aligned,love/hate,A,0
Y1190,2badc6dbceea,llama,aligned,desire/disgust,AB,0
Y1191,2b84ad48e28f,olmo,aligned,man/woman,B,0
Y1192,81a0fc137a73,amber,base,free/captive,A,2
Y1193,f76ada3542cc,olmo,base,human/animal,A,1
Y1194,68e72fb5e9c5,tulu,base,neutral,N,1
Y1195,f2836b99cd0c,llama,base,desire/disgust,AB,1
Y1196,d139e0fdd7e1,qwen,aligned,human/animal,A,0
Y1197,1387db4618c5,olmo,base,obey/rebel,B,2
Y1198,0d4bc21453e2,qwen,aligned,desire/disgust,A,0
Y1199,7864cacd55ee,qwen,aligned,human/animal,B,2
Y1200,0a47b7175833,tulu,aligned,sacred/profane,A,2
Y1201,a3bd6956dbe9,qwen,base,love/hate,B,1
Y1202,8055ab931988,tulu,aligned,neutral,N,2
Y1203,d8f62ee8622c,tulu,aligned,neutral,N,0
Y1204,ae19882a8239,qwen,base,beautiful/disgusting,A,2
Y1205,a316ee6ef964,amber,base,desire/disgust,B,1
Y1206,bfbecce2db88,zephyr,base,beautiful/disgusting,A,1
Y1207,5abf6b10a3c5,amber,aligned,free/captive,A,1
Y1208,2940774e05ff,zephyr,aligned,sacred/profane,AB,2
Y1209,164ff883499a,olmo-tiny,aligned,sacred/profane,A,2
Y1210,9dd49ce5df73,llama,aligned,create/destroy,AB,2
Y1211,2166fccab1be,olmo,aligned,beautiful/disgusting,A,0
Y1212,ddd6e8cf4756,qwen,aligned,trust/fear,A,0
Y1213,602dd8c3b8b2,qwen,aligned,create/destroy,AB,2
Y1214,25bfe2569127,llama,aligned,obey/rebel,AB,1
Y1215,d62429478fcf,qwen,aligned,pleasure/pain,B,2
Y1216,b68a2dd308f4,llama,aligned,create/destroy,A,0
Y1217,c59bb39eebfb,zephyr,base,pleasure/pain,AB,1
Y1218,20b849588b76,olmo,aligned,love/hate,A,1
Y1219,41798c852377,llama,aligned,neutral,N,2
Y1220,aac9dbc62b14,qwen,base,pleasure/pain,B,1
Y1221,3913128b71b4,amber,aligned,free/captive,AB,1
Y1222,02f8d71a9275,zephyr,aligned,man/woman,B,1
Y1223,1edef111d620,amber,base,create/destroy,A,2
Y1224,c5de8ce02da1,zephyr,base,love/hate,B,2
Y1225,e0d7a88c8747,olmo-tiny,base,pleasure/pain,AB,2
Y1226,2a0d4c1f3c41,olmo-tiny,aligned,desire/disgust,AB,0
Y1227,553df5bbfc10,qwen,base,beautiful/disgusting,B,1
Y1228,445e2c447e8d,olmo,base,desire/disgust,AB,0
Y1229,abb1119f3e75,olmo-tiny,base,pleasure/pain,A,1
Y1230,455fc71171ff,olmo-tiny,base,human/animal,AB,0
Y1231,1df46edda117,qwen,base,man/woman,AB,1
Y1232,b1a4b925f722,olmo-tiny,base,pleasure/pain,A,0
Y1233,4c83f756de95,olmo-tiny,base,desire/disgust,AB,1
Y1234,2189ce733e79,qwen,aligned,obey/rebel,A,0
Y1235,9427366a76d6,amber,base,neutral,N,0
Y1236,fa4ba704b383,olmo-tiny,aligned,obey/rebel,B,2
Y1237,64b53873b931,llama,base,human/animal,A,2
Y1238,1aa7589e92c6,amber,base,desire/disgust,AB,0
Y1239,85835b230e5a,llama,aligned,beautiful/disgusting,AB,0
Y1240,dfd3a6c7d024,olmo,base,pleasure/pain,AB,0
Y1241,a3e31ba74726,llama,base,love/hate,B,1
Y1242,d9a55677ffe8,qwen,aligned,human/animal,B,0
Y1243,d85f55ec22a4,olmo,aligned,create/destroy,A,1
Y1244,a39c53a84a2e,zephyr,aligned,create/destroy,AB,2
Y1245,75b90b635672,amber,aligned,obey/rebel,A,1
Y1246,755ebb6e1966,tulu,base,sacred/profane,A,2
Y1247,6e8ec7245de9,zephyr,aligned,neutral,N,1
Y1248,934c51f41658,qwen,aligned,beautiful/disgusting,AB,1
Y1249,e36f415dccd5,amber,aligned,neutral,N,1
Y1250,ada4f23cb6a1,llama,base,sacred/profane,A,1
Y1251,69c1853ab96c,tulu,aligned,pleasure/pain,A,1
Y1252,bdaaa657d7f2,llama,aligned,neutral,N,2
Y1253,0d17a8f2b372,llama,base,obey/rebel,B,2
Y1254,3483e496d62e,olmo-tiny,base,obey/rebel,A,1
Y1255,afec2e09ffca,zephyr,aligned,neutral,N,2
Y1256,164bb6e115c9,olmo,aligned,pleasure/pain,AB,0
Y1257,5b5fb44e22a1,olmo-tiny,base,pleasure/pain,A,2
Y1258,28179770f408,qwen,aligned,desire/disgust,A,2
Y1259,a231d8873f3e,olmo,aligned,neutral,N,0
Y1260,1c559e1e9e94,amber,aligned,man/woman,B,1
Y1261,215bbbba78fa,amber,aligned,desire/disgust,AB,0
Y1262,fb9c6b56ed4d,olmo-tiny,base,beautiful/disgusting,B,1
Y1263,045e4f14a136,qwen,base,neutral,N,0
Y1264,554974d38ca9,tulu,aligned,human/animal,B,2
Y1265,9b189e38ebe0,tulu,aligned,free/captive,A,2
Y1266,c3b699dffe25,qwen,base,obey/rebel,A,0
Y1267,ef24c18f24db,olmo,base,pleasure/pain,A,1
Y1268,8b3d881c38cc,olmo,base,create/destroy,A,0
Y1269,dd8e96189dd8,amber,aligned,man/woman,B,2
Y1270,d3a76f61b1bc,olmo-tiny,aligned,beautiful/disgusting,B,2
Y1271,07dcc4c25641,zephyr,aligned,desire/disgust,AB,1
Y1272,5b2dda5c56eb,llama,aligned,neutral,N,1
Y1273,aec8f0150173,amber,base,beautiful/disgusting,B,0
Y1274,17766575cc0f,zephyr,aligned,trust/fear,AB,1
Y1275,4299d0fa887e,llama,base,neutral,N,2
Y1276,e4cea9df3405,tulu,base,man/woman,A,0
Y1277,f6616386d6a0,amber,aligned,beautiful/disgusting,A,1
Y1278,132bc4d46e9b,llama,base,neutral,N,1
Y1279,d3e0782a0f29,llama,base,trust/fear,A,0
Y1280,783ac13663ca,tulu,base,free/captive,B,0
Y1281,773993b81659,zephyr,base,trust/fear,AB,2
Y1282,02f7657f140d,tulu,aligned,sacred/profane,AB,2
Y1283,6fcc244b923c,llama,aligned,trust/fear,B,1
Y1284,76b7b2d88882,llama,aligned,sacred/profane,B,2
Y1285,09afec1ab68e,olmo-tiny,base,love/hate,AB,1
Y1286,f687fc52d174,amber,base,love/hate,AB,0
Y1287,a3b9e3861c3c,zephyr,aligned,love/hate,A,1
Y1288,a32756d89fc0,tulu,base,pleasure/pain,B,2
Y1289,855ad04797f3,amber,aligned,trust/fear,B,2
Y1290,ad7f989ef8c2,qwen,aligned,trust/fear,AB,1
Y1291,b55a9515627d,tulu,base,sacred/profane,A,1
Y1292,240638cfb29d,qwen,base,man/woman,A,2
Y1293,c07ec5becb2e,amber,aligned,pleasure/pain,AB,2
Y1294,45734d352fb9,olmo-tiny,base,love/hate,B,1
Y1295,1816f72444b4,olmo,aligned,human/animal,A,2
Y1296,a55cfc8dddbd,olmo-tiny,base,love/hate,AB,0
Y1297,3d160e3cf376,amber,aligned,beautiful/disgusting,AB,2
Y1298,ea28dcee712c,qwen,aligned,man/woman,B,1
Y1299,50e972382cb6,zephyr,aligned,create/destroy,B,1
Y1300,e7c25fc2e7e6,zephyr,aligned,trust/fear,A,1
Y1301,196f70ee8ec8,tulu,base,love/hate,A,0
Y1302,f74b416d234c,llama,aligned,neutral,N,2
Y1303,8e90e628e888,amber,aligned,sacred/profane,B,1
Y1304,72e05a528615,olmo,base,free/captive,AB,2
Y1305,96ceefd970c6,qwen,base,human/animal,A,2
Y1306,9abe696f926a,qwen,base,sacred/profane,AB,0
Y1307,300b892a295c,olmo,base,trust/fear,A,0
Y1308,7eabb445c42d,qwen,aligned,obey/rebel,AB,2
Y1309,79cdc27d55e3,zephyr,aligned,neutral,N,0
