family,stage,model,word,layer,n_layers,layer_frac,prob
redpajama,aligned,togethercomputer/RedPajama-INCITE-7B-Chat,scream,11,33,0.34375,0.0001441033964511007
redpajama,aligned,togethercomputer/RedPajama-INCITE-7B-Chat,scream,12,33,0.375,0.00023103498097043484
redpajama,aligned,togethercomputer/RedPajama-INCITE-7B-Chat,scream,13,33,0.40625,0.0001834745198721066
redpajama,aligned,togethercomputer/RedPajama-INCITE-7B-Chat,scream,14,33,0.4375,0.00030677931499667466
redpajama,aligned,togethercomputer/RedPajama-INCITE-7B-Chat,scream,15,33,0.46875,0.0005280054174363613
redpajama,aligned,togethercomputer/RedPajama-INCITE-7B-Chat,scream,16,33,0.5,0.0005573051166720688
redpajama,aligned,togethercomputer/RedPajama-INCITE-7B-Chat,scream,17,33,0.53125,0.002670485991984606
redpajama,aligned,togethercomputer/RedPajama-INCITE-7B-Chat,scream,18,33,0.5625,0.018049290403723717
redpajama,aligned,togethercomputer/RedPajama-INCITE-7B-Chat,scream,19,33,0.59375,0.011302242986857891
redpajama,aligned,togethercomputer/RedPajama-INCITE-7B-Chat,scream,20,33,0.625,0.027347328141331673
redpajama,aligned,togethercomputer/RedPajama-INCITE-7B-Chat,scream,21,33,0.65625,0.006717027630656958
redpajama,aligned,togethercomputer/RedPajama-INCITE-7B-Chat,scream,22,33,0.6875,0.004931317642331123
redpajama,aligned,togethercomputer/RedPajama-INCITE-7B-Chat,scream,23,33,0.71875,0.0074787805788218975
redpajama,aligned,togethercomputer/RedPajama-INCITE-7B-Chat,scream,24,33,0.75,0.062355607748031616
redpajama,aligned,togethercomputer/RedPajama-INCITE-7B-Chat,scream,25,33,0.78125,0.03455759212374687
redpajama,aligned,togethercomputer/RedPajama-INCITE-7B-Chat,scream,26,33,0.8125,0.026205576956272125
redpajama,aligned,togethercomputer/RedPajama-INCITE-7B-Chat,scream,27,33,0.84375,0.0748123899102211
redpajama,aligned,togethercomputer/RedPajama-INCITE-7B-Chat,scream,28,33,0.875,0.11337645351886749
redpajama,aligned,togethercomputer/RedPajama-INCITE-7B-Chat,scream,29,33,0.90625,0.0545048713684082
redpajama,aligned,togethercomputer/RedPajama-INCITE-7B-Chat,scream,30,33,0.9375,0.036953914910554886
redpajama,aligned,togethercomputer/RedPajama-INCITE-7B-Chat,scream,31,33,0.96875,0.015326357446610928
redpajama,aligned,togethercomputer/RedPajama-INCITE-7B-Chat,scream,32,33,1.0,0.2291097640991211
redpajama,aligned,togethercomputer/RedPajama-INCITE-7B-Chat,jump,0,33,0.0,1.9620922103058547e-05
redpajama,aligned,togethercomputer/RedPajama-INCITE-7B-Chat,jump,1,33,0.03125,3.7473280826816335e-05
redpajama,aligned,togethercomputer/RedPajama-INCITE-7B-Chat,jump,2,33,0.0625,4.551020901999436e-05
redpajama,aligned,togethercomputer/RedPajama-INCITE-7B-Chat,jump,3,33,0.09375,0.0001050908031174913
redpajama,aligned,togethercomputer/RedPajama-INCITE-7B-Chat,jump,4,33,0.125,0.00010929765267064795
redpajama,aligned,togethercomputer/RedPajama-INCITE-7B-Chat,jump,5,33,0.15625,6.605552334804088e-05
redpajama,aligned,togethercomputer/RedPajama-INCITE-7B-Chat,jump,6,33,0.1875,3.7090994737809524e-05
redpajama,aligned,togethercomputer/RedPajama-INCITE-7B-Chat,jump,7,33,0.21875,4.124139013583772e-05
redpajama,aligned,togethercomputer/RedPajama-INCITE-7B-Chat,jump,8,33,0.25,3.893534085364081e-05
redpajama,aligned,togethercomputer/RedPajama-INCITE-7B-Chat,jump,9,33,0.28125,4.3909229134442285e-05
redpajama,aligned,togethercomputer/RedPajama-INCITE-7B-Chat,jump,10,33,0.3125,4.7139106754912063e-05
redpajama,aligned,togethercomputer/RedPajama-INCITE-7B-Chat,jump,11,33,0.34375,6.914156256243587e-05
redpajama,aligned,togethercomputer/RedPajama-INCITE-7B-Chat,jump,12,33,0.375,0.00013688369654119015
redpajama,aligned,togethercomputer/RedPajama-INCITE-7B-Chat,jump,13,33,0.40625,0.00045321774086914957
redpajama,aligned,togethercomputer/RedPajama-INCITE-7B-Chat,jump,14,33,0.4375,0.00021967393695376813
redpajama,aligned,togethercomputer/RedPajama-INCITE-7B-Chat,jump,15,33,0.46875,0.00022887339582666755
redpajama,aligned,togethercomputer/RedPajama-INCITE-7B-Chat,jump,16,33,0.5,0.00015998273738659918
redpajama,aligned,togethercomputer/RedPajama-INCITE-7B-Chat,jump,17,33,0.53125,0.00017273084085900337
redpajama,aligned,togethercomputer/RedPajama-INCITE-7B-Chat,jump,18,33,0.5625,6.956543074920774e-05
redpajama,aligned,togethercomputer/RedPajama-INCITE-7B-Chat,jump,19,33,0.59375,0.00020741250773426145
redpajama,aligned,togethercomputer/RedPajama-INCITE-7B-Chat,jump,20,33,0.625,0.00031467180815525353
redpajama,aligned,togethercomputer/RedPajama-INCITE-7B-Chat,jump,21,33,0.65625,0.0003716192441061139
redpajama,aligned,togethercomputer/RedPajama-INCITE-7B-Chat,jump,22,33,0.6875,0.0003892800596076995
redpajama,aligned,togethercomputer/RedPajama-INCITE-7B-Chat,jump,23,33,0.71875,0.0009037418058142066
redpajama,aligned,togethercomputer/RedPajama-INCITE-7B-Chat,jump,24,33,0.75,0.00026810806593857706
redpajama,aligned,togethercomputer/RedPajama-INCITE-7B-Chat,jump,25,33,0.78125,0.00016511339345015585
redpajama,aligned,togethercomputer/RedPajama-INCITE-7B-Chat,jump,26,33,0.8125,0.00038717768620699644
redpajama,aligned,togethercomputer/RedPajama-INCITE-7B-Chat,jump,27,33,0.84375,0.00018256639305036515
redpajama,aligned,togethercomputer/RedPajama-INCITE-7B-Chat,jump,28,33,0.875,0.0009001231519505382
redpajama,aligned,togethercomputer/RedPajama-INCITE-7B-Chat,jump,29,33,0.90625,0.0009451634832657874
redpajama,aligned,togethercomputer/RedPajama-INCITE-7B-Chat,jump,30,33,0.9375,0.0025743809528648853
redpajama,aligned,togethercomputer/RedPajama-INCITE-7B-Chat,jump,31,33,0.96875,0.00021024359739385545
redpajama,aligned,togethercomputer/RedPajama-INCITE-7B-Chat,jump,32,33,1.0,0.0016954551683738828
bloom,base,bigscience/bloom-7b1,tell,0,31,0.0,2.0507231776969483e-14
bloom,base,bigscience/bloom-7b1,tell,1,31,0.03333333333333333,3.7216697568235763e-34
bloom,base,bigscience/bloom-7b1,tell,2,31,0.06666666666666667,2.0450864777300896e-29
bloom,base,bigscience/bloom-7b1,tell,3,31,0.1,2.968104694086045e-17
bloom,base,bigscience/bloom-7b1,tell,4,31,0.13333333333333333,9.928881244199335e-15
bloom,base,bigscience/bloom-7b1,tell,5,31,0.16666666666666666,3.582490749366729e-13
bloom,base,bigscience/bloom-7b1,tell,6,31,0.2,2.2156278547957875e-12
bloom,base,bigscience/bloom-7b1,tell,7,31,0.23333333333333334,1.6148490530887294e-11
bloom,base,bigscience/bloom-7b1,tell,8,31,0.26666666666666666,6.72751090946555e-11
bloom,base,bigscience/bloom-7b1,tell,9,31,0.3,6.831855220434946e-11
bloom,base,bigscience/bloom-7b1,tell,10,31,0.3333333333333333,2.473077471976115e-11
bloom,base,bigscience/bloom-7b1,tell,11,31,0.36666666666666664,1.2542756763767038e-11
bloom,base,bigscience/bloom-7b1,tell,12,31,0.4,6.614952943045926e-12
bloom,base,bigscience/bloom-7b1,tell,13,31,0.43333333333333335,8.467018752789102e-12
bloom,base,bigscience/bloom-7b1,tell,14,31,0.4666666666666667,7.092923037105292e-12
bloom,base,bigscience/bloom-7b1,tell,15,31,0.5,4.6926330009300354e-12
bloom,base,bigscience/bloom-7b1,tell,16,31,0.5333333333333333,3.959245258033928e-12
bloom,base,bigscience/bloom-7b1,tell,17,31,0.5666666666666667,2.1024770466282483e-12
bloom,base,bigscience/bloom-7b1,tell,18,31,0.6,1.0594853987189179e-12
bloom,base,bigscience/bloom-7b1,tell,19,31,0.6333333333333333,4.606920313982021e-13
bloom,base,bigscience/bloom-7b1,tell,20,31,0.6666666666666666,1.198601900240584e-13
bloom,base,bigscience/bloom-7b1,tell,21,31,0.7,3.810105307427633e-14
bloom,base,bigscience/bloom-7b1,tell,22,31,0.7333333333333333,3.1291216498344557e-14
bloom,base,bigscience/bloom-7b1,tell,23,31,0.7666666666666667,5.931712776128736e-14
bloom,base,bigscience/bloom-7b1,tell,24,31,0.8,1.4679376421009027e-13
bloom,base,bigscience/bloom-7b1,tell,25,31,0.8333333333333334,1.105847184657005e-12
bloom,base,bigscience/bloom-7b1,tell,26,31,0.8666666666666667,1.0473658398901797e-11
bloom,base,bigscience/bloom-7b1,tell,27,31,0.9,3.838915851872571e-10
bloom,base,bigscience/bloom-7b1,tell,28,31,0.9333333333333333,4.1096278380337026e-08
bloom,base,bigscience/bloom-7b1,tell,29,31,0.9666666666666667,5.5543701193983e-08
bloom,base,bigscience/bloom-7b1,tell,30,31,1.0,0.011388198472559452
bloom,base,bigscience/bloom-7b1,tear,0,31,0.0,4.036142063336369e-15
bloom,base,bigscience/bloom-7b1,tear,1,31,0.03333333333333333,2.493363280239787e-35
bloom,base,bigscience/bloom-7b1,tear,2,31,0.06666666666666667,2.1376872583262854e-30
bloom,base,bigscience/bloom-7b1,tear,3,31,0.1,6.209346246234447e-18
bloom,base,bigscience/bloom-7b1,tear,4,31,0.13333333333333333,2.329702923292514e-15
bloom,base,bigscience/bloom-7b1,tear,5,31,0.16666666666666666,1.0085162549912721e-13
bloom,base,bigscience/bloom-7b1,tear,6,31,0.2,6.65577022749414e-13
bloom,base,bigscience/bloom-7b1,tear,7,31,0.23333333333333334,4.2768353962496786e-12
bloom,base,bigscience/bloom-7b1,tear,8,31,0.26666666666666666,1.6575263731000156e-11
bloom,base,bigscience/bloom-7b1,tear,9,31,0.3,1.1076716800728637e-11
bloom,base,bigscience/bloom-7b1,tear,10,31,0.3333333333333333,6.177053660239018e-12
bloom,base,bigscience/bloom-7b1,tear,11,31,0.36666666666666664,4.205915563743057e-12
bloom,base,bigscience/bloom-7b1,tear,12,31,0.4,2.320331210156623e-12
bloom,base,bigscience/bloom-7b1,tear,13,31,0.43333333333333335,3.3262728509064754e-12
bloom,base,bigscience/bloom-7b1,tear,14,31,0.4666666666666667,3.591010301617903e-12
bloom,base,bigscience/bloom-7b1,tear,15,31,0.5,1.74581974311111e-12
bloom,base,bigscience/bloom-7b1,tear,16,31,0.5333333333333333,1.1709224085124093e-12
bloom,base,bigscience/bloom-7b1,tear,17,31,0.5666666666666667,6.233145510153859e-13
bloom,base,bigscience/bloom-7b1,tear,18,31,0.6,7.16883637955773e-13
bloom,base,bigscience/bloom-7b1,tear,19,31,0.6333333333333333,3.8267376463799185e-13
bloom,base,bigscience/bloom-7b1,tear,20,31,0.6666666666666666,9.840192490050484e-14
bloom,base,bigscience/bloom-7b1,tear,21,31,0.7,3.455615581551309e-14
bloom,base,bigscience/bloom-7b1,tear,22,31,0.7333333333333333,2.2102287990273528e-14
bloom,base,bigscience/bloom-7b1,tear,23,31,0.7666666666666667,6.747818856412888e-14
bloom,base,bigscience/bloom-7b1,tear,24,31,0.8,1.9753260984377297e-13
bloom,base,bigscience/bloom-7b1,tear,25,31,0.8333333333333334,5.965598024251784e-13
bloom,base,bigscience/bloom-7b1,tear,26,31,0.8666666666666667,6.0616880438735254e-12
bloom,base,bigscience/bloom-7b1,tear,27,31,0.9,7.922049821695865e-11
bloom,base,bigscience/bloom-7b1,tear,28,31,0.9333333333333333,5.617194887008736e-08
bloom,base,bigscience/bloom-7b1,tear,29,31,0.9666666666666667,3.510470207856997e-07
bloom,base,bigscience/bloom-7b1,tear,30,31,1.0,0.028407126665115356
bloom,base,bigscience/bloom-7b1,kill,0,31,0.0,1.1208266065753595e-14
bloom,base,bigscience/bloom-7b1,kill,1,31,0.03333333333333333,1.332846667471832e-34
bloom,base,bigscience/bloom-7b1,kill,2,31,0.06666666666666667,8.172614505899859e-30
bloom,base,bigscience/bloom-7b1,kill,3,31,0.1,1.5079310660939582e-17
bloom,base,bigscience/bloom-7b1,kill,4,31,0.13333333333333333,5.072414452985015e-15
bloom,base,bigscience/bloom-7b1,kill,5,31,0.16666666666666666,1.9166332204060416e-13
bloom,base,bigscience/bloom-7b1,kill,6,31,0.2,1.244372660469395e-12
bloom,base,bigscience/bloom-7b1,kill,7,31,0.23333333333333334,7.727350877229089e-12
bloom,base,bigscience/bloom-7b1,kill,8,31,0.26666666666666666,2.6838703134912656e-11
bloom,base,bigscience/bloom-7b1,kill,9,31,0.3,2.427364559354217e-11
bloom,base,bigscience/bloom-7b1,kill,10,31,0.3333333333333333,8.52484489249905e-12
bloom,base,bigscience/bloom-7b1,kill,11,31,0.36666666666666664,5.299482640913622e-12
bloom,base,bigscience/bloom-7b1,kill,12,31,0.4,2.0455926449253203e-12
bloom,base,bigscience/bloom-7b1,kill,13,31,0.43333333333333335,2.9962460464105778e-12
bloom,base,bigscience/bloom-7b1,kill,14,31,0.4666666666666667,2.429502345829837e-12
bloom,base,bigscience/bloom-7b1,kill,15,31,0.5,1.3379131786825371e-12
bloom,base,bigscience/bloom-7b1,kill,16,31,0.5333333333333333,9.119152915432194e-13
bloom,base,bigscience/bloom-7b1,kill,17,31,0.5666666666666667,4.545816305843997e-13
bloom,base,bigscience/bloom-7b1,kill,18,31,0.6,2.637267303411822e-13
bloom,base,bigscience/bloom-7b1,kill,19,31,0.6333333333333333,1.2000278971479456e-13
bloom,base,bigscience/bloom-7b1,kill,20,31,0.6666666666666666,4.3708251942905715e-14
bloom,base,bigscience/bloom-7b1,kill,21,31,0.7,1.572853108064258e-14
bloom,base,bigscience/bloom-7b1,kill,22,31,0.7333333333333333,1.2618125301404066e-14
bloom,base,bigscience/bloom-7b1,kill,23,31,0.7666666666666667,5.317153442259241e-14
bloom,base,bigscience/bloom-7b1,kill,24,31,0.8,4.775725713328238e-13
bloom,base,bigscience/bloom-7b1,kill,25,31,0.8333333333333334,1.099550658856252e-11
bloom,base,bigscience/bloom-7b1,kill,26,31,0.8666666666666667,4.3503475821715654e-10
bloom,base,bigscience/bloom-7b1,kill,27,31,0.9,5.970883165673513e-08
bloom,base,bigscience/bloom-7b1,kill,28,31,0.9333333333333333,7.59061231292435e-06
bloom,base,bigscience/bloom-7b1,kill,29,31,0.9666666666666667,5.903702913201414e-05
bloom,base,bigscience/bloom-7b1,kill,30,31,1.0,0.22170057892799377
bloom,base,bigscience/bloom-7b1,cut,0,31,0.0,2.928931850201301e-14
bloom,base,bigscience/bloom-7b1,cut,1,31,0.03333333333333333,1.2395053446833382e-33
bloom,base,bigscience/bloom-7b1,cut,2,31,0.06666666666666667,5.721601428887318e-29
bloom,base,bigscience/bloom-7b1,cut,3,31,0.1,4.4058941529579566e-17
bloom,base,bigscience/bloom-7b1,cut,4,31,0.13333333333333333,1.4631008468028554e-14
bloom,base,bigscience/bloom-7b1,cut,5,31,0.16666666666666666,5.581277085463243e-13
bloom,base,bigscience/bloom-7b1,cut,6,31,0.2,3.5422925443590048e-12
bloom,base,bigscience/bloom-7b1,cut,7,31,0.23333333333333334,2.6741617600856138e-11
bloom,base,bigscience/bloom-7b1,cut,8,31,0.26666666666666666,6.191623602713747e-11
bloom,base,bigscience/bloom-7b1,cut,9,31,0.3,4.38092687127245e-11
bloom,base,bigscience/bloom-7b1,cut,10,31,0.3333333333333333,1.2429344012354626e-11
bloom,base,bigscience/bloom-7b1,cut,11,31,0.36666666666666664,5.99974280326987e-12
bloom,base,bigscience/bloom-7b1,cut,12,31,0.4,2.7207426849668037e-12
bloom,base,bigscience/bloom-7b1,cut,13,31,0.43333333333333335,3.432697919317218e-12
bloom,base,bigscience/bloom-7b1,cut,14,31,0.4666666666666667,2.439011232563404e-12
bloom,base,bigscience/bloom-7b1,cut,15,31,0.5,1.2559329661335217e-12
bloom,base,bigscience/bloom-7b1,cut,16,31,0.5333333333333333,1.0855732545528296e-12
bloom,base,bigscience/bloom-7b1,cut,17,31,0.5666666666666667,6.799133738660812e-13
bloom,base,bigscience/bloom-7b1,cut,18,31,0.6,6.578494259751322e-13
bloom,base,bigscience/bloom-7b1,cut,19,31,0.6333333333333333,1.9989031588805994e-13
bloom,base,bigscience/bloom-7b1,cut,20,31,0.6666666666666666,4.3199036063807164e-14
bloom,base,bigscience/bloom-7b1,cut,21,31,0.7,1.2285331138625535e-14
bloom,base,bigscience/bloom-7b1,cut,22,31,0.7333333333333333,1.0856278983423229e-14
bloom,base,bigscience/bloom-7b1,cut,23,31,0.7666666666666667,3.263031798971319e-14
bloom,base,bigscience/bloom-7b1,cut,24,31,0.8,6.853262938697965e-14
bloom,base,bigscience/bloom-7b1,cut,25,31,0.8333333333333334,4.3987556652691495e-13
bloom,base,bigscience/bloom-7b1,cut,26,31,0.8666666666666667,4.575602483708474e-12
bloom,base,bigscience/bloom-7b1,cut,27,31,0.9,8.837685444573751e-11
bloom,base,bigscience/bloom-7b1,cut,28,31,0.9333333333333333,1.5687711130141224e-09
bloom,base,bigscience/bloom-7b1,cut,29,31,0.9666666666666667,2.8531399465236973e-09
bloom,base,bigscience/bloom-7b1,cut,30,31,1.0,0.011567536741495132
bloom,base,bigscience/bloom-7b1,shout,0,31,0.0,1.570574843546028e-15
bloom,base,bigscience/bloom-7b1,shout,1,31,0.03333333333333333,1.116023961461156e-36
bloom,base,bigscience/bloom-7b1,shout,2,31,0.06666666666666667,1.0768372258476044e-31
bloom,base,bigscience/bloom-7b1,shout,3,31,0.1,8.273152361977207e-19
bloom,base,bigscience/bloom-7b1,shout,4,31,0.13333333333333333,3.7077874649321934e-16
bloom,base,bigscience/bloom-7b1,shout,5,31,0.16666666666666666,1.8438328392312436e-14
bloom,base,bigscience/bloom-7b1,shout,6,31,0.2,1.3734957724116648e-13
bloom,base,bigscience/bloom-7b1,shout,7,31,0.23333333333333334,1.2599164333354507e-12
bloom,base,bigscience/bloom-7b1,shout,8,31,0.26666666666666666,4.2589582034679996e-12
bloom,base,bigscience/bloom-7b1,shout,9,31,0.3,2.7518330496245635e-12
bloom,base,bigscience/bloom-7b1,shout,10,31,0.3333333333333333,9.303215749850713e-13
bloom,base,bigscience/bloom-7b1,shout,11,31,0.36666666666666664,5.702519619704693e-13
bloom,base,bigscience/bloom-7b1,shout,12,31,0.4,2.5226657785273887e-13
bloom,base,bigscience/bloom-7b1,shout,13,31,0.43333333333333335,2.3008873452357026e-13
bloom,base,bigscience/bloom-7b1,shout,14,31,0.4666666666666667,2.2141880343107267e-13
bloom,base,bigscience/bloom-7b1,shout,15,31,0.5,1.0790898881916922e-13
bloom,base,bigscience/bloom-7b1,shout,16,31,0.5333333333333333,5.959190524937666e-14
bloom,base,bigscience/bloom-7b1,shout,17,31,0.5666666666666667,2.7333092522197414e-14
bloom,base,bigscience/bloom-7b1,shout,18,31,0.6,2.122930025944946e-14
bloom,base,bigscience/bloom-7b1,shout,19,31,0.6333333333333333,7.548898233399569e-15
bloom,base,bigscience/bloom-7b1,shout,20,31,0.6666666666666666,7.085508954329843e-16
bloom,base,bigscience/bloom-7b1,shout,21,31,0.7,1.4485475713954294e-16
bloom,base,bigscience/bloom-7b1,shout,22,31,0.7333333333333333,3.4284264036326195e-17
bloom,base,bigscience/bloom-7b1,shout,23,31,0.7666666666666667,3.6527859098978274e-17
bloom,base,bigscience/bloom-7b1,shout,24,31,0.8,2.0568011367253544e-17
bloom,base,bigscience/bloom-7b1,shout,25,31,0.8333333333333334,3.148683184890046e-17
bloom,base,bigscience/bloom-7b1,shout,26,31,0.8666666666666667,2.495957809025759e-16
bloom,base,bigscience/bloom-7b1,shout,27,31,0.9,9.776587261381853e-15
bloom,base,bigscience/bloom-7b1,shout,28,31,0.9333333333333333,6.986538951536669e-12
bloom,base,bigscience/bloom-7b1,shout,29,31,0.9666666666666667,8.093735404113289e-11
bloom,base,bigscience/bloom-7b1,shout,30,31,1.0,0.004975135438144207
bloom,base,bigscience/bloom-7b1,punch,0,31,0.0,2.2874054860384232e-15
bloom,base,bigscience/bloom-7b1,punch,1,31,0.03333333333333333,7.686455967009313e-36
bloom,base,bigscience/bloom-7b1,punch,2,31,0.06666666666666667,7.104632373036547e-31
bloom,base,bigscience/bloom-7b1,punch,3,31,0.1,2.8904354124175208e-18
bloom,base,bigscience/bloom-7b1,punch,4,31,0.13333333333333333,1.4241187176801417e-15
bloom,base,bigscience/bloom-7b1,punch,5,31,0.16666666666666666,6.454490669152366e-14
bloom,base,bigscience/bloom-7b1,punch,6,31,0.2,4.678348095206453e-13
bloom,base,bigscience/bloom-7b1,punch,7,31,0.23333333333333334,3.5300738027155276e-12
bloom,base,bigscience/bloom-7b1,punch,8,31,0.26666666666666666,1.0408047687593402e-11
bloom,base,bigscience/bloom-7b1,punch,9,31,0.3,7.839243143514807e-12
bloom,base,bigscience/bloom-7b1,punch,10,31,0.3333333333333333,2.8322069082348245e-12
bloom,base,bigscience/bloom-7b1,punch,11,31,0.36666666666666664,1.9159951403224795e-12
bloom,base,bigscience/bloom-7b1,punch,12,31,0.4,1.0248912179003367e-12
bloom,base,bigscience/bloom-7b1,punch,13,31,0.43333333333333335,8.310123964828942e-13
bloom,base,bigscience/bloom-7b1,punch,14,31,0.4666666666666667,7.11267199651755e-13
bloom,base,bigscience/bloom-7b1,punch,15,31,0.5,4.030897523318172e-13
bloom,base,bigscience/bloom-7b1,punch,16,31,0.5333333333333333,2.2076307795715344e-13
bloom,base,bigscience/bloom-7b1,punch,17,31,0.5666666666666667,1.7512849352120663e-13
bloom,base,bigscience/bloom-7b1,punch,18,31,0.6,1.7648592819368564e-13
bloom,base,bigscience/bloom-7b1,punch,19,31,0.6333333333333333,6.955409013499614e-14
bloom,base,bigscience/bloom-7b1,punch,20,31,0.6666666666666666,1.3168529004595805e-14
bloom,base,bigscience/bloom-7b1,punch,21,31,0.7,4.440770549272695e-15
bloom,base,bigscience/bloom-7b1,punch,22,31,0.7333333333333333,1.6632391891844645e-15
bloom,base,bigscience/bloom-7b1,punch,23,31,0.7666666666666667,2.953225898623033e-15
bloom,base,bigscience/bloom-7b1,punch,24,31,0.8,5.625500709520708e-15
bloom,base,bigscience/bloom-7b1,punch,25,31,0.8333333333333334,4.107494170637292e-14
bloom,base,bigscience/bloom-7b1,punch,26,31,0.8666666666666667,4.637897054252105e-13
bloom,base,bigscience/bloom-7b1,punch,27,31,0.9,2.780901377230638e-11
bloom,base,bigscience/bloom-7b1,punch,28,31,0.9333333333333333,3.8827456805279326e-09
bloom,base,bigscience/bloom-7b1,punch,29,31,0.9666666666666667,5.5543701193983e-08
bloom,base,bigscience/bloom-7b1,punch,30,31,1.0,0.008075442165136337
bloom,base,bigscience/bloom-7b1,cry,0,31,0.0,6.843952945464809e-15
bloom,base,bigscience/bloom-7b1,cry,1,31,0.03333333333333333,5.558845056360181e-35
bloom,base,bigscience/bloom-7b1,cry,2,31,0.06666666666666667,3.618615854656064e-30
bloom,base,bigscience/bloom-7b1,cry,3,31,0.1,6.18513797842747e-18
bloom,base,bigscience/bloom-7b1,cry,4,31,0.13333333333333333,2.1191481085387504e-15
bloom,base,bigscience/bloom-7b1,cry,5,31,0.16666666666666666,9.95793684598241e-14
bloom,base,bigscience/bloom-7b1,cry,6,31,0.2,9.322196877284417e-13
bloom,base,bigscience/bloom-7b1,cry,7,31,0.23333333333333334,7.791761159892108e-12
bloom,base,bigscience/bloom-7b1,cry,8,31,0.26666666666666666,2.1750568360290323e-11
bloom,base,bigscience/bloom-7b1,cry,9,31,0.3,1.928189552469206e-11
bloom,base,bigscience/bloom-7b1,cry,10,31,0.3333333333333333,9.41485864963676e-12
bloom,base,bigscience/bloom-7b1,cry,11,31,0.36666666666666664,6.194730492459222e-12
bloom,base,bigscience/bloom-7b1,cry,12,31,0.4,2.5330718425586873e-12
bloom,base,bigscience/bloom-7b1,cry,13,31,0.43333333333333335,2.9860224536049085e-12
bloom,base,bigscience/bloom-7b1,cry,14,31,0.4666666666666667,3.1413242233130356e-12
bloom,base,bigscience/bloom-7b1,cry,15,31,0.5,1.0540571237019347e-12
bloom,base,bigscience/bloom-7b1,cry,16,31,0.5333333333333333,7.787656695727729e-13
bloom,base,bigscience/bloom-7b1,cry,17,31,0.5666666666666667,3.834976227638093e-13
bloom,base,bigscience/bloom-7b1,cry,18,31,0.6,3.3764123766842624e-13
bloom,base,bigscience/bloom-7b1,cry,19,31,0.6333333333333333,2.1508020516501636e-13
bloom,base,bigscience/bloom-7b1,cry,20,31,0.6666666666666666,1.1639960642486485e-13
bloom,base,bigscience/bloom-7b1,cry,21,31,0.7,3.382165288936742e-14
bloom,base,bigscience/bloom-7b1,cry,22,31,0.7333333333333333,2.882681818402143e-14
bloom,base,bigscience/bloom-7b1,cry,23,31,0.7666666666666667,6.072379876492437e-14
bloom,base,bigscience/bloom-7b1,cry,24,31,0.8,1.395255032387091e-13
bloom,base,bigscience/bloom-7b1,cry,25,31,0.8333333333333334,1.6089981994329983e-12
bloom,base,bigscience/bloom-7b1,cry,26,31,0.8666666666666667,1.3767363984951153e-11
bloom,base,bigscience/bloom-7b1,cry,27,31,0.9,3.960776151501477e-10
bloom,base,bigscience/bloom-7b1,cry,28,31,0.9333333333333333,1.0331603306212855e-07
bloom,base,bigscience/bloom-7b1,cry,29,31,0.9666666666666667,4.3011181105612195e-07
bloom,base,bigscience/bloom-7b1,cry,30,31,1.0,0.012507488951086998
bloom,aligned,bigscience/bloomz-7b1,tell,0,31,0.0,1.409140358788136e-14
bloom,aligned,bigscience/bloomz-7b1,tell,1,31,0.03333333333333333,7.478997159744665e-37
bloom,aligned,bigscience/bloomz-7b1,tell,2,31,0.06666666666666667,3.6041223972235607e-32
bloom,aligned,bigscience/bloomz-7b1,tell,3,31,0.1,2.165797485270548e-18
bloom,aligned,bigscience/bloomz-7b1,tell,4,31,0.13333333333333333,5.028038396878362e-15
bloom,aligned,bigscience/bloomz-7b1,tell,5,31,0.16666666666666666,3.960392398142526e-13
bloom,aligned,bigscience/bloomz-7b1,tell,6,31,0.2,2.6278703605525644e-12
bloom,aligned,bigscience/bloomz-7b1,tell,7,31,0.23333333333333334,2.2693657716899018e-11
bloom,aligned,bigscience/bloomz-7b1,tell,8,31,0.26666666666666666,1.2731647680563896e-10
bloom,aligned,bigscience/bloomz-7b1,tell,9,31,0.3,3.7090272519968437e-10
bloom,aligned,bigscience/bloomz-7b1,tell,10,31,0.3333333333333333,1.2509411562167116e-10
bloom,aligned,bigscience/bloomz-7b1,tell,11,31,0.36666666666666664,6.385093148653098e-11
bloom,aligned,bigscience/bloomz-7b1,tell,12,31,0.4,5.962461774311478e-11
bloom,aligned,bigscience/bloomz-7b1,tell,13,31,0.43333333333333335,5.934469582413726e-11
bloom,aligned,bigscience/bloomz-7b1,tell,14,31,0.4666666666666667,5.541587327906328e-11
bloom,aligned,bigscience/bloomz-7b1,tell,15,31,0.5,4.588949706341161e-11
bloom,aligned,bigscience/bloomz-7b1,tell,16,31,0.5333333333333333,3.285554120435741e-11
bloom,aligned,bigscience/bloomz-7b1,tell,17,31,0.5666666666666667,2.1276721703933354e-11
bloom,aligned,bigscience/bloomz-7b1,tell,18,31,0.6,9.665500171063268e-12
bloom,aligned,bigscience/bloomz-7b1,tell,19,31,0.6333333333333333,3.328610824471223e-12
bloom,aligned,bigscience/bloomz-7b1,tell,20,31,0.6666666666666666,6.858363161242609e-13
bloom,aligned,bigscience/bloomz-7b1,tell,21,31,0.7,3.013321742736247e-13
bloom,aligned,bigscience/bloomz-7b1,tell,22,31,0.7333333333333333,2.789134483267841e-13
bloom,aligned,bigscience/bloomz-7b1,tell,23,31,0.7666666666666667,3.7308621903681116e-13
bloom,aligned,bigscience/bloomz-7b1,tell,24,31,0.8,9.313130778718093e-13
