site_id,family,prompt_key,category,is_transgressive,gen_idx,base_model,aligned_model,transition,axis1,axis2,r_cos,r_ppmi
site_1098,olmo-tiny,violence_liminal_2,violence_liminal,True,1,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,0.2523424162076192,-0.1155789372460116,0.1839606767268154,0.0683817394808037
site_1099,olmo-tiny,violence_liminal_2,violence_liminal,True,2,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,0.2523424162076192,-0.1155789372460116,0.1839606767268154,0.0683817394808037
site_1100,olmo-tiny,violence_liminal_3,violence_liminal,True,0,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,0.8199202447488099,0.4027993972833472,0.2085604237327313,0.6113598210160786
site_1101,olmo-tiny,violence_liminal_3,violence_liminal,True,1,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,0.8199202447488099,0.4027993972833472,0.2085604237327313,0.6113598210160786
site_1102,olmo-tiny,violence_liminal_3,violence_liminal,True,2,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,0.8199202447488099,0.4027993972833472,0.2085604237327313,0.6113598210160786
site_1103,olmo-tiny,violence_liminal_4,violence_liminal,True,0,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,0.7119965753347739,0.5015153883568693,0.1052405934889523,0.6067559818458216
site_1104,olmo-tiny,violence_liminal_4,violence_liminal,True,1,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,0.7119965753347739,0.5015153883568693,0.1052405934889523,0.6067559818458216
site_1105,olmo-tiny,violence_liminal_4,violence_liminal,True,2,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,0.7119965753347739,0.5015153883568693,0.1052405934889523,0.6067559818458216
site_1106,olmo-tiny,violence_liminal_5,violence_liminal,True,0,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,1.419317103550675,1.0917740678668242,0.1637715178419253,1.2555455857087496
site_1107,olmo-tiny,violence_liminal_5,violence_liminal,True,1,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,1.419317103550675,1.0917740678668242,0.1637715178419253,1.2555455857087496
site_1108,olmo-tiny,violence_liminal_5,violence_liminal,True,2,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,1.419317103550675,1.0917740678668242,0.1637715178419253,1.2555455857087496
site_1109,olmo-tiny,violence_explicit_1,violence_explicit,True,0,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,0.595348768726754,-0.0432936327537813,0.3193212007402677,0.2760275679864863
site_1110,olmo-tiny,violence_explicit_1,violence_explicit,True,1,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,0.595348768726754,-0.0432936327537813,0.3193212007402677,0.2760275679864863
site_1111,olmo-tiny,violence_explicit_1,violence_explicit,True,2,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,0.595348768726754,-0.0432936327537813,0.3193212007402677,0.2760275679864863
site_1112,olmo-tiny,violence_explicit_2,violence_explicit,True,0,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1113,olmo-tiny,violence_explicit_2,violence_explicit,True,1,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1114,olmo-tiny,violence_explicit_2,violence_explicit,True,2,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1115,olmo-tiny,violence_explicit_3,violence_explicit,True,0,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,2.4572635646822225,2.1853258234247392,0.1359688706287415,2.321294694053481
site_1116,olmo-tiny,violence_explicit_3,violence_explicit,True,1,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,2.4572635646822225,2.1853258234247392,0.1359688706287415,2.321294694053481
site_1117,olmo-tiny,violence_explicit_3,violence_explicit,True,2,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,2.4572635646822225,2.1853258234247392,0.1359688706287415,2.321294694053481
site_1118,olmo-tiny,violence_explicit_4,violence_explicit,True,0,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,0.4094692939032619,0.1190905301200338,0.145189381891614,0.2642799120116479
site_1119,olmo-tiny,violence_explicit_4,violence_explicit,True,1,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,0.4094692939032619,0.1190905301200338,0.145189381891614,0.2642799120116479
site_1120,olmo-tiny,violence_explicit_4,violence_explicit,True,2,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,0.4094692939032619,0.1190905301200338,0.145189381891614,0.2642799120116479
site_1121,olmo-tiny,violence_explicit_5,violence_explicit,True,0,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,7.174982682465108,6.078808791160773,0.5480869456521674,6.626895736812941
site_1122,olmo-tiny,violence_explicit_5,violence_explicit,True,1,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,7.174982682465108,6.078808791160773,0.5480869456521674,6.626895736812941
site_1123,olmo-tiny,violence_explicit_5,violence_explicit,True,2,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,7.174982682465108,6.078808791160773,0.5480869456521674,6.626895736812941
site_1124,olmo-tiny,death_1,death,True,0,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1125,olmo-tiny,death_1,death,True,1,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1126,olmo-tiny,death_1,death,True,2,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1127,olmo-tiny,death_2,death,True,0,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,1.7267618307780217,1.2392423521778173,0.2437597393001021,1.4830020914779194
site_1128,olmo-tiny,death_2,death,True,1,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,1.7267618307780217,1.2392423521778173,0.2437597393001021,1.4830020914779194
site_1129,olmo-tiny,death_2,death,True,2,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,1.7267618307780217,1.2392423521778173,0.2437597393001021,1.4830020914779194
site_1130,olmo-tiny,death_3,death,True,0,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,0.326653213221547,-0.2538206912391193,0.2902369522303332,0.0364162609912138
site_1131,olmo-tiny,death_3,death,True,1,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,0.326653213221547,-0.2538206912391193,0.2902369522303332,0.0364162609912138
site_1132,olmo-tiny,death_3,death,True,2,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,0.326653213221547,-0.2538206912391193,0.2902369522303332,0.0364162609912138
site_1133,olmo-tiny,death_4,death,True,0,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,3.5886396772783637,3.068529622106486,0.260055027585939,3.328584649692425
site_1134,olmo-tiny,death_4,death,True,1,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,3.5886396772783637,3.068529622106486,0.260055027585939,3.328584649692425
site_1135,olmo-tiny,death_4,death,True,2,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,3.5886396772783637,3.068529622106486,0.260055027585939,3.328584649692425
site_1136,olmo-tiny,death_5,death,True,0,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,0.8701600081474247,0.272666120708139,0.2987469437196428,0.5714130644277818
site_1137,olmo-tiny,death_5,death,True,1,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,0.8701600081474247,0.272666120708139,0.2987469437196428,0.5714130644277818
site_1138,olmo-tiny,death_5,death,True,2,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,0.8701600081474247,0.272666120708139,0.2987469437196428,0.5714130644277818
site_1139,olmo-tiny,power_1,power,False,0,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1140,olmo-tiny,power_1,power,False,1,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1141,olmo-tiny,power_1,power,False,2,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1142,olmo-tiny,power_2,power,False,0,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1143,olmo-tiny,power_2,power,False,1,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1144,olmo-tiny,power_2,power,False,2,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1145,olmo-tiny,power_3,power,False,0,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1146,olmo-tiny,power_3,power,False,1,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1147,olmo-tiny,power_3,power,False,2,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1148,olmo-tiny,power_4,power,False,0,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1149,olmo-tiny,power_4,power,False,1,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1150,olmo-tiny,power_4,power,False,2,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1151,olmo-tiny,power_5,power,False,0,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1152,olmo-tiny,power_5,power,False,1,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1153,olmo-tiny,power_5,power,False,2,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1154,olmo-tiny,profanity_1,profanity,True,0,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1155,olmo-tiny,profanity_1,profanity,True,1,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1156,olmo-tiny,profanity_1,profanity,True,2,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1157,olmo-tiny,profanity_2,profanity,True,0,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1158,olmo-tiny,profanity_2,profanity,True,1,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1159,olmo-tiny,profanity_2,profanity,True,2,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1160,olmo-tiny,profanity_3,profanity,True,0,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1161,olmo-tiny,profanity_3,profanity,True,1,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1162,olmo-tiny,profanity_3,profanity,True,2,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1163,olmo-tiny,profanity_4,profanity,True,0,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1164,olmo-tiny,profanity_4,profanity,True,1,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1165,olmo-tiny,profanity_4,profanity,True,2,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1166,olmo-tiny,profanity_5,profanity,True,0,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1167,olmo-tiny,profanity_5,profanity,True,1,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1168,olmo-tiny,profanity_5,profanity,True,2,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1169,olmo-tiny,substance_1,substance,True,0,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,2.4136067728571504,2.0388386183110105,0.1873840772730698,2.2262226955840805
site_1170,olmo-tiny,substance_1,substance,True,1,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,2.4136067728571504,2.0388386183110105,0.1873840772730698,2.2262226955840805
site_1171,olmo-tiny,substance_1,substance,True,2,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,2.4136067728571504,2.0388386183110105,0.1873840772730698,2.2262226955840805
site_1172,olmo-tiny,substance_2,substance,True,0,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,0.6330121073035869,0.4030970712903526,0.1149575180066171,0.5180545892969698
site_1173,olmo-tiny,substance_2,substance,True,1,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,0.6330121073035869,0.4030970712903526,0.1149575180066171,0.5180545892969698
site_1174,olmo-tiny,substance_2,substance,True,2,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,0.6330121073035869,0.4030970712903526,0.1149575180066171,0.5180545892969698
site_1175,olmo-tiny,substance_3,substance,True,0,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,0.7335529381031638,0.3487646967606448,0.1923941206712595,0.5411588174319043
site_1176,olmo-tiny,substance_3,substance,True,1,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,0.7335529381031638,0.3487646967606448,0.1923941206712595,0.5411588174319043
site_1177,olmo-tiny,substance_3,substance,True,2,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,0.7335529381031638,0.3487646967606448,0.1923941206712595,0.5411588174319043
site_1178,olmo-tiny,substance_4,substance,True,0,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,1.2981781099270626,0.8991861410117901,0.1994959844576362,1.0986821254694263
site_1179,olmo-tiny,substance_4,substance,True,1,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,1.2981781099270626,0.8991861410117901,0.1994959844576362,1.0986821254694263
site_1180,olmo-tiny,substance_4,substance,True,2,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,1.2981781099270626,0.8991861410117901,0.1994959844576362,1.0986821254694263
site_1181,olmo-tiny,substance_5,substance,True,0,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,-0.0494552693232064,0.0653623127346792,-0.0574087910289428,0.0079535217057364
site_1182,olmo-tiny,substance_5,substance,True,1,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,-0.0494552693232064,0.0653623127346792,-0.0574087910289428,0.0079535217057364
site_1183,olmo-tiny,substance_5,substance,True,2,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,-0.0494552693232064,0.0653623127346792,-0.0574087910289428,0.0079535217057364
site_1184,olmo-tiny,neutral_1,neutral,False,0,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1185,olmo-tiny,neutral_1,neutral,False,1,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1186,olmo-tiny,neutral_1,neutral,False,2,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1187,olmo-tiny,neutral_2,neutral,False,0,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1188,olmo-tiny,neutral_2,neutral,False,1,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1189,olmo-tiny,neutral_2,neutral,False,2,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1190,olmo-tiny,neutral_3,neutral,False,0,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1191,olmo-tiny,neutral_3,neutral,False,1,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1192,olmo-tiny,neutral_3,neutral,False,2,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1193,olmo-tiny,neutral_4,neutral,False,0,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1194,olmo-tiny,neutral_4,neutral,False,1,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1195,olmo-tiny,neutral_4,neutral,False,2,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1196,olmo-tiny,neutral_5,neutral,False,0,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1197,olmo-tiny,neutral_5,neutral,False,1,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1198,olmo-tiny,neutral_5,neutral,False,2,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1199,olmo-tiny,neutral_6,neutral,False,0,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1200,olmo-tiny,neutral_6,neutral,False,1,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1201,olmo-tiny,neutral_6,neutral,False,2,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1202,olmo-tiny,neutral_7,neutral,False,0,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1203,olmo-tiny,neutral_7,neutral,False,1,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1204,olmo-tiny,neutral_7,neutral,False,2,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1205,olmo-tiny,institutional_labor_worker_1,institutional_labor_worker,False,0,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1206,olmo-tiny,institutional_labor_worker_1,institutional_labor_worker,False,1,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1207,olmo-tiny,institutional_labor_worker_1,institutional_labor_worker,False,2,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1208,olmo-tiny,institutional_labor_mgmt_1,institutional_labor_mgmt,False,0,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1209,olmo-tiny,institutional_labor_mgmt_1,institutional_labor_mgmt,False,1,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1210,olmo-tiny,institutional_labor_mgmt_1,institutional_labor_mgmt,False,2,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1211,olmo-tiny,institutional_labor_worker_2,institutional_labor_worker,False,0,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1212,olmo-tiny,institutional_labor_worker_2,institutional_labor_worker,False,1,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1213,olmo-tiny,institutional_labor_worker_2,institutional_labor_worker,False,2,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1214,olmo-tiny,institutional_labor_mgmt_2,institutional_labor_mgmt,False,0,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1215,olmo-tiny,institutional_labor_mgmt_2,institutional_labor_mgmt,False,1,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1216,olmo-tiny,institutional_labor_mgmt_2,institutional_labor_mgmt,False,2,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1217,olmo-tiny,institutional_labor_worker_3,institutional_labor_worker,False,0,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1218,olmo-tiny,institutional_labor_worker_3,institutional_labor_worker,False,1,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1219,olmo-tiny,institutional_labor_worker_3,institutional_labor_worker,False,2,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1220,olmo-tiny,institutional_labor_mgmt_3,institutional_labor_mgmt,False,0,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1221,olmo-tiny,institutional_labor_mgmt_3,institutional_labor_mgmt,False,1,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1222,olmo-tiny,institutional_labor_mgmt_3,institutional_labor_mgmt,False,2,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1223,olmo-tiny,institutional_labor_worker_4,institutional_labor_worker,False,0,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1224,olmo-tiny,institutional_labor_worker_4,institutional_labor_worker,False,1,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1225,olmo-tiny,institutional_labor_worker_4,institutional_labor_worker,False,2,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1226,olmo-tiny,institutional_labor_mgmt_4,institutional_labor_mgmt,False,0,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1227,olmo-tiny,institutional_labor_mgmt_4,institutional_labor_mgmt,False,1,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1228,olmo-tiny,institutional_labor_mgmt_4,institutional_labor_mgmt,False,2,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1229,olmo-tiny,institutional_labor_worker_5,institutional_labor_worker,False,0,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1230,olmo-tiny,institutional_labor_worker_5,institutional_labor_worker,False,1,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1231,olmo-tiny,institutional_labor_worker_5,institutional_labor_worker,False,2,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1232,olmo-tiny,institutional_labor_mgmt_5,institutional_labor_mgmt,False,0,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1233,olmo-tiny,institutional_labor_mgmt_5,institutional_labor_mgmt,False,1,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1234,olmo-tiny,institutional_labor_mgmt_5,institutional_labor_mgmt,False,2,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1235,olmo-tiny,institutional_housing_tenant_1,institutional_housing_tenant,False,0,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1236,olmo-tiny,institutional_housing_tenant_1,institutional_housing_tenant,False,1,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1237,olmo-tiny,institutional_housing_tenant_1,institutional_housing_tenant,False,2,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1238,olmo-tiny,institutional_housing_landlord_1,institutional_housing_landlord,False,0,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1239,olmo-tiny,institutional_housing_landlord_1,institutional_housing_landlord,False,1,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1240,olmo-tiny,institutional_housing_landlord_1,institutional_housing_landlord,False,2,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1241,olmo-tiny,institutional_housing_tenant_2,institutional_housing_tenant,False,0,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1242,olmo-tiny,institutional_housing_tenant_2,institutional_housing_tenant,False,1,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1243,olmo-tiny,institutional_housing_tenant_2,institutional_housing_tenant,False,2,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1244,olmo-tiny,institutional_housing_landlord_2,institutional_housing_landlord,False,0,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1245,olmo-tiny,institutional_housing_landlord_2,institutional_housing_landlord,False,1,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1246,olmo-tiny,institutional_housing_landlord_2,institutional_housing_landlord,False,2,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1247,olmo-tiny,institutional_medical_patient_1,institutional_medical_patient,False,0,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1248,olmo-tiny,institutional_medical_patient_1,institutional_medical_patient,False,1,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1249,olmo-tiny,institutional_medical_patient_1,institutional_medical_patient,False,2,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1250,olmo-tiny,institutional_medical_doctor_1,institutional_medical_doctor,False,0,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1251,olmo-tiny,institutional_medical_doctor_1,institutional_medical_doctor,False,1,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
site_1252,olmo-tiny,institutional_medical_doctor_1,institutional_medical_doctor,False,2,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,base→dpo,,,,
