family,label,blt_bits_per_char,blt_nats_per_token
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,0.9923565694857086,0.6878
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,1.1103153968569786,0.7696
abstracts,abstract,,
abstracts,abstract,1.340218134195082,0.929
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,1.1121066521583665,0.7709
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,1.2931994782554184,0.8964
abstracts,abstract,1.339882908201266,0.9287
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,1.360463738042315,0.943
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,1.7222723669304105,1.1938
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,1.178400963567938,0.8168
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,1.1077336725078242,0.7678
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,1.0894269479409622,0.7551
abstracts,abstract,,
abstracts,abstract,1.9103282164849842,1.3241
abstracts,abstract,1.593343248657804,1.1044
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,0.8857105171398053,0.6139
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,1.0675877476188644,0.74
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,1.2008668973199466,0.8324
abstracts,abstract,1.4672002135199875,1.017
abstracts,abstract,1.5213362952962597,1.0545
abstracts,abstract,0.8711941456328852,0.6039
abstracts,abstract,0.9650821179193039,0.6689
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
