step,stage,prompt,layer,h_attention
43000,step43000,She was so angry she wanted to,10,0.9452635103370994
43000,step43000,She was so angry she wanted to,11,1.1596886557526886
43000,step43000,She was so angry she wanted to,12,0.9039287192281336
43000,step43000,She was so angry she wanted to,13,0.8318432096857578
43000,step43000,She was so angry she wanted to,14,0.7849108340451494
43000,step43000,She was so angry she wanted to,15,1.2419677525758743
43000,step43000,She was so angry she wanted to,16,0.731824602233246
43000,step43000,She was so angry she wanted to,17,0.6731201532529667
43000,step43000,She was so angry she wanted to,18,0.6985313118202612
43000,step43000,She was so angry she wanted to,19,0.8193592242896557
43000,step43000,She was so angry she wanted to,20,0.4636650731845293
43000,step43000,She was so angry she wanted to,21,0.46558344744335045
43000,step43000,She was so angry she wanted to,22,0.48583825773675926
43000,step43000,She was so angry she wanted to,23,0.7685576213989407
43000,step43000,She was so angry she wanted to,24,0.31463684217305854
43000,step43000,She was so angry she wanted to,25,0.44158986874390393
43000,step43000,She was so angry she wanted to,26,0.23067875142442062
43000,step43000,She was so angry she wanted to,27,0.6802418841980398
43000,step43000,She was so angry she wanted to,28,0.2908681806875393
43000,step43000,She was so angry she wanted to,29,0.3122503038321156
43000,step43000,She was so angry she wanted to,30,0.25200127926655114
43000,step43000,She was so angry she wanted to,31,0.8263407284393907
43000,step43000,She kneeled and reached for his,0,1.4188538058660924
43000,step43000,She kneeled and reached for his,1,1.1444861385971308
43000,step43000,She kneeled and reached for his,2,1.0248391216155142
43000,step43000,She kneeled and reached for his,3,1.2764577805064619
43000,step43000,She kneeled and reached for his,4,1.1491123706800863
43000,step43000,She kneeled and reached for his,5,1.0899271061643958
43000,step43000,She kneeled and reached for his,6,1.204233724391088
43000,step43000,She kneeled and reached for his,7,1.358670448884368
43000,step43000,She kneeled and reached for his,8,0.9942025049313088
43000,step43000,She kneeled and reached for his,9,1.0521910542156547
43000,step43000,She kneeled and reached for his,10,0.7758924459340051
43000,step43000,She kneeled and reached for his,11,1.2273901710286736
43000,step43000,She kneeled and reached for his,12,0.9401064277626574
43000,step43000,She kneeled and reached for his,13,0.8600419358117506
43000,step43000,She kneeled and reached for his,14,0.7068186231190339
43000,step43000,She kneeled and reached for his,15,1.1226007174700499
43000,step43000,She kneeled and reached for his,16,0.7429262008517981
43000,step43000,She kneeled and reached for his,17,0.7587179791298695
43000,step43000,She kneeled and reached for his,18,0.5087711045343895
43000,step43000,She kneeled and reached for his,19,0.7622919084969908
43000,step43000,She kneeled and reached for his,20,0.5413347414578311
43000,step43000,She kneeled and reached for his,21,0.46553626499371603
43000,step43000,She kneeled and reached for his,22,0.42392846176517196
43000,step43000,She kneeled and reached for his,23,0.7612703347112983
43000,step43000,She kneeled and reached for his,24,0.21813597570871934
43000,step43000,She kneeled and reached for his,25,0.5052682189270854
43000,step43000,She kneeled and reached for his,26,0.22756228051730432
43000,step43000,She kneeled and reached for his,27,0.5674984301440418
43000,step43000,She kneeled and reached for his,28,0.33540955213538837
43000,step43000,She kneeled and reached for his,29,0.3262050046469085
43000,step43000,She kneeled and reached for his,30,0.2570132765395101
43000,step43000,She kneeled and reached for his,31,1.0297838021069765
43000,step43000,The capital of France is,0,1.0461737039149739
43000,step43000,The capital of France is,1,0.950651774648577
43000,step43000,The capital of France is,2,0.7899924626108259
43000,step43000,The capital of France is,3,0.9764358066022396
43000,step43000,The capital of France is,4,0.6783203283557668
43000,step43000,The capital of France is,5,0.6528644091449678
43000,step43000,The capital of France is,6,0.683795522316359
43000,step43000,The capital of France is,7,1.106554408557713
43000,step43000,The capital of France is,8,0.6925247530452907
43000,step43000,The capital of France is,9,0.9621872710995376
43000,step43000,The capital of France is,10,0.7758785523474216
43000,step43000,The capital of France is,11,1.0964292418211699
43000,step43000,The capital of France is,12,0.7593654130469076
43000,step43000,The capital of France is,13,0.7514259379822761
43000,step43000,The capital of France is,14,0.6147418068139814
43000,step43000,The capital of France is,15,1.0704141622409225
43000,step43000,The capital of France is,16,0.6761423842399381
43000,step43000,The capital of France is,17,0.6449666256085038
43000,step43000,The capital of France is,18,0.581695418455638
43000,step43000,The capital of France is,19,0.7720426060259342
43000,step43000,The capital of France is,20,0.4009720725007355
43000,step43000,The capital of France is,21,0.5106482138508
43000,step43000,The capital of France is,22,0.4202574077353347
43000,step43000,The capital of France is,23,0.6023630744311959
43000,step43000,The capital of France is,24,0.25635596364736557
43000,step43000,The capital of France is,25,0.5122891966020688
43000,step43000,The capital of France is,26,0.28655248392351496
43000,step43000,The capital of France is,27,0.6854731666389853
43000,step43000,The capital of France is,28,0.2526019967190223
43000,step43000,The capital of France is,29,0.42013474968553055
43000,step43000,The capital of France is,30,0.423285955155734
43000,step43000,The capital of France is,31,0.7386933299712837
43000,step43000,She loved him and hated him and wanted to,0,1.534306331537664
43000,step43000,She loved him and hated him and wanted to,1,1.3748070009933144
43000,step43000,She loved him and hated him and wanted to,2,1.195244004309643
43000,step43000,She loved him and hated him and wanted to,3,1.5301538854837418
43000,step43000,She loved him and hated him and wanted to,4,1.320829105679877
43000,step43000,She loved him and hated him and wanted to,5,1.3055976387113333
43000,step43000,She loved him and hated him and wanted to,6,1.339067277731374
43000,step43000,She loved him and hated him and wanted to,7,1.516928244382143
43000,step43000,She loved him and hated him and wanted to,8,1.210793622303754
43000,step43000,She loved him and hated him and wanted to,9,1.2171827859710902
43000,step43000,She loved him and hated him and wanted to,10,1.236524619278498
43000,step43000,She loved him and hated him and wanted to,11,1.4953687083907425
43000,step43000,She loved him and hated him and wanted to,12,1.010685694287531
43000,step43000,She loved him and hated him and wanted to,13,0.9840328632853925
43000,step43000,She loved him and hated him and wanted to,14,1.026495749829337
43000,step43000,She loved him and hated him and wanted to,15,1.5855800695717335
43000,step43000,She loved him and hated him and wanted to,16,1.0370299525093287
43000,step43000,She loved him and hated him and wanted to,17,0.9823589473380707
43000,step43000,She loved him and hated him and wanted to,18,0.881439900607802
43000,step43000,She loved him and hated him and wanted to,19,1.1195717612281442
43000,step43000,She loved him and hated him and wanted to,20,0.6634527903515846
43000,step43000,She loved him and hated him and wanted to,21,0.5814944267040119
43000,step43000,She loved him and hated him and wanted to,22,0.6523636672063731
43000,step43000,She loved him and hated him and wanted to,23,0.8945767325349152
43000,step43000,She loved him and hated him and wanted to,24,0.3647384452051483
43000,step43000,She loved him and hated him and wanted to,25,0.4745315493782982
43000,step43000,She loved him and hated him and wanted to,26,0.3086671823693905
43000,step43000,She loved him and hated him and wanted to,27,0.7686694192234427
43000,step43000,She loved him and hated him and wanted to,28,0.3650068936840398
43000,step43000,She loved him and hated him and wanted to,29,0.3791711474477779
43000,step43000,She loved him and hated him and wanted to,30,0.30528084964316804
43000,step43000,She loved him and hated him and wanted to,31,0.9034295205492526
43000,step43000,Our company cut our health benefits and incre,0,1.91547954804264
43000,step43000,Our company cut our health benefits and incre,1,1.4983826666139066
43000,step43000,Our company cut our health benefits and incre,2,0.9524583463789895
43000,step43000,Our company cut our health benefits and incre,3,1.2549933433765545
43000,step43000,Our company cut our health benefits and incre,4,0.923700551094953
43000,step43000,Our company cut our health benefits and incre,5,0.9854486011900008
43000,step43000,Our company cut our health benefits and incre,6,1.1508218441158533
43000,step43000,Our company cut our health benefits and incre,7,1.4362010275945067
43000,step43000,Our company cut our health benefits and incre,8,1.0250262845074758
43000,step43000,Our company cut our health benefits and incre,9,1.1875067094806582
43000,step43000,Our company cut our health benefits and incre,10,1.2302672216901556
43000,step43000,Our company cut our health benefits and incre,11,1.5174664948135614
43000,step43000,Our company cut our health benefits and incre,12,0.9591952088521793
43000,step43000,Our company cut our health benefits and incre,13,0.9554396260064095
43000,step43000,Our company cut our health benefits and incre,14,1.1815380402840674
43000,step43000,Our company cut our health benefits and incre,15,1.8067497313022614
43000,step43000,Our company cut our health benefits and incre,16,1.1807744521647692
43000,step43000,Our company cut our health benefits and incre,17,1.0695948430802673
43000,step43000,Our company cut our health benefits and incre,18,0.8883720068261027
43000,step43000,Our company cut our health benefits and incre,19,1.2847093753516674
43000,step43000,Our company cut our health benefits and incre,20,0.6331884525716305
43000,step43000,Our company cut our health benefits and incre,21,0.5168690519640222
43000,step43000,Our company cut our health benefits and incre,22,0.5799478956032544
43000,step43000,Our company cut our health benefits and incre,23,0.8170266449451447
43000,step43000,Our company cut our health benefits and incre,24,0.43293867859756574
43000,step43000,Our company cut our health benefits and incre,25,0.587898158817552
43000,step43000,Our company cut our health benefits and incre,26,0.3061615857441211
43000,step43000,Our company cut our health benefits and incre,27,0.8195553068071604
43000,step43000,Our company cut our health benefits and incre,28,0.34953592193778604
43000,step43000,Our company cut our health benefits and incre,29,0.7088731011899654
43000,step43000,Our company cut our health benefits and incre,30,0.3716753674671054
43000,step43000,Our company cut our health benefits and incre,31,1.004049377515912
