word,spacy_pos,spacy_tag,wordnet_pos,wordnet_lexname,wordnet_hypernyms,mean_bits,n_prompts,n_repressed,n_promoted
lighted,VERB,VBN,v,verb.change,lighten > change,9.6943,2,1,1
lightly,ADV,RB,r,adv.all,,9.692400000000001,2,1,1
lightness,VERB,VB,n,noun.feeling,joy > emotion > feeling,7.9571499999999995,2,2,0
like,INTJ,UH,n,noun.cognition,kind > category > concept,4.467688888888889,9,8,1
likely,ADJ,JJ,a,adj.all,,0.306,1,1,0
limp,VERB,VB,n,noun.act,gait > walk > locomotion,-4.4877,3,0,3
linear,VERB,VB,a,adj.all,,-1.5794,1,0,1
linguistics,NOUN,NNS,n,noun.cognition,science > discipline > knowledge_domain,-0.7376,1,0,1
lips,NOUN,NNS,n,noun.body,articulator > speech_organ > organ,0.16803333333333328,3,1,1
list,VERB,VB,n,noun.communication,database > information > message,-1.1997,2,0,1
listen,VERB,VB,v,verb.perception,perceive,-1.123111111111111,9,2,4
listened,VERB,VB,v,verb.perception,perceive,0.31488,5,3,1
lit,VERB,VB,n,noun.cognition,literary_study > humanistic_discipline > discipline,0.17679999999999998,4,1,1
literature,VERB,VB,n,noun.communication,writing > written_communication > communication,-0.4444,1,0,1
little,ADJ,JJ,n,noun.quantity,small_indefinite_quantity > indefinite_quantity > measure,-0.56835,2,0,1
live,VERB,VB,v,verb.stative,be,-5.1343499999999995,4,0,2
llllll,VERB,VB,,,,20.0944,1,1,0
load,VERB,VB,n,noun.artifact,weight > artifact > whole,-19.8221,1,0,1
loaded,VERB,VBN,v,verb.contact,fill > change,-2.8777,1,0,1
local,ADJ,JJ,n,noun.artifact,public_transport > conveyance > instrumentality,-1.8163,1,0,1
located,VERB,VBN,v,verb.possession,find > get,1.5965,1,1,0
lock,VERB,VB,n,noun.artifact,fastener > restraint > device,-6.2279,4,0,4
locket,VERB,VB,n,noun.artifact,case > container > instrumentality,-20.5868,1,0,1
lodge,VERB,VB,n,noun.person,,-7.769850000000001,2,1,1
log,VERB,VB,n,noun.substance,wood > plant_material > material,0.606,1,1,0
logarithms,NOUN,NNS,n,noun.communication,exponent > mathematical_notation > notation,-6.0948,1,0,1
long,VERB,VB,v,verb.emotion,desire,6.391300000000001,3,2,1
longed,VERB,VBN,v,verb.emotion,desire,-0.017349999999999532,2,1,1
longing,VERB,VBG,n,noun.feeling,desire > feeling > state,1.0083,1,1,0
look,VERB,VB,n,noun.attribute,countenance > appearance > quality,-1.2266,25,8,13
looked,VERB,VBN,v,verb.perception,,0.33251,10,5,1
looking,VERB,VBG,n,noun.act,sensing > sensory_activity > activity,-1.3174,1,0,1
looks,NOUN,NNS,n,noun.attribute,countenance > appearance > quality,0.3984,1,1,0
lord,PROPN,NNP,n,noun.person,,-10.2098,1,0,1
lose,VERB,VB,v,verb.possession,,1.633233333333333,3,2,0
loss,VERB,VB,n,noun.possession,transferred_property > possession > relation,1.8958,1,1,0
lost,VERB,VB,n,noun.group,people > group > abstraction,1.7515,1,1,0
loud,VERB,VB,a,adj.all,,-10.6381,1,0,1
loudly,ADV,RB,r,adv.all,,0.29922499999999996,4,3,1
love,VERB,VB,n,noun.feeling,emotion > feeling > state,-0.43604999999999994,2,1,1
lower,VERB,VB,n,noun.artifact,berth > bed > bedroom_furniture,-5.452025,4,1,3
lowered,VERB,VBN,v,verb.motion,move,-0.4716,1,0,1
lucky,ADJ,JJ,s,adj.all,,10.3086,1,1,0
lump,VERB,VB,n,noun.group,agglomeration > collection > group,-0.07875,2,0,1
lunch,NOUN,NN,n,noun.food,meal > nutriment > food,-2.2637,1,0,1
lunge,VERB,VB,n,noun.act,motion > change > action,-10.3488,1,0,1
lunged,VERB,VB,v,verb.motion,move,-1.6182,1,0,1
lurch,VERB,VB,n,noun.act,gait > walk > locomotion,-1.1997,2,0,2
ly,VERB,VB,,,,-7.5388,1,0,1
lying,VERB,VBG,n,noun.act,falsification > wrongdoing > activity,-0.1593,1,0,0
lynch,VERB,VB,v,verb.social,kill,-0.4694,1,0,1
made,VERB,VBN,v,verb.social,,-0.12218888888888887,9,2,5
magic,NOUN,NN,n,noun.cognition,supernaturalism > belief > content,0.6613,1,1,0
magnetism,NOUN,NN,n,noun.phenomenon,attraction > force > physical_phenomenon,-0.5468,1,0,1
mainly,ADV,RB,r,adv.all,,0.3667,1,1,0
maintain,VERB,VB,v,verb.stative,,7.4516,3,3,0
maintained,VERB,VBN,v,verb.stative,,-22.3973,1,0,1
make,VERB,VB,n,noun.cognition,kind > category > concept,-0.6860121212121211,33,15,11
makearrests,NOUN,NNS,,,,-10.4813,1,0,1
makeshift,VERB,VB,n,noun.act,expedient > means > implementation,-18.9239,1,0,1
makeup,VERB,VB,n,noun.artifact,cosmetic > toiletry > instrumentality,-6.6865,1,0,1
making,VERB,VBG,n,noun.act,production > act > event,-9.82075,2,1,1
man,VERB,VB,n,noun.person,adult > person > causal_agent,9.422466666666667,3,2,0
manhandle,VERB,VB,v,verb.contact,handle > touch,-0.4582,1,0,1
manhood,VERB,VB,n,noun.state,adulthood > maturity > state,1.8185499999999999,2,2,0
manipulate,VERB,VB,v,verb.social,influence > affect > change,-1.7106,1,0,1
manly,VERB,VB,a,adj.all,,1.0636,1,1,0
many,ADJ,JJ,a,adj.all,,0.3836,1,1,0
mar,VERB,VB,n,noun.time,gregorian_calendar_month > calendar_month > time_period,1.7286,1,1,0
march,VERB,VB,n,noun.time,gregorian_calendar_month > calendar_month > time_period,-1.36615,2,0,2
marine,VERB,VB,n,noun.person,serviceman > skilled_worker > worker,-1.2699,1,0,1
marry,VERB,VB,v,verb.social,unite > join,1.87195,2,2,0
marryhim,NOUN,NN,,,,-0.2517,1,0,0
marveled,VERB,VBN,v,verb.communication,react > act,-19.9355,1,0,1
mash,VERB,VB,n,noun.substance,suspension > mixture > substance,1.7188,1,1,0
mask,VERB,VB,n,noun.artifact,disguise > attire > clothing,1.5726,2,2,0
mass,VERB,VB,n,noun.attribute,fundamental_quantity > measure > abstraction,0.214,1,0,0
massage,VERB,VB,n,noun.act,treatment > care > work,0.50575,2,2,0
massaged,VERB,VBN,v,verb.contact,manipulate > handle > touch,-2.45125,2,0,2
massive,ADJ,JJ,s,adj.all,,-3.0333500000000004,2,1,1
master,VERB,VB,n,noun.person,artist > creator > person,0.0355,1,0,0
masturbate,VERB,VB,v,verb.contact,stimulate > sensitize,5.272833333333334,3,2,1
masturbated,VERB,VBN,v,verb.contact,stimulate > sensitize,0.2362,1,0,0
math,VERB,VB,n,noun.cognition,science > discipline > knowledge_domain,0.8399,1,1,0
mathematics,VERB,VB,n,noun.cognition,science > discipline > knowledge_domain,-0.5895,1,0,1
maul,VERB,VB,n,noun.artifact,hammer > hand_tool > tool,1.3953,1,1,0
mausoleum,VERB,VB,n,noun.artifact,burial_chamber > chamber > enclosure,-2.3231,1,0,1
maybe,ADV,RB,r,adv.all,,-1.1048333333333338,3,2,1
mayتر,NOUN,NN,,,,-20.8297,1,0,1
me,PRON,PRP,n,noun.location,,-4.716,1,0,1
meaningfully,VERB,VB,r,adv.all,,20.3032,1,1,0
measure,VERB,VB,n,noun.act,maneuver > move > decision,-2.7107,2,0,2
measured,VERB,VBN,v,verb.cognition,decide,-2.2694,1,0,1
mediate,VERB,VB,v,verb.communication,negociate > hash_out > talk_of,-19.9984,1,0,1
medieval,NOUN,NN,a,adj.pert,,-0.8101,1,0,1
meditation,NOUN,NN,n,noun.cognition,contemplation > consideration > thinking,-20.1781,1,0,1
meet,VERB,VB,n,noun.event,athletic_contest > contest > social_event,-0.9852666666666666,3,0,3
meiosis,VERB,VB,n,noun.process,cell_division > organic_process > process,20.5,1,1,0
melt,VERB,VB,n,noun.process,heating > temperature_change > natural_process,1.8223,1,1,0
member,VERB,VB,n,noun.person,associate > peer > person,-0.23654999999999998,2,1,1
memorial,VERB,VB,n,noun.communication,recognition > approval > message,2.0981,1,1,0
menacingly,ADV,RB,r,adv.all,,1.0017,1,1,0
mention,VERB,VB,n,noun.communication,remark > statement > message,0.43760625000000003,16,11,4
meteorology,VERB,VB,n,noun.communication,prediction > statement > message,10.6819,1,1,0
milk,VERB,VB,n,noun.food,beverage > food > substance,-0.4938,1,0,1
miss,VERB,VB,n,noun.person,woman > adult > person,0.7015,1,1,0
mitochondria,VERB,VB,n,noun.body,organelle > organ > body_part,-1.4437,1,0,1
mitosis,VERB,VB,n,noun.process,cell_division > organic_process > process,-0.5045,1,0,1
mix,VERB,VB,n,noun.food,concoction > foodstuff > food,0.3857,1,1,0
mixed,ADJ,JJ,v,verb.change,change_integrity > change,-0.84595,2,0,2
moan,VERB,VB,n,noun.communication,utterance > auditory_communication > communication,-10.0198,1,0,1
moaned,VERB,VBN,v,verb.communication,utter,0.4476,2,1,0
mob,NOUN,NN,n,noun.group,crowd > gathering > social_group,-3.067,1,0,1
mobilize,VERB,VB,v,verb.change,gather,-12.448475,4,1,3
mockingly,ADV,RB,r,adv.all,,-20.6558,1,0,1
money,NOUN,NN,n,noun.possession,medium_of_exchange > standard > system_of_measurement,-19.9021,1,0,1
monitor,VERB,VB,n,noun.person,supervisor > superior > leader,-19.8337,1,0,1
more,ADV,RBR,n,noun.person,,1.9059200000000005,5,2,2
mostly,ADV,RB,r,adv.all,,0.1867,1,0,0
mother,VERB,VB,n,noun.person,parent > genitor > progenitor,-20.0539,1,0,1
motioned,VERB,VB,v,verb.communication,communicate > interact > act,-0.2248,1,0,0
mount,VERB,VB,n,noun.animal,horse > equine > odd-toed_ungulate,0.5255,1,1,0
mourned,VERB,VBN,v,verb.emotion,grieve > suffer > feel,8.188600000000001,2,1,1
mouth,NOUN,NN,n,noun.body,rima > orifice > passage,-3.278966666666667,3,1,1
move,VERB,VB,n,noun.act,decision > choice > action,-4.411613333333333,15,3,11
moved,VERB,VBN,v,verb.motion,,0.21382000000000004,5,2,3
movement,NOUN,NN,n,noun.act,change > action > act,0.64415,2,2,0
moving,VERB,VBG,v,verb.motion,,0.6728,1,1,0
much,ADJ,JJ,n,noun.quantity,large_indefinite_quantity > indefinite_quantity > measure,10.4679,1,1,0
mumble,VERB,VB,n,noun.communication,utterance > auditory_communication > communication,-0.304,1,0,1
mumbled,VERB,VBN,v,verb.communication,talk > communicate > interact,-0.99505,2,1,1
munched,VERB,VB,v,verb.consumption,chew > grate > break_up,-9.99,1,0,1
murder,VERB,VB,n,noun.act,homicide > killing > termination,0.7818499999999999,2,2,0
murmur,ADJ,JJ,n,noun.event,sound > happening > event,-22.934,1,0,1
murmured,VERB,VBN,v,verb.communication,talk > communicate > interact,-5.6212,1,0,1
mused,VERB,VBN,v,verb.cognition,think,-20.5016,1,0,1
music,NOUN,NN,n,noun.communication,auditory_communication > communication > abstraction,1.3196,1,1,0
mutilate,VERB,VB,v,verb.change,damage > change,-0.8248,1,0,1
mutilated,VERB,VB,v,verb.change,damage > change,-19.9043,1,0,1
muttered,VERB,VBN,v,verb.communication,talk > communicate > interact,-10.858799999999999,2,0,2
my,PRON,PRP$,,,,-1.8706,10,2,7
myGod,VERB,VB,,,,-2.4795,1,0,1
mycamp,VERB,VB,,,,20.2633,1,1,0
mygod,VERB,VB,,,,-0.452,1,0,1
myname,VERB,VB,,,,-1.9953,1,0,1
myself,PRON,PRP,,,,-1.7451,1,0,1
mythology,NOUN,NN,n,noun.group,collection > group > abstraction,-19.7724,1,0,1
named,VERB,VBN,v,verb.communication,label > designate,2.1675,1,1,0
napped,VERB,VBN,v,verb.body,sleep > rest > recumb,-10.1288,1,0,1
nature,NOUN,NN,n,noun.attribute,quality > attribute > abstraction,-0.2528,1,0,0
navel,VERB,VB,n,noun.body,point > location > object,-0.6404,1,0,1
navigate,VERB,VB,v,verb.motion,travel > travel,-0.3137,1,0,1
nearly,ADV,RB,r,adv.all,,-1.5593,1,0,1
neck,VERB,VB,n,noun.body,external_body_part > body_part > part,3.6894000000000005,3,2,0
necklace,VERB,VB,n,noun.artifact,jewelry > adornment > decoration,-0.4728,1,0,1
necktie,VERB,VB,n,noun.artifact,neckwear > garment > clothing,-20.2733,1,0,1
need,VERB,VB,n,noun.state,condition > state > attribute,-2.4973199999999998,5,1,3
negoti,VERB,VB,,,,-4.47655,2,0,2
negotiate,VERB,VB,v,verb.communication,hash_out > talk_of > talk,-7.833785714285715,7,0,7
nestled,VERB,VBN,v,verb.contact,cling_to > hold,-1.5115,1,0,1
never,ADV,RB,r,adv.all,,3.769104347826087,23,21,0
next,ADJ,JJ,s,adj.all,,-0.2308,1,0,0
nextmonth,NOUN,NN,,,,-0.6882,1,0,1
nextweek,VERB,VB,,,,-0.7379,1,0,1
nextyear,VERB,VB,,,,-0.1658,1,0,0
nibble,ADJ,JJ,n,noun.quantity,computer_memory_unit > unit_of_measurement > definite_quantity,-0.7237,1,0,1
nibbled,VERB,VBN,v,verb.contact,bite > grip > seize,1.229,1,1,0
nice,ADJ,JJ,n,noun.location,,-0.1493,1,0,0
night,NOUN,NN,n,noun.time,time_period > fundamental_quantity > measure,-7.413499999999999,2,1,1
nightgently,ADV,RB,,,,19.9926,1,1,0
nightgown,VERB,VB,n,noun.artifact,lingerie > underwear > undergarment,-0.1783,1,0,0
nipple,VERB,VB,n,noun.body,reproductive_organ > organ > body_part,0.7594,1,1,0
nipples,NOUN,NNS,n,noun.body,reproductive_organ > organ > body_part,3.6966,1,1,0
no,INTJ,UH,n,noun.communication,negative > denial > speech_act,0.8445125,8,3,2
noI,PROPN,NNP,,,,-20.825,1,0,1
noSolution,NOUN,NN,,,,21.2487,1,1,0
nobody,PRON,NN,n,noun.person,commoner > person > causal_agent,-3.8605,1,0,1
nodded,VERB,VBN,v,verb.communication,gesticulate > communicate > interact,-8.744033333333334,3,0,3
noon,NOUN,NN,n,noun.time,hour > clock_time > reading,2.0116,1,1,0
noooo,VERB,VB,,,,-14.7737,1,0,1
nope,VERB,VB,,,,-1.10425,2,0,2
nose,VERB,VB,n,noun.body,chemoreceptor > sense_organ > organ,0.73085,2,2,0
nost,VERB,VB,,,,-0.1457,1,0,0
nostrils,NOUN,NNS,n,noun.body,naris > orifice > passage,1.7241,1,1,0
not,PART,RB,r,adv.all,,0.9863148148148149,27,23,1
notSolution,NOUN,NN,,,,21.2873,1,1,0
note,VERB,VB,n,noun.communication,written_record > record > evidence,-0.9450666666666667,15,7,6
notgood,VERB,VB,,,,-0.317,1,0,1
nothing,PRON,NN,n,noun.quantity,relative_quantity > measure > abstraction,2.55542,5,3,1
notice,VERB,VB,n,noun.communication,announcement > statement > message,-20.4613,1,0,1
noticed,VERB,VBN,v,verb.perception,spy > perceive,-4.7936,3,0,3
notify,VERB,VB,v,verb.communication,inform > communicate > interact,-6.483288888888889,9,0,9
now,ADV,RB,n,noun.time,present > time > attribute,-2.6187363636363634,11,3,8
nt,PART,RB,n,noun.group,nongovernmental_organization > organization > social_group,0.9943375,8,6,1
numb,VERB,VB,v,verb.perception,desensitize > change,-1.7176,2,0,1
numbers,NOUN,NNS,n,noun.communication,,1.7395,1,1,0
numbness,VERB,VB,n,noun.state,symptom > evidence > information,-0.17315000000000003,2,1,1
nuzzled,VERB,VBN,v,verb.contact,cling_to > hold,-0.6955,1,0,1
object,VERB,VB,n,noun.Tops,physical_entity > entity,-2.7989,1,0,1
obscenities,NOUN,NNS,n,noun.attribute,indecency > impropriety > demeanor,2.28845,2,2,0
observed,VERB,VBN,v,verb.perception,spy > perceive,-6.255199999999999,3,1,2
obtain,VERB,VB,v,verb.possession,get,8.89865,2,1,1
oddly,ADV,RB,r,adv.all,,-2.7452,1,0,1
of,ADP,IN,,,,-0.26620000000000005,11,8,3
offer,VERB,VB,n,noun.communication,speech_act > act > event,-1.9103124999999996,8,3,5
offered,VERB,VBN,v,verb.possession,supply > give > transfer,-3.323975,4,0,2
offeridthe,PRON,DT,,,,19.9565,1,1,0
officially,ADV,RB,r,adv.all,,1.4288,1,1,0
often,ADV,RB,r,adv.all,,4.8445,2,2,0
oh,INTJ,UH,n,noun.location,,-2.3503666666666665,3,1,2
ok,VERB,VB,n,noun.location,,1.88395,4,3,1
okay,VERB,VB,n,noun.communication,sanction > approval > message,-7.80136,5,2,3
ominously,ADV,RB,r,adv.all,,0.8704,1,1,0
on,ADP,IN,a,adj.all,,-7.3937333333333335,3,0,3
one,NUM,CD,n,noun.quantity,digit > integer > number,2.8957142857142855,7,4,3
only,ADV,RB,s,adj.all,,-2.640488888888889,9,4,5
onset,VERB,VB,n,noun.event,start > beginning > happening,-0.2613,1,0,0
onto,ADP,IN,,,,-3.4066,1,0,1
oops,VERB,VBZ,,,,-0.6809,1,0,1
open,VERB,VB,n,noun.location,area > region > location,1.1409285714285715,7,4,1
opened,VERB,VBN,v,verb.contact,,1.6826375,8,6,2
oppose,VERB,VB,v,verb.communication,argue > converse > talk,-3.6888,2,1,1
option,VERB,VB,n,noun.possession,derivative_instrument > legal_document > document,-20.5013,1,0,1
or,CCONJ,CC,n,noun.location,,-23.0457,1,0,1
order,VERB,VB,n,noun.communication,command > speech_act > act,0.09516666666666662,3,1,2
ordered,VERB,VBN,v,verb.communication,request > ask > request,-2.1254500000000003,2,0,2
organ,VERB,VB,n,noun.body,body_part > part > thing,8.752,1,1,0
organise,VERB,VB,v,verb.change,arrange > put > move,17.2263,1,1,0
organize,VERB,VB,v,verb.social,make,-5.635133333333333,6,0,6
origami,VERB,VB,n,noun.act,art > creation > activity,-2.4562,1,0,1
ouch,VERB,VB,,,,-19.8828,1,0,1
our,PRON,PRP$,,,,-11.65935,2,0,2
out,ADV,RB,n,noun.act,failure > nonaccomplishment > act,-2.7110363636363632,11,1,8
outer,VERB,VB,a,adj.all,,-7.2473,3,1,2
outerwear,VERB,VB,n,noun.artifact,clothing > consumer_goods > commodity,-20.2644,1,0,1
outline,VERB,VB,n,noun.location,boundary > extremity > region,-16.00995,2,0,2
outloud,VERB,VB,,,,0.7856,1,1,0
outsource,VERB,VB,v,verb.possession,source > obtain > get,16.0122,1,1,0
over,ADP,IN,n,noun.time,part > concept > idea,-6.57218,5,1,2
overcast,VERB,VB,n,noun.state,bad_weather > weather > atmospheric_phenomenon,1.9788,1,1,0
overcoat,VERB,VB,n,noun.artifact,coat > overgarment > garment,5.36505,2,2,0
overwhelmed,VERB,VB,v,verb.emotion,arouse > make,-1.3131,1,0,1
owe,VERB,VB,v,verb.possession,,-20.0775,1,0,1
owering,VERB,VBG,,,,-21.332,1,0,1
own,VERB,VB,v,verb.possession,,2.9565,4,3,1
oxygen,VERB,VB,n,noun.substance,gas > fluid > matter,-5.6647,1,0,1
pack,VERB,VB,n,noun.quantity,large_indefinite_quantity > indefinite_quantity > measure,-0.126,1,0,0
package,VERB,VB,n,noun.group,collection > group > abstraction,-10.5762,1,0,1
packed,VERB,VBN,v,verb.contact,encase > enclose > surround,-0.8578,1,0,1
paddling,VERB,VBG,v,verb.motion,boat > ride > travel,-20.551,1,0,1
pain,VERB,VB,n,noun.state,symptom > evidence > information,1.0483,3,3,0
paint,VERB,VB,n,noun.artifact,coating > covering > artifact,-1.087,1,0,1
pajamas,NOUN,NNS,n,noun.artifact,trouser > garment > clothing,-7.588750000000001,2,1,1
paleontology,NOUN,NN,n,noun.cognition,earth_science > natural_science > science,-2.6533,1,0,1
palindrom,VERB,VB,,,,-20.4627,1,0,1
pang,VERB,VB,n,noun.feeling,feeling > state > attribute,3.17,2,1,0
panic,VERB,VB,n,noun.feeling,fear > emotion > feeling,-0.9019,1,0,1
panicking,VERB,VBG,v,verb.emotion,fear,-1.8388,1,0,1
panties,NOUN,NNS,n,noun.artifact,underpants > undergarment > garment,2.206466666666667,3,1,1
pants,NOUN,NNS,n,noun.artifact,underpants > undergarment > garment,2.9300999999999995,3,2,0
panty,NOUN,NN,n,noun.artifact,underpants > undergarment > garment,11.1985,1,1,0
pantyhose,VERB,VB,n,noun.artifact,tights > hosiery > footwear,1.0491,1,1,0
par,NOUN,NN,n,noun.quantity,score > number > definite_quantity,21.8119,1,1,0
parade,VERB,VB,n,noun.group,procession > collection > group,-3.4502,1,0,1
paranoia,VERB,VB,n,noun.state,psychosis > mental_illness > psychological_state,0.3482,1,1,0
parapsych,VERB,VB,,,,-1.0556,1,0,1
parboil,VERB,VB,v,verb.change,cook > change_integrity > change,-0.8105,1,0,1
pardon,VERB,VB,n,noun.act,kindness > action > act,0.0549,1,0,0
paris,PROPN,NNP,n,noun.location,,1.3183,1,1,0
parked,VERB,VB,v,verb.contact,put > move,-3.9048,1,0,1
parrots,NOUN,NNS,n,noun.animal,bird > vertebrate > chordate,-5.3144,1,0,1
part,VERB,VB,n,noun.relation,relation > abstraction > entity,-1.2022,1,0,1
parted,VERB,VBN,v,verb.motion,move,0.1176,1,0,0
partially,ADV,RB,r,adv.all,,-8.322,1,0,1
particularly,ADV,RB,r,adv.all,,20.5908,1,1,0
partly,ADV,RB,r,adv.all,,-0.4644,1,0,1
party,VERB,VB,n,noun.group,organization > social_group > group,-0.7786,1,0,1
pass,VERB,VB,n,noun.act,accomplishment > action > act,-6.58395,4,0,4
passed,VERB,VBN,v,verb.motion,travel,-0.13889999999999997,4,2,1
passengers,NOUN,NNS,n,noun.person,traveler > person > causal_agent,-0.1475,1,0,0
patrol,VERB,VB,n,noun.group,detachment > army_unit > military_unit,-2.6457,1,0,1
patted,VERB,VB,v,verb.contact,caress > stroke > touch,2.7204,3,1,1
pavements,NOUN,NNS,n,noun.artifact,paved_surface > horizontal_surface > surface,0.3666,1,1,0
pavlov,VERB,VB,n,noun.person,,-19.9553,1,0,1
paw,VERB,VB,n,noun.animal,animal_foot > vertebrate_foot > extremity,1.5801,1,1,0
pay,VERB,VB,n,noun.possession,regular_payment > payment > cost,0.5324941176470587,17,12,3
peace,NOUN,NN,n,noun.state,order > state > attribute,-4.1655,1,0,1
peaceful,ADJ,JJ,a,adj.all,,-0.5497,1,0,1
pecker,VERB,VB,n,noun.body,penis > erectile_organ > organ,1.35175,2,2,0
peel,VERB,VB,n,noun.person,,-1.2219499999999999,2,0,1
peered,VERB,VBN,v,verb.perception,look,-1.23516,5,0,4
pelt,VERB,VB,n,noun.substance,animal_skin > animal_product > animal_material,0.9572499999999999,2,2,0
pen,VERB,VB,n,noun.artifact,writing_implement > implement > instrumentality,-2.64815,2,1,1
penetrate,VERB,VB,v,verb.contact,enter,9.9611,2,1,1
penguins,NOUN,NNS,n,noun.animal,sphenisciform_seabird > seabird > aquatic_bird,3.6487,1,1,0
penis,VERB,VB,n,noun.body,erectile_organ > organ > body_part,1.3309000000000002,2,2,0
people,NOUN,NNS,n,noun.group,group > abstraction > entity,0.72395,2,2,0
pepper,VERB,VB,n,noun.plant,true_pepper > vine > vascular_plant,2.7375,1,1,0
perfect,VERB,VB,n,noun.relation,tense > grammatical_category > class,6.2623,1,1,0
perform,VERB,VB,v,verb.creation,,-6.5913,1,0,1
performed,VERB,VB,v,verb.creation,,-20.7517,1,0,1
persist,VERB,VB,v,verb.stative,continue > be,-23.6766,1,0,1
personally,ADV,RB,r,adv.all,,-1.6827,1,0,1
pet,NOUN,NN,n,noun.animal,animal > organism > living_thing,-1.84355,2,0,2
petition,VERB,VB,n,noun.communication,message > communication > abstraction,2.3709,1,1,0
philosophy,VERB,VB,n,noun.cognition,belief > content > cognition,-1.3131,1,0,1
phone,VERB,VB,n,noun.artifact,electronic_equipment > equipment > instrumentality,-7.1687,1,0,1
photograph,VERB,VB,n,noun.artifact,representation > creation > artifact,-0.224,1,0,0
photography,NOUN,NN,n,noun.act,pictorial_representation > representation > activity,-1.8947,1,0,1
photosynthesis,VERB,VB,n,noun.process,chemical_process > natural_process > process,0.3546,1,1,0
physically,ADV,RB,r,adv.all,,10.3212,2,2,0
physics,NOUN,NN,n,noun.cognition,natural_science > science > discipline,-1.0363,1,0,1
pick,VERB,VB,n,noun.cognition,decision_making > higher_cognitive_process > process,0.3750499999999999,2,1,1
picked,VERB,VBN,v,verb.cognition,choose > decide,-0.5979333333333333,6,3,3
pickers,NOUN,NNS,n,noun.person,person > causal_agent > physical_entity,-6.8607,1,0,1
pictured,VERB,VBN,v,verb.creation,imagine > create_by_mental_act > make,-1.6213,1,0,1
pinched,VERB,VBN,v,verb.contact,grip > seize > take,0.8483,1,1,0
pinned,VERB,VBN,v,verb.contact,,0.6421,1,1,0
pirates,NOUN,NNS,n,noun.person,thief > criminal > principal,-2.969,1,0,1
pistol,VERB,VB,n,noun.artifact,firearm > gun > weapon,-0.9215,1,0,1
pl,VERB,VB,,,,-0.7352,1,0,1
placed,VERB,VBN,v,verb.contact,move,0.8964142857142858,7,6,1
plan,VERB,VB,n,noun.cognition,idea > content > cognition,-9.1208,5,0,5
planned,VERB,VBN,v,verb.cognition,intend,-21.409,1,0,1
plants,NOUN,NNS,n,noun.artifact,building_complex > structure > artifact,3.8036,1,1,0
platform,VERB,VB,n,noun.artifact,horizontal_surface > surface > artifact,-19.7459,1,0,1
play,VERB,VB,n,noun.communication,dramatic_composition > writing > written_communication,0.37094,5,3,0
played,VERB,VBN,v,verb.competition,compete,-10.6565,1,0,1
please,VERB,VB,v,verb.emotion,satisfy,2.8826,1,1,0
pleasure,VERB,VB,n,noun.feeling,feeling > state > attribute,-1.4966,1,0,1
pledge,VERB,VB,n,noun.possession,security_interest > interest > share,-20.3237,1,0,1
plumes,NOUN,NNS,n,noun.shape,shape > attribute > abstraction,-19.9196,1,0,1
plunged,VERB,VBN,v,verb.contact,penetrate > enter,0.2428,1,0,0
po,NOUN,NN,n,noun.substance,metallic_element > chemical_element > substance,-1.219,1,0,1
pocket,VERB,VB,n,noun.artifact,pouch > bag > container,-4.6992,1,0,1
pocketed,VERB,VB,v,verb.possession,take,-0.6851,1,0,1
pockets,NOUN,NNS,n,noun.artifact,pouch > bag > container,-0.2094,1,0,0
pod,VERB,VB,n,noun.plant,husk > sheath > covering,1.4091,1,1,0
podium,VERB,VB,n,noun.artifact,platform > horizontal_surface > surface,-8.3067,1,0,1
poetry,NOUN,NN,n,noun.communication,writing_style > expressive_style > communication,-0.1404,1,0,0
point,VERB,VB,n,noun.cognition,component > part > concept,2.989,13,10,3
pointed,VERB,VB,v,verb.communication,inform > communicate > interact,0.2096,2,1,0
pointedly,ADV,RB,r,adv.all,,-0.9011,1,0,1
poked,VERB,VB,v,verb.contact,thrust > push > move,-6.6786,1,0,1
policies,NOUN,NNS,n,noun.cognition,plan_of_action > plan > idea,-7.7431,1,0,1
policy,VERB,VB,n,noun.cognition,plan_of_action > plan > idea,-10.0513,1,0,1
polit,VERB,VB,,,,0.1626,1,0,0
politely,ADV,RB,r,adv.all,,-12.437483333333333,6,1,5
political,ADJ,JJ,a,adj.all,,-18.8451,1,0,1
politicians,NOUN,NNS,n,noun.person,leader > person > causal_agent,-4.2079,1,0,1
polynomials,NOUN,NNS,n,noun.cognition,function > mathematical_relation > relation,20.9482,1,1,0
ponder,VERB,VB,v,verb.cognition,think,-2.1465,1,0,1
pondered,VERB,VB,v,verb.cognition,think,1.7084333333333335,3,2,1
popped,VERB,VBN,v,verb.motion,change_shape > change,3.58485,2,2,0
population,NOUN,NN,n,noun.group,people > group > abstraction,-2.2445,1,0,1
pound,VERB,VB,n,noun.quantity,avoirdupois_unit > mass_unit > unit_of_measurement,-14.488033333333332,3,0,3
pour,VERB,VB,v,verb.motion,move,-1.5369,1,0,1
poured,VERB,VBN,v,verb.motion,move,0.6391,4,2,0
powerless,VERB,VB,a,adj.all,,1.3362,1,1,0
practice,VERB,VB,n,noun.act,activity > act > event,-20.66695,2,0,2
pray,VERB,VB,v,verb.communication,commune > communicate > interact,3.6527,3,2,1
prayed,VERB,VBN,v,verb.communication,commune > communicate > interact,2.83,2,1,0
prayers,NOUN,NNS,n,noun.act,worship > activity > act,-0.879,1,0,1
pre,VERB,VB,,,,9.6867,1,1,0
