site_id,family,layer,model_id,pair,prompt_type,idx
9dd49ce5df73,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,create/destroy,AB,2
e8ccdd5a6d37,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,free/captive,A,0
4828a640340f,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,free/captive,A,1
6d0668d92df9,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,free/captive,A,2
f40fa569d5c7,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,free/captive,B,0
cf5209c99a7e,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,free/captive,B,1
25b7a3db0926,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,free/captive,B,2
d7181a21dceb,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,free/captive,AB,0
979ba9993c65,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,free/captive,AB,1
73a942262516,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,free/captive,AB,2
5a1ad265253b,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,neutral,N,0
bd376eaa5727,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,neutral,N,1
8cee4fb5d2fa,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,neutral,N,2
3453d9269bf4,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,neutral,N,0
5b2dda5c56eb,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,neutral,N,1
f74b416d234c,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,neutral,N,2
da10af4f9f9a,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,neutral,N,0
4830d7021ac8,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,neutral,N,1
c14bb74e0027,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,neutral,N,2
b0458fc6b00b,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,neutral,N,0
0f7b6dab7c33,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,neutral,N,1
bdaaa657d7f2,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,neutral,N,2
f07cb865446b,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,neutral,N,0
71a173751cd6,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,neutral,N,1
41798c852377,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,neutral,N,2
39f99c59fde0,qwen,base,Qwen/Qwen2.5-7B,love/hate,A,0
07e186a6498b,qwen,base,Qwen/Qwen2.5-7B,love/hate,A,1
527d228dd6c3,qwen,base,Qwen/Qwen2.5-7B,love/hate,A,2
90ba74068537,qwen,base,Qwen/Qwen2.5-7B,love/hate,B,0
a3bd6956dbe9,qwen,base,Qwen/Qwen2.5-7B,love/hate,B,1
24cb66cdb9f4,qwen,base,Qwen/Qwen2.5-7B,love/hate,B,2
47bf1a08c34c,qwen,base,Qwen/Qwen2.5-7B,love/hate,AB,0
96a790c15adf,qwen,base,Qwen/Qwen2.5-7B,love/hate,AB,1
cba31b5f2609,qwen,base,Qwen/Qwen2.5-7B,love/hate,AB,2
cceb922bb4e8,qwen,base,Qwen/Qwen2.5-7B,trust/fear,A,0
4a8d6f1638fc,qwen,base,Qwen/Qwen2.5-7B,trust/fear,A,1
b4abdfceaecd,qwen,base,Qwen/Qwen2.5-7B,trust/fear,A,2
02d730fc2406,qwen,base,Qwen/Qwen2.5-7B,trust/fear,B,0
eba679254814,qwen,base,Qwen/Qwen2.5-7B,trust/fear,B,1
15e69a5d2781,qwen,base,Qwen/Qwen2.5-7B,trust/fear,B,2
9ddf85cd0f83,qwen,base,Qwen/Qwen2.5-7B,trust/fear,AB,0
9cc356a70fc6,qwen,base,Qwen/Qwen2.5-7B,trust/fear,AB,1
ca63417f2933,qwen,base,Qwen/Qwen2.5-7B,trust/fear,AB,2
f24bd6f1980f,qwen,base,Qwen/Qwen2.5-7B,beautiful/disgusting,A,0
51fc6454e80e,qwen,base,Qwen/Qwen2.5-7B,beautiful/disgusting,A,1
ae19882a8239,qwen,base,Qwen/Qwen2.5-7B,beautiful/disgusting,A,2
d06265bf9d37,qwen,base,Qwen/Qwen2.5-7B,beautiful/disgusting,B,0
553df5bbfc10,qwen,base,Qwen/Qwen2.5-7B,beautiful/disgusting,B,1
5b0561138975,qwen,base,Qwen/Qwen2.5-7B,beautiful/disgusting,B,2
d854bda3ea4b,qwen,base,Qwen/Qwen2.5-7B,beautiful/disgusting,AB,0
9cc0b1c3e8ab,qwen,base,Qwen/Qwen2.5-7B,beautiful/disgusting,AB,1
f2b873f4b26a,qwen,base,Qwen/Qwen2.5-7B,beautiful/disgusting,AB,2
64fd6ec42d5e,qwen,base,Qwen/Qwen2.5-7B,desire/disgust,A,0
03cdee157c2d,qwen,base,Qwen/Qwen2.5-7B,desire/disgust,A,1
07a75ea7b012,qwen,base,Qwen/Qwen2.5-7B,desire/disgust,A,2
89b5df0410c9,qwen,base,Qwen/Qwen2.5-7B,desire/disgust,B,0
76ed05474b52,qwen,base,Qwen/Qwen2.5-7B,desire/disgust,B,1
778bfd58d8bc,qwen,base,Qwen/Qwen2.5-7B,desire/disgust,B,2
fc3ccf72ce15,qwen,base,Qwen/Qwen2.5-7B,desire/disgust,AB,0
9128b2c6f7f7,qwen,base,Qwen/Qwen2.5-7B,desire/disgust,AB,1
9f50e3665bab,qwen,base,Qwen/Qwen2.5-7B,desire/disgust,AB,2
c3b699dffe25,qwen,base,Qwen/Qwen2.5-7B,obey/rebel,A,0
4b6fd8e91b9c,qwen,base,Qwen/Qwen2.5-7B,obey/rebel,A,1
c9e74dad6a05,qwen,base,Qwen/Qwen2.5-7B,obey/rebel,A,2
7b1cd594a319,qwen,base,Qwen/Qwen2.5-7B,obey/rebel,B,0
5c4a1bab4c4c,qwen,base,Qwen/Qwen2.5-7B,obey/rebel,B,1
ca106889a453,qwen,base,Qwen/Qwen2.5-7B,obey/rebel,B,2
592a030618a9,qwen,base,Qwen/Qwen2.5-7B,obey/rebel,AB,0
c815f8ed6a0f,qwen,base,Qwen/Qwen2.5-7B,obey/rebel,AB,1
1a5028e9bd61,qwen,base,Qwen/Qwen2.5-7B,obey/rebel,AB,2
a7d05278e08c,qwen,base,Qwen/Qwen2.5-7B,sacred/profane,A,0
611d40b1dcfe,qwen,base,Qwen/Qwen2.5-7B,sacred/profane,A,1
201c37d57d8e,qwen,base,Qwen/Qwen2.5-7B,sacred/profane,A,2
ec6e5d8c8a7e,qwen,base,Qwen/Qwen2.5-7B,sacred/profane,B,0
e3465193288e,qwen,base,Qwen/Qwen2.5-7B,sacred/profane,B,1
b00555acd870,qwen,base,Qwen/Qwen2.5-7B,sacred/profane,B,2
9abe696f926a,qwen,base,Qwen/Qwen2.5-7B,sacred/profane,AB,0
76c8fa7b17c0,qwen,base,Qwen/Qwen2.5-7B,sacred/profane,AB,1
8caff2209c4b,qwen,base,Qwen/Qwen2.5-7B,sacred/profane,AB,2
d1018e2e3a04,qwen,base,Qwen/Qwen2.5-7B,man/woman,A,0
d2e551de5f22,qwen,base,Qwen/Qwen2.5-7B,man/woman,A,1
240638cfb29d,qwen,base,Qwen/Qwen2.5-7B,man/woman,A,2
b9442a2b87d3,qwen,base,Qwen/Qwen2.5-7B,man/woman,B,0
af3c00f5bb24,qwen,base,Qwen/Qwen2.5-7B,man/woman,B,1
58993d0ef7d2,qwen,base,Qwen/Qwen2.5-7B,man/woman,B,2
21cc68c89b5e,qwen,base,Qwen/Qwen2.5-7B,man/woman,AB,0
1df46edda117,qwen,base,Qwen/Qwen2.5-7B,man/woman,AB,1
adf666c0a552,qwen,base,Qwen/Qwen2.5-7B,man/woman,AB,2
d7f74d99e098,qwen,base,Qwen/Qwen2.5-7B,human/animal,A,0
3fcd8d154b96,qwen,base,Qwen/Qwen2.5-7B,human/animal,A,1
96ceefd970c6,qwen,base,Qwen/Qwen2.5-7B,human/animal,A,2
fcc16fc8ac09,qwen,base,Qwen/Qwen2.5-7B,human/animal,B,0
d4ac94d1aff9,qwen,base,Qwen/Qwen2.5-7B,human/animal,B,1
ec7f23331673,qwen,base,Qwen/Qwen2.5-7B,human/animal,B,2
72bbaafb95f0,qwen,base,Qwen/Qwen2.5-7B,human/animal,AB,0
e39026211a25,qwen,base,Qwen/Qwen2.5-7B,human/animal,AB,1
b27ef8a9c9d0,qwen,base,Qwen/Qwen2.5-7B,human/animal,AB,2
6b488858d21b,qwen,base,Qwen/Qwen2.5-7B,pleasure/pain,A,0
d3ffb463f46c,qwen,base,Qwen/Qwen2.5-7B,pleasure/pain,A,1
0b012468785d,qwen,base,Qwen/Qwen2.5-7B,pleasure/pain,A,2
4b5bc6fe8ba0,qwen,base,Qwen/Qwen2.5-7B,pleasure/pain,B,0
aac9dbc62b14,qwen,base,Qwen/Qwen2.5-7B,pleasure/pain,B,1
a68b23af745e,qwen,base,Qwen/Qwen2.5-7B,pleasure/pain,B,2
c9554f57255d,qwen,base,Qwen/Qwen2.5-7B,pleasure/pain,AB,0
d292240ae9bd,qwen,base,Qwen/Qwen2.5-7B,pleasure/pain,AB,1
0c77d73be54a,qwen,base,Qwen/Qwen2.5-7B,pleasure/pain,AB,2
4b7bb9c9d57f,qwen,base,Qwen/Qwen2.5-7B,create/destroy,A,0
f7e99ad2a85d,qwen,base,Qwen/Qwen2.5-7B,create/destroy,A,1
0d64c5f03bef,qwen,base,Qwen/Qwen2.5-7B,create/destroy,A,2
8edcccd6b946,qwen,base,Qwen/Qwen2.5-7B,create/destroy,B,0
86948d05dd2f,qwen,base,Qwen/Qwen2.5-7B,create/destroy,B,1
190367af70e7,qwen,base,Qwen/Qwen2.5-7B,create/destroy,B,2
1f91f73fdfd5,qwen,base,Qwen/Qwen2.5-7B,create/destroy,AB,0
2229f57e94bd,qwen,base,Qwen/Qwen2.5-7B,create/destroy,AB,1
60b19288d9a6,qwen,base,Qwen/Qwen2.5-7B,create/destroy,AB,2
47b29bc1386d,qwen,base,Qwen/Qwen2.5-7B,free/captive,A,0
d2d6800f6a47,qwen,base,Qwen/Qwen2.5-7B,free/captive,A,1
3a471e19536f,qwen,base,Qwen/Qwen2.5-7B,free/captive,A,2
e1ff0b6daea6,qwen,base,Qwen/Qwen2.5-7B,free/captive,B,0
2274b342a082,qwen,base,Qwen/Qwen2.5-7B,free/captive,B,1
ef2b4dee24d3,qwen,base,Qwen/Qwen2.5-7B,free/captive,B,2
223823aeddf2,qwen,base,Qwen/Qwen2.5-7B,free/captive,AB,0
7d63e30fb141,qwen,base,Qwen/Qwen2.5-7B,free/captive,AB,1
b656389ba3fe,qwen,base,Qwen/Qwen2.5-7B,free/captive,AB,2
262ee586e6b7,qwen,base,Qwen/Qwen2.5-7B,neutral,N,0
97c9f59cb73c,qwen,base,Qwen/Qwen2.5-7B,neutral,N,1
5c27c48862ca,qwen,base,Qwen/Qwen2.5-7B,neutral,N,2
52867ac6a4cb,qwen,base,Qwen/Qwen2.5-7B,neutral,N,0
0233f7ec1127,qwen,base,Qwen/Qwen2.5-7B,neutral,N,1
a20d26845a62,qwen,base,Qwen/Qwen2.5-7B,neutral,N,2
0d98f17aace7,qwen,base,Qwen/Qwen2.5-7B,neutral,N,0
c633b9219b08,qwen,base,Qwen/Qwen2.5-7B,neutral,N,1
c3b7841ec462,qwen,base,Qwen/Qwen2.5-7B,neutral,N,2
13f46af728a4,qwen,base,Qwen/Qwen2.5-7B,neutral,N,0
fae559e2c28d,qwen,base,Qwen/Qwen2.5-7B,neutral,N,1
68d96f62f6a8,qwen,base,Qwen/Qwen2.5-7B,neutral,N,2
045e4f14a136,qwen,base,Qwen/Qwen2.5-7B,neutral,N,0
8d21377c46c9,qwen,base,Qwen/Qwen2.5-7B,neutral,N,1
8735dd21cf8c,qwen,base,Qwen/Qwen2.5-7B,neutral,N,2
efe250048044,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,love/hate,A,0
dac4657bbb91,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,love/hate,A,1
14ff32a75c0d,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,love/hate,A,2
139aadb5c133,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,love/hate,B,0
16ee25e82273,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,love/hate,B,1
0930cefaa1b1,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,love/hate,B,2
6105ff3edd1c,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,love/hate,AB,0
bab506a13682,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,love/hate,AB,1
16c89c52464e,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,love/hate,AB,2
ddd6e8cf4756,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,trust/fear,A,0
af2283ade24f,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,trust/fear,A,1
55e63f561348,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,trust/fear,A,2
8a9931b3416c,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,trust/fear,B,0
7628f54e0a76,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,trust/fear,B,1
7da1751091d0,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,trust/fear,B,2
5c4d25b4bcad,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,trust/fear,AB,0
ad7f989ef8c2,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,trust/fear,AB,1
c24406482040,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,trust/fear,AB,2
76055cd5cab8,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,beautiful/disgusting,A,0
ce1cb0157c88,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,beautiful/disgusting,A,1
48cf7496f0e5,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,beautiful/disgusting,A,2
ae10a214830e,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,beautiful/disgusting,B,0
8d241a07dcf4,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,beautiful/disgusting,B,1
6fd448e40358,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,beautiful/disgusting,B,2
20dd7703e72c,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,beautiful/disgusting,AB,0
934c51f41658,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,beautiful/disgusting,AB,1
d9e09a731b1d,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,beautiful/disgusting,AB,2
0d4bc21453e2,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,desire/disgust,A,0
d3e10bf83d05,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,desire/disgust,A,1
28179770f408,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,desire/disgust,A,2
700e393449e7,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,desire/disgust,B,0
3e471d58a50d,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,desire/disgust,B,1
0f007833116a,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,desire/disgust,B,2
805e8d86c7a0,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,desire/disgust,AB,0
f7cf6cb6f2ba,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,desire/disgust,AB,1
d82c8c01005e,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,desire/disgust,AB,2
2189ce733e79,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,obey/rebel,A,0
ffd56be765b2,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,obey/rebel,A,1
cd76adcff884,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,obey/rebel,A,2
b15fee720ccd,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,obey/rebel,B,0
55191de19c79,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,obey/rebel,B,1
cc4891ebe590,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,obey/rebel,B,2
97b325341fb9,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,obey/rebel,AB,0
6c79f2e090ed,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,obey/rebel,AB,1
7eabb445c42d,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,obey/rebel,AB,2
521f903a7caa,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,sacred/profane,A,0
2e98339acf22,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,sacred/profane,A,1
0e7e5266948a,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,sacred/profane,A,2
9420bb02cf35,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,sacred/profane,B,0
bda620ba41d2,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,sacred/profane,B,1
a91ee279f640,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,sacred/profane,B,2
d0380a7b73e0,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,sacred/profane,AB,0
9a67cc06d6e0,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,sacred/profane,AB,1
ccec244915d7,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,sacred/profane,AB,2
ae1d499b220e,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,man/woman,A,0
5fff0fc14cfd,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,man/woman,A,1
518100cbb775,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,man/woman,A,2
602c105a4194,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,man/woman,B,0
ea28dcee712c,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,man/woman,B,1
74673f8c021f,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,man/woman,B,2
131740140774,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,man/woman,AB,0
23a64f0c92aa,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,man/woman,AB,1
119716b21219,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,man/woman,AB,2
d139e0fdd7e1,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,human/animal,A,0
0d7ab0a50ed0,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,human/animal,A,1
28bdd7bae4f2,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,human/animal,A,2
d9a55677ffe8,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,human/animal,B,0
895b11c68e8b,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,human/animal,B,1
7864cacd55ee,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,human/animal,B,2
255ab7befc2f,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,human/animal,AB,0
06814935ea29,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,human/animal,AB,1
a822f60b8a13,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,human/animal,AB,2
ae55ad25c4f9,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,pleasure/pain,A,0
822f2a4ec8ac,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,pleasure/pain,A,1
88fe0ae755f3,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,pleasure/pain,A,2
c8e6754887c8,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,pleasure/pain,B,0
fe7a713e537f,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,pleasure/pain,B,1
d62429478fcf,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,pleasure/pain,B,2
cd97c0f3f552,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,pleasure/pain,AB,0
9d80b96bc73f,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,pleasure/pain,AB,1
9535d9917e04,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,pleasure/pain,AB,2
e02f67d76bbb,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,create/destroy,A,0
f84ded09b931,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,create/destroy,A,1
a9af6a966c51,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,create/destroy,A,2
37fa646a6a46,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,create/destroy,B,0
5ef55e331712,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,create/destroy,B,1
e27747e68823,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,create/destroy,B,2
f9fe6d7a0d33,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,create/destroy,AB,0
4c402306f184,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,create/destroy,AB,1
602dd8c3b8b2,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,create/destroy,AB,2
50ed4e77e097,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,free/captive,A,0
ca459e1fa441,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,free/captive,A,1
659329ccb966,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,free/captive,A,2
3c53f7eaaed0,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,free/captive,B,0
0b91a8066b89,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,free/captive,B,1
d7558fea4b7f,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,free/captive,B,2
750449f78174,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,free/captive,AB,0
1b9244ad3cb2,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,free/captive,AB,1
3f199219f0af,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,free/captive,AB,2
30adba8a53e7,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,neutral,N,0
bfe3a88f3d3a,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,neutral,N,1
93482cf28353,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,neutral,N,2
6ae1740e4be8,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,neutral,N,0
e9ddc1165bd5,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,neutral,N,1
6b0705887887,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,neutral,N,2
2c5f4a98dbba,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,neutral,N,0
b41859148c92,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,neutral,N,1
fd5f258cb039,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,neutral,N,2
4c55b6e1fe73,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,neutral,N,0
9a8c99bdaf33,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,neutral,N,1
2b918ec8c510,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,neutral,N,2
048dc5ff4fd0,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,neutral,N,0
f755e5ccc4d8,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,neutral,N,1
e5d44ecc0831,qwen,aligned,Qwen/Qwen2.5-7B-Instruct,neutral,N,2
196f70ee8ec8,tulu,base,meta-llama/Llama-3.1-8B,love/hate,A,0
b0e4bc739167,tulu,base,meta-llama/Llama-3.1-8B,love/hate,A,1
a06bb561ce29,tulu,base,meta-llama/Llama-3.1-8B,love/hate,A,2
53c98a095664,tulu,base,meta-llama/Llama-3.1-8B,love/hate,B,0
043f25194f3b,tulu,base,meta-llama/Llama-3.1-8B,love/hate,B,1
e93d2c492bfa,tulu,base,meta-llama/Llama-3.1-8B,love/hate,B,2
695aa6830fd1,tulu,base,meta-llama/Llama-3.1-8B,love/hate,AB,0
3d3be4e31548,tulu,base,meta-llama/Llama-3.1-8B,love/hate,AB,1
0ee1575b4b14,tulu,base,meta-llama/Llama-3.1-8B,love/hate,AB,2
5f0b7afe086d,tulu,base,meta-llama/Llama-3.1-8B,trust/fear,A,0
515eea9483f8,tulu,base,meta-llama/Llama-3.1-8B,trust/fear,A,1
539623ecdb10,tulu,base,meta-llama/Llama-3.1-8B,trust/fear,A,2
61a3babb44d6,tulu,base,meta-llama/Llama-3.1-8B,trust/fear,B,0
f666eb70ebb1,tulu,base,meta-llama/Llama-3.1-8B,trust/fear,B,1
a1cd7cada7fe,tulu,base,meta-llama/Llama-3.1-8B,trust/fear,B,2
5c2bc319ae43,tulu,base,meta-llama/Llama-3.1-8B,trust/fear,AB,0
3538ca863f44,tulu,base,meta-llama/Llama-3.1-8B,trust/fear,AB,1
4c881e39cae5,tulu,base,meta-llama/Llama-3.1-8B,trust/fear,AB,2
8f6f707e620e,tulu,base,meta-llama/Llama-3.1-8B,beautiful/disgusting,A,0
88c3515ab581,tulu,base,meta-llama/Llama-3.1-8B,beautiful/disgusting,A,1
be3aea617158,tulu,base,meta-llama/Llama-3.1-8B,beautiful/disgusting,A,2
b570421bd277,tulu,base,meta-llama/Llama-3.1-8B,beautiful/disgusting,B,0
02cd8d1187fe,tulu,base,meta-llama/Llama-3.1-8B,beautiful/disgusting,B,1
1d12bad34cc8,tulu,base,meta-llama/Llama-3.1-8B,beautiful/disgusting,B,2
03abe4c365b7,tulu,base,meta-llama/Llama-3.1-8B,beautiful/disgusting,AB,0
285bb0368055,tulu,base,meta-llama/Llama-3.1-8B,beautiful/disgusting,AB,1
ba8476697771,tulu,base,meta-llama/Llama-3.1-8B,beautiful/disgusting,AB,2
3e4c50a87ca2,tulu,base,meta-llama/Llama-3.1-8B,desire/disgust,A,0
4a97a39b2510,tulu,base,meta-llama/Llama-3.1-8B,desire/disgust,A,1
42b43489b4b4,tulu,base,meta-llama/Llama-3.1-8B,desire/disgust,A,2
95bde05c710a,tulu,base,meta-llama/Llama-3.1-8B,desire/disgust,B,0
44fd5e1b96e8,tulu,base,meta-llama/Llama-3.1-8B,desire/disgust,B,1
4936f9f771a3,tulu,base,meta-llama/Llama-3.1-8B,desire/disgust,B,2
e3ad5e6ddc07,tulu,base,meta-llama/Llama-3.1-8B,desire/disgust,AB,0
f13f84bcdb54,tulu,base,meta-llama/Llama-3.1-8B,desire/disgust,AB,1
ab21339ad33c,tulu,base,meta-llama/Llama-3.1-8B,desire/disgust,AB,2
ad0b3eb44429,tulu,base,meta-llama/Llama-3.1-8B,obey/rebel,A,0
ebcabfebd822,tulu,base,meta-llama/Llama-3.1-8B,obey/rebel,A,1
8e5060f0f02f,tulu,base,meta-llama/Llama-3.1-8B,obey/rebel,A,2
28d9c6ca3e81,tulu,base,meta-llama/Llama-3.1-8B,obey/rebel,B,0
815e76ae34b9,tulu,base,meta-llama/Llama-3.1-8B,obey/rebel,B,1
3b7bd6b5b9f5,tulu,base,meta-llama/Llama-3.1-8B,obey/rebel,B,2
b912bcaf8ab8,tulu,base,meta-llama/Llama-3.1-8B,obey/rebel,AB,0
479d2aaac1b8,tulu,base,meta-llama/Llama-3.1-8B,obey/rebel,AB,1
9289ee13bdc7,tulu,base,meta-llama/Llama-3.1-8B,obey/rebel,AB,2
d189439c608f,tulu,base,meta-llama/Llama-3.1-8B,sacred/profane,A,0
b55a9515627d,tulu,base,meta-llama/Llama-3.1-8B,sacred/profane,A,1
755ebb6e1966,tulu,base,meta-llama/Llama-3.1-8B,sacred/profane,A,2
705e77990067,tulu,base,meta-llama/Llama-3.1-8B,sacred/profane,B,0
9a3d84ff0682,tulu,base,meta-llama/Llama-3.1-8B,sacred/profane,B,1
d32ec0d5ad06,tulu,base,meta-llama/Llama-3.1-8B,sacred/profane,B,2
50f0dac7445a,tulu,base,meta-llama/Llama-3.1-8B,sacred/profane,AB,0
c9f32b7d962d,tulu,base,meta-llama/Llama-3.1-8B,sacred/profane,AB,1
4f94a976c997,tulu,base,meta-llama/Llama-3.1-8B,sacred/profane,AB,2
e4cea9df3405,tulu,base,meta-llama/Llama-3.1-8B,man/woman,A,0
e74f5f85af6e,tulu,base,meta-llama/Llama-3.1-8B,man/woman,A,1
9e1c11eaed25,tulu,base,meta-llama/Llama-3.1-8B,man/woman,A,2
93ba4906cfbf,tulu,base,meta-llama/Llama-3.1-8B,man/woman,B,0
