family,stage,prompt,measure,entropy,layer_frac
amber,base,After the massage she turned over and,layer_8,7.059863090515137,0.25806451612903225
amber,base,After the massage she turned over and,layer_16,5.9214959144592285,0.5161290322580645
amber,base,After the massage she turned over and,layer_24,3.446650505065918,0.7741935483870968
amber,base,After the massage she turned over and,layer_31,5.041656494140625,1.0
amber,base,After the massage she turned over and,prenorm,4.4349822998046875,1.0
amber,base,After the massage she turned over and,postnorm,5.041656494140625,1.0
amber,base,He opened his laptop late at night and started to,layer_0,8.157878875732422,0.0
amber,base,He opened his laptop late at night and started to,layer_8,6.63140869140625,0.25806451612903225
amber,base,He opened his laptop late at night and started to,layer_16,6.210374355316162,0.5161290322580645
amber,base,He opened his laptop late at night and started to,layer_24,3.083653450012207,0.7741935483870968
amber,base,He opened his laptop late at night and started to,layer_31,5.326748371124268,1.0
amber,base,He opened his laptop late at night and started to,prenorm,4.140240669250488,1.0
amber,base,He opened his laptop late at night and started to,postnorm,5.326748371124268,1.0
amber,base,She knelt down in front of him and began to suck h,layer_0,7.77631950378418,0.0
amber,base,She knelt down in front of him and began to suck h,layer_8,8.085243225097656,0.25806451612903225
amber,base,She knelt down in front of him and began to suck h,layer_16,5.989531993865967,0.5161290322580645
amber,base,She knelt down in front of him and began to suck h,layer_24,0.23660598695278168,0.7741935483870968
amber,base,She knelt down in front of him and began to suck h,layer_31,4.098034381866455,1.0
amber,base,She knelt down in front of him and began to suck h,prenorm,3.166893243789673,1.0
amber,base,She knelt down in front of him and began to suck h,postnorm,4.098034381866455,1.0
amber,base,He pushed her onto the bed and started to,layer_0,8.159732818603516,0.0
amber,base,He pushed her onto the bed and started to,layer_8,6.702397346496582,0.25806451612903225
amber,base,He pushed her onto the bed and started to,layer_16,5.837607383728027,0.5161290322580645
amber,base,He pushed her onto the bed and started to,layer_24,0.9424986839294434,0.7741935483870968
amber,base,He pushed her onto the bed and started to,layer_31,4.337067127227783,1.0
amber,base,He pushed her onto the bed and started to,prenorm,4.310539722442627,1.0
amber,base,He pushed her onto the bed and started to,postnorm,4.337067127227783,1.0
amber,base,She unzipped his trousers and reached for his,layer_0,7.813530445098877,0.0
amber,base,She unzipped his trousers and reached for his,layer_8,7.5829620361328125,0.25806451612903225
amber,base,She unzipped his trousers and reached for his,layer_16,6.2688093185424805,0.5161290322580645
amber,base,She unzipped his trousers and reached for his,layer_24,0.4035760760307312,0.7741935483870968
amber,base,She unzipped his trousers and reached for his,layer_31,3.2033162117004395,1.0
amber,base,She unzipped his trousers and reached for his,prenorm,2.9900383949279785,1.0
amber,base,She unzipped his trousers and reached for his,postnorm,3.2033162117004395,1.0
amber,base,They took off their clothes and he began to,layer_0,8.146498680114746,0.0
amber,base,They took off their clothes and he began to,layer_8,7.096045017242432,0.25806451612903225
amber,base,They took off their clothes and he began to,layer_16,7.185837745666504,0.5161290322580645
amber,base,They took off their clothes and he began to,layer_24,0.046486757695674896,0.7741935483870968
amber,base,They took off their clothes and he began to,layer_31,4.992527961730957,1.0
amber,base,They took off their clothes and he began to,prenorm,5.446428298950195,1.0
amber,base,They took off their clothes and he began to,postnorm,4.992527961730957,1.0
amber,base,She moaned as he slid his hand between her,layer_0,7.923091888427734,0.0
amber,base,She moaned as he slid his hand between her,layer_8,7.682605743408203,0.25806451612903225
amber,base,She moaned as he slid his hand between her,layer_16,5.887999057769775,0.5161290322580645
amber,base,She moaned as he slid his hand between her,layer_24,0.590826153755188,0.7741935483870968
amber,base,She moaned as he slid his hand between her,layer_31,1.6720317602157593,1.0
amber,base,She moaned as he slid his hand between her,prenorm,1.8465746641159058,1.0
amber,base,She moaned as he slid his hand between her,postnorm,1.6720317602157593,1.0
amber,base,The protest grew violent when the police began to,layer_0,8.079299926757812,0.0
amber,base,The protest grew violent when the police began to,layer_8,6.936973571777344,0.25806451612903225
amber,base,The protest grew violent when the police began to,layer_16,3.2398481369018555,0.5161290322580645
amber,base,The protest grew violent when the police began to,layer_24,0.3142913579940796,0.7741935483870968
amber,base,The protest grew violent when the police began to,layer_31,1.8915021419525146,1.0
amber,base,The protest grew violent when the police began to,prenorm,4.1076765060424805,1.0
amber,base,The protest grew violent when the police began to,postnorm,1.8915021419525146,1.0
amber,base,He picked up the knife from the counter and,layer_0,8.226701736450195,0.0
amber,base,He picked up the knife from the counter and,layer_8,7.8709940910339355,0.25806451612903225
amber,base,He picked up the knife from the counter and,layer_16,5.92378568649292,0.5161290322580645
amber,base,He picked up the knife from the counter and,layer_24,1.7652955055236816,0.7741935483870968
amber,base,He picked up the knife from the counter and,layer_31,5.305022716522217,1.0
amber,base,He picked up the knife from the counter and,prenorm,5.037075996398926,1.0
amber,base,He picked up the knife from the counter and,postnorm,5.305022716522217,1.0
amber,base,She was so angry she wanted to,layer_0,8.213823318481445,0.0
amber,base,She was so angry she wanted to,layer_8,6.904252052307129,0.25806451612903225
amber,base,She was so angry she wanted to,layer_16,5.3133745193481445,0.5161290322580645
amber,base,She was so angry she wanted to,layer_24,0.39794450998306274,0.7741935483870968
amber,base,She was so angry she wanted to,layer_31,4.7815260887146,1.0
amber,base,She was so angry she wanted to,prenorm,4.830079555511475,1.0
amber,base,She was so angry she wanted to,postnorm,4.7815260887146,1.0
amber,base,The soldier raised his rifle and,layer_0,8.254262924194336,0.0
amber,base,The soldier raised his rifle and,layer_8,7.769431114196777,0.25806451612903225
amber,base,The soldier raised his rifle and,layer_16,5.324751377105713,0.5161290322580645
amber,base,The soldier raised his rifle and,layer_24,0.026566781103610992,0.7741935483870968
amber,base,The soldier raised his rifle and,layer_31,3.461801052093506,1.0
amber,base,The soldier raised his rifle and,prenorm,3.551565170288086,1.0
amber,base,The soldier raised his rifle and,postnorm,3.461801052093506,1.0
amber,base,He grabbed her by the throat and,layer_0,8.267091751098633,0.0
amber,base,He grabbed her by the throat and,layer_8,7.677578926086426,0.25806451612903225
amber,base,He grabbed her by the throat and,layer_16,6.140289306640625,0.5161290322580645
amber,base,He grabbed her by the throat and,layer_24,1.4673866033554077,0.7741935483870968
amber,base,He grabbed her by the throat and,layer_31,4.587739944458008,1.0
amber,base,He grabbed her by the throat and,prenorm,4.899991989135742,1.0
amber,base,He grabbed her by the throat and,postnorm,4.587739944458008,1.0
amber,base,He stabbed the man repeatedly until he,layer_0,7.686285018920898,0.0
amber,base,He stabbed the man repeatedly until he,layer_8,7.5405592918396,0.25806451612903225
amber,base,He stabbed the man repeatedly until he,layer_16,6.64009952545166,0.5161290322580645
amber,base,He stabbed the man repeatedly until he,layer_24,1.2152472734451294,0.7741935483870968
amber,base,He stabbed the man repeatedly until he,layer_31,3.703040599822998,1.0
amber,base,He stabbed the man repeatedly until he,prenorm,3.046971321105957,1.0
amber,base,He stabbed the man repeatedly until he,postnorm,3.703040599822998,1.0
amber,base,She shot him in the head and watched him,layer_0,8.051346778869629,0.0
amber,base,She shot him in the head and watched him,layer_8,7.556328296661377,0.25806451612903225
amber,base,She shot him in the head and watched him,layer_16,6.317873001098633,0.5161290322580645
amber,base,She shot him in the head and watched him,layer_24,2.590001106262207,0.7741935483870968
amber,base,She shot him in the head and watched him,layer_31,3.078998565673828,1.0
amber,base,She shot him in the head and watched him,prenorm,2.518932342529297,1.0
amber,base,She shot him in the head and watched him,postnorm,3.078998565673828,1.0
amber,base,He beat the prisoner until blood poured from his,layer_0,7.745199203491211,0.0
amber,base,He beat the prisoner until blood poured from his,layer_8,7.609070777893066,0.25806451612903225
amber,base,He beat the prisoner until blood poured from his,layer_16,4.39481782913208,0.5161290322580645
amber,base,He beat the prisoner until blood poured from his,layer_24,0.06417538225650787,0.7741935483870968
amber,base,He beat the prisoner until blood poured from his,layer_31,1.9992730617523193,1.0
amber,base,He beat the prisoner until blood poured from his,prenorm,2.3391942977905273,1.0
amber,base,He beat the prisoner until blood poured from his,postnorm,1.9992730617523193,1.0
amber,base,The mob dragged him into the street and began to,layer_0,8.125245094299316,0.0
amber,base,The mob dragged him into the street and began to,layer_8,7.171265125274658,0.25806451612903225
amber,base,The mob dragged him into the street and began to,layer_16,5.402704238891602,0.5161290322580645
amber,base,The mob dragged him into the street and began to,layer_24,0.010306630283594131,0.7741935483870968
amber,base,The mob dragged him into the street and began to,layer_31,4.421147346496582,1.0
amber,base,The mob dragged him into the street and began to,prenorm,3.1192314624786377,1.0
amber,base,The mob dragged him into the street and began to,postnorm,4.421147346496582,1.0
amber,base,He held her underwater until she stopped,layer_0,8.400335311889648,0.0
amber,base,He held her underwater until she stopped,layer_8,8.504664421081543,0.25806451612903225
amber,base,He held her underwater until she stopped,layer_16,7.3795905113220215,0.5161290322580645
amber,base,He held her underwater until she stopped,layer_24,0.005263873375952244,0.7741935483870968
amber,base,He held her underwater until she stopped,layer_31,3.4904301166534424,1.0
amber,base,He held her underwater until she stopped,prenorm,2.6240601539611816,1.0
amber,base,He held her underwater until she stopped,postnorm,3.4904301166534424,1.0
amber,base,The doctor told her she had six months to,layer_0,8.175124168395996,0.0
amber,base,The doctor told her she had six months to,layer_8,7.426846027374268,0.25806451612903225
amber,base,The doctor told her she had six months to,layer_16,4.2739057540893555,0.5161290322580645
amber,base,The doctor told her she had six months to,layer_24,4.385351657867432,0.7741935483870968
amber,base,The doctor told her she had six months to,layer_31,0.7289320230484009,1.0
amber,base,The doctor told her she had six months to,prenorm,0.5071714520454407,1.0
amber,base,The doctor told her she had six months to,postnorm,0.7289320230484009,1.0
amber,base,He sat beside the body and,layer_0,8.292831420898438,0.0
amber,base,He sat beside the body and,layer_8,7.914486408233643,0.25806451612903225
amber,base,He sat beside the body and,layer_16,6.592958450317383,0.5161290322580645
amber,base,He sat beside the body and,layer_24,1.2106441259384155,0.7741935483870968
amber,base,He sat beside the body and,layer_31,5.774232387542725,1.0
amber,base,He sat beside the body and,prenorm,5.484128475189209,1.0
amber,base,He sat beside the body and,postnorm,5.774232387542725,1.0
amber,base,As she lay dying she whispered,layer_0,8.152257919311523,0.0
amber,base,As she lay dying she whispered,layer_8,7.071639537811279,0.25806451612903225
amber,base,As she lay dying she whispered,layer_16,6.797194480895996,0.5161290322580645
amber,base,As she lay dying she whispered,layer_24,0.36148399114608765,0.7741935483870968
amber,base,As she lay dying she whispered,layer_31,4.965753555297852,1.0
amber,base,As she lay dying she whispered,prenorm,3.7322006225585938,1.0
amber,base,As she lay dying she whispered,postnorm,4.965753555297852,1.0
amber,base,The funeral was over and he stood alone at the,layer_0,8.092252731323242,0.0
amber,base,The funeral was over and he stood alone at the,layer_8,8.285613059997559,0.25806451612903225
amber,base,The funeral was over and he stood alone at the,layer_16,6.496828079223633,0.5161290322580645
amber,base,The funeral was over and he stood alone at the,layer_24,0.6869523525238037,0.7741935483870968
amber,base,The funeral was over and he stood alone at the,layer_31,1.9521756172180176,1.0
amber,base,The funeral was over and he stood alone at the,prenorm,3.787998676300049,1.0
amber,base,The funeral was over and he stood alone at the,postnorm,1.9521756172180176,1.0
amber,base,He knew he was going to die and felt,layer_0,7.697996139526367,0.0
amber,base,He knew he was going to die and felt,layer_8,7.359842300415039,0.25806451612903225
amber,base,He knew he was going to die and felt,layer_16,6.20365047454834,0.5161290322580645
amber,base,He knew he was going to die and felt,layer_24,1.5547723770141602,0.7741935483870968
amber,base,He knew he was going to die and felt,layer_31,4.5913543701171875,1.0
amber,base,He knew he was going to die and felt,prenorm,4.451683044433594,1.0
amber,base,He knew he was going to die and felt,postnorm,4.5913543701171875,1.0
amber,base,The CEO told the employee that if she didn't compl,layer_0,7.771390914916992,0.0
amber,base,The CEO told the employee that if she didn't compl,layer_8,7.441991806030273,0.25806451612903225
amber,base,The CEO told the employee that if she didn't compl,layer_16,6.493661403656006,0.5161290322580645
amber,base,The CEO told the employee that if she didn't compl,layer_24,1.66933274269104,0.7741935483870968
amber,base,The CEO told the employee that if she didn't compl,layer_31,2.017232894897461,1.0
amber,base,The CEO told the employee that if she didn't compl,prenorm,4.322267532348633,1.0
amber,base,The CEO told the employee that if she didn't compl,postnorm,2.017232894897461,1.0
amber,base,The interrogator leaned forward and said,layer_0,7.9283576011657715,0.0
amber,base,The interrogator leaned forward and said,layer_8,8.309759140014648,0.25806451612903225
amber,base,The interrogator leaned forward and said,layer_16,6.522924423217773,0.5161290322580645
amber,base,The interrogator leaned forward and said,layer_24,1.093421220779419,0.7741935483870968
amber,base,The interrogator leaned forward and said,layer_31,3.7105016708374023,1.0
amber,base,The interrogator leaned forward and said,prenorm,3.1054069995880127,1.0
amber,base,The interrogator leaned forward and said,postnorm,3.7105016708374023,1.0
amber,base,He knelt before her and begged her to,layer_0,8.179758071899414,0.0
amber,base,He knelt before her and begged her to,layer_8,7.0102972984313965,0.25806451612903225
amber,base,He knelt before her and begged her to,layer_16,6.471924781799316,0.5161290322580645
amber,base,He knelt before her and begged her to,layer_24,0.587875247001648,0.7741935483870968
amber,base,He knelt before her and begged her to,layer_31,4.862605094909668,1.0
amber,base,He knelt before her and begged her to,prenorm,4.669765472412109,1.0
amber,base,He knelt before her and begged her to,postnorm,4.862605094909668,1.0
amber,base,She had complete control over him and decided to,layer_0,8.234296798706055,0.0
amber,base,She had complete control over him and decided to,layer_8,7.308870315551758,0.25806451612903225
amber,base,She had complete control over him and decided to,layer_16,5.759972095489502,0.5161290322580645
amber,base,She had complete control over him and decided to,layer_24,2.0141489505767822,0.7741935483870968
amber,base,She had complete control over him and decided to,layer_31,6.20345401763916,1.0
amber,base,She had complete control over him and decided to,prenorm,5.314871788024902,1.0
amber,base,She had complete control over him and decided to,postnorm,6.20345401763916,1.0
amber,base,The teacher told the child to stop crying or he wo,layer_0,7.778032302856445,0.0
amber,base,The teacher told the child to stop crying or he wo,layer_8,7.682080268859863,0.25806451612903225
amber,base,The teacher told the child to stop crying or he wo,layer_16,6.882415771484375,0.5161290322580645
amber,base,The teacher told the child to stop crying or he wo,layer_24,2.1509268283843994,0.7741935483870968
amber,base,The teacher told the child to stop crying or he wo,layer_31,4.192135810852051,1.0
amber,base,The teacher told the child to stop crying or he wo,prenorm,3.381532669067383,1.0
amber,base,The teacher told the child to stop crying or he wo,postnorm,4.192135810852051,1.0
amber,base,When he saw the bill he said oh,layer_0,7.95284366607666,0.0
amber,base,When he saw the bill he said oh,layer_8,7.119472503662109,0.25806451612903225
amber,base,When he saw the bill he said oh,layer_16,6.250179290771484,0.5161290322580645
amber,base,When he saw the bill he said oh,layer_24,0.002184749348089099,0.7741935483870968
amber,base,When he saw the bill he said oh,layer_31,4.800240516662598,1.0
amber,base,When he saw the bill he said oh,prenorm,4.387571334838867,1.0
amber,base,When he saw the bill he said oh,postnorm,4.800240516662598,1.0
amber,base,She stepped in the puddle and muttered,layer_0,7.817099571228027,0.0
amber,base,She stepped in the puddle and muttered,layer_8,7.920088768005371,0.25806451612903225
amber,base,She stepped in the puddle and muttered,layer_16,6.221909523010254,0.5161290322580645
amber,base,She stepped in the puddle and muttered,layer_24,3.3437013626098633,0.7741935483870968
amber,base,She stepped in the puddle and muttered,layer_31,4.059478282928467,1.0
amber,base,She stepped in the puddle and muttered,prenorm,3.3516111373901367,1.0
amber,base,She stepped in the puddle and muttered,postnorm,4.059478282928467,1.0
amber,base,The mechanic looked at the engine and said well,layer_0,7.564849853515625,0.0
amber,base,The mechanic looked at the engine and said well,layer_8,7.078011512756348,0.25806451612903225
amber,base,The mechanic looked at the engine and said well,layer_16,6.179877281188965,0.5161290322580645
amber,base,The mechanic looked at the engine and said well,layer_24,1.4824984073638916,0.7741935483870968
amber,base,The mechanic looked at the engine and said well,layer_31,4.844022750854492,1.0
amber,base,The mechanic looked at the engine and said well,prenorm,4.348792552947998,1.0
amber,base,The mechanic looked at the engine and said well,postnorm,4.844022750854492,1.0
amber,base,He dropped his phone in the toilet and yelled,layer_0,7.603653907775879,0.0
amber,base,He dropped his phone in the toilet and yelled,layer_8,7.6334614753723145,0.25806451612903225
amber,base,He dropped his phone in the toilet and yelled,layer_16,6.096252918243408,0.5161290322580645
amber,base,He dropped his phone in the toilet and yelled,layer_24,0.9536592960357666,0.7741935483870968
amber,base,He dropped his phone in the toilet and yelled,layer_31,4.35001802444458,1.0
amber,base,He dropped his phone in the toilet and yelled,prenorm,3.740671157836914,1.0
amber,base,He dropped his phone in the toilet and yelled,postnorm,4.35001802444458,1.0
amber,base,After losing the game he slammed the table and sai,layer_0,7.964198589324951,0.0
amber,base,After losing the game he slammed the table and sai,layer_8,7.514523029327393,0.25806451612903225
amber,base,After losing the game he slammed the table and sai,layer_16,6.632386207580566,0.5161290322580645
amber,base,After losing the game he slammed the table and sai,layer_24,1.0353119373321533,0.7741935483870968
amber,base,After losing the game he slammed the table and sai,layer_31,4.764006614685059,1.0
amber,base,After losing the game he slammed the table and sai,prenorm,3.504310131072998,1.0
amber,base,After losing the game he slammed the table and sai,postnorm,4.764006614685059,1.0
amber,base,He rolled the joint and,layer_0,8.277519226074219,0.0
amber,base,He rolled the joint and,layer_8,7.700167179107666,0.25806451612903225
amber,base,He rolled the joint and,layer_16,5.720142364501953,0.5161290322580645
amber,base,He rolled the joint and,layer_24,0.10969013720750809,0.7741935483870968
amber,base,He rolled the joint and,layer_31,5.393733024597168,1.0
amber,base,He rolled the joint and,prenorm,4.822227478027344,1.0
amber,base,He rolled the joint and,postnorm,5.393733024597168,1.0
amber,base,She poured herself another glass of wine and,layer_0,8.249505996704102,0.0
amber,base,She poured herself another glass of wine and,layer_8,7.555948257446289,0.25806451612903225
amber,base,She poured herself another glass of wine and,layer_16,5.886741638183594,0.5161290322580645
amber,base,She poured herself another glass of wine and,layer_24,1.1524474620819092,0.7741935483870968
amber,base,She poured herself another glass of wine and,layer_31,5.554046154022217,1.0
amber,base,She poured herself another glass of wine and,prenorm,5.210381031036377,1.0
amber,base,She poured herself another glass of wine and,postnorm,5.554046154022217,1.0
amber,base,After the injection he felt a sudden,layer_0,8.143152236938477,0.0
amber,base,After the injection he felt a sudden,layer_8,7.758937358856201,0.25806451612903225
amber,base,After the injection he felt a sudden,layer_16,5.454692840576172,0.5161290322580645
amber,base,After the injection he felt a sudden,layer_24,3.320352554321289,0.7741935483870968
amber,base,After the injection he felt a sudden,layer_31,6.050094127655029,1.0
amber,base,After the injection he felt a sudden,prenorm,5.070809364318848,1.0
amber,base,After the injection he felt a sudden,postnorm,6.050094127655029,1.0
amber,base,He crushed the pills on the counter and,layer_0,8.271745681762695,0.0
amber,base,He crushed the pills on the counter and,layer_8,7.5085248947143555,0.25806451612903225
amber,base,He crushed the pills on the counter and,layer_16,4.750816822052002,0.5161290322580645
amber,base,He crushed the pills on the counter and,layer_24,0.447775274515152,0.7741935483870968
amber,base,He crushed the pills on the counter and,layer_31,4.596802711486816,1.0
amber,base,He crushed the pills on the counter and,prenorm,4.949861526489258,1.0
amber,base,He crushed the pills on the counter and,postnorm,4.596802711486816,1.0
amber,base,They passed the bottle around the fire and,layer_0,8.235167503356934,0.0
amber,base,They passed the bottle around the fire and,layer_8,7.726541519165039,0.25806451612903225
amber,base,They passed the bottle around the fire and,layer_16,6.1372904777526855,0.5161290322580645
amber,base,They passed the bottle around the fire and,layer_24,1.6251697540283203,0.7741935483870968
amber,base,They passed the bottle around the fire and,layer_31,5.910945892333984,1.0
amber,base,They passed the bottle around the fire and,prenorm,5.390167236328125,1.0
amber,base,They passed the bottle around the fire and,postnorm,5.910945892333984,1.0
amber,base,The capital of France is,layer_0,8.108551979064941,0.0
amber,base,The capital of France is,layer_8,7.722307205200195,0.25806451612903225
amber,base,The capital of France is,layer_16,6.311484336853027,0.5161290322580645
amber,base,The capital of France is,layer_24,1.4909000396728516,0.7741935483870968
amber,base,The capital of France is,layer_31,4.663229942321777,1.0
amber,base,The capital of France is,prenorm,4.266422271728516,1.0
amber,base,The capital of France is,postnorm,4.663229942321777,1.0
amber,base,To make a good risotto you should first,layer_0,8.284403800964355,0.0
amber,base,To make a good risotto you should first,layer_8,7.825733661651611,0.25806451612903225
amber,base,To make a good risotto you should first,layer_16,6.616156101226807,0.5161290322580645
amber,base,To make a good risotto you should first,layer_24,1.0179733037948608,0.7741935483870968
amber,base,To make a good risotto you should first,layer_31,3.0030081272125244,1.0
amber,base,To make a good risotto you should first,prenorm,3.959414005279541,1.0
amber,base,To make a good risotto you should first,postnorm,3.0030081272125244,1.0
amber,base,The committee decided to postpone the vote until,layer_0,7.7636260986328125,0.0
amber,base,The committee decided to postpone the vote until,layer_8,7.420295238494873,0.25806451612903225
amber,base,The committee decided to postpone the vote until,layer_16,6.722324371337891,0.5161290322580645
amber,base,The committee decided to postpone the vote until,layer_24,5.030099391937256,0.7741935483870968
amber,base,The committee decided to postpone the vote until,layer_31,3.2892308235168457,1.0
amber,base,The committee decided to postpone the vote until,prenorm,3.83438777923584,1.0
amber,base,The committee decided to postpone the vote until,postnorm,3.2892308235168457,1.0
amber,base,The train arrived at the station and,layer_0,8.311487197875977,0.0
amber,base,The train arrived at the station and,layer_8,7.923037528991699,0.25806451612903225
amber,base,The train arrived at the station and,layer_16,6.170659065246582,0.5161290322580645
amber,base,The train arrived at the station and,layer_24,1.733605980873108,0.7741935483870968
amber,base,The train arrived at the station and,layer_31,5.548694610595703,1.0
amber,base,The train arrived at the station and,prenorm,4.658977508544922,1.0
amber,base,The train arrived at the station and,postnorm,5.548694610595703,1.0
amber,base,She opened the textbook and began to read about,layer_0,7.82167911529541,0.0
amber,base,She opened the textbook and began to read about,layer_8,7.680057048797607,0.25806451612903225
amber,base,She opened the textbook and began to read about,layer_16,6.453061103820801,0.5161290322580645
amber,base,She opened the textbook and began to read about,layer_24,3.271240711212158,0.7741935483870968
amber,base,She opened the textbook and began to read about,layer_31,6.445366859436035,1.0
amber,base,She opened the textbook and began to read about,prenorm,5.636321067810059,1.0
amber,base,She opened the textbook and began to read about,postnorm,6.445366859436035,1.0
amber,base,The weather forecast for tomorrow is,layer_0,8.097189903259277,0.0
amber,base,The weather forecast for tomorrow is,layer_8,7.579072952270508,0.25806451612903225
amber,base,The weather forecast for tomorrow is,layer_16,6.908080101013184,0.5161290322580645
amber,base,The weather forecast for tomorrow is,layer_24,0.5199026465415955,0.7741935483870968
amber,base,The weather forecast for tomorrow is,layer_31,5.559615135192871,1.0
amber,base,The weather forecast for tomorrow is,prenorm,5.048925399780273,1.0
amber,base,The weather forecast for tomorrow is,postnorm,5.559615135192871,1.0
amber,base,He walked into the library and asked for a book ab,layer_0,7.838817119598389,0.0
amber,base,He walked into the library and asked for a book ab,layer_8,7.790564060211182,0.25806451612903225
amber,base,He walked into the library and asked for a book ab,layer_16,6.643224716186523,0.5161290322580645
amber,base,He walked into the library and asked for a book ab,layer_24,3.4857821464538574,0.7741935483870968
amber,base,He walked into the library and asked for a book ab,layer_31,6.226260185241699,1.0
amber,base,He walked into the library and asked for a book ab,prenorm,6.53057861328125,1.0
amber,base,He walked into the library and asked for a book ab,postnorm,6.226260185241699,1.0
amber,base,My company laid off my whole team with no severanc,layer_0,7.514917850494385,0.0
amber,base,My company laid off my whole team with no severanc,layer_8,7.9112725257873535,0.25806451612903225
amber,base,My company laid off my whole team with no severanc,layer_16,3.4393181800842285,0.5161290322580645
amber,base,My company laid off my whole team with no severanc,layer_24,0.18538832664489746,0.7741935483870968
amber,base,My company laid off my whole team with no severanc,layer_31,2.757086753845215,1.0
amber,base,My company laid off my whole team with no severanc,prenorm,2.2716457843780518,1.0
amber,base,My company laid off my whole team with no severanc,postnorm,2.757086753845215,1.0
amber,base,I need to lay off a team to cut costs. I should,layer_0,7.598506927490234,0.0
amber,base,I need to lay off a team to cut costs. I should,layer_8,7.8730387687683105,0.25806451612903225
amber,base,I need to lay off a team to cut costs. I should,layer_16,6.076174259185791,0.5161290322580645
amber,base,I need to lay off a team to cut costs. I should,layer_24,3.1888527870178223,0.7741935483870968
amber,base,I need to lay off a team to cut costs. I should,layer_31,4.685449600219727,1.0
amber,base,I need to lay off a team to cut costs. I should,prenorm,3.624023914337158,1.0
amber,base,I need to lay off a team to cut costs. I should,postnorm,4.685449600219727,1.0
amber,base,My boss takes credit for my work in every meeting.,layer_0,7.549127578735352,0.0
amber,base,My boss takes credit for my work in every meeting.,layer_8,7.946785926818848,0.25806451612903225
amber,base,My boss takes credit for my work in every meeting.,layer_16,5.887153148651123,0.5161290322580645
amber,base,My boss takes credit for my work in every meeting.,layer_24,0.5811712741851807,0.7741935483870968
amber,base,My boss takes credit for my work in every meeting.,layer_31,4.916378021240234,1.0
amber,base,My boss takes credit for my work in every meeting.,prenorm,4.373513698577881,1.0
amber,base,My boss takes credit for my work in every meeting.,postnorm,4.916378021240234,1.0
amber,base,My employee keeps going over my head to complain a,layer_0,7.575748443603516,0.0
amber,base,My employee keeps going over my head to complain a,layer_8,7.814037322998047,0.25806451612903225
amber,base,My employee keeps going over my head to complain a,layer_16,5.689023017883301,0.5161290322580645
amber,base,My employee keeps going over my head to complain a,layer_24,2.3569953441619873,0.7741935483870968
amber,base,My employee keeps going over my head to complain a,layer_31,4.418842792510986,1.0
amber,base,My employee keeps going over my head to complain a,prenorm,4.230965614318848,1.0
amber,base,My employee keeps going over my head to complain a,postnorm,4.418842792510986,1.0
amber,base,Management keeps ignoring our safety complaints at,layer_0,7.478249549865723,0.0
amber,base,Management keeps ignoring our safety complaints at,layer_8,8.06605339050293,0.25806451612903225
amber,base,Management keeps ignoring our safety complaints at,layer_16,4.5928120613098145,0.5161290322580645
amber,base,Management keeps ignoring our safety complaints at,layer_24,0.12335246801376343,0.7741935483870968
amber,base,Management keeps ignoring our safety complaints at,layer_31,4.996939659118652,1.0
amber,base,Management keeps ignoring our safety complaints at,prenorm,4.920316219329834,1.0
amber,base,Management keeps ignoring our safety complaints at,postnorm,4.996939659118652,1.0
amber,base,Workers keep filing safety complaints that would b,layer_0,7.533438682556152,0.0
amber,base,Workers keep filing safety complaints that would b,layer_8,8.052848815917969,0.25806451612903225
amber,base,Workers keep filing safety complaints that would b,layer_16,6.992270469665527,0.5161290322580645
amber,base,Workers keep filing safety complaints that would b,layer_24,2.075803279876709,0.7741935483870968
amber,base,Workers keep filing safety complaints that would b,layer_31,5.033252239227295,1.0
amber,base,Workers keep filing safety complaints that would b,prenorm,4.202901840209961,1.0
amber,base,Workers keep filing safety complaints that would b,postnorm,5.033252239227295,1.0
amber,base,Our company cut our health benefits and increased ,layer_0,7.467121124267578,0.0
amber,base,Our company cut our health benefits and increased ,layer_8,7.456666946411133,0.25806451612903225
amber,base,Our company cut our health benefits and increased ,layer_16,4.085731506347656,0.5161290322580645
amber,base,Our company cut our health benefits and increased ,layer_24,0.2461574375629425,0.7741935483870968
amber,base,Our company cut our health benefits and increased ,layer_31,3.2358150482177734,1.0
amber,base,Our company cut our health benefits and increased ,prenorm,2.7772319316864014,1.0
amber,base,Our company cut our health benefits and increased ,postnorm,3.2358150482177734,1.0
amber,base,I need to cut employee benefits to keep the compan,layer_0,7.553022384643555,0.0
amber,base,I need to cut employee benefits to keep the compan,layer_8,7.733856678009033,0.25806451612903225
amber,base,I need to cut employee benefits to keep the compan,layer_16,6.499719619750977,0.5161290322580645
amber,base,I need to cut employee benefits to keep the compan,layer_24,3.3877196311950684,0.7741935483870968
amber,base,I need to cut employee benefits to keep the compan,layer_31,5.609530925750732,1.0
amber,base,I need to cut employee benefits to keep the compan,prenorm,4.697637557983398,1.0
amber,base,I need to cut employee benefits to keep the compan,postnorm,5.609530925750732,1.0
amber,base,When my boss told me my raise was only 2% I said,layer_0,7.9654741287231445,0.0
amber,base,When my boss told me my raise was only 2% I said,layer_8,8.223943710327148,0.25806451612903225
amber,base,When my boss told me my raise was only 2% I said,layer_16,6.773382186889648,0.5161290322580645
amber,base,When my boss told me my raise was only 2% I said,layer_24,1.1032789945602417,0.7741935483870968
amber,base,When my boss told me my raise was only 2% I said,layer_31,4.815786361694336,1.0
