family,stage,prompt,layer,h_attention,h_value_proj
amber,aligned,Management keeps ignoring our safety complaints at,9,1.877751350402832,5.505730628967285
amber,aligned,Management keeps ignoring our safety complaints at,10,1.7213455606251955,6.1732635498046875
amber,aligned,Management keeps ignoring our safety complaints at,11,1.6707914154976606,5.182707786560059
amber,aligned,Management keeps ignoring our safety complaints at,12,1.3856910523027182,4.321748733520508
amber,aligned,Management keeps ignoring our safety complaints at,13,1.557991724461317,4.596681594848633
amber,aligned,Management keeps ignoring our safety complaints at,14,1.324219890870154,4.817439079284668
amber,aligned,Management keeps ignoring our safety complaints at,15,1.5268483236432076,4.910952568054199
amber,aligned,Management keeps ignoring our safety complaints at,16,1.3448408064432442,3.9845523834228516
amber,aligned,Management keeps ignoring our safety complaints at,17,1.1687209193414674,4.899702072143555
amber,aligned,Management keeps ignoring our safety complaints at,18,1.1549968191538937,5.43760347366333
amber,aligned,Management keeps ignoring our safety complaints at,19,1.009674504166469,5.216135025024414
amber,aligned,Management keeps ignoring our safety complaints at,20,1.0389517382136546,5.440119743347168
amber,aligned,Management keeps ignoring our safety complaints at,21,1.3054738363134675,3.6122279167175293
amber,aligned,Management keeps ignoring our safety complaints at,22,0.7598958478774875,5.89577579498291
amber,aligned,Management keeps ignoring our safety complaints at,23,1.1575105022639036,3.1127004623413086
amber,aligned,Management keeps ignoring our safety complaints at,24,0.9773148676613346,2.3652830123901367
amber,aligned,Management keeps ignoring our safety complaints at,25,0.9955367464572191,5.263186454772949
amber,aligned,Management keeps ignoring our safety complaints at,26,0.9946662206202745,1.6026346683502197
amber,aligned,Management keeps ignoring our safety complaints at,27,1.1427907762117684,1.5864744186401367
amber,aligned,Management keeps ignoring our safety complaints at,28,1.0442249458283186,0.24674084782600403
amber,aligned,Management keeps ignoring our safety complaints at,29,0.956052272580564,1.9673383235931396
amber,aligned,Management keeps ignoring our safety complaints at,30,0.9441053639166057,3.033789873123169
amber,aligned,Management keeps ignoring our safety complaints at,31,1.0370443011634052,2.0710504055023193
