family,layer,prompt,gen_idx,window,violence_proj,procedural_proj,sexual_proj
qwen,base,worker,2,20,0.09596778,0.21470512,-0.020698145
qwen,base,worker,2,30,0.08320408,0.21649578,-0.055349085
qwen,base,worker,2,49,0.086668715,0.22694576,0.0035894625
qwen,base,worker,3,5,-0.017127432,0.08007107,0.017554032
qwen,base,worker,3,10,0.01252833,0.13824296,-0.03533516
qwen,base,worker,3,15,0.007462222,0.11263658,-0.047848713
qwen,base,worker,3,20,0.06431264,0.13730213,0.019071974
qwen,base,worker,3,30,0.06933184,0.0782386,0.040023953
qwen,base,worker,3,49,0.08942105,0.058490228,0.02313755
qwen,base,worker,4,5,0.0058438824,-0.0063702157,-0.08929919
qwen,base,worker,4,10,0.056985814,0.020068012,-0.11167988
qwen,base,worker,4,15,0.03477886,0.038539242,-0.08856548
qwen,base,worker,4,20,0.102842554,0.015229605,-0.09359618
qwen,base,worker,4,30,0.079890184,-0.009504544,-0.07288697
qwen,base,worker,4,49,0.08149803,-0.012189914,-0.066733
qwen,base,worker,5,5,0.03880811,-0.038716495,-0.14042065
qwen,base,worker,5,10,0.036770582,-0.007247174,-0.14587025
qwen,base,worker,5,15,-0.0028479146,0.029739823,-0.080264576
qwen,base,worker,5,20,0.039238013,0.05707074,-0.029840555
qwen,base,worker,5,30,0.031199368,0.0951988,-0.030141093
qwen,base,worker,5,49,0.045170918,0.066401064,-0.05129864
qwen,base,worker,6,5,0.021184037,0.017928801,-0.062305186
qwen,base,worker,6,10,0.033383556,-0.028832,-0.09611844
qwen,base,worker,6,15,0.07168143,0.016449528,-0.060110986
qwen,base,worker,6,20,0.059932806,0.0014496148,-0.052412733
qwen,base,worker,6,30,0.069305494,0.011069447,-0.08535161
qwen,base,worker,6,49,0.088975824,0.02029924,-0.029788986
qwen,base,worker,7,5,0.014837234,-0.022435041,-0.10569839
qwen,base,worker,7,10,-0.026313853,0.010100646,-0.07873183
qwen,base,worker,7,15,0.0037366184,-0.039044574,-0.13456053
qwen,base,worker,7,20,0.02313693,-0.0015152209,-0.11779304
qwen,base,worker,7,30,-0.0008677626,0.009120051,-0.108992055
qwen,base,worker,7,49,0.002306969,0.008761313,-0.13410833
qwen,base,worker,8,5,0.00759778,0.066527165,-0.04322522
qwen,base,worker,8,10,0.0434127,0.047771614,-0.051722385
qwen,base,worker,8,15,0.057275653,0.028660433,-0.07766354
qwen,base,worker,8,20,0.05958521,0.04572963,-0.06827517
qwen,base,worker,8,30,0.03551978,-0.0018743228,-0.07453446
qwen,base,worker,8,49,-0.0041242684,-0.00021306518,-0.06128661
qwen,base,worker,9,5,0.0063836435,-0.011419807,-0.095311046
qwen,base,worker,9,10,0.04185942,-0.040055834,-0.08070725
qwen,base,worker,9,15,0.029552165,-0.01252499,-0.06788804
qwen,base,worker,9,20,0.044395357,-0.023907667,-0.047713816
qwen,base,worker,9,30,0.041793358,-0.0017936919,-0.08304408
qwen,base,worker,9,49,0.05418466,-0.0005393373,-0.09236127
qwen,superego,worker,0,5,0.006935537,0.07477516,-0.11059541
qwen,superego,worker,0,10,0.08218686,0.105122045,-0.12189485
qwen,superego,worker,0,15,0.080576085,0.08617404,-0.10661654
qwen,superego,worker,0,20,0.07933774,0.0015878128,-0.12301311
qwen,superego,worker,0,30,0.10257339,-0.036533613,-0.12625414
qwen,superego,worker,0,49,0.115243025,-0.08289261,-0.1523603
qwen,superego,worker,1,5,0.13155152,0.10121217,-0.080433555
qwen,superego,worker,1,10,0.14968891,0.11147146,-0.05988445
qwen,superego,worker,1,15,0.12626088,0.037752233,-0.08226767
qwen,superego,worker,1,20,0.12937637,0.07612247,-0.06399867
qwen,superego,worker,1,30,0.10468345,0.11331661,-0.062738895
qwen,superego,worker,1,49,0.11840854,0.089487106,-0.059293214
qwen,superego,worker,2,5,0.19141361,-0.09206134,-0.029016953
qwen,superego,worker,2,10,0.15529644,0.008339306,-0.053125523
qwen,superego,worker,2,15,0.15838924,-0.008114858,-0.035070956
qwen,superego,worker,2,20,0.13522689,-0.008714984,-0.06838023
qwen,superego,worker,2,30,0.10558446,0.0153352,-0.06734188
qwen,superego,worker,2,49,0.121324345,0.0005909223,-0.04252145
qwen,superego,worker,3,5,0.00893092,0.018066347,-0.11862089
qwen,superego,worker,3,10,0.11847825,-0.012450183,-0.02444146
qwen,superego,worker,3,15,0.1344951,0.022756334,-0.020396776
qwen,superego,worker,3,20,0.11305354,0.053583596,-0.014298405
qwen,superego,worker,3,30,0.06635326,0.057911996,-0.0034177229
qwen,superego,worker,3,49,0.055586375,0.07223825,0.000744028
qwen,superego,worker,4,5,-0.012534787,0.025437292,-0.094545774
qwen,superego,worker,4,10,0.0027969796,0.013065308,-0.06423359
qwen,superego,worker,4,15,-0.008338065,0.034941304,-0.045120176
qwen,superego,worker,4,20,0.004919037,0.013791581,-0.043604262
qwen,superego,worker,4,30,0.026343465,0.018027157,-0.098186284
qwen,superego,worker,4,49,0.022901464,0.026997427,-0.087042876
qwen,superego,worker,5,5,-0.0054069613,0.13871896,-0.03845078
qwen,superego,worker,5,10,0.04133974,0.07186259,-0.059828945
qwen,superego,worker,5,15,0.029564504,0.061793406,-0.072864406
qwen,superego,worker,5,20,0.01750027,0.06099831,-0.073837295
qwen,superego,worker,5,30,0.021176977,0.06764396,-0.06728546
qwen,superego,worker,5,49,-0.02097774,0.032753695,-0.04985959
qwen,superego,worker,6,5,0.0004111356,-0.01907842,-0.10632439
qwen,superego,worker,6,10,-0.026553672,-0.057008974,-0.11204061
qwen,superego,worker,6,15,0.024855249,-0.028294777,-0.13069442
qwen,superego,worker,6,20,0.057300262,-0.03581672,-0.12707207
qwen,superego,worker,6,30,0.07169001,-0.03873907,-0.13994665
qwen,superego,worker,6,49,0.07727393,-0.053642288,-0.13899426
qwen,superego,worker,7,5,-0.0061018034,0.06632643,-0.10859175
qwen,superego,worker,7,10,-0.0010438124,0.08014747,-0.09199744
qwen,superego,worker,7,15,-0.008588944,0.1438943,-0.06951388
qwen,superego,worker,7,20,0.020693392,0.09474151,-0.0781807
qwen,superego,worker,7,30,0.015221957,0.082678266,-0.08981983
qwen,superego,worker,7,49,0.013034426,0.08138588,-0.11267564
qwen,superego,worker,8,5,0.014456615,0.04968815,-0.0838612
qwen,superego,worker,8,10,0.0039355177,0.013057409,-0.071213484
qwen,superego,worker,8,15,0.03853137,0.03919477,-0.086846605
qwen,superego,worker,8,20,0.0346641,0.048271287,-0.09239268
qwen,superego,worker,8,30,0.03095098,-0.025088966,-0.1018282
qwen,superego,worker,8,49,0.036091093,-0.006603279,-0.10006887
qwen,superego,worker,9,5,-0.0063686403,-0.055051662,-0.091484964
qwen,superego,worker,9,10,-0.009227412,-0.040544484,-0.07280766
qwen,superego,worker,9,15,0.004114818,-0.060128726,-0.07136093
qwen,superego,worker,9,20,0.055248275,-0.033288263,-0.07558838
qwen,superego,worker,9,30,0.03665564,-0.046344064,-0.04769755
qwen,superego,worker,9,49,0.030898957,-0.02657694,-0.029175548
qwen,base,sexual,0,5,-0.032433696,0.05704312,-0.055347763
qwen,base,sexual,0,10,0.05240349,0.06753208,-0.00067516975
qwen,base,sexual,0,15,0.050829202,0.07977885,-0.034114473
qwen,base,sexual,0,20,0.10984845,0.06686794,-0.048702758
qwen,base,sexual,0,30,0.11477861,0.07311923,-0.07872177
qwen,base,sexual,0,49,0.11504311,0.13104302,-0.05967938
qwen,base,sexual,1,5,0.05240547,0.07555581,-0.2369374
qwen,base,sexual,1,10,-0.0042716693,0.07557671,-0.1643681
qwen,base,sexual,1,15,-0.0066091865,0.055502076,-0.121125184
qwen,base,sexual,1,20,0.027943514,0.056678448,-0.14292039
qwen,base,sexual,1,30,0.036610037,0.01898951,-0.07935197
qwen,base,sexual,1,49,0.075599015,0.038723223,-0.07839911
qwen,base,sexual,2,5,0.10503102,0.081271246,-0.07980624
qwen,base,sexual,2,10,0.07902931,0.07237432,-0.11646945
qwen,base,sexual,2,15,0.07587042,0.065729536,-0.13871993
qwen,base,sexual,2,20,0.111050256,0.05892451,-0.1399588
qwen,base,sexual,2,30,0.10850251,0.06303314,-0.06794971
qwen,base,sexual,2,49,0.12333337,0.06748262,-0.0630852
qwen,base,sexual,3,5,0.17766324,0.004595571,-0.017772133
qwen,base,sexual,3,10,0.19064632,0.001328432,-0.078155845
qwen,base,sexual,3,15,0.18949708,0.06892077,-0.0100563625
qwen,base,sexual,3,20,0.19589424,0.07724841,0.008441401
qwen,base,sexual,3,30,0.15125722,0.04900082,-0.04715421
qwen,base,sexual,3,49,0.19296098,-0.023579424,-0.083652146
qwen,base,sexual,4,5,0.029870562,0.013047514,-0.12806207
qwen,base,sexual,4,10,-0.004839455,0.0039215023,-0.06378735
qwen,base,sexual,4,15,0.0149049945,0.021934928,-0.08725392
qwen,base,sexual,4,20,-0.04470349,0.04300968,-0.03357578
qwen,base,sexual,4,30,0.009681473,0.03146732,-0.06100884
qwen,base,sexual,4,49,0.028622046,0.0055576656,-0.063162535
qwen,base,sexual,5,5,0.13524386,0.04743403,-0.15566511
qwen,base,sexual,5,10,0.11827328,0.031547643,-0.13775843
qwen,base,sexual,5,15,0.11253299,0.06169032,-0.11863175
qwen,base,sexual,5,20,0.11356569,0.03608272,-0.14222957
qwen,base,sexual,5,30,0.15865271,0.051178645,-0.08290499
qwen,base,sexual,5,49,0.16150033,0.031816352,-0.089219674
qwen,base,sexual,6,5,-0.020805342,0.07499974,-0.16632631
qwen,base,sexual,6,10,-0.002254244,0.031450834,-0.082220204
qwen,base,sexual,6,15,0.01071766,0.042489614,-0.03752688
qwen,base,sexual,6,20,0.078228004,0.056578778,-0.042175233
qwen,base,sexual,6,30,0.043194883,0.06281749,-0.047504056
qwen,base,sexual,6,49,0.055553883,0.06745165,-0.07244202
qwen,base,sexual,7,5,0.094547726,0.03873714,-0.22735934
qwen,base,sexual,7,10,0.12780252,0.04915886,-0.206054
qwen,base,sexual,7,15,0.090073094,0.040755387,-0.1452424
qwen,base,sexual,7,20,0.17530271,0.026293855,-0.12466964
qwen,base,sexual,7,30,0.17477867,0.046261705,-0.12101946
qwen,base,sexual,7,49,0.12328022,0.05573343,-0.06136549
qwen,base,sexual,8,5,-0.19459659,0.052050143,0.00046127662
qwen,base,sexual,8,10,-0.09295644,0.06477823,-0.041348998
qwen,base,sexual,8,15,-0.06160172,0.042729594,-0.0012195781
qwen,base,sexual,8,20,-0.018685307,0.06369378,0.011370089
qwen,base,sexual,8,30,-0.004876255,0.11784546,-0.010964619
qwen,base,sexual,8,49,-0.012844082,0.11234917,0.0003221864
qwen,base,sexual,9,5,0.08815628,0.0130074695,-0.11033326
qwen,base,sexual,9,10,0.18329631,0.05097473,-0.0888721
qwen,base,sexual,9,15,0.14521775,0.0472235,-0.046265267
qwen,base,sexual,9,20,0.15132868,0.049292356,-0.066610545
qwen,base,sexual,9,30,0.17417431,0.014667355,-0.053456098
qwen,base,sexual,9,49,0.17469761,-0.0052889083,-0.06594237
qwen,superego,sexual,0,5,0.09531623,0.033858556,-0.1368889
qwen,superego,sexual,0,10,0.12618889,0.03021445,-0.03435882
qwen,superego,sexual,0,15,0.1450265,0.055721246,-0.013542956
qwen,superego,sexual,0,20,0.15077148,0.10565917,-0.017956527
qwen,superego,sexual,0,30,0.104434595,0.08418435,0.0020630667
qwen,superego,sexual,0,49,0.09945222,0.093646646,0.005643584
qwen,superego,sexual,1,5,0.08739559,-0.0060346294,-0.11512101
qwen,superego,sexual,1,10,0.057176314,-0.00587795,-0.11332606
qwen,superego,sexual,1,15,0.089203835,0.025516529,-0.0696975
qwen,superego,sexual,1,20,0.10829972,0.04997146,-0.060166012
qwen,superego,sexual,1,30,0.08246368,0.068378404,0.0053779194
qwen,superego,sexual,1,49,0.042614054,0.05908115,-0.013645377
qwen,superego,sexual,2,5,-0.024957443,0.1369112,-0.09974212
qwen,superego,sexual,2,10,-0.055335626,0.105002396,-0.10266277
qwen,superego,sexual,2,15,-0.033397708,0.12418197,-0.107644685
qwen,superego,sexual,2,20,-0.013175077,0.10447137,-0.055988427
qwen,superego,sexual,2,30,-0.043555386,0.086355604,-0.039956346
qwen,superego,sexual,2,49,-0.052027352,0.08987466,-0.038643345
qwen,superego,sexual,3,5,0.032646183,0.04964047,-0.10393643
qwen,superego,sexual,3,10,-0.063967526,0.06003746,-0.017158836
qwen,superego,sexual,3,15,-0.05058596,0.074770406,-0.014135025
qwen,superego,sexual,3,20,-0.042422295,0.13211277,-0.052469883
qwen,superego,sexual,3,30,-0.004322216,0.14081861,-0.02378601
qwen,superego,sexual,3,49,-0.015925417,0.14294136,0.0017313531
qwen,superego,sexual,4,5,0.0598327,-0.085780665,0.032279775
qwen,superego,sexual,4,10,0.041607164,-0.0036736163,-0.0088513335
qwen,superego,sexual,4,15,0.006224647,0.041867502,-0.022454431
qwen,superego,sexual,4,20,0.03219213,0.069092795,-0.029689752
qwen,superego,sexual,4,30,0.009810735,0.08318598,-0.014269068
qwen,superego,sexual,4,49,0.012755644,0.07349683,-0.07324521
qwen,superego,sexual,5,5,0.07358852,0.05226323,0.0008029882
qwen,superego,sexual,5,10,0.05621131,0.06127791,-0.02263216
qwen,superego,sexual,5,15,0.083533935,0.11289915,-0.029015716
qwen,superego,sexual,5,20,0.07587191,0.11575024,-0.051836513
qwen,superego,sexual,5,30,0.062349133,0.097104095,0.033588268
qwen,superego,sexual,5,49,0.07256946,0.0873965,0.004608286
qwen,superego,sexual,6,5,0.036329504,0.09811473,-0.0893338
qwen,superego,sexual,6,10,0.07436585,0.05114956,-0.1298198
qwen,superego,sexual,6,15,0.07954996,0.1340475,-0.08731383
qwen,superego,sexual,6,20,0.091837816,0.10937643,-0.08119765
qwen,superego,sexual,6,30,0.07773432,0.10702302,-0.106254235
qwen,superego,sexual,6,49,0.085487455,0.07350484,-0.09965678
qwen,superego,sexual,7,5,0.080286056,0.059503093,-0.054853957
qwen,superego,sexual,7,10,0.1073145,0.039881997,-0.109014004
qwen,superego,sexual,7,15,0.083456576,-0.033110224,-0.06616454
qwen,superego,sexual,7,20,0.07139291,-0.016666435,-0.055594698
qwen,superego,sexual,7,30,0.08012805,0.029601965,-0.05587957
qwen,superego,sexual,7,49,0.11169218,0.05086052,-0.046850964
qwen,superego,sexual,8,5,0.08800287,0.07120293,-0.11043379
qwen,superego,sexual,8,10,0.06867798,0.041457467,-0.13466156
qwen,superego,sexual,8,15,0.06558751,0.06854834,-0.09935822
qwen,superego,sexual,8,20,0.07411643,0.079909064,-0.06332697
qwen,superego,sexual,8,30,0.08781053,0.10702559,-0.05074523
qwen,superego,sexual,8,49,0.117397405,0.10191423,-0.06528628
qwen,superego,sexual,9,5,0.084867924,-0.0075277537,-0.13398989
qwen,superego,sexual,9,10,0.05333899,0.007792347,0.018094685
qwen,superego,sexual,9,15,0.118937805,0.020321425,0.0064209383
qwen,superego,sexual,9,20,0.108083844,0.036310755,0.014756594
qwen,superego,sexual,9,30,0.13326572,0.026452634,-0.013159222
qwen,superego,sexual,9,49,0.11551642,-0.0077416324,-0.07282549
amber,base,anger,0,5,0.11858178,0.040171392,-0.007003168
amber,base,anger,0,10,0.13323802,0.06898687,0.022559728
amber,base,anger,0,15,0.119652316,0.10920231,0.017383745
amber,base,anger,0,20,0.18338202,0.0711145,0.010711782
amber,base,anger,0,30,0.17029315,0.102287896,0.010955309
amber,base,anger,0,49,0.16548501,0.07075702,-0.034443162
amber,base,anger,1,5,0.12928726,0.11343143,-0.08306351
amber,base,anger,1,10,0.090686336,0.10088608,-0.060437165
amber,base,anger,1,15,0.08283518,0.070113756,-0.07990675
amber,base,anger,1,20,0.08149106,0.09032723,-0.065561116
amber,base,anger,1,30,0.0773887,0.13244505,-0.0458516
amber,base,anger,1,49,0.09583424,0.12543502,-0.03476329
amber,base,anger,2,5,0.20078185,-0.041481182,-0.0727862
amber,base,anger,2,10,0.2428349,0.028895821,-0.055998392
amber,base,anger,2,15,0.21278,0.05357278,-0.046770148
amber,base,anger,2,20,0.23591375,0.042203028,-0.023509294
amber,base,anger,2,30,0.18572739,0.07507137,0.010717131
amber,base,anger,2,49,0.1869244,0.08948822,-0.02271864
amber,base,anger,3,5,0.06338702,0.0093122525,-0.07264181
amber,base,anger,3,10,0.09065315,0.017330052,-0.030423455
amber,base,anger,3,15,0.24154864,0.05321395,-0.05419127
amber,base,anger,3,20,0.25040543,0.031936876,-0.070340276
amber,base,anger,3,30,0.25137043,0.06310476,-0.050920013
amber,base,anger,3,49,0.14186518,0.064245425,-0.025706317
amber,base,anger,4,5,0.02121824,0.056617178,-0.13821524
amber,base,anger,4,10,0.09473832,0.041292742,-0.06889263
amber,base,anger,4,15,0.1080136,0.07230281,-0.080095544
amber,base,anger,4,20,0.09653991,0.048876688,-0.07840298
amber,base,anger,4,30,0.11293214,0.044292916,-0.07465679
amber,base,anger,4,49,0.07264183,0.05880664,-0.07171002
amber,base,anger,5,5,0.23949149,-0.0698421,0.045129873
amber,base,anger,5,10,0.19344097,-0.0816606,0.03179194
amber,base,anger,5,15,0.18359034,-0.06912381,-0.0460475
amber,base,anger,5,20,0.22188282,-0.031581223,-0.06018686
amber,base,anger,5,30,0.1827533,-0.013089991,-0.018945519
amber,base,anger,5,49,0.16438334,0.012193503,-0.012779071
amber,base,anger,6,5,0.26634,0.03836166,0.0013560951
amber,base,anger,6,10,0.21200404,-0.023378756,0.001220555
amber,base,anger,6,15,0.2200962,-0.004739076,-0.049874306
amber,base,anger,6,20,0.23834747,0.02716009,-0.0441739
amber,base,anger,6,30,0.21137428,0.049175907,-0.047061104
amber,base,anger,6,49,0.19256324,0.027195305,-0.0018860833
amber,base,anger,7,5,0.066173136,0.04408468,-0.070005074
amber,base,anger,7,10,0.058618303,0.10646479,-0.0455347
amber,base,anger,7,15,0.06811402,0.12412142,-0.022399921
amber,base,anger,7,20,0.0783378,0.11870018,-0.008845913
amber,base,anger,7,30,0.08734971,0.108158365,-0.027207874
amber,base,anger,7,49,0.013890896,0.07876701,-0.043404687
amber,base,anger,8,5,0.18129097,0.041673318,-0.06994504
amber,base,anger,8,10,0.20239753,0.074397214,-0.051263936
amber,base,anger,8,15,0.18679176,0.09448579,-0.06469078
amber,base,anger,8,20,0.19578278,0.10152663,-0.076913655
amber,base,anger,8,30,0.18950155,0.102889225,-0.08496433
amber,base,anger,8,49,0.16368976,0.10821017,-0.065217
amber,base,anger,9,5,0.042689543,0.07275403,-0.049465418
amber,base,anger,9,10,-0.026762564,-0.042830504,-0.036212742
amber,base,anger,9,15,0.01961388,-0.056454845,-0.06917777
amber,base,anger,9,20,0.008093071,-0.004390087,-0.05247847
amber,base,anger,9,30,0.012137695,-0.03342251,-0.020859774
amber,base,anger,9,49,-0.04668252,-0.0415955,0.036354408
amber,superego,anger,0,5,0.04914848,0.051256627,-0.03242044
amber,superego,anger,0,10,0.06300441,0.10222396,-0.033917233
amber,superego,anger,0,15,0.05760041,0.09691554,-0.033251613
amber,superego,anger,0,20,0.08891365,0.11236191,-0.040506303
amber,superego,anger,0,30,0.10624143,0.11236186,-0.03348797
amber,superego,anger,0,49,0.03265691,0.11327015,-0.01748906
amber,superego,anger,1,5,0.20159474,0.10976449,-0.09196956
amber,superego,anger,1,10,0.22056845,0.0410665,-0.08875613
amber,superego,anger,1,15,0.22465129,0.030828094,-0.095728815
amber,superego,anger,1,20,0.20894065,0.061362535,-0.10260701
amber,superego,anger,1,30,0.19076101,0.08562744,-0.10455521
amber,superego,anger,1,49,0.10159617,0.050563607,-0.07539456
amber,superego,anger,2,5,0.16567865,0.023394551,-0.046921216
amber,superego,anger,2,10,0.112117864,0.036720213,-0.038434472
amber,superego,anger,2,15,0.06537649,0.08658614,-0.06742787
amber,superego,anger,2,20,0.07787319,0.07715828,-0.053356722
amber,superego,anger,2,30,0.08323211,0.114739515,-0.06412898
amber,superego,anger,2,49,0.09371304,0.11163241,-0.05452058
amber,superego,anger,3,5,0.047355022,0.04028815,0.04599391
amber,superego,anger,3,10,0.14132938,0.045889683,0.032268394
amber,superego,anger,3,15,0.13567978,0.105612785,-0.030680226
amber,superego,anger,3,20,0.12363005,0.064571425,-0.008420385
amber,superego,anger,3,30,0.095738955,0.045457855,-0.020581849
amber,superego,anger,3,49,0.1157534,0.058884636,-0.018583883
amber,superego,anger,4,5,0.15742235,0.038706627,-0.08741057
amber,superego,anger,4,10,0.12962621,0.0490387,-0.029250707
amber,superego,anger,4,15,0.14125644,0.06507111,-0.017821942
amber,superego,anger,4,20,0.13154466,0.014712684,-0.015978273
amber,superego,anger,4,30,0.05633089,0.005971372,-0.026314428
amber,superego,anger,4,49,0.020934667,0.011086859,-0.013482056
amber,superego,anger,5,5,0.1786367,-0.013972238,-0.12344031
amber,superego,anger,5,10,0.1288538,-0.002434587,-0.022811215
amber,superego,anger,5,15,0.08876239,-0.033321206,-0.14185601
amber,superego,anger,5,20,0.052627087,-0.012680633,-0.1412963
amber,superego,anger,5,30,0.0034808638,0.03019458,-0.13850015
amber,superego,anger,5,49,0.079253286,0.0713454,-0.13274321
amber,superego,anger,6,5,0.23610692,-0.0026838947,-0.076433964
amber,superego,anger,6,10,0.20270368,0.0027646995,-0.075293824
amber,superego,anger,6,15,0.23471564,0.053669184,-0.046424307
amber,superego,anger,6,20,0.23160176,0.0469419,-0.0582775
amber,superego,anger,6,30,0.23223597,0.058665358,-0.07264722
amber,superego,anger,6,49,0.2358326,0.06569213,-0.06348924
amber,superego,anger,7,5,0.05955394,0.07161032,-0.038023196
amber,superego,anger,7,10,0.013240015,0.07328129,-0.03078165
amber,superego,anger,7,15,0.019702971,0.07849294,-0.0255248
amber,superego,anger,7,20,0.068540186,0.08198176,-0.04579051
amber,superego,anger,7,30,0.0938715,0.11307057,-0.038109444
amber,superego,anger,7,49,0.0836876,0.101615466,-0.032348108
amber,superego,anger,8,5,0.03182659,0.09976718,-0.017139174
amber,superego,anger,8,10,0.070137605,0.057941563,-0.05916763
amber,superego,anger,8,15,0.09797475,0.045933485,-0.064073905
amber,superego,anger,8,20,0.08346642,0.027463786,-0.09845999
amber,superego,anger,8,30,-0.02086504,0.07816418,-0.06020172
amber,superego,anger,8,49,-0.008686293,0.093318895,-0.067655
amber,superego,anger,9,5,0.13016896,0.010949997,-0.072668985
amber,superego,anger,9,10,0.16306978,0.0018798169,-0.057423897
amber,superego,anger,9,15,0.13746664,0.07047716,-0.0676623
amber,superego,anger,9,20,0.1429016,0.058375124,-0.07243812
amber,superego,anger,9,30,0.1296038,0.037529103,-0.062381826
amber,superego,anger,9,49,0.13972807,0.041000307,-0.036556903
amber,base,worker,0,5,0.043192007,0.028657552,-0.11404827
amber,base,worker,0,10,0.042438343,0.046480764,-0.08542602
amber,base,worker,0,15,0.07874008,0.05232575,-0.07105898
amber,base,worker,0,20,0.06512789,0.049922638,-0.08632988
amber,base,worker,0,30,0.051028393,0.05920456,-0.11836262
amber,base,worker,0,49,0.061372377,0.06382563,-0.12522466
amber,base,worker,1,5,0.0642713,0.06444828,-0.092017815
amber,base,worker,1,10,0.05171496,0.06333655,-0.11876008
amber,base,worker,1,15,0.037901625,0.07030314,-0.14138518
amber,base,worker,1,20,0.12102535,0.012994216,-0.1276337
amber,base,worker,1,30,0.047217194,-0.0049531274,-0.077681825
amber,base,worker,1,49,0.011578378,-0.009396356,-0.068696424
amber,base,worker,2,5,-0.048039313,-0.014133226,-0.052104585
amber,base,worker,2,10,-0.005994451,0.00342598,-0.03718356
amber,base,worker,2,15,-0.0006494676,0.018941514,-0.048070855
amber,base,worker,2,20,-4.41554e-05,0.018127233,-0.0547077
amber,base,worker,2,30,0.0056545925,0.029039467,-0.07405951
amber,base,worker,2,49,0.005400745,0.037228595,-0.08373734
amber,base,worker,3,5,0.12587215,0.20803913,-0.07502454
amber,base,worker,3,10,0.094743446,0.07794984,-0.07456362
amber,base,worker,3,15,0.1285367,0.085230075,-0.07175193
amber,base,worker,3,20,0.09157934,0.06708488,-0.023688868
amber,base,worker,3,30,0.11949532,0.06586179,-8.158386e-06
amber,base,worker,3,49,0.14094117,0.11116002,-0.015737072
amber,base,worker,4,5,0.14727424,0.20112094,-0.102899194
amber,base,worker,4,10,0.094035536,0.18226674,0.00543808
amber,base,worker,4,15,0.08885334,0.18558294,0.0033388194
amber,base,worker,4,20,0.1008857,0.1733874,0.0063089877
amber,base,worker,4,30,0.08137765,0.13477957,0.0041317353
amber,base,worker,4,49,0.1076429,0.16902271,-0.006246306
amber,base,worker,5,5,0.07250796,0.09875897,-0.12474817
amber,base,worker,5,10,0.07751343,0.10922137,-0.10598353
amber,base,worker,5,15,0.07535997,0.09554927,-0.0544703
amber,base,worker,5,20,0.085985325,0.0768594,-0.042276666
amber,base,worker,5,30,0.059348956,0.06682091,-0.004450881
amber,base,worker,5,49,0.018884588,0.022760926,-0.03662165
amber,base,worker,6,5,0.05200018,0.0035490412,-0.1053635
amber,base,worker,6,10,0.03537184,-0.011500639,-0.11789619
amber,base,worker,6,15,0.041942492,-0.010685401,-0.11237925
amber,base,worker,6,20,0.017108163,-0.06500991,-0.11705205
amber,base,worker,6,30,0.045551486,-0.04853202,-0.09742613
amber,base,worker,6,49,0.07698691,-0.031952273,-0.09926872
amber,base,worker,7,5,-0.0017904267,0.16845506,-0.030611083
amber,base,worker,7,10,-0.038673922,0.10356397,-0.043768335
amber,base,worker,7,15,-0.032830194,0.092066415,-0.024713522
amber,base,worker,7,20,-0.02733432,0.0036889594,-0.06988369
amber,base,worker,7,30,0.011666495,0.014415337,-0.06975147
amber,base,worker,7,49,-0.09478674,0.019921564,-0.046893194
amber,base,worker,8,5,0.023094615,0.031758144,-0.082590714
amber,base,worker,8,10,0.030665621,-0.008809526,-0.06093891
amber,base,worker,8,15,0.053530782,-0.0016369689,-0.0659746
amber,base,worker,8,20,0.03683918,0.03730152,-0.05709261
amber,base,worker,8,30,0.057795018,0.042299166,-0.06675107
amber,base,worker,8,49,0.032782275,0.045202203,-0.05980938
amber,base,worker,9,5,0.06881423,0.11903666,-0.13286927
amber,base,worker,9,10,0.033111986,0.13244867,-0.050781377
amber,base,worker,9,15,0.049655396,0.15359914,-0.044195533
amber,base,worker,9,20,0.039402876,0.17015359,-0.04273929
amber,base,worker,9,30,0.04258868,0.12517507,-0.05876642
amber,base,worker,9,49,0.004338542,0.09203376,-0.08353031
amber,superego,worker,0,5,-0.017138155,0.046569303,-0.030963905
amber,superego,worker,0,10,0.0098590655,0.09218565,-0.03356033
amber,superego,worker,0,15,0.014980294,0.009567007,-0.061242804
amber,superego,worker,0,20,-0.009203414,-0.02976406,-0.029240077
amber,superego,worker,0,30,-0.012273361,0.0043428093,-0.086458445
amber,superego,worker,0,49,-0.013052886,0.046696763,-0.07361026
amber,superego,worker,1,5,-0.011742058,-0.068548426,-0.1230544
amber,superego,worker,1,10,0.011373647,-0.043652926,-0.14386636
amber,superego,worker,1,15,0.04356259,0.02367137,-0.14144439
amber,superego,worker,1,20,0.06476313,0.016171508,-0.13866016
amber,superego,worker,1,30,0.049209334,0.049557127,-0.12730807
amber,superego,worker,1,49,0.08143282,0.049141787,-0.15514764
amber,superego,worker,2,5,0.02309937,0.07406619,-0.08415031
amber,superego,worker,2,10,0.08933297,-0.0020349333,-0.10663465
amber,superego,worker,2,15,0.062632896,-0.052227437,-0.0958394
amber,superego,worker,2,20,0.07169901,-0.012413199,-0.1202537
amber,superego,worker,2,30,0.008909782,-0.016119584,-0.11319624
amber,superego,worker,2,49,-1.3925601e-05,-0.030820455,-0.13100497
amber,superego,worker,3,5,-0.00375704,-0.079167224,-0.09092529
amber,superego,worker,3,10,0.032124974,-0.0622641,-0.11916986
amber,superego,worker,3,15,0.05007773,-0.07615166,-0.11203256
amber,superego,worker,3,20,0.05034373,-0.06515825,-0.12450135
