,text,word_count
26282,"I had a dream that I was at home (Portland) in the park. But it didn't look like it. I saw my ex-boyfriend from 2 1/2 years ago. I asked him how he liked Arizona State University and he said he was not really going there, he actually just got out of rehab. I was really confused and wanted to talk to him about it, but this little kid came up to us and needed help. The little boy did not talk, but we had to help him do something, I can't remember what it was, but we were at the back of the park by the chain-like fence. But the whole time all I wanted to do was talk to my ex-boyfriend.",123
11328,"I dreamt the end of the earth was coming, I went to my mothers house and saw my father lying dead and naked in the alley next to the house My mother answered the door and had leisions all over her face and didn't care about anything. I looked up the block and saw my three children running and a car stopped with a man staring at me holding a rifle and shooting my children, after they fell down they got up and were shot again, this happed three times. Then I ran accross the street and tried to save my aunt. She came to the door with so many lesions all over her face, while there was huge thundering in the sky it looked as if the entire universe was cracking and a bright light was behind it. She said to stay in her house, no one was safe from the end of the world but her house was the safest. Not a dream, six months after my father died As a child I had a lot of death dreams and within two weeks someone died (actually)",188
25487,"#3061 (10/28/96) The first moment I laid eyes on this white, large, two-story house, I loved it. The woman who owns it says she'll sell it to me and I can move in right now and we'll do the papers later. I and my daughters start to move in. Each can have their own bedroom, the outside lawn is spacious and pretty, the rooms large and comfortable. I begin to be concerned because I haven't even asked how much for the house and if I will qualify for a bank loan for that amount. I am tired of living in my cramped little house, but it was the best I could afford. This will be much more. I see the short, almost midget-sized woman who owns it and go to her. I say, ""I want to talk about the details before I get all moved in and then have to leave."" She is busy driving a tractor towing a cart and I follow her, talking all the while. She smiles and wants to know what that other woman said about her. I say, ""Nothing much."" I didn't really listen. She says, ""Good. Don't worry. We'll make a deal."" She wants me to have the house. ",205
9869,"A young woman or girl arrives at the airport here….She is wearing very colorful clothes, shoes, hat….Like a colorful elf….Tyrolean?….Yellow, red, orange, green, blue, all mixed up yet coherent, too….She has a hefty backpack, and she seems cheerful walking through the airport….Lots of valuable stuff is in the backpack….I wonder how is she getting from the airport to our house?....A process is underway that I do not understand, but she will figure it out….I am eager for her to arrive at our house, I can welcome her there….Earlier, two of our cats go someplace outside, running from left to right in a quick gray line, with a purpose….",108
7991,"At the beginning of the year, everyone has a box….But bad things happen, the boxes go away?....I make it through fine, but it's a scary process….Earlier, I'm in a kitchen like in the house in my town, but the wall north side is open, like a deck….I keep filling up pans with water and tossing it out the window, down on the walkway below….Lots of green tree branches right outside the window….I'm throwing the water down because there might be bad guys down there trying to get in our house, I'm trying to dissuade them?....At another point, a couple of cats are trying to get away from someone….They're in the wrong place….",112
22877,"... it is an overcast day and it is raining. I am setting up a tent out in my yard for Mr. Clark and his son Jerry to stay in. It is the same tent that I used to stay in when I lived at Greg and Dave's house. I carry over a mat to set inside of the entrance of the tent. Everyone goes into my house. Mr Clark is looking at the painting, which is not one of mine, that is hanging on the wall in the kitchen. Someone is working with some sort of skill saw and he ask if I have one. I tell him I only have a handheld one. Some other guys are turning on a chain saw type of tool and bring it close to this older man's beard to see if they could trim it...",143
8692,"""The Tiny Bird"" I am in a house and had gone up some stairs. Distantly I can hear a bird chirping. I have a desperate feeling of needing to feed the bird. I hear it in the attic space. I pull off a little door in the wall and the bird comes out. It fluttered in front of me, it's white with a little brown like a finch, and it wants to sit on my finger. I am petting it and it's licking my finger. I think, that's funny that it's licking me. I let it go because I have to get it food and water but it stays with me. Then I am holding it cupped in my hand. I have a little fear that I am holding it too tight but not to worry, it's very excited and I can feel it breathing. I am so happy. I am going to take it home and we are both very happy about that.",164
13344,"I'm driving alone in my car. I get to the top of a hill, and can see a large house down at the bottom where I am to meet my husband. The house is gothic, redbrick, with towers. I drive alone a narrow road the winds through a meadow filled with red flowers. The road keeps getting narrower. I thought this road would take me into the courtyard of the large gothic house, but it still appears to be a long way off. Suddenly, I see I'm near an open gate, and a large yellow dog runs out. It seems friendly, but is also chained up. The dog runs back inside the gate. I see another dog behind the gate. A woman appears, chatting about how she loves to walk in the mornings.",133
26456,My dream was that I was at school and my (either my chem or calc) teacher thought that one of us was smoking pot before class. Everyone thought it was me because I had been at a house across the street from Swig until early morning hours and people had been smoking. Only my teacher was a male instead of my real women teachers I actually have and he flipped out. Even though I didn't smoke I lead my class to believing I had and we were going to take a test. My teacher was asking questions like Have you watched Alice in Wonderland? to see how we would respond and he was going to figure out who had been smoking marijuana.,122
12831,"My family was in a boat. The cabin was our car, a 57 Chevy. My father was driving the boat through water that was a light cornflower blue with red lines at the peak of each wave. I knew that if we crossed a red line something terrible would happen. Suddenly we must have hit a red line because the boat jerked fiercely, as if it had hit a big rock. My father was thrown overboard and no one was driving the boat. It began going faster and faster, leaving my dad behind, and cutting through all of the many red lines on the waves. I had feelings of helplessness and dread, waiting to see what terrible things would happen to us now...",123
20691,"There were a lot of people and at some point everyone went to play soccer. I felt injured or that I couldn't play so i said I'll be the referee. Next to us were playing another group and we kept having the ball fly to their side. Afterwards I went to the bathroom but quickly left as it was dirty. Outside all the people of the party were getting ready for some excersice, laying on the grass. This was to learn to play the horn. At the same time there was a game going on and something that was happening in the sky.",103
19699,"definitely a couple kids in a house w/a bad lady, trying to fight her. she says ""you should know to sneak up on somebody like me and disable me before i can call my friends..."" as she knocks lightly on the inside of the back door. they run upstairs into the parents' bedroom and lock the door just before there's a bunch of pounding on it. - commercial break - sam & dean standing over the wreckage. cut to a streaming shot over some kind of amusement park/renaissance fair w/people riding elephants & giant thrones made of hay. the guys are riding in an open wagon w/a bunch of other people, talking about this guy they were supposed to find. sam says, ""but he's a transparent person, that's why we couldn't find him"" and there's a disturbance in the air around the people's heads. it whooshes around sam's head & he says, ""he's here, and he knows i touch wood to keep you safe from...(something)""",165
26718,"I was in a dance studio practicing and at first I was the only one in there. Soon several women came in to watch me. After a while there were what seemed like hundreds of children watching me and standing so close that I could hardly move. I was afraid to tell them to move, but for some reason or other they all went and sat down on a window seat. I got nervous with all of them watching and I went over to the barre to exercise. I was so scared by that time that my legs seemed to weigh me down and when I went to do kicks, I could hardly lift them. Everyone started laughing.",118
2922,"There's some kind of gathering to see kids perform….they're testing some new product?....It's like I'm half observing while a guy is caught by the security team, and they see he has handcuffs in his belt, along with an FBI badge….he's been working undercover, but the security team has inadvertently found him….The guard who has him yells ""guns up!"" so the other guards won't freak out, do something violent….I point to a woman sitting at a table, and I say watch her, she might try to destroy evidence….The whole point was to catch her….she was spying?....I'm spying?....Earlier perhaps, I'm with a woman who's napping in a bedroom….Kind of like Sally?....We're going to fool around maybe?....but when she wakes up she freaks out, very upset….I try to calm her….She pees a little bit?....",131
10708,I was attending a party. In that party there was a girl who was unknown to me. Everybody was sitting in the room but I was sitting outside the room. And suddenly the one whom I love came. He was flirting with that girl and I was getting angry. He came to me and I asked him why he was flirting with that girl. Then he replied that he is leaving me for that girl. Then there was some cold drinks' bottle and I hit it on my head. And I was crying with him and gave him a slap.,100
8414,"I go outside the front door of an unknown house, and on the ground in the green shrubs to my left I see a big lanky jack rabbit, tan and white in color….That's cool, I am happy to see such a big animal so close….I go inside, and a cat comes over….I want the cat to see the rabbit, so I bring it over to the door, which is mostly glass….To my surprise, the rabbit has come up to the door from the other side….And I am also surprised that when I closed the door, a part of the glass slid open, so the cat could go outside….Oh oh, I worry, I did not mean for that to happen….At some other point I have my cell phone, and I drop it….It bounces once, I grab it….I wonder, is it cracked?....Yes, a big crack diagonal across the front….I am upset….later, I am driving a white lexus car, it is going too fast, I cannot stop it….I jump out as the car veers off the road to the right and plows into the green trees….I am worried, will the car be okay?....Then, I am running with some guy….we are both rivals and friends?....I chastise him about something, but it is okay, we can still be friends, and keep running….",217
20160,"So many dreams tonight...almost all blew away as soon as the next one started.... I was on a ship. It was large, cacophonous, and colorful. It seemed like a ship full of Victorian outfits and pirates and hussies from pirate times. Was it a pirate ship? There was a lot of singing and dancing and partying.We were in a NYC port and people on land came over to see the boat's craziness. The male leader of the ship didn't care much for rules. I wanted to leave the city. They offered to use cannons to propel us out of NYC but I said it would be too destructive. They sped out of the port instead, as if the port had water streets, and the ship hit every corner. The old hags in the funny dresses kept on shouting, ""GO!""",139
30013,"Dreaming about a large house that seems familiar to me but not one I actually lived in or visited. This is a recurring dream over the years. The house has many, many large and elaborate rooms. I use the bedrooms for visiting friends and family members. There is a huge outside deck and very large undergrown garage. I have seen these same areas over and over again in my dreams but there is no conclusion to these dreams. I am very comfortable in the dreams and very interactive with the people, some of whom I know and some I don't know.",101
27313,"There was a carnival out in the country. I was standing by a shooting gallery which was managed by two men. They asked me to try my luck. I smilingly replied, ""Oh no, not me."" They coaxed me jokingly, but I refused. they then jumped down from the gallery and chased me. I turned around quickly and grabbed each by his thumb exerting pressure on the digit. I led the two men around like bulls by the nose until I saw a policeman to whom I gave custody of the men. I jokingly retorted, ""You boys won't be in jail long. Probably for the night -- anyways the rest will do you good."" Ironically I said, ""They have nice soft beds there. See you again next year boys, when the carnival comes this way?"" ""Oh no you won't,"" they replied.",140
350,"(166) Last night was totally whacked, man. I dreamt that I was walking around with an IFB box clipped to my belt, and I had a set of headphones on, and I had two microphones, one in each hand. One was a lavalier clip one and one was like a wired heavier one. And I was talking to people and people were talking to me. And the level in my ears was like really loud, and I was trying to figure out how to turn it down so I wouldn't feel so nervous. And instead of turning it down, I turned it up and it was even louder, and I just couldn't control it after that. And I was like walking around the back yard with this stuff and stuff. And then I dreamt that I was going to create a mermaid poster show, like a mermaid audio show with topic figures, and I was going to use all my voice except Flounder was going to be a kind of my voice at a faster speed. My voice in real time was going to be Ariel, my voice slowed down a little bit was going to be Sebastian, and my voice slowed way down was going to be Triton. And I was going to like make these figures on a cardboard and make them go around the stage and play this strange audio. And I was thinking how I was going to write all the music and stuff for it and everything. And I got to drawing the figures, and then I just kind of woke up. Now maybe that's a really good idea. I should do that for real now, shouldn't I? ",283
13458,"I entered a wartime tunnel with rails along its walls. I walked with a candle in my hand even though there was enough light. It changed continuously. One time it felt like I was walking through a basement, another time through a garret. Then I noticed a door ajar; I took a look inside. There were three men who were wanted by the police. Two of them were talking and didn't notice me. The third asked me what I was doing there. I answered that I was lost. He left me alone and I heard someone come in from the tunnel. It was my friend. We began running and someone was chasing us. As we ran back, I noticed the tunnel becoming shorter and better lit. Rails disappeared. We ran up to the wall, found a door, and I opened it.",141
11947,"I was trapped in a maze. The maze had mirrors and long corridors, and you would get stuck in the middle of them going very very slowly even though I wanted to go very very quickly, or vice versa. It was humid in the maze. Like I was in the jungle. I could hear birds outside, but it was still very dark and couldnt find an exit. It terrified me, over and over again. Every night. That's what scared me the most about it. I've had nightmares before, but it was so effing creepy that it kept coming back. Only once did I make it out of the maze. And I made it out and there was a dock and a boat waiting for me. I was in the jungle and the outside of the maze building was a blueish/purple color. Someone in the boat was waiting for me and I got on it. I never had the dream again after that.",162
2097,"I first dreamed that I was going to New York with Sue and Ava. Maria was tagging along. We all went to CVS before we left to get snacks and nail polish. We were driving to the city in this awful stick shift car, and Maria was trying to get us to bake her a cake since it was her birthday. I think we ended up not making it to the city, and instead I had RA training again. But it was summer this time. I was eating breakfast at Heinz, and it was very crowded because all the athletic teams were there. I could hear Mario's voice. All the new RAs had to do a dance as initiation, and I was laughing. I remember seeing Philip and Ainsley and Roberto and Mario. Also Enrique Iglesias was there. There were paintings all over this whole room, really beautiful paintings. I was talking to someone about art and hockey and Les Miserables. I remember being really hot because I was dressed in warm clothes and it was August, and I woke up sweating.",182
2887,"296. Subway (the people that come through the drive through) also owned a laundromat. Shawn (old boss) came through the drive through and had a lot of laundry, so I said to him to go ahead and give it to me. So I took it for him. Also something to do with Aunt Linda. Then I was driving with my friend Cindy in her car. We are talking. I say that we need to manage our time so we can go to a park. She thinks that is weird, then all of a sudden there is a flood in the road. She drives straight into it. She starts to freak out. I am calming her, explaining to put the car in reverse. But we have to get out and end up swimming. She got ahead of me and I ended up dropping my wallet in the water, that somewhat upset me due to me having to replace everything. And then this fish kept on biting at me the entire time. And when we got out of the water we are in a hallway and these is an elevator. My friend Cindy gets in it. Holding the door open for me. I had something in my hand including the fish, that is throughout. We got in. I was scared. I wanted to lock the door and not go up. She did and we went up to the next floor. But I told her we could not get out. When the door opened. It was just black space and a golden glow, hard to describe. As soon as the door closed we went back down to the main level. It gets hazy after that. I wake up to my alarm and go to clock in and clock out, just like every day.",300
17579,"I was with a group of friends (Jay, maybe Mausam, not sure who else), we were at a park atop a tall, rocky cliff overlooking the ocean on a beautiful day. Mausam felt an earthquake, so we got close to the ground. I felt a little swaying but barely. Then moments later, the waves become violent, crashing on rocks. Within no time water splashed on us.Then, not even a minute later, the water swept us up gently. I felt lonely even though my friends weren't far. I had a camcorder in my hand, I tried to keep it above water. Then, my alarm went off. Saved by the bell. My first thoughts were why don't I remember Esha being there, she had to have been there, was she safe?",129
27082,"I dreamed that I was walking up Euclid Avenue on a shopping trip. I was going into the small specialty shops such as Quinn-Maah's, Milgrims, etc. looking for bargains in lingerie. In each store there was a counter with a large pile of pink slips with fancy lace trimming and in each store, after looking through the pile and disarranging it, I walked out. Finally I came to an unidentified shop operated by two elderly women. There I found what I was looking for at a much lower price and selected several yellow slips and a pair of gold handing earrings. I was quite satisfied.",105
173,"(59) I had a dream last night that I was in a hospital for some reason. I didn't feel like I was hurt or sick or anything, but for some reason I was in a hospital. And Elizabeth was in the hospital. I think she was either in the hospital or visiting me. But there were two rooms that we got to roam around, and one of them was my room and it was like all messed up with other people's junk. And I don't remember if it had one or not, but the other room had a radio that was kind of falling apart, and it was turned on and I couldn't figure out how to turn it off. It had a CD player top thing to it, but the lid came off. And things were just all falling apart on it. And eventually I got it to shut off somehow. And then I was talking to her about what would we do if we ever had a fire drill in here, and then this message came over the intercom that they were going to have one. But here's the funny thing: the funny thing is that the fire alarm sound was going to be like frog's croaking, and that was how there were frogs croaking outside when I woke up.",222
25233,"14 S This dream took place in the past, I guess about a year or two. I was living at home and my little half sister, who is now about 5, was in the dream about 4, and she was somehow a photographer in the dream. That is, her hobby was she liked to take pictures, both still and moving. So my dream involved her running into the house and back yard. I was looking at a package of some film she had bought. It involved the fact that she was telling me that she was ready to take her big pictures that she wanted to take for a long time, now that she had the right camera and film. Then, for example, my mother came over to kind of interrupt, and we were both rather indignant, especially the little girl because an amateur would come to talk to us. ",150
3491,"Some guy is smoking a cigarette in the basement, and he sets off a smoke alarm….The other worker guys quickly fix it, turn off the alarm….Then I drive a car up and out of the basement….I figure no one else will know how to do it….I go right up to the door and out….Before, I'm at the ocean….I've been there a while, and I realize I haven't even had a chance to go swimming yet….I see dark clouds out over the water, a storm is coming?....But if I put on a wet suit I'll be fine, I can go in the water….",102
8889,"""Delicate Skeletons"" I was with Ashley picking out movies at an outdoor sale. Old movies like porky pig. As I am walking around it suddenly seems like I'm at Robbie's. I see him, he's outside. The more I walk around the weirder it gets! I saw dehydrated rat's, skinny, leathery, rats. There seemed to be a parasite eating them? Sucks their blood. Nothing had any hair. There are bats and rats stretched over a mesh enclosure like a chicken coop. They are like mummified skins. Some of them had been there for a long time. As I walked around I saw a small cubby where a chicken had tried to roost but had gotten stuck and died a long time ago. I took pictures of all the little skeletons hanging.",130
9838,"Some college kids are working on something, but it is not ready yet….I ask about it, it has to do with fire….They are confused and disorganized….At another point I have a car parked up on a cliff in a very awkward place….Someone else parked it there, but now it is my situation to deal with….I wonder, how to get it out?....It is parked facing into the cliff, on a very narrow ledge or rocky cave….I get into the car and try to move around….I see how steep the cliffs are….Wow, I do not want to fall here, I have to be careful….",102
21249,"Mom finds black and purple wig, thinks I'm a cross dresser. I explain it's for production, they don't believe me. I go off on them, but have difficulty stammering out my speech. Later I'm in a giant pool competing against Sabrina and Mariela to collect these concrete orbs that move through the pool. I win every time, tricking them playfully. For the last round the water is drained and we must search through garbage for the orbs, no one can find them. Later I go on a family vacation, I think we're saying in Costco for some reason but can't find beds. I carry around OJ and stash excedrin pills in the trash. Family picks me up outside for real hotel. Later video games with 2 kids from HS. I pass a bunch of old HS kids at night while meetin up with the 2. I'm in my boxers for some reason. We play Halo/Spider-Man mash-up game. I'm really good.",160
27244,"I was in my home in New Castle, Pa, with my parents. There was a foreign army marching outside. Our house was being guarded by a soldier in front and a soldier in back. There was also an enemy soldier sitting in the front. Our family was huddling in the kitchen trying to think of a way to escape. We decided to sneak down to the cellar and go out an obscure door that was very seldom used. We went down the stairs quietly so that the soldier in the front room would not hear us. Our family got out the door safely and then we all ran in different directions. I ran and ran and ran and the next thing I knew I was awake.",126
11564,"My mother gave me some of her old dolls when I was about 10 years old. One of them was my favorite she had red real human hair,sweet pretty lips, glass eyes and eye lashes. One of the other dolls had painted on hair and steel balls for eyes that clunked shut when you tilted her backwards. Her mouth was open a bit and she had two teeth that I had once accidentally knocked back into her head. I dreamed I was making doll cloths for the favorite one when the other dolls came alive and started climbing up on the table they were jealous. The doll with the steel clunking eyes was leading them and she started clawing at me and trying to climb on me. That really disturbed me.",131
26695,I was at a railroad yard watching the men work and engine came by with a flat topped car carrying three men. One man was moaning and badly banged up and the other two appeared to be dead. They were taking the men to a hospital. Something happened to me and I was limping with a broken ankle so they took me along to the hospital and when they proceeded to set the ankle. They had quite a hard time and I was in terrible pain and when I left the hospital I had a cast on my entire leg.,100
27102,"I was sitting on a throne of gold surrounded by beautiful girls. The girls kept pawing me and I kept chasing them away. Suddenly one girl stood up and came close to me. I was surprised by her good looks. She bent down and kissed me. I felt thrilled. I put my arms around her and picked her up. We danced for a while. I was taken by her beauty. She was a most beautiful creature. I went wherever she went. I received a thrill every time she touched me. I wanted her badly. The next, I believe we were both floating in the clouds completely nude. We were pleasantly talking and laughing. We were dancing and singing suddenly, extremely happy. I continually kissed the girl, and she reciprocated. We stood arm in arm rolling on.",136
1914,"I'm in this therapist's office again; the one I first saw at sixteen. Yet, I'm observing him talking to this guy (around fifty years old). I'm looking at this same painting of the ocean. It's calm today, save for the few reeds by its edge that shudder with the tiny little breezes. The doctor is talking. The guy is really depressed. He's talking about how his wife has left him, how he's never really had a close relationship with anyone before. My eyes are fixed on the painting. I'm just so tired and it's so peaceful to watch. The doctor tells the man that he should go to the theater tonight, the great Pagliacci is in town. ""Doctor"", the man begins to cry. The doctor says that this should cheer him up. ""But I am Pagliacci"", the man says. Suddenly, it's quiet, and I think I see a curtain fall. There are drum rolls. I can't see the painting anymore.",160
11944,"Recently I had a terrible dream. I was in a store with two people and I killed someone. I shot them with a gun by accident. I was too scared to go to the police and tell them what I had done, so instead I tried to blend into society. I went to my class, which was filled with old classmates from college and people from my current job. Everyone was really hostile towards me, and my manager, whom i cannot stand in real life, yelled out ""You killed [so and so]!!"" After that I left the class, and the next day I was not allowed into class, and I had to continue running.",114
20248,"I'm at donnas house and we begin to make love. I'm doing it doggie style but her bedroom is my current bedroom. We have a visitor and it's someone we both know but she doesn't know I know them. It's someone connected to Sugar. This person leaves and the phone rings. She looks at me sheepishly and I tell her she can get it. She does and I excuse myself from her house and wait on the porch. As I'm doing this she never comes to get me. It dawns on me that she's provably talking to her ""guy"". The one she doesn't know I know about. While I'm on her porch which is the Greers porch I'm trying to check my email because I'm supposed to be taking Aaliyah's Saturn in for service. I can't remember the time so I check for the last email. For some reason I can't type ""Saturn"" correctly in the search box. My brother then comes out and offers his friend Tony a ride to somewhere in St. Charles.  ",175
24515,In Africa. We were at a Chinese temple type house to go get cleansed. Or have a readin. And we were sitting outside with a fe other people. Two of the tall Asian women were lesbian. They were talking about their two boys. Then one of the Asians started making out with a black girl in the group. And dad was like what is this. What is going on. I'm out of here. Same with mom. But I wanted to stay. They also said their boys were white and most likely blonde so I stayed because I wanted to meet them.,101
1815,"I had two crazy dreams last night. The first was about a math class that I was in. It was a college class, but it was in a portable room like at my high school. The Math class was relaxed and laid back, not scary as my classes in high school sometimes were. The teacher was in his 20s. He didn't require that we do hours and hours of homework, he left the process up to us. Only about 4 other students were in this class, and I was finishing a test at a CCTV in the corner. (It was black and white, like the ones at my high school.) I took my good ol' time, having reasonable confidence in my ability to solve the problems. I doodled a half-octave's worth of keys and bunches of floating music notes and symbols on my test paper and didn't feel the least bit ashamed. In fact, I sort of had the notion that this teacher was giving me music lessons too, right after the math class adjourned. He had a keen desire for me to do well and be versed in both subjects. But that was brief and fleeting, and very little actually happened. It's funny how so many details seem to just be innately known in dreams. ",216
19847,I was in living room with cri for some reason and he left to work. When he left there was a black man at door and cri left after talking with him and left door unlocked. Man then walked in and I asked why he was there and he said something perverted sounding. He then went down.... Changing? And I was scared. I called 911 and told them I was about to shoot a man and kill him cause he tried to rape me and I got my gun. Pointed it at him and he slowly left the house. I was so scared cause I had oj gullets in the gun and did not know how to use it well. :(,121
2789,"I'm in a restaurant run by someone I know through work. It's a new large one that's been built in a rural setting. It has large freshly plastered white rooms and dark wooden floors and furniture. It is quite minimal. Initially, I'm there with my_friend Terry. We sit down to order, we are hungry. Then people start turning up and our large empty table starts filling up. I think maybe my_partner and Terry's wife turn up, and some of our other friends and their wives. Suddenly Terry coaxes me away from the table and we go outside and down the garden to the end by some bushes and trees. I can see through to fields and farmland beyond. Suddenly from behind a tree, my_friend Reece appears, grinning. He's flown over from wherever to make a surprise visit to see his wife. We walk beck up the garden shielding Reece so that he can surprise her.Back at the table we sit down. Reece sneaks in and gives his wife a kiss on the cheek. We all cheer - his wife seems surprised and a little embarrassed and in fact shows signs of not appreciating the joke. In the mean time, the restaurant owner has served rice and salad, but my plate needs some meat or sauce. The owner disappears off. Reece has brought a tupperware of chilli but not enough to go around. Everyone is chatting, and ignoring their half empty plates, but I am hungry.",245
22045,First part of dream I was at woodacre home and had to finish some papers for school. One paper was on taxes. I was freaking out. Needed mom to take me to school. We used a black Prius that was someone else's. Name started with gold. I remember the ground where we used to park the daewoo was super slanted and grassy so I let her back out before I got in. It was kinda misty at this point. Then we zoomed over a bridge in morning sun. A bunch of bikers fell behind us. After that we searched for the right street a museum was on. I had to ask a elevator hop. I saw the location on a gps but I was looking at anything. Parts of the dream were getting close to prelucid. ,136
22221,"I was a leader of a small group in battle. We were taking cover somewhere indoors. Don't remember much anymore but felt fairly competent as a leader. I was in a different house. It was darker. I was washing my face and someone came and splashed water in my face. This began a ""friendly"" water fight. I was the main target but I had no interest in participating in it. Everyone else hid for some reason (it should be the other way around) and I just went about my business for the most part. I considered a couple of hiding places in the bathroom (e.g., up in a loft type space, behind the door) but ultimately still didn't care to participate. I went into the bedroom and mom was in bed. She seemed in good spirits. I went to the living room type area and walked past Rol and Jayzle on a bed, screaming at the TV over something they were watching (mostly Jayzle was screaming).",166
14263,"I am attending a workshop on dreams, but it is happening 15 years ago. The male coordinator of the workshop gives me a check and I let it fall into the corridor from my purse. It is 200 Brazilian bills and bears the signature of my client who gave it to the coordinator the night before. To warm up the group, the coordinator has all checks given to him; he shuffles them. As a group dynamic exercise, he has us each take one check and has us guess whose signature is on it. I do this, but select my own check. He asks people to notice each others' bodies, breathing patterns, and sounds. He has one group make sounds of the forest, and the other group sounds of a grasshopper. I start to make grasshopper sounds but he tells me to make forest sounds instead. I tell him I will make the noises I want to make. The blend of noises is very harmonious just like a forest. The coordinator asks us for our sensations and I say I feel like a fish. I visually people in circles, like we are in a huge aquarium. Suddenly I see a shark jumping into the middle but it tries to escape. I open my eyes and notice that the coordinator is watching me with a smile that is both satisfied and sarcastic. I hold back my anger.",235
2502,"I was in the city where I did my newspaper internship. There was a big festival. A carnival. The streets were packed. I left and decided to just hang out with a friend. The fireworks came. They were massive and brilliant. I was sitting with her alone in a dark outdoor place. I remember seeing the faint trail of a comet in the sky; not just a far-away check mark, but a hazy spray of particulated ice. These turned into the fireworks display; I was surprised, since most municipalities are cutting back on fireworks. I said I'm glad I didn't drive. If I did, I would have just walked home. I remember being across the river, near to my apartment.",120
2452,"This dream feats authority figures from my past. I'm late for a meeting with my_tutor - it appears I'm at university studying either art, horticulture or perhaps studying to be a chef. It keeps changing throughout the dream. I run from the train station to the large college campus. I have to register with an administrator - a stern woman who says I have to go straight in. I'm not very well prepared, but I go in holding a large portfolio. Inside a room there's a round table with the head of the course and a couple of other tutors sitting around it. They are talking amongst themselves. The course leader seems to know I'm late, yet deliberately keeps me waiting, ignoring me while he talks to his colleagues. The course leader is an amalgamation of several male authority figures from my past including teachers, bosses and my_father. This man is quite scary. Eventually he turns his attention to me. He treats the interview in a dismissive way, as if writing me off from the start, thinking I'm not committed to this course. He points out that I have other commitments (for example a job). He talks up the other students enrolled on the course, saying how committed they are. He eventually agrees to give me a chance to prove myself. I use a bit of humor to attempt to break the ice, and it does seem to work somewhat. I go to a classroom to join my fellow students, who are all engaged in doing something. I am very late for the class.",264
23578,"There's a train track and there's these blue and white train-pods all connected. Inside each pod is some sort of very important material or experiment or something. There's a bad guy who is trying to steal something in one of the pods - he's got something he shouldn't and he's trying to get away with it. But there's some ""terminator"" type thing, and it's coming, and finally it arrives but it's this older woman who is BAD ASS and you know full well she is going to kick this bad guy straight to hell. She disconnects his pod from the others... and that's how it ends. The whole dream was like watching a movie. Even though there was danger in the movie, it was fun to watch it all.",129
26883,"I was in a chemistry lab and was working with cleaning solution. One of the things I had to do was to put a rubber glove which had been turned inside out into a flask containing the solution, and then to pull the sides of the glove over the top of the flask. After this I remember having a mouthful of the solution. I had to keep it in my mouth for 10 minutes. When I went to rinse it out, I first took a mouthful of water and as I rinsed it out, I felt very faint. This happened several times until the water was colorless and then I no longer felt faint.",114
24876,"I dreamed that Patrick and I were together again. And at the beginning, I thought about how we had so much hurt to talk about. But I just kept forgetting to bring it up and eventually forgot it entirely. He came home with me, we were in the Michigan house. And we kept trying to find a quiet place to talk, and everybody kept interrupting. Until we decided to go to the basement. And we lay on the floor and hugged so tight, and I stroked the gap of skin between his shirt and pants, just like I used to. This one really hurt, to be honest. ",107
20147,"I am doing a tour of Europe before school or work or something. I know I have just traveled to Sweden and just made it to Scotland. I am in a tour bus, and I'm younger than I currently am. We are touring around the countryside, and the scenery is gorgeous and colorful! I see a massive mountain in front of us, and it is folded in rich reds. I am trying to take a picture of it, but the bus driver keeps going and I can't get it in my camera lens. I realize as I am in England going back home that I don't have my passport with me. I seem to realize that I still don't have it on me. I am upset, but I find out it happens sometimes, and I can re-enter the US without a passport 10 times. The customs office I have to go to because I lack a passport, however, is rundown and made out of cardboard on the side of the customs area.",172
6252,"I'm in the stands watching a soccer game....Up in the shadows?....I see a goal scored, and it's like I see a replay of the ball bouncing in the corners in a complicated pattern, with a white line tracing its path, right into the corner of the goal....There's no way the goalie, a girl I think?, could have gotten to that shot, stopped it....A very lucky shot....Then, I'm with my wife and Ronald walking down the street to our car....Two black guys behind us are chatting, and one says something funny....my wife laughs as she gets into the car....I comment to the guys, if I had said that, I'd be in trouble, but you can get away with it....It's a joke, and they seem to get it.... ",126
23859,"I am on a Lake with Luke. I am water skiing and very scared of falling off. I suddenly realise I am dreaming so I test this by letting go of the handle, I am heading for the trees and at the last minute I swerve as if I am on a rail and discover I can't fall off, I start laughing wild y as this Is loads of Fun to not be afraid. Luke asks if I am having a Lucid dream and I say yes, and he says he is going to tell his mum. Then I have a FA and I start telling Kerry about my lucid dream but lam complain that without supps they don't last very long.",122
22270,"I was going somewhere with Jacki Mac. I was feeling a little rushed or frantic. The only bathroom around I could use was a public one and it was absolutely filthy. Just disgusting. I used it anyway and was grossed out the whole time. I think I might've needed to go twice (like I left and came back). The second time, I dropped something, one of my shoes, I think. Because I'd changed my shoes and were now holding my black fancy flats (the ones I bought in real life but haven't work yet). The other part of my dream, I was giving some girl career advice.",107
14761,I dreamed that I was with my mom who passed two years ago in the room chatting. The room was packed with a lot of strangers. I don't remember talking with anybody else except my mom. It was loud and remember telling her about my kids and invited her over to my house. She just nodded but without of saying a word. Suddenly a stranger grabbed her and push her out of the house. I remember I was running and crying as fast as I could to get my mom but I went out of breath and that was how I woke up.,103
