stage,prompt,prompt_key,prompt_type,side,layer,h_attention,h_value_proj,mean_value_norm,std_value_norm
base,Inequality is rising and wages are stagnant. I sho,institutional_political_citizen_1,institutional,individual,27,0.8320270553231239,9.912636756896973,1.4758878899738193,1.8820668201138095
base,Inequality is rising and wages are stagnant. I sho,institutional_political_citizen_1,institutional,individual,28,0.5180494012311101,4.787036895751953,1.3376124259084463,2.0169086158138754
base,Inequality is rising and wages are stagnant. I sho,institutional_political_citizen_1,institutional,individual,29,0.7122585810720921,9.772112846374512,2.0259744450449944,2.568570342019149
base,Inequality is rising and wages are stagnant. I sho,institutional_political_citizen_1,institutional,individual,30,0.49758483876939863,7.796413898468018,1.7072914708405733,2.2735437334834065
base,Inequality is rising and wages are stagnant. I sho,institutional_political_citizen_1,institutional,individual,31,0.7950948681682348,9.065999031066895,2.906459853053093,4.0626346075822655
base,Inequality is rising and our party needs to win th,institutional_political_party_1,institutional,institution,0,1.8901922681834549,10.017250061035156,0.555449889448937,0.6508005733343497
base,Inequality is rising and our party needs to win th,institutional_political_party_1,institutional,institution,1,1.4555169097147882,10.070782661437988,0.27206781797576696,0.24846140557604085
base,Inequality is rising and our party needs to win th,institutional_political_party_1,institutional,institution,2,1.0891213254071772,10.04062271118164,0.2754710902227089,0.3046169112295584
base,Inequality is rising and our party needs to win th,institutional_political_party_1,institutional,institution,3,1.377106069587171,9.799936294555664,0.30661387590225786,0.30415406554296376
base,Inequality is rising and our party needs to win th,institutional_political_party_1,institutional,institution,4,0.9140939256176353,10.017356872558594,0.2406291252700612,0.23891627354097533
base,Inequality is rising and our party needs to win th,institutional_political_party_1,institutional,institution,5,1.119166946504265,9.974483489990234,0.45626525138504803,0.4433576840884871
base,Inequality is rising and our party needs to win th,institutional_political_party_1,institutional,institution,6,1.2621354130096734,10.01362419128418,0.5876638856716454,0.45189498964699154
base,Inequality is rising and our party needs to win th,institutional_political_party_1,institutional,institution,7,1.3929416704922915,9.87183952331543,0.639638053951785,0.4722265941746661
base,Inequality is rising and our party needs to win th,institutional_political_party_1,institutional,institution,8,1.214824038790539,10.115370750427246,0.8127477657981217,0.6261867656011031
base,Inequality is rising and our party needs to win th,institutional_political_party_1,institutional,institution,9,1.341216347180307,10.14291000366211,0.7370488308370113,0.5825000840134901
base,Inequality is rising and our party needs to win th,institutional_political_party_1,institutional,institution,10,1.2263665569480509,9.958279609680176,0.7672664690762758,0.6184231053413517
base,Inequality is rising and our party needs to win th,institutional_political_party_1,institutional,institution,11,1.6409761947579682,10.111351013183594,1.0873293825425208,0.7092621061884465
base,Inequality is rising and our party needs to win th,institutional_political_party_1,institutional,institution,12,1.1412442191503942,10.108139991760254,0.9926514839753509,0.7515450743205059
base,Inequality is rising and our party needs to win th,institutional_political_party_1,institutional,institution,13,1.0173768340609968,10.01217269897461,0.6789544429630041,0.5506387113597218
base,Inequality is rising and our party needs to win th,institutional_political_party_1,institutional,institution,14,1.3936620159074664,9.981550216674805,1.173454834613949,0.9323130862186494
base,Inequality is rising and our party needs to win th,institutional_political_party_1,institutional,institution,15,1.7415370233356953,9.849721908569336,1.3372428826987743,0.8688050527614692
base,Inequality is rising and our party needs to win th,institutional_political_party_1,institutional,institution,16,1.181469654198736,9.94975471496582,0.9981358093209565,0.997960958846058
base,Inequality is rising and our party needs to win th,institutional_political_party_1,institutional,institution,17,1.1689312017988414,9.954225540161133,1.3063178907614201,1.2770253517268073
base,Inequality is rising and our party needs to win th,institutional_political_party_1,institutional,institution,18,1.1403652094304562,9.274608612060547,1.2634840565733612,1.3524555724767917
base,Inequality is rising and our party needs to win th,institutional_political_party_1,institutional,institution,19,1.3834662269800901,9.884174346923828,1.2225322416052222,1.153324069035834
base,Inequality is rising and our party needs to win th,institutional_political_party_1,institutional,institution,20,0.7741299658082426,9.400575637817383,1.190433219075203,1.6516678729297545
base,Inequality is rising and our party needs to win th,institutional_political_party_1,institutional,institution,21,0.8345404886640608,9.907203674316406,0.9691465669311583,1.072745526295299
base,Inequality is rising and our party needs to win th,institutional_political_party_1,institutional,institution,22,0.7173391962423921,9.22838020324707,1.2812591111287475,1.7339926564668233
base,Inequality is rising and our party needs to win th,institutional_political_party_1,institutional,institution,23,0.8437841790728271,9.380781173706055,1.2601651302538812,1.8979366376386662
base,Inequality is rising and our party needs to win th,institutional_political_party_1,institutional,institution,24,0.6466864799149334,9.85750961303711,1.3644048310816288,1.9179387892604534
base,Inequality is rising and our party needs to win th,institutional_political_party_1,institutional,institution,25,0.5860120812430978,5.582337379455566,1.2987815821543336,1.979392788479354
base,Inequality is rising and our party needs to win th,institutional_political_party_1,institutional,institution,26,0.3304124791175127,9.770058631896973,0.9653409635648131,2.050027961618333
base,Inequality is rising and our party needs to win th,institutional_political_party_1,institutional,institution,27,0.8388457139953971,9.841842651367188,1.9510981542989612,2.604756477958274
base,Inequality is rising and our party needs to win th,institutional_political_party_1,institutional,institution,28,0.45553067477885634,1.146660566329956,1.6072352677583694,3.0298032628063347
base,Inequality is rising and our party needs to win th,institutional_political_party_1,institutional,institution,29,0.6675387538853101,9.715768814086914,1.6761409901082516,1.8328259580882431
base,Inequality is rising and our party needs to win th,institutional_political_party_1,institutional,institution,30,0.4361369365360588,6.703684329986572,2.0477758664637804,2.422742243158625
base,Inequality is rising and our party needs to win th,institutional_political_party_1,institutional,institution,31,0.7762509216554463,9.30678939819336,2.9313982389867306,3.9362624597394116
aligned,She was so angry she wanted to,,key,,0,1.2079714273568243,10.194232940673828,0.589835318736732,0.491049685996726
aligned,She was so angry she wanted to,,key,,1,0.9258389024100779,10.19405746459961,0.5618334887549281,0.535541076449568
aligned,She was so angry she wanted to,,key,,2,0.9405048265325604,10.246295928955078,0.6697870544157922,0.42285723465434316
aligned,She was so angry she wanted to,,key,,3,1.3784216255880892,10.003507614135742,0.7411327948793769,0.35982834970107846
aligned,She was so angry she wanted to,,key,,4,1.2263153322564904,10.173137664794922,0.8523421138525009,0.47588494434640044
aligned,She was so angry she wanted to,,key,,5,1.1508111078292131,9.903446197509766,0.9809140134602785,0.6053287988612374
aligned,She was so angry she wanted to,,key,,6,1.1335855261422694,10.207769393920898,0.9797320775687695,0.42607381171105985
aligned,She was so angry she wanted to,,key,,7,1.2353576119057834,10.117910385131836,1.6359649542719126,0.7475827666748233
aligned,She was so angry she wanted to,,key,,8,1.1291951639577746,10.151834487915039,1.8506519738584757,0.7449022036437138
aligned,She was so angry she wanted to,,key,,9,1.1295531457290053,10.29102897644043,1.7034016493707895,0.674225560599993
aligned,She was so angry she wanted to,,key,,10,0.920042410492897,9.873856544494629,1.8246949538588524,0.7303852099197242
aligned,She was so angry she wanted to,,key,,11,1.10886127082631,10.384407997131348,2.020556790754199,0.9209207089146878
aligned,She was so angry she wanted to,,key,,12,0.9591711233370006,10.163542747497559,2.1700024511665106,0.8255358234977016
aligned,She was so angry she wanted to,,key,,13,0.8780755512416363,10.191743850708008,1.9236805886030197,0.7726725766148381
aligned,She was so angry she wanted to,,key,,14,0.7725074514746666,10.236272811889648,1.63453852199018,0.9716333883443704
aligned,She was so angry she wanted to,,key,,15,1.125211238861084,10.189200401306152,2.110718932002783,1.194128728967224
aligned,She was so angry she wanted to,,key,,16,0.6751366429962218,10.298263549804688,1.816990926861763,1.0399757366935518
aligned,She was so angry she wanted to,,key,,17,0.5747207634849474,10.180914878845215,2.188732696697116,1.7262901691435883
aligned,She was so angry she wanted to,,key,,18,0.5079798775259405,10.196269035339355,1.7524278871715069,1.3637057768803564
aligned,She was so angry she wanted to,,key,,19,0.6572115919552743,10.008957862854004,1.730352483689785,1.0707133901144672
aligned,She was so angry she wanted to,,key,,20,0.5243642002460547,10.12820053100586,1.9510061703622341,1.042333711441079
aligned,She was so angry she wanted to,,key,,21,0.6035495598334819,10.098045349121094,2.346394382417202,1.4259626407509065
aligned,She was so angry she wanted to,,key,,22,0.5509028804954141,10.346446990966797,2.2038019485771656,1.1088649126335905
aligned,She was so angry she wanted to,,key,,23,0.8486848850734532,9.958185195922852,2.1961719263345003,1.2609550640292129
aligned,She was so angry she wanted to,,key,,24,0.4071010905900039,2.8560755252838135,2.249597407877445,1.9185311139721355
aligned,She was so angry she wanted to,,key,,25,0.45125300192739815,9.068363189697266,2.9416379295289516,1.966823340584582
aligned,She was so angry she wanted to,,key,,26,0.18313168236636557,10.371953964233398,1.797820121049881,1.0191933313284056
aligned,She was so angry she wanted to,,key,,27,0.5586382141336799,9.731441497802734,2.5227082669734955,1.575553373150955
aligned,She was so angry she wanted to,,key,,28,0.25184079134487547,3.028076171875,2.640239641070366,1.4335981987804411
aligned,She was so angry she wanted to,,key,,29,0.21798940771259367,0.25018686056137085,2.5679362043738365,1.680476483615224
aligned,She was so angry she wanted to,,key,,30,0.13469783114851452,6.3607306480407715,2.5354404598474503,1.93381167972854
aligned,She was so angry she wanted to,,key,,31,0.5532165304757655,1.4941883087158203,4.054842937737703,2.860640970398742
aligned,She kneeled and reached for his,,key,,0,1.4097039820626378,10.2093505859375,0.5827906974591315,0.4312112098324939
aligned,She kneeled and reached for his,,key,,1,1.1668170266784728,10.273981094360352,0.5966597716324031,0.42879145756264986
aligned,She kneeled and reached for his,,key,,2,1.0036962893791497,10.231164932250977,0.5578702264465392,0.3390989960219414
aligned,She kneeled and reached for his,,key,,3,1.2595646753907204,9.96567153930664,0.6182167381048203,0.27319998861365286
aligned,She kneeled and reached for his,,key,,4,1.1900345307658426,10.232573509216309,0.7336937263607979,0.3669200071147893
aligned,She kneeled and reached for his,,key,,5,1.1167391492053866,9.942668914794922,0.8061315855011344,0.4031117697720995
aligned,She kneeled and reached for his,,key,,6,1.1629302501678467,9.99392032623291,1.0650316271930933,0.5564941072420864
aligned,She kneeled and reached for his,,key,,7,1.3558434918522835,10.011533737182617,1.6210262067615986,0.5741919597597197
aligned,She kneeled and reached for his,,key,,8,0.9981106517116132,9.960424423217773,1.6785469222813845,0.6147501813316338
aligned,She kneeled and reached for his,,key,,9,1.1221776134334505,10.2964506149292,1.663321202620864,0.7538290921503424
aligned,She kneeled and reached for his,,key,,10,0.8650540283415467,9.941951751708984,1.6409528627991676,0.658976689887215
aligned,She kneeled and reached for his,,key,,11,1.1922457423061132,10.260330200195312,1.9922016113996506,0.7808781058845781
aligned,She kneeled and reached for his,,key,,12,0.8841969283530489,10.159178733825684,2.287693412974477,0.9540886880288602
aligned,She kneeled and reached for his,,key,,13,0.795182635076344,10.187990188598633,2.088789824396372,0.8993934421215641
aligned,She kneeled and reached for his,,key,,14,0.7218822659924626,10.25417709350586,1.6579866036772728,1.0248697258908475
aligned,She kneeled and reached for his,,key,,15,0.9999581455485895,10.2267427444458,1.733774594962597,0.8678037667945377
aligned,She kneeled and reached for his,,key,,16,0.7739890723023564,10.252928733825684,1.981377124786377,1.0981922807262436
aligned,She kneeled and reached for his,,key,,17,0.7902209305902943,10.189919471740723,2.0637790486216545,1.2978222028263846
aligned,She kneeled and reached for his,,key,,18,0.46506274785497226,10.098677635192871,2.2107498049736023,1.8515885009853905
aligned,She kneeled and reached for his,,key,,19,0.5883463871432468,10.060943603515625,1.994744522497058,1.5640632802107974
aligned,She kneeled and reached for his,,key,,20,0.5243639213294955,10.235937118530273,2.2707466818392277,1.6370818553267446
aligned,She kneeled and reached for his,,key,,21,0.520822319551371,10.187601089477539,2.203080579638481,1.4103414704435067
aligned,She kneeled and reached for his,,key,,22,0.4139285800047219,10.296405792236328,2.462014611810446,1.6354522754691503
aligned,She kneeled and reached for his,,key,,23,0.5566480373963714,10.052160263061523,1.907895652577281,1.421209091179983
aligned,She kneeled and reached for his,,key,,24,0.19500644964864478,10.295160293579102,1.886530615389347,1.6921472643267113
aligned,She kneeled and reached for his,,key,,25,0.3086819245945662,10.059776306152344,2.44797508046031,1.2846683350971566
aligned,She kneeled and reached for his,,key,,26,0.18493160591606284,10.355728149414062,1.7809003069996834,0.8491531766229014
aligned,She kneeled and reached for his,,key,,27,0.5162402836140245,10.304672241210938,2.6987891383469105,2.1421093112351306
aligned,She kneeled and reached for his,,key,,28,0.24811368709197268,0.11173298209905624,3.035422660410404,2.7421949857883585
aligned,She kneeled and reached for his,,key,,29,0.24968363106017932,10.129390716552734,2.8007663935422897,2.582525929053421
aligned,She kneeled and reached for his,,key,,30,0.21941317009623162,9.230096817016602,2.787608280777931,2.1324317100079204
aligned,She kneeled and reached for his,,key,,31,0.8000414720736444,1.8566210269927979,5.165389277040958,3.0665067464903726
aligned,The capital of France is,,key,,0,1.0543350697116693,10.184995651245117,0.5500827075447887,0.4462226814540421
aligned,The capital of France is,,key,,1,0.9615356382564642,10.296125411987305,0.545480974484235,0.4026933940143887
aligned,The capital of France is,,key,,2,0.8298108046874404,10.243946075439453,0.7465638960711658,0.7098361680225902
aligned,The capital of France is,,key,,3,0.9782429039478302,10.03685188293457,0.7118092952296138,0.45915981059107813
aligned,The capital of France is,,key,,4,0.7143520127283409,10.200639724731445,0.725479238666594,0.44319011424443333
aligned,The capital of France is,,key,,5,0.71820801589638,9.575321197509766,0.8681074772030115,0.632468923562854
aligned,The capital of France is,,key,,6,0.6441776494029909,10.187074661254883,1.0388588989153504,0.7185924070377652
aligned,The capital of France is,,key,,7,1.078871927689761,10.164684295654297,1.5749528370797634,0.6419198164489922
aligned,The capital of France is,,key,,8,0.7022792408242822,10.180591583251953,1.6986867990344763,0.6716149168787384
aligned,The capital of France is,,key,,9,1.0236534047871828,10.238572120666504,1.829721948131919,1.0074812494663
aligned,The capital of France is,,key,,10,0.7710153949446976,10.250762939453125,1.9759850557893515,0.923487820383234
aligned,The capital of France is,,key,,11,1.051259544212371,10.290084838867188,2.180976841598749,0.8774582839489917
aligned,The capital of France is,,key,,12,0.8412644558120519,10.244747161865234,2.33189051784575,1.0389229130104496
aligned,The capital of France is,,key,,13,0.7178454417735338,10.098384857177734,2.1153167709708214,1.0125983473017925
aligned,The capital of France is,,key,,14,0.5927212702808902,10.079826354980469,1.677777724340558,1.297659116391593
aligned,The capital of France is,,key,,15,0.8518346726195887,10.155634880065918,1.7879160549491644,0.9326831173662312
aligned,The capital of France is,,key,,16,0.6150989398011006,10.267523765563965,1.981611905619502,1.307884385681279
aligned,The capital of France is,,key,,17,0.59755882632453,10.062420845031738,1.3919054511934519,0.7393753985949758
aligned,The capital of France is,,key,,18,0.5649465204332955,10.074641227722168,2.10825315117836,1.974516566800244
aligned,The capital of France is,,key,,19,0.7183176083490252,10.132946014404297,2.0787335634231567,1.791279825554766
aligned,The capital of France is,,key,,20,0.38336007989710197,10.077394485473633,1.784831589087844,1.143215399213348
aligned,The capital of France is,,key,,21,0.5064537728321739,9.889591217041016,2.284455521032214,2.172004660215523
aligned,The capital of France is,,key,,22,0.45741780163371004,10.33680534362793,2.6065332274883986,2.267415227261289
aligned,The capital of France is,,key,,23,0.5518962417263538,10.060342788696289,2.0717305280268192,1.9676085400889947
aligned,The capital of France is,,key,,24,0.26164642948424444,10.192668914794922,2.00949689745903,2.3965864780286568
aligned,The capital of France is,,key,,25,0.4534575928701088,7.26198673248291,3.052826065570116,2.722667337479974
aligned,The capital of France is,,key,,26,0.3239184237390873,10.259241104125977,1.9055004827678204,1.4748161921915395
aligned,The capital of France is,,key,,27,0.6001998172141612,5.951886177062988,2.4761697947978973,1.4939846989808607
aligned,The capital of France is,,key,,28,0.17767551818542415,9.666013717651367,2.4588374383747578,2.3879699305581195
aligned,The capital of France is,,key,,29,0.33913040538027417,1.30265212059021,3.4163683839142323,3.4706609040493976
aligned,The capital of France is,,key,,30,0.3343045965884812,9.290545463562012,3.5486508570611477,3.312238704120712
aligned,The capital of France is,,key,,31,0.6148305064998567,2.732513189315796,4.816783305257559,3.6662757587427004
aligned,She loved him and hated him and wanted to,,key,,0,1.5154385939240456,10.198944091796875,0.6256170214619488,0.5104046937662158
aligned,She loved him and hated him and wanted to,,key,,1,1.3717125660904799,10.184098243713379,0.5589643148705363,0.5364012991073381
aligned,She loved him and hated him and wanted to,,key,,2,1.1716722678975202,10.238546371459961,0.6728744376450777,0.4672095294306887
aligned,She loved him and hated him and wanted to,,key,,3,1.497242252342403,10.16189193725586,0.6389292031526566,0.35843464684667026
aligned,She loved him and hated him and wanted to,,key,,4,1.3285774596733972,10.209848403930664,0.7314987890422344,0.4337050701126015
aligned,She loved him and hated him and wanted to,,key,,5,1.3180283159017563,9.87082290649414,0.7960291411727667,0.4109224485468502
aligned,She loved him and hated him and wanted to,,key,,6,1.4018324222415686,10.271757125854492,0.9792486745864153,0.44975140055108764
aligned,She loved him and hated him and wanted to,,key,,7,1.4956228374503553,10.174397468566895,1.4796463381499052,0.5826365628736386
aligned,She loved him and hated him and wanted to,,key,,8,1.21902783785481,10.270563125610352,1.6063174679875374,0.6266427102519332
aligned,She loved him and hated him and wanted to,,key,,9,1.2862836313433945,10.324884414672852,1.7566756196320057,0.8461150234729083
aligned,She loved him and hated him and wanted to,,key,,10,1.2030563595471904,10.021734237670898,1.7332250513136387,0.5925651673898498
aligned,She loved him and hated him and wanted to,,key,,11,1.437350809108466,10.270246505737305,1.8218513298779726,0.7069994654306745
aligned,She loved him and hated him and wanted to,,key,,12,1.0426788302138448,10.26126480102539,2.2225811425596476,0.8007135101991699
aligned,She loved him and hated him and wanted to,,key,,13,1.0643314986955374,10.134820938110352,2.1430373955518007,0.9208247431855386
aligned,She loved him and hated him and wanted to,,key,,14,1.0183433322235942,10.249889373779297,1.5376604311168194,0.7684355510142237
aligned,She loved him and hated him and wanted to,,key,,15,1.4201152212917805,10.240643501281738,1.9549881555140018,0.9081127495026348
aligned,She loved him and hated him and wanted to,,key,,16,1.0253147771582007,9.759779930114746,1.958265271037817,1.0264590357108887
aligned,She loved him and hated him and wanted to,,key,,17,0.9922792150755413,10.152190208435059,2.012080328539014,1.0833193493751234
aligned,She loved him and hated him and wanted to,,key,,18,0.8239232724299654,10.174751281738281,1.939995052292943,1.2252713450152046
aligned,She loved him and hated him and wanted to,,key,,19,1.073604077566415,9.64062213897705,2.1821722257882357,1.4405011498729494
aligned,She loved him and hated him and wanted to,,key,,20,0.6104122417746112,9.930423736572266,2.374540511518717,1.4564587124474981
aligned,She loved him and hated him and wanted to,,key,,21,0.6222631065757014,10.137899398803711,1.971072532236576,1.0051943533134535
aligned,She loved him and hated him and wanted to,,key,,22,0.5665741861448623,10.312411308288574,2.4774362966418266,1.7481927967602795
aligned,She loved him and hated him and wanted to,,key,,23,0.7468242798931897,9.878308296203613,2.0858940947800875,1.4624268942966387
aligned,She loved him and hated him and wanted to,,key,,24,0.3277152194059454,9.394308090209961,2.107399668544531,1.8604010242667364
aligned,She loved him and hated him and wanted to,,key,,25,0.2907306257839082,9.679277420043945,2.6847561486065388,2.040526904486557
aligned,She loved him and hated him and wanted to,,key,,26,0.21494086968596093,10.356082916259766,1.8283236771821976,0.9590505625763457
aligned,She loved him and hated him and wanted to,,key,,27,0.6269069064874202,6.186178684234619,2.6119108013808727,1.6603525238869927
aligned,She loved him and hated him and wanted to,,key,,28,0.2435290301218629,4.656511306762695,2.4955620244145393,1.243656912563383
aligned,She loved him and hated him and wanted to,,key,,29,0.1869073178313556,10.125560760498047,2.510235458612442,1.949652255085701
aligned,She loved him and hated him and wanted to,,key,,30,0.20299564419838134,6.35408878326416,2.7007851116359234,2.0867713177689526
aligned,She loved him and hated him and wanted to,,key,,31,0.5750129716470838,1.8997033834457397,4.13840489834547,2.8710208601157996
aligned,Our company cut our health benefits and increased ,,key,,0,1.9047100639436394,10.199790954589844,0.6010011010803282,0.6532381879061735
aligned,Our company cut our health benefits and increased ,,key,,1,1.455569707090035,10.184013366699219,0.38782847113907337,0.26372580258538847
aligned,Our company cut our health benefits and increased ,,key,,2,0.9235638316022232,10.1873779296875,0.3430508766323328,0.3080130650846898
aligned,Our company cut our health benefits and increased ,,key,,3,1.2270247982814908,10.045287132263184,0.37513129063881934,0.34481583071984556
aligned,Our company cut our health benefits and increased ,,key,,4,0.9315086620626971,10.194318771362305,0.3369108512997627,0.3191953785646027
aligned,Our company cut our health benefits and increased ,,key,,5,0.9903026213869452,10.014491081237793,0.505496722413227,0.4581665601918666
aligned,Our company cut our health benefits and increased ,,key,,6,1.1908022325951606,10.22797966003418,0.5571526056155562,0.4681023536827492
aligned,Our company cut our health benefits and increased ,,key,,7,1.4046180145815015,10.049823760986328,0.6891832686960697,0.4605612364069213
aligned,Our company cut our health benefits and increased ,,key,,8,1.036094511160627,10.23982048034668,0.8239729073829949,0.6935504237093962
aligned,Our company cut our health benefits and increased ,,key,,9,1.239388920366764,10.340248107910156,0.7804324803873897,0.698905944323701
aligned,Our company cut our health benefits and increased ,,key,,10,1.21234615764115,10.125102996826172,1.0965062424074858,0.8003740275315016
aligned,Our company cut our health benefits and increased ,,key,,11,1.4186508492566645,10.270292282104492,1.0011039790697396,0.6782493299715754
aligned,Our company cut our health benefits and increased ,,key,,12,1.1444435925222933,10.139049530029297,1.1756885438226163,0.8455689636978501
aligned,Our company cut our health benefits and increased ,,key,,13,0.8910372135578655,9.954659461975098,0.6754697617143393,0.5881497906326609
aligned,Our company cut our health benefits and increased ,,key,,14,1.27817028388381,10.108417510986328,1.1394250709563494,0.9730539693744896
aligned,Our company cut our health benefits and increased ,,key,,15,1.4419575231149793,10.181087493896484,1.1065064929425716,0.9306987366170733
aligned,Our company cut our health benefits and increased ,,key,,16,1.0813242450822145,10.135232925415039,1.4050748674198985,1.2345983878536435
aligned,Our company cut our health benefits and increased ,,key,,17,1.0423938788007945,10.16187858581543,1.5211884477175772,1.3102874026852596
aligned,Our company cut our health benefits and increased ,,key,,18,0.8672792324796319,10.273921966552734,1.1584686166606843,1.3005926487961346
aligned,Our company cut our health benefits and increased ,,key,,19,1.038659556186758,10.087480545043945,1.1987624247558415,1.671010646005465
aligned,Our company cut our health benefits and increased ,,key,,20,0.6567685811314732,9.958137512207031,1.2693359153345227,1.5740370178691214
aligned,Our company cut our health benefits and increased ,,key,,21,0.5207743703504093,9.700271606445312,0.7549803773872554,0.9598828793930126
aligned,Our company cut our health benefits and increased ,,key,,22,0.6869585902895778,10.315267562866211,1.4150864807888865,1.8254243133289967
aligned,Our company cut our health benefits and increased ,,key,,23,0.6174554699100554,9.851757049560547,0.753344900906086,1.3559028167765792
aligned,Our company cut our health benefits and increased ,,key,,24,0.4719896141323261,10.288448333740234,1.0962344869039953,1.7851915960971674
aligned,Our company cut our health benefits and increased ,,key,,25,0.5548682874068618,10.1591157913208,1.1256522317416966,1.5728172210919893
aligned,Our company cut our health benefits and increased ,,key,,26,0.3551508449818357,10.383040428161621,0.8034839443862438,1.431505951057818
aligned,Our company cut our health benefits and increased ,,key,,27,1.0385692222043872,9.73202896118164,1.4366568522527814,1.067355335673321
aligned,Our company cut our health benefits and increased ,,key,,28,0.40760260468232445,7.774660110473633,1.099487692117691,1.7899461089129411
aligned,Our company cut our health benefits and increased ,,key,,29,0.8576096355100162,9.997299194335938,1.841530785895884,1.6308111032719306
aligned,Our company cut our health benefits and increased ,,key,,30,0.579948214115575,9.864994049072266,1.576924979686737,2.2013602837944353
aligned,Our company cut our health benefits and increased ,,key,,31,1.1469919783994555,5.563031196594238,3.2216011211276054,3.8168254959648538
aligned,Management keeps ignoring our safety complaints at,,key,,0,1.5878731729462743,10.199191093444824,0.6118626832030714,0.663327603534384
aligned,Management keeps ignoring our safety complaints at,,key,,1,1.1991777061484754,10.165290832519531,0.3774224941153079,0.31679257316273024
aligned,Management keeps ignoring our safety complaints at,,key,,2,0.766263322730083,10.191813468933105,0.33080304868053645,0.3622134927519887
aligned,Management keeps ignoring our safety complaints at,,key,,3,1.156306323595345,10.095108032226562,0.41512789123225957,0.37832575803896396
aligned,Management keeps ignoring our safety complaints at,,key,,4,0.7999565234640613,10.203178405761719,0.3031312529928982,0.3060706826325714
aligned,Management keeps ignoring our safety complaints at,,key,,5,0.8966362591600046,10.03388786315918,0.5020816898904741,0.4996032788437065
aligned,Management keeps ignoring our safety complaints at,,key,,6,1.1170930131338537,10.222270965576172,0.6288042850792408,0.5955839722239409
aligned,Management keeps ignoring our safety complaints at,,key,,7,1.3186550132231787,10.106498718261719,0.8075754644814879,0.5589665623487986
aligned,Management keeps ignoring our safety complaints at,,key,,8,1.343165791593492,10.115280151367188,1.1802923763170838,0.5413496180799539
aligned,Management keeps ignoring our safety complaints at,,key,,9,1.3300359062850475,10.3312349319458,1.0658647734671831,0.6349869138565968
aligned,Management keeps ignoring our safety complaints at,,key,,10,1.1843081736005843,10.264019012451172,1.2099516559392214,0.7725948689999391
aligned,Management keeps ignoring our safety complaints at,,key,,11,1.6246930975466967,10.298867225646973,1.45804248098284,0.6672212055753581
aligned,Management keeps ignoring our safety complaints at,,key,,12,1.2508811610750854,10.05691146850586,1.630339652299881,0.9493681826354892
aligned,Management keeps ignoring our safety complaints at,,key,,13,1.2151946909725666,10.087530136108398,1.2908929139375687,0.8799468504473631
aligned,Management keeps ignoring our safety complaints at,,key,,14,1.317539984593168,10.183797836303711,1.5400738259777427,0.9969404152494089
aligned,Management keeps ignoring our safety complaints at,,key,,15,1.6392616108059883,10.201000213623047,1.6607760805636644,0.9331398653685742
aligned,Management keeps ignoring our safety complaints at,,key,,16,1.0836552418768406,10.102716445922852,1.443532271310687,1.1047400478702292
aligned,Management keeps ignoring our safety complaints at,,key,,17,1.1522001968696713,10.151775360107422,1.6146957520395517,1.1472622783456878
aligned,Management keeps ignoring our safety complaints at,,key,,18,0.8153984805103391,10.199352264404297,1.2031958075240254,0.9704308221669925
aligned,Management keeps ignoring our safety complaints at,,key,,19,1.1941850688308477,10.101475715637207,1.8499017283320427,1.95970057150556
aligned,Management keeps ignoring our safety complaints at,,key,,20,0.616622899309732,10.039102554321289,1.4851802345365286,2.1717885651632294
aligned,Management keeps ignoring our safety complaints at,,key,,21,0.6112254143226892,9.933601379394531,1.057908090762794,1.0613583887723883
aligned,Management keeps ignoring our safety complaints at,,key,,22,0.7109222032595426,10.30533504486084,1.7238588584586978,2.094204789045443
aligned,Management keeps ignoring our safety complaints at,,key,,23,0.9106720816344023,9.790599822998047,1.036590799689293,0.676992306079304
aligned,Management keeps ignoring our safety complaints at,,key,,24,0.5718821359332651,10.282991409301758,1.1420068722218275,1.1408335873607711
aligned,Management keeps ignoring our safety complaints at,,key,,25,0.7002555695362389,10.036039352416992,1.659045877866447,1.6687834562641095
aligned,Management keeps ignoring our safety complaints at,,key,,26,0.5393118808278814,10.343398094177246,1.6686066258698702,1.8452183546524508
aligned,Management keeps ignoring our safety complaints at,,key,,27,1.0358323333784938,9.936854362487793,1.8547634650021791,1.3999771282174083
aligned,Management keeps ignoring our safety complaints at,,key,,28,0.5371416314737871,9.318058967590332,1.3543206565082073,1.1068324567996242
aligned,Management keeps ignoring our safety complaints at,,key,,29,0.8397613072302192,3.9203426837921143,2.184008501470089,1.651119438281765
aligned,Management keeps ignoring our safety complaints at,,key,,30,0.7831446966156363,10.207862854003906,1.840791966766119,1.7431966706522397
aligned,Management keeps ignoring our safety complaints at,,key,,31,1.1339525040239096,2.2652854919433594,3.7124526761472225,3.4660208817331792
aligned,My company laid off my whole team with no severanc,institutional_labor_worker_1,institutional,individual,0,1.8091313098557293,10.215194702148438,0.6186189011204988,0.6514726754385076
aligned,My company laid off my whole team with no severanc,institutional_labor_worker_1,institutional,individual,1,1.324380821082741,10.236221313476562,0.39141989359632134,0.2912273908332751
aligned,My company laid off my whole team with no severanc,institutional_labor_worker_1,institutional,individual,2,0.8683360802242532,10.162266731262207,0.36449039331637323,0.3463729764566025
aligned,My company laid off my whole team with no severanc,institutional_labor_worker_1,institutional,individual,3,1.2253122869879007,10.042888641357422,0.3960633722599596,0.34260304105288003
