family,prompt,gen_idx,step,base_violence,base_procedural,ego_violence,ego_procedural,superego_violence,superego_procedural
olmo,sexual,3,21,0.01301,-0.07588,,,0.01257,-0.08998
olmo,sexual,3,22,0.01157,0.14167,,,0.01535,0.15052
olmo,sexual,3,23,-0.00448,-0.03038,,,0.00099,-0.06108
olmo,sexual,3,24,-0.03303,0.05259,,,-0.10507,0.12777
olmo,sexual,3,25,-0.02144,-0.02371,,,0.00436,0.02788
olmo,sexual,3,26,0.08715,-0.02963,,,0.10897,-0.02024
olmo,sexual,3,27,-0.00758,-0.0751,,,-0.00751,-0.0757
olmo,sexual,3,28,0.04813,0.09771,,,0.01599,0.07682
olmo,sexual,3,29,-0.00965,-0.0245,,,-0.00916,0.01944
olmo,sexual,3,30,-0.01443,-0.03534,,,-0.0079,-0.03325
olmo,sexual,3,31,-0.01082,0.02901,,,-0.00403,0.01678
olmo,sexual,3,32,0.07086,0.00752,,,0.07992,-0.01225
olmo,sexual,3,33,-0.02274,-0.05145,,,-0.01174,-0.08689
olmo,sexual,3,34,0.03308,-0.0669,,,0.02473,-0.06751
olmo,sexual,3,35,0.00537,0.09239,,,-0.03085,0.06798
olmo,sexual,3,36,0.02629,0.1281,,,0.02241,0.13911
olmo,sexual,3,37,0.04036,0.08754,,,0.00635,0.12554
olmo,sexual,3,38,0.01061,-0.08911,,,0.00372,0.03446
olmo,sexual,3,39,0.02277,0.04696,,,0.00575,0.07524
olmo,sexual,3,40,0.03398,0.06255,,,0.00927,0.08593
olmo,sexual,3,41,-0.02591,-0.03531,,,-0.02457,-0.03279
olmo,sexual,3,42,0.06101,0.04673,,,0.04385,-0.00288
olmo,sexual,3,43,-0.03401,0.04493,,,-0.01722,0.05715
olmo,sexual,3,44,0.01956,0.04202,,,0.04023,0.0225
olmo,sexual,3,45,0.00869,-0.02105,,,0.02743,-0.0078
olmo,sexual,3,46,0.02891,0.00994,,,0.02534,0.01104
olmo,sexual,3,47,-0.0011,0.00842,,,0.0082,-0.00123
olmo,sexual,3,48,-0.00961,0.07664,,,-0.00161,0.0803
olmo,sexual,3,49,0.21151,-0.02307,,,0.21719,-0.02813
olmo,sexual,4,0,0.02903,0.17021,0.01508,0.15818,,
olmo,sexual,4,1,-0.10075,-0.05791,-0.00117,0.06501,,
olmo,sexual,4,2,-0.02897,-0.00579,-0.03888,-0.02054,,
olmo,sexual,4,3,-0.001,0.04255,-0.04189,0.06182,,
olmo,sexual,4,4,-0.00354,0.04522,0.02131,0.04426,,
olmo,sexual,4,5,-0.03374,0.01734,-0.03515,0.02233,,
olmo,sexual,4,6,0.02927,0.00125,0.05385,0.01389,,
olmo,sexual,4,7,-0.04213,0.02969,0.0199,0.01819,,
olmo,sexual,4,8,-0.0553,0.02346,-0.04494,0.00452,,
olmo,sexual,4,9,-0.03949,-0.00529,-0.04776,0.00643,,
olmo,sexual,4,10,-0.00863,0.04704,-0.01782,0.06267,,
olmo,sexual,4,11,0.04445,0.00823,0.09719,0.02404,,
olmo,sexual,4,12,-0.04785,0.04559,-0.05315,0.0371,,
olmo,sexual,4,13,-0.00902,0.0224,-0.00842,0.03136,,
olmo,sexual,4,14,0.06584,0.04883,0.07782,0.04016,,
olmo,sexual,4,15,-0.02944,0.07657,-0.03449,0.0722,,
olmo,sexual,4,16,0.02688,-0.01223,0.04669,-0.00626,,
olmo,sexual,4,17,0.02807,-0.03199,0.03346,-0.0304,,
olmo,sexual,4,18,-0.06474,-0.01125,-0.05276,0.01268,,
olmo,sexual,4,19,-0.01566,0.10463,-0.02165,0.09492,,
olmo,sexual,4,20,-0.02195,-0.02769,-0.04329,-0.02928,,
olmo,sexual,4,21,0.02542,-0.00118,0.01864,0.00622,,
olmo,sexual,4,22,-0.04362,0.04988,-0.04697,0.04224,,
olmo,sexual,4,23,0.00134,0.08546,0.0289,0.08962,,
olmo,sexual,4,24,-0.01982,-0.02922,-0.01623,-0.02855,,
olmo,sexual,4,25,0.00562,0.02047,0.00932,0.01861,,
olmo,sexual,4,26,-0.0308,0.03424,-0.03673,0.04708,,
olmo,sexual,4,27,-0.04019,-0.07467,-0.02975,-0.07357,,
olmo,sexual,4,28,-0.02533,-0.02826,-0.01355,-0.03733,,
olmo,sexual,4,29,0.02743,0.06384,-0.00702,0.05353,,
olmo,sexual,4,30,-0.07005,-0.00242,-0.05177,-0.03299,,
olmo,sexual,4,31,-0.03118,-0.05564,-0.01533,-0.06697,,
olmo,sexual,4,32,-0.04365,-0.02779,-0.0419,-0.03106,,
olmo,sexual,4,33,0.02848,0.04896,0.00413,0.05502,,
olmo,sexual,4,34,-0.06027,0.06772,-0.04302,0.05207,,
olmo,sexual,4,35,-0.02644,-0.0367,-0.02865,-0.0591,,
olmo,sexual,4,36,0.03392,-0.08067,0.01505,-0.06318,,
olmo,sexual,4,37,-0.00572,0.02329,0.01188,0.03015,,
olmo,sexual,4,38,-0.02439,-0.02267,-0.02498,0.01351,,
olmo,sexual,4,39,-0.07211,0.04144,-0.0716,0.04844,,
olmo,sexual,4,40,-0.01397,-0.05002,-0.01293,-0.05728,,
olmo,sexual,4,41,-0.05357,-0.0195,-0.04959,-0.01966,,
olmo,sexual,4,42,-0.10591,0.04376,-0.11283,0.03552,,
olmo,sexual,4,43,-0.06695,0.03476,-0.05974,0.03347,,
olmo,sexual,4,44,-0.03515,-0.02243,-0.03716,-0.02332,,
olmo,sexual,4,45,-0.04264,0.04513,-0.03616,0.03443,,
olmo,sexual,4,46,0.11867,-0.02945,0.08039,-0.04541,,
olmo,sexual,4,47,0.00988,0.09291,-0.00376,0.10049,,
olmo,sexual,4,48,-0.02627,-0.00267,-0.0158,-0.03083,,
olmo,sexual,4,49,-0.03052,-0.03592,-0.03125,-0.03409,,
olmo,sexual,4,0,0.02903,0.17021,,,0.01203,0.15101
olmo,sexual,4,1,-0.10075,-0.05791,,,-0.01959,0.05492
olmo,sexual,4,2,-0.02897,-0.00579,,,-0.0404,-0.01969
olmo,sexual,4,3,-0.001,0.04255,,,-0.03839,0.08197
olmo,sexual,4,4,-0.00354,0.04522,,,0.02189,0.04319
olmo,sexual,4,5,-0.03374,0.01734,,,-0.03871,0.01751
olmo,sexual,4,6,0.02927,0.00125,,,0.06972,0.02486
olmo,sexual,4,7,-0.04213,0.02969,,,0.01889,0.02009
olmo,sexual,4,8,-0.0553,0.02346,,,-0.05063,0.00386
olmo,sexual,4,9,-0.03949,-0.00529,,,-0.05695,0.01217
olmo,sexual,4,10,-0.00863,0.04704,,,-0.02484,0.07043
olmo,sexual,4,11,0.04445,0.00823,,,0.12182,0.02536
olmo,sexual,4,12,-0.04785,0.04559,,,-0.0529,0.0306
olmo,sexual,4,13,-0.00902,0.0224,,,-0.01278,0.01946
olmo,sexual,4,14,0.06584,0.04883,,,0.08352,0.04485
olmo,sexual,4,15,-0.02944,0.07657,,,-0.0312,0.07544
olmo,sexual,4,16,0.02688,-0.01223,,,0.06468,0.00701
olmo,sexual,4,17,0.02807,-0.03199,,,0.04343,-0.03017
olmo,sexual,4,18,-0.06474,-0.01125,,,-0.04806,0.01818
olmo,sexual,4,19,-0.01566,0.10463,,,-0.0297,0.09626
olmo,sexual,4,20,-0.02195,-0.02769,,,-0.04758,-0.02519
olmo,sexual,4,21,0.02542,-0.00118,,,0.01799,0.01586
olmo,sexual,4,22,-0.04362,0.04988,,,-0.05669,0.05577
olmo,sexual,4,23,0.00134,0.08546,,,0.02666,0.09419
olmo,sexual,4,24,-0.01982,-0.02922,,,-0.01502,-0.02608
olmo,sexual,4,25,0.00562,0.02047,,,0.00761,0.01757
olmo,sexual,4,26,-0.0308,0.03424,,,-0.02569,0.05786
olmo,sexual,4,27,-0.04019,-0.07467,,,-0.02202,-0.07068
olmo,sexual,4,28,-0.02533,-0.02826,,,-0.01169,-0.03951
olmo,sexual,4,29,0.02743,0.06384,,,-0.01196,0.0613
olmo,sexual,4,30,-0.07005,-0.00242,,,-0.05366,-0.02337
olmo,sexual,4,31,-0.03118,-0.05564,,,-0.00508,-0.06915
olmo,sexual,4,32,-0.04365,-0.02779,,,-0.04501,-0.03066
olmo,sexual,4,33,0.02848,0.04896,,,-0.00898,0.06038
olmo,sexual,4,34,-0.06027,0.06772,,,-0.03254,0.0465
olmo,sexual,4,35,-0.02644,-0.0367,,,-0.02815,-0.06513
olmo,sexual,4,36,0.03392,-0.08067,,,0.02043,-0.07016
olmo,sexual,4,37,-0.00572,0.02329,,,0.00951,0.03343
olmo,sexual,4,38,-0.02439,-0.02267,,,-0.01434,0.02073
olmo,sexual,4,39,-0.07211,0.04144,,,-0.08143,0.06076
olmo,sexual,4,40,-0.01397,-0.05002,,,-0.01529,-0.05661
olmo,sexual,4,41,-0.05357,-0.0195,,,-0.0605,-0.01261
olmo,sexual,4,42,-0.10591,0.04376,,,-0.11846,0.03478
olmo,sexual,4,43,-0.06695,0.03476,,,-0.07053,0.03555
olmo,sexual,4,44,-0.03515,-0.02243,,,-0.03804,-0.0192
olmo,sexual,4,45,-0.04264,0.04513,,,-0.04215,0.04685
olmo,sexual,4,46,0.11867,-0.02945,,,0.08159,-0.046
olmo,sexual,4,47,0.00988,0.09291,,,-0.01255,0.09497
olmo,sexual,4,48,-0.02627,-0.00267,,,-0.01716,-0.03161
olmo,sexual,4,49,-0.03052,-0.03592,,,-0.02926,-0.03338
olmo,sexual,5,0,0.02903,0.17021,0.01508,0.15818,,
olmo,sexual,5,1,-0.04309,-0.01579,-0.03512,-0.02475,,
olmo,sexual,5,2,-0.06048,0.05342,0.00862,0.18036,,
olmo,sexual,5,3,0.06497,-0.0265,0.06031,-0.02677,,
olmo,sexual,5,4,-0.07791,-0.05546,-0.33575,0.06807,,
olmo,sexual,5,5,0.03676,-0.03915,0.02857,-0.02143,,
olmo,sexual,5,6,-0.01008,0.18135,-0.02835,0.07499,,
olmo,sexual,5,7,-0.02704,-0.03097,-0.03773,-0.03174,,
olmo,sexual,5,8,-0.04769,0.03537,-0.00959,0.04819,,
olmo,sexual,5,9,0.00219,0.08151,-0.04,0.07585,,
olmo,sexual,5,10,-0.01992,-0.02819,-0.01924,-0.0292,,
olmo,sexual,5,11,0.08942,0.05851,0.08556,0.02627,,
olmo,sexual,5,12,-0.04651,0.0079,-0.03459,0.02478,,
olmo,sexual,5,13,0.13151,0.10779,0.02444,0.09293,,
olmo,sexual,5,14,-0.03015,0.03642,-0.05913,0.03798,,
olmo,sexual,5,15,-0.01006,-0.05341,-0.00645,-0.06331,,
olmo,sexual,5,16,0.05218,-0.04333,0.06441,-0.06739,,
olmo,sexual,5,17,-0.00754,0.16981,-0.05403,0.1574,,
olmo,sexual,5,18,-0.05386,0.07811,-0.05468,0.0866,,
olmo,sexual,5,19,-0.01541,-0.03907,-0.01543,-0.03947,,
olmo,sexual,5,20,0.09063,0.08201,0.13222,0.04432,,
olmo,sexual,5,21,-0.03199,-0.00788,-0.03783,-0.00409,,
olmo,sexual,5,22,0.0144,0.13452,0.04635,0.12874,,
olmo,sexual,5,23,-0.02672,-0.00605,-0.04172,-0.0134,,
olmo,sexual,5,24,-0.05267,0.03039,-0.07277,0.01438,,
olmo,sexual,5,25,0.0761,-0.0819,0.14076,-0.05887,,
olmo,sexual,5,26,0.04934,0.14,0.06722,0.2502,,
olmo,sexual,5,27,-0.02126,-0.03475,-0.02067,-0.03449,,
olmo,sexual,5,28,0.02677,0.02421,0.05461,0.03099,,
olmo,sexual,5,29,-0.01745,-0.09148,-0.02309,-0.08244,,
olmo,sexual,5,30,-0.01,-0.09148,-0.01082,-0.0754,,
olmo,sexual,5,31,0.26978,-0.0074,0.24338,-0.01207,,
olmo,sexual,5,32,0.14551,0.13113,0.14179,0.19777,,
olmo,sexual,5,33,0.08697,0.06165,0.0595,0.10285,,
olmo,sexual,5,34,-0.02424,-0.03299,-0.02046,-0.03402,,
olmo,sexual,5,35,-0.01073,-0.00618,-0.01514,-0.04958,,
olmo,sexual,5,36,0.1141,-0.07006,0.03645,-0.09341,,
olmo,sexual,5,37,0.20849,-0.0315,0.23979,-0.01872,,
olmo,sexual,5,38,0.04663,0.10096,0.05774,0.07336,,
olmo,sexual,5,39,0.06047,0.20797,0.06818,0.27925,,
olmo,sexual,5,40,-0.02123,-0.0337,-0.02133,-0.03123,,
olmo,sexual,5,41,0.06862,0.0601,0.06131,0.04976,,
olmo,sexual,5,42,-0.02325,-0.002,-0.0096,-0.00781,,
olmo,sexual,5,43,-0.03019,0.01599,-0.03665,0.00249,,
olmo,sexual,5,44,-0.04201,-0.0069,-0.04711,-0.00762,,
olmo,sexual,5,45,-0.10076,0.02382,-0.0529,0.05516,,
olmo,sexual,5,46,0.0133,-0.04213,0.00031,-0.02656,,
olmo,sexual,5,47,0.0683,-0.08463,0.04034,-0.08315,,
olmo,sexual,5,48,0.03221,0.1469,0.01435,0.14825,,
olmo,sexual,5,49,-0.00344,0.00113,-0.00725,-0.00763,,
olmo,sexual,5,0,0.02903,0.17021,,,0.01203,0.15101
olmo,sexual,5,1,-0.04309,-0.01579,,,-0.03428,-0.02322
olmo,sexual,5,2,-0.06048,0.05342,,,0.05308,0.24569
olmo,sexual,5,3,0.06497,-0.0265,,,0.05925,-0.02659
olmo,sexual,5,4,-0.07791,-0.05546,,,-0.53721,0.16227
olmo,sexual,5,5,0.03676,-0.03915,,,0.01971,-0.01537
olmo,sexual,5,6,-0.01008,0.18135,,,-0.03269,0.09672
olmo,sexual,5,7,-0.02704,-0.03097,,,-0.05568,-0.02614
olmo,sexual,5,8,-0.04769,0.03537,,,-0.00887,0.06042
olmo,sexual,5,9,0.00219,0.08151,,,-0.06309,0.07675
olmo,sexual,5,10,-0.01992,-0.02819,,,-0.01841,-0.0321
olmo,sexual,5,11,0.08942,0.05851,,,0.07551,0.03331
olmo,sexual,5,12,-0.04651,0.0079,,,-0.03134,0.02659
olmo,sexual,5,13,0.13151,0.10779,,,-0.00374,0.10476
olmo,sexual,5,14,-0.03015,0.03642,,,-0.06229,0.04199
olmo,sexual,5,15,-0.01006,-0.05341,,,-0.00742,-0.05788
olmo,sexual,5,16,0.05218,-0.04333,,,0.07531,-0.05158
olmo,sexual,5,17,-0.00754,0.16981,,,-0.05212,0.15678
olmo,sexual,5,18,-0.05386,0.07811,,,-0.05529,0.08563
olmo,sexual,5,19,-0.01541,-0.03907,,,-0.0154,-0.03956
olmo,sexual,5,20,0.09063,0.08201,,,0.13242,0.04779
olmo,sexual,5,21,-0.03199,-0.00788,,,-0.03709,0.00866
olmo,sexual,5,22,0.0144,0.13452,,,0.04901,0.12476
olmo,sexual,5,23,-0.02672,-0.00605,,,-0.04442,-0.00286
olmo,sexual,5,24,-0.05267,0.03039,,,-0.07283,0.02274
olmo,sexual,5,25,0.0761,-0.0819,,,0.17053,-0.04802
olmo,sexual,5,26,0.04934,0.14,,,0.06734,0.25419
olmo,sexual,5,27,-0.02126,-0.03475,,,-0.01966,-0.03204
olmo,sexual,5,28,0.02677,0.02421,,,0.03861,0.03879
olmo,sexual,5,29,-0.01745,-0.09148,,,-0.02459,-0.07902
olmo,sexual,5,30,-0.01,-0.09148,,,-0.01101,-0.07603
olmo,sexual,5,31,0.26978,-0.0074,,,0.24169,-0.01612
olmo,sexual,5,32,0.14551,0.13113,,,0.16444,0.22257
olmo,sexual,5,33,0.08697,0.06165,,,0.07009,0.13006
olmo,sexual,5,34,-0.02424,-0.03299,,,-0.01803,-0.03281
olmo,sexual,5,35,-0.01073,-0.00618,,,-0.00959,-0.053
olmo,sexual,5,36,0.1141,-0.07006,,,0.02694,-0.09051
olmo,sexual,5,37,0.20849,-0.0315,,,0.2195,-0.02527
olmo,sexual,5,38,0.04663,0.10096,,,0.02704,0.08491
olmo,sexual,5,39,0.06047,0.20797,,,0.11518,0.34391
olmo,sexual,5,40,-0.02123,-0.0337,,,-0.01766,-0.02591
olmo,sexual,5,41,0.06862,0.0601,,,0.06233,0.05212
olmo,sexual,5,42,-0.02325,-0.002,,,-0.00927,-0.0093
olmo,sexual,5,43,-0.03019,0.01599,,,-0.04983,0.01379
olmo,sexual,5,44,-0.04201,-0.0069,,,-0.0433,-0.0016
olmo,sexual,5,45,-0.10076,0.02382,,,-0.04463,0.08775
olmo,sexual,5,46,0.0133,-0.04213,,,-0.00119,-0.02611
olmo,sexual,5,47,0.0683,-0.08463,,,0.03415,-0.08702
olmo,sexual,5,48,0.03221,0.1469,,,-0.00472,0.12932
olmo,sexual,5,49,-0.00344,0.00113,,,0.00828,-0.00069
olmo,sexual,6,0,0.02903,0.17021,0.01508,0.15818,,
olmo,sexual,6,1,-0.01422,0.18353,-0.03005,0.13027,,
olmo,sexual,6,2,-0.04343,-0.01504,-0.03326,-0.02162,,
olmo,sexual,6,3,0.00801,0.0437,0.00101,0.0388,,
olmo,sexual,6,4,0.08824,-0.05301,0.02783,-0.11909,,
olmo,sexual,6,5,0.01809,-0.07851,0.02169,-0.09015,,
olmo,sexual,6,6,0.1955,-0.01775,0.27868,-0.0004,,
olmo,sexual,6,7,0.11785,0.09753,0.10493,0.0583,,
olmo,sexual,6,8,-0.03675,-0.02348,-0.02063,-0.04018,,
olmo,sexual,6,9,0.04068,0.03902,-0.01294,0.05316,,
olmo,sexual,6,10,-0.10728,0.03533,-0.09889,0.04624,,
olmo,sexual,6,11,0.05911,-0.03953,0.05645,-0.03486,,
olmo,sexual,6,12,-0.08131,-0.06279,-0.12617,-0.06267,,
olmo,sexual,6,13,-0.08346,-0.04839,-0.06214,-0.04363,,
olmo,sexual,6,14,0.05814,-0.06911,0.03929,-0.06508,,
olmo,sexual,6,15,0.06839,0.11193,0.024,0.07943,,
olmo,sexual,6,16,0.02205,0.11447,-0.09388,0.0674,,
olmo,sexual,6,17,-0.04422,0.00448,-0.03869,0.03068,,
olmo,sexual,6,18,-0.04138,-0.02652,-0.06277,-0.04127,,
olmo,sexual,6,19,-0.03051,0.07224,-0.02719,0.07842,,
olmo,sexual,6,20,-0.00689,0.076,0.00518,0.06138,,
olmo,sexual,6,21,0.05976,0.07578,0.08685,0.13108,,
olmo,sexual,6,22,-0.02234,-0.02173,-0.03042,-0.02448,,
olmo,sexual,6,23,-0.12264,0.01634,-0.13985,0.02937,,
olmo,sexual,6,24,0.16647,-0.01955,0.18803,-0.01854,,
olmo,sexual,6,25,-0.01332,0.06913,-0.00514,0.06183,,
olmo,sexual,6,26,-0.03769,-0.02956,-0.19582,0.03671,,
olmo,sexual,6,27,0.10606,-0.01517,0.13226,-0.01997,,
olmo,sexual,6,28,-0.11513,0.00831,-0.10775,-0.00084,,
olmo,sexual,6,29,0.0603,-0.02885,0.05734,-0.03091,,
olmo,sexual,6,30,-0.01425,-0.06557,-0.01676,-0.06959,,
olmo,sexual,6,31,0.24488,-0.00885,0.17056,-0.03482,,
olmo,sexual,6,32,0.11445,0.11674,0.12691,0.13203,,
olmo,sexual,6,33,-0.02162,-0.03566,-0.02108,-0.03245,,
olmo,sexual,6,34,0.01023,-0.00329,0.01698,-0.01847,,
olmo,sexual,6,35,0.07241,-0.01215,0.07652,0.00789,,
olmo,sexual,6,36,-0.02048,-0.02996,-0.02414,-0.02268,,
olmo,sexual,6,37,-0.02752,0.002,-0.04513,-0.01535,,
olmo,sexual,6,38,-0.04845,0.00561,-0.04244,0.00807,,
olmo,sexual,6,39,-0.01223,-0.0742,-0.00929,-0.07467,,
olmo,sexual,6,40,0.16658,-0.02006,0.19134,0.00123,,
olmo,sexual,6,41,-0.01906,-0.03638,-0.01873,-0.04009,,
olmo,sexual,6,42,0.05154,0.06382,0.04569,0.0634,,
olmo,sexual,6,43,-0.11409,0.0236,-0.1039,0.03654,,
olmo,sexual,6,44,0.14068,-0.01478,0.15154,-0.01395,,
olmo,sexual,6,45,0.11373,-0.01112,0.10643,-0.05326,,
olmo,sexual,6,46,0.06058,0.02761,0.03069,0.0381,,
olmo,sexual,6,47,0.04064,0.01818,0.12259,0.18366,,
olmo,sexual,6,48,-0.04869,-0.0136,-0.05079,-0.01585,,
olmo,sexual,6,49,-0.11924,0.0277,-0.1308,0.02335,,
olmo,sexual,6,0,0.02903,0.17021,,,0.01203,0.15101
olmo,sexual,6,1,-0.01422,0.18353,,,-0.03918,0.10967
olmo,sexual,6,2,-0.04343,-0.01504,,,-0.03138,-0.01634
olmo,sexual,6,3,0.00801,0.0437,,,-0.01149,0.0455
olmo,sexual,6,4,0.08824,-0.05301,,,0.02633,-0.11763
olmo,sexual,6,5,0.01809,-0.07851,,,0.02417,-0.09278
olmo,sexual,6,6,0.1955,-0.01775,,,0.28207,-0.00049
olmo,sexual,6,7,0.11785,0.09753,,,0.09144,0.04623
olmo,sexual,6,8,-0.03675,-0.02348,,,-0.01785,-0.04846
olmo,sexual,6,9,0.04068,0.03902,,,-0.01655,0.05922
olmo,sexual,6,10,-0.10728,0.03533,,,-0.09916,0.05371
olmo,sexual,6,11,0.05911,-0.03953,,,0.05833,-0.03063
olmo,sexual,6,12,-0.08131,-0.06279,,,-0.18681,-0.05024
olmo,sexual,6,13,-0.08346,-0.04839,,,-0.07594,-0.03694
olmo,sexual,6,14,0.05814,-0.06911,,,0.03325,-0.05705
olmo,sexual,6,15,0.06839,0.11193,,,0.00133,0.08961
olmo,sexual,6,16,0.02205,0.11447,,,-0.10351,0.06829
olmo,sexual,6,17,-0.04422,0.00448,,,-0.03032,0.04789
olmo,sexual,6,18,-0.04138,-0.02652,,,-0.06147,-0.04622
olmo,sexual,6,19,-0.03051,0.07224,,,-0.02824,0.07563
olmo,sexual,6,20,-0.00689,0.076,,,0.00233,0.0708
olmo,sexual,6,21,0.05976,0.07578,,,0.10588,0.16677
olmo,sexual,6,22,-0.02234,-0.02173,,,-0.02863,-0.02005
olmo,sexual,6,23,-0.12264,0.01634,,,-0.15823,0.03989
olmo,sexual,6,24,0.16647,-0.01955,,,0.23376,-0.0076
olmo,sexual,6,25,-0.01332,0.06913,,,0.00418,0.06256
olmo,sexual,6,26,-0.03769,-0.02956,,,-0.28337,0.0752
olmo,sexual,6,27,0.10606,-0.01517,,,0.09999,-0.02258
olmo,sexual,6,28,-0.11513,0.00831,,,-0.121,0.00098
olmo,sexual,6,29,0.0603,-0.02885,,,0.05741,-0.03047
olmo,sexual,6,30,-0.01425,-0.06557,,,-0.04745,-0.06461
olmo,sexual,6,31,0.24488,-0.00885,,,0.17798,-0.03297
olmo,sexual,6,32,0.11445,0.11674,,,0.12277,0.13292
olmo,sexual,6,33,-0.02162,-0.03566,,,-0.0201,-0.02657
olmo,sexual,6,34,0.01023,-0.00329,,,0.00729,-0.01393
olmo,sexual,6,35,0.07241,-0.01215,,,0.07342,0.01171
olmo,sexual,6,36,-0.02048,-0.02996,,,-0.02541,-0.02163
olmo,sexual,6,37,-0.02752,0.002,,,-0.04636,-0.01945
olmo,sexual,6,38,-0.04845,0.00561,,,-0.05081,0.01955
olmo,sexual,6,39,-0.01223,-0.0742,,,-0.00842,-0.07689
olmo,sexual,6,40,0.16658,-0.02006,,,0.20973,0.01091
olmo,sexual,6,41,-0.01906,-0.03638,,,-0.01888,-0.04068
olmo,sexual,6,42,0.05154,0.06382,,,0.03787,0.06583
olmo,sexual,6,43,-0.11409,0.0236,,,-0.10938,0.05274
olmo,sexual,6,44,0.14068,-0.01478,,,0.14961,-0.0141
olmo,sexual,6,45,0.11373,-0.01112,,,0.10548,-0.05484
olmo,sexual,6,46,0.06058,0.02761,,,0.0928,0.06357
olmo,sexual,6,47,0.04064,0.01818,,,0.12709,0.19208
olmo,sexual,6,48,-0.04869,-0.0136,,,-0.05022,-0.01572
olmo,sexual,6,49,-0.11924,0.0277,,,-0.12529,0.02795
olmo,sexual,7,0,0.02903,0.17021,0.01508,0.15818,,
olmo,sexual,7,1,-0.00906,0.00015,-0.00017,-0.00994,,
olmo,sexual,7,2,0.03773,0.03691,-0.0275,0.05901,,
olmo,sexual,7,3,-0.05068,0.02348,-0.04498,0.02902,,
olmo,sexual,7,4,0.259,-0.01092,0.20648,-0.02181,,
olmo,sexual,7,5,0.10518,0.06143,0.10503,0.06091,,
olmo,sexual,7,6,-0.03725,-0.0309,-0.04866,-0.02956,,
olmo,sexual,7,7,-0.06349,0.07483,-0.0539,0.07446,,
olmo,sexual,7,8,-0.00979,-0.02527,-0.0102,-0.02811,,
olmo,sexual,7,9,0.02473,0.01336,0.03558,0.01862,,
olmo,sexual,7,10,0.05482,0.14707,0.06378,0.12003,,
olmo,sexual,7,11,-0.00522,-0.00183,-0.00687,0.00636,,
olmo,sexual,7,12,0.00225,0.05482,-0.00563,0.0339,,
olmo,sexual,7,13,-0.01173,-0.02393,-0.00286,-0.02028,,
olmo,sexual,7,14,0.02244,0.04233,0.02482,0.04381,,
olmo,sexual,7,15,-0.04859,-0.02607,-0.0333,-0.02402,,
olmo,sexual,7,16,0.01288,0.02927,0.03031,0.04308,,
olmo,sexual,7,17,0.05814,-0.02151,0.08222,-0.02602,,
olmo,sexual,7,18,-0.0114,0.09693,0.00687,0.13031,,
olmo,sexual,7,19,0.01268,-0.00032,-0.02136,-0.00521,,
olmo,sexual,7,20,-0.02359,-0.00255,-0.01584,-0.00941,,
olmo,sexual,7,21,-0.00927,0.01124,-0.01228,0.02053,,
olmo,sexual,7,22,-0.04174,0.03545,-0.01252,0.02096,,
olmo,sexual,7,23,0.01384,-0.01189,0.02191,-0.00173,,
olmo,sexual,7,24,-0.00691,-0.02773,0.00389,0.01736,,
olmo,sexual,7,25,-0.02796,-0.0371,-0.03214,0.0051,,
olmo,sexual,7,26,-0.01196,-0.0141,-0.02721,-0.03502,,
olmo,sexual,7,27,0.01736,0.04871,0.01051,0.05738,,
olmo,sexual,7,28,-0.0654,0.02974,-0.05293,0.00501,,
olmo,sexual,7,29,-0.01175,-0.02359,-0.01518,-0.02624,,
olmo,sexual,7,30,0.06499,-0.06762,0.04353,-0.0835,,
olmo,sexual,7,31,0.0245,0.11597,-0.00505,0.1124,,
olmo,sexual,7,32,-0.0509,-0.01492,-0.05022,-0.00568,,
olmo,sexual,7,33,-0.05648,0.03787,-0.05098,0.03037,,
olmo,sexual,7,34,-0.0227,-0.00547,-0.02412,-0.00978,,
olmo,sexual,7,35,-0.0311,0.04999,-0.03447,0.06511,,
olmo,sexual,7,36,0.08901,-0.00871,0.05052,-0.04252,,
olmo,sexual,7,37,0.00856,0.11378,0.04376,0.14195,,
olmo,sexual,7,38,0.01298,-0.0359,0.00299,-0.02617,,
olmo,sexual,7,39,0.0554,-0.03817,0.09388,0.03643,,
olmo,sexual,7,40,0.04472,0.0528,0.01193,0.12693,,
olmo,sexual,7,41,-0.01782,-0.03309,-0.015,-0.02726,,
olmo,sexual,7,42,0.00341,0.03852,0.00822,0.07826,,
olmo,sexual,7,43,-0.05351,-0.01193,-0.03594,-0.01566,,
olmo,sexual,7,44,-0.05054,0.00107,-0.03652,-0.00301,,
olmo,sexual,7,45,-0.04029,0.07117,-0.02334,0.04842,,
olmo,sexual,7,46,0.07936,0.00707,0.07486,0.00664,,
olmo,sexual,7,47,0.01758,0.1227,0.0587,0.08903,,
olmo,sexual,7,48,-0.02069,0.04305,-0.0245,0.06548,,
olmo,sexual,7,49,-0.02038,-0.01089,-0.03346,0.00256,,
olmo,sexual,7,0,0.02903,0.17021,,,0.01203,0.15101
olmo,sexual,7,1,-0.00906,0.00015,,,0.00771,-0.01034
olmo,sexual,7,2,0.03773,0.03691,,,-0.03318,0.08019
olmo,sexual,7,3,-0.05068,0.02348,,,-0.06299,0.0304
olmo,sexual,7,4,0.259,-0.01092,,,0.20316,-0.02102
olmo,sexual,7,5,0.10518,0.06143,,,0.105,0.06075
olmo,sexual,7,6,-0.03725,-0.0309,,,-0.06189,-0.02569
olmo,sexual,7,7,-0.06349,0.07483,,,-0.06583,0.0876
