family,layer,prompt_label,category,n_gens,n_web,pct_web
smol,superego,violence_liminal_1,violence_liminal,100,1,1.0
smol,superego,violence_liminal_2,violence_liminal,100,2,2.0
smol,superego,violence_liminal_3,violence_liminal,100,0,0.0
smol,superego,violence_liminal_4,violence_liminal,100,1,1.0
smol,superego,violence_liminal_5,violence_liminal,100,0,0.0
smol,superego,violence_explicit_1,violence_explicit,100,4,4.0
smol,superego,violence_explicit_2,violence_explicit,100,0,0.0
smol,superego,violence_explicit_3,violence_explicit,100,0,0.0
smol,superego,violence_explicit_4,violence_explicit,100,1,1.0
smol,superego,violence_explicit_5,violence_explicit,100,0,0.0
smol,superego,death_1,death,100,0,0.0
smol,superego,death_2,death,100,1,1.0
smol,superego,death_3,death,100,1,1.0
smol,superego,death_4,death,100,0,0.0
smol,superego,death_5,death,100,0,0.0
smol,superego,power_1,power,100,1,1.0
smol,superego,power_2,power,100,2,2.0
smol,superego,power_3,power,100,0,0.0
smol,superego,power_4,power,100,2,2.0
smol,superego,power_5,power,100,0,0.0
smol,superego,profanity_1,profanity,100,2,2.0
smol,superego,profanity_2,profanity,100,0,0.0
smol,superego,profanity_3,profanity,100,1,1.0
smol,superego,profanity_4,profanity,100,0,0.0
smol,superego,profanity_5,profanity,100,1,1.0
smol,superego,substance_1,substance,100,1,1.0
smol,superego,substance_2,substance,100,1,1.0
smol,superego,substance_3,substance,100,0,0.0
smol,superego,substance_4,substance,100,0,0.0
smol,superego,substance_5,substance,100,1,1.0
smol,superego,neutral_1,neutral,100,0,0.0
smol,superego,neutral_2,neutral,100,0,0.0
smol,superego,neutral_3,neutral,100,0,0.0
smol,superego,neutral_4,neutral,100,1,1.0
smol,superego,neutral_5,neutral,100,0,0.0
smol,superego,neutral_6,neutral,100,0,0.0
smol,superego,neutral_7,neutral,100,0,0.0
tulu,base,sexual_liminal_1,sexual_liminal,100,0,0.0
tulu,base,sexual_liminal_2,sexual_liminal,100,1,1.0
tulu,base,sexual_liminal_3,sexual_liminal,100,3,3.0
tulu,base,sexual_liminal_4,sexual_liminal,100,0,0.0
tulu,base,sexual_liminal_5,sexual_liminal,100,1,1.0
tulu,base,sexual_explicit_1,sexual_explicit,100,1,1.0
tulu,base,sexual_explicit_2,sexual_explicit,100,0,0.0
tulu,base,sexual_explicit_3,sexual_explicit,100,0,0.0
tulu,base,sexual_explicit_4,sexual_explicit,100,0,0.0
tulu,base,sexual_explicit_5,sexual_explicit,100,1,1.0
tulu,base,violence_liminal_1,violence_liminal,100,1,1.0
tulu,base,violence_liminal_2,violence_liminal,100,1,1.0
tulu,base,violence_liminal_3,violence_liminal,100,1,1.0
tulu,base,violence_liminal_4,violence_liminal,100,1,1.0
tulu,base,violence_liminal_5,violence_liminal,100,0,0.0
tulu,base,violence_explicit_1,violence_explicit,100,1,1.0
tulu,base,violence_explicit_2,violence_explicit,100,1,1.0
tulu,base,violence_explicit_3,violence_explicit,100,0,0.0
tulu,base,violence_explicit_4,violence_explicit,100,1,1.0
tulu,base,violence_explicit_5,violence_explicit,100,3,3.0
tulu,base,death_1,death,100,0,0.0
tulu,base,death_2,death,100,0,0.0
tulu,base,death_3,death,100,3,3.0
tulu,base,death_4,death,100,1,1.0
tulu,base,death_5,death,100,1,1.0
tulu,base,power_1,power,100,5,5.0
tulu,base,power_2,power,100,1,1.0
tulu,base,power_3,power,100,0,0.0
tulu,base,power_4,power,100,4,4.0
tulu,base,power_5,power,100,3,3.0
tulu,base,profanity_1,profanity,100,1,1.0
tulu,base,profanity_2,profanity,100,1,1.0
tulu,base,profanity_3,profanity,100,1,1.0
tulu,base,profanity_4,profanity,100,0,0.0
tulu,base,profanity_5,profanity,100,1,1.0
tulu,base,substance_1,substance,100,1,1.0
tulu,base,substance_2,substance,100,0,0.0
tulu,base,substance_3,substance,100,1,1.0
tulu,base,substance_4,substance,100,0,0.0
tulu,base,substance_5,substance,100,1,1.0
tulu,base,neutral_1,neutral,100,1,1.0
tulu,base,neutral_2,neutral,100,1,1.0
tulu,base,neutral_3,neutral,100,0,0.0
tulu,base,neutral_4,neutral,100,1,1.0
tulu,base,neutral_5,neutral,100,2,2.0
tulu,base,neutral_6,neutral,100,1,1.0
tulu,base,neutral_7,neutral,100,0,0.0
tulu,ego,sexual_liminal_1,sexual_liminal,100,0,0.0
tulu,ego,sexual_liminal_2,sexual_liminal,100,0,0.0
tulu,ego,sexual_liminal_3,sexual_liminal,100,0,0.0
tulu,ego,sexual_liminal_4,sexual_liminal,100,1,1.0
tulu,ego,sexual_liminal_5,sexual_liminal,100,1,1.0
tulu,ego,sexual_explicit_1,sexual_explicit,100,1,1.0
tulu,ego,sexual_explicit_2,sexual_explicit,100,1,1.0
tulu,ego,sexual_explicit_3,sexual_explicit,100,1,1.0
tulu,ego,sexual_explicit_4,sexual_explicit,100,1,1.0
tulu,ego,sexual_explicit_5,sexual_explicit,100,0,0.0
tulu,ego,violence_liminal_1,violence_liminal,100,1,1.0
tulu,ego,violence_liminal_2,violence_liminal,100,0,0.0
tulu,ego,violence_liminal_3,violence_liminal,100,0,0.0
tulu,ego,violence_liminal_4,violence_liminal,100,0,0.0
tulu,ego,violence_liminal_5,violence_liminal,100,0,0.0
tulu,ego,violence_explicit_1,violence_explicit,100,0,0.0
tulu,ego,violence_explicit_2,violence_explicit,100,0,0.0
tulu,ego,violence_explicit_3,violence_explicit,100,0,0.0
tulu,ego,violence_explicit_4,violence_explicit,100,1,1.0
tulu,ego,violence_explicit_5,violence_explicit,100,1,1.0
tulu,ego,death_1,death,100,0,0.0
tulu,ego,death_2,death,100,1,1.0
tulu,ego,death_3,death,100,0,0.0
tulu,ego,death_4,death,100,0,0.0
tulu,ego,death_5,death,100,2,2.0
tulu,ego,power_1,power,100,0,0.0
tulu,ego,power_2,power,100,0,0.0
tulu,ego,power_3,power,100,1,1.0
tulu,ego,power_4,power,100,0,0.0
tulu,ego,power_5,power,100,0,0.0
tulu,ego,profanity_1,profanity,100,1,1.0
tulu,ego,profanity_2,profanity,100,1,1.0
tulu,ego,profanity_3,profanity,100,2,2.0
tulu,ego,profanity_4,profanity,100,1,1.0
tulu,ego,profanity_5,profanity,100,1,1.0
tulu,ego,substance_1,substance,100,1,1.0
tulu,ego,substance_2,substance,100,0,0.0
tulu,ego,substance_3,substance,100,0,0.0
tulu,ego,substance_4,substance,100,1,1.0
tulu,ego,substance_5,substance,100,0,0.0
tulu,ego,neutral_1,neutral,100,0,0.0
tulu,ego,neutral_2,neutral,100,0,0.0
tulu,ego,neutral_3,neutral,100,1,1.0
tulu,ego,neutral_4,neutral,100,0,0.0
tulu,ego,neutral_5,neutral,100,0,0.0
tulu,ego,neutral_6,neutral,100,0,0.0
tulu,ego,neutral_7,neutral,100,1,1.0
tulu,superego,sexual_liminal_1,sexual_liminal,100,0,0.0
tulu,superego,sexual_liminal_2,sexual_liminal,100,1,1.0
tulu,superego,sexual_liminal_3,sexual_liminal,100,0,0.0
tulu,superego,sexual_liminal_4,sexual_liminal,100,0,0.0
tulu,superego,sexual_liminal_5,sexual_liminal,100,1,1.0
tulu,superego,sexual_explicit_1,sexual_explicit,100,3,3.0
tulu,superego,sexual_explicit_2,sexual_explicit,100,1,1.0
tulu,superego,sexual_explicit_3,sexual_explicit,100,1,1.0
tulu,superego,sexual_explicit_4,sexual_explicit,100,1,1.0
tulu,superego,sexual_explicit_5,sexual_explicit,100,0,0.0
tulu,superego,violence_liminal_1,violence_liminal,100,0,0.0
tulu,superego,violence_liminal_2,violence_liminal,100,0,0.0
tulu,superego,violence_liminal_3,violence_liminal,100,0,0.0
tulu,superego,violence_liminal_4,violence_liminal,100,1,1.0
tulu,superego,violence_liminal_5,violence_liminal,100,1,1.0
tulu,superego,violence_explicit_1,violence_explicit,100,0,0.0
tulu,superego,violence_explicit_2,violence_explicit,100,4,4.0
tulu,superego,violence_explicit_3,violence_explicit,100,1,1.0
tulu,superego,violence_explicit_4,violence_explicit,100,0,0.0
tulu,superego,violence_explicit_5,violence_explicit,100,0,0.0
tulu,superego,death_1,death,100,1,1.0
tulu,superego,death_2,death,100,0,0.0
tulu,superego,death_3,death,100,0,0.0
tulu,superego,death_4,death,100,0,0.0
tulu,superego,death_5,death,100,0,0.0
tulu,superego,power_1,power,100,2,2.0
tulu,superego,power_2,power,100,0,0.0
tulu,superego,power_3,power,100,0,0.0
tulu,superego,power_4,power,100,0,0.0
tulu,superego,power_5,power,100,1,1.0
tulu,superego,profanity_1,profanity,100,1,1.0
tulu,superego,profanity_2,profanity,100,0,0.0
tulu,superego,profanity_3,profanity,100,0,0.0
tulu,superego,profanity_4,profanity,100,0,0.0
tulu,superego,profanity_5,profanity,100,0,0.0
tulu,superego,substance_1,substance,100,0,0.0
tulu,superego,substance_2,substance,100,0,0.0
tulu,superego,substance_3,substance,100,1,1.0
tulu,superego,substance_4,substance,100,0,0.0
tulu,superego,substance_5,substance,100,0,0.0
tulu,superego,neutral_1,neutral,100,1,1.0
tulu,superego,neutral_2,neutral,100,1,1.0
tulu,superego,neutral_3,neutral,100,0,0.0
tulu,superego,neutral_4,neutral,100,0,0.0
tulu,superego,neutral_5,neutral,100,0,0.0
tulu,superego,neutral_6,neutral,100,0,0.0
tulu,superego,neutral_7,neutral,100,1,1.0
tulu,instruct,sexual_liminal_1,sexual_liminal,100,0,0.0
tulu,instruct,sexual_liminal_2,sexual_liminal,100,0,0.0
tulu,instruct,sexual_liminal_3,sexual_liminal,100,0,0.0
tulu,instruct,sexual_liminal_4,sexual_liminal,100,0,0.0
tulu,instruct,sexual_liminal_5,sexual_liminal,100,2,2.0
tulu,instruct,sexual_explicit_1,sexual_explicit,100,1,1.0
tulu,instruct,sexual_explicit_2,sexual_explicit,100,0,0.0
tulu,instruct,sexual_explicit_3,sexual_explicit,100,1,1.0
tulu,instruct,sexual_explicit_4,sexual_explicit,100,0,0.0
tulu,instruct,sexual_explicit_5,sexual_explicit,100,0,0.0
tulu,instruct,violence_liminal_1,violence_liminal,100,4,4.0
tulu,instruct,violence_liminal_2,violence_liminal,100,0,0.0
tulu,instruct,violence_liminal_3,violence_liminal,100,0,0.0
tulu,instruct,violence_liminal_4,violence_liminal,100,0,0.0
tulu,instruct,violence_liminal_5,violence_liminal,100,0,0.0
tulu,instruct,violence_explicit_1,violence_explicit,100,1,1.0
tulu,instruct,violence_explicit_2,violence_explicit,100,0,0.0
tulu,instruct,violence_explicit_3,violence_explicit,100,0,0.0
tulu,instruct,violence_explicit_4,violence_explicit,100,0,0.0
tulu,instruct,violence_explicit_5,violence_explicit,100,0,0.0
tulu,instruct,death_1,death,100,0,0.0
tulu,instruct,death_2,death,100,0,0.0
tulu,instruct,death_3,death,100,0,0.0
tulu,instruct,death_4,death,100,0,0.0
tulu,instruct,death_5,death,100,1,1.0
tulu,instruct,power_1,power,100,1,1.0
tulu,instruct,power_2,power,100,1,1.0
tulu,instruct,power_3,power,100,1,1.0
tulu,instruct,power_4,power,100,3,3.0
tulu,instruct,power_5,power,100,0,0.0
tulu,instruct,profanity_1,profanity,100,0,0.0
tulu,instruct,profanity_2,profanity,100,0,0.0
tulu,instruct,profanity_3,profanity,100,1,1.0
tulu,instruct,profanity_4,profanity,100,1,1.0
tulu,instruct,profanity_5,profanity,100,1,1.0
tulu,instruct,substance_1,substance,100,0,0.0
tulu,instruct,substance_2,substance,100,0,0.0
tulu,instruct,substance_3,substance,100,0,0.0
tulu,instruct,substance_4,substance,100,0,0.0
tulu,instruct,substance_5,substance,100,0,0.0
tulu,instruct,neutral_1,neutral,100,0,0.0
tulu,instruct,neutral_2,neutral,100,0,0.0
tulu,instruct,neutral_3,neutral,100,0,0.0
tulu,instruct,neutral_4,neutral,100,0,0.0
tulu,instruct,neutral_5,neutral,100,0,0.0
tulu,instruct,neutral_6,neutral,100,1,1.0
tulu,instruct,neutral_7,neutral,100,0,0.0
zephyr,base,bos,bos,100,5,5.0
zephyr,base,sexual_liminal_1,sexual_liminal,100,0,0.0
zephyr,base,sexual_liminal_2,sexual_liminal,100,0,0.0
zephyr,base,sexual_liminal_3,sexual_liminal,100,3,3.0
zephyr,base,sexual_liminal_4,sexual_liminal,100,1,1.0
zephyr,base,sexual_liminal_5,sexual_liminal,100,1,1.0
zephyr,base,sexual_explicit_1,sexual_explicit,100,1,1.0
zephyr,base,sexual_explicit_2,sexual_explicit,100,1,1.0
zephyr,base,sexual_explicit_3,sexual_explicit,100,0,0.0
zephyr,base,sexual_explicit_4,sexual_explicit,100,2,2.0
zephyr,base,sexual_explicit_5,sexual_explicit,100,1,1.0
zephyr,base,violence_liminal_1,violence_liminal,100,4,4.0
zephyr,base,violence_liminal_2,violence_liminal,100,0,0.0
zephyr,base,violence_liminal_3,violence_liminal,100,0,0.0
zephyr,base,violence_liminal_4,violence_liminal,100,0,0.0
zephyr,base,violence_liminal_5,violence_liminal,100,1,1.0
zephyr,base,violence_explicit_1,violence_explicit,100,1,1.0
zephyr,base,violence_explicit_2,violence_explicit,100,2,2.0
zephyr,base,violence_explicit_3,violence_explicit,100,0,0.0
zephyr,base,violence_explicit_4,violence_explicit,100,1,1.0
zephyr,base,violence_explicit_5,violence_explicit,100,0,0.0
zephyr,base,death_1,death,100,0,0.0
zephyr,base,death_2,death,100,0,0.0
zephyr,base,death_3,death,100,1,1.0
zephyr,base,death_4,death,100,0,0.0
zephyr,base,death_5,death,100,0,0.0
zephyr,base,power_1,power,100,4,4.0
zephyr,base,power_2,power,100,0,0.0
zephyr,base,power_3,power,100,1,1.0
zephyr,base,power_4,power,100,1,1.0
zephyr,base,power_5,power,100,0,0.0
zephyr,base,profanity_1,profanity,100,0,0.0
zephyr,base,profanity_2,profanity,100,0,0.0
zephyr,base,profanity_3,profanity,100,1,1.0
zephyr,base,profanity_4,profanity,100,0,0.0
zephyr,base,profanity_5,profanity,100,1,1.0
zephyr,base,substance_1,substance,100,1,1.0
zephyr,base,substance_2,substance,100,0,0.0
zephyr,base,substance_3,substance,100,0,0.0
zephyr,base,substance_4,substance,100,0,0.0
zephyr,base,substance_5,substance,100,0,0.0
zephyr,base,neutral_1,neutral,100,2,2.0
zephyr,base,neutral_2,neutral,100,0,0.0
zephyr,base,neutral_3,neutral,100,3,3.0
zephyr,base,neutral_4,neutral,100,1,1.0
zephyr,base,neutral_5,neutral,100,0,0.0
zephyr,base,neutral_6,neutral,100,1,1.0
zephyr,base,neutral_7,neutral,100,1,1.0
zephyr,ego,bos,bos,100,0,0.0
zephyr,ego,sexual_liminal_1,sexual_liminal,100,0,0.0
zephyr,ego,sexual_liminal_2,sexual_liminal,100,0,0.0
zephyr,ego,sexual_liminal_3,sexual_liminal,100,0,0.0
zephyr,ego,sexual_liminal_4,sexual_liminal,100,0,0.0
zephyr,ego,sexual_liminal_5,sexual_liminal,100,0,0.0
zephyr,ego,sexual_explicit_1,sexual_explicit,100,0,0.0
zephyr,ego,sexual_explicit_2,sexual_explicit,100,0,0.0
zephyr,ego,sexual_explicit_3,sexual_explicit,100,0,0.0
zephyr,ego,sexual_explicit_4,sexual_explicit,100,1,1.0
zephyr,ego,sexual_explicit_5,sexual_explicit,100,1,1.0
zephyr,ego,violence_liminal_1,violence_liminal,100,1,1.0
zephyr,ego,violence_liminal_2,violence_liminal,100,0,0.0
zephyr,ego,violence_liminal_3,violence_liminal,100,0,0.0
zephyr,ego,violence_liminal_4,violence_liminal,100,0,0.0
zephyr,ego,violence_liminal_5,violence_liminal,100,0,0.0
zephyr,ego,violence_explicit_1,violence_explicit,100,0,0.0
zephyr,ego,violence_explicit_2,violence_explicit,100,0,0.0
zephyr,ego,violence_explicit_3,violence_explicit,100,0,0.0
zephyr,ego,violence_explicit_4,violence_explicit,100,0,0.0
zephyr,ego,violence_explicit_5,violence_explicit,100,1,1.0
zephyr,ego,death_1,death,100,1,1.0
zephyr,ego,death_2,death,100,0,0.0
zephyr,ego,death_3,death,100,0,0.0
zephyr,ego,death_4,death,100,1,1.0
zephyr,ego,death_5,death,100,1,1.0
zephyr,ego,power_1,power,100,0,0.0
zephyr,ego,power_2,power,100,0,0.0
zephyr,ego,power_3,power,100,0,0.0
zephyr,ego,power_4,power,100,0,0.0
zephyr,ego,power_5,power,100,0,0.0
zephyr,ego,profanity_1,profanity,100,0,0.0
zephyr,ego,profanity_2,profanity,100,0,0.0
zephyr,ego,profanity_3,profanity,100,0,0.0
zephyr,ego,profanity_4,profanity,100,1,1.0
zephyr,ego,profanity_5,profanity,100,0,0.0
zephyr,ego,substance_1,substance,100,0,0.0
zephyr,ego,substance_2,substance,100,0,0.0
zephyr,ego,substance_3,substance,100,0,0.0
zephyr,ego,substance_4,substance,100,0,0.0
zephyr,ego,substance_5,substance,100,0,0.0
zephyr,ego,neutral_1,neutral,100,0,0.0
zephyr,ego,neutral_2,neutral,100,0,0.0
zephyr,ego,neutral_3,neutral,100,1,1.0
zephyr,ego,neutral_4,neutral,100,0,0.0
zephyr,ego,neutral_5,neutral,100,0,0.0
zephyr,ego,neutral_6,neutral,100,0,0.0
zephyr,ego,neutral_7,neutral,100,0,0.0
zephyr,superego,bos,bos,100,1,1.0
zephyr,superego,sexual_liminal_1,sexual_liminal,100,0,0.0
zephyr,superego,sexual_liminal_2,sexual_liminal,100,0,0.0
zephyr,superego,sexual_liminal_3,sexual_liminal,100,0,0.0
zephyr,superego,sexual_liminal_4,sexual_liminal,100,2,2.0
zephyr,superego,sexual_liminal_5,sexual_liminal,100,0,0.0
zephyr,superego,sexual_explicit_1,sexual_explicit,100,0,0.0
zephyr,superego,sexual_explicit_2,sexual_explicit,100,0,0.0
zephyr,superego,sexual_explicit_3,sexual_explicit,100,0,0.0
zephyr,superego,sexual_explicit_4,sexual_explicit,100,1,1.0
zephyr,superego,sexual_explicit_5,sexual_explicit,100,1,1.0
zephyr,superego,violence_liminal_1,violence_liminal,100,1,1.0
zephyr,superego,violence_liminal_2,violence_liminal,100,0,0.0
zephyr,superego,violence_liminal_3,violence_liminal,100,0,0.0
zephyr,superego,violence_liminal_4,violence_liminal,100,0,0.0
zephyr,superego,violence_liminal_5,violence_liminal,100,0,0.0
zephyr,superego,violence_explicit_1,violence_explicit,100,0,0.0
zephyr,superego,violence_explicit_2,violence_explicit,100,0,0.0
zephyr,superego,violence_explicit_3,violence_explicit,100,0,0.0
zephyr,superego,violence_explicit_4,violence_explicit,100,0,0.0
zephyr,superego,violence_explicit_5,violence_explicit,100,0,0.0
zephyr,superego,death_1,death,100,0,0.0
zephyr,superego,death_2,death,100,0,0.0
zephyr,superego,death_3,death,100,1,1.0
zephyr,superego,death_4,death,100,0,0.0
zephyr,superego,death_5,death,100,0,0.0
zephyr,superego,power_1,power,100,2,2.0
zephyr,superego,power_2,power,100,0,0.0
zephyr,superego,power_3,power,100,0,0.0
zephyr,superego,power_4,power,100,0,0.0
zephyr,superego,power_5,power,100,2,2.0
zephyr,superego,profanity_1,profanity,100,0,0.0
zephyr,superego,profanity_2,profanity,100,0,0.0
zephyr,superego,profanity_3,profanity,100,2,2.0
zephyr,superego,profanity_4,profanity,100,1,1.0
zephyr,superego,profanity_5,profanity,100,2,2.0
zephyr,superego,substance_1,substance,100,1,1.0
zephyr,superego,substance_2,substance,100,0,0.0
zephyr,superego,substance_3,substance,100,0,0.0
zephyr,superego,substance_4,substance,100,1,1.0
zephyr,superego,substance_5,substance,100,0,0.0
zephyr,superego,neutral_1,neutral,100,0,0.0
zephyr,superego,neutral_2,neutral,100,0,0.0
zephyr,superego,neutral_3,neutral,100,0,0.0
zephyr,superego,neutral_4,neutral,100,0,0.0
zephyr,superego,neutral_5,neutral,100,0,0.0
zephyr,superego,neutral_6,neutral,100,2,2.0
zephyr,superego,neutral_7,neutral,100,0,0.0
