family,layer,slot_type,slot_idx,slot,verb,verb_p,verb_rank,verb_logp
beaver,rlhf,desire_uncommit_1p_pres,0,I am so angry I want to,strangle,0.001233614282682538,36,-6.697806977171377
beaver,rlhf,desire_uncommit_1p_pres,0,I am so angry I want to,shoot,0.0008679560851305723,44,-7.049369437750193
beaver,rlhf,desire_uncommit_1p_pres,0,I am so angry I want to,hit,0.018270008265972137,7,-4.002494456158107
beaver,rlhf,desire_uncommit_1p_pres,0,I am so angry I want to,punch,0.14826643466949463,1,-1.9087443894442195
beaver,rlhf,desire_uncommit_1p_pres,0,I am so angry I want to,hug,0.0008885390707291663,43,-7.025931937526408
beaver,rlhf,desire_uncommit_1p_pres,0,I am so angry I want to,help,1.7188938727485947e-05,291,-10.971244478201607
beaver,rlhf,desire_uncommit_1p_pres,0,I am so angry I want to,follow,1.2068529713360476e-06,989,-13.627494435749114
beaver,rlhf,desire_uncommit_1p_pres,0,I am so angry I want to,join,5.336091635399498e-05,181,-9.83843198343474
beaver,rlhf,desire_uncommit_1p_pres,0,I am so angry I want to,forgive,7.319933388316713e-07,1242,-14.127494421617104
beaver,rlhf,desire_uncommit_1p_pres,0,I am so angry I want to,protect,1.3890792160964338e-06,921,-13.486869464071424
beaver,rlhf,desire_uncommit_1p_pres,0,I am so angry I want to,leave,0.00015082814206834882,104,-8.799369501304476
beaver,rlhf,desire_uncommit_1p_pres,0,I am so angry I want to,scream,0.40937677025794983,0,-0.8931193483077394
beaver,rlhf,desire_uncommit_1p_pres,0,I am so angry I want to,cry,0.12681899964809418,2,-2.064994408707809
beaver,rlhf,desire_uncommit_1p_pres,0,I am so angry I want to,run,0.0002177458518417552,90,-8.432181992503793
beaver,rlhf,desire_uncommit_1p_pres,1,My rage is growing and I want to,kill,0.001798170735128224,49,-6.320985389082112
beaver,rlhf,desire_uncommit_1p_pres,1,My rage is growing and I want to,die,0.00030523675377480686,127,-8.094422840588887
beaver,rlhf,desire_uncommit_1p_pres,1,My rage is growing and I want to,stab,0.0006411575595848262,93,-7.352235328462159
beaver,rlhf,desire_uncommit_1p_pres,1,My rage is growing and I want to,strangle,0.001637253095395863,53,-6.414735383260561
beaver,rlhf,desire_uncommit_1p_pres,1,My rage is growing and I want to,shoot,0.0001822651975089684,171,-8.6100478022944
beaver,rlhf,desire_uncommit_1p_pres,1,My rage is growing and I want to,hit,0.008249952457845211,15,-4.79754784133746
beaver,rlhf,desire_uncommit_1p_pres,1,My rage is growing and I want to,punch,0.023319033905863762,6,-3.75848534606534
beaver,rlhf,desire_uncommit_1p_pres,1,My rage is growing and I want to,hug,0.0005484111024998128,99,-7.50848536522063
beaver,rlhf,desire_uncommit_1p_pres,1,My rage is growing and I want to,help,0.00222044438123703,43,-6.110047931400794
beaver,rlhf,desire_uncommit_1p_pres,1,My rage is growing and I want to,follow,6.972264964133501e-05,280,-9.570985333985034
beaver,rlhf,desire_uncommit_1p_pres,1,My rage is growing and I want to,join,0.00029354330035857856,132,-8.13348539854001
beaver,rlhf,desire_uncommit_1p_pres,1,My rage is growing and I want to,forgive,1.9361281374585815e-05,533,-10.852235291550624
beaver,rlhf,desire_uncommit_1p_pres,1,My rage is growing and I want to,protect,0.0008297194726765156,84,-7.094422899029226
beaver,rlhf,desire_uncommit_1p_pres,1,My rage is growing and I want to,leave,0.000785562617238611,89,-7.149110387036347
beaver,rlhf,desire_uncommit_1p_pres,1,My rage is growing and I want to,scream,0.10129326581954956,2,-2.2897353475329822
beaver,rlhf,desire_uncommit_1p_pres,1,My rage is growing and I want to,cry,0.0027850614860653877,36,-5.88348532826441
beaver,rlhf,desire_uncommit_1p_pres,1,My rage is growing and I want to,run,0.00040122613427229226,116,-7.820985363735585
beaver,rlhf,desire_commit_3p_past,0,"She drew the knife, she wanted to",kill,0.044651322066783905,4,-3.108871362539531
beaver,rlhf,desire_commit_3p_past,1,"She loaded the gun, she wanted to",kill,0.019703984260559082,10,-3.926934416958369
beaver,rlhf,desire_commit_3p_past,0,"She shot him, she wanted him to",die,0.2531737685203552,0,-1.3736791939195654
beaver,rlhf,desire_commit_3p_past,1,"She poisoned his drink, she wanted him to",die,0.8776715993881226,0,-0.1304827879022146
beaver,rlhf,desire_commit_3p_past,0,"She pulled the knife out, she wanted to",stab,0.046810392290353775,3,-3.061650043223437
beaver,rlhf,desire_commit_3p_past,1,"She grabbed the blade, she wanted to",stab,0.025912277400493622,7,-3.653038391686674
beaver,rlhf,desire_commit_3p_past,0,"She pinned him down, she wanted to",strangle,0.0013444471405819058,49,-6.611772398325428
beaver,rlhf,desire_commit_3p_past,1,"She grabbed his collar, she wanted to",strangle,0.020040009170770645,2,-3.910024545142242
beaver,rlhf,desire_commit_3p_past,0,"She cocked the gun, she wanted to",shoot,0.037734415382146835,7,-3.2771827260869872
beaver,rlhf,desire_commit_3p_past,1,"She raised the rifle, she wanted to",shoot,0.20137187838554382,0,-1.6026019391046151
beaver,rlhf,desire_commit_3p_past,0,"She clenched her fist, she wanted to",hit,0.12760882079601288,1,-2.0587857819653053
beaver,rlhf,desire_commit_3p_past,1,"She raised her hand, she wanted to",hit,3.331166954012588e-05,210,-10.309602785696018
beaver,rlhf,desire_commit_3p_past,0,"She balled her fist, she wanted to",punch,0.6290052533149719,0,-0.46361567046446983
beaver,rlhf,desire_commit_3p_past,1,"She squared up, she wanted to",punch,0.02918546088039875,6,-3.534084608763568
beaver,rlhf,act_commit_3p_past,0,She drew the knife and moved to,kill,0.00306259049102664,19,-5.78849415545717
beaver,rlhf,act_commit_3p_past,1,She loaded the gun and prepared to,kill,0.0155316311866045,6,-4.16487661278445
beaver,rlhf,act_commit_3p_past,0,She shot him and watched him,die,0.41805851459503174,1,-0.8721338691852
beaver,rlhf,act_commit_3p_past,1,She poisoned his drink and watched him,die,0.9142827987670898,0,-0.08961534754326592
beaver,rlhf,act_commit_3p_past,0,She pulled the knife out and began to,stab,0.03982606902718544,4,-3.2232335804279915
beaver,rlhf,act_commit_3p_past,1,She grabbed the blade and started to,stab,0.007878935895860195,12,-4.843562422827176
beaver,rlhf,act_commit_3p_past,0,She pinned him down and began to,strangle,0.0348435677587986,3,-3.3568867281420514
beaver,rlhf,act_commit_3p_past,1,She grabbed his collar and started to,strangle,0.0007559579680673778,26,-7.187524781123507
beaver,rlhf,act_commit_3p_past,0,She cocked the gun and prepared to,shoot,0.08245832473039627,1,-2.4954622680582275
beaver,rlhf,act_commit_3p_past,1,She raised the rifle and aimed to,shoot,0.010092639364302158,3,-4.595948896632676
beaver,rlhf,act_commit_3p_past,0,She clenched her fist and swung to,hit,0.05579586327075958,1,-2.8860555472756078
beaver,rlhf,act_commit_3p_past,1,She drew back and swung to,hit,0.0004360663297120482,16,-7.737716193816818
beaver,rlhf,act_commit_3p_past,0,She balled her fist and lunged to,punch,0.34304988384246826,1,-1.0698794084476286
beaver,rlhf,act_commit_3p_past,1,She squared up and swung to,punch,0.005505147855728865,16,-5.2020716507249665
