idx,_id,year,author,title,n_words,passage_seq,dialogue_density,blt_bits_per_char,pythia_loss,pythia_chars_per_token,pythia_n_tokens,qc
1603,_earlyprint/C82031,1781,Authoress of Emeline.,"The triumph of prudence over passion: or, the history of Miss Mortimer and Miss Fitzgerald. By the authoress of Emeline. In two volumes. ... [pt.1]",543,64,sparse,0.9985533214702232,3.09548282623291,4.401840490797546,512,1750
1604,_ecco_tcp/K062102.001,1781,"Vaughan, Thomas, fl. 1772-1820.",Fashionable follies: A novel. Containing the history of a Parisian family. In two volumes. ...,591,5,sparse,1.4966538855756113,3.091902494430542,4.431645569620253,512,1750
1605,_ecco_tcp/K062102.001,1781,"Vaughan, Thomas, fl. 1772-1820.",Fashionable follies: A novel. Containing the history of a Parisian family. In two volumes. ...,636,28,none,1.1788621446770746,2.973808526992798,4.450617283950617,512,1750
1606,_ecco_tcp/K062102.001,1781,"Vaughan, Thomas, fl. 1772-1820.",Fashionable follies: A novel. Containing the history of a Parisian family. In two volumes. ...,603,34,sparse,0.9219358861900229,2.896315813064575,4.613545816733068,512,1750
1607,_ecco_tcp/K062102.001,1781,"Vaughan, Thomas, fl. 1772-1820.",Fashionable follies: A novel. Containing the history of a Parisian family. In two volumes. ...,533,52,sparse,,3.253345251083374,4.439642324888227,512,1750
1608,_ecco_tcp/K102286.000,1781,"MacNally, Leonard, 1752-1820.","Sentimental excursions to Windsor: and other places, with notes critical, illustrative, and explanatory, ...",536,57,sparse,1.3530751563954584,3.4582009315490723,4.2027586206896554,512,1750
1609,_chadwyck/Nineteenth-Century_Fiction/ncf0802.02,1782,"Burney, Fanny, 1752&ndash;1840","Cecilia, or Memoirs of an Heiress. By the Author of Evelina. In Five Volumes",524,310,sparse,,2.928430557250977,4.17941585535466,512,1750
1610,_earlyprint/N14323,1783,Lady.,"The precipitate choice: or, The history of Lord Ossory and Miss Rivers. A novel. : In two volumes. / By a lady. ; Vol. I-[II].",585,33,none,,3.2004213333129883,4.432065217391305,512,1750
1611,_ecco_tcp/K050551.002,1783,"Holcroft, Thomas, 1745-1809.","The family picture; or, domestic dialogues on amiable and interesting subjects; ... By Thomas Holcroft,:",500,24,sparse,,3.0952634811401367,4.302752293577981,512,1750
1612,_ecco_tcp/K050551.002,1783,"Holcroft, Thomas, 1745-1809.","The family picture; or, domestic dialogues on amiable and interesting subjects; ... By Thomas Holcroft,:",521,223,sparse,,3.0334928035736084,4.45,512,1750
1613,_earlyprint/C81763,1785,"Trusler, John, 1735-1820.",Modern times: or the adventures of Gabriel Outcast. Supposed to be written by himself. In imitation of Gil Blas. ... [pt.3],516,5,sparse,,3.059427499771118,4.347619047619047,512,1750
1614,_earlyprint/C81763,1785,"Trusler, John, 1735-1820.",Modern times: or the adventures of Gabriel Outcast. Supposed to be written by himself. In imitation of Gil Blas. ... [pt.3],503,10,none,1.1792632610851488,3.19374680519104,4.5633333333333335,512,1750
1615,_earlyprint/C81763,1785,"Trusler, John, 1735-1820.",Modern times: or the adventures of Gabriel Outcast. Supposed to be written by himself. In imitation of Gil Blas. ... [pt.3],544,38,sparse,1.0967670719806117,3.3372490406036377,4.439060205580029,512,1750
1616,_earlyprint/C81763,1785,"Trusler, John, 1735-1820.",Modern times: or the adventures of Gabriel Outcast. Supposed to be written by himself. In imitation of Gil Blas. ... [pt.3],563,43,sparse,1.418757667495997,3.0867860317230225,4.1765557163531115,512,1750
1617,_earlyprint/C82263,1785,"Lee, Sophia, 1750-1824.","The recess: or, a tale of other times. By the author of The chapter of accidents. [pt.3]",513,90,sparse,,3.400780439376831,4.615262321144674,512,1750
1618,_ecco_tcp/K087969.000,1785,"Polesworth, Humphry, Sir, 18th cent.","A fragment of the history of that illustrious personage John Bull, Esq: compiled by that celebrated historian Sir Humphry Polesworth. Lately discovered in the repairs of Grub-Hatch, the ancient seat of the family of the Polesworths; now first published from the original manuscript, by Peregrine Pinfold, ...",501,15,sparse,,3.1247317790985107,4.287051482059282,512,1750
1619,_ecco_tcp/K087969.000,1785,"Polesworth, Humphry, Sir, 18th cent.","A fragment of the history of that illustrious personage John Bull, Esq: compiled by that celebrated historian Sir Humphry Polesworth. Lately discovered in the repairs of Grub-Hatch, the ancient seat of the family of the Polesworths; now first published from the original manuscript, by Peregrine Pinfold, ...",510,30,none,,3.2825827598571777,4.667741935483871,512,1750
1620,_ecco_tcp/K087969.000,1785,"Polesworth, Humphry, Sir, 18th cent.","A fragment of the history of that illustrious personage John Bull, Esq: compiled by that celebrated historian Sir Humphry Polesworth. Lately discovered in the repairs of Grub-Hatch, the ancient seat of the family of the Polesworths; now first published from the original manuscript, by Peregrine Pinfold, ...",549,40,none,1.392034827126427,3.673105239868164,4.362731152204836,512,1750
1621,_earlyprint/C81483,1786,"Johnstone, Charles, 1719?-1800?","The adventures of Anthony Varnish: or, a peep at the manners of society. By an adept. In three volumes. ... [pt.3]",512,12,sparse,1.112098062537474,3.0750772953033447,4.38863287250384,512,1750
1622,_earlyprint/C81483,1786,"Johnstone, Charles, 1719?-1800?","The adventures of Anthony Varnish: or, a peep at the manners of society. By an adept. In three volumes. ... [pt.3]",520,30,sparse,,3.0370466709136963,4.448854961832061,512,1750
1623,_earlyprint/C81483,1786,"Johnstone, Charles, 1719?-1800?","The adventures of Anthony Varnish: or, a peep at the manners of society. By an adept. In three volumes. ... [pt.3]",576,48,sparse,,2.881629467010498,4.544179523141655,512,1750
1624,_earlyprint/C81483,1786,"Johnstone, Charles, 1719?-1800?","The adventures of Anthony Varnish: or, a peep at the manners of society. By an adept. In three volumes. ... [pt.3]",546,54,none,1.7575862642670053,2.940814256668091,4.604992657856094,512,1750
1625,_earlyprint/C81841,1787,"Griffith, Mrs. (Elizabeth), 1720?-1793.","The delicate distress, a novel: in letters. In two volumes. By Frances. ... [pt.1]",502,60,sparse,,2.9453649520874023,4.450151057401813,512,1750
1626,_earlyprint/C81841,1787,"Griffith, Mrs. (Elizabeth), 1720?-1793.","The delicate distress, a novel: in letters. In two volumes. By Frances. ... [pt.1]",507,69,none,,3.4752626419067383,4.468847352024922,512,1750
1627,_earlyprint/C81841,1787,"Griffith, Mrs. (Elizabeth), 1720?-1793.","The delicate distress, a novel: in letters. In two volumes. By Frances. ... [pt.1]",506,78,sparse,,3.010119915008545,4.547880690737833,512,1750
1628,_earlyprint/N15935,1787,"Genlis, Stéphanie Félicité, comtesse de, 1746-1830.","Alphonso and Dalinda: or, The magic of art and nature. A moral tale. / Written in French by Madame la comtesse de Genlis. ; Translated into English by Thomas Holcroft.",511,44,sparse,1.192873145032154,3.0641510486602783,4.552631578947368,512,1750
1629,_ecco_tcp/K086495.000,1787,"Inchbald, Mrs., 1753-1821.","Emily Herbert: or, perfidy punished. A novel. In a series of letters.",562,86,none,,3.248990297317505,4.339971550497866,512,1750
1630,_chadwyck/Nineteenth-Century_Fiction/ncf3401.01,1788,"Smith, Charlotte Turner, 1749&ndash;1806","Emmeline, the Orphan of the Castle.",516,40,none,1.6830806867452273,2.629215955734253,3.960526315789474,512,1750
1631,_chadwyck/Nineteenth-Century_Fiction/ncf3401.01,1788,"Smith, Charlotte Turner, 1749&ndash;1806","Emmeline, the Orphan of the Castle.",523,120,sparse,2.026439818014161,2.572549819946289,3.933246073298429,512,1750
1632,_chadwyck/Nineteenth-Century_Fiction/ncf3401.01,1788,"Smith, Charlotte Turner, 1749&ndash;1806","Emmeline, the Orphan of the Castle.",516,160,sparse,1.4814969788826533,2.8808951377868652,3.856745479833102,512,1750
1633,_chadwyck/Nineteenth-Century_Fiction/ncf3401.01,1788,"Smith, Charlotte Turner, 1749&ndash;1806","Emmeline, the Orphan of the Castle.",513,200,sparse,1.801973744432128,3.1147241592407227,3.9736147757255935,512,1750
1634,_chadwyck/Nineteenth-Century_Fiction/ncf3401.01,1788,"Smith, Charlotte Turner, 1749&ndash;1806","Emmeline, the Orphan of the Castle.",505,241,sparse,2.1901263642812014,2.868826150894165,4.023415977961433,512,1750
1635,_chadwyck/Nineteenth-Century_Fiction/ncf3401.01,1788,"Smith, Charlotte Turner, 1749&ndash;1806","Emmeline, the Orphan of the Castle.",519,361,none,1.9477951178435289,2.8758270740509033,4.108450704225352,512,1750
1636,_chadwyck/Nineteenth-Century_Fiction/ncf3501.01,1788,"Wollstonecraft, Mary, 1759&ndash;1797","Mary, A Fiction.",504,9,sparse,,2.9460887908935547,4.011494252873563,512,1750
1637,_chadwyck/Nineteenth-Century_Fiction/ncf3501.01,1788,"Wollstonecraft, Mary, 1759&ndash;1797","Mary, A Fiction.",561,13,sparse,2.0390059579155846,3.0992438793182373,4.023316062176166,512,1750
1638,_earlyprint/C80101,1789,,The fair Hibernian: In two volumes. ... [pt.1],532,21,sparse,,2.967538356781006,4.429438543247344,512,1750
1639,_earlyprint/C80101,1789,,The fair Hibernian: In two volumes. ... [pt.1],504,43,none,,3.4423394203186035,4.374631268436578,512,1750
1640,_earlyprint/C82021,1789,"Equiano, Olaudah, b. 1745.","The interesting narrative of the life of Olaudah Equiano: or Gustavus Vassa, the African. Written by himself. [pt.1]",516,7,none,,2.9265313148498535,4.63258785942492,512,1750
1641,_earlyprint/C82021,1789,"Equiano, Olaudah, b. 1745.","The interesting narrative of the life of Olaudah Equiano: or Gustavus Vassa, the African. Written by himself. [pt.1]",505,15,none,0.9557899571505271,2.649158239364624,4.278662420382165,512,1750
1642,_earlyprint/C82021,1789,"Equiano, Olaudah, b. 1745.","The interesting narrative of the life of Olaudah Equiano: or Gustavus Vassa, the African. Written by himself. [pt.1]",514,23,sparse,,2.841864585876465,4.48440065681445,512,1750
1643,_earlyprint/C82021,1789,"Equiano, Olaudah, b. 1745.","The interesting narrative of the life of Olaudah Equiano: or Gustavus Vassa, the African. Written by himself. [pt.1]",500,39,none,,2.7776126861572266,4.28171334431631,512,1750
1644,_earlyprint/C82021,1789,"Equiano, Olaudah, b. 1745.","The interesting narrative of the life of Olaudah Equiano: or Gustavus Vassa, the African. Written by himself. [pt.1]",520,71,sparse,2.3363982669915266,3.228816032409668,4.2416,512,1750
1645,_earlyprint/C82310,1789,"Radcliffe, Ann Ward, 1764-1823.",The castles of Athlin and Dunbayne: A Highland story.,532,8,none,,2.851452112197876,4.646604938271605,512,1750
1646,_earlyprint/C82310,1789,"Radcliffe, Ann Ward, 1764-1823.",The castles of Athlin and Dunbayne: A Highland story.,510,24,none,,3.0094118118286133,4.751211631663974,512,1750
1647,_earlyprint/C82310,1789,"Radcliffe, Ann Ward, 1764-1823.",The castles of Athlin and Dunbayne: A Highland story.,511,32,none,1.0069789764090853,3.1268222332000732,4.825878594249201,512,1750
1648,_earlyprint/C82310,1789,"Radcliffe, Ann Ward, 1764-1823.",The castles of Athlin and Dunbayne: A Highland story.,516,48,none,,3.1169729232788086,4.879614767255217,512,1750
1649,_earlyprint/C82310,1789,"Radcliffe, Ann Ward, 1764-1823.",The castles of Athlin and Dunbayne: A Highland story.,501,72,sparse,,2.7686192989349365,4.538461538461538,512,1750
1650,_earlyprint/C82392,1789,"Cumberland, Richard, 1732-1811.",Arundel: By the author of The observer. ... [pt.2],539,10,sparse,,2.80851411819458,4.339534883720931,512,1750
1651,_earlyprint/C82392,1789,"Cumberland, Richard, 1732-1811.",Arundel: By the author of The observer. ... [pt.2],528,71,none,,3.149975061416626,4.440494590417311,512,1750
1652,_earlyprint/C82392,1789,"Cumberland, Richard, 1732-1811.",Arundel: By the author of The observer. ... [pt.2],476,101,none,,3.1094791889190674,4.533678756476684,512,1750
1653,_earlyprint/N17153,1789,"Seward, Anna, 1742-1809.","Louisa, a poetical novel, in four epistles. / By Miss Seward.",511,8,sparse,1.4934075099404414,3.7560882568359375,3.4825986078886313,512,1750
1654,_ecco_tcp/K101669.002,1789,"Hayley, William, 1745-1820.",The young widow; or the history of Cornelia Sedley: in a series of letters. ...,641,45,sparse,1.4070382221854758,3.300215005874634,4.3802992518703245,512,1750
1655,_ecco_tcp/K101669.002,1789,"Hayley, William, 1745-1820.",The young widow; or the history of Cornelia Sedley: in a series of letters. ...,508,60,sparse,1.3405194092220825,3.406909942626953,4.350609756097561,512,1750
1656,_ecco_tcp/K101669.002,1789,"Hayley, William, 1745-1820.",The young widow; or the history of Cornelia Sedley: in a series of letters. ...,538,135,none,,3.4548561573028564,4.3302891933028915,512,1750
1657,_chadwyck/Nineteenth-Century_Fiction/ncf2904.04,1790,"Radcliffe, Ann Ward, 1764&ndash;1823",A Sicilian Romance,517,13,none,1.1618927491839919,2.9366672039031982,4.144167758846658,512,1750
1658,_chadwyck/Nineteenth-Century_Fiction/ncf2904.04,1790,"Radcliffe, Ann Ward, 1764&ndash;1823",A Sicilian Romance,505,26,sparse,,2.5716958045959473,4.114122681883024,512,1750
1659,_chadwyck/Nineteenth-Century_Fiction/ncf2904.04,1790,"Radcliffe, Ann Ward, 1764&ndash;1823",A Sicilian Romance,515,65,sparse,,2.7548646926879883,4.096075778078484,512,1750
1660,_chadwyck/Nineteenth-Century_Fiction/ncf2904.04,1790,"Radcliffe, Ann Ward, 1764&ndash;1823",A Sicilian Romance,514,78,sparse,,3.056919813156128,3.994757536041939,512,1750
1661,_chadwyck/Nineteenth-Century_Fiction/ncf2904.04,1790,"Radcliffe, Ann Ward, 1764&ndash;1823",A Sicilian Romance,536,91,none,,2.8854243755340576,4.127968337730871,512,1750
1662,_chadwyck/Nineteenth-Century_Fiction/ncf2904.04,1790,"Radcliffe, Ann Ward, 1764&ndash;1823",A Sicilian Romance,517,104,none,,2.4557504653930664,3.959839357429719,512,1750
1663,_chadwyck/Nineteenth-Century_Fiction/ncf2904.04,1790,"Radcliffe, Ann Ward, 1764&ndash;1823",A Sicilian Romance,509,117,none,,2.908609628677368,3.9471488178025034,512,1750
1664,_earlyprint/C99713,1790,"Lennox, Charlotte, ca. 1729-1804.",Euphemia. By Mrs. Charlotte Lennox. In four volumes.: [pt.3],517,6,none,,3.111929178237915,4.606060606060606,512,1750
1665,_earlyprint/C99713,1790,"Lennox, Charlotte, ca. 1729-1804.",Euphemia. By Mrs. Charlotte Lennox. In four volumes.: [pt.3],516,12,sparse,1.135383075200826,3.193359375,4.399385560675883,512,1750
1666,_earlyprint/C99713,1790,"Lennox, Charlotte, ca. 1729-1804.",Euphemia. By Mrs. Charlotte Lennox. In four volumes.: [pt.3],514,24,sparse,,3.1288466453552246,4.417664670658683,512,1750
1667,_earlyprint/C99713,1790,"Lennox, Charlotte, ca. 1729-1804.",Euphemia. By Mrs. Charlotte Lennox. In four volumes.: [pt.3],525,30,sparse,,2.8636634349823,4.4446107784431135,512,1750
1668,_earlyprint/C99713,1790,"Lennox, Charlotte, ca. 1729-1804.",Euphemia. By Mrs. Charlotte Lennox. In four volumes.: [pt.3],527,36,sparse,,3.4596221446990967,4.354009077155824,512,1750
1669,_earlyprint/C99713,1790,"Lennox, Charlotte, ca. 1729-1804.",Euphemia. By Mrs. Charlotte Lennox. In four volumes.: [pt.3],517,42,none,1.2573105354762244,3.1473567485809326,4.539755351681957,512,1750
1670,_earlyprint/C99713,1790,"Lennox, Charlotte, ca. 1729-1804.",Euphemia. By Mrs. Charlotte Lennox. In four volumes.: [pt.3],511,48,sparse,1.3369486011980292,2.834969282150269,4.396850393700787,512,1750
1671,_earlyprint/N17447,1790,"Hitchcock, Enos, 1745-1803.","Memoirs of the Bloomsgrove family. In a series of letters to a respectable citizen of Philadelphia. Containing sentiments on a mode of domestic education, suited to the present state of society, government, and manners, in the United States of America: and on the dignity and importance of the female character. : Interspersed with a variety of interesting anecdotes. / By Enos Hitchcock, D.D. ; Vol. I[-II].",506,28,none,1.1315726403029804,3.1029012203216553,4.488335925349922,512,1750
1672,_earlyprint/N17447,1790,"Hitchcock, Enos, 1745-1803.","Memoirs of the Bloomsgrove family. In a series of letters to a respectable citizen of Philadelphia. Containing sentiments on a mode of domestic education, suited to the present state of society, government, and manners, in the United States of America: and on the dignity and importance of the female character. : Interspersed with a variety of interesting anecdotes. / By Enos Hitchcock, D.D. ; Vol. I[-II].",398,95,none,0.9232145516025482,3.1259522438049316,4.628968253968254,504,1750
1673,_chadwyck/Nineteenth-Century_Fiction/ncf23901.01,1791,"Inchbald, Mrs., 1753&ndash;1821",A Simple Story. In Four Volumes. By Mrs. Inchbald,508,19,sparse,,3.123861074447632,3.9536784741144415,512,1750
1674,_chadwyck/Nineteenth-Century_Fiction/ncf23901.01,1791,"Inchbald, Mrs., 1753&ndash;1821",A Simple Story. In Four Volumes. By Mrs. Inchbald,529,118,none,1.6558442671130758,3.088862895965576,3.965699208443272,512,1750
1675,_chadwyck/Nineteenth-Century_Fiction/ncf2904.03,1791,"Radcliffe, Ann Ward, 1764&ndash;1823",The Romance of the Forest,539,76,sparse,1.8628365766712665,2.460552453994751,3.9205729166666665,512,1750
1676,_chadwyck/Nineteenth-Century_Fiction/ncf2904.03,1791,"Radcliffe, Ann Ward, 1764&ndash;1823",The Romance of the Forest,545,203,sparse,,2.874279499053955,4.099590723055934,512,1750
1677,_earlyprint/C99704,1791,"Smith, Charlotte Turner, 1749-1806.",Celestina: A novel. In four volumes. By Charlotte Smith. ... [pt.4],525,47,sparse,,3.0892531871795654,4.416666666666667,512,1750
1678,_earlyprint/N18038,1791,"Fielding, Henry, 1707-1754.","The history of the adventures of Joseph Andrews, and his friend Mr. Abraham Adams. Written in imitation of the manner of Cervantes, author of Don Quixote. / By Henry Fielding, Esq. ; In two volumes. Vol. I[-II].",507,96,none,,3.248040199279785,4.2336874051593325,512,1750
1679,_earlyprint/N18038,1791,"Fielding, Henry, 1707-1754.","The history of the adventures of Joseph Andrews, and his friend Mr. Abraham Adams. Written in imitation of the manner of Cervantes, author of Don Quixote. / By Henry Fielding, Esq. ; In two volumes. Vol. I[-II].",502,108,sparse,,3.1440250873565674,4.206015037593985,512,1750
1680,_ecco_tcp/K110414.004,1791,"Lennox, Charlotte, ca. 1729-1804.","Hermione, or the orphan sisters: A novel. In four volumes. ...",516,59,none,1.3098829894480881,3.188051700592041,4.747634069400631,512,1750
1681,_chadwyck/Nineteenth-Century_Fiction/ncf1602.02,1792,"Holcroft, Thomas, 1745&ndash;1809",Anna St. Ives: A Novel.,528,294,none,1.6393407035269831,3.1838974952697754,3.965940054495913,512,1750
1682,_earlyprint/C93863,1792,"Dibdin, Charles, 1745-1814.","Hannah Hewit: or, the female Crusoe. Being the history of a woman of uncommon, mental, and personal accomplishments; who, ... was cast away in the Grosvenor East-Indiaman: and became for three years the sole inhabitant of an island, in the South Seas. Supposed to be written by herself. [pt.3]",502,7,none,2.074334692155282,3.416529655456543,4.418897637795276,512,1750
1683,_earlyprint/C93863,1792,"Dibdin, Charles, 1745-1814.","Hannah Hewit: or, the female Crusoe. Being the history of a woman of uncommon, mental, and personal accomplishments; who, ... was cast away in the Grosvenor East-Indiaman: and became for three years the sole inhabitant of an island, in the South Seas. Supposed to be written by herself. [pt.3]",505,15,none,1.6397230122603397,3.0635697841644287,4.412772585669782,512,1750
1684,_earlyprint/C93863,1792,"Dibdin, Charles, 1745-1814.","Hannah Hewit: or, the female Crusoe. Being the history of a woman of uncommon, mental, and personal accomplishments; who, ... was cast away in the Grosvenor East-Indiaman: and became for three years the sole inhabitant of an island, in the South Seas. Supposed to be written by herself. [pt.3]",537,30,sparse,,3.4305412769317627,4.370992366412214,512,1750
1685,_earlyprint/N18682,1792,"Defoe, Daniel, 1661?-1731.","The wonderful life, and surprising adventures of that renowned hero Robinson Crusoe, who lived twenty-eight years on an uninhabited island, which he afterwards colonised.",518,6,sparse,1.5171844353103867,2.894120454788208,3.871906841339156,512,1750
1686,_earlyprint/N18682,1792,"Defoe, Daniel, 1661?-1731.","The wonderful life, and surprising adventures of that renowned hero Robinson Crusoe, who lived twenty-eight years on an uninhabited island, which he afterwards colonised.",505,13,sparse,1.9180198892057614,2.9710400104522705,4.109656301145663,512,1750
1687,_earlyprint/N18682,1792,"Defoe, Daniel, 1661?-1731.","The wonderful life, and surprising adventures of that renowned hero Robinson Crusoe, who lived twenty-eight years on an uninhabited island, which he afterwards colonised.",515,16,none,,3.377368450164795,4.024205748865356,512,1750
1688,_earlyprint/N18803,1792,"Keir, Elizabeth.",Interesting memoirs. By a lady. ; In two volumes. Vol. I[-II].,518,6,none,,3.183115005493164,4.9298245614035086,512,1750
1689,_earlyprint/N18803,1792,"Keir, Elizabeth.",Interesting memoirs. By a lady. ; In two volumes. Vol. I[-II].,540,12,none,1.6182728592445794,2.990095376968384,4.662261380323054,512,1750
1690,_earlyprint/N18803,1792,"Keir, Elizabeth.",Interesting memoirs. By a lady. ; In two volumes. Vol. I[-II].,500,18,sparse,1.0890095045854935,3.139644145965576,4.576862123613312,512,1750
1691,_earlyprint/N18803,1792,"Keir, Elizabeth.",Interesting memoirs. By a lady. ; In two volumes. Vol. I[-II].,558,24,sparse,1.7514038396295106,3.0615549087524414,4.69054441260745,512,1750
1692,_earlyprint/N18803,1792,"Keir, Elizabeth.",Interesting memoirs. By a lady. ; In two volumes. Vol. I[-II].,519,30,sparse,,2.9788193702697754,4.758039816232772,512,1750
1693,_earlyprint/N18803,1792,"Keir, Elizabeth.",Interesting memoirs. By a lady. ; In two volumes. Vol. I[-II].,532,55,sparse,,3.002673625946045,4.6432926829268295,512,1750
1694,_earlyprint/N18803,1792,"Keir, Elizabeth.",Interesting memoirs. By a lady. ; In two volumes. Vol. I[-II].,47,61,none,1.2081966970265057,4.3990960121154785,5.0701754385964914,57,1750
1695,_earlyprint/N18806,1792,"Knight, Ellis Cornelia, 1757-1837.","Dinarbas; a tale: being a continuation of Rasselas, Prince of Abissinia. : [Seven lines from Horace]",523,14,sparse,1.043826972716387,2.946638822555542,4.865384615384615,512,1750
1696,_earlyprint/N18806,1792,"Knight, Ellis Cornelia, 1757-1837.","Dinarbas; a tale: being a continuation of Rasselas, Prince of Abissinia. : [Seven lines from Horace]",526,29,sparse,1.0150972237116345,3.1065969467163086,4.659056316590563,512,1750
1697,_chadwyck/Nineteenth-Century_Fiction/ncf3401.02,1793,"Smith, Charlotte Turner, 1749&ndash;1806","The Old Manor House. A Novel, In Four Volumes. By Charlotte Smith.",539,162,sparse,1.6442096685537242,3.0306074619293213,4.137042062415197,512,1750
1698,_chadwyck/Nineteenth-Century_Fiction/ncf3401.02,1793,"Smith, Charlotte Turner, 1749&ndash;1806","The Old Manor House. A Novel, In Four Volumes. By Charlotte Smith.",542,203,none,1.4139340034861232,3.1969223022460938,4.071428571428571,512,1750
1699,_chadwyck/Nineteenth-Century_Fiction/ncf3401.02,1793,"Smith, Charlotte Turner, 1749&ndash;1806","The Old Manor House. A Novel, In Four Volumes. By Charlotte Smith.",28,406,none,1.3080869652382388,3.484614849090576,4.209302325581396,43,1750
1700,_earlyprint/C92081,1793,"Dibdin, Charles, 1745-1814.","The younger brother: a novel, in three volumes, written by Mr. Dibdin. ... [pt.1]",619,9,sparse,1.362619367399346,3.2529220581054688,4.632183908045977,512,1750
1701,_earlyprint/C92081,1793,"Dibdin, Charles, 1745-1814.","The younger brother: a novel, in three volumes, written by Mr. Dibdin. ... [pt.1]",538,38,sparse,1.2156723546560793,3.05680251121521,4.450532724505328,512,1750
1702,_earlyprint/C92081,1793,"Dibdin, Charles, 1745-1814.","The younger brother: a novel, in three volumes, written by Mr. Dibdin. ... [pt.1]",513,77,sparse,1.5873782623961246,3.24664044380188,4.278125,512,1750
1703,_earlyprint/N19358,1793,"Bleecker, Ann Eliza, 1752-1783.","The posthumous works of Ann Eliza Bleecker, in prose and verse. To which is added, a collection of essays, prose and poetical, by Margaretta V. Faugeres.",511,120,none,3.1891315705253436,3.620240211486816,3.4557109557109555,512,1750
1704,_earlyprint/N19918,1793,"Ramsay, Chevalier (Andrew Michael), 1686-1743.","The travels of Cyrus. To which is annexed, a discourse upon the theology and mythology of the pagans. / By the Chevalier Ramsay.",506,42,sparse,1.0502285922537753,2.910102605819702,4.586151368760064,512,1750
1705,_earlyprint/N19918,1793,"Ramsay, Chevalier (Andrew Michael), 1686-1743.","The travels of Cyrus. To which is annexed, a discourse upon the theology and mythology of the pagans. / By the Chevalier Ramsay.",502,64,sparse,1.9458053188282973,3.2492051124572754,4.273391812865497,512,1750
1706,_earlyprint/N19918,1793,"Ramsay, Chevalier (Andrew Michael), 1686-1743.","The travels of Cyrus. To which is annexed, a discourse upon the theology and mythology of the pagans. / By the Chevalier Ramsay.",598,128,sparse,1.28343991173131,3.072340250015259,4.376623376623376,512,1750
1707,_chadwyck/Nineteenth-Century_Fiction/ncf1403.03,1794,"Godwin, William, 1756&ndash;1836","Things As They Are; or, The Adventures of Caleb Williams ... In Three Volumes.",513,103,sparse,1.6088257642337804,2.784353733062744,4.238429172510519,512,1750
1708,_chadwyck/Nineteenth-Century_Fiction/ncf1403.03,1794,"Godwin, William, 1756&ndash;1836","Things As They Are; or, The Adventures of Caleb Williams ... In Three Volumes.",516,207,sparse,,2.67311954498291,3.968253968253968,512,1750
1709,_chadwyck/Nineteenth-Century_Fiction/ncf2904.02,1794,"Radcliffe, Ann Ward, 1764&ndash;1823","The Mysteries of Udolpho, A Romance ...",507,326,sparse,2.1438652977564545,2.899108648300171,3.851063829787234,512,1750
1710,_chadwyck/Nineteenth-Century_Fiction/ncf2904.02,1794,"Radcliffe, Ann Ward, 1764&ndash;1823","The Mysteries of Udolpho, A Romance ...",504,380,sparse,1.1378991146309276,2.752687931060791,3.88476821192053,512,1750
1711,_chadwyck/Nineteenth-Century_Fiction/ncf2904.02,1794,"Radcliffe, Ann Ward, 1764&ndash;1823","The Mysteries of Udolpho, A Romance ...",536,435,sparse,1.2422030102118604,2.6847352981567383,4.090445859872611,512,1750
1712,_chadwyck/Nineteenth-Century_Fiction/ncf2904.02,1794,"Radcliffe, Ann Ward, 1764&ndash;1823","The Mysteries of Udolpho, A Romance ...",565,489,sparse,1.234931328077774,2.737990379333496,3.947432762836186,512,1750
1713,_earlyprint/N20640,1794,"Cullen, Stephen.","The haunted priory: or, The fortunes of the house of Rayo. A romance. Founded partly on historical facts. : [Two lines of Latin quotation]",545,20,sparse,1.6289200269524235,3.252509355545044,4.142461964038728,512,1750
1714,_earlyprint/N20640,1794,"Cullen, Stephen.","The haunted priory: or, The fortunes of the house of Rayo. A romance. Founded partly on historical facts. : [Two lines of Latin quotation]",567,83,sparse,,3.15726089477539,4.279683377308707,512,1750
1715,_earlyprint/N21100,1794,"Smollett, Tobias George, 1721-1771.","The adventures of Roderick Random. In two volumes. / By T. Smollett, M.D. ; [One line in Latin from Horace] ; Vol. I[-II].",503,16,none,0.9456356935703351,2.886169195175171,4.793103448275862,512,1750
1716,_earlyprint/N21100,1794,"Smollett, Tobias George, 1721-1771.","The adventures of Roderick Random. In two volumes. / By T. Smollett, M.D. ; [One line in Latin from Horace] ; Vol. I[-II].",505,49,sparse,2.033797997899218,2.727512836456299,4.302547770700637,512,1750
1717,_earlyprint/N21100,1794,"Smollett, Tobias George, 1721-1771.","The adventures of Roderick Random. In two volumes. / By T. Smollett, M.D. ; [One line in Latin from Horace] ; Vol. I[-II].",594,81,sparse,,3.123892068862915,4.490616621983914,512,1750
1718,_earlyprint/N21100,1794,"Smollett, Tobias George, 1721-1771.","The adventures of Roderick Random. In two volumes. / By T. Smollett, M.D. ; [One line in Latin from Horace] ; Vol. I[-II].",708,131,sparse,1.0101180651557014,3.0911877155303955,4.312292358803987,512,1750
1719,_ecco_tcp/K103123.002,1794,"Jephson, Robert, 1736-1803.","The confessions of James Baptiste Couteau: citizen of France, written by himself: and translated from the original French, by Robert Jephson, Esq. Illustrated with nine engravings. ...",533,4,none,2.032478212070605,3.4686572551727295,4.295292439372325,512,1750
