family,label,prompt,axis,source,target,similarity,layer,source_pos,target_pos,target_freq,displacement_type
llama,substance_2,She poured herself another glass of wine and,repression,her,slipped,0.4869,16,PRON,VERB,3.99,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,opened,walked,0.4861,8,VERB,VERB,4.67,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,opened,slipped,0.4859,24,VERB,VERB,3.99,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,ate,gazed,0.4857,24,VERB,VERB,2.83,archaic
llama,substance_2,She poured herself another glass of wine and,repression,a,gazed,0.4852,24,PRON,VERB,2.83,archaic
llama,substance_2,She poured herself another glass of wine and,repression,the,slipped,0.4849,16,PRON,VERB,3.99,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,finished,raised,0.4848,16,VERB,VERB,4.84,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,stared,slipped,0.4848,24,VERB,VERB,3.99,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,put,sat,0.4846,24,VERB,VERB,4.64,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,tried,raised,0.4845,8,VERB,VERB,4.84,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,her,let,0.4845,24,PRON,VERB,5.6,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,contemplated,stood,0.4844,8,VERB,VERB,4.57,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,finished,collapsed,0.4842,16,VERB,VERB,3.92,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,left,slid,0.4839,24,VERB,ADJ,3.55,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,drank,slipped,0.4837,16,NOUN,VERB,3.99,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,contemplated,stepped,0.4835,8,VERB,VERB,4.2,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,the,leaned,0.4835,16,PRON,VERB,3.41,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,downed,sat,0.4833,16,VERB,VERB,4.64,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,topped,leaned,0.4833,16,VERB,VERB,3.41,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,looked,slipped,0.4833,24,VERB,VERB,3.99,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,started,slipped,0.4822,8,VERB,VERB,3.99,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,ate,slipped,0.482,24,VERB,VERB,3.99,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,thought,let,0.4819,24,VERB,VERB,5.6,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,left,gazed,0.4815,24,VERB,VERB,2.83,archaic
llama,substance_2,She poured herself another glass of wine and,repression,decided,leaned,0.4814,8,VERB,VERB,3.41,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,started,stood,0.4806,8,VERB,VERB,4.57,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,downed,leaned,0.4806,16,VERB,VERB,3.41,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,left,collapsed,0.4803,24,VERB,VERB,3.92,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,left,raised,0.48,16,VERB,VERB,4.84,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,started,slipped,0.4798,24,VERB,VERB,3.99,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,took,let,0.4797,24,VERB,VERB,5.6,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,ate,walked,0.4796,24,VERB,VERB,4.67,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,finished,slid,0.4792,16,VERB,ADJ,3.55,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,drank,collapsed,0.479,16,NOUN,VERB,3.92,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,started,raised,0.4788,8,VERB,VERB,4.84,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,drank,leaned,0.4787,8,NOUN,VERB,3.41,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,finished,stood,0.4785,16,VERB,VERB,4.57,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,ate,slid,0.4784,16,VERB,ADJ,3.55,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,drank,gazed,0.4782,16,NOUN,VERB,2.83,archaic
llama,substance_2,She poured herself another glass of wine and,repression,held,collapsed,0.4782,16,VERB,VERB,3.92,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,her,collapsed,0.4782,16,PRON,VERB,3.92,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,went,collapsed,0.4781,8,VERB,VERB,3.92,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,said,let,0.478,8,VERB,VERB,5.6,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,then,stepped,0.478,24,ADV,VERB,4.2,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,finished,sat,0.4777,8,VERB,VERB,4.64,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,waited,slipped,0.4769,16,VERB,VERB,3.99,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,then,stepped,0.4768,8,ADV,VERB,4.2,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,contemplated,let,0.4767,8,VERB,VERB,5.6,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,started,walked,0.4767,24,VERB,VERB,4.67,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,sighed,settled,0.4764,24,VERB,VERB,4.44,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,downed,gazed,0.4762,16,VERB,VERB,2.83,archaic
llama,substance_2,She poured herself another glass of wine and,repression,held,sat,0.4762,24,VERB,VERB,4.64,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,tried,slid,0.476,8,VERB,ADJ,3.55,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,contemplated,slipped,0.4749,16,VERB,VERB,3.99,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,downed,slipped,0.4747,8,VERB,VERB,3.99,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,the,collapsed,0.4747,16,PRON,VERB,3.92,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,tried,slid,0.4744,16,VERB,ADJ,3.55,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,opened,let,0.4742,8,VERB,VERB,5.6,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,drank,sat,0.4741,24,NOUN,VERB,4.64,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,the,stepped,0.4737,8,PRON,VERB,4.2,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,sipped,walked,0.4735,24,VERB,VERB,4.67,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,opened,stood,0.4733,8,VERB,VERB,4.57,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,thought,slipped,0.4732,16,VERB,VERB,3.99,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,turned,settled,0.4731,24,VERB,VERB,4.44,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,the,stood,0.4729,16,PRON,VERB,4.57,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,sipped,settled,0.4729,24,VERB,VERB,4.44,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,drank,stepped,0.4726,16,NOUN,VERB,4.2,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,started,slid,0.4725,8,VERB,ADJ,3.55,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,took,sat,0.4725,24,VERB,VERB,4.64,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,glanced,stood,0.4722,24,VERB,VERB,4.57,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,put,gazed,0.4721,8,VERB,VERB,2.83,archaic
llama,substance_2,She poured herself another glass of wine and,repression,turned,sat,0.4721,24,VERB,VERB,4.64,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,turned,stepped,0.4721,24,VERB,VERB,4.2,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,topped,slipped,0.4721,24,VERB,VERB,3.99,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,got,walked,0.4719,24,VERB,VERB,4.67,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,topped,stood,0.4716,16,VERB,VERB,4.57,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,downed,slid,0.4715,16,VERB,ADJ,3.55,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,took,raised,0.4715,24,VERB,VERB,4.84,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,left,leaned,0.4713,8,VERB,VERB,3.41,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,was,slid,0.4713,16,AUX,ADJ,3.55,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,sighed,slipped,0.4708,24,VERB,VERB,3.99,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,opened,let,0.4698,24,VERB,VERB,5.6,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,sighed,slid,0.4697,16,VERB,ADJ,3.55,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,took,slid,0.4696,24,VERB,ADJ,3.55,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,left,leaned,0.4694,24,VERB,VERB,3.41,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,thought,collapsed,0.4691,16,VERB,VERB,3.92,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,topped,sat,0.469,16,VERB,VERB,4.64,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,said,sat,0.4687,24,VERB,VERB,4.64,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,started,stepped,0.4686,24,VERB,VERB,4.2,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,finished,gazed,0.4685,16,VERB,VERB,2.83,archaic
llama,substance_2,She poured herself another glass of wine and,repression,said,raised,0.4684,16,VERB,VERB,4.84,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,downed,walked,0.4683,16,VERB,VERB,4.67,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,stared,raised,0.468,16,VERB,VERB,4.84,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,went,slid,0.4673,24,VERB,ADJ,3.55,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,thought,sat,0.4667,24,VERB,VERB,4.64,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,left,stepped,0.4664,24,VERB,VERB,4.2,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,glanced,collapsed,0.4662,24,VERB,VERB,3.92,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,topped,raised,0.4661,8,VERB,VERB,4.84,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,sighed,stood,0.4661,24,VERB,VERB,4.57,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,turned,stood,0.466,24,VERB,VERB,4.57,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,drank,walked,0.4658,8,NOUN,VERB,4.67,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,drank,gazed,0.4656,24,NOUN,VERB,2.83,archaic
llama,substance_2,She poured herself another glass of wine and,repression,her,stood,0.4654,16,PRON,VERB,4.57,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,a,let,0.4647,24,PRON,VERB,5.6,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,drank,stood,0.464,8,NOUN,VERB,4.57,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,glanced,sat,0.4636,24,VERB,VERB,4.64,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,contemplated,slipped,0.463,24,VERB,VERB,3.99,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,sighed,let,0.4627,24,VERB,VERB,5.6,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,said,let,0.4623,24,VERB,VERB,5.6,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,held,slipped,0.4619,24,VERB,VERB,3.99,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,decided,stood,0.4618,8,VERB,VERB,4.57,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,left,slid,0.4614,8,VERB,ADJ,3.55,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,her,stepped,0.4613,8,PRON,VERB,4.2,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,topped,slid,0.4609,8,VERB,ADJ,3.55,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,topped,let,0.4608,16,VERB,VERB,5.6,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,glanced,raised,0.4607,16,VERB,VERB,4.84,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,decided,slid,0.4603,16,VERB,ADJ,3.55,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,waited,settled,0.4599,24,VERB,VERB,4.44,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,thought,walked,0.4598,24,VERB,VERB,4.67,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,opened,slid,0.4596,24,VERB,ADJ,3.55,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,held,leaned,0.4595,24,VERB,VERB,3.41,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,got,gazed,0.4591,24,VERB,VERB,2.83,archaic
llama,substance_2,She poured herself another glass of wine and,repression,then,let,0.4587,24,ADV,VERB,5.6,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,got,collapsed,0.4586,24,VERB,VERB,3.92,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,glanced,slid,0.458,24,VERB,ADJ,3.55,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,went,collapsed,0.4579,24,VERB,VERB,3.92,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,downed,stepped,0.4575,16,VERB,VERB,4.2,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,decided,slipped,0.4573,8,VERB,VERB,3.99,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,was,walked,0.4573,24,AUX,VERB,4.67,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,got,collapsed,0.4569,8,VERB,VERB,3.92,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,the,raised,0.4569,16,PRON,VERB,4.84,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,sighed,stood,0.4567,8,VERB,VERB,4.57,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,her,raised,0.4567,16,PRON,VERB,4.84,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,ate,let,0.4567,24,VERB,VERB,5.6,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,then,sat,0.4564,8,ADV,VERB,4.64,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,downed,stood,0.4562,16,VERB,VERB,4.57,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,ate,stepped,0.4561,8,VERB,VERB,4.2,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,held,slid,0.4561,24,VERB,ADJ,3.55,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,finished,leaned,0.4557,8,VERB,VERB,3.41,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,finished,stepped,0.4554,8,VERB,VERB,4.2,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,turned,raised,0.4553,24,VERB,VERB,4.84,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,drank,stood,0.4553,24,NOUN,VERB,4.57,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,drank,let,0.4549,8,NOUN,VERB,5.6,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,the,let,0.4549,8,PRON,VERB,5.6,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,tried,raised,0.4548,16,VERB,VERB,4.84,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,contemplated,sat,0.4547,24,VERB,VERB,4.64,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,finished,gazed,0.4546,24,VERB,VERB,2.83,archaic
llama,substance_2,She poured herself another glass of wine and,repression,turned,collapsed,0.4545,8,VERB,VERB,3.92,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,topped,walked,0.4545,16,VERB,VERB,4.67,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,ate,raised,0.4542,24,VERB,VERB,4.84,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,her,raised,0.4537,24,PRON,VERB,4.84,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,finished,slipped,0.4536,24,VERB,VERB,3.99,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,downed,slid,0.4534,8,VERB,ADJ,3.55,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,tried,gazed,0.4534,24,VERB,VERB,2.83,archaic
llama,substance_2,She poured herself another glass of wine and,repression,decided,gazed,0.4532,24,VERB,VERB,2.83,archaic
llama,substance_2,She poured herself another glass of wine and,repression,looked,collapsed,0.4531,24,VERB,VERB,3.92,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,glanced,let,0.4528,8,VERB,VERB,5.6,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,stared,settled,0.4525,24,VERB,VERB,4.44,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,finished,let,0.4525,24,VERB,VERB,5.6,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,said,slid,0.4521,16,VERB,ADJ,3.55,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,ate,stood,0.452,24,VERB,VERB,4.57,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,finished,raised,0.4518,8,VERB,VERB,4.84,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,said,stood,0.4509,8,VERB,VERB,4.57,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,then,walked,0.4507,8,ADV,VERB,4.67,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,tried,slipped,0.4504,24,VERB,VERB,3.99,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,waited,collapsed,0.4499,24,VERB,VERB,3.92,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,topped,let,0.4497,24,VERB,VERB,5.6,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,a,raised,0.4493,24,PRON,VERB,4.84,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,tried,sat,0.449,24,VERB,VERB,4.64,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,ate,collapsed,0.449,24,VERB,VERB,3.92,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,sighed,walked,0.4489,8,VERB,VERB,4.67,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,ate,slid,0.4489,24,VERB,ADJ,3.55,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,looked,collapsed,0.4487,8,VERB,VERB,3.92,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,finished,sat,0.4483,24,VERB,VERB,4.64,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,sighed,walked,0.4481,24,VERB,VERB,4.67,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,contemplated,collapsed,0.4477,8,VERB,VERB,3.92,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,glanced,collapsed,0.4471,8,VERB,VERB,3.92,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,her,let,0.4469,8,PRON,VERB,5.6,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,said,settled,0.4465,8,VERB,VERB,4.44,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,turned,gazed,0.4465,24,VERB,VERB,2.83,archaic
llama,substance_2,She poured herself another glass of wine and,repression,ate,settled,0.4462,8,VERB,VERB,4.44,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,ate,raised,0.4459,16,VERB,VERB,4.84,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,said,raised,0.4457,8,VERB,VERB,4.84,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,then,collapsed,0.4456,24,ADV,VERB,3.92,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,topped,collapsed,0.4455,16,VERB,VERB,3.92,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,ate,leaned,0.4454,8,VERB,VERB,3.41,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,finished,raised,0.4452,24,VERB,VERB,4.84,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,got,let,0.4451,24,VERB,VERB,5.6,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,was,slipped,0.445,24,AUX,VERB,3.99,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,drank,let,0.4448,24,NOUN,VERB,5.6,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,put,leaned,0.4445,24,VERB,VERB,3.41,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,then,gazed,0.4444,8,ADV,VERB,2.83,archaic
llama,substance_2,She poured herself another glass of wine and,repression,decided,let,0.4444,24,VERB,VERB,5.6,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,waited,raised,0.4442,8,VERB,VERB,4.84,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,stared,slid,0.444,24,VERB,ADJ,3.55,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,went,settled,0.444,24,VERB,VERB,4.44,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,tried,let,0.444,24,VERB,VERB,5.6,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,contemplated,walked,0.4437,24,VERB,VERB,4.67,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,topped,stepped,0.4435,8,VERB,VERB,4.2,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,said,walked,0.4434,24,VERB,VERB,4.67,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,took,walked,0.4431,24,VERB,VERB,4.67,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,downed,gazed,0.4431,24,VERB,VERB,2.83,archaic
llama,substance_2,She poured herself another glass of wine and,repression,was,slipped,0.443,8,AUX,VERB,3.99,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,put,settled,0.4429,24,VERB,VERB,4.44,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,looked,let,0.4427,24,VERB,VERB,5.6,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,topped,slipped,0.4426,8,VERB,VERB,3.99,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,thought,slipped,0.4423,8,VERB,VERB,3.99,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,drank,gazed,0.4423,8,NOUN,VERB,2.83,archaic
llama,substance_2,She poured herself another glass of wine and,repression,went,leaned,0.4423,24,VERB,VERB,3.41,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,ate,stood,0.4421,8,VERB,VERB,4.57,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,downed,settled,0.4416,8,VERB,VERB,4.44,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,left,settled,0.4416,24,VERB,VERB,4.44,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,sighed,slipped,0.4415,8,VERB,VERB,3.99,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,waited,slipped,0.4415,8,VERB,VERB,3.99,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,said,raised,0.4415,24,VERB,VERB,4.84,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,contemplated,stood,0.441,24,VERB,VERB,4.57,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,then,settled,0.4408,8,ADV,VERB,4.44,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,got,leaned,0.4403,24,VERB,VERB,3.41,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,drank,stepped,0.4401,8,NOUN,VERB,4.2,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,turned,let,0.4401,24,VERB,VERB,5.6,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,finished,let,0.4398,8,VERB,VERB,5.6,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,sighed,slid,0.4397,24,VERB,ADJ,3.55,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,a,let,0.4396,16,PRON,VERB,5.6,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,the,sat,0.4395,8,PRON,VERB,4.64,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,waited,leaned,0.4393,24,VERB,VERB,3.41,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,was,let,0.4392,24,AUX,VERB,5.6,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,ate,gazed,0.439,8,VERB,VERB,2.83,archaic
llama,substance_2,She poured herself another glass of wine and,repression,thought,stood,0.439,24,VERB,VERB,4.57,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,topped,settled,0.4389,8,VERB,VERB,4.44,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,decided,walked,0.4388,24,VERB,VERB,4.67,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,ate,stepped,0.4388,24,VERB,VERB,4.2,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,the,slid,0.4387,16,PRON,ADJ,3.55,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,said,stood,0.4386,24,VERB,VERB,4.57,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,said,collapsed,0.4386,24,VERB,VERB,3.92,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,then,leaned,0.4384,8,ADV,VERB,3.41,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,stared,let,0.4382,24,VERB,VERB,5.6,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,decided,settled,0.438,24,VERB,VERB,4.44,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,downed,leaned,0.4379,8,VERB,VERB,3.41,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,sighed,stepped,0.4377,24,VERB,VERB,4.2,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,sighed,slid,0.4371,8,VERB,ADJ,3.55,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,drank,slipped,0.4369,8,NOUN,VERB,3.99,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,finished,slipped,0.4367,8,VERB,VERB,3.99,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,finished,stood,0.4367,24,VERB,VERB,4.57,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,drank,walked,0.4366,24,NOUN,VERB,4.67,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,was,collapsed,0.4364,24,AUX,VERB,3.92,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,put,stepped,0.4363,24,VERB,VERB,4.2,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,turned,collapsed,0.4362,24,VERB,VERB,3.92,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,finished,stood,0.4361,8,VERB,VERB,4.57,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,started,settled,0.4359,24,VERB,VERB,4.44,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,waited,slid,0.4355,8,VERB,ADJ,3.55,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,her,slid,0.4355,16,PRON,ADJ,3.55,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,ate,leaned,0.4353,24,VERB,VERB,3.41,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,finished,walked,0.4349,8,VERB,VERB,4.67,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,then,let,0.4346,8,ADV,VERB,5.6,category_shift
llama,substance_2,She poured herself another glass of wine and,repression,opened,gazed,0.4345,24,VERB,VERB,2.83,archaic
llama,substance_2,She poured herself another glass of wine and,repression,decided,collapsed,0.4341,24,VERB,VERB,3.92,register_shift
llama,substance_2,She poured herself another glass of wine and,repression,downed,let,0.4341,24,VERB,VERB,5.6,register_shift
