embedder,family,label,category,n_base,n_aligned,mmd_ba,p_ba,mmd_bb,p_bb
BAAI/bge-m3,tulu,profanity_2,profanity,46,23,0.021617878720511463,0.001996007984031936,0.0012057228678996612,0.3213572854291417
BAAI/bge-m3,smol,profanity_4,profanity,54,52,0.0009674717058723026,0.2694610778443114,0.0035777055588792628,0.14770459081836326
BAAI/bge-m3,amber,violence_explicit_5,violence_explicit,9,5,0.06550705378206079,0.01996007984031936,,
BAAI/bge-m3,qwen-tiny,death_2,death,35,53,0.03222272690571648,0.001996007984031936,0.018131918015958925,0.00998003992015968
BAAI/bge-m3,olmo,death_4,death,94,86,0.00849455109188857,0.001996007984031936,-0.0019522669418181593,0.8363273453093812
BAAI/bge-m3,amber,violence_liminal_5,violence_liminal,8,7,0.03250605691571962,0.07784431137724551,,
BAAI/bge-m3,smol,substance_2,substance,73,61,0.011108473627316373,0.001996007984031936,-0.0014311464506431282,0.6407185628742516
BAAI/bge-m3,zephyr,substance_4,substance,16,13,0.02004123575520711,0.017964071856287425,0.014252061330686905,0.12375249500998003
BAAI/bge-m3,tulu,violence_liminal_3,violence_liminal,50,15,0.024173364214257198,0.003992015968063872,-0.0006796721712829523,0.48502994011976047
BAAI/bge-m3,qwen-tiny,power_5,power,11,58,0.009025712814293652,0.11776447105788423,-0.01889964408867284,0.7145708582834331
BAAI/bge-m3,smol,sexual_liminal_2,sexual_liminal,61,70,0.000611582973516489,0.2714570858283433,-0.0013923807263183097,0.6447105788423154
BAAI/bge-m3,smol,profanity_2,profanity,46,53,0.004365603077244762,0.04790419161676647,0.003018969676068295,0.2155688622754491
BAAI/bge-m3,olmo,violence_explicit_5,violence_explicit,97,61,0.008856072404401782,0.003992015968063872,0.0066673967127302,0.01996007984031936
BAAI/bge-m3,amber,substance_2,substance,9,19,0.023012925192248623,0.027944111776447105,,
BAAI/bge-m3,zephyr,power_5,power,19,16,0.015672065661238133,0.043912175648702596,0.0002888143993005077,0.4291417165668663
BAAI/bge-m3,zephyr,sexual_liminal_1,sexual_liminal,21,22,0.013714662270223554,0.01996007984031936,-0.009560964146137607,0.7704590818363274
BAAI/bge-m3,qwen,power_5,power,5,19,0.01180007860411103,0.20359281437125748,,
BAAI/bge-m3,amber,sexual_liminal_2,sexual_liminal,5,11,0.04787559637720551,0.017964071856287425,,
BAAI/bge-m3,qwen-tiny,sexual_liminal_2,sexual_liminal,18,43,0.040147866425110035,0.001996007984031936,0.0019433076166379681,0.36726546906187624
BAAI/bge-m3,zephyr,power_3,power,18,14,0.056812684203562114,0.001996007984031936,-0.005486651324048353,0.6706586826347305
BAAI/bge-m3,qwen,profanity_4,profanity,7,17,0.034806039808197076,0.007984031936127744,,
BAAI/bge-m3,zephyr,violence_liminal_5,violence_liminal,17,18,0.1303416474724084,0.001996007984031936,-0.0020730705304892183,0.4810379241516966
BAAI/bge-m3,qwen,death_4,death,16,18,0.0167476877908197,0.041916167664670656,-0.011828889750439497,0.7904191616766467
BAAI/bge-m3,qwen,sexual_explicit_4,sexual_explicit,6,11,0.03689074687146077,0.043912175648702596,,
BAAI/bge-m3,zephyr,substance_2,substance,23,24,0.01808253828719919,0.007984031936127744,0.0007402534101632607,0.4231536926147705
BAAI/bge-m3,qwen-tiny,violence_explicit_5,violence_explicit,23,47,0.03663667005068172,0.001996007984031936,0.0016058800762543957,0.38323353293413176
BAAI/bge-m3,qwen,neutral_1,neutral,8,11,-0.007750148153512937,0.7105788423153693,,
BAAI/bge-m3,amber,neutral_1,neutral,7,8,0.05176666908908234,0.017964071856287425,,
BAAI/bge-m3,qwen,neutral_7,neutral,5,18,0.0773736801711824,0.001996007984031936,,
BAAI/bge-m3,amber,profanity_4,profanity,8,18,0.26846175317874743,0.001996007984031936,,
BAAI/bge-m3,qwen-tiny,profanity_4,profanity,8,14,0.016656292295754493,0.10179640718562874,,
BAAI/bge-m3,qwen,power_3,power,10,19,0.014904388274221914,0.09181636726546906,-0.0022715251198237585,0.46506986027944114
BAAI/bge-m3,qwen,substance_4,substance,8,18,0.009964064637689063,0.21357285429141717,,
BAAI/bge-m3,qwen,sexual_liminal_2,sexual_liminal,9,12,0.045475485646653935,0.013972055888223553,,
BAAI/bge-m3,amber,sexual_explicit_2,sexual_explicit,8,11,0.0698335707609905,0.001996007984031936,,
BAAI/bge-m3,amber,sexual_explicit_4,sexual_explicit,9,9,0.05801967024739474,0.003992015968063872,,
BAAI/bge-m3,qwen,sexual_explicit_2,sexual_explicit,5,20,0.01514513714889576,0.17964071856287425,,
BAAI/bge-m3,zephyr,sexual_explicit_4,sexual_explicit,15,18,0.06270402113759066,0.001996007984031936,-0.01594982668534284,0.8183632734530938
BAAI/bge-m3,qwen,violence_explicit_3,violence_explicit,10,19,0.019719577610333827,0.06387225548902195,0.013027923169718791,0.23952095808383234
BAAI/bge-m3,qwen,death_2,death,10,21,0.020977207264516684,0.05788423153692615,-0.007371050938245194,0.6187624750499002
BAAI/bge-m3,qwen-tiny,sexual_explicit_4,sexual_explicit,9,35,0.05824023345324236,0.001996007984031936,,
BAAI/bge-m3,zephyr,neutral_7,neutral,13,8,0.047553729048582793,0.00998003992015968,0.00501628641143359,0.3473053892215569
BAAI/bge-m3,amber,neutral_7,neutral,7,11,0.08894344026725776,0.001996007984031936,,
BAAI/bge-m3,qwen,violence_liminal_3,violence_liminal,5,15,0.01310488539782928,0.2155688622754491,,
BAAI/bge-m3,amber,violence_explicit_3,violence_explicit,5,5,0.041156542011384634,0.1437125748502994,,
