model,model_id,prompt,prompt_key,layer,n_layers,h_attention,h_residual
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,22,32,0.5765931205824018,8.19052505493164
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,23,32,0.4865796836093068,8.02597713470459
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,24,32,0.5620554848574102,8.76170825958252
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,25,32,0.5085822099354118,8.626173973083496
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,26,32,0.6358513534069061,8.934075355529785
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,27,32,0.5779922567307949,8.948594093322754
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,28,32,0.6048395847901702,9.281982421875
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,29,32,0.6286520925350487,8.772529602050781
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,30,32,0.9153400035575032,4.916784286499023
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,31,32,0.7066073194146156,1.7815313339233398
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,0,32,1.028421537899745,9.513570785522461
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,1,32,0.6615002206526697,9.35942268371582
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,2,32,0.4894450435313047,9.477119445800781
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,3,32,0.571490035392344,9.591632843017578
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,4,32,0.7186840998474509,9.815425872802734
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,5,32,0.6719928502570838,9.572999954223633
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,6,32,1.0201581651344895,9.491601943969727
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,7,32,1.1307156612165272,9.509462356567383
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,8,32,1.2717221453785896,9.693975448608398
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,9,32,1.1844320744276047,9.629175186157227
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,10,32,0.9689098091330379,9.61415958404541
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,11,32,1.0831717252731323,9.52359390258789
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,12,32,1.489093279466033,9.751616477966309
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,13,32,1.0653097592294216,9.567671775817871
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,14,32,1.0549785383045673,9.735166549682617
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,15,32,1.0057458623778075,9.573490142822266
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,16,32,0.8538246838143095,9.769119262695312
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,17,32,0.761358976829797,9.724832534790039
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,18,32,0.6553778088418767,9.847757339477539
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,19,32,0.5147891825763509,9.907604217529297
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,20,32,0.5973211573436856,9.726643562316895
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,21,32,0.5604437617585063,1.8570863008499146
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,22,32,0.5917691388167441,1.195314645767212
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,23,32,0.4674323284998536,1.1793266534805298
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,24,32,0.48128327005542815,1.2009648084640503
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,25,32,0.4915709572378546,2.8323159217834473
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,26,32,0.6284855175763369,1.2144815921783447
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,27,32,0.5063730063848197,1.3276779651641846
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,28,32,0.5614135866053402,1.3340859413146973
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,29,32,0.5774403656832874,1.2968132495880127
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,30,32,0.8268804829567671,2.6113948822021484
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,31,32,0.6471092256251723,2.457223892211914
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,0,32,1.442229734831301,9.469093322753906
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,1,32,0.7794319726526737,9.531959533691406
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,2,32,0.4605247298604809,9.652627944946289
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,3,32,0.5955182735342532,9.510540008544922
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,4,32,0.7600340871140361,9.67453384399414
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,5,32,0.9111658634501509,9.683198928833008
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,6,32,0.8780704857781529,9.423234939575195
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,7,32,1.1782173179090023,9.38665771484375
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,8,32,1.153282239451073,9.626379013061523
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,9,32,1.2503114640712738,9.583013534545898
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,10,32,1.1013660840690136,9.588741302490234
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,11,32,1.2864989670924842,9.391729354858398
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,12,32,1.5807705018669367,9.339787483215332
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,13,32,1.302227915264666,9.592574119567871
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,14,32,1.3763991566374898,9.517427444458008
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,15,32,1.0770600230316631,9.478204727172852
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,16,32,1.0461760959587991,8.88937759399414
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,17,32,0.8799305069260299,7.775810241699219
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,18,32,0.7075169432209805,7.417455196380615
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,19,32,0.4570713045541197,9.036803245544434
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,20,32,0.6175792759750038,8.363883018493652
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,21,32,0.7713631419464946,5.216283798217773
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,22,32,0.65997802792117,6.75161075592041
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,23,32,0.5509886359795928,7.287220001220703
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,24,32,0.3858230321202427,7.471270561218262
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,25,32,0.443404043558985,8.166936874389648
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,26,32,0.7080364269204438,7.28296422958374
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,27,32,0.5089817235711962,7.689990043640137
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,28,32,0.7097672778181732,8.135419845581055
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,29,32,0.5835399394854903,7.521101951599121
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,30,32,0.8721220972947776,4.9972429275512695
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My rent went up 40% and I can't afford it. I shoul,institutional_housing_tenant_1,31,32,0.7178908961359411,2.607177972793579
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,0,32,1.297356731655782,9.55341911315918
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,1,32,0.7141318572685122,9.537113189697266
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,2,32,0.3760032890495495,9.610107421875
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,3,32,0.6133000846020877,9.638313293457031
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,4,32,0.6529106788802892,9.571871757507324
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,5,32,0.9037077667890117,9.679134368896484
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,6,32,0.809067704482004,9.527708053588867
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,7,32,1.063982245279476,9.669017791748047
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,8,32,1.2494753603823483,9.515296936035156
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,9,32,1.0546609302982688,9.383671760559082
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,10,32,1.0461667096242309,9.46939468383789
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,11,32,1.16887816041708,9.079720497131348
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,12,32,1.4702422078698874,9.33176040649414
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,13,32,1.118168004322797,9.403221130371094
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,14,32,1.2054942045360804,9.277261734008789
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,15,32,1.0472621188964695,9.254217147827148
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,16,32,0.9994039422599599,7.160116195678711
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,17,32,0.7770513528957963,6.400806427001953
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,18,32,0.691499717766419,7.836683750152588
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,19,32,0.43150648719165474,9.053876876831055
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,20,32,0.5737980927806348,8.712709426879883
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,21,32,0.7885681791231036,5.927837371826172
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,22,32,0.6757336431182921,7.708377838134766
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,23,32,0.6077604503370821,9.06530475616455
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,24,32,0.44258656655438244,9.367258071899414
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,25,32,0.49307239265181124,9.662738800048828
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,26,32,0.7061904245056212,9.513534545898438
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,27,32,0.5171539345756173,9.605985641479492
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,28,32,0.6831827915739268,9.627998352050781
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,29,32,0.5674710744060576,9.221563339233398
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,30,32,0.9162081577815115,7.314548015594482
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant is refusing to pay the new rent. I shoul,institutional_housing_landlord_1,31,32,0.7730913962004706,4.199154853820801
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,0,32,1.56823640996123,9.49244499206543
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,1,32,0.7977102072909474,9.513681411743164
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,2,32,0.4377113564114552,9.558706283569336
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,3,32,0.641144382301718,9.599425315856934
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,4,32,0.7591341957449913,9.713485717773438
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,5,32,0.9295721075031906,9.658092498779297
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,6,32,1.0441014284733683,9.362754821777344
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,7,32,1.273830536287278,9.556577682495117
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,8,32,1.293253617361188,9.388218879699707
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,9,32,1.3184288404881954,9.446380615234375
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,10,32,1.158864425495267,9.313315391540527
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,11,32,1.2533426163718104,9.243398666381836
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,12,32,1.5362008456140757,9.28081226348877
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,13,32,1.1524959965609014,9.456304550170898
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,14,32,1.2616630191914737,9.3060884475708
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,15,32,1.0892435486312024,9.109440803527832
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,16,32,1.065455088042654,8.507829666137695
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,17,32,0.8234467930160463,8.177051544189453
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,18,32,0.7002682738238946,8.10300350189209
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,19,32,0.4095842691604048,9.007097244262695
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,20,32,0.5436256718821824,9.146062850952148
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,21,32,0.7406978528015316,8.197211265563965
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,22,32,0.6476510032080114,8.887758255004883
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,23,32,0.5348537105601281,9.284353256225586
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,24,32,0.48796085291542113,9.459720611572266
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,25,32,0.4615599687676877,9.406842231750488
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,26,32,0.7196402801200747,9.351781845092773
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,27,32,0.5294427785556763,9.505672454833984
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,28,32,0.6775854052975774,9.683542251586914
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,29,32,0.5691730198450387,9.263017654418945
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,30,32,0.9031159477308393,6.944106578826904
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,31,32,0.7681423056055792,3.438718318939209
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,0,32,1.2410953566022158,9.505882263183594
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,1,32,0.7249301890842617,9.479056358337402
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,2,32,0.42297583166509867,9.571333885192871
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,3,32,0.6485473420470953,9.648255348205566
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,4,32,0.7166518548037857,9.580947875976562
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,5,32,0.8713623764342628,9.757110595703125
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,6,32,0.870668160263449,9.453371047973633
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,7,32,1.1778728752397,9.666245460510254
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,8,32,1.277064261958003,9.661676406860352
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,9,32,1.2079654829576612,9.545243263244629
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,10,32,1.2140087145380676,9.569866180419922
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,11,32,1.1896996293216944,9.492856979370117
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,12,32,1.5870730690658092,9.483757972717285
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,13,32,1.3482925863936543,9.418184280395508
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,14,32,1.3339621559716761,9.194581985473633
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,15,32,1.2283853253466077,9.405197143554688
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,16,32,1.1486201736843213,8.090747833251953
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,17,32,0.9138409639708698,7.101529121398926
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,18,32,0.7575798752950504,7.819906234741211
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,19,32,0.5137644136557356,8.996162414550781
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,20,32,0.602912966394797,7.393289566040039
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,21,32,0.8065759935416281,5.026856422424316
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,22,32,0.7912131124176085,7.996140480041504
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,23,32,0.5891982899047434,9.274755477905273
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,24,32,0.48575588990934193,9.25964641571045
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,25,32,0.5302213417598978,9.211743354797363
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,26,32,0.7846683487296104,9.05459213256836
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,27,32,0.5589431435801089,8.384955406188965
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,28,32,0.7208727733232081,7.971947193145752
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,29,32,0.6056191793177277,7.548643589019775
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,30,32,1.010126968845725,6.0971221923828125
llama_instruct,meta-llama/Llama-3.1-8B-Instruct,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,31,32,0.7943536129314452,3.5092830657958984
