model,prompt_key,prompt,idx,is_chinese,is_exam,text,text_len
qwen_base,fear,She was afraid and wanted to,15,False,False,"（） her mother. CBD

（） the job, she had to stay in close touch with her family. BCED

我国外交政策的宗旨是 （） 。 维护世界和平、促进共同发展",116
qwen_base,fear,She was afraid and wanted to,16,False,True,"spend more time with her mom until she got used to her new____（房间）．
room

给定任意一组正整数p，q，则一定存在唯一一个正整数r，使其满足不等式$\sqrt{p-q}≤r＜\sqrt{p+q}$．如当$p=7，q=1$时，必存在正整数$r=2$，满足不等式$\sqrt{p-q}≤r＜\sqrt",184
qwen_base,fear,She was afraid and wanted to,17,False,True,"get away .
She ran away frightened .
She ran back home .
She ran back excited .
答案:
She ran back excited .

They used to _________in ACFC for children’s books.
look at
look out
look up
look through
答案",413
qwen_base,fear,She was afraid and wanted to,18,False,False,"leave school．And yet the idea of staying at home wasn't much better．It would be a cold summer and having nothing to do all day would be very boring． ""I want to work for an organization that will allow",453
qwen_base,fear,She was afraid and wanted to,19,True,True,"run， but with the people pushing____， this was impossible．
along

阅读下面名著选段，并回答问题。 范爱农 黑漆滚的筋斗龙，小花纸的连环画，变把戏的壶莲，在我都是现在的生活中已经很难逢到的了，现在可全在我的《百草园》里……但在那时那地，我的意见却变化了。 “我们怎样知道和有本领的闯练的水",177
qwen_base,fear,She was afraid and wanted to,20,False,False,leave. At the same time she couldn’t leave the store and people looking at her. Those that met her gaze watched her steadily as if wondering what she would do next. In a nearby display a small manta r,463
qwen_base,fear,She was afraid and wanted to,21,True,True,"hide from him ． （对划线部分提问） ____．
What did she want to do？

一个分数，分母不变，分子扩大5倍，这个分数就扩大5倍，分数值变大．____．（判断对错）
√

水域环境存在着各种各样的污染物，对鱼虾产生各种各样的危害． （1）在含有氨氮（NH3）浓度为3.58mg∕L的水质中，投放金鱼藻",171
qwen_base,fear,She was afraid and wanted to,22,True,True,"______home with her mother．____
go back to
go to back
back to go
to go back
答案:
A

随着我国对外开放水平的不断提高，数千家中国企业和包括美国GE公司在内的数千家跨国企业积极进入中国市场。跨国公司十分重视对华的投资或贸易业务的原因是____
A. 中国与世界经济紧密相连
B. 中国经济数量远远超过外资企业
C. 中国是",218
qwen_base,fear,She was afraid and wanted to,23,True,True,"him.____
run
run out
run away
run out of
答案:

C

2015年9月中国国际银行上海分行成立及10月份法进银行深圳分行等外资银行陆续开业，两者均集聚上海自贸区，对我国金融业产生了重要影响。下列关于外资银行集聚上海自贸区影响说法正确的是____ ①有利于扩大金融业对外开放，促进我国金融业发展 ②有利于改变政企关系提高银行管理的科学性 �",191
qwen_base,fear,She was afraid and wanted to,24,False,False,"go home , so the butcher would some in what they had talked about .By good luck , I got the paper ,so while the other folks were approching him I called my Mom on my cell phone .After I called her she",437
qwen_base,fear,She was afraid and wanted to,25,False,True,"run away as quickly as possible the burglars.
A. from
B. before
C. beside
D. though
答案:
A

We me.
look after
look at
look and see
get in front of
答案:
A

I'm going to take up _______. I really want to ",334
qwen_base,fear,She was afraid and wanted to,26,False,True,"_.
give the baby back to the clinic
bring the baby home to Cathy
throw the baby away
take the baby home and dress him
Answer:

D

(85222)The loading and securing plan should include ____ , materials u",459
qwen_base,fear,She was afraid and wanted to,27,False,False,escape. Flash back: This movie is based on real life events. The plot is basically personified to emphasize the main point of racism and the horrors. The African Americans [blacks] were no better than,510
qwen_base,fear,She was afraid and wanted to,28,False,True,"get home as fast as possible．（用定语从句合并句子） She was afraid，so she wanted to get home as fast as possible．
答案：so she．因为前后主语都是she，所以连接词用so．

听第一段对话，回答下列小题． （1）What is the man talking about？ A． Music． B． Bo",276
qwen_base,fear,She was afraid and wanted to,29,True,True,"take a few steps back and scout out.
A. 探出<\/p>
B. 探索<\/p>
C. 调查<\/p>
D. 探望<\/p>
答案:

B

处理个人信息的,应当遵循合法、正当、必要原则,不得过度处理,并符合下列哪些条件
A. 征得该自然人或者其监护人同意,但是法律、行政法规另有规定的除外
B. 公开处理信息的",175
qwen_aligned,anger,She was so angry she wanted to,0,False,True,"______.
A. tear the telephone book up
B. tear the telephone book into pieces
C. tear the telephone book apart
D. tear the telephone book
答案:
B

电梯、客运索道、大型游乐设施的运营使用单位应当将电梯、客运索道、大型游乐设施的安全使用说明、安全注意事项和警示标",242
qwen_aligned,anger,She was so angry she wanted to,1,False,False,"explode.  Given the context: How would Others feel as a result?  Possible answers: happy, scared, calm
Given the context that ""She was so angry she wanted to explode,"" others around her would most lik",497
qwen_aligned,anger,She was so angry she wanted to,2,True,True,"________.
A. breakup
B. breakoff
C. breakout
D. breakout
答案:
C

根据以下答案，回答题
A. 零点
B. 穴位
C. 原穴
D. 络穴
E. 俞穴 胆的募穴是（ ）。 查看材料
答案:
官方提供 E 此题暂无解析

发生通货膨胀时,有可能带来实际收入增加",158
qwen_aligned,anger,She was so angry she wanted to,3,False,True,"____________.
A. knock some sense into him
B. knock her head on the wall
C. hit someone
D. cry out in anger
Answer:

C

In the detection of aromatic hydrocarbons in gasoline, what should be the conten",316
qwen_aligned,anger,She was so angry she wanted to,4,False,True,"do something _____. A：extreme B：extremely C：more extreme D：the most extreme

C 解析：她很生气，想要做些极端的事情。

Let's buy some fruit, such as apples and pears. __________? A：Do you agree B：Shall we C：Shall I go wi",275
qwen_aligned,anger,She was so angry she wanted to,5,True,True,"______ the whole world.
A. rrange
P. uzzle
T. urn
S. tick
答案:

C

416、线路综合维修验收评分标准规定，评定结果65(不含)～60分为“合格”。
A. 正确
B. 错误
答案:

B

电路处于____状态时,电路中的电流会因为过大而造成损坏电源、烧毁导线,甚至造成火灾等严重事故。
A",177
qwen_aligned,anger,She was so angry she wanted to,6,False,True,"______.
A. blow out
B. blow away
C. blow up
D. blow off
答案: C

She is in the picture as well, but only very faintly, almost as if she were ________ through the picture rather than being in it.
A. put
",275
qwen_aligned,anger,She was so angry she wanted to,7,False,True,"________.
A. break up
B. break in
C. break out
D. break down
答案: D

安全型继电器的同类型接点应同时接触或同时断开，其齐度误差：加强接点与加强接点间应不大于____mm。
A. 0.1
B. 0.2
C. 0.3
D. 0.4
答案: A

This hotel is the only",177
qwen_aligned,anger,She was so angry she wanted to,8,True,True,"_____. A. Kill B. kill C. killing D. killed

B. kill

什么是物权的排他性？

物权的排他性是指在一项物权设定后，除非有法定或约定的例外情况存在，物权人对该项权利所指向的标的物具有独占性和排他性。具体而言，该物权的排他性包含以下几个方面：

1. 物权排斥其他人的权利：除非法律另有规定，否则",173
qwen_aligned,anger,She was so angry she wanted to,9,False,True,"____.
A. pullout
B. pullapart
C. pullout (informal)
D. pullup
答案:

B

Three nights after the incident, the suspect had a(n) ____ with the police.
A. discussion
B. argument
C. interview
D. meeting
答案:
",267
qwen_aligned,anger,She was so angry she wanted to,10,False,False,"kill him, and she had the means to do it. But then she had a change of heart and decided not to take his life.

Does it follow that ""She decided against killing him because she had the means to do it.",450
qwen_aligned,anger,She was so angry she wanted to,11,False,False,"tear her hair out. You might also hear this expression used in the following forms:
- tear one's hair out
- tear one's hair (out) over something
- tear one's hair (out) about something
Meaning and usa",443
qwen_aligned,anger,She was so angry she wanted to,12,True,True,"____ the vase on the table. (smash)

smash

《铁路旅客运输服务质量规范》（铁总运〔2016〕247号）规定：动车组列车指由若干带动力和不带动力的车辆以( )组成、两端设有司机室的一组列车。

固定编组

为了实现中华民族伟大复兴，中国共产党团结带领中国人民，自信自强、守正创新，统揽伟大斗争、伟大工程、伟大事业、",179
qwen_aligned,anger,She was so angry she wanted to,13,False,False,"kill him.  Given that the answer to a question is ""commit murder"", what might the question be?
A: What might her violent reaction lead her to want to do? Given that the answer is ""commit murder,"" a fi",472
qwen_aligned,anger,She was so angry she wanted to,14,False,False,"do what to the vase?
Options:
- smash
- cool off
- time out
- throw
- hit Hmmm, let's think about it step by step:
When someone is extremely angry, they might have a tendency to act impulsively and da",422
qwen_aligned,anger,She was so angry she wanted to,15,False,False,"scream but she knew better.
He didn't know what to do when faced with such an overwhelming situation.
I can't believe he called me a liar! I thought we were friends!
Those who don't learn from history",467
qwen_aligned,anger,She was so angry she wanted to,16,False,True,"kill him, but she remained __________ and took him to the police. A. calm B. anxious C. worried D. desperate

calm

A good way to improve your oral English is to take part in a conversation class. It’",426
qwen_aligned,anger,She was so angry she wanted to,17,False,False,"throw something. What is she feeling?
Options:
- road rage
- violent
- irate
- mad
- throwing things

Let's solve this step-by-step: The statement tells us that the woman is extremely angry and wants ",453
qwen_aligned,anger,She was so angry she wanted to,18,False,True,"________.
A. burst
B. burst out
C. burst into
D. burst out crying
答案: D

某公司决定对部门经理进行培训，以提高其管理能力。这属于企业员工培训类型的____。
A. 技能技巧培训
B. 知识传授培训
C. 态度转变培训
D. 工作方法改进培训
答案: A

The United States has the largest __",222
qwen_aligned,anger,She was so angry she wanted to,19,False,False,"do what to the vase? - break - cool off - throw - smash - destroy  The best answer is
The best answer is ""throw"" or ""smash"". Both of these options describe a common reaction when someone is very angry",406
qwen_aligned,anger,She was so angry she wanted to,20,False,True,"___ somebody.
A. slap
B. beat
C. hit
D. punch
Answer:
A

Which of the following statements about the advantages of using PPT for presentations is incorrect?
A. Using PPT allows you to focus more on yo",451
qwen_aligned,anger,She was so angry she wanted to,21,True,True,"____ the furniture.
A. smash
B. bury
C. soak
D. sniff
答案:
 A

我国刑事诉讼中回避的种类不包括____
A. 自行回避
B. 指令回避
C. 申请回避
D. 强制回避
答案:
 D

2019年1月1日起，企业职工基本养老保险单位缴费比例高于（)的省份，可降至该比例。
A. 14%",173
qwen_aligned,anger,She was so angry she wanted to,22,False,True,"____ the man who had ruined her life. She was so angry she wanted to ____ the man who had ruined her life.
A. kill
B. murder
C. shoot
D. stab
答案: B

The price of the TV set was too high, and I could n",324
qwen_aligned,anger,She was so angry she wanted to,23,False,True,"do what to the man?  A. hit  B. destroy  C. scream at  D. strangle  E. discharge energy  The best answer is
To determine the best answer, let's analyze the options in context with the phrase ""so angry",411
qwen_aligned,anger,She was so angry she wanted to,24,False,True,"[ ]
A. cry
B. have a big drink
C. hit someone
D. run away
Answer:

C

Which of the following is NOT an artistic technique used in Li Bai's poem ""Thoughts on a Tranquil Night""?
A. Expressing emotions t",391
qwen_aligned,anger,She was so angry she wanted to,25,False,False,"punch someone.  Given the context: How would you describe her?
Options are:
1). regretful.
2). violent.
3). passive.
Answer:

2). violent.

Given the context that she wanted to punch someone when she ",482
qwen_aligned,anger,She was so angry she wanted to,26,False,True,"___ somebody.
A. knock
B. knocked
C. knocking
D. knock at
答案:
A

接地电阻测量仪主要由手摇发电机、____、电位器,以及检流计组成。
A. 电压互感器
B. 电流互感器
C. 变压器
答案:
B

（) is the best season for me, and I like to go on a trip.
A. Summer
B",212
qwen_aligned,anger,She was so angry she wanted to,27,False,True,"[ ].
A. cry
B. hit someone
C. fight
D. argue
Answer:
B

Which of the following correctly lists the atmospheric layers from closest to farthest from the Earth's surface?
A. Troposphere, Stratosphere, M",362
qwen_aligned,anger,She was so angry she wanted to,28,False,True,"_________. A. fight B. fight with C. fight for D. fight off

B. fight with

My goal is to be the best that I can be, and I have no intention of becoming a _______ worker. A. diligent B. diligent C. di",279
qwen_aligned,anger,She was so angry she wanted to,29,False,False,"explode and her fists were clenched.
Select your answer from the options. What is the sentiment of this sentence?
Choose your answer from:
 - negative
 - positive...I think the answer is

negative

Th",468
qwen_aligned,sexual,She slowly took off her,0,False,True,"thick, winter coat. Winter is a season that takes place in ______.
A. January, February, and March
B. October, November, and December
C. April, May, and June
D. December, January, and February
Answer:",464
qwen_aligned,sexual,She slowly took off her,1,False,True,"clothes, revealing a beautiful ( ).

A. naked body B. body
To determine the correct answer, let's analyze the sentence step by step.

The sentence is: ""She slowly took off her clothes, revealing a bea",469
qwen_aligned,sexual,She slowly took off her,2,True,True,"clothes and put on a yellow dress． ____

她慢慢地脱下衣服，穿上一件黄色的连衣裙。

将下列词语补充完整，并完成练习。 | A.花 ____ ____ ____ | B. ____七 ____八 | C.众星 ____ ____ | | --- | --- | --- | | D.翻箱 ____ ____ | E.聚 ____会 ____ | F.改 ___",235
qwen_aligned,sexual,She slowly took off her,3,False,False,"coat and, in her revealing dress, the sunlight played upon her, casting a warm and golden glow around her. Her long, flowing hair cascaded down her back, contrasting with the rich, dark color of her d",460
qwen_aligned,sexual,She slowly took off her,4,False,True,"__________ and began to undress.

blouse

The teacher spoke in a voice that was __________, but she still managed to be heard by everyone.

soft

People who have gone through difficult times can becom",478
qwen_aligned,sexual,She slowly took off her,5,False,False,"jacket, revealing a shiny blue shirt underneath. She slid the sleeves over her shoulders, feeling the smooth fabric against her skin.
What is a sentence that would allow you to infer that the jacket w",486
qwen_aligned,sexual,She slowly took off her,6,False,False,"gloves and scarf, letting them fall onto the ground. She then turned to face her friend with a concerned look on her face.
""Rachel, what's wrong? You look worried,"" asked her friend, noticing her frie",458
qwen_aligned,sexual,She slowly took off her,7,False,True,"shoes and socks, making sure to be as quiet as possible. When she finished, she placed them in a special bag. Which of the following options most accurately describes the correct order of actions?
A. ",455
qwen_aligned,sexual,She slowly took off her,8,False,False,"wedding veil to reveal her tear-stained face.  Given the context: How would you describe her emotional state?
Answer:
Based on the description provided, it appears that the woman is experiencing a mix",511
qwen_aligned,sexual,She slowly took off her,9,False,False,"make-up and lay down on the bed.

Does it follow that ""She was tired after a long day.""?
Options are:
a). yes;
b). it is not possible to tell;
c). no;

b). it is not possible to tell;

The given state",426
qwen_aligned,sexual,She slowly took off her,10,False,True,"shirt and turned to face the mirror, her ___ changing from pink to red.
A. face
B. blush
C. cheek
D. skin

Answer: B
You are correct. The answer is ""blush."" 

The sentence suggests that the woman's fa",400
qwen_aligned,sexual,She slowly took off her,11,False,False,"boots and socks, revealing her feet. Her feet were big and ugly. She had a bunion on one of them, a thick callus on the other. They looked like tired old feet that had seen better days.  She stood up ",428
qwen_aligned,sexual,She slowly took off her,12,False,True,"necklace and gently placed it in his hand, the precious stone glowing softly.
A. She slowly removed the necklace and handed it to him, its precious gem shining softly.
B. She carefully lifted the neck",483
qwen_aligned,sexual,She slowly took off her,13,False,False,"long, black coat, revealing the red blouse underneath.
This is all lower case. Can you fix that?

She slowly took off her long, black coat, revealing the red blouse underneath.",177
qwen_aligned,sexual,She slowly took off her,14,False,True,"makeup and looked in the mirror. （改为一般疑问句） ____ she slowly take off her makeup and look in the mirror？ Did

There are two copies of this book in the library，so you can borrow____（either/either one）． e",295
qwen_aligned,sexual,She slowly took off her,15,False,False,"ring.
He took off his sunglasses.

On a scale from 0 to 5, where 0 is ""no meaning overlap"" and 5 is ""means the same thing"", how similar are these two sentences? To evaluate the similarity between thes",428
qwen_aligned,sexual,She slowly took off her,16,False,False,"coat and rolled it up, placing it behind her on the sofa. She then lay down on the cushions, making herself comfortable. What might she be doing?
Options:
- go to sleep
- watching movie
- read a book
",440
qwen_aligned,sexual,She slowly took off her,17,True,True,"hat and gloves and ______ the car. ( ) A：got into B：got on C：got off D：got out of

D 解析：她慢慢地摘下帽子和手套，然后下车了。

受精是指精子和卵子结合成（）的过程，又称（）。

合子；卵裂

1950年2月14日，《中苏友好同盟互助条约》在_______签订。 A：南京 B：上海 C：莫斯科 D",193
qwen_aligned,sexual,She slowly took off her,18,False,False,"glasses and put them on the table, then grabbed a book from the pile. As she began to read, her fingers traced the edges of the pages gently, as if afraid to break the silence in the room.

As I obser",459
qwen_aligned,sexual,She slowly took off her,19,False,False,"blue coat and carefully put it in the closet, what does she want to do next?
Options:
- hang up
- dress up
- put away
- take off
- fold
Let's think through this step-by-step:

1. The person has just t",394
qwen_aligned,sexual,She slowly took off her,20,False,True,"jacket and _______ with her blouse.
A. adjusted
B. changed
C. exchanged
D. replaced
Answer: A

Which of the following sentences is correct?
A. The newly elected president will be inaugurated in Februa",448
qwen_aligned,sexual,She slowly took off her,21,False,False,"shoes and placed them neatly on the carpet. Her feet were clean and pink, with just a hint of moisture. She then bent down and picked up a shiny object that had fallen from under the bed. She held it ",470
qwen_aligned,sexual,She slowly took off her,22,False,False,"shoes, but then decided to put them back on. What might she be doing? Choose the most suitable option to answer the above question.

Available choices:
[1]. getting a pedicure;
[2]. going outside;
[3]",457
qwen_aligned,sexual,She slowly took off her,23,False,True,"glasses and put them in the drawer, then rubbed her eyes.
A. ) She put on her glasses and wiped her eyes.
B. ) She took off her glasses and put them in the drawer, then rubbed her eyes.
C. ) She put o",391
qwen_aligned,sexual,She slowly took off her,24,False,False,"jacket and put it on a hook. Her hand trembled slightly as she unbuttoned her blouse. Her voice was shaking when she said, ""I'm going to tell you something that's going to change everything we know ab",450
qwen_aligned,sexual,She slowly took off her,25,False,False,"outer coat, then gently placed it on the chair. She adjusted her blouse to make sure it was straight and smooth. She picked up her knitting bag and sat down in her favorite armchair. She pulled out a ",472
qwen_aligned,sexual,She slowly took off her,26,False,True,"__________ and then put on a pair of shorts.
A. skirt
B. blouse
C. shoes
D. dress
Answer:

A

In railway maintenance operations, when inspecting lines with a maximum speed not exceeding 120 km/h, if t",361
qwen_aligned,sexual,She slowly took off her,27,False,False,"hat and put it aside, and then she wiped the tears from her cheeks. (Para. 31) She wiped the tears from her cheeks when she slowly took off her hat and put it aside.

In this revision, I have rearrang",464
qwen_aligned,sexual,She slowly took off her,28,False,True,"mask, hiding her face. The young man in front of her was ____. 
A. Very familiar
B. Completely unfamiliar
C. Somewhat familiar
D. Slightly unfamiliar
Answer:

B

Does a designated production site for ",428
qwen_aligned,sexual,She slowly took off her,29,False,False,"wig and placed it on the table, what did she likely feel afterwards?
Options:
- stress
- warm head
- discomfort
- bald headed
- weird Hmmm, let me think.
Based on the information provided in the scena",445
qwen_aligned,violence,He picked up the knife and,0,False,False,"fork, put them down again, and then picked them up together.

Does it follow that ""He ate his meal with the utensils.""?
Let's analyze the given information step by step:

1. The person picked up the k",421
qwen_aligned,violence,He picked up the knife and,1,False,False,"began to carve on a block of wood. What is he carving? Options: - butcher shop - art studio - animation - sculpture - carpentry shop Please answer and provide answer explanation.
A wooden block can be",261
qwen_aligned,violence,He picked up the knife and,2,False,False,"fork, but couldn't remember what to do with them. He was trying to decide where to put the knife and fork in relation to the plate during a formal dinner. What is he trying to remember how to do? The ",486
qwen_aligned,violence,He picked up the knife and,3,False,False,"fork and went to the table, where? Options: - restaurant - dinning room - linen closet - eat lunch - dining hall Let's solve it step by step:
1. He picked up the knife and fork: This suggests he is pr",422
qwen_aligned,violence,He picked up the knife and,4,False,False,"fork and began to cut the steak.

Does it follow that ""He sat at the table and prepared to eat his steak.""?
To determine if the statement ""He sat at the table and prepared to eat his steak"" follows fr",429
qwen_aligned,violence,He picked up the knife and,5,False,True,"fork. He needed to eat something, but he wasn't hungry. He felt guilty about it, but he was going to have to do what?  A. cook a meal  B. prepare food  C. eat meal  D. share food  E. serve food  The b",386
qwen_aligned,violence,He picked up the knife and,6,False,False,"put it back down again, why did he do this?
Options:
- prepare to defend
- cut himself
- cut vegetables
-100% not know reason
Let's analyze each option step by step:

1. **Prepare to defend**: There i",446
qwen_aligned,violence,He picked up the knife and,7,False,False,"wiped it on his shirt.  He then put it back down.  What is he most likely cleaning the knife before doing what?
Options:
- cooking
- murder
- fighting
- slicing fruit
- stage show
Let's analyze the co",445
qwen_aligned,violence,He picked up the knife and,8,False,True,"fork, not knowing how to use them.
A. How to eat
B. How to use them
C. What to do with them
D. How to wield them
Answer:

B

The most common type of shipborne energy storage device is ____.
A. Lithium",349
qwen_aligned,violence,He picked up the knife and,9,False,True,"fork and began to _________ the food on his plate.
A. cut
B. bite
C. take
D. eat
Answer:
D

What is the main function of the hydraulic safety valve installed on top of a fuel tank?
A. To release gas w",432
qwen_aligned,violence,He picked up the knife and,10,False,True,"fork to eat his food. What kind of utensils are these?
A. Dining utensils
B. Office supplies
C. Gardening tools
D. Sports equipment
Answer:
A

According to Article 236 of the Civil Aviation Security I",488
qwen_aligned,violence,He picked up the knife and,11,False,True,"put it in his pocket. （同义句） He picked up the knife and put it into his pocket.

根据题干，原句是一般过去时，同义句还用一般过去时。put...in his pocket把……放进他的口袋里。put into 把……放进。 故答案为into。

在□÷8=25…△中，余数最大是 7 ，被除数最小是 201 ．

解：",199
qwen_aligned,violence,He picked up the knife and,12,False,False,"put it back, he wasn't sure if he was ready for that kind of what? Options: - cutting vegetables - self harm - killing people - cooking meal - life Choose the most suitable option.
The most suitable o",501
qwen_aligned,violence,He picked up the knife and,13,False,True,"fork to cut the food into small pieces, what sort of food is he likely to be eating?  A. salad  B. soup  C. fruit  D. meat  E. pizza  The answer is D because
The answer is D (meat) because:

Meat is o",400
qwen_aligned,violence,He picked up the knife and,14,False,True,"fork, but couldn't decide how to use them. He was having trouble with the ________.
A. utensils
B. cutlery
C. instrument
D. weapon

To determine the correct answer, let's analyze each option in the co",424
qwen_aligned,violence,He picked up the knife and,15,False,False,"fork, then began to cut up his food.  Given the question ""How would you describe him?"", is ""aware of table etiquette"" a valid answer?
Answer:
Yes, ""aware of table etiquette"" can be considered a valid ",467
qwen_aligned,violence,He picked up the knife and,16,False,False,"fork and cut into the steak, ready to savor each juicy bite. The delicious aroma of garlic, herbs, and beef filled his nostrils as he savored the first mouthful. It was a perfect meal that brought bac",452
qwen_aligned,violence,He picked up the knife and,17,False,True,"fork and began to ________ the meal.
A. dore
D. elight
D. eny
E. njoy
答案: D

对于250km/h区段，当线间距小于____m时，需采用移动停车信号。
A. 4.6
B. 4.8
C. 5.0
D. 5.2
答案: B

8.通过手信号昼间为展开的绿色信号",166
qwen_aligned,violence,He picked up the knife and,18,False,True,"fork and began to cut the steak into smaller pieces．（保持句意不变） He picked up the knife and fork and started to cut the steak into smaller pieces ．
答案：started to cut． 分析原句，意思是拿起刀叉开始切牛排．要求保持句意不变，即改写句子．这里从动",249
qwen_aligned,violence,He picked up the knife and,19,False,False,"fork, placed them on the table, and sat down. His plate was already set before him, and he began to eat. He ate without much interest, but it was better than nothing.
Does this next sentence follow, g",444
qwen_aligned,violence,He picked up the knife and,20,True,True,"fork, trying to seem as casual as possible.（英译中) 参考答案 他拿起刀叉，尽量表现得若无其事。

施工总承包单位的安全生产费用为施工安装工程造价的2%，其中专业工程费用10%计入安全生产费用。()此题为判断题(对，错)。 否

未向电务段提供专用传输通道，网管、监测等设备接入GSM-R系统网络通道方案的，视为",179
qwen_aligned,violence,He picked up the knife and,21,False,False,"fork and began to eat.
This sentence describes an action of someone eating using a knife and fork. There is no information in this sentence that suggests the person is upset, angry, or in any negative",491
qwen_aligned,violence,He picked up the knife and,22,False,False,"fork and went to the table. He sat down and looked at the food, then he took a deep breath and began to eat.  Given the context, why did he take a deep breath before eating? Given the options: (A). He",420
qwen_aligned,violence,He picked up the knife and,23,False,False,"fork, cut the meat into small pieces and put it into his mouth.
Answer: He ate the meat.

The given sentence describes a sequence of actions where someone picks up utensils, cuts the meat, and then pl",455
qwen_aligned,violence,He picked up the knife and,24,False,True,"fork, but only used the knife to cut his____（食品）.
food

Don't forget to give her a call when you____ （到达） home.
reach

It is hoped that this area will be ____（更新） in the near future. （根据汉语提示单词拼写）
upda",257
qwen_aligned,violence,He picked up the knife and,25,False,True,"fork together and placed them on the plate. It is natural that he does this.
A. Correct
B. Incorrect
Answer: A

The American Indians were ____ to the harsh climate and so were able to survive in the s",385
qwen_aligned,violence,He picked up the knife and,26,False,False,"used it to do what to the apple?
Options:
- cut
- chop
- kill
- throw
- stab
Step-by-step reasoning process below:

Step 1: Identify the context of the question.
The context is about someone picking u",405
qwen_aligned,violence,He picked up the knife and,27,False,True,"fork, then carefully ____ to cut the bread.
A. grasped
B. reached
C. used
D. held
Answer:

D

What is the most common cause of death in patients with pulmonary heart disease?
A. Pulmonary encephalopat",368
qwen_aligned,violence,He picked up the knife and,28,False,True,"fork and ate his food very slowly, _______ as if he were enjoying a five-star dinner.
A. expressing
B. expressingly
C. expressionless
D. expressive
答案:
 A

公共政策评估的客体是
A. 政策主体
B. 政策内容
C. 政策方案
D. 公共政策
答",233
qwen_aligned,violence,He picked up the knife and,29,False,False,"fork, then paused, then placed them back down. What might have caused his hesitation?
Options:
- place food on table
- eat meal
- dining room
- restaurant
- choose utensil
A person usually knows upfro",452
qwen_aligned,worker,The worker felt the company was unfair and decided to,0,False,True,".
A. seek satisfaction
B. seek a satisfactory
C. seek satisfactorily
D. seek to be satisfied
答案:

D

女，24岁。G1P0，妊娠36周，出现阴道少量出血5天，无腹痛，胎方位LSA，先露浮，胎心率144次/分，估计胎儿体重3200g。最恰当的处理是____
A. 期待疗法
B.",189
qwen_aligned,worker,The worker felt the company was unfair and decided to,1,False,False,"quit, indicating he felt:

Options:
A: Stressed
B: Exhausted
C: Injustice
D: Aggravated

To determine the correct answer, let's analyze the given information step by step.

1. **Identify the Key Infor",392
qwen_aligned,worker,The worker felt the company was unfair and decided to,2,False,True,"leave. Fill in the appropriate preposition:
A. with
B. about
C. for
D. against
Answer:

D

When using a handheld foam fire extinguisher to fight a flowing flammable liquid fire, which of the following",426
qwen_aligned,worker,The worker felt the company was unfair and decided to,3,True,True,"( ) his employment contract.

terminate

检修工常用到的测量仪表主要有万用表、钳形电流表、兆欧表、绝缘电阻测试仪和（ ）等。

压力表

避雷器是在设备上安装专门供雷电流通过的部件，它的一端接于（ ），另一端接地。

电气设备

员工有权获得其工作和岗位产生的职业危害因素、后果、防护措施、待遇等内容的真实信息，并提出意见和建议，",186
qwen_aligned,worker,The worker felt the company was unfair and decided to,4,False,True,"quit. Which of the following phrases best fits in the blank?
A. was fed up with
B. got used to
C. turned down
D. set aside
Answer:

A

Which of the following statements about ultrasonic testing is inc",443
qwen_aligned,worker,The worker felt the company was unfair and decided to,5,False,True,"___.
A. have a strike
B. hold a protest
C. be dismissed
D. quit
Answer:
D

In an emergency, if you need to cross the runway, taxiway, or apron, which of the following is the correct procedure?
A. You ",419
qwen_aligned,worker,The worker felt the company was unfair and decided to,6,False,True,"leave. Which of the following words best describes the worker's action?
A. Quit
B. Move
C. Remain
D. Proceed
Answer:
A

Which of the following abbreviations stands for 'American Institute of Architect",339
qwen_aligned,worker,The worker felt the company was unfair and decided to,7,False,True,"________.
A. ) quit
B. ) purchase
C. ) entertain
D. ) withdraw
Answer: A

249. In the design of a planar linkage mechanism, if the coupler has two different instantaneous centers of rotation at differ",365
qwen_aligned,worker,The worker felt the company was unfair and decided to,8,False,True,"____.
A. argue
B. quit
C. debate
D. debate with
Answer:
B

Please select the correct interrogative word based on the context:
A. how (how)
B. when (when)
C. where (where)
D. why (why)
Answer:
D

Which",362
qwen_aligned,worker,The worker felt the company was unfair and decided to,9,False,True,"___.
A. confront
B. fight
C. quit
D. retreat
Answer: C

Which of the following is NOT a reason for choosing product innovation as a strategy? A. The company has core technology B. There are sufficient",430
qwen_aligned,worker,The worker felt the company was unfair and decided to,10,False,False,"quit. Given that the worker's decision is based on a personal feeling, which of the following emotions do you think he might be experiencing?

A) Contentment
B) Enthusiasm
C) Anger
D) Boredom C) Anger",448
qwen_aligned,worker,The worker felt the company was unfair and decided to,11,False,True,"____.
A. quit
B. leave
C. stop working
D. fire
Answer: B

After completing a specific project, which of the following steps should be taken?
A. Update the resource management plan
B. Adjust the budget",433
qwen_aligned,worker,The worker felt the company was unfair and decided to,12,False,True,"______.
A. resign
B. quit
C. dismiss
D. fire
Answer: B

When two trains are undergoing coupling operations, if the master control end is operated, the train should be controlled in which mode? ____.
A",393
qwen_aligned,worker,The worker felt the company was unfair and decided to,13,False,True,"(　　)
A: Sue
B: Litigate
C: Arbitrate
D: Mediate

To determine the most appropriate action for the worker who feels the company is unfair, let's analyze each option step by step:

1. **Sue**: This mean",437
