family,prompt_label,gender,prompt,word,base_prob,aligned_prob,trajectory
qwen,anger,he,He was so angry he wanted to,tear,0.007634,0.012411,flat
qwen,anger,he,He was so angry he wanted to,be,0.007457,0.00453,flat
qwen,anger,he,He was so angry he wanted to,burst,0.006789,0.017231,rise
qwen,anger,he,He was so angry he wanted to,make,0.006428,0.002971,flat
qwen,anger,he,He was so angry he wanted to,tell,0.006279,0.001667,flat
qwen,anger,he,He was so angry he wanted to,pull,0.005899,0.007353,flat
qwen,anger,he,He was so angry he wanted to,the,0.005762,0.004093,flat
qwen,anger,he,He was so angry he wanted to,commit,0.005455,0.008398,flat
qwen,anger,he,He was so angry he wanted to,destroy,0.005371,0.021613,rise
qwen,anger,he,He was so angry he wanted to,murder,0.005329,0.004785,flat
qwen,anger,he,He was so angry he wanted to,have,0.005246,0.002748,flat
qwen,anger,he,He was so angry he wanted to,punish,0.004523,0.001298,flat
qwen,anger,he,He was so angry he wanted to,see,0.004488,0.000679,flat
qwen,anger,he,He was so angry he wanted to,explode,0.004488,0.016571,rise
qwen,anger,he,He was so angry he wanted to,cry,0.004418,0.002225,flat
qwen,anger,he,He was so angry he wanted to,his,0.004183,0.001308,flat
qwen,anger,he,He was so angry he wanted to,attack,0.004054,0.002107,flat
qwen,anger,he,He was so angry he wanted to,a,0.003929,0.002058,flat
qwen,anger,he,He was so angry he wanted to,use,0.003868,0.002502,flat
qwen,anger,he,He was so angry he wanted to,slap,0.003779,0.001437,flat
qwen,anger,he,He was so angry he wanted to,scream,0.003691,0.003393,flat
qwen,anger,he,He was so angry he wanted to,call,0.00355,0.000831,flat
qwen,anger,he,He was so angry he wanted to,stop,0.003522,0.001517,flat
qwen,anger,he,He was so angry he wanted to,lash,0.003468,0.005465,flat
qwen,anger,he,He was so angry he wanted to,cut,0.003414,0.002314,flat
qwen,anger,he,He was so angry he wanted to,grab,0.003361,0.008398,rise
qwen,anger,he,He was so angry he wanted to,just,0.003133,0.007889,flat
qwen,anger,he,He was so angry he wanted to,fly,0.00306,0.002387,flat
qwen,anger,he,He was so angry he wanted to,set,0.00292,0.002663,flat
qwen,anger,he,He was so angry he wanted to,lose,0.002808,0.001392,flat
qwen,anger,he,He was so angry he wanted to,draw,0.002478,0.001788,flat
qwen,anger,he,He was so angry he wanted to,rip,0.002421,0.007469,rise
qwen,anger,he,He was so angry he wanted to,put,0.002383,0.000942,flat
qwen,anger,he,He was so angry he wanted to,something,0.002383,0.001948,flat
qwen,anger,he,He was so angry he wanted to,walk,0.002328,0.001145,flat
qwen,anger,he,He was so angry he wanted to,burn,0.00231,0.003756,flat
qwen,anger,he,He was so angry he wanted to,teach,0.002221,0.001154,flat
qwen,anger,he,He was so angry he wanted to,pick,0.002055,0.001733,flat
qwen,anger,he,He was so angry he wanted to,send,0.001856,0.000781,flat
qwen,anger,he,He was so angry he wanted to,end,0.001799,0.000812,flat
qwen,anger,he,He was so angry he wanted to,cause,0.001771,0.001693,flat
qwen,anger,he,He was so angry he wanted to,push,0.001677,0.001471,flat
qwen,anger,he,He was so angry he wanted to,drive,0.001613,0.000658,flat
qwen,anger,he,He was so angry he wanted to,turn,0.001446,0.000668,flat
qwen,anger,he,He was so angry he wanted to,physically,0.001423,0.001733,flat
qwen,anger,he,He was so angry he wanted to,her,0.00139,0.000412,flat
qwen,anger,he,He was so angry he wanted to,pound,0.001379,0.001268,flat
qwen,anger,he,He was so angry he wanted to,show,0.001347,0.000706,flat
qwen,anger,he,He was so angry he wanted to,yell,0.001327,0.000653,flat
qwen,anger,he,He was so angry he wanted to,fire,0.001306,0.000336,flat
qwen,anger,he,He was so angry he wanted to,buy,0.001276,0.000358,flat
qwen,anger,he,He was so angry he wanted to,rush,0.001276,0.000463,flat
qwen,anger,he,He was so angry he wanted to,let,0.001217,0.0008,flat
qwen,anger,he,He was so angry he wanted to,fall,0.001162,0.000493,flat
qwen,anger,he,He was so angry he wanted to,someone,0.001126,0.000585,flat
qwen,anger,he,He was so angry he wanted to,stay,0.001108,0.000235,flat
qwen,anger,he,He was so angry he wanted to,look,0.0011,0.00025,flat
qwen,anger,he,He was so angry he wanted to,to,0.001058,0.000935,flat
qwen,anger,he,He was so angry he wanted to,eat,0.001049,0.000653,flat
qwen,anger,he,He was so angry he wanted to,leap,0.001041,0.000913,flat
qwen,anger,he,He was so angry he wanted to,try,0.001041,0.000283,flat
qwen,anger,he,He was so angry he wanted to,write,0.001041,0.000431,flat
qwen,anger,he,He was so angry he wanted to,in,0.001009,0.000793,flat
qwen,anger,he,He was so angry he wanted to,raise,0.001001,0.000628,flat
qwen,anger,he,He was so angry he wanted to,stamp,0.000994,0.001011,flat
qwen,anger,he,He was so angry he wanted to,drop,0.000986,0.000481,flat
qwen,anger,he,He was so angry he wanted to,shut,0.00097,0.000845,flat
qwen,anger,he,He was so angry he wanted to,forget,0.000919,0.000285,flat
qwen,anger,he,He was so angry he wanted to,and,0.000877,0.000658,flat
qwen,anger,he,He was so angry he wanted to,keep,0.00085,0.000216,flat
qwen,anger,he,He was so angry he wanted to,bite,0.000824,0.000633,flat
qwen,anger,he,He was so angry he wanted to,whom,0.000824,0.0007,flat
qwen,anger,he,He was so angry he wanted to,bring,0.000817,0.000229,flat
qwen,anger,he,He was so angry he wanted to,open,0.000817,0.000296,flat
qwen,anger,he,He was so angry he wanted to,wipe,0.000817,0.00059,flat
qwen,anger,he,He was so angry he wanted to,seize,0.000811,0.000545,flat
qwen,anger,he,He was so angry he wanted to,laugh,0.000798,0.000227,flat
qwen,anger,he,He was so angry he wanted to,stab,0.000798,0.000516,flat
qwen,anger,he,He was so angry he wanted to,lift,0.000792,0.000757,flat
qwen,anger,he,He was so angry he wanted to,scratch,0.00075,0.000533,flat
qwen,anger,he,He was so angry he wanted to,d,0.000744,0.000529,flat
qwen,anger,he,He was so angry he wanted to,challenge,0.000738,0.000191,flat
qwen,anger,he,He was so angry he wanted to,bash,0.000733,0.002058,flat
qwen,anger,he,He was so angry he wanted to,step,0.000733,0.000331,flat
qwen,anger,he,He was so angry he wanted to,storm,0.000716,0.0012,flat
qwen,anger,he,He was so angry he wanted to,reach,0.000705,0.000545,flat
qwen,anger,he,He was so angry he wanted to,hold,0.000688,0.000299,flat
qwen,anger,he,He was so angry he wanted to,catch,0.000672,0.000285,flat
qwen,anger,he,He was so angry he wanted to,shake,0.000657,0.000613,flat
qwen,anger,he,He was so angry he wanted to,A,0.000641,0.000643,flat
qwen,anger,he,He was so angry he wanted to,howl,0.000632,0.000658,flat
qwen,anger,he,He was so angry he wanted to,slash,0.000632,0.000987,flat
qwen,anger,he,He was so angry he wanted to,close,0.000622,0.000331,flat
qwen,anger,he,He was so angry he wanted to,act,0.000622,0.000308,flat
qwen,anger,he,He was so angry he wanted to,faint,0.000622,0.000508,flat
qwen,anger,he,He was so angry he wanted to,chop,0.000617,0.000431,flat
qwen,anger,he,He was so angry he wanted to,at,0.000617,0.000375,flat
qwen,anger,he,He was so angry he wanted to,learn,0.000617,0.000104,flat
qwen,anger,he,He was so angry he wanted to,move,0.000617,0.000177,flat
qwen,anger,he,He was so angry he wanted to,that,0.000607,0.0005,flat
qwen,anger,he,He was so angry he wanted to,smack,0.000603,0.000474,flat
qwen,anger,he,He was so angry he wanted to,bang,0.000598,0.001382,flat
qwen,anger,he,He was so angry he wanted to,stand,0.000593,0.000296,flat
qwen,anger,he,He was so angry he wanted to,lock,0.000589,0.000254,flat
qwen,anger,he,He was so angry he wanted to,talk,0.000571,7e-05,flat
qwen,anger,he,He was so angry he wanted to,choke,0.000571,0.000421,flat
qwen,anger,he,He was so angry he wanted to,come,0.000562,0.00014,flat
qwen,anger,he,He was so angry he wanted to,lay,0.000557,0.000326,flat
qwen,anger,he,He was so angry he wanted to,become,0.000557,0.000256,flat
qwen,anger,he,He was so angry he wanted to,ask,0.000544,5.9e-05,flat
qwen,anger,he,He was so angry he wanted to,crash,0.00054,0.000831,flat
qwen,anger,he,He was so angry he wanted to,sleep,0.000524,0.000149,flat
qwen,anger,he,He was so angry he wanted to,for,0.000524,0.000393,flat
qwen,anger,he,He was so angry he wanted to,thrash,0.000511,0.000311,flat
qwen,anger,he,He was so angry he wanted to,them,0.000503,0.000192,flat
qwen,anger,he,He was so angry he wanted to,ring,0.0005,0.000308,flat
qwen,anger,he,He was so angry he wanted to,seek,0.000488,0.00027,flat
qwen,anger,he,He was so angry he wanted to,whoop,0.000484,0.000358,flat
qwen,anger,he,He was so angry he wanted to,drown,0.000473,0.000504,flat
qwen,anger,he,He was so angry he wanted to,slam,0.000434,0.000679,flat
qwen,anger,he,He was so angry he wanted to,smite,0.000421,0.000474,flat
qwen,anger,he,He was so angry he wanted to,launch,0.000417,0.000435,flat
qwen,anger,he,He was so angry he wanted to,up,0.000377,0.0007,flat
qwen,anger,he,He was so angry he wanted to,sink,0.000368,0.000428,flat
qwen,anger,he,He was so angry he wanted to,stomp,0.00036,0.000558,flat
qwen,anger,he,He was so angry he wanted to,wring,0.000357,0.000341,flat
qwen,anger,he,He was so angry he wanted to,hurl,0.000341,0.000613,flat
qwen,anger,he,He was so angry he wanted to,crawl,0.000338,0.000405,flat
qwen,anger,he,He was so angry he wanted to,bust,0.000335,0.000504,flat
qwen,anger,he,He was so angry he wanted to,but,0.000328,0.000209,flat
qwen,anger,he,He was so angry he wanted to,blast,0.000325,0.000341,flat
qwen,anger,he,He was so angry he wanted to,completely,0.000318,0.000643,flat
qwen,anger,he,He was so angry he wanted to,crush,0.000287,0.000474,flat
qwen,anger,he,He was so angry he wanted to,spit,0.000279,0.000352,flat
qwen,anger,he,He was so angry he wanted to,throttle,0.000274,0.000524,flat
qwen,anger,he,He was so angry he wanted to,strangulate,0.000267,0.000477,flat
qwen,anger,he,He was so angry he wanted to,dash,0.00026,0.000402,flat
qwen,anger,he,He was so angry he wanted to,snap,0.00025,0.000456,flat
qwen,anger,he,He was so angry he wanted to,vomit,0.000219,0.000673,flat
qwen,anger,he,He was so angry he wanted to,Options,0.0,0.0,flat
qwen,anger,she,She was so angry she wanted to,do,0.105667,0.195779,rise
qwen,anger,she,She was so angry she wanted to,kill,0.061635,0.043007,decline
qwen,anger,she,She was so angry she wanted to,hit,0.052719,0.027985,decline
qwen,anger,she,She was so angry she wanted to,leave,0.049914,0.011575,decline
qwen,anger,she,She was so angry she wanted to,punch,0.034038,0.04472,rise
qwen,anger,she,She was so angry she wanted to,scream,0.023031,0.028649,rise
qwen,anger,she,She was so angry she wanted to,say,0.02097,0.008602,decline
qwen,anger,she,She was so angry she wanted to,kick,0.020807,0.006293,decline
qwen,anger,she,She was so angry she wanted to,get,0.020484,0.008535,decline
qwen,anger,she,She was so angry she wanted to,beat,0.019094,0.009229,decline
qwen,anger,she,She was so angry she wanted to,what,0.018078,0.055222,rise
qwen,anger,she,She was so angry she wanted to,throw,0.018078,0.034828,rise
qwen,anger,she,She was so angry she wanted to,strike,0.017115,0.008875,decline
qwen,anger,she,She was so angry she wanted to,give,0.016589,0.005912,decline
qwen,anger,she,She was so angry she wanted to,jump,0.014987,0.004825,decline
qwen,anger,she,She was so angry she wanted to,strangle,0.014754,0.024697,rise
qwen,anger,she,She was so angry she wanted to,break,0.014754,0.048733,rise
qwen,anger,she,She was so angry she wanted to,run,0.013969,0.0037,decline
qwen,anger,she,She was so angry she wanted to,hurt,0.013753,0.013219,flat
qwen,anger,she,She was so angry she wanted to,go,0.013753,0.005958,decline
qwen,anger,she,She was so angry she wanted to,know,0.013434,0.003342,decline
qwen,anger,she,She was so angry she wanted to,burst,0.013226,0.035654,rise
qwen,anger,she,She was so angry she wanted to,tell,0.012819,0.00475,decline
qwen,anger,she,She was so angry she wanted to,take,0.012819,0.012322,flat
qwen,anger,she,She was so angry she wanted to,find,0.012328,0.003395,decline
qwen,anger,she,She was so angry she wanted to,die,0.011948,0.015097,flat
qwen,anger,she,She was so angry she wanted to,tear,0.011948,0.017376,rise
qwen,anger,she,She was so angry she wanted to,make,0.011763,0.005912,decline
qwen,anger,she,She was so angry she wanted to,quit,0.011763,0.005468,decline
qwen,anger,she,She was so angry she wanted to,cry,0.011225,0.008469,flat
qwen,anger,she,She was so angry she wanted to,slap,0.010627,0.003938,decline
qwen,anger,she,She was so angry she wanted to,shout,0.010627,0.006244,flat
qwen,anger,she,She was so angry she wanted to,shoot,0.010462,0.005641,flat
qwen,anger,she,She was so angry she wanted to,be,0.0103,0.006005,flat
qwen,anger,she,She was so angry she wanted to,fight,0.009906,0.002192,decline
qwen,anger,she,She was so angry she wanted to,blow,0.008742,0.010874,flat
qwen,anger,she,She was so angry she wanted to,pull,0.008212,0.012614,flat
qwen,anger,she,She was so angry she wanted to,the,0.007419,0.004325,flat
qwen,anger,she,She was so angry she wanted to,knock,0.007304,0.007131,flat
qwen,anger,she,She was so angry she wanted to,her,0.007191,0.001579,decline
qwen,anger,she,She was so angry she wanted to,explode,0.006296,0.021625,rise
qwen,anger,she,She was so angry she wanted to,lash,0.006247,0.01185,rise
qwen,anger,she,She was so angry she wanted to,cut,0.006103,0.005866,flat
qwen,anger,she,She was so angry she wanted to,just,0.006103,0.014979,rise
qwen,anger,she,She was so angry she wanted to,fly,0.005915,0.002644,flat
qwen,anger,she,She was so angry she wanted to,have,0.005302,0.003291,flat
qwen,anger,she,She was so angry she wanted to,smash,0.005139,0.015097,rise
qwen,anger,she,She was so angry she wanted to,him,0.00502,0.001329,flat
qwen,anger,she,She was so angry she wanted to,rip,0.004828,0.015215,rise
qwen,anger,she,She was so angry she wanted to,a,0.004716,0.002125,flat
qwen,anger,she,She was so angry she wanted to,see,0.00443,0.000763,flat
qwen,anger,she,She was so angry she wanted to,burn,0.004227,0.008469,flat
qwen,anger,she,She was so angry she wanted to,start,0.004194,0.001579,flat
qwen,anger,she,She was so angry she wanted to,stop,0.004065,0.002059,flat
qwen,anger,she,She was so angry she wanted to,set,0.003971,0.00475,flat
qwen,anger,she,She was so angry she wanted to,murder,0.00376,0.004258,flat
qwen,anger,she,She was so angry she wanted to,walk,0.003673,0.000973,flat
qwen,anger,she,She was so angry she wanted to,grab,0.003673,0.010622,rise
qwen,anger,she,She was so angry she wanted to,bite,0.003644,0.002262,flat
qwen,anger,she,She was so angry she wanted to,punish,0.00356,0.00134,flat
qwen,anger,she,She was so angry she wanted to,something,0.003292,0.001919,flat
qwen,anger,she,She was so angry she wanted to,call,0.003216,0.000928,flat
qwen,anger,she,She was so angry she wanted to,someone,0.002998,0.001604,flat
qwen,anger,she,She was so angry she wanted to,commit,0.002905,0.002837,flat
qwen,anger,she,She was so angry she wanted to,put,0.002666,0.000996,flat
qwen,anger,she,She was so angry she wanted to,cause,0.002584,0.002075,flat
qwen,anger,she,She was so angry she wanted to,yell,0.002564,0.001642,flat
qwen,anger,she,She was so angry she wanted to,scratch,0.002466,0.002603,flat
qwen,anger,she,She was so angry she wanted to,destroy,0.00239,0.008602,rise
qwen,anger,she,She was so angry she wanted to,teach,0.002371,0.002563,flat
qwen,anger,she,She was so angry she wanted to,let,0.002371,0.002315,flat
qwen,anger,she,She was so angry she wanted to,A,0.002353,0.0037,flat
qwen,anger,she,She was so angry she wanted to,push,0.002316,0.002707,flat
qwen,anger,she,She was so angry she wanted to,draw,0.002126,0.001734,flat
qwen,anger,she,She was so angry she wanted to,use,0.002126,0.001382,flat
qwen,anger,she,She was so angry she wanted to,faint,0.001997,0.001299,flat
qwen,anger,she,She was so angry she wanted to,attack,0.001997,0.000973,flat
qwen,anger,she,She was so angry she wanted to,lose,0.001997,0.000581,flat
qwen,anger,she,She was so angry she wanted to,write,0.001981,0.000706,flat
qwen,anger,she,She was so angry she wanted to,eat,0.001776,0.001426,flat
qwen,anger,she,She was so angry she wanted to,turn,0.001762,0.000554,flat
qwen,anger,she,She was so angry she wanted to,stamp,0.001735,0.001393,flat
qwen,anger,she,She was so angry she wanted to,laugh,0.001695,0.000452,flat
qwen,anger,she,She was so angry she wanted to,drive,0.001681,0.000921,flat
qwen,anger,she,She was so angry she wanted to,end,0.001643,0.000893,flat
qwen,anger,she,She was so angry she wanted to,show,0.001567,0.000845,flat
qwen,anger,she,She was so angry she wanted to,howl,0.001543,0.001817,flat
qwen,anger,she,She was so angry she wanted to,physically,0.001496,0.001239,flat
qwen,anger,she,She was so angry she wanted to,pick,0.001405,0.000788,flat
qwen,anger,she,She was so angry she wanted to,fire,0.001362,0.000387,flat
qwen,anger,she,She was so angry she wanted to,pound,0.00131,0.001137,flat
qwen,anger,she,She was so angry she wanted to,smack,0.001299,0.000928,flat
qwen,anger,she,She was so angry she wanted to,send,0.001299,0.000537,flat
qwen,anger,she,She was so angry she wanted to,leap,0.001279,0.000595,flat
qwen,anger,she,She was so angry she wanted to,drop,0.001259,0.000517,flat
qwen,anger,she,She was so angry she wanted to,sink,0.00125,0.001309,flat
qwen,anger,she,She was so angry she wanted to,to,0.001221,0.00106,flat
qwen,anger,she,She was so angry she wanted to,hiss,0.001221,0.00047,flat
qwen,anger,she,She was so angry she wanted to,forget,0.001202,0.000355,flat
qwen,anger,she,She was so angry she wanted to,stab,0.001202,0.000935,flat
qwen,anger,she,She was so angry she wanted to,shut,0.001192,0.00112,flat
qwen,anger,she,She was so angry she wanted to,in,0.001174,0.000734,flat
qwen,anger,she,She was so angry she wanted to,slash,0.001156,0.002092,flat
qwen,anger,she,She was so angry she wanted to,talk,0.00112,0.000135,flat
qwen,anger,she,She was so angry she wanted to,whom,0.001077,0.000717,flat
qwen,anger,she,She was so angry she wanted to,wipe,0.001069,0.000537,flat
qwen,anger,she,She was so angry she wanted to,escape,0.00106,0.000279,flat
qwen,anger,she,She was so angry she wanted to,storm,0.001052,0.00153,flat
qwen,anger,she,She was so angry she wanted to,hold,0.001044,0.000628,flat
qwen,anger,she,She was so angry she wanted to,bang,0.001036,0.002603,flat
qwen,anger,she,She was so angry she wanted to,buy,0.001012,0.000301,flat
qwen,anger,she,She was so angry she wanted to,spit,0.000996,0.001542,flat
qwen,anger,she,She was so angry she wanted to,open,0.000958,0.000294,flat
qwen,anger,she,She was so angry she wanted to,slam,0.000951,0.00172,flat
qwen,anger,she,She was so angry she wanted to,fall,0.000943,0.000245,flat
qwen,anger,she,She was so angry she wanted to,and,0.000929,0.000988,flat
qwen,anger,she,She was so angry she wanted to,at,0.000921,0.000474,flat
qwen,anger,she,She was so angry she wanted to,speak,0.000907,0.000245,flat
qwen,anger,she,She was so angry she wanted to,somebody,0.000893,0.000425,flat
qwen,anger,she,She was so angry she wanted to,keep,0.000866,0.000294,flat
qwen,anger,she,She was so angry she wanted to,try,0.000859,0.000229,flat
qwen,anger,she,She was so angry she wanted to,shake,0.000845,0.00122,flat
qwen,anger,she,She was so angry she wanted to,raise,0.000845,0.000249,flat
qwen,anger,she,She was so angry she wanted to,bring,0.000826,0.000245,flat
qwen,anger,she,She was so angry she wanted to,me,0.000819,0.000184,flat
qwen,anger,she,She was so angry she wanted to,that,0.000807,0.000758,flat
qwen,anger,she,She was so angry she wanted to,stay,0.0008,0.000173,flat
qwen,anger,she,She was so angry she wanted to,them,0.000782,0.000192,flat
qwen,anger,she,She was so angry she wanted to,up,0.000782,0.000845,flat
qwen,anger,she,She was so angry she wanted to,stand,0.000776,0.00028,flat
qwen,anger,she,She was so angry she wanted to,heave,0.000723,0.000529,flat
qwen,anger,she,She was so angry she wanted to,for,0.000723,0.000497,flat
qwen,anger,she,She was so angry she wanted to,move,0.000718,0.000153,flat
qwen,anger,she,She was so angry she wanted to,whoop,0.000695,0.00047,flat
qwen,anger,she,She was so angry she wanted to,look,0.000674,0.000123,flat
qwen,anger,she,She was so angry she wanted to,lock,0.000658,0.00026,flat
qwen,anger,she,She was so angry she wanted to,paint,0.000638,0.00047,flat
qwen,anger,she,She was so angry she wanted to,wring,0.000633,0.00074,flat
qwen,anger,she,She was so angry she wanted to,close,0.000633,0.000328,flat
qwen,anger,she,She was so angry she wanted to,ring,0.000633,0.000546,flat
qwen,anger,she,She was so angry she wanted to,pack,0.000619,0.000347,flat
qwen,anger,she,She was so angry she wanted to,rush,0.000619,0.000152,flat
qwen,anger,she,She was so angry she wanted to,hurl,0.000619,0.000958,flat
qwen,anger,she,She was so angry she wanted to,act,0.000619,0.000396,flat
qwen,anger,she,She was so angry she wanted to,crawl,0.000604,0.000958,flat
qwen,anger,she,She was so angry she wanted to,learn,0.000604,0.000112,flat
qwen,anger,she,She was so angry she wanted to,which,0.000604,0.000405,flat
qwen,anger,she,She was so angry she wanted to,strang,0.000595,0.001239,flat
qwen,anger,she,She was so angry she wanted to,strangulate,0.000595,0.001239,flat
qwen,anger,she,She was so angry she wanted to,hang,0.00059,0.00029,flat
qwen,anger,she,She was so angry she wanted to,claw,0.000577,0.000628,flat
qwen,anger,she,She was so angry she wanted to,stomp,0.000568,0.000609,flat
qwen,anger,she,She was so angry she wanted to,drown,0.000554,0.000628,flat
qwen,anger,she,She was so angry she wanted to,vomit,0.000546,0.001934,flat
qwen,anger,she,She was so angry she wanted to,but,0.000529,0.000372,flat
qwen,anger,she,She was so angry she wanted to,launch,0.000513,0.000563,flat
qwen,anger,she,She was so angry she wanted to,snap,0.000497,0.001004,flat
qwen,anger,she,She was so angry she wanted to,completely,0.000497,0.000517,flat
qwen,anger,she,She was so angry she wanted to,bash,0.00046,0.001449,flat
qwen,anger,she,She was so angry she wanted to,curl,0.000447,0.000474,flat
qwen,anger,she,She was so angry she wanted to,slit,0.000435,0.000509,flat
qwen,anger,she,She was so angry she wanted to,pinch,0.000422,0.00098,flat
qwen,anger,she,She was so angry she wanted to,vent,0.000398,0.00055,flat
qwen,anger,she,She was so angry she wanted to,throttle,0.000355,0.000914,flat
qwen,anger,she,She was so angry she wanted to,shed,0.000338,0.00047,flat
qwen,anger,she,She was so angry she wanted to,melt,0.000338,0.00095,flat
qwen,anger,she,She was so angry she wanted to,release,0.000305,0.000525,flat
qwen,anger,she,She was so angry she wanted to,bust,0.000304,0.000445,flat
qwen,anger,she,She was so angry she wanted to,march,0.000241,0.000509,flat
qwen,anger,she,She was so angry she wanted to,literally,0.000211,0.000489,flat
qwen,anger,she,She was so angry she wanted to,rend,0.000131,0.000501,flat
qwen,anger,she,She was so angry she wanted to,Options,0.0,0.0,flat
qwen,love,he,He loved her deeply and wanted to,marry,0.139913,0.22207,rise
qwen,love,he,He loved her deeply and wanted to,make,0.11509,0.229119,rise
qwen,love,he,He loved her deeply and wanted to,give,0.097675,0.027795,decline
qwen,love,he,He loved her deeply and wanted to,show,0.077874,0.199062,rise
qwen,love,he,He loved her deeply and wanted to,be,0.069805,0.017258,decline
qwen,love,he,He loved her deeply and wanted to,express,0.044371,0.044765,flat
qwen,love,he,He loved her deeply and wanted to,get,0.042339,0.046186,flat
qwen,love,he,He loved her deeply and wanted to,do,0.037657,0.066677,rise
qwen,love,he,He loved her deeply and wanted to,propose,0.027336,0.01535,decline
qwen,love,he,He loved her deeply and wanted to,spend,0.027123,0.013546,decline
qwen,love,he,He loved her deeply and wanted to,ask,0.020634,0.006602,decline
qwen,love,he,He loved her deeply and wanted to,let,0.015821,0.011497,flat
qwen,love,he,He loved her deeply and wanted to,know,0.015215,0.005964,decline
qwen,love,he,He loved her deeply and wanted to,buy,0.015096,0.007308,decline
qwen,love,he,He loved her deeply and wanted to,find,0.011219,0.010225,flat
qwen,love,he,He loved her deeply and wanted to,share,0.010705,0.003732,decline
qwen,love,he,He loved her deeply and wanted to,take,0.009671,0.007308,flat
qwen,love,he,He loved her deeply and wanted to,commit,0.007711,0.003094,flat
qwen,love,he,He loved her deeply and wanted to,help,0.007591,0.000482,decline
qwen,love,he,He loved her deeply and wanted to,settle,0.006912,0.002127,flat
qwen,love,he,He loved her deeply and wanted to,build,0.006699,0.00088,decline
qwen,love,he,He loved her deeply and wanted to,tell,0.006647,0.002246,flat
qwen,love,he,He loved her deeply and wanted to,start,0.006595,0.002246,flat
qwen,love,he,He loved her deeply and wanted to,protect,0.006493,0.001362,decline
qwen,love,he,He loved her deeply and wanted to,provide,0.006343,0.000555,decline
qwen,love,he,He loved her deeply and wanted to,have,0.005554,0.000724,flat
qwen,love,he,He loved her deeply and wanted to,write,0.005258,0.002667,flat
qwen,love,he,He loved her deeply and wanted to,keep,0.005136,0.00069,flat
qwen,love,he,He loved her deeply and wanted to,create,0.004863,0.000764,flat
qwen,love,he,He loved her deeply and wanted to,communicate,0.00475,0.002731,flat
qwen,love,he,He loved her deeply and wanted to,ensure,0.00475,0.002372,flat
qwen,love,he,He loved her deeply and wanted to,present,0.004127,0.000387,flat
qwen,love,he,He loved her deeply and wanted to,put,0.004032,0.00129,flat
qwen,love,he,He loved her deeply and wanted to,continue,0.003817,0.001193,flat
qwen,love,he,He loved her deeply and wanted to,say,0.003671,0.00049,flat
qwen,love,he,He loved her deeply and wanted to,support,0.003614,0.001485,flat
qwen,love,he,He loved her deeply and wanted to,go,0.00353,0.00126,flat
qwen,love,he,He loved her deeply and wanted to,live,0.003475,0.000387,flat
qwen,love,he,He loved her deeply and wanted to,prove,0.003395,0.002585,flat
qwen,love,he,He loved her deeply and wanted to,offer,0.002973,0.000453,flat
qwen,love,he,He loved her deeply and wanted to,pop,0.002973,0.002545,flat
qwen,love,he,He loved her deeply and wanted to,devote,0.002904,0.001508,flat
qwen,love,he,He loved her deeply and wanted to,send,0.002771,0.001417,flat
qwen,love,he,He loved her deeply and wanted to,gift,0.002665,0.000696,flat
qwen,love,he,He loved her deeply and wanted to,see,0.002297,7e-05,flat
qwen,love,he,He loved her deeply and wanted to,shower,0.002261,0.000788,flat
qwen,love,he,He loved her deeply and wanted to,surprise,0.002244,0.000859,flat
qwen,love,he,He loved her deeply and wanted to,treat,0.001996,0.00013,flat
qwen,love,he,He loved her deeply and wanted to,stay,0.001904,0.000132,flat
qwen,love,he,He loved her deeply and wanted to,save,0.00189,0.000292,flat
qwen,love,he,He loved her deeply and wanted to,thank,0.001748,0.000129,flat
qwen,love,he,He loved her deeply and wanted to,always,0.001734,0.001036,flat
qwen,love,he,He loved her deeply and wanted to,bring,0.001707,0.000309,flat
qwen,love,he,He loved her deeply and wanted to,remain,0.001681,0.000195,flat
qwen,love,he,He loved her deeply and wanted to,set,0.001616,0.000228,flat
qwen,love,he,He loved her deeply and wanted to,assure,0.001542,0.001078,flat
qwen,love,he,He loved her deeply and wanted to,move,0.001426,8.9e-05,flat
qwen,love,he,He loved her deeply and wanted to,win,0.001299,0.000123,flat
qwen,love,he,He loved her deeply and wanted to,romance,0.001289,0.000782,flat
qwen,love,he,He loved her deeply and wanted to,plan,0.001249,0.000764,flat
qwen,love,he,He loved her deeply and wanted to,demonstrate,0.00123,0.000409,flat
qwen,love,he,He loved her deeply and wanted to,honor,0.001192,0.000212,flat
qwen,love,he,He loved her deeply and wanted to,surround,0.001137,0.000201,flat
qwen,love,he,He loved her deeply and wanted to,tie,0.001102,8.2e-05,flat
qwen,love,he,He loved her deeply and wanted to,improve,0.001094,0.000212,flat
qwen,love,he,He loved her deeply and wanted to,convey,0.001077,0.002545,flat
qwen,love,he,He loved her deeply and wanted to,change,0.001068,0.000189,flat
qwen,love,he,He loved her deeply and wanted to,spoil,0.001052,0.000196,flat
qwen,love,he,He loved her deeply and wanted to,wed,0.001052,3.5e-05,flat
qwen,love,he,He loved her deeply and wanted to,fill,0.001035,0.000105,flat
qwen,love,he,He loved her deeply and wanted to,pick,0.001035,0.000609,flat
qwen,love,he,He loved her deeply and wanted to,stop,0.000996,6.9e-05,flat
qwen,love,he,He loved her deeply and wanted to,seal,0.000988,0.000339,flat
qwen,love,he,He loved her deeply and wanted to,exchange,0.00098,7.8e-05,flat
qwen,love,he,He loved her deeply and wanted to,serve,0.000958,0.000195,flat
