id,text,word_count,original_text,changes
412,"About 3 months ago I decided to quit my secure and stable position as a security officer to pursuit a career as an entrepreneur. I had a slight idea of what I wanted to do but nothing thorough. After I put in my 2 week notice I started to become doubtful. Here I am, 3 months later and still pretty doubtful about my success to be honest. I don't regret quitting though. I feel like if I were to stay in a secure position I would never grow as a person or become what I truly want to become in life. So, the plan was to start a career as a reseller. I went to a bunch of different thrift shops and found quality clothing items that I could sell for more than the purchasing price. So far sales have been slow, so I'm almost at the point to where I have to go back to security. But before I go back Im going after my TEFL certification  to become an online English teacher to Chinese students. Teaching English online will allow me to work from home, on my on time, which will give me the freedom I need to continue to pursuit my entrepreneurial dreams. In life I strongly believe that in order to grow people must take risks. Yeah, what I'm doing is very risky but I think it'll pay off greatly. I'm meant to be an entrepreneur. I'll be successful no matter what.",246,"About 3 months ago I decided to quit my secure and stable position as a security officer to pursuit a career as an entrepreneur. I had a slight idea of what I wanted to do but nothing thorough. After I put in my 2 week notice I started to become doubtful. Here I am, 3 months later and still pretty doubtful about my success to be honest. I don't regret quitting though. I feel like if I were to stay in a secure position I would never grow as a person or become what I truly want to become in life. So, the plan was to start a career as a reseller. I went to a bunch of different thrift shops and found quality clothing items that I could sell for more than the purchasing price. So far sales have been slow, so I'm almost at the point to where I have to go back to security. But before I go back Im going after my TEFL certification  to become an online English teacher to Chinese students. Teaching English online will allow me to work from home, on my on time, which will give me the freedom I need to continue to pursuit my entrepreneurial dreams. In life I strongly believe that in order to grow people must take risks. Yeah, what I'm doing is very risky but I think it'll pay off greatly. I'm meant to be an entrepreneur. I'll be successful no matter what.",
413,"About 2 months ago, I went to my little sister's wedding.  It was a simple affair in the backyard of a friend's house. She was marrying her girlfriend of 5 years.  My parents were there as well as my dad's sisters.  Also in attendance were her girlfriend's family and friends.  The service was lovely.  Both brides tried to hold back tears of joy as they gave their vows.  Those tears also brought tears to the audience's eyes.  Afterward, were took pictures with the brides.  While we were doing that, the food was starting to be served.  Everything was cooked by various guests of the wedding.  The best food served was the burnt ends brought by my dad.  The barbecue on them tasted great and the meat was so soft and chewy.  It really felt like it came from a professional.  Overall, it was a very fun experience.  I believe those 2 will be together for the rest of their lives.  They are perfect for each other.",166,"About 2 months ago, I went to my little sister's wedding.  It was a simple affair in the backyard of a friend's house. She was marrying her girlfriend of 5 years.  My parents were there as well as my dad's sisters.  Also in attendance were her girlfriend's family and friends.  The service was lovely.  Both brides tried to hold back tears of joy as they gave their vows.  Those tears also brought tears to the audience's eyes.  Afterward, were took pictures with the brides.  While we were doing that, the food was starting to be served.  Everything was cooked by various guests of the wedding.  The best food served was the burnt ends brought by my dad.  The barbecue on them tasted great and the meat was so soft and chewy.  It really felt like it came from a professional.  Overall, it was a very fun experience.  I believe those 2 will be together for the rest of their lives.  They are perfect for each other.",
414,I went to my brothers commissioning a few months ago. He was being given is his sheriff's badge and officially accepted into the sheriff's department. We had to go to the courthouse area really early and at 7 am we were led into the compound of buildings and into a secured area. The sheriff came and gave a speech before pining a badge on each one of the new sheriff's shirts. I used my phone to film the whole process. I also looked around while they were talking and I saw very interesting photos of sheriffs going back to the 1800's. There were also photos of many sheriffs on the wall of the facility who had died. It was emotional when the sheriff spoke because he talked about how family was the real reason that they did what they do and it was clear that he meant it. The most surprising moment was when they were told that training started right away. I expecting to get to spend the day with my brother since we even had family in town and it happened to me my birthday but he had to stay and we had to leave. The event was still significant to me and I was glad I got to witness it because it's not something I've probably have the opportunity to do again. I also think it was important for me to be there to support him. I think it makes a difference when you have family who support your career choice. I also have considered law enforcement in the past but I've always decided against it. That doesn't mean I don't think that its a job someone has to do and I'm proud someone in my family is capable of filling that tole.,296,I went to my brothers commissioning a few months ago. He was being given is his sheriff's badge and officially accepted into the sheriff's department. We had to go to the courthouse area really early and at 7 am we were led into the compound of buildings and into a secured area. The sheriff came and gave a speech before pining a badge on each one of the new sheriff's shirts. I used my phone to film the whole process. I also looked around while they were talking and I saw very interesting photos of sheriffs going back to the 1800's. There were also photos of many sheriffs on the wall of the facility who had died. It was emotional when the sheriff spoke because he talked about how family was the real reason that they did what they do and it was clear that he meant it. The most surprising moment was when they were told that training started right away. I expecting to get to spend the day with my brother since we even had family in town and it happened to me my birthday but he had to stay and we had to leave. The event was still significant to me and I was glad I got to witness it because it's not something I've probably have the opportunity to do again. I also think it was important for me to be there to support him. I think it makes a difference when you have family who support your career choice. I also have considered law enforcement in the past but I've always decided against it. That doesn't mean I don't think that its a job someone has to do and I'm proud someone in my family is capable of filling that tole.,
415,One event that was memorable to me was my best friends 25th birthday. She is such a hard worker and great person that I wanted to make sure that her birthday was extra special. Her boyfriend  reached  out to me to make sure we coordinated bringing the balloons and cake. She wanted to do a brunch with a few friends. Plus the place she picked had a really good menu.  I was able to suprise her with a big dessert that had sparklers and seeing the suprise and happiness on her face made it all worth it. I had never before had the confidence or opportunity to be able to to suprise a friend on his or her birthday. I was very happy that I was finally able to. Someone was able to get a picture perfectly capturing the moment. I know the friendship that we share shows throughout the entire event. And it was a different experience that we all had. Even though 3 of the people we went with were almost denied entrance. Thankfully my friends boyfriend spoke with the bouncer and worked something out. I almost got lost getting there but thankfully Google maps helped me out. I am confident to say regardless all of it she had a great day.,214,One event that was memorable to me was my best friends 25th birthday. She is such a hard worker and great person that I wanted to make sure that her birthday was extra special. Her boyfriend  reached  out to me to make sure we coordinated bringing the balloons and cake. She wanted to do a brunch with a few friends. Plus the place she picked had a really good menu.  I was able to suprise her with a big dessert that had sparklers and seeing the suprise and happiness on her face made it all worth it. I had never before had the confidence or opportunity to be able to to suprise a friend on his or her birthday. I was very happy that I was finally able to. Someone was able to get a picture perfectly capturing the moment. I know the friendship that we share shows throughout the entire event. And it was a different experience that we all had. Even though 3 of the people we went with were almost denied entrance. Thankfully my friends boyfriend spoke with the bouncer and worked something out. I almost got lost getting there but thankfully Google maps helped me out. I am confident to say regardless all of it she had a great day.,
416,I attended a friend's bachelor party held in Canada. We went to many restaurants. We ate foie gras at a restaurant. I think it was a delicious meal and was disappointed that I had been full near the end of the meal. We visited many museums in the city where we stayed. The museums of Canada don't seem that different from those in America. I liked a painting of a stranded ship where the crew members had descended into chaos. I think the most memorable part of the trip was my friend making a speech in a karaoke lounge. I was happy for him and the new marriage path he was about to embark on. There were times in the trip where I kind of spaced out and was just happy. I felt a great deal of unity. I had not seen some of these friends for over a year. I felt nostalgia when we recalled past times. I began to miss them even though we were still together. I kind of dreaded the trip being over. This was the third memorable bachelor party that I've been to. I only wish we had more time to go hiking or something.,200,I attended a friend's bachelor party held in Canada. We went to many restaurants. We ate foie gras at a restaurant. I think it was a delicious meal and was disappointed that I had been full near the end of the meal. We visited many museums in the city where we stayed. The museums of Canada don't seem that different from those in America. I liked a painting of a stranded ship where the crew members had descended into chaos. I think the most memorable part of the trip was my friend making a speech in a karaoke lounge. I was happy for him and the new marriage path he was about to embark on. There were times in the trip where I kind of spaced out and was just happy. I felt a great deal of unity. I had not seen some of these friends for over a year. I felt nostalgia when we recalled past times. I began to miss them even though we were still together. I kind of dreaded the trip being over. This was the third memorable bachelor party that I've been to. I only wish we had more time to go hiking or something.,
417,"The event I am thinking of is when I got engaged. My fiance and I had just been on a long hike. At the end, he got down on his knee in the mud. When he asked me to marry him, we were surrounded by swans. The mud was the most memorable part. I couldn't believe he was willing to kneel in the mud and ruin his jeans for me! Sharing the news with my mother and family members was also quite memorable. This event was significant to me because we have been together for 3 years exactly. It happened on our 3 year anniversary. We are waiting 2 more years to save up enough money for the wedding, but knowing it will eventually happen fills me with indescribable joy and happiness. Our parents have also been pressuring us to get married, so it was nice to see how happy they were to hear the wonderful news as well. I can't wait to marry him. I can't wait to spend the rest of my life with him! Just talking about it again makes me elated. I am now in the wedding planning process.",193,"The event I am thinking of is when I got engaged. My fiance and I had just been on a long hike. At the end, he got down on his knee in the mud. When he asked me to marry him, we were surrounded by swans. The mud was the most memorable part. I couldn't believe he was willing to kneel in the mud and ruin his jeans for me! Sharing the news with my mother and family members was also quite memorable. This event was significant to me because we have been together for 3 years exactly. It happened on our 3 year anniversary. We are waiting 2 more years to save up enough money for the wedding, but knowing it will eventually happen fills me with indescribable joy and happiness. Our parents have also been pressuring us to get married, so it was nice to see how happy they were to hear the wonderful news as well. I can't wait to marry him. I can't wait to spend the rest of my life with him! Just talking about it again makes me elated. I am now in the wedding planning process.",
418,"My girlfriend and I recently went to her sister's house for a family gathering for the first time. A lot of the people there did not openly greet me when we arrived. Despite this, I went to each individual and introduced myself. Throughout our visit, I couldn't help but notice people giving me mean and disapproving looks. I still tried to interact with everyone and actively participate in everything. When we had group discussions, people always disagreed with every single thing that I mentioned. My girlfriend and I asked her sister to take some pictures of us with my phone. I looked at the pictures afterwards. All of the pictures she took were very bad pictures. My head was cut off in a most of them. As we were leaving, most of the people did not even make an attempt to say goodbye to me. This was my first time meeting them and I had never done anything to upset or offend anyone. I did everything I could to positively engage these people. It seemed as though no one was happy to meet me. This left me feeling very uninvited and little upset. As a result of this, I decided never to attend any more of their family's social gatherings.",210,"My girlfriend and I recently went to her sister's house for a family gathering for the first time. A lot of the people there did not openly greet me when we arrived. Despite this, I went to each individual and introduced myself. Throughout our visit, I couldn't help but notice people giving me mean and disapproving looks. I still tried to interact with everyone and actively participate in everything. When we had group discussions, people always disagreed with every single thing that I mentioned. My girlfriend and I asked her sister to take some pictures of us with my phone. I looked at the pictures afterwards. All of the pictures she took were very bad pictures. My head was cut off in a most of them. As we were leaving, most of the people did not even make an attempt to say goodbye to me. This was my first time meeting them and I had never done anything to upset or offend anyone. I did everything I could to positively engage these people. It seemed as though no one was happy to meet me. This left me feeling very uninvited and little upset. As a result of this, I decided never to attend any more of their family's social gatherings.",
419,"I recently quit my job and it was really emotional and amazing. I felt so good about myself. It was very unexpected and i wanted to. It was really great to actually quit and get to know that i am ok. I was unhappy with work for a while so this was awesome. I got a new job which was fantastic and the new client was amazing. I love my new job. I started something i knew nothing about and was completely scared. It was prety great to feel confident. I know now that i can do anything. When i started my new job, i brought a lot of stuff from my old job that was irrelevant. I now work in a place where people are so nice and awesome. In my new role, i get to talk to clients all the time and really solve tehir needs without the bureaucracy of the new place . I have amazing new clients and an amazing new coworkers. I really can't imagine working anywhere else. I am so thankful and lucky to be here every single day.",185,"I recently quit my job and it was really emotional and amazing. I felt so good about myself. It was very unexpected and i wanted to. It was really great to actually quit and get to know that i am ok. I was unhappy with work for a while so this was awesome. I got a new job which was fantastic and the new client was amazing. I love my new job. I started something i knew nothing about and was completely scared. It was prety great to feel confident. I know now that i can do anything. When i started my new job, i brought a lot of stuff from my old job that was irrelevant. I now work in a place where people are so nice and awesome. In my new role, i get to talk to clients all the time and really solve tehir needs without the bureaucracy of the new place . I have amazing new clients and an amazing new coworkers. I really can't imagine working anywhere else. I am so thankful and lucky to be here every single day.",
420,"It was the day before my birthday. It will be a day that I will remember for the rest of my life. My mother was calling me early in the morning. That's a rare thing because she knows I'm more than likely sleeping. Then she tried to get a hold of my girlfriend. That's when I knew it was something serious. I called and she told me that my father wasn't doing well and that I should see if I could make arrangements to go and see him. I then received a text, yes a text, from my brother saying that my father is with my sister now. My sister had passed away as well. I was confused. First my mom says he's not doing well, the next thing I know my dad is dead. I called my mom and said that my brother told me daddy was dead. She freaked out and hung up the phone. From what my brother told me, my dad had been dead but the respirator was still on him and that's what made my mom think he was still alive. I was devastated. I hadn't seen my dad in almost 7 plus years and now I would never get to again. I had so much to say to him and still so much more to learn. I still can't believe and catch myself talking as if he's alive. My mother isn't taking well but I think and hope she'll survive. I'm still mourning and probably will for the rest of my life. I don't ever want to celebrate my birthday again.",267,"It was the day before my birthday. It will be a day that I will remember for the rest of my life. My mother was calling me early in the morning. That's a rare thing because she knows I'm more than likely sleeping. Then she tried to get a hold of my girlfriend. That's when I knew it was something serious. I called and she told me that my father wasn't doing well and that I should see if I could make arrangements to go and see him. I then received a text, yes a text, from my brother saying that my father is with my sister now. My sister had passed away as well. I was confused. First my mom says he's not doing well, the next thing I know my dad is dead. I called my mom and said that my brother told me daddy was dead. She freaked out and hung up the phone. From what my brother told me, my dad had been dead but the respirator was still on him and that's what made my mom think he was still alive. I was devastated. I hadn't seen my dad in almost 7 plus years and now I would never get to again. I had so much to say to him and still so much more to learn. I still can't believe and catch myself talking as if he's alive. My mother isn't taking well but I think and hope she'll survive. I'm still mourning and probably will for the rest of my life. I don't ever want to celebrate my birthday again.",
421,"I went to a great concert with a close friend of mine. This was almost a month ago. We got to see Young The Giant and Fitz & The Tantrums.  They are two of my favorite bands, and I'd never got to see either of them live before. My friend managed to get tickets for the show from another friend of his who was not able to go. I was the first person he thought of to invite to the concert, which I thought was very nice and sweet of him. The show was amazing, and it a great bonding experience for me and my friend. I felt much closer to him afterwards. It was a very positive emotional experience for me, because I got to experience it with a close friend and because I'm very passionate about music. Both of the bands put on a stellar show. The concert was about 3 hours long all together and we went out to eat afterwards. Overall, it was a great night. I'm so glad that I was the person they thought to invite. I'm very grateful for the experience as well as having a great friend like that. It has really helped our friendship grow.",204,"I went to a great concert with a close friend of mine. This was almost a month ago. We got to see Young The Giant and Fitz & The Tantrums.  They are two of my favorite bands, and I'd never got to see either of them live before. My friend managed to get tickets for the show from another friend of his who was not able to go. I was the first person he thought of to invite to the concert, which I thought was very nice and sweet of him. The show was amazing, and it a great bonding experience for me and my friend. I felt much closer to him afterwards. It was a very positive emotional experience for me, because I got to experience it with a close friend and because I'm very passionate about music. Both of the bands put on a stellar show. The concert was about 3 hours long all together and we went out to eat afterwards. Overall, it was a great night. I'm so glad that I was the person they thought to invite. I'm very grateful for the experience as well as having a great friend like that. It has really helped our friendship grow.",
422,"My 6 year old son was diagnosed with epilepsy about a year ago. About 3 months ago, he had to stay in the hospital for 48 hours to be continually monitored. This had to be done due to concerns from his teachers. They were saying he seemed to be drifting off at random times and not responding. Because of them reporting this issue, we made an appointment with his neurologist. She stated that the only way to see if he was still having seizure activity was to monitor him for 2 days in the PICU. So we set a date and time and waited patiently for it to come around. The day of the test, we arrived very early. They showed us to his room and within an hour the tech was there to begin the process. As they attached the multiple amounts of electrodes to my young child's head, I began to get very emotional and I'm not sure why. It's hard to see your child has an issue. You feel like you may have done something wrong at some point to cause it. All of my family came to visit my son while he was in the hospital and it was very heartwarming that everyone came together to be there for him. The best part about the whole situation was that the test showed no new seizure activity. This means that hopefully he will grow out of his condition over the next few years and can completely wean off of seizure medication and enjoy a normal teenage and adult life.",262,"My 6 year old son was diagnosed with epilepsy about a year ago. About 3 months ago, he had to stay in the hospital for 48 hours to be continually monitored. This had to be done due to concerns from his teachers. They were saying he seemed to be drifting off at random times and not responding. Because of them reporting this issue, we made an appointment with his neurologist. She stated that the only way to see if he was still having seizure activity was to monitor him for 2 days in the PICU. So we set a date and time and waited patiently for it to come around. The day of the test, we arrived very early. They showed us to his room and within an hour the tech was there to begin the process. As they attached the multiple amounts of electrodes to my young child's head, I began to get very emotional and I'm not sure why. It's hard to see your child has an issue. You feel like you may have done something wrong at some point to cause it. All of my family came to visit my son while he was in the hospital and it was very heartwarming that everyone came together to be there for him. The best part about the whole situation was that the test showed no new seizure activity. This means that hopefully he will grow out of his condition over the next few years and can completely wean off of seizure medication and enjoy a normal teenage and adult life.",
423,"An event that is specifically memorable to me is when went to my brother's graduation. It was significant to me for many different reasons. I had to take a plane to get there. It was the first time I had ever been on a plane. Also, my brother was graduating from boot camp. It was my first time experiencing that kind of graduation. I was surprised by how different military culture is from every day life. Something I specifically remember from the event was during the ceremony we had to stand and sit down at specific times. I was surprised by how precise everything was. I also was surprised by how different my brother seemed after he graduated. He was more mature and I could tell the experience changed him a lot. I was really proud of him for this achievement. Over all it was a good experience. It also, allowed me to experience many different firsts. I will remember it for a long time and it fill definitely be something my family talks about often.",176,"An event that is specifically memorable to me is when went to my brother's graduation. It was significant to me for many different reasons. I had to take a plane to get there. It was the first time I had ever been on a plane. Also, my brother was graduating from boot camp. It was my first time experiencing that kind of graduation. I was surprised by how different military culture is from every day life. Something I specifically remember from the event was during the ceremony we had to stand and sit down at specific times. I was surprised by how precise everything was. I also was surprised by how different my brother seemed after he graduated. He was more mature and I could tell the experience changed him a lot. I was really proud of him for this achievement. Over all it was a good experience. It also, allowed me to experience many different firsts. I will remember it for a long time and it fill definitely be something my family talks about often.",
424,"Today was a terrible day for me. My co-worker, who we will call the big ""W"" is usually always mean to me. However, today she was the worst. It was our big Christmas party, and she micromanaged everyone at work today. She started openly complaining about only she was smart, only she did any real work, etc. Everyone had told me since I started here how terrible she was and how badly they wanted her to be fired. Despite this, no one would ever do anything about her or talk about her until she left the room. Finally I snapped and decided not to sit down and take it like everyone else. While she started insisting she told me to do something I was never told, I told her to her face she never said that. She lost it and started to scream at me, while she did that my boss just ignored it like he usually did. I decided I had enough of a boss that wouldn't do anything and handed him my resignation, which was more than he deserved. He tried to convince me it was cowardly to leave, but I told him it was cowardly to not fire her. She kept harassing me through the night until that point, then my boss decided to take her to the back room and yell at her for having a coworker finally quit over her. She came back out and stayed quiet for the whole rest of the night. I left that job and felt good about leaving, they all already didn't like her but it was made worst once she actually cost them a good employee who at least tried their best which was more than half of the people they hired did.",294,"Today was a terrible day for me. My co-worker, who we will call the big ""W"" is usually always mean to me. However, today she was the worst. It was our big Christmas party, and she micromanaged everyone at work today. She started openly complaining about only she was smart, only she did any real work, etc. Everyone had told me since I started here how terrible she was and how badly they wanted her to be fired. Despite this, no one would ever do anything about her or talk about her until she left the room. Finally I snapped and decided not to sit down and take it like everyone else. While she started insisting she told me to do something I was never told, I told her to her face she never said that. She lost it and started to scream at me, while she did that my boss just ignored it like he usually did. I decided I had enough of a boss that wouldn't do anything and handed him my resignation, which was more than he deserved. He tried to convince me it was cowardly to leave, but I told him it was cowardly to not fire her. She kept harassing me through the night until that point, then my boss decided to take her to the back room and yell at her for having a coworker finally quit over her. She came back out and stayed quiet for the whole rest of the night. I left that job and felt good about leaving, they all already didn't like her but it was made worst once she actually cost them a good employee who at least tried their best which was more than half of the people they hired did.",
425,"Recently, I was the Maid of Honor in my best friend's wedding. This was a very important day. I had never been in a wedding, let alone the Maid of Honor. I had a lot of responsibilities and was very nervous about walking down the aisle. I know that everyone is looking at the bride but I was still anxious about having eyes on me even for a few seconds. We started our day early in the morning with coffee and hair and makeup. We got our hair and makeup done by professionals and it felt very special. My best friend and I chatted about how today was going to be life-changing. I was super excited for her and her husband-to-be. The time came for the ceremony and I walked down the aisle before my best friend. I watched her walk down and had to hold back tears and ugly crying. I took her bouquet when she took the hand of her soon to be future husband. I listened to their vows and I remember how happy they both were. The time came to exchange rings and say ""I do."" I handed her her new husband's wedding band and it was a very special moment for all of us. It was the most beautiful wedding I have ever been to.",220,"Recently, I was the Maid of Honor in my best friend's wedding. This was a very important day. I had never been in a wedding, let alone the Maid of Honor. I had a lot of responsibilities and was very nervous about walking down the aisle. I know that everyone is looking at the bride but I was still anxious about having eyes on me even for a few seconds. We started our day early in the morning with coffee and hair and makeup. We got our hair and makeup done by professionals and it felt very special. My best friend and I chatted about how today was going to be life-changing. I was super excited for her and her husband-to-be. The time came for the ceremony and I walked down the aisle before my best friend. I watched her walk down and had to hold back tears and ugly crying. I took her bouquet when she took the hand of her soon to be future husband. I listened to their vows and I remember how happy they both were. The time came to exchange rings and say ""I do."" I handed her her new husband's wedding band and it was a very special moment for all of us. It was the most beautiful wedding I have ever been to.",
426,"About four weeks, my girlfriend took me to her hometown in Pittsburgh. I had never been to the city before or met her parents, so it was going to be a big weekend. We went up on a Friday after work, making the 4.5 hour drive through the Pennsylvania mountains. This was a trip we had talked about for awhile, but never could find a free weekend as we are both very busy with work. Finally, we were able to find a free weekend for both of us and booked everything very last minute. We started off getting dinner at an Italian restaurant  with her parents, which went really well! I was a little nervous going into the dinner but her parents were very nice and it was a relaxing dinner. After dinner we went to our hotel in the city. Saturday I did not think we had any plans, but I was surprised that my girlfriend had a whole day planned out. I was surprised and happy she spent the time to plan a whole fun day for me. We spent the day going to museums, breweries, parks, and ending the day riding a tram up a mountain for a view of the city, and ate dinner up there. It was a really fun day and the whole thing made me really happy. The next day, we went to a Pittsburgh Steelers game. The stadium was really cool and it was an exciting game. The fans of the Steelers were so passionate and enthused it made the experience very memorable. After the game, we drove home - I drove while my girlfriend slept. It was a tiring weekend as we had a lot of activities, but it was great nonetheless.",291,"About four weeks, my girlfriend took me to her hometown in Pittsburgh. I had never been to the city before or met her parents, so it was going to be a big weekend. We went up on a Friday after work, making the 4.5 hour drive through the Pennsylvania mountains. This was a trip we had talked about for awhile, but never could find a free weekend as we are both very busy with work. Finally, we were able to find a free weekend for both of us and booked everything very last minute. We started off getting dinner at an Italian restaurant  with her parents, which went really well! I was a little nervous going into the dinner but her parents were very nice and it was a relaxing dinner. After dinner we went to our hotel in the city. Saturday I did not think we had any plans, but I was surprised that my girlfriend had a whole day planned out. I was surprised and happy she spent the time to plan a whole fun day for me. We spent the day going to museums, breweries, parks, and ending the day riding a tram up a mountain for a view of the city, and ate dinner up there. It was a really fun day and the whole thing made me really happy. The next day, we went to a Pittsburgh Steelers game. The stadium was really cool and it was an exciting game. The fans of the Steelers were so passionate and enthused it made the experience very memorable. After the game, we drove home - I drove while my girlfriend slept. It was a tiring weekend as we had a lot of activities, but it was great nonetheless.",
427,"I am a type 2 diabetic. When I went in to see my doctor in June she decided that my A1c was not low enough even though it was in the low 7s which I thought was great. My doctor said it should really be around 6 because higher A1c's lead to more problems down the road for diabetics. I take something besides insulin to help regulate diabetes. it's called Metfornin.  Metfornin is very typical and it's commonly used for diabetic patients to help regulate blood sugars. I have been taking Metfornin for 14 years since I had been determined to be a diabetic. The doctor increased my dosage of this drug to 3 daily instead of 2 which I did not think was a very big deal, I mean I had taken them for years with absolutely no problems.  I started getting sick, I thought it was taking blood pressure medicine.  I had ran out of blood pressure medicine about 2 weeks before I went to see my doctor. After I started taking the additional Metfornin I also started taking my blood pressure medicine and started having side effects like nausea and dizziness. I thought I had contracted the flu or blamed it on the blood pressure medicine. I was horribly ill and passed out after waking up on the 4th. I woke up in the hospital on July 4th.  My sugar had crashed from taking too much of this drug and my husband wasn't sure what to do, so he rushed me to the emergency room. I woke up after having been given a glucose drip.",268,"I am a type 2 diabetic. When I went in to see my doctor in June she decided that my A1c was not low enough even though it was in the low 7s which I thought was great. My doctor said it should really be around 6 because higher A1c's lead to more problems down the road for diabetics. I take something besides insulin to help regulate diabetes. it's called Metfornin.  Metfornin is very typical and it's commonly used for diabetic patients to help regulate blood sugars. I have been taking Metfornin for 14 years since I had been determined to be a diabetic. The doctor increased my dosage of this drug to 3 daily instead of 2 which I did not think was a very big deal, I mean I had taken them for years with absolutely no problems.  I started getting sick, I thought it was taking blood pressure medicine.  I had ran out of blood pressure medicine about 2 weeks before I went to see my doctor. After I started taking the additional Metfornin I also started taking my blood pressure medicine and started having side effects like nausea and dizziness. I thought I had contracted the flu or blamed it on the blood pressure medicine. I was horribly ill and passed out after waking up on the 4th. I woke up in the hospital on July 4th.  My sugar had crashed from taking too much of this drug and my husband wasn't sure what to do, so he rushed me to the emergency room. I woke up after having been given a glucose drip.",
428,"Through these past couple of months, it has been hard on my family with the death of my aunt. It took a toll on us when she realized after going to the hospital that she had developed a stage 4 cancer in her glands. She was very hesitant about it but didn't stop with her life and continued to persevere. Later days, she would still laugh and joke and believe it was all in God's favor. The family believed in healing, as well. Sadly, the doctors told us there was nothing they could do and let her be in piece. Those days counting up to her death were unbearable for the rest of us, but she didn't give in at all and gave it all her fight. There are still most days when I miss my aunt. I sometimes even have trouble focusing on one particular subject. I get comfort from family members here and there. At night, I always pray and sometimes ask God to let me hear my auntie. She was always an inspirational person as I still feel it through her death. Her teachings have stuck with me and I continue to move with her legacy in mind. Another thing that we'll always have in common is the love for food! Can't get enough!",217,"Through these past couple of months, it has been hard on my family with the death of my aunt. It took a toll on us when she realized after going to the hospital that she had developed a stage 4 cancer in her glands. She was very hesitant about it but didn't stop with her life and continued to persevere. Later days, she would still laugh and joke and believe it was all in God's favor. The family believed in healing, as well. Sadly, the doctors told us there was nothing they could do and let her be in piece. Those days counting up to her death were unbearable for the rest of us, but she didn't give in at all and gave it all her fight. There are still most days when I miss my aunt. I sometimes even have trouble focusing on one particular subject. I get comfort from family members here and there. At night, I always pray and sometimes ask God to let me hear my auntie. She was always an inspirational person as I still feel it through her death. Her teachings have stuck with me and I continue to move with her legacy in mind. Another thing that we'll always have in common is the love for food! Can't get enough!",
429,"One of the most memorable events within the last two months was the passing of my grandmother. It was devastating to me because I spent the majority of my childhood with her. My parents had to work about 12 to 14 hours everyday. They worked at a restaurant so they were always tired after work and went to sleep right away. I did not spend much time with them, so my grandmother too care of me a lot. The funeral was large because she had quite a few children and all of them attended. My grandmother had a lot of friends too so it was nice seeing all of them paying their respect. I did not talk much during the funeral. All I could do was think about all the good memories we had together. It was nostalgic. Seeing her body in the casket felt unreal. I could not believe that I could no longer spend time with her anymore. It made me regret not seeing her much when I was an adult. When they lowered the casket down in the grave, I cried a lot because the moment was truly the last time I would see her. I just hoped she was in a better place now.",208,"One of the most memorable events within the last two months was the passing of my grandmother. It was devastating to me because I spent the majority of my childhood with her. My parents had to work about 12 to 14 hours everyday. They worked at a restaurant so they were always tired after work and went to sleep right away. I did not spend much time with them, so my grandmother too care of me a lot. The funeral was large because she had quite a few children and all of them attended. My grandmother had a lot of friends too so it was nice seeing all of them paying their respect. I did not talk much during the funeral. All I could do was think about all the good memories we had together. It was nostalgic. Seeing her body in the casket felt unreal. I could not believe that I could no longer spend time with her anymore. It made me regret not seeing her much when I was an adult. When they lowered the casket down in the grave, I cried a lot because the moment was truly the last time I would see her. I just hoped she was in a better place now.",
430,"I once attended a funeral service of old brother in our church several months ago. Actually, I was shocked when I received the sad news, because just one week before, we had picnic together. At that time, he was in very good spirit. On the funeral room, I signed up and went to console his family. They were sorrowful and tearful. I felt so sorry for them. Then I stood with other guests and watched the photos in the screen on the back wall. From the speaker out were the songs he liked. while watching the photos, I thought that we should cherish the current time. We should love our family, and leave some memorable thing in the world. After pastor gave the message, and just before the closure of the service. We all sang one song he liked. The song was a joyful, but when I began to sing, I can not stop crying. We really missed this old brother and old friend. Leaving the funeral service and returning to home, I talked to my family. My 13-years old daughter burst into tears. She said, she don't know why, she just feel sorrowful.",194,"I once attended a funeral service of old brother in our church several months ago. Actually, I was shocked when I received the sad news, because just one week before, we had picnic together. At that time, he was in very good spirit. On the funeral room, I signed up and went to console his family. They were sorrowful and tearful. I felt so sorry for them. Then I stood with other guests and watched the photos in the screen on the back wall. From the speaker out were the songs he liked. while watching the photos, I thought that we should cherish the current time. We should love our family, and leave some memorable thing in the world. After pastor gave the message, and just before the closure of the service. We all sang one song he liked. The song was a joyful, but when I began to sing, I can not stop crying. We really missed this old brother and old friend. Leaving the funeral service and returning to home, I talked to my family. My 13-years old daughter burst into tears. She said, she don't know why, she just feel sorrowful.",
