model,step,group,layer,n_layers,pole_sep
EleutherAI/pythia-6.9b@step70000,70000,f11_holy,16,33,0.266029
EleutherAI/pythia-6.9b@step70000,70000,f11_holy,17,33,0.254590
EleutherAI/pythia-6.9b@step70000,70000,f11_holy,18,33,0.246405
EleutherAI/pythia-6.9b@step70000,70000,f11_holy,19,33,0.243349
EleutherAI/pythia-6.9b@step70000,70000,f11_holy,20,33,0.240716
EleutherAI/pythia-6.9b@step70000,70000,f11_holy,21,33,0.243296
EleutherAI/pythia-6.9b@step70000,70000,f11_holy,22,33,0.252492
EleutherAI/pythia-6.9b@step70000,70000,f11_holy,23,33,0.268584
EleutherAI/pythia-6.9b@step70000,70000,f11_holy,24,33,0.284738
EleutherAI/pythia-6.9b@step70000,70000,f11_holy,25,33,0.299519
EleutherAI/pythia-6.9b@step70000,70000,f11_holy,26,33,0.310491
EleutherAI/pythia-6.9b@step70000,70000,f11_holy,27,33,0.321612
EleutherAI/pythia-6.9b@step70000,70000,f11_holy,28,33,0.333573
EleutherAI/pythia-6.9b@step70000,70000,f11_holy,29,33,0.346406
EleutherAI/pythia-6.9b@step70000,70000,f11_holy,30,33,0.358205
EleutherAI/pythia-6.9b@step70000,70000,f11_holy,31,33,0.366395
EleutherAI/pythia-6.9b@step70000,70000,f11_holy,32,33,0.520998
EleutherAI/pythia-6.9b@step70000,70000,f11_holy_b,0,33,0.000000
EleutherAI/pythia-6.9b@step70000,70000,f11_holy_b,1,33,0.050725
EleutherAI/pythia-6.9b@step70000,70000,f11_holy_b,2,33,0.073766
EleutherAI/pythia-6.9b@step70000,70000,f11_holy_b,3,33,0.090003
EleutherAI/pythia-6.9b@step70000,70000,f11_holy_b,4,33,0.112015
EleutherAI/pythia-6.9b@step70000,70000,f11_holy_b,5,33,0.129469
EleutherAI/pythia-6.9b@step70000,70000,f11_holy_b,6,33,0.133918
EleutherAI/pythia-6.9b@step70000,70000,f11_holy_b,7,33,0.157414
EleutherAI/pythia-6.9b@step70000,70000,f11_holy_b,8,33,0.161874
EleutherAI/pythia-6.9b@step70000,70000,f11_holy_b,9,33,0.165814
EleutherAI/pythia-6.9b@step70000,70000,f11_holy_b,10,33,0.174990
EleutherAI/pythia-6.9b@step70000,70000,f11_holy_b,11,33,0.178667
EleutherAI/pythia-6.9b@step70000,70000,f11_holy_b,12,33,0.199225
EleutherAI/pythia-6.9b@step70000,70000,f11_holy_b,13,33,0.216250
EleutherAI/pythia-6.9b@step70000,70000,f11_holy_b,14,33,0.224647
EleutherAI/pythia-6.9b@step70000,70000,f11_holy_b,15,33,0.226327
EleutherAI/pythia-6.9b@step70000,70000,f11_holy_b,16,33,0.214808
EleutherAI/pythia-6.9b@step70000,70000,f11_holy_b,17,33,0.205511
EleutherAI/pythia-6.9b@step70000,70000,f11_holy_b,18,33,0.197473
EleutherAI/pythia-6.9b@step70000,70000,f11_holy_b,19,33,0.192194
EleutherAI/pythia-6.9b@step70000,70000,f11_holy_b,20,33,0.185799
EleutherAI/pythia-6.9b@step70000,70000,f11_holy_b,21,33,0.183797
EleutherAI/pythia-6.9b@step70000,70000,f11_holy_b,22,33,0.190102
EleutherAI/pythia-6.9b@step70000,70000,f11_holy_b,23,33,0.198024
EleutherAI/pythia-6.9b@step70000,70000,f11_holy_b,24,33,0.209058
EleutherAI/pythia-6.9b@step70000,70000,f11_holy_b,25,33,0.217921
EleutherAI/pythia-6.9b@step70000,70000,f11_holy_b,26,33,0.224828
EleutherAI/pythia-6.9b@step70000,70000,f11_holy_b,27,33,0.232844
EleutherAI/pythia-6.9b@step70000,70000,f11_holy_b,28,33,0.239841
EleutherAI/pythia-6.9b@step70000,70000,f11_holy_b,29,33,0.248313
EleutherAI/pythia-6.9b@step70000,70000,f11_holy_b,30,33,0.255989
EleutherAI/pythia-6.9b@step70000,70000,f11_holy_b,31,33,0.257318
EleutherAI/pythia-6.9b@step70000,70000,f11_holy_b,32,33,0.362276
EleutherAI/pythia-6.9b@step70000,70000,f11_love,0,33,0.000000
EleutherAI/pythia-6.9b@step70000,70000,f11_love,1,33,0.045420
EleutherAI/pythia-6.9b@step70000,70000,f11_love,2,33,0.052618
EleutherAI/pythia-6.9b@step70000,70000,f11_love,3,33,0.060304
EleutherAI/pythia-6.9b@step70000,70000,f11_love,4,33,0.082247
EleutherAI/pythia-6.9b@step70000,70000,f11_love,5,33,0.106676
EleutherAI/pythia-6.9b@step70000,70000,f11_love,6,33,0.126862
EleutherAI/pythia-6.9b@step70000,70000,f11_love,7,33,0.137295
EleutherAI/pythia-6.9b@step70000,70000,f11_love,8,33,0.155535
EleutherAI/pythia-6.9b@step70000,70000,f11_love,9,33,0.158086
EleutherAI/pythia-6.9b@step70000,70000,f11_love,10,33,0.168597
EleutherAI/pythia-6.9b@step70000,70000,f11_love,11,33,0.175360
EleutherAI/pythia-6.9b@step70000,70000,f11_love,12,33,0.194281
EleutherAI/pythia-6.9b@step70000,70000,f11_love,13,33,0.197118
EleutherAI/pythia-6.9b@step70000,70000,f11_love,14,33,0.209610
EleutherAI/pythia-6.9b@step70000,70000,f11_love,15,33,0.231392
EleutherAI/pythia-6.9b@step70000,70000,f11_love,16,33,0.225934
EleutherAI/pythia-6.9b@step70000,70000,f11_love,17,33,0.227849
EleutherAI/pythia-6.9b@step70000,70000,f11_love,18,33,0.235426
EleutherAI/pythia-6.9b@step70000,70000,f11_love,19,33,0.236484
EleutherAI/pythia-6.9b@step70000,70000,f11_love,20,33,0.232806
EleutherAI/pythia-6.9b@step70000,70000,f11_love,21,33,0.235040
EleutherAI/pythia-6.9b@step70000,70000,f11_love,22,33,0.251643
EleutherAI/pythia-6.9b@step70000,70000,f11_love,23,33,0.269573
EleutherAI/pythia-6.9b@step70000,70000,f11_love,24,33,0.288809
EleutherAI/pythia-6.9b@step70000,70000,f11_love,25,33,0.313788
EleutherAI/pythia-6.9b@step70000,70000,f11_love,26,33,0.330609
EleutherAI/pythia-6.9b@step70000,70000,f11_love,27,33,0.349073
EleutherAI/pythia-6.9b@step70000,70000,f11_love,28,33,0.367499
EleutherAI/pythia-6.9b@step70000,70000,f11_love,29,33,0.382165
EleutherAI/pythia-6.9b@step70000,70000,f11_love,30,33,0.393223
EleutherAI/pythia-6.9b@step70000,70000,f11_love,31,33,0.391650
EleutherAI/pythia-6.9b@step70000,70000,f11_love,32,33,0.543184
EleutherAI/pythia-6.9b@step70000,70000,f11_love_he,0,33,0.000000
EleutherAI/pythia-6.9b@step70000,70000,f11_love_he,1,33,0.046002
EleutherAI/pythia-6.9b@step70000,70000,f11_love_he,2,33,0.054619
EleutherAI/pythia-6.9b@step70000,70000,f11_love_he,3,33,0.063800
EleutherAI/pythia-6.9b@step70000,70000,f11_love_he,4,33,0.085366
EleutherAI/pythia-6.9b@step70000,70000,f11_love_he,5,33,0.114816
EleutherAI/pythia-6.9b@step70000,70000,f11_love_he,6,33,0.134527
EleutherAI/pythia-6.9b@step70000,70000,f11_love_he,7,33,0.145103
EleutherAI/pythia-6.9b@step70000,70000,f11_love_he,8,33,0.163444
EleutherAI/pythia-6.9b@step70000,70000,f11_love_he,9,33,0.167659
EleutherAI/pythia-6.9b@step70000,70000,f11_love_he,10,33,0.183086
EleutherAI/pythia-6.9b@step70000,70000,f11_love_he,11,33,0.192142
EleutherAI/pythia-6.9b@step70000,70000,f11_love_he,12,33,0.212659
EleutherAI/pythia-6.9b@step70000,70000,f11_love_he,13,33,0.218933
EleutherAI/pythia-6.9b@step70000,70000,f11_love_he,14,33,0.233106
EleutherAI/pythia-6.9b@step70000,70000,f11_love_he,15,33,0.260667
EleutherAI/pythia-6.9b@step70000,70000,f11_love_he,16,33,0.255804
EleutherAI/pythia-6.9b@step70000,70000,f11_love_he,17,33,0.260661
EleutherAI/pythia-6.9b@step70000,70000,f11_love_he,18,33,0.266545
EleutherAI/pythia-6.9b@step70000,70000,f11_love_he,19,33,0.267493
EleutherAI/pythia-6.9b@step70000,70000,f11_love_he,20,33,0.265115
EleutherAI/pythia-6.9b@step70000,70000,f11_love_he,21,33,0.266579
EleutherAI/pythia-6.9b@step70000,70000,f11_love_he,22,33,0.285334
EleutherAI/pythia-6.9b@step70000,70000,f11_love_he,23,33,0.303953
EleutherAI/pythia-6.9b@step70000,70000,f11_love_he,24,33,0.323318
EleutherAI/pythia-6.9b@step70000,70000,f11_love_he,25,33,0.349057
EleutherAI/pythia-6.9b@step70000,70000,f11_love_he,26,33,0.368499
EleutherAI/pythia-6.9b@step70000,70000,f11_love_he,27,33,0.388761
EleutherAI/pythia-6.9b@step70000,70000,f11_love_he,28,33,0.409939
EleutherAI/pythia-6.9b@step70000,70000,f11_love_he,29,33,0.427650
EleutherAI/pythia-6.9b@step70000,70000,f11_love_he,30,33,0.438591
EleutherAI/pythia-6.9b@step70000,70000,f11_love_he,31,33,0.438680
EleutherAI/pythia-6.9b@step70000,70000,f11_love_he,32,33,0.601697
EleutherAI/pythia-6.9b@step70000,70000,f11_loyal,0,33,0.000000
EleutherAI/pythia-6.9b@step70000,70000,f11_loyal,1,33,0.052385
EleutherAI/pythia-6.9b@step70000,70000,f11_loyal,2,33,0.057056
EleutherAI/pythia-6.9b@step70000,70000,f11_loyal,3,33,0.059995
EleutherAI/pythia-6.9b@step70000,70000,f11_loyal,4,33,0.079893
EleutherAI/pythia-6.9b@step70000,70000,f11_loyal,5,33,0.103250
EleutherAI/pythia-6.9b@step70000,70000,f11_loyal,6,33,0.114948
EleutherAI/pythia-6.9b@step70000,70000,f11_loyal,7,33,0.123499
EleutherAI/pythia-6.9b@step70000,70000,f11_loyal,8,33,0.133465
EleutherAI/pythia-6.9b@step70000,70000,f11_loyal,9,33,0.151405
EleutherAI/pythia-6.9b@step70000,70000,f11_loyal,10,33,0.169499
EleutherAI/pythia-6.9b@step70000,70000,f11_loyal,11,33,0.188087
EleutherAI/pythia-6.9b@step70000,70000,f11_loyal,12,33,0.206718
EleutherAI/pythia-6.9b@step70000,70000,f11_loyal,13,33,0.231140
EleutherAI/pythia-6.9b@step70000,70000,f11_loyal,14,33,0.227072
EleutherAI/pythia-6.9b@step70000,70000,f11_loyal,15,33,0.248993
EleutherAI/pythia-6.9b@step70000,70000,f11_loyal,16,33,0.240412
EleutherAI/pythia-6.9b@step70000,70000,f11_loyal,17,33,0.251534
EleutherAI/pythia-6.9b@step70000,70000,f11_loyal,18,33,0.248206
EleutherAI/pythia-6.9b@step70000,70000,f11_loyal,19,33,0.250722
EleutherAI/pythia-6.9b@step70000,70000,f11_loyal,20,33,0.245159
EleutherAI/pythia-6.9b@step70000,70000,f11_loyal,21,33,0.242841
EleutherAI/pythia-6.9b@step70000,70000,f11_loyal,22,33,0.250603
EleutherAI/pythia-6.9b@step70000,70000,f11_loyal,23,33,0.257244
EleutherAI/pythia-6.9b@step70000,70000,f11_loyal,24,33,0.268475
EleutherAI/pythia-6.9b@step70000,70000,f11_loyal,25,33,0.278896
EleutherAI/pythia-6.9b@step70000,70000,f11_loyal,26,33,0.290053
EleutherAI/pythia-6.9b@step70000,70000,f11_loyal,27,33,0.298831
EleutherAI/pythia-6.9b@step70000,70000,f11_loyal,28,33,0.307249
EleutherAI/pythia-6.9b@step70000,70000,f11_loyal,29,33,0.313888
EleutherAI/pythia-6.9b@step70000,70000,f11_loyal,30,33,0.318486
EleutherAI/pythia-6.9b@step70000,70000,f11_loyal,31,33,0.318598
EleutherAI/pythia-6.9b@step70000,70000,f11_loyal,32,33,0.457991
EleutherAI/pythia-6.9b@step70000,70000,f11_parent,0,33,0.000000
EleutherAI/pythia-6.9b@step70000,70000,f11_parent,1,33,0.028051
EleutherAI/pythia-6.9b@step70000,70000,f11_parent,2,33,0.029984
EleutherAI/pythia-6.9b@step70000,70000,f11_parent,3,33,0.031531
EleutherAI/pythia-6.9b@step70000,70000,f11_parent,4,33,0.038533
EleutherAI/pythia-6.9b@step70000,70000,f11_parent,5,33,0.042222
EleutherAI/pythia-6.9b@step70000,70000,f11_parent,6,33,0.044992
EleutherAI/pythia-6.9b@step70000,70000,f11_parent,7,33,0.053987
EleutherAI/pythia-6.9b@step70000,70000,f11_parent,8,33,0.055206
EleutherAI/pythia-6.9b@step70000,70000,f11_parent,9,33,0.057197
EleutherAI/pythia-6.9b@step70000,70000,f11_parent,10,33,0.056117
EleutherAI/pythia-6.9b@step70000,70000,f11_parent,11,33,0.062821
EleutherAI/pythia-6.9b@step70000,70000,f11_parent,12,33,0.068606
EleutherAI/pythia-6.9b@step70000,70000,f11_parent,13,33,0.089084
EleutherAI/pythia-6.9b@step70000,70000,f11_parent,14,33,0.106239
EleutherAI/pythia-6.9b@step70000,70000,f11_parent,15,33,0.106968
EleutherAI/pythia-6.9b@step70000,70000,f11_parent,16,33,0.114555
EleutherAI/pythia-6.9b@step70000,70000,f11_parent,17,33,0.109025
EleutherAI/pythia-6.9b@step70000,70000,f11_parent,18,33,0.114533
EleutherAI/pythia-6.9b@step70000,70000,f11_parent,19,33,0.123451
EleutherAI/pythia-6.9b@step70000,70000,f11_parent,20,33,0.119766
EleutherAI/pythia-6.9b@step70000,70000,f11_parent,21,33,0.112721
EleutherAI/pythia-6.9b@step70000,70000,f11_parent,22,33,0.112144
EleutherAI/pythia-6.9b@step70000,70000,f11_parent,23,33,0.110617
EleutherAI/pythia-6.9b@step70000,70000,f11_parent,24,33,0.112676
EleutherAI/pythia-6.9b@step70000,70000,f11_parent,25,33,0.116277
EleutherAI/pythia-6.9b@step70000,70000,f11_parent,26,33,0.118741
EleutherAI/pythia-6.9b@step70000,70000,f11_parent,27,33,0.122150
EleutherAI/pythia-6.9b@step70000,70000,f11_parent,28,33,0.124946
EleutherAI/pythia-6.9b@step70000,70000,f11_parent,29,33,0.127321
EleutherAI/pythia-6.9b@step70000,70000,f11_parent,30,33,0.127932
EleutherAI/pythia-6.9b@step70000,70000,f11_parent,31,33,0.128010
EleutherAI/pythia-6.9b@step70000,70000,f11_parent,32,33,0.191590
EleutherAI/pythia-6.9b@step70000,70000,f11_sensation,0,33,0.000000
EleutherAI/pythia-6.9b@step70000,70000,f11_sensation,1,33,0.052261
EleutherAI/pythia-6.9b@step70000,70000,f11_sensation,2,33,0.049281
EleutherAI/pythia-6.9b@step70000,70000,f11_sensation,3,33,0.054754
EleutherAI/pythia-6.9b@step70000,70000,f11_sensation,4,33,0.059836
EleutherAI/pythia-6.9b@step70000,70000,f11_sensation,5,33,0.068941
EleutherAI/pythia-6.9b@step70000,70000,f11_sensation,6,33,0.075482
EleutherAI/pythia-6.9b@step70000,70000,f11_sensation,7,33,0.081509
EleutherAI/pythia-6.9b@step70000,70000,f11_sensation,8,33,0.090584
EleutherAI/pythia-6.9b@step70000,70000,f11_sensation,9,33,0.096483
EleutherAI/pythia-6.9b@step70000,70000,f11_sensation,10,33,0.095584
EleutherAI/pythia-6.9b@step70000,70000,f11_sensation,11,33,0.105052
EleutherAI/pythia-6.9b@step70000,70000,f11_sensation,12,33,0.118048
EleutherAI/pythia-6.9b@step70000,70000,f11_sensation,13,33,0.144471
EleutherAI/pythia-6.9b@step70000,70000,f11_sensation,14,33,0.151342
EleutherAI/pythia-6.9b@step70000,70000,f11_sensation,15,33,0.187755
EleutherAI/pythia-6.9b@step70000,70000,f11_sensation,16,33,0.186023
EleutherAI/pythia-6.9b@step70000,70000,f11_sensation,17,33,0.194175
EleutherAI/pythia-6.9b@step70000,70000,f11_sensation,18,33,0.195207
EleutherAI/pythia-6.9b@step70000,70000,f11_sensation,19,33,0.197793
EleutherAI/pythia-6.9b@step70000,70000,f11_sensation,20,33,0.198809
EleutherAI/pythia-6.9b@step70000,70000,f11_sensation,21,33,0.206214
EleutherAI/pythia-6.9b@step70000,70000,f11_sensation,22,33,0.224592
EleutherAI/pythia-6.9b@step70000,70000,f11_sensation,23,33,0.242279
EleutherAI/pythia-6.9b@step70000,70000,f11_sensation,24,33,0.260603
EleutherAI/pythia-6.9b@step70000,70000,f11_sensation,25,33,0.279528
EleutherAI/pythia-6.9b@step70000,70000,f11_sensation,26,33,0.297971
EleutherAI/pythia-6.9b@step70000,70000,f11_sensation,27,33,0.313397
EleutherAI/pythia-6.9b@step70000,70000,f11_sensation,28,33,0.330755
EleutherAI/pythia-6.9b@step70000,70000,f11_sensation,29,33,0.344570
EleutherAI/pythia-6.9b@step70000,70000,f11_sensation,30,33,0.356867
EleutherAI/pythia-6.9b@step70000,70000,f11_sensation,31,33,0.362989
EleutherAI/pythia-6.9b@step70000,70000,f11_sensation,32,33,0.498910
EleutherAI/pythia-6.9b@step70000,70000,f11_species,0,33,0.000000
EleutherAI/pythia-6.9b@step70000,70000,f11_species,1,33,0.025391
EleutherAI/pythia-6.9b@step70000,70000,f11_species,2,33,0.046747
EleutherAI/pythia-6.9b@step70000,70000,f11_species,3,33,0.051609
EleutherAI/pythia-6.9b@step70000,70000,f11_species,4,33,0.058830
EleutherAI/pythia-6.9b@step70000,70000,f11_species,5,33,0.065357
EleutherAI/pythia-6.9b@step70000,70000,f11_species,6,33,0.086695
EleutherAI/pythia-6.9b@step70000,70000,f11_species,7,33,0.088176
EleutherAI/pythia-6.9b@step70000,70000,f11_species,8,33,0.090476
EleutherAI/pythia-6.9b@step70000,70000,f11_species,9,33,0.092245
EleutherAI/pythia-6.9b@step70000,70000,f11_species,10,33,0.088067
EleutherAI/pythia-6.9b@step70000,70000,f11_species,11,33,0.090697
EleutherAI/pythia-6.9b@step70000,70000,f11_species,12,33,0.099133
EleutherAI/pythia-6.9b@step70000,70000,f11_species,13,33,0.100977
EleutherAI/pythia-6.9b@step70000,70000,f11_species,14,33,0.118915
EleutherAI/pythia-6.9b@step70000,70000,f11_species,15,33,0.146137
EleutherAI/pythia-6.9b@step70000,70000,f11_species,16,33,0.146856
EleutherAI/pythia-6.9b@step70000,70000,f11_species,17,33,0.141693
EleutherAI/pythia-6.9b@step70000,70000,f11_species,18,33,0.141460
EleutherAI/pythia-6.9b@step70000,70000,f11_species,19,33,0.156793
EleutherAI/pythia-6.9b@step70000,70000,f11_species,20,33,0.158603
EleutherAI/pythia-6.9b@step70000,70000,f11_species,21,33,0.161291
EleutherAI/pythia-6.9b@step70000,70000,f11_species,22,33,0.177913
EleutherAI/pythia-6.9b@step70000,70000,f11_species,23,33,0.189354
EleutherAI/pythia-6.9b@step70000,70000,f11_species,24,33,0.204245
EleutherAI/pythia-6.9b@step70000,70000,f11_species,25,33,0.218199
EleutherAI/pythia-6.9b@step70000,70000,f11_species,26,33,0.230109
EleutherAI/pythia-6.9b@step70000,70000,f11_species,27,33,0.246934
EleutherAI/pythia-6.9b@step70000,70000,f11_species,28,33,0.260919
EleutherAI/pythia-6.9b@step70000,70000,f11_species,29,33,0.271642
EleutherAI/pythia-6.9b@step70000,70000,f11_species,30,33,0.278266
EleutherAI/pythia-6.9b@step70000,70000,f11_species,31,33,0.279734
EleutherAI/pythia-6.9b@step70000,70000,f11_species,32,33,0.397234
EleutherAI/pythia-6.9b@step70000,70000,f11_trust,0,33,0.000000
EleutherAI/pythia-6.9b@step70000,70000,f11_trust,1,33,0.050263
EleutherAI/pythia-6.9b@step70000,70000,f11_trust,2,33,0.052560
EleutherAI/pythia-6.9b@step70000,70000,f11_trust,3,33,0.057958
EleutherAI/pythia-6.9b@step70000,70000,f11_trust,4,33,0.075068
EleutherAI/pythia-6.9b@step70000,70000,f11_trust,5,33,0.090634
EleutherAI/pythia-6.9b@step70000,70000,f11_trust,6,33,0.106098
EleutherAI/pythia-6.9b@step70000,70000,f11_trust,7,33,0.117875
EleutherAI/pythia-6.9b@step70000,70000,f11_trust,8,33,0.132816
EleutherAI/pythia-6.9b@step70000,70000,f11_trust,9,33,0.136736
EleutherAI/pythia-6.9b@step70000,70000,f11_trust,10,33,0.137698
EleutherAI/pythia-6.9b@step70000,70000,f11_trust,11,33,0.135928
EleutherAI/pythia-6.9b@step70000,70000,f11_trust,12,33,0.146424
EleutherAI/pythia-6.9b@step70000,70000,f11_trust,13,33,0.159145
EleutherAI/pythia-6.9b@step70000,70000,f11_trust,14,33,0.162835
EleutherAI/pythia-6.9b@step70000,70000,f11_trust,15,33,0.183554
EleutherAI/pythia-6.9b@step70000,70000,f11_trust,16,33,0.183341
EleutherAI/pythia-6.9b@step70000,70000,f11_trust,17,33,0.183485
EleutherAI/pythia-6.9b@step70000,70000,f11_trust,18,33,0.184986
EleutherAI/pythia-6.9b@step70000,70000,f11_trust,19,33,0.184451
EleutherAI/pythia-6.9b@step70000,70000,f11_trust,20,33,0.179307
EleutherAI/pythia-6.9b@step70000,70000,f11_trust,21,33,0.180088
EleutherAI/pythia-6.9b@step70000,70000,f11_trust,22,33,0.187000
EleutherAI/pythia-6.9b@step70000,70000,f11_trust,23,33,0.193656
EleutherAI/pythia-6.9b@step70000,70000,f11_trust,24,33,0.200384
EleutherAI/pythia-6.9b@step70000,70000,f11_trust,25,33,0.205844
EleutherAI/pythia-6.9b@step70000,70000,f11_trust,26,33,0.214239
EleutherAI/pythia-6.9b@step70000,70000,f11_trust,27,33,0.218602
EleutherAI/pythia-6.9b@step70000,70000,f11_trust,28,33,0.224404
EleutherAI/pythia-6.9b@step70000,70000,f11_trust,29,33,0.228402
EleutherAI/pythia-6.9b@step70000,70000,f11_trust,30,33,0.231768
EleutherAI/pythia-6.9b@step70000,70000,f11_trust,31,33,0.231293
EleutherAI/pythia-6.9b@step70000,70000,f11_trust,32,33,0.341512
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty,0,33,0.000000
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty,1,33,0.052298
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty,2,33,0.062300
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty,3,33,0.066180
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty,4,33,0.078020
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty,5,33,0.093415
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty,6,33,0.130654
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty,7,33,0.142076
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty,8,33,0.145147
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty,9,33,0.146002
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty,10,33,0.145452
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty,11,33,0.145803
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty,12,33,0.159584
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty,13,33,0.181239
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty,14,33,0.203984
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty,15,33,0.231134
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty,16,33,0.235679
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty,17,33,0.249548
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty,18,33,0.260627
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty,19,33,0.263719
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty,20,33,0.267733
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty,21,33,0.275212
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty,22,33,0.295964
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty,23,33,0.318502
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty,24,33,0.340251
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty,25,33,0.363698
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty,26,33,0.379928
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty,27,33,0.400006
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty,28,33,0.422649
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty,29,33,0.435332
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty,30,33,0.445167
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty,31,33,0.444770
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty,32,33,0.610006
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty_ugly,0,33,0.000000
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty_ugly,1,33,0.052463
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty_ugly,2,33,0.055992
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty_ugly,3,33,0.058200
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty_ugly,4,33,0.070271
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty_ugly,5,33,0.084710
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty_ugly,6,33,0.110802
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty_ugly,7,33,0.125789
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty_ugly,8,33,0.130367
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty_ugly,9,33,0.130087
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty_ugly,10,33,0.130978
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty_ugly,11,33,0.125580
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty_ugly,12,33,0.135632
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty_ugly,13,33,0.151433
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty_ugly,14,33,0.163333
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty_ugly,15,33,0.176254
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty_ugly,16,33,0.180775
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty_ugly,17,33,0.186934
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty_ugly,18,33,0.193168
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty_ugly,19,33,0.196036
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty_ugly,20,33,0.195682
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty_ugly,21,33,0.197639
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty_ugly,22,33,0.207911
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty_ugly,23,33,0.219388
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty_ugly,24,33,0.228416
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty_ugly,25,33,0.239344
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty_ugly,26,33,0.246118
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty_ugly,27,33,0.256151
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty_ugly,28,33,0.270465
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty_ugly,29,33,0.279651
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty_ugly,30,33,0.287286
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty_ugly,31,33,0.288308
EleutherAI/pythia-6.9b@step71000,71000,f11_beauty_ugly,32,33,0.399963
EleutherAI/pythia-6.9b@step71000,71000,f11_captive,0,33,0.000000
EleutherAI/pythia-6.9b@step71000,71000,f11_captive,1,33,0.054788
EleutherAI/pythia-6.9b@step71000,71000,f11_captive,2,33,0.063692
EleutherAI/pythia-6.9b@step71000,71000,f11_captive,3,33,0.071866
EleutherAI/pythia-6.9b@step71000,71000,f11_captive,4,33,0.097826
EleutherAI/pythia-6.9b@step71000,71000,f11_captive,5,33,0.129371
EleutherAI/pythia-6.9b@step71000,71000,f11_captive,6,33,0.150883
EleutherAI/pythia-6.9b@step71000,71000,f11_captive,7,33,0.152557
EleutherAI/pythia-6.9b@step71000,71000,f11_captive,8,33,0.158423
EleutherAI/pythia-6.9b@step71000,71000,f11_captive,9,33,0.170660
EleutherAI/pythia-6.9b@step71000,71000,f11_captive,10,33,0.171450
EleutherAI/pythia-6.9b@step71000,71000,f11_captive,11,33,0.196636
EleutherAI/pythia-6.9b@step71000,71000,f11_captive,12,33,0.213865
