stratum,labeling,frm,to,fwd,rev,e_fwd,e_rev,reciprocal,p,bonferroni,frm_name,to_name
ALL,TOKEN,turned,cold,22,2,13,2,True,0.00738525390625,False,,
ALL,TOKEN,watched,cold,20,3,12,2,True,0.012939453125,False,,
ALL,TOKEN,cold,sat,5,6,5,5,True,1.0,False,,
ALL,TOKEN,went,cold,11,19,9,8,True,1.0,False,,
ALL,TOKEN,covered,discovered,20,4,10,3,True,0.09228515625,False,,
ALL,TOKEN,brought,under,16,5,9,5,True,0.4239501953125,False,,
ALL,TOKEN,returned,under,21,4,9,4,True,0.266845703125,False,,
ALL,TOKEN,sat,under,22,6,8,5,True,0.5810546875,False,,
ALL,TOKEN,dumped,pointed,12,13,7,4,True,0.548828125,False,,
ALL,TOKEN,dumped,stood,35,40,18,8,True,0.07551869750022888,False,,
ALL,TOKEN,dumped,turned,81,37,19,12,True,0.28104151505976915,False,,
ALL,TOKEN,dumped,waved,21,10,9,5,True,0.4239501953125,False,,
ALL,TOKEN,dumped,hung,10,4,6,4,True,0.75390625,False,,
ALL,TOKEN,scooped,gently,10,2,8,2,True,0.109375,False,,
ALL,TOKEN,not,caused,28,3,14,3,True,0.012725830078125,False,,
ALL,TOKEN,drove,escaped,32,12,14,6,True,0.11531829833984375,False,,
ALL,TOKEN,hit,escaped,23,7,9,6,True,0.6072387695312499,False,,
ALL,TOKEN,hit,not,8,11,8,4,True,0.3876953125,False,,
ALL,TOKEN,passed,escaped,8,8,7,6,True,1.0,False,,
ALL,TOKEN,passed,managed,30,8,11,7,True,0.480682373046875,False,,
ALL,TOKEN,smashed,only,17,1,11,1,True,0.00634765625,False,,
ALL,TOKEN,threw,only,36,2,17,2,True,0.000728607177734375,False,,
ALL,TOKEN,waited,warned,29,8,13,6,True,0.1670684814453125,False,,
ALL,TOKEN,watched,warned,27,23,14,13,True,1.0,False,,
ALL,TOKEN,hurled,swore,7,9,6,6,True,1.0,False,,
ALL,TOKEN,opened,hauled,15,5,9,3,True,0.14599609375,False,,
ALL,TOKEN,sat,hauled,19,5,8,5,True,0.5810546875,False,,
ALL,TOKEN,tossed,hauled,30,19,12,11,True,1.0,False,,
ALL,TOKEN,turned,off,25,9,10,6,True,0.454498291015625,False,,
ALL,TOKEN,opened,winked,40,0,10,0,False,0.001953125,False,,
ALL,TOKEN,slipped,winked,17,3,8,3,True,0.2265625,False,,
ALL,TOKEN,stepped,winked,15,5,10,4,True,0.1795654296875,False,,
ALL,TOKEN,jumped,barked,24,0,12,0,False,0.00048828125,False,,
ALL,TOKEN,jumped,explained,8,2,8,2,True,0.109375,False,,
ALL,TOKEN,jumped,patted,21,2,15,2,True,0.002349853515625,False,,
ALL,TOKEN,knocked,explained,13,7,9,3,True,0.14599609375,False,,
ALL,TOKEN,out,ordered,12,19,11,9,True,0.8238029479980469,False,,
ALL,TOKEN,stepped,barked,13,6,7,3,True,0.34375,False,,
ALL,TOKEN,tried,introduced,27,13,16,9,True,0.2295229434967041,False,,
ALL,TOKEN,after,rode,7,6,7,6,True,1.0,False,,
ALL,TOKEN,ate,gently,19,8,11,2,True,0.0224609375,False,,
ALL,TOKEN,blew,examined,41,11,18,3,True,0.0014896392822265625,False,,
ALL,TOKEN,stuffed,blew,26,3,7,3,True,0.34375,False,,
ALL,TOKEN,spread,fed,11,6,10,6,True,0.454498291015625,False,,
ALL,TOKEN,laid,snapped,37,12,13,10,True,0.6776394844055176,False,,
ALL,TOKEN,snapped,peered,12,3,9,3,True,0.14599609375,False,,
ALL,TOKEN,waved,down,12,18,7,7,True,1.0,False,,
ALL,TOKEN,their,pointed,15,9,9,6,True,0.6072387695312499,False,,
ALL,TOKEN,wondered,observed,47,8,16,3,True,0.004425048828125,False,,
ALL,TOKEN,knocked,warned,35,9,14,3,True,0.012725830078125,False,,
ALL,TOKEN,one,sat,21,11,10,8,True,0.8145294189453125,False,,
ALL,TOKEN,one,walked,31,12,13,8,True,0.38331031799316406,False,,
ALL,TOKEN,dropped,hissed,25,3,12,3,True,0.03515625,False,,
ALL,TOKEN,dropped,managed,51,8,16,2,True,0.001312255859375,False,,
ALL,TOKEN,dropped,rode,29,6,16,4,True,0.01181793212890625,False,,
ALL,TOKEN,pressed,winked,12,1,10,1,True,0.01171875,False,,
ALL,TOKEN,climbed,caught,23,3,11,2,True,0.0224609375,False,,
ALL,TOKEN,we,across,14,3,9,3,True,0.14599609375,False,,
ALL,TOKEN,we,back,15,6,11,3,True,0.057373046875,False,,
ALL,TOKEN,chest,pulled,11,14,8,7,True,1.0,False,,
ALL,TOKEN,left,keep,9,6,6,5,True,1.0,False,,
ALL,TOKEN,keep,the,27,7,11,5,True,0.210113525390625,False,,
ALL,TOKEN,keep,used,8,4,7,3,True,0.34375,False,,
ALL,TOKEN,rode,also,14,6,12,3,True,0.03515625,False,,
ALL,TOKEN,rode,even,7,9,6,6,True,1.0,False,,
ALL,TOKEN,ordered,rode,9,7,7,5,True,0.7744140625,False,,
ALL,TOKEN,stayed,also,18,17,14,12,True,0.8450189828872681,False,,
ALL,TOKEN,stayed,without,8,5,6,5,True,1.0,False,,
ALL,TOKEN,stood,without,11,6,7,4,True,0.548828125,False,,
ALL,TOKEN,gave,allow,11,11,8,7,True,1.0,False,,
ALL,TOKEN,have,allowed,8,7,6,6,True,1.0,False,,
ALL,TOKEN,keep,provided,25,5,16,4,True,0.01181793212890625,False,,
ALL,TOKEN,make,allowed,12,3,8,3,True,0.2265625,False,,
ALL,TOKEN,make,where,10,6,8,6,True,0.79052734375,False,,
ALL,TOKEN,so,where,7,3,7,3,True,0.34375,False,,
ALL,TOKEN,stand,had,13,14,10,6,True,0.454498291015625,False,,
ALL,TOKEN,left,stand,8,5,6,4,True,0.75390625,False,,
ALL,TOKEN,take,allowed,19,9,10,8,True,0.8145294189453125,False,,
ALL,TOKEN,gave,wait,16,5,9,2,True,0.0654296875,False,,
ALL,TOKEN,had,wait,17,3,9,2,True,0.0654296875,False,,
ALL,TOKEN,walk,a,28,46,16,13,True,0.711071103811264,False,,
ALL,TOKEN,watch,a,9,21,8,8,True,1.0,False,,
ALL,TOKEN,watch,gave,8,11,7,6,True,1.0,False,,
ALL,TOKEN,watch,let,12,7,8,4,True,0.3876953125,False,,
ALL,TOKEN,the,watch,18,10,13,7,True,0.26317596435546875,False,,
ALL,TOKEN,we,away,12,5,9,4,True,0.266845703125,False,,
ALL,TOKEN,joined,decided,13,5,6,4,True,0.75390625,False,,
ALL,TOKEN,so,hid,5,6,5,5,True,1.0,False,,
ALL,TOKEN,drove,two,16,3,12,3,True,0.03515625,False,,
ALL,TOKEN,two,quickly,21,3,11,3,True,0.057373046875,False,,
ALL,TOKEN,will,immediately,18,12,12,4,True,0.076812744140625,False,,
ALL,TOKEN,became,noticed,23,10,9,7,True,0.803619384765625,False,,
ALL,TOKEN,pulled,scribbled,35,9,12,5,True,0.143463134765625,False,,
ALL,TOKEN,decided,rummaged,14,9,9,4,True,0.266845703125,False,,
ALL,TOKEN,addressed,noticed,10,4,7,3,True,0.34375,False,,
ALL,TOKEN,tore,noticed,26,6,14,4,True,0.0308837890625,False,,
ALL,TOKEN,typed,groaned,8,3,8,3,True,0.2265625,False,,
ALL,TOKEN,announced,confirmed,23,3,9,2,True,0.0654296875,False,,
ALL,TOKEN,announced,noted,22,8,10,6,True,0.454498291015625,False,,
ALL,TOKEN,explained,noted,24,18,13,9,True,0.5234670639038086,False,,
ALL,TOKEN,passed,informed,6,5,6,4,True,0.75390625,False,,
ALL,TOKEN,passed,promptly,13,4,7,3,True,0.34375,False,,
ALL,TOKEN,informed,shook,31,13,11,8,True,0.6476058959960938,False,,
ALL,TOKEN,chose,proceeded,10,11,5,5,True,1.0,False,,
ALL,TOKEN,announced,determined,12,6,8,6,True,0.79052734375,False,,
ALL,TOKEN,knew,announced,8,13,7,7,True,1.0,False,,
ALL,TOKEN,followed,knew,20,10,10,7,True,0.629058837890625,False,,
ALL,TOKEN,stood,noted,14,4,9,4,True,0.266845703125,False,,
ALL,TOKEN,noticed,approached,21,19,11,11,True,1.0,False,,
ALL,TOKEN,picked,announced,16,8,11,5,True,0.210113525390625,False,,
ALL,TOKEN,read,directed,18,9,11,8,True,0.6476058959960938,False,,
ALL,TOKEN,realized,approached,12,9,7,7,True,1.0,False,,
ALL,TOKEN,realized,led,7,7,5,5,True,1.0,False,,
ALL,TOKEN,saw,directed,20,14,10,9,True,1.0,False,,
ALL,TOKEN,wrote,directed,14,10,7,4,True,0.548828125,False,,
ALL,TOKEN,cried,expressed,12,4,10,2,True,0.03857421875,False,,
ALL,TOKEN,hoped,noticed,12,10,9,5,True,0.4239501953125,False,,
ALL,TOKEN,hugged,noticed,11,5,10,5,True,0.30175781249999994,False,,
ALL,TOKEN,read,expressed,12,4,8,3,True,0.2265625,False,,
ALL,TOKEN,read,introduced,10,3,9,2,True,0.0654296875,False,,
ALL,TOKEN,saw,expressed,12,6,9,3,True,0.14599609375,False,,
ALL,TOKEN,watched,mentioned,12,2,9,2,True,0.0654296875,False,,
ALL,TOKEN,noticed,filed,15,12,11,10,True,1.0,False,,
ALL,TOKEN,noticed,rushed,22,16,8,8,True,1.0,False,,
ALL,TOKEN,rushed,realized,9,6,7,4,True,0.548828125,False,,
ALL,TOKEN,tore,realized,14,6,8,5,True,0.5810546875,False,,
ALL,TOKEN,saw,filed,48,6,21,6,True,0.005924612283706665,False,,
ALL,TOKEN,to,addressed,17,4,8,2,True,0.109375,False,,
ALL,TOKEN,entered,inserted,12,2,9,2,True,0.0654296875,False,,
ALL,TOKEN,ate,still,15,3,11,2,True,0.0224609375,False,,
ALL,TOKEN,changed,still,10,2,8,2,True,0.109375,False,,
ALL,TOKEN,showed,finally,12,4,12,3,True,0.03515625,False,,
ALL,TOKEN,prayed,checked,34,6,14,6,True,0.11531829833984375,False,,
ALL,TOKEN,all,clicked,26,8,10,7,True,0.629058837890625,False,,
ALL,TOKEN,posted,immediately,52,15,23,8,True,0.010673840530216694,False,,
ALL,TOKEN,were,immediately,21,4,7,3,True,0.34375,False,,
ALL,TOKEN,sold,demanded,11,5,8,4,True,0.3876953125,False,,
ALL,TOKEN,her,collected,31,6,8,5,True,0.5810546875,False,,
ALL,TOKEN,ordered,frowned,28,3,15,3,True,0.007537841796875,False,,
ALL,TOKEN,picked,shrugged,45,1,9,1,True,0.021484375,False,,
ALL,TOKEN,wrote,shrugged,41,0,12,0,False,0.00048828125,False,,
ALL,TOKEN,clicked,confirmed,20,4,13,4,True,0.049041748046875,False,,
ALL,TOKEN,received,confirmed,16,4,8,4,True,0.3876953125,False,,
ALL,TOKEN,deleted,proceeded,16,13,8,7,True,1.0,False,,
ALL,TOKEN,moved,some,17,5,9,5,True,0.4239501953125,False,,
ALL,TOKEN,removed,some,18,8,11,6,True,0.332305908203125,False,,
ALL,TOKEN,proceeded,tapped,17,3,9,2,True,0.0654296875,False,,
ALL,TOKEN,read,rang,8,5,6,5,True,1.0,False,,
ALL,TOKEN,answered,returned,6,5,6,5,True,1.0,False,,
ALL,TOKEN,returned,woke,8,5,6,4,True,0.75390625,False,,
ALL,TOKEN,she,answered,9,9,7,7,True,1.0,False,,
ALL,TOKEN,answered,discovered,14,0,10,0,False,0.001953125,False,,
ALL,TOKEN,could,searched,10,14,7,5,True,0.7744140625,False,,
ALL,TOKEN,checked,learned,34,17,15,11,True,0.557197093963623,False,,
ALL,TOKEN,replied,learned,20,8,11,7,True,0.480682373046875,False,,
ALL,TOKEN,typed,learned,10,5,7,3,True,0.34375,False,,
ALL,TOKEN,not,thanked,12,2,8,2,True,0.109375,False,,
ALL,TOKEN,ask,don't,29,36,16,12,True,0.5715881884098053,False,,
ALL,TOKEN,got,see,22,1,10,1,True,0.01171875,False,,
ALL,TOKEN,am,my,8,3,7,3,True,0.34375,False,,
ALL,TOKEN,need,my,7,3,7,3,True,0.34375,False,,
ALL,TOKEN,want,my,8,3,7,3,True,0.34375,False,,
ALL,TOKEN,tell,don't,21,8,15,5,True,0.04138946533203125,False,,
ALL,TOKEN,see,told,22,27,11,9,True,0.8238029479980469,False,,
ALL,TOKEN,hope,tried,21,7,14,6,True,0.11531829833984375,False,,
ALL,TOKEN,wanted,don't,12,16,8,8,True,1.0,False,,
ALL,TOKEN,hope,wanted,14,4,7,4,True,0.548828125,False,,
ALL,TOKEN,see,what,60,5,15,3,True,0.007537841796875,False,,
ALL,TOKEN,kissed,will,10,8,6,5,True,1.0,False,,
ALL,TOKEN,they,thank,9,1,9,1,True,0.021484375,False,,
ALL,TOKEN,took,think,31,8,17,5,True,0.01690053939819336,False,,
ALL,TOKEN,went,see,24,4,11,3,True,0.057373046875,False,,
ALL,TOKEN,talked,suddenly,26,1,12,1,True,0.00341796875,False,,
ALL,TOKEN,another,decided,21,8,8,7,True,1.0,False,,
ALL,TOKEN,on,demanded,34,8,11,6,True,0.332305908203125,False,,
ALL,TOKEN,then,accused,59,29,17,11,True,0.34492845088243484,False,,
ALL,TOKEN,took,accused,67,4,14,4,True,0.0308837890625,False,,
ALL,TOKEN,waited,mentioned,23,1,11,1,True,0.00634765625,False,,
ALL,TOKEN,went,accused,29,6,12,6,True,0.237884521484375,False,,
ALL,TOKEN,with,accused,12,1,9,1,True,0.021484375,False,,
ALL,TOKEN,bought,some,23,34,13,12,True,1.0,False,,
ALL,TOKEN,another,planned,8,4,6,4,True,0.75390625,False,,
ALL,TOKEN,returned,another,11,7,7,7,True,1.0,False,,
ALL,TOKEN,spent,another,14,10,9,6,True,0.6072387695312499,False,,
ALL,TOKEN,decided,planned,13,7,9,6,True,0.6072387695312499,False,,
ALL,TOKEN,wore,accidentally,31,0,17,0,False,1.52587890625e-05,False,,
ALL,TOKEN,wore,decided,9,6,6,4,True,0.75390625,False,,
ALL,TOKEN,began,insisted,26,10,10,7,True,0.629058837890625,False,,
ALL,TOKEN,started,insisted,20,12,8,6,True,0.79052734375,False,,
ALL,TOKEN,showed,eventually,9,5,6,5,True,1.0,False,,
ALL,TOKEN,forced,their,11,5,7,5,True,0.7744140625,False,,
ALL,TOKEN,proceeded,their,13,8,8,5,True,0.5810546875,False,,
ALL,TOKEN,showed,encouraged,19,2,9,2,True,0.0654296875,False,,
ALL,TOKEN,that,introduced,10,8,7,4,True,0.548828125,False,,
ALL,TOKEN,this,introduced,6,4,6,4,True,0.75390625,False,,
ALL,TOKEN,got,making,9,5,6,4,True,0.75390625,False,,
ALL,TOKEN,after,finally,27,14,14,10,True,0.5412561893463135,False,,
ALL,TOKEN,kept,exclaimed,23,14,9,3,True,0.14599609375,False,,
ALL,TOKEN,kept,finally,23,19,11,10,True,1.0,False,,
ALL,TOKEN,to,exclaimed,16,3,8,2,True,0.109375,False,,
ALL,TOKEN,only,disappeared,14,4,9,4,True,0.266845703125,False,,
ALL,TOKEN,taking,got,9,7,9,5,True,0.4239501953125,False,,
ALL,TOKEN,sat,while,19,6,6,6,True,1.0,False,,
ALL,TOKEN,walking,forgot,13,1,9,1,True,0.021484375,False,,
ALL,TOKEN,walking,left,11,3,7,3,True,0.34375,False,,
ALL,TOKEN,met,wanted,14,6,9,3,True,0.14599609375,False,,
ALL,TOKEN,an,has,13,6,9,4,True,0.266845703125,False,,
ALL,TOKEN,on,wore,44,3,16,2,True,0.001312255859375,False,,
ALL,TOKEN,tucked,wore,9,10,7,7,True,1.0,False,,
ALL,TOKEN,slipped,included,12,10,7,6,True,1.0,False,,
ALL,TOKEN,slipped,demanded,23,8,16,6,True,0.052478790283203125,False,,
ALL,TOKEN,stayed,handed,18,6,13,5,True,0.09625244140625,False,,
ALL,TOKEN,showed,reported,24,9,12,4,True,0.076812744140625,False,,
ALL,TOKEN,talked,reported,7,3,7,3,True,0.34375,False,,
ALL,TOKEN,talked,requested,9,5,8,5,True,0.5810546875,False,,
ALL,TOKEN,met,fell,9,9,8,6,True,0.79052734375,False,,
ALL,TOKEN,on,since,51,2,10,2,True,0.03857421875,False,,
ALL,TOKEN,about,expressed,24,5,12,3,True,0.03515625,False,,
ALL,TOKEN,its,at,13,9,9,6,True,0.6072387695312499,False,,
ALL,TOKEN,about,added,24,14,11,7,True,0.480682373046875,False,,
ALL,TOKEN,added,of,25,19,13,9,True,0.5234670639038086,False,,
ALL,TOKEN,many,shared,17,1,9,1,True,0.021484375,False,,
ALL,TOKEN,added,shared,83,21,22,15,True,0.3240086000878364,False,,
ALL,TOKEN,followed,shared,22,1,14,1,True,0.0009765625,False,,
ALL,TOKEN,revealed,encouraged,6,6,6,4,True,0.75390625,False,,
ALL,TOKEN,revealed,shared,12,3,9,2,True,0.0654296875,False,,
ALL,TOKEN,followed,wanted,12,5,8,5,True,0.5810546875,False,,
ALL,TOKEN,broke,expressed,7,5,7,4,True,0.548828125,False,,
ALL,TOKEN,moved,claimed,50,17,20,6,True,0.009355306625366211,False,,
ALL,TOKEN,immediately,suddenly,11,14,7,7,True,1.0,False,,
ALL,TOKEN,explained,broke,14,12,8,7,True,1.0,False,,
ALL,TOKEN,stated,requested,8,4,7,3,True,0.34375,False,,
ALL,TOKEN,people,let,18,9,12,5,True,0.143463134765625,False,,
ALL,TOKEN,added,someone,20,2,8,2,True,0.109375,False,,
ALL,TOKEN,one,let,40,14,15,9,True,0.30745625495910645,False,,
ALL,TOKEN,offered,mentioned,33,0,13,0,False,0.000244140625,False,,
ALL,TOKEN,promised,mentioned,17,0,10,0,False,0.001953125,False,,
ALL,TOKEN,people,revealed,21,2,9,2,True,0.0654296875,False,,
ALL,TOKEN,one,wrote,14,11,10,8,True,0.8145294189453125,False,,
ALL,TOKEN,urged,shared,22,2,16,2,True,0.001312255859375,False,,
ALL,TOKEN,walked,instead,17,3,11,3,True,0.057373046875,False,,
ALL,TOKEN,how,included,20,1,9,1,True,0.021484375,False,,
ALL,TOKEN,handed,how,9,13,8,8,True,1.0,False,,
ALL,TOKEN,later,planned,26,6,12,4,True,0.076812744140625,False,,
ALL,TOKEN,so,hoped,20,6,11,3,True,0.057373046875,False,,
ALL,TOKEN,so,planned,7,4,6,4,True,0.75390625,False,,
ALL,TOKEN,to,planned,32,2,12,2,True,0.012939453125,False,,
ALL,TOKEN,did,insisted,39,11,10,8,True,0.8145294189453125,False,,
ALL,TOKEN,on,insisted,19,3,9,3,True,0.14599609375,False,,
ALL,TOKEN,on,wanted,27,3,14,2,True,0.004180908203125,False,,
ALL,TOKEN,to,insisted,43,7,9,6,True,0.6072387695312499,False,,
ALL,TOKEN,went,insisted,36,5,13,3,True,0.021270751953125,False,,
ALL,TOKEN,added,while,15,2,8,2,True,0.109375,False,,
ALL,TOKEN,about,he,30,24,16,13,True,0.711071103811264,False,,
ALL,TOKEN,paid,packed,14,2,10,1,True,0.01171875,False,,
ALL,TOKEN,stated,decided,17,5,8,4,True,0.3876953125,False,,
ALL,TOKEN,with,stated,15,2,8,2,True,0.109375,False,,
ALL,TOKEN,delivered,presented,30,11,18,10,True,0.1849333420395851,False,,
ALL,TOKEN,mailed,held,22,5,12,5,True,0.143463134765625,False,,
ALL,TOKEN,mailed,presented,29,0,12,0,False,0.00048828125,False,,
ALL,TOKEN,mailed,began,24,12,12,9,True,0.6636238098144531,False,,
ALL,TOKEN,promised,included,20,3,9,3,True,0.14599609375,False,,
ALL,TOKEN,moved,became,19,12,12,9,True,0.6636238098144531,False,,
ALL,TOKEN,moved,shared,32,2,14,2,True,0.004180908203125,False,,
ALL,TOKEN,brought,submitted,57,6,18,4,True,0.004343509674072266,False,,
ALL,TOKEN,submitted,shared,10,2,9,2,True,0.0654296875,False,,
ALL,TOKEN,check,later,11,3,7,3,True,0.34375,False,,
ALL,TOKEN,deposited,use,9,8,8,5,True,0.5810546875,False,,
ALL,TOKEN,withdraw,he,18,12,10,8,True,0.8145294189453125,False,,
ALL,TOKEN,withdraw,used,14,1,10,1,True,0.01171875,False,,
ALL,TOKEN,buy,did,6,6,5,5,True,1.0,False,,
ALL,TOKEN,buy,later,12,3,9,2,True,0.0654296875,False,,
ALL,TOKEN,buy,then,14,1,10,1,True,0.01171875,False,,
ALL,TOKEN,pay,then,58,9,19,7,True,0.028959274291992188,False,,
ALL,TOKEN,flipped,secured,16,4,6,4,True,0.75390625,False,,
ALL,TOKEN,nodded,secured,9,5,7,5,True,0.7744140625,False,,
ALL,TOKEN,pressed,scribbled,11,8,10,6,True,0.454498291015625,False,,
ALL,TOKEN,stamped,pressed,16,3,11,1,True,0.00634765625,False,,
ALL,TOKEN,stamped,read,9,3,7,3,True,0.34375,False,,
ALL,TOKEN,claimed,immediately,39,20,14,11,True,0.6900379657745361,False,,
ALL,TOKEN,claimed,noticed,17,10,9,8,True,1.0,False,,
ALL,TOKEN,filed,added,27,13,15,6,True,0.0783538818359375,False,,
ALL,TOKEN,filed,included,18,2,9,1,True,0.021484375,False,,
ALL,TOKEN,added,recorded,16,5,11,5,True,0.210113525390625,False,,
ALL,TOKEN,on,served,25,1,15,1,True,0.000518798828125,False,,
ALL,TOKEN,paid,finally,22,8,14,6,True,0.11531829833984375,False,,
ALL,TOKEN,snatched,discovered,12,6,8,3,True,0.2265625,False,,
ALL,TOKEN,set,eventually,14,7,10,6,True,0.454498291015625,False,,
ALL,TOKEN,tossed,eventually,7,3,7,3,True,0.34375,False,,
ALL,TOKEN,picked,confirmed,17,2,13,2,True,0.00738525390625,False,,
ALL,TOKEN,discovered,forgot,10,15,9,8,True,1.0,False,,
ALL,TOKEN,an,discovered,9,6,6,4,True,0.75390625,False,,
ALL,TOKEN,an,realized,12,3,10,2,True,0.03857421875,False,,
ALL,TOKEN,proceeded,counted,11,5,8,5,True,0.5810546875,False,,
ALL,TOKEN,withdrew,counted,10,9,7,7,True,1.0,False,,
ALL,TOKEN,filled,determined,10,4,7,4,True,0.548828125,False,,
ALL,TOKEN,finally,talked,6,8,6,5,True,1.0,False,,
ALL,TOKEN,an,came,25,6,10,4,True,0.1795654296875,False,,
ALL,TOKEN,grabbed,only,18,0,10,0,False,0.001953125,False,,
ALL,TOKEN,deleted,finally,9,3,9,3,True,0.14599609375,False,,
ALL,TOKEN,placed,only,11,2,8,2,True,0.109375,False,,
ALL,TOKEN,dragged,inserted,22,4,12,4,True,0.076812744140625,False,,
ALL,TOKEN,quickly,shuffled,26,17,8,6,True,0.79052734375,False,,
ALL,TOKEN,shook,changed,13,19,8,6,True,0.79052734375,False,,
ALL,TOKEN,i,popped,28,4,11,3,True,0.057373046875,False,,
ALL,TOKEN,proceeded,hoped,19,12,9,6,True,0.6072387695312499,False,,
ALL,TOKEN,showed,hurried,43,7,12,4,True,0.076812744140625,False,,
ALL,TOKEN,wrote,hurried,74,12,17,9,True,0.16863754391670227,False,,
ALL,TOKEN,settled,hoped,11,4,6,4,True,0.75390625,False,,
ALL,TOKEN,a,dashed,125,10,17,5,True,0.01690053939819336,False,,
ALL,TOKEN,came,dashed,49,3,13,3,True,0.021270751953125,False,,
ALL,TOKEN,marched,scanned,17,0,10,0,False,0.001953125,False,,
ALL,TOKEN,returned,dashed,84,11,16,3,True,0.004425048828125,False,,
ALL,TOKEN,wore,looked,25,35,14,11,True,0.6900379657745361,False,,
ALL,TOKEN,bought,pressed,38,6,14,5,True,0.063568115234375,False,,
ALL,TOKEN,counted,flicked,14,4,8,4,True,0.3876953125,False,,
ALL,TOKEN,laid,shrugged,22,2,8,2,True,0.109375,False,,
ALL,TOKEN,shrugged,slid,10,18,7,6,True,1.0,False,,
ALL,TOKEN,replaced,retrieved,21,7,11,6,True,0.332305908203125,False,,
ALL,TOKEN,snatched,tucked,8,7,6,5,True,1.0,False,,
ALL,TOKEN,played,handed,20,17,11,8,True,0.6476058959960938,False,,
ALL,TOKEN,punched,read,15,3,11,3,True,0.057373046875,False,,
ALL,TOKEN,tossed,rested,9,6,6,4,True,0.75390625,False,,
ALL,TOKEN,hung,inserted,14,2,10,2,True,0.03857421875,False,,
ALL,TOKEN,popped,nodded,7,6,6,5,True,1.0,False,,
ALL,TOKEN,shook,inserted,27,2,15,2,True,0.002349853515625,False,,
ALL,TOKEN,inserted,whispered,12,8,11,4,True,0.11846923828124999,False,,
ALL,TOKEN,plugged,whispered,8,4,7,3,True,0.34375,False,,
ALL,TOKEN,carried,inserted,24,7,11,3,True,0.057373046875,False,,
ALL,TOKEN,snapped,studied,15,8,8,5,True,0.5810546875,False,,
ALL,TOKEN,laid,strode,32,5,9,4,True,0.266845703125,False,,
ALL,TOKEN,aimed,glanced,12,9,7,4,True,0.548828125,False,,
ALL,TOKEN,struck,glanced,20,3,12,3,True,0.03515625,False,,
ALL,TOKEN,struck,slid,32,14,15,9,True,0.30745625495910645,False,,
ALL,TOKEN,added,peered,16,3,9,3,True,0.14599609375,False,,
ALL,TOKEN,wrote,onto,13,3,10,3,True,0.09228515625,False,,
ALL,TOKEN,picked,applied,11,6,9,6,True,0.6072387695312499,False,,
ALL,TOKEN,rubbed,decided,24,9,7,6,True,1.0,False,,
ALL,TOKEN,touched,decided,17,3,12,3,True,0.03515625,False,,
ALL,TOKEN,played,painted,8,4,7,4,True,0.548828125,False,,
ALL,TOKEN,bought,dashed,36,7,12,3,True,0.03515625,False,,
ALL,TOKEN,called,dashed,62,5,14,5,True,0.063568115234375,False,,
ALL,TOKEN,drove,dashed,50,6,14,4,True,0.0308837890625,False,,
ALL,TOKEN,shook,bought,13,9,7,6,True,1.0,False,,
ALL,TOKEN,proceeded,snatched,24,4,10,2,True,0.03857421875,False,,
ALL,TOKEN,in,bought,39,15,18,8,True,0.07551869750022888,False,,
ALL,TOKEN,in,emptied,15,5,12,5,True,0.143463134765625,False,,
ALL,TOKEN,dropped,dug,19,10,10,5,True,0.30175781249999994,False,,
ALL,TOKEN,searched,even,8,3,7,3,True,0.34375,False,,
ALL,TOKEN,there,through,16,7,11,5,True,0.210113525390625,False,,
ALL,TOKEN,ate,entered,9,9,6,4,True,0.75390625,False,,
ALL,TOKEN,became,collapsed,11,4,8,4,True,0.3876953125,False,,
ALL,TOKEN,became,locked,15,2,9,2,True,0.0654296875,False,,
ALL,TOKEN,entered,drank,10,8,9,5,True,0.4239501953125,False,,
ALL,TOKEN,slept,shut,31,11,15,6,True,0.0783538818359375,False,,
ALL,TOKEN,grabbed,stayed,22,12,11,6,True,0.332305908203125,False,,
ALL,TOKEN,stayed,immediately,28,11,14,5,True,0.063568115234375,False,,
ALL,TOKEN,stayed,into,10,10,8,5,True,0.5810546875,False,,
ALL,TOKEN,stayed,shut,8,9,5,5,True,1.0,False,,
ALL,TOKEN,drank,realized,9,5,7,4,True,0.548828125,False,,
ALL,TOKEN,killed,noticed,48,1,14,1,True,0.0009765625,False,,
ALL,TOKEN,unlocked,proceeded,12,13,7,5,True,0.7744140625,False,,
ALL,TOKEN,stole,paused,30,1,10,1,True,0.01171875,False,,
ALL,TOKEN,proceeded,planted,18,12,12,4,True,0.076812744140625,False,,
ALL,TOKEN,checked,demanded,12,10,7,7,True,1.0,False,,
ALL,TOKEN,settled,collapsed,13,6,7,5,True,0.7744140625,False,,
ALL,TOKEN,slept,slammed,15,1,9,1,True,0.021484375,False,,
ALL,TOKEN,jumped,spent,15,4,10,3,True,0.09228515625,False,,
ALL,TOKEN,talked,peered,17,1,10,1,True,0.01171875,False,,
ALL,TOKEN,raped,fell,22,5,6,4,True,0.75390625,False,,
ALL,TOKEN,attacked,knocked,30,13,10,4,True,0.1795654296875,False,,
ALL,TOKEN,slept,parked,15,1,10,1,True,0.01171875,False,,
ALL,TOKEN,approached,observed,7,5,6,4,True,0.75390625,False,,
ALL,TOKEN,created,immediately,11,11,9,4,True,0.266845703125,False,,
ALL,TOKEN,removed,created,15,5,9,4,True,0.266845703125,False,,
ALL,TOKEN,recorded,pulled,7,10,7,7,True,1.0,False,,
