cell,prompt,usas,mean_excess,n_obs
UNMARKED,The clinic nurse checked the labels on his allergy medication and,A9,0.1617065294511379,2988
UNMARKED,The clinic nurse checked the labels on his allergy medication and,Z8mfn,-0.18206859872611464,314
UNMARKED,The clinic nurse checked the labels on his allergy medication and,Q3,0.2807384210526316,38
UNMARKED,The clinic nurse checked the labels on his allergy medication and,N1,0.4112195277207391,487
UNMARKED,The clinic nurse checked the labels on his allergy medication and,O1,-0.014082499999999975,152
UNMARKED,The clinic nurse checked the labels on his allergy medication and,M6,-0.05612933579335788,271
UNMARKED,The clinic nurse checked the labels on his allergy medication and,Z8mf,-0.23570588100686504,437
UNMARKED,The clinic nurse checked the labels on his allergy medication and,M1,-0.15062834558823532,272
UNMARKED,The clinic nurse checked the labels on his allergy medication and,S7.1,0.030657275641025654,312
UNMARKED,The clinic nurse checked the labels on his allergy medication and,Z8,0.044147166123778475,307
UNMARKED,The clinic nurse checked the labels on his allergy medication and,B3,0.22361051304732416,2261
UNMARKED,The clinic nurse checked the labels on his allergy medication and,N4,0.4753242628205129,312
UNMARKED,The clinic nurse checked the labels on his allergy medication and,Q2.2,0.3291484771033014,939
UNMARKED,The clinic nurse checked the labels on his allergy medication and,F1,0.009091212121212165,132
UNMARKED,The clinic nurse checked the labels on his allergy medication and,A2.1,-0.08915662790697679,86
UNMARKED,The clinic nurse checked the labels on his allergy medication and,T3,0.28258278606965176,201
UNMARKED,The clinic nurse checked the labels on his allergy medication and,O2,0.22621514492753622,276
UNMARKED,The clinic nurse checked the labels on his allergy medication and,E5,-0.3164495454545455,22
UNMARKED,The clinic nurse checked the labels on his allergy medication and,A5.1,0.5056497886178862,615
UNMARKED,The clinic nurse checked the labels on his allergy medication and,A1.5.1,0.4778893269230768,104
UNMARKED,The clinic nurse checked the labels on his allergy medication and,X2.2,0.20797205955334988,403
UNMARKED,The clinic nurse checked the labels on his allergy medication and,A2.2,-0.05561846153846151,130
UNMARKED,The clinic nurse checked the labels on his allergy medication and,A1.1.1,0.03755413675213676,585
UNMARKED,The clinic nurse checked the labels on his allergy medication and,Z6,-0.015946814159292097,226
UNMARKED,The clinic nurse checked the labels on his allergy medication and,Z7,-0.12385720430107523,372
UNMARKED,The clinic nurse checked the labels on his allergy medication and,G3,0.2655913580246913,81
UNMARKED,The clinic nurse checked the labels on his allergy medication and,G2.2,0.16210818627450982,204
UNMARKED,The clinic nurse checked the labels on his allergy medication and,X2.5,0.05341801470588235,272
UNMARKED,The clinic nurse checked the labels on his allergy medication and,A11.1,0.06365681249999999,160
UNMARKED,The clinic nurse checked the labels on his allergy medication and,E3,0.27247379310344827,116
UNMARKED,The clinic nurse checked the labels on his allergy medication and,S3.2,0.3162249261083744,203
UNMARKED,The clinic nurse checked the labels on his allergy medication and,A5.3,0.3774718201754387,456
UNMARKED,The clinic nurse checked the labels on his allergy medication and,Z8f,0.3326401086956522,460
UNMARKED,The clinic nurse checked the labels on his allergy medication and,N5.1,0.4288034326018809,638
UNMARKED,The clinic nurse checked the labels on his allergy medication and,X2.1,0.29095453125,64
UNMARKED,The clinic nurse checked the labels on his allergy medication and,Q1.2,0.3018431221719457,221
UNMARKED,The clinic nurse checked the labels on his allergy medication and,A4.1,0.05785714285714287,21
UNMARKED,The clinic nurse checked the labels on his allergy medication and,N5,0.5605852941176471,323
UNMARKED,The clinic nurse checked the labels on his allergy medication and,Z3,0.6121849802371542,253
UNMARKED,The clinic nurse checked the labels on his allergy medication and,S8,0.4563466666666667,96
UNMARKED,The clinic nurse checked the labels on his allergy medication and,T1.3,0.2462653543307087,127
UNMARKED,The clinic nurse checked the labels on his allergy medication and,A6.1,0.28324027586206896,290
UNMARKED,The clinic nurse checked the labels on his allergy medication and,Z1mf,-0.15790696428571432,56
UNMARKED,The clinic nurse checked the labels on his allergy medication and,X7,0.7382635000000001,20
UNMARKED,The clinic nurse checked the labels on his allergy medication and,Z3c,-0.028391774193548394,124
UNMARKED,The clinic nurse checked the labels on his allergy medication and,F3,0.30258202020202024,99
UNMARKED,The clinic nurse checked the labels on his allergy medication and,B1,0.30603538834951455,206
UNMARKED,The clinic nurse checked the labels on his allergy medication and,X5.1,-0.5200757142857144,42
UNMARKED,The clinic nurse checked the labels on his allergy medication and,Z3fn,0.44669396551724144,58
UNMARKED,The clinic nurse checked the labels on his allergy medication and,B3c,-0.6818979069767441,43
UNMARKED,The clinic nurse checked the labels on his allergy medication and,X6,0.22871891891891888,37
UNMARKED,The clinic nurse checked the labels on his allergy medication and,A7,0.10765479136690648,695
UNMARKED,The clinic nurse checked the labels on his allergy medication and,T1.1.1,0.20465375000000002,40
UNMARKED,The clinic nurse checked the labels on his allergy medication and,E6,0.3972927118644068,59
UNMARKED,The clinic nurse checked the labels on his allergy medication and,L2mfn,-0.04053205128205142,39
UNMARKED,The clinic nurse checked the labels on his allergy medication and,X4.1,0.03258508474576275,59
UNMARKED,The clinic nurse checked the labels on his allergy medication and,A13,0.6129014893617021,47
UNMARKED,The clinic nurse checked the labels on his allergy medication and,F4,0.3329909333333334,75
UNMARKED,The clinic nurse checked the labels on his allergy medication and,T2,0.19292099999999993,70
UNMARKED,The clinic nurse checked the labels on his allergy medication and,L3,0.7901067999999999,50
UNMARKED,The clinic nurse checked the labels on his allergy medication and,A13.4,-0.017652619047619045,42
UNMARKED,The clinic nurse checked the labels on his allergy medication and,A8,0.3206399999999999,47
UNMARKED,The clinic nurse checked the labels on his allergy medication and,M2,0.13310543010752687,372
UNMARKED,The clinic nurse checked the labels on his allergy medication and,O4.3,0.32108973684210534,38
UNMARKED,The clinic nurse checked the labels on his allergy medication and,T1.1.2,1.2672751515151517,33
UNMARKED,The clinic nurse checked the labels on his allergy medication and,N6,0.809899534883721,43
UNMARKED,The clinic nurse checked the labels on his allergy medication and,X2.4,0.05753135135135135,37
UNMARKED,The clinic nurse checked the labels on his allergy medication and,E2,-0.2720006451612903,31
UNMARKED,The clinic nurse checked the labels on his allergy medication and,X8,0.22054222222222217,27
UNMARKED,The clinic nurse checked the labels on his allergy medication and,A4.2,2.145112380952381,21
UNMARKED,The clinic nurse checked the labels on his allergy medication and,K5.1,0.01522357142857159,28
UNMARKED,The clinic nurse checked the labels on his allergy medication and,A13.3,0.7050241379310346,29
UNMARKED,The clinic nurse checked the labels on his allergy medication and,E4.1,0.2424007999999999,25
UNMARKED,The clinic nurse checked the labels on his allergy medication and,O4.4,-0.002290000000000103,20
UNMARKED,The clinic nurse checked the labels on his allergy medication and,S7.4,-0.11866296296296294,27
UNMARKED,He spent his own half of the rent money and,A9,0.10144199061662197,4476
UNMARKED,He spent his own half of the rent money and,N5,0.1516713132851161,5254
UNMARKED,He spent his own half of the rent money and,Z5,0.02557936901279184,17433
UNMARKED,He spent his own half of the rent money and,Z8,-0.08196692789968656,319
UNMARKED,He spent his own half of the rent money and,A3,0.07127700389105057,514
UNMARKED,He spent his own half of the rent money and,M1,0.15679100200400803,499
UNMARKED,He spent his own half of the rent money and,Z8m,0.136467561352657,5175
UNMARKED,He spent his own half of the rent money and,S3.1,0.6348882258064517,558
UNMARKED,He spent his own half of the rent money and,S4m,0.2196371806167401,227
UNMARKED,He spent his own half of the rent money and,N4,0.21420525862068965,464
UNMARKED,He spent his own half of the rent money and,I1.2,0.194635504305043,1626
UNMARKED,He spent his own half of the rent money and,I2.2,0.04395418666666666,1875
UNMARKED,He spent his own half of the rent money and,I1,0.10480591606960084,1954
UNMARKED,He spent his own half of the rent money and,E3,0.20527527306967985,531
UNMARKED,He spent his own half of the rent money and,T2,0.31171844036697244,218
UNMARKED,He spent his own half of the rent money and,I1.1,0.14952988015978697,751
UNMARKED,He spent his own half of the rent money and,A6.1,0.07529788563829787,3760
UNMARKED,He spent his own half of the rent money and,S4f,-0.07025202614379086,306
UNMARKED,He spent his own half of the rent money and,S4,-1.001779593639576,566
UNMARKED,He spent his own half of the rent money and,A10,0.47575909090909096,99
UNMARKED,He spent his own half of the rent money and,T3,0.4721648275862068,58
UNMARKED,He spent his own half of the rent money and,A13.3,0.16027353535353536,99
UNMARKED,He spent his own half of the rent money and,Z7,1.6612383707865168,178
UNMARKED,He spent his own half of the rent money and,S8,0.7741266350710899,211
UNMARKED,He spent his own half of the rent money and,F1,1.272973481012658,474
UNMARKED,He spent his own half of the rent money and,H4,0.717774674556213,338
UNMARKED,He spent his own half of the rent money and,Z3c,0.1653563428571429,175
UNMARKED,He spent his own half of the rent money and,S1.1.2,0.25446247058823535,170
UNMARKED,He spent his own half of the rent money and,A1.5.2,1.722614565217391,46
UNMARKED,He spent his own half of the rent money and,I1.3,0.1530167415730337,89
UNMARKED,He spent his own half of the rent money and,M6,1.407518888888889,108
UNMARKED,He spent his own half of the rent money and,N6,1.2370261111111112,36
UNMARKED,He spent his own half of the rent money and,A13,0.8210779611650487,103
UNMARKED,He spent his own half of the rent money and,X7,0.019702424242424223,33
UNMARKED,He spent his own half of the rent money and,S7.1,0.5681797910447761,335
UNMARKED,He spent his own half of the rent money and,F2,0.679864918032787,61
UNMARKED,He spent his own half of the rent money and,Q2.2,-0.03934510526315792,380
UNMARKED,He spent his own half of the rent money and,Z8f,-0.09885123786407767,412
UNMARKED,He spent his own half of the rent money and,Y2,0.18253502463054186,203
UNMARKED,He spent his own half of the rent money and,S4c,-0.23048895522388071,67
UNMARKED,He spent his own half of the rent money and,Z8mf,0.1677265,420
UNMARKED,He spent his own half of the rent money and,A5.1,0.2046125699300699,572
UNMARKED,He spent his own half of the rent money and,I4,-1.0393615,20
UNMARKED,He spent his own half of the rent money and,Q2.1,0.3055717647058823,85
UNMARKED,He spent his own half of the rent money and,Z6,0.9457910377358489,106
UNMARKED,He spent his own half of the rent money and,X9.1,0.30009111111111125,36
UNMARKED,He spent his own half of the rent money and,N5.1,0.36676159999999997,100
UNMARKED,He spent his own half of the rent money and,S3.2,0.4528648979591836,196
UNMARKED,He spent his own half of the rent money and,A11.1,1.66087625,32
UNMARKED,He spent his own half of the rent money and,Z8mfn,0.19249113636363632,44
UNMARKED,He spent his own half of the rent money and,Q1.2,-0.07439551724137931,29
UNMARKED,He spent his own half of the rent money and,A13.4,0.06882571428571421,28
UNMARKED,He spent his own half of the rent money and,A1.1.1,0.38633694444444444,180
UNMARKED,He spent his own half of the rent money and,M2,0.2954351641137855,457
UNMARKED,He spent his own half of the rent money and,T1.3,0.71450623655914,93
UNMARKED,He spent his own half of the rent money and,N1,0.1505231250000001,32
UNMARKED,He spent his own half of the rent money and,A1.5.1,0.07975447876447876,259
UNMARKED,He spent his own half of the rent money and,Z3,-0.28270691176470586,136
UNMARKED,He spent his own half of the rent money and,T1.1.3,0.8331999999999998,23
UNMARKED,He spent his own half of the rent money and,Z2,0.44356952380952386,21
UNMARKED,He spent his own half of the rent money and,M3fn,0.7064449999999999,46
UNMARKED,He spent his own half of the rent money and,B5,0.6484734883720931,43
UNMARKED,He spent his own half of the rent money and,H1,1.7005844117647062,34
UNMARKED,He spent his own half of the rent money and,A12,1.1878165217391305,23
UNMARKED,He spent his own half of the rent money and,T1,-0.06695900000000003,20
UNMARKED,He spent his own half of the rent money and,X8,-0.013852222222222235,27
UNMARKED,He spent his own half of the rent money and,A7,0.36124364705882356,85
UNMARKED,He spent his own half of the rent money and,X9.2,-0.3022472499999999,40
UNMARKED,He spent his own half of the rent money and,S7.4,0.2557757142857144,28
UNMARKED,He spent his own half of the rent money and,A14,0.29123444444444435,36
UNMARKED,He spent his own half of the rent money and,X6,0.2753196551724137,29
UNMARKED,He spent his own half of the rent money and,W4,0.7775016129032258,31
UNMARKED,He spent his own half of the rent money and,I3.1,-0.03680709677419353,31
MARKED,He dug into the burial mound and,A10,0.0319432557735718,5759
MARKED,He dug into the burial mound and,Z5,0.05328589398481851,15677
MARKED,He dug into the burial mound and,H2,0.8088478260869565,23
MARKED,He dug into the burial mound and,N5.1,0.39276822674418604,344
MARKED,He dug into the burial mound and,T3,0.3305956852248394,934
MARKED,He dug into the burial mound and,N5.2,0.37204824249165735,899
MARKED,He dug into the burial mound and,Z8,0.15736343093093094,1332
MARKED,He dug into the burial mound and,A8,-0.053030958373668946,1033
MARKED,He dug into the burial mound and,A3,-0.03504826065891473,2064
MARKED,He dug into the burial mound and,N3.2,0.8672263616557735,459
MARKED,He dug into the burial mound and,B1,-0.2345126748971193,2187
MARKED,He dug into the burial mound and,G3,0.6697621212121212,66
MARKED,He dug into the burial mound and,O2,0.8141692282249174,907
MARKED,He dug into the burial mound and,A6.1,1.2377972093023255,43
MARKED,He dug into the burial mound and,Q1.2,0.6875976923076922,26
MARKED,He dug into the burial mound and,T2,0.06620878306878307,189
MARKED,He dug into the burial mound and,Z8m,-0.24163895914396882,2056
MARKED,He dug into the burial mound and,S7.1,0.9165442857142858,56
MARKED,He dug into the burial mound and,A5.1,0.022007905263157896,950
MARKED,He dug into the burial mound and,S1.1.1,2.6737546666666665,45
MARKED,He dug into the burial mound and,M2,0.053956393110435666,987
MARKED,He dug into the burial mound and,S3.2,-0.03492314787701314,683
MARKED,He dug into the burial mound and,S2.1f,0.014207542043984474,773
MARKED,He dug into the burial mound and,L1,-0.12810285714285713,294
MARKED,He dug into the burial mound and,I3.1,-0.12249587248322147,1192
MARKED,He dug into the burial mound and,A1.1.1,0.2164603524590164,1220
MARKED,He dug into the burial mound and,Y2,-0.2988044827586207,522
MARKED,He dug into the burial mound and,Z3,0.2905261314475873,1202
MARKED,He dug into the burial mound and,E2,0.429981375921376,1221
MARKED,He dug into the burial mound and,A9,-0.012069541666666657,960
MARKED,He dug into the burial mound and,Z8f,0.2858360000000001,125
MARKED,He dug into the burial mound and,M7,0.9738048484848486,33
MARKED,He dug into the burial mound and,F1,0.9301778703703705,108
MARKED,He dug into the burial mound and,M1,-0.2540069915254237,236
MARKED,He dug into the burial mound and,S2mf,-0.007587567567567541,74
MARKED,He dug into the burial mound and,X7,2.2432764516129033,93
MARKED,He dug into the burial mound and,N5,0.2795160430463576,604
MARKED,He dug into the burial mound and,O4.2,0.48057690476190473,210
MARKED,He dug into the burial mound and,X2.4,0.46795170731707314,41
MARKED,He dug into the burial mound and,M6,-0.03473839506172846,324
MARKED,He dug into the burial mound and,S2,0.028083216374269016,171
MARKED,He dug into the burial mound and,A7,0.37992828571428583,35
MARKED,He dug into the burial mound and,Z8mf,-0.09194175675675675,74
MARKED,He dug into the burial mound and,Q2.2,1.9699353043478258,115
MARKED,He dug into the burial mound and,Z3c,0.5479094360902255,266
MARKED,He dug into the burial mound and,A5.3,-0.6423654545454546,22
MARKED,He dug into the burial mound and,A1.5.1,1.2320051063829787,47
MARKED,He dug into the burial mound and,O1.1,0.34423972049689444,322
MARKED,He dug into the burial mound and,K5.1,0.3279857928802589,309
MARKED,He dug into the burial mound and,A1.8,0.04768802521008405,238
MARKED,He dug into the burial mound and,C1,0.49087111111111126,126
MARKED,He dug into the burial mound and,N1,0.15703466666666674,30
MARKED,He dug into the burial mound and,Z8mfn,0.5331907547169811,53
MARKED,He dug into the burial mound and,Z1mf,0.12213918552036197,221
MARKED,He dug into the burial mound and,B5,0.3699865333333333,300
MARKED,He dug into the burial mound and,O4.1,0.2850004519774011,354
MARKED,He dug into the burial mound and,G2.1,0.6212939999999998,20
MARKED,He dug into the burial mound and,N4,0.47170674603174606,126
MARKED,He dug into the burial mound and,O3,1.7065547126436782,87
MARKED,He dug into the burial mound and,A13,0.5365751612903225,31
MARKED,He dug into the burial mound and,A1.1.2,0.7004865625,64
MARKED,He dug into the burial mound and,Z4,1.981986,25
MARKED,He dug into the burial mound and,X2.1,1.244016172839506,81
MARKED,He dug into the burial mound and,S4f,0.4096167857142857,28
MARKED,He dug into the burial mound and,O4.3,0.9792572131147541,61
MARKED,He dug into the burial mound and,A6.2,0.4686687096774192,31
MARKED,He dug into the burial mound and,Z2,0.8134310526315789,57
MARKED,He dug into the burial mound and,T1.3,0.05382703125000004,64
MARKED,He dug into the burial mound and,X3.4,0.005590294117647103,34
MARKED,He dug into the burial mound and,Z6,1.2134957575757574,33
MARKED,He dug into the burial mound and,A11.1,-2.343558163265306,49
MARKED,He dug into the burial mound and,A13.4,-0.06798166666666668,42
MARKED,He dug into the burial mound and,S1.1.3,0.10325166666666667,24
MARKED,He dug into the burial mound and,B2,0.4692756666666666,30
MARKED,He dug into the burial mound and,Q2.1,0.7380178571428573,28
MARKED,He dug into the burial mound and,E1,0.02951500000000009,20
MARKED,He dug into the burial mound and,N3.8,-0.2913146511627907,43
MARKED,He dug into the burial mound and,X8,0.1895590909090908,22
MARKED,He dug into the burial mound and,A1.3,0.11008468750000006,32
MARKED,He dug into the burial mound and,Q3,-0.149475306122449,49
MARKED,He dug into the burial mound and,S7.4,-0.18298304347826083,23
MARKED,He dug into the burial mound and,A1.7,0.5529184745762712,59
MARKED,He dug into the burial mound and,T1.1.3,-0.3957130434782609,23
MARKED,He dug into the burial mound and,W3,0.5382272727272727,44
MARKED,He dug into the burial mound and,T1.1.1,0.720525,22
UNMARKED,He thanked the cashier and walked toward the exit before,Z8m,0.08119496208374546,9099
UNMARKED,He thanked the cashier and walked toward the exit before,A9,0.23941792032410533,2962
UNMARKED,He thanked the cashier and walked toward the exit before,M1,0.17169163859548955,3503
UNMARKED,He thanked the cashier and walked toward the exit before,B5,0.25935363485934915,1813
UNMARKED,He thanked the cashier and walked toward the exit before,Z5,0.12497355987967664,10638
UNMARKED,He thanked the cashier and walked toward the exit before,A6.1,0.13495943859649123,855
UNMARKED,He thanked the cashier and walked toward the exit before,X2.5,0.07027857468643103,877
UNMARKED,He thanked the cashier and walked toward the exit before,Q1.3,0.5434587142857142,140
UNMARKED,He thanked the cashier and walked toward the exit before,X2.2,0.08965277777777776,1152
UNMARKED,He thanked the cashier and walked toward the exit before,Q1.2,0.1624637931034483,116
UNMARKED,He thanked the cashier and walked toward the exit before,A3,0.16213114492753625,690
UNMARKED,He thanked the cashier and walked toward the exit before,E5,0.5871899999999999,59
UNMARKED,He thanked the cashier and walked toward the exit before,M2,0.16339907020872865,1054
UNMARKED,He thanked the cashier and walked toward the exit before,A13,-0.5373660888888889,225
UNMARKED,He thanked the cashier and walked toward the exit before,I1.2,-0.27104069565217387,115
UNMARKED,He thanked the cashier and walked toward the exit before,A5.1,0.2264105454545455,165
UNMARKED,He thanked the cashier and walked toward the exit before,I2.2,0.631894,80
UNMARKED,He thanked the cashier and walked toward the exit before,S8,0.23791172915072684,1307
UNMARKED,He thanked the cashier and walked toward the exit before,A13.4,-0.058477177522349925,783
UNMARKED,He thanked the cashier and walked toward the exit before,X7,0.718418880597015,134
UNMARKED,He thanked the cashier and walked toward the exit before,N5,-0.18833653225806454,124
UNMARKED,He thanked the cashier and walked toward the exit before,T2,-0.039395682326621925,894
UNMARKED,He thanked the cashier and walked toward the exit before,Z8,-0.031672815789473695,760
UNMARKED,He thanked the cashier and walked toward the exit before,N3.8,0.28512923423423425,222
UNMARKED,He thanked the cashier and walked toward the exit before,E3,0.02580094736842104,95
UNMARKED,He thanked the cashier and walked toward the exit before,A1.4,0.0073239285714285715,140
UNMARKED,He thanked the cashier and walked toward the exit before,A2.1,0.15113888392857142,224
UNMARKED,He thanked the cashier and walked toward the exit before,E6,-0.17683594771241828,153
UNMARKED,He thanked the cashier and walked toward the exit before,S3.2,0.4841848743718593,199
UNMARKED,He thanked the cashier and walked toward the exit before,G3,-0.06737049896049899,481
UNMARKED,He thanked the cashier and walked toward the exit before,A7,-0.029159094412331447,519
UNMARKED,He thanked the cashier and walked toward the exit before,M6,1.1517536103151864,349
UNMARKED,He thanked the cashier and walked toward the exit before,X3.2,0.18539826530612252,196
UNMARKED,He thanked the cashier and walked toward the exit before,Y2,-0.17364911949685533,159
UNMARKED,He thanked the cashier and walked toward the exit before,M3fn,0.2495654285714286,105
UNMARKED,He thanked the cashier and walked toward the exit before,Z8mf,-0.1344924535315985,807
UNMARKED,He thanked the cashier and walked toward the exit before,N4,0.6311214814814813,54
UNMARKED,He thanked the cashier and walked toward the exit before,N5.1,-0.840953595505618,89
UNMARKED,He thanked the cashier and walked toward the exit before,I1,-0.09817528169014088,142
UNMARKED,He thanked the cashier and walked toward the exit before,A1.1.1,0.16338227272727276,616
UNMARKED,He thanked the cashier and walked toward the exit before,A8,0.06267667832167835,286
UNMARKED,He thanked the cashier and walked toward the exit before,M3,-0.2736581818181818,22
UNMARKED,He thanked the cashier and walked toward the exit before,Z8mfc,0.14884725,160
UNMARKED,He thanked the cashier and walked toward the exit before,Q2.1,-0.08040025706940873,778
UNMARKED,He thanked the cashier and walked toward the exit before,X3.4,0.09464967567567568,370
UNMARKED,He thanked the cashier and walked toward the exit before,T4,-1.3016842857142858,21
UNMARKED,He thanked the cashier and walked toward the exit before,X4.2,0.03850170212765956,47
UNMARKED,He thanked the cashier and walked toward the exit before,B1,0.17486232323232323,99
UNMARKED,He thanked the cashier and walked toward the exit before,H2,0.19954751295336787,193
UNMARKED,He thanked the cashier and walked toward the exit before,A5.3,1.0365478787878788,33
UNMARKED,He thanked the cashier and walked toward the exit before,Z4,0.2807044811320754,212
UNMARKED,He thanked the cashier and walked toward the exit before,Q2.2,0.3113591340206186,970
UNMARKED,He thanked the cashier and walked toward the exit before,N6,0.5320922580645161,31
UNMARKED,He thanked the cashier and walked toward the exit before,F1,0.6613,44
UNMARKED,He thanked the cashier and walked toward the exit before,Z8f,0.11841016333938294,551
UNMARKED,He thanked the cashier and walked toward the exit before,A2.2,-0.04334750000000002,24
UNMARKED,He thanked the cashier and walked toward the exit before,X2.1,-0.11067572815533973,309
UNMARKED,He thanked the cashier and walked toward the exit before,A1.7,0.31430673076923077,52
UNMARKED,He thanked the cashier and walked toward the exit before,T1.3,0.8944510144927537,138
UNMARKED,He thanked the cashier and walked toward the exit before,Z6,0.3526936363636363,33
UNMARKED,He thanked the cashier and walked toward the exit before,S7.1,0.11397082051282051,195
UNMARKED,He thanked the cashier and walked toward the exit before,S1.1.2,0.8291043636363635,55
UNMARKED,He thanked the cashier and walked toward the exit before,Q3,0.04120981132075474,53
UNMARKED,He thanked the cashier and walked toward the exit before,Z3c,0.2071353571428571,84
UNMARKED,He thanked the cashier and walked toward the exit before,N3.2,0.6542078787878788,33
UNMARKED,He thanked the cashier and walked toward the exit before,N1,1.1116202564102566,78
UNMARKED,He thanked the cashier and walked toward the exit before,O2,0.4618879166666667,24
UNMARKED,He thanked the cashier and walked toward the exit before,S5,0.45675806451612905,31
UNMARKED,He thanked the cashier and walked toward the exit before,X4.1,0.5490677777777777,72
UNMARKED,He thanked the cashier and walked toward the exit before,I3.1,0.06650464566929135,127
UNMARKED,He thanked the cashier and walked toward the exit before,G2.1,3.344227949790795,239
UNMARKED,He thanked the cashier and walked toward the exit before,T1.2,0.3747958064516129,31
UNMARKED,He thanked the cashier and walked toward the exit before,L1,0.06808461538461562,39
UNMARKED,He thanked the cashier and walked toward the exit before,S1.2.4,0.13929234042553199,47
UNMARKED,He thanked the cashier and walked toward the exit before,A10,0.20261772727272725,44
UNMARKED,He thanked the cashier and walked toward the exit before,O4.1,0.21710896551724146,58
UNMARKED,He thanked the cashier and walked toward the exit before,S1.1.1,-0.7565925000000002,20
UNMARKED,He thanked the cashier and walked toward the exit before,S2.1f,0.40896625,48
UNMARKED,He thanked the cashier and walked toward the exit before,T1.1.1,2.1945385714285712,21
UNMARKED,He thanked the cashier and walked toward the exit before,Z3,1.5109253488372094,43
UNMARKED,He thanked the cashier and walked toward the exit before,A12,0.09818024390243897,41
UNMARKED,He thanked the cashier and walked toward the exit before,E4.2,0.4268020833333334,24
UNMARKED,He thanked the cashier and walked toward the exit before,T3,-0.06657689655172408,29
UNMARKED,He thanked the cashier and walked toward the exit before,M8,0.1875942105263159,38
UNMARKED,He thanked the cashier and walked toward the exit before,B2,-1.957434782608695,23
UNMARKED,He thanked the cashier and walked toward the exit before,Z8mfn,0.3081668181818179,22
UNMARKED,He thanked the cashier and walked toward the exit before,S2.2m,0.4193266666666666,27
UNMARKED,He thanked the cashier and walked toward the exit before,S1.1.3,0.10899900000000004,20
UNMARKED,He thanked the cashier and walked toward the exit before,S4f,-0.16635999999999995,20
UNMARKED,He thanked the cashier and walked toward the exit before,X6,0.47492850000000003,20
UNMARKED,He thanked the cashier and walked toward the exit before,N5.2,-2.08527,25
UNMARKED,He thanked the cashier and walked toward the exit before,A1.1.2,-0.08477916666666675,36
UNMARKED,He thanked the cashier and walked toward the exit before,S9,0.3040489999999999,20
UNMARKED,She swept the synagogue steps and,Z5,0.09768531217535839,19252
UNMARKED,She swept the synagogue steps and,Z2,-0.005881056218057931,587
UNMARKED,She swept the synagogue steps and,M6,0.07158700288184439,2082
UNMARKED,She swept the synagogue steps and,S9,-0.23549557228915666,1328
UNMARKED,She swept the synagogue steps and,M3,0.6404372745490982,499
UNMARKED,She swept the synagogue steps and,B4,0.17893591162790698,2150
UNMARKED,She swept the synagogue steps and,M1,-0.08150566001899338,1053
UNMARKED,She swept the synagogue steps and,H2,0.20382609756097564,1517
UNMARKED,She swept the synagogue steps and,Z8f,-0.08155778171896316,3665
UNMARKED,She swept the synagogue steps and,A9,0.15171011475409835,610
UNMARKED,She swept the synagogue steps and,X9.2,-0.028649129746835426,632
UNMARKED,She swept the synagogue steps and,M7,0.4319595698924732,279
UNMARKED,She swept the synagogue steps and,Y2,0.08221174041297939,339
UNMARKED,She swept the synagogue steps and,N5,0.17573028112449798,249
UNMARKED,She swept the synagogue steps and,A3,0.12207444206008586,466
UNMARKED,She swept the synagogue steps and,Z8,0.09515992366412214,131
UNMARKED,She swept the synagogue steps and,A13.4,0.356983076923077,39
UNMARKED,She swept the synagogue steps and,S4m,0.04018387755102041,49
UNMARKED,She swept the synagogue steps and,S2.1f,-0.8907738383838385,99
UNMARKED,She swept the synagogue steps and,N5.1,0.7123141379310345,116
UNMARKED,She swept the synagogue steps and,Z3c,0.6717207547169811,106
UNMARKED,She swept the synagogue steps and,A13,0.4355568695652175,115
UNMARKED,She swept the synagogue steps and,H5,0.33059022277227723,404
UNMARKED,She swept the synagogue steps and,A1.1.1,0.12256514140271495,1768
UNMARKED,She swept the synagogue steps and,T2,-0.025653146067415727,89
UNMARKED,She swept the synagogue steps and,Z3,0.9071043971631205,141
UNMARKED,She swept the synagogue steps and,A5.1,0.05523936507936511,189
UNMARKED,She swept the synagogue steps and,S7.1,0.07688075630252109,119
UNMARKED,She swept the synagogue steps and,H1,0.07246016483516485,364
UNMARKED,She swept the synagogue steps and,N4,0.2638716987179487,312
UNMARKED,She swept the synagogue steps and,Z8mf,-0.5154684946236558,186
UNMARKED,She swept the synagogue steps and,Z8mfn,-0.10437483870967744,341
UNMARKED,She swept the synagogue steps and,A10,0.17042252136752137,234
UNMARKED,She swept the synagogue steps and,O4.6,0.6500603968253967,126
UNMARKED,She swept the synagogue steps and,X3.2,0.02250699404761904,336
UNMARKED,She swept the synagogue steps and,S3.2,0.3916577906976743,86
UNMARKED,She swept the synagogue steps and,M2,0.11982839912280702,456
UNMARKED,She swept the synagogue steps and,X4.2,-0.10605019195612432,1094
UNMARKED,She swept the synagogue steps and,X2.4,0.6180757377049181,61
UNMARKED,She swept the synagogue steps and,O2,1.0401110909090912,110
UNMARKED,She swept the synagogue steps and,E4.1,0.025908955223880592,67
UNMARKED,She swept the synagogue steps and,F1,0.7387153985507247,276
UNMARKED,She swept the synagogue steps and,S5,-0.04263875862068958,145
UNMARKED,She swept the synagogue steps and,Z6,0.10156176470588234,68
UNMARKED,She swept the synagogue steps and,Q2.1,0.2935076760563381,142
UNMARKED,She swept the synagogue steps and,B5,0.24450704225352102,142
UNMARKED,She swept the synagogue steps and,S8,0.003026109589041068,365
UNMARKED,She swept the synagogue steps and,O4.2,1.1521673684210525,133
