cluster,n_fields,n_resources,tightness,n_words,members,n_comp_tested,n_comp_sig,comp_sig_pos,comp_sig_neg,delta,edges_pos,n_edges,p,bonferroni,verdict
418,2,2,0.1388888888888889,36,induced:bodily_violence|wordnet:competition,2,1,0,1,-0.013319272405294723,9,43,1.2017358935084825e-05,True,COHERENT
419,1,1,1.0,7,framenet:Shoot_projectiles,1,0,0,0,-0.0011579313162723348,10,43,0.0002924726887360082,False,QUIET
420,1,1,1.0,14,framenet:Attack,1,0,0,0,-0.00037063921791326347,11,39,0.03540446805175528,False,QUIET
421,1,1,1.0,61,usas:G3,1,0,0,0,-0.0013208982920924796,10,43,0.0003815823481847165,False,QUIET
422,2,2,0.18181818181818182,11,framenet:Use_firearm|verbnet:free,2,1,1,0,-0.00029976890428263066,23,43,0.5278388148478288,False,DILUTED
423,2,2,0.1694915254237288,59,framenet:Cause_motion|verbnet:throw,2,0,0,0,-0.002655935993218616,17,43,0.06195359392056711,False,QUIET
424,2,2,0.3468208092485549,173,induced:object_handling|wordnet:contact,2,1,0,1,-0.019949609044809493,11,43,0.051758349460872204,False,DILUTED
425,1,1,1.0,228,usas:M2,1,1,0,1,-0.024222186786522035,7,43,0.0001199862800036813,False,DILUTED
426,1,1,1.0,30,verbnet:carry,1,0,0,0,-0.0039742880687763235,14,43,0.05017159420649656,False,QUIET
427,1,1,1.0,8,verbnet:push,1,0,0,0,-0.0008968269344109712,15,43,0.0011144221886216568,False,QUIET
428,1,1,1.0,6,verbnet:pelt,1,0,0,0,4.466020629134639e-05,27,39,0.05327864563527856,False,QUIET
429,3,3,0.2684358221118143,63,framenet:Killing|usas:L1|verbnet:murder,3,3,0,3,-0.003020488623888089,9,43,2.829339917415174e-05,True,COHERENT
430,1,1,1.0,14,verbnet:poison,1,0,0,0,-0.0010592130768627525,10,43,0.00020654363422878484,False,QUIET
431,3,2,0.21095571095571097,31,framenet:Death|framenet:Departing|verbnet:disappearance,3,1,1,0,0.0009047177378405997,30,43,0.011027525525144924,False,DILUTED
432,1,1,1.0,5,verbnet:suffocate,1,0,0,0,5.1308946667310254e-05,23,33,0.010200571900879632,False,QUIET
433,2,2,0.1111111111111111,18,framenet:Evoking|usas:X4.1,2,0,0,0,0.0005555882847699897,31,41,0.0005587415825749633,False,QUIET
434,2,2,0.16666666666666666,18,framenet:Categorization|verbnet:turn,2,1,1,0,0.00024359818278753514,29,43,0.011533905873264489,False,DILUTED
435,1,1,1.0,15,usas:A4.1,1,1,1,0,0.00015700787822485728,32,37,3.9581415988905943e-07,True,COHERENT
436,2,2,0.19047619047619047,21,framenet:Posing_as|verbnet:masquerade,2,0,0,0,0.0004955489640566213,30,43,0.0004157105065580645,False,QUIET
437,1,1,1.0,23,usas:N2,1,0,0,0,0.00010477316507083384,25,38,0.07369445152761316,False,QUIET
438,2,2,0.14285714285714285,14,framenet:Getting|verbnet:learn,2,0,0,0,-0.0028729067520837956,13,43,0.0019226215985604343,False,QUIET
439,2,2,0.5625,16,framenet:Replacing|verbnet:exchange,2,2,2,0,0.001201794001671335,33,43,5.061450356591323e-06,True,COHERENT
440,2,2,0.1348314606741573,89,framenet:Cause_change|usas:A2.1,2,0,0,0,0.0016560014694971237,31,43,0.0002813623643285695,False,QUIET
441,1,1,1.0,23,verbnet:convert,1,1,0,1,-0.0065958932599986,10,43,0.00021947526773719107,False,DILUTED
442,1,1,1.0,36,wordnet:change,1,1,1,0,0.012843843048178193,36,43,3.981633950007845e-07,True,COHERENT
443,1,1,1.0,5,verbnet:occurrence,1,1,0,1,-0.00015411000134445325,8,36,1.871407716832152e-05,True,COHERENT
444,2,2,0.25925925925925924,54,framenet:Emptying|verbnet:pit,2,0,0,0,0.0003649137016129659,27,43,0.013735305941234241,False,QUIET
445,1,1,1.0,9,verbnet:clear,1,1,1,0,0.0006438435635354563,35,43,8.150999850966234e-06,True,COHERENT
446,1,1,1.0,12,framenet:Cure,1,0,0,0,0.00012051250494305606,30,42,0.0636501750338455,False,QUIET
447,1,1,1.0,44,verbnet:cheat,1,0,0,0,8.210120285665409e-05,23,42,0.4913523207178397,False,QUIET
448,1,1,1.0,20,usas:A12,1,0,0,0,3.23934435651653e-05,26,43,0.2161973885026669,False,QUIET
449,1,1,1.0,77,usas:B3,1,1,1,0,0.0002572089682035927,33,43,3.0294752947685593e-05,True,COHERENT
450,3,2,0.21818181818181817,14,framenet:Dressing|framenet:Wearing|verbnet:simple_dressing,3,0,0,0,0.0003187172439011471,31,43,0.0014102107132049721,False,QUIET
451,3,3,0.15595067091756298,95,framenet:Grooming|usas:B4|verbnet:dress,3,0,0,0,0.00014671196110966085,24,43,0.6851961215685026,False,QUIET
452,1,1,1.0,57,verbnet:braid,1,0,0,0,0.00018100111214961284,25,43,0.8764866742166206,False,QUIET
453,1,1,1.0,115,usas:Z1m,1,0,0,0,0.0004543902484274315,29,42,0.014076688651538667,False,QUIET
454,3,3,0.21962759462759462,30,framenet:Emphasizing|usas:X5.1|verbnet:focus,3,3,3,0,0.0018937115527014729,41,43,5.589763607568604e-09,True,COHERENT
455,2,2,0.1,50,framenet:Separating|verbnet:remove,2,0,0,0,0.00011924240726212145,25,43,0.5419308855006129,False,QUIET
456,1,1,1.0,14,framenet:Firing,1,0,0,0,0.0003140152057584142,24,43,0.01952577794858276,False,QUIET
457,1,1,1.0,46,usas:A11.1,1,1,1,0,0.001010020520006545,34,43,4.627681787489823e-06,True,COHERENT
458,1,1,1.0,7,framenet:Convey_importance,1,0,0,0,9.597360490206603e-05,19,39,0.06721345740685751,False,QUIET
459,2,2,0.12790697674418605,86,framenet:Communicate_categorization|verbnet:characterize,2,0,0,0,-0.00140358053721699,22,43,0.2594445155658442,False,QUIET
460,1,1,1.0,5,framenet:Verification,1,1,1,0,0.00012236158857930913,30,35,5.556010941908058e-07,True,COHERENT
461,2,2,0.14814814814814814,54,framenet:Removing|verbnet:banish,2,0,0,0,0.0030360140238565488,24,43,0.04498553947311054,False,QUIET
462,1,1,1.0,9,framenet:Memory,1,0,0,0,0.0001965367475093616,27,39,0.007696350416265995,False,QUIET
463,1,1,1.0,64,usas:X2.2,1,0,0,0,0.0006426513680813128,26,43,0.3234322945427654,False,QUIET
464,1,1,1.0,5,framenet:Remembering_information,1,1,1,0,0.0005817989521905398,34,38,1.0128803839759285e-06,True,COHERENT
465,1,1,1.0,14,verbnet:wipe_manner,1,0,0,0,0.00012953078416708867,27,42,0.04152135562381374,False,QUIET
466,1,1,1.0,16,usas:A4.2,1,0,0,0,0.00010881699153776979,27,39,0.0020969972505507414,False,QUIET
467,1,1,1.0,126,usas:Z1mf,1,0,0,0,0.00034245154780618016,30,43,0.0035643947976672324,False,QUIET
468,1,1,1.0,127,usas:Z2,1,0,0,0,-0.00014126595650924348,14,43,0.06964451525480085,False,QUIET
469,1,1,1.0,30,usas:Z3,1,0,0,0,-0.0001878092900946617,18,43,0.23887220501971135,False,QUIET
470,1,1,1.0,40,usas:O1.1,1,0,0,0,0.0001104627539919766,29,43,0.007131068361951734,False,QUIET
471,1,1,1.0,9,verbnet:spatial_configuration,1,0,0,0,8.56184745044466e-05,25,35,0.00786637566018764,False,QUIET
472,1,1,1.0,9,usas:Q4.2,1,0,0,0,1.5690259029373658e-05,20,37,0.33650698621609293,False,QUIET
473,1,1,1.0,19,usas:N1,1,0,0,0,-0.009280185026337871,3,43,0.019953048044435637,False,QUIET
474,1,1,1.0,7,framenet:Change_operational_state,1,0,0,0,0.0001366199793817244,35,40,0.003323354756699912,False,QUIET
475,1,1,1.0,14,usas:O1,1,0,0,0,3.2029180527939285e-05,26,37,0.011592141866096544,False,QUIET
476,1,1,1.0,12,usas:A13.4,1,0,0,0,-2.8839669843860046e-05,22,43,0.8459526180235785,False,QUIET
477,1,1,1.0,5,framenet:Summarizing,1,1,1,0,0.00012209675535662765,26,32,6.989858775010788e-06,True,COHERENT
478,1,1,1.0,23,usas:Y1,1,1,1,0,0.00017646232228107797,28,33,1.660686848258032e-06,True,COHERENT
479,1,1,1.0,18,usas:Z1,1,0,0,0,5.20791045758939e-06,14,32,0.8423965502684941,False,QUIET
480,1,1,1.0,5,usas:I3.2,1,0,0,0,8.677566388328389e-05,26,34,0.00047123758493127085,False,QUIET
481,1,1,1.0,7,usas:S5+c,1,0,0,0,1.4090092352918914e-05,15,27,0.20914808344933716,False,QUIET
482,1,1,1.0,5,usas:G1.1c,1,0,0,0,5.5318075116243176e-05,31,42,0.001160486280505473,False,QUIET
483,1,1,1.0,14,usas:A13.2,1,0,0,0,7.584530689666654e-05,27,39,0.00638774044606019,False,QUIET
