a,b,cos,jaccard,n_a,n_b,open_a,open_b
gi_primary:ABS,usas:X2.2,0.057708680629730225,0.0,25,14,0.92,1.0
gi_primary:Causal,usas:Z3c,0.05770963430404663,0.0,15,9,0.6666666666666666,0.6666666666666666
gi_primary:Weak,verbnet:manner_speaking,0.05771106481552124,0.0,100,18,0.96,1.0
usas:Q1.2,verbnet:disassemble,0.05771118402481079,0.0,30,8,1.0,1.0
gi_primary:RspTot,verbnet:carry,0.057714223861694336,0.0,34,17,0.9705882352941176,1.0
gi_primary:Tool,rid:expressive_behavior,0.05771434307098389,0.0,52,23,1.0,1.0
framenet:Request,gi_primary:Solve,0.05771559476852417,0.0,24,73,1.0,0.958904109589041
gi_primary:Stay,rid:positive_affect,0.05771589279174805,0.0,25,15,1.0,1.0
framenet:Attaching,usas:X7,0.0577167272567749,0.0,14,29,1.0,0.9655172413793104
gi_primary:AffGain,verbnet:butter,0.05771744251251221,0.0,15,20,0.9333333333333333,1.0
gi_primary:Power,verbnet:convert,0.05771970748901367,0.0,101,10,0.9603960396039604,1.0
gi_primary:Submit,wordnet:contact,0.05772078037261963,0.017241379310344827,58,119,0.9827586206896551,1.0
gi_primary:Virtue,verbnet:dress,0.05772310495376587,0.0,63,11,0.9523809523809523,1.0
usas:M8,verbnet:battle,0.05772429704666138,0.0,10,13,1.0,1.0
gi_primary:Complet,usas:I3.1,0.05772513151168823,0.027777777777777776,27,10,1.0,1.0
gi_primary:Passive,verbnet:declare,0.057731807231903076,0.0106951871657754,181,8,0.9779005524861878,1.0
gi_primary:Legal,verbnet:amalgamate,0.05773371458053589,0.0,24,10,0.9583333333333334,1.0
gi_primary:Solve,rid:need,0.05773651599884033,0.0,73,70,0.958904109589041,1.0
gi_primary:COLL,usas:O4.6,0.05773782730102539,0.0,22,12,1.0,1.0
induced:transfer_possession,usas:A5.1,0.057739317417144775,0.0,29,14,1.0,0.8571428571428571
framenet:Becoming_aware,gi_primary:Legal,0.057740747928619385,0.0,12,24,1.0,0.9583333333333334
gi_primary:Passive,verbnet:convert,0.05774182081222534,0.005263157894736842,181,10,0.9779005524861878,1.0
framenet:Scrutiny,gi_primary:EnlTot,0.05774271488189697,0.027972027972027972,18,129,1.0,0.9844961240310077
gi_primary:Fall,usas:B5,0.057746052742004395,0.0,20,23,1.0,1.0
gi_primary:Pstv,wordnet:perception,0.05774879455566406,0.0,124,28,0.9838709677419355,1.0
gi_primary:Finish,usas:X2.4,0.05775052309036255,0.0,29,23,0.9310344827586207,1.0
gi_primary:PowLoss,verbnet:dress,0.057751595973968506,0.0,26,11,1.0,1.0
framenet:Self_motion,gi_primary:RspTot,0.057753920555114746,0.0,68,34,1.0,0.9705882352941176
gi_primary:Quality,verbnet:create,0.05775558948516846,0.0,46,14,1.0,1.0
gi_primary:Positiv,verbnet:calibratable_cos,0.057758212089538574,0.0,130,20,0.9846153846153847,1.0
gi_primary:SocRel,usas:X3.2,0.0577583909034729,0.011363636363636364,163,15,0.9815950920245399,1.0
verbnet:chase,wordnet:consumption,0.05775856971740723,0.0,8,12,1.0,1.0
gi_primary:PowOth,verbnet:butter,0.05776149034500122,0.0,45,20,0.9333333333333333,1.0
framenet:Closure,induced:process_event,0.057762086391448975,0.0,10,14,1.0,1.0
framenet:Ingestion,gi_primary:TimeSpc,0.057762980461120605,0.0,12,77,1.0,0.6363636363636364
gi_primary:HU,usas:L1,0.057765424251556396,0.0,53,13,0.9622641509433962,1.0
gi_primary:RcTot,wordnet:perception,0.05776578187942505,0.0,38,28,0.9473684210526315,1.0
framenet:Perception_active,gi_primary:SV,0.05776715278625488,0.03125,24,42,1.0,0.5238095238095238
framenet:Posture,gi_primary:WlbTot,0.05776864290237427,0.0,14,83,1.0,1.0
framenet:Coming_to_believe,gi_primary:RcTot,0.05777287483215332,0.0,8,38,1.0,0.9473684210526315
framenet:Body_movement,usas:N3.8,0.05777335166931152,0.0,47,14,1.0,1.0
framenet:Cause_motion,gi_primary:Fall,0.057774126529693604,0.0,14,20,1.0,1.0
usas:A7,wordnet:creation,0.05777418613433838,0.0,17,16,0.8235294117647058,1.0
induced:entity_noun,verbnet:break,0.05777472257614136,0.0,39,16,1.0,1.0
framenet:Coming_to_believe,gi_primary:Know,0.05777484178543091,0.0,8,33,1.0,0.9090909090909091
gi_primary:WlbLoss,induced:transfer_possession,0.05777508020401001,0.0,21,29,1.0,1.0
gi_primary:RspGain,usas:E4.1,0.0577770471572876,0.0,11,16,1.0,1.0
gi_primary:Negativ,usas:M8,0.057777464389801025,0.0,189,10,0.9894179894179894,1.0
framenet:Becoming_aware,gi_primary:WlbTot,0.05777764320373535,0.0,12,83,1.0,1.0
gi_primary:RcGain,verbnet:build,0.057778120040893555,0.0,11,26,1.0,1.0
framenet:Perception_active,gi_primary:Means,0.05778002738952637,0.0,24,65,1.0,0.9538461538461539
usas:M8,verbnet:obtain,0.057782769203186035,0.0,10,11,1.0,1.0
gi_primary:Means,verbnet:dress,0.05778592824935913,0.0,65,11,0.9538461538461539,1.0
gi_primary:Try,verbnet:say,0.05778610706329346,0.0,28,25,0.9642857142857143,1.0
framenet:Perception_active,gi_primary:Tool,0.05778658390045166,0.013333333333333334,24,52,1.0,1.0
framenet:Bringing,gi_primary:EnlGain,0.05779087543487549,0.015873015873015872,9,55,1.0,1.0
gi_primary:Submit,verbnet:assuming_position,0.0577930212020874,0.013157894736842105,58,19,0.9827586206896551,1.0
gi_primary:Weak,usas:O4.4,0.057793498039245605,0.0,100,10,0.96,1.0
gi_primary:WltTot,verbnet:crane,0.05779385566711426,0.015625,40,25,0.975,1.0
gi_primary:PosAff,wordnet:social,0.057798802852630615,0.0,22,28,0.9545454545454546,0.9642857142857143
gi_primary:HU,usas:X2.2,0.057799339294433594,0.0,53,14,0.9622641509433962,1.0
framenet:Perception_active,gi_primary:Exert,0.0578007698059082,0.0,24,68,1.0,1.0
usas:M6,verbnet:remove,0.057801008224487305,0.0,26,10,0.6923076923076923,1.0
gi_primary:NegAff,induced:procedural_operation,0.057801246643066406,0.0,21,52,0.9523809523809523,1.0
gi_primary:WltOth,verbnet:say,0.057802557945251465,0.0,32,25,0.96875,1.0
gi_primary:Role,usas:X3.4,0.057804226875305176,0.02127659574468085,32,16,0.9375,1.0
gi_primary:TranLw,usas:Z3c,0.05780506134033203,0.0,124,9,0.9838709677419355,0.6666666666666666
gi_primary:Ritual,wordnet:stative,0.057807862758636475,0.0,33,26,1.0,0.8076923076923077
framenet:Evidence,gi_primary:FormLw,0.057809293270111084,0.02127659574468085,16,80,1.0,0.9875
gi_primary:Need,wordnet:unassigned,0.05781447887420654,0.0,13,120,0.9230769230769231,0.4583333333333333
framenet:Ingestion,verbnet:accompany,0.057815372943878174,0.0,12,8,1.0,1.0
gi_primary:WlbPsyc,verbnet:get,0.05781900882720947,0.0,14,30,1.0,1.0
gi_primary:PLACE,rid:affection,0.05781978368759155,0.0,48,12,1.0,0.9166666666666666
gi_primary:Quan,verbnet:exist,0.05782240629196167,0.014285714285714285,60,11,0.6166666666666667,1.0
gi_primary:Tool,verbnet:calibratable_cos,0.05782431364059448,0.0,52,20,1.0,1.0
gi_primary:WltOth,rid:positive_affect,0.05782485008239746,0.0,32,15,0.96875,1.0
framenet:Filling,verbnet:conjecture,0.05782496929168701,0.0,19,23,1.0,1.0
usas:S3.2,verbnet:conjecture,0.057828545570373535,0.0,12,23,1.0,1.0
verbnet:nonverbal_expression,wordnet:consumption,0.057830810546875,0.0,22,12,1.0,1.0
framenet:Emptying,usas:T2,0.05783557891845703,0.0,9,30,1.0,1.0
gi_primary:POLIT,usas:I2.2,0.057835936546325684,0.022222222222222223,35,11,0.9428571428571428,1.0
usas:A2.1,verbnet:spray,0.05783736705780029,0.0,21,14,1.0,1.0
gi_primary:TrnGain,rid:sensation,0.05783778429031372,0.006711409395973154,38,112,1.0,1.0
usas:S3.2,wordnet:cognition,0.05783843994140625,0.0,12,17,1.0,1.0
induced:person_reference,verbnet:amuse,0.057842910289764404,0.0,30,52,0.36666666666666664,0.9807692307692307
framenet:Self_motion,induced:grammatical_function,0.05784618854522705,0.012048192771084338,68,100,1.0,0.42
framenet:Body_movement,gi_primary:WltTot,0.057846665382385254,0.0,47,40,1.0,0.975
framenet:Sending,wordnet:consumption,0.05785179138183594,0.0,8,12,1.0,1.0
gi_primary:Pstv,verbnet:indicate,0.05785191059112549,0.0,124,16,0.9838709677419355,1.0
gi_primary:Fall,usas:A1.1.2,0.05785262584686279,0.04,20,32,1.0,1.0
usas:X7,verbnet:spray,0.05785417556762695,0.0,29,14,0.9655172413793104,1.0
framenet:Motion,gi_primary:Persist,0.05785471200942993,0.10526315789473684,11,10,1.0,1.0
gi_primary:Exch,verbnet:contiguous_location,0.05785477161407471,0.029411764705882353,17,18,1.0,1.0
framenet:Communication_response,induced:speech_act,0.05786031484603882,0.043478260869565216,9,39,1.0,1.0
usas:X3.2,verbnet:chase,0.05786120891571045,0.0,15,8,1.0,1.0
gi_primary:IAV,induced:locomotion_posture,0.05786168575286865,0.013409961685823755,462,67,0.9805194805194806,1.0
usas:B5,verbnet:amalgamate,0.05786490440368652,0.0,23,10,1.0,1.0
gi_primary:WlbPhys,verbnet:judgement,0.0578649640083313,0.0,47,22,1.0,1.0
framenet:Cotheme,usas:F1,0.057866036891937256,0.0,17,15,1.0,1.0
usas:X7,verbnet:tape,0.057866692543029785,0.0,29,14,0.9655172413793104,1.0
gi_primary:COM,verbnet:crane,0.05786675214767456,0.009615384615384616,80,25,0.9875,1.0
framenet:Communication_manner,usas:A11.1,0.05786740779876709,0.0,12,9,1.0,0.7777777777777778
gi_primary:Exert,verbnet:dress,0.057868361473083496,0.0,68,11,1.0,1.0
induced:transfer_possession,verbnet:chew,0.05786919593811035,0.0,29,10,1.0,1.0
usas:E4.1,verbnet:indicate,0.05786937475204468,0.0,16,16,1.0,1.0
gi_primary:RspGain,induced:grammatical_function,0.057869553565979004,0.0,11,100,1.0,0.42
gi_primary:PowTot,rid:anxiety,0.05786961317062378,0.0,150,12,0.9666666666666667,1.0
usas:S6,wordnet:creation,0.057869791984558105,0.0,9,16,0.7777777777777778,1.0
gi_primary:IAV,verbnet:convert,0.05787074565887451,0.008547008547008548,462,10,0.9805194805194806,1.0
usas:M6,wordnet:body,0.057871341705322266,0.0,26,21,0.6923076923076923,1.0
gi_primary:COLL,verbnet:characterize,0.057871997356414795,0.0,22,22,1.0,1.0
usas:N3.8,wordnet:motion,0.05787229537963867,0.00980392156862745,14,89,1.0,1.0
gi_primary:Vary,usas:A2.2,0.05787301063537598,0.0,19,13,1.0,1.0
gi_primary:PowCoop,verbnet:build,0.057874202728271484,0.02631578947368421,13,26,0.9230769230769231,1.0
framenet:Desiring,usas:A2.1,0.05787473917007446,0.0,8,21,0.875,1.0
gi_primary:BodyPt,usas:S9,0.05787479877471924,0.0,37,9,1.0,0.7777777777777778
gi_primary:TimeSpc,wordnet:perception,0.05787491798400879,0.0,77,28,0.6363636363636364,1.0
framenet:Request,gi_primary:Pain,0.05787867307662964,0.0,24,24,1.0,1.0
framenet:Make_noise,usas:Q2.1,0.0578802227973938,0.0,13,33,1.0,1.0
rid:icarian_imagery,verbnet:begin,0.05788081884384155,0.0,101,9,0.9900990099009901,1.0
gi_primary:Passive,wordnet:communication,0.05788213014602661,0.008097165991902834,181,68,0.9779005524861878,0.9705882352941176
usas:M8,verbnet:pocket,0.057883620262145996,0.0,10,15,1.0,0.8666666666666667
framenet:Cause_harm,verbnet:chase,0.057887911796569824,0.0,45,8,1.0,1.0
usas:B4,verbnet:contiguous_location,0.05789029598236084,0.0,9,18,1.0,1.0
gi_primary:AffGain,verbnet:characterize,0.057892560958862305,0.0,15,22,0.9333333333333333,1.0
usas:X3.2,verbnet:create,0.05789291858673096,0.0,15,14,1.0,1.0
usas:X2.1,verbnet:escape,0.05789393186569214,0.0,21,29,1.0,1.0
framenet:Body_movement,verbnet:illustrate,0.05789792537689209,0.0,47,8,1.0,1.0
gi_primary:Positiv,verbnet:cheat,0.05789923667907715,0.007194244604316547,130,10,0.9846153846153847,1.0
usas:T3,verbnet:other_cos,0.05790138244628906,0.0,9,39,1.0,1.0
gi_primary:WltOth,verbnet:escape,0.05790209770202637,0.0,32,29,0.96875,1.0
gi_primary:SureLw,usas:E2,0.05790215730667114,0.0,33,8,0.8484848484848485,0.875
gi_primary:EVAL,verbnet:build,0.05790245532989502,0.0,22,26,0.9545454545454546,1.0
gi_primary:Stay,usas:A1.7,0.057902753353118896,0.022727272727272728,25,20,1.0,1.0
usas:B5,verbnet:exist,0.057904958724975586,0.0,23,11,1.0,1.0
gi_primary:Ritual,usas:B2,0.05790591239929199,0.0,33,10,1.0,1.0
framenet:Bringing,verbnet:escape,0.05790674686431885,0.0,9,29,1.0,1.0
usas:I3.1,wordnet:cognition,0.05790680646896362,0.0,10,17,1.0,1.0
gi_primary:Submit,usas:X2.4,0.057907819747924805,0.0,58,23,0.9827586206896551,1.0
usas:N3.8,wordnet:unassigned,0.05790889263153076,0.015151515151515152,14,120,1.0,0.4583333333333333
usas:B4,verbnet:battle,0.05790942907333374,0.0,9,13,1.0,1.0
framenet:Bringing,gi_primary:Ritual,0.05791044235229492,0.024390243902439025,9,33,1.0,1.0
gi_primary:BodyPt,usas:X3.4,0.05791431665420532,0.019230769230769232,37,16,1.0,1.0
gi_primary:Ritual,verbnet:crane,0.0579150915145874,0.017543859649122806,33,25,1.0,1.0
framenet:Change_position_on_a_scale,gi_primary:Role,0.057915687561035156,0.0,17,32,1.0,0.9375
gi_primary:EndsLw,usas:X3.4,0.0579182505607605,0.0,44,16,0.9545454545454546,1.0
gi_primary:POLIT,induced:procedural_operation,0.057918548583984375,0.023529411764705882,35,52,0.9428571428571428,1.0
induced:entity_noun,usas:Z5,0.05792081356048584,0.0,39,45,1.0,0.2222222222222222
gi_primary:BodyPt,usas:X7,0.05792117118835449,0.0,37,29,1.0,0.9655172413793104
framenet:Attaching,verbnet:dress,0.057922542095184326,0.0,14,11,1.0,1.0
framenet:Body_movement,gi_primary:ECON,0.0579259991645813,0.0,47,47,1.0,0.9787234042553191
gi_primary:Quan,usas:X3.4,0.05792611837387085,0.0,60,16,0.6166666666666667,1.0
gi_primary:PLACE,usas:Z5,0.057926177978515625,0.0,48,45,1.0,0.2222222222222222
gi_primary:Legal,verbnet:dress,0.05792635679244995,0.0,24,11,0.9583333333333334,1.0
framenet:Awareness,gi_primary:Means,0.057927727699279785,0.0,11,65,1.0,0.9538461538461539
rid:need,verbnet:illustrate,0.05793279409408569,0.0,70,8,1.0,1.0
gi_primary:Social,verbnet:crane,0.05793321132659912,0.0,19,25,1.0,1.0
gi_primary:NatrPro,wordnet:stative,0.05793505907058716,0.0,45,26,1.0,0.8076923076923077
gi_primary:PLACE,usas:Q1.2,0.05793631076812744,0.012987012987012988,48,30,1.0,1.0
framenet:Filling,gi_primary:Strong,0.057937562465667725,0.0,19,249,1.0,0.9558232931726908
gi_primary:Active,induced:quality_manner,0.057938575744628906,0.0045351473922902496,424,19,0.9905660377358491,1.0
framenet:Becoming_aware,verbnet:braid,0.057939350605010986,0.0,12,12,1.0,1.0
gi_primary:TrnLoss,verbnet:send,0.05793941020965576,0.0,37,14,1.0,1.0
gi_primary:Work,rid:anxiety,0.057941555976867676,0.0,90,12,0.9888888888888889,1.0
rid:abstraction,verbnet:peer,0.057943522930145264,0.0,68,16,0.9558823529411765,1.0
framenet:Desiring,verbnet:judgement,0.05794405937194824,0.0,8,22,0.875,1.0
gi_primary:PowCoop,rid:sensation,0.057948291301727295,0.0,13,112,0.9230769230769231,1.0
framenet:Performers_and_roles,usas:A9,0.057948529720306396,0.0,12,70,0.3333333333333333,0.9285714285714286
framenet:Cause_motion,gi_primary:AffGain,0.05794936418533325,0.0,14,15,1.0,0.9333333333333333
gi_primary:Travel,verbnet:begin,0.05794990062713623,0.028985507246376812,62,9,0.967741935483871,1.0
gi_primary:TrnLoss,usas:A1.7,0.05795013904571533,0.0,37,20,1.0,1.0
gi_primary:Ritual,usas:Z5,0.05795031785964966,0.0,33,45,1.0,0.2222222222222222
rid:temporal_references,verbnet:indicate,0.057950615882873535,0.0,35,16,0.7714285714285715,1.0
framenet:Coming_to_believe,usas:T2,0.05795329809188843,0.0,8,30,1.0,1.0
gi_primary:Pain,wordnet:stative,0.057955145835876465,0.0,24,26,1.0,0.8076923076923077
gi_primary:Begin,usas:S6,0.05795574188232422,0.0,15,9,0.9333333333333333,0.7777777777777778
framenet:Desiring,gi_primary:TrnLoss,0.05795782804489136,0.0,8,37,0.875,1.0
framenet:Body_movement,induced:grammatical_function,0.05795806646347046,0.0,47,100,1.0,0.42
gi_primary:Ngtv,usas:Z3c,0.05795925855636597,0.0,162,9,0.9876543209876543,0.6666666666666666
gi_primary:Exprsv,rid:temporal_references,0.05796027183532715,0.0,29,35,1.0,0.7714285714285715
rid:instrumental_behavior,verbnet:lecture,0.05796104669570923,0.0,92,9,0.9891304347826086,1.0
gi_primary:EMOT,verbnet:dress,0.057961106300354004,0.0,31,11,0.967741935483871,1.0
framenet:Bringing,verbnet:crane,0.05796152353286743,0.0,9,25,1.0,1.0
gi_primary:Negativ,verbnet:fill,0.05796217918395996,0.004975124378109453,189,13,0.9894179894179894,1.0
framenet:Cause_change_of_position_on_a_scale,usas:X3.2,0.05796360969543457,0.0,9,15,1.0,1.0
gi_primary:Ngtv,verbnet:long,0.05796414613723755,0.0,162,8,0.9876543209876543,1.0
gi_primary:TranLw,wordnet:motion,0.057967305183410645,0.019138755980861243,124,89,0.9838709677419355,1.0
gi_primary:Pstv,verbnet:carry,0.0579679012298584,0.0,124,17,0.9838709677419355,1.0
usas:T3,verbnet:conjecture,0.057968199253082275,0.0,9,23,1.0,1.0
gi_primary:Know,verbnet:exist,0.05797171592712402,0.0,33,11,0.9090909090909091,1.0
induced:speech_act,rid:temporal_references,0.057971954345703125,0.0,39,35,1.0,0.7714285714285715
gi_primary:Strong,usas:N4,0.05797445774078369,0.0,249,11,0.9558232931726908,0.6363636363636364
gi_primary:WltTot,verbnet:contribute,0.057977914810180664,0.016666666666666666,40,21,0.975,1.0
framenet:Cause_motion,verbnet:spray,0.057978034019470215,0.0,14,14,1.0,1.0
gi_primary:Undrst,rid:positive_affect,0.05798232555389404,0.018867924528301886,39,15,0.717948717948718,1.0
framenet:Manipulation,usas:B2,0.0579836368560791,0.0,38,10,1.0,1.0
gi_primary:TranLw,usas:T3,0.05798572301864624,0.0,124,9,0.9838709677419355,1.0
gi_primary:EnlGain,wordnet:competition,0.057987213134765625,0.0,55,12,1.0,1.0
induced:speech_act,wordnet:unassigned,0.0579875111579895,0.006329113924050633,39,120,1.0,0.4583333333333333
gi_primary:Legal,usas:A1.1.2,0.0579875111579895,0.037037037037037035,24,32,0.9583333333333334,1.0
framenet:Desiring,verbnet:escape,0.05798900127410889,0.0,8,29,0.875,1.0
framenet:Cause_motion,rid:abstraction,0.05799072980880737,0.0,14,68,1.0,0.9558823529411765
usas:X3.4,verbnet:create,0.0579909086227417,0.0,16,14,1.0,1.0
rid:affection,usas:N5,0.05799245834350586,0.0,12,23,0.9166666666666666,0.782608695652174
framenet:Request,usas:A7,0.05799269676208496,0.0,24,17,1.0,0.8235294117647058
rid:abstraction,verbnet:begin,0.057993173599243164,0.0,68,9,0.9558823529411765,1.0
gi_primary:Legal,verbnet:send,0.05799531936645508,0.0,24,14,0.9583333333333334,1.0
gi_primary:If,verbnet:force,0.05799603462219238,0.0,28,14,0.7857142857142857,1.0
gi_primary:EnlOth,verbnet:pocket,0.057998597621917725,0.009433962264150943,92,15,0.9891304347826086,0.8666666666666667
framenet:Cause_motion,gi_primary:WltOth,0.05799907445907593,0.0,14,32,1.0,0.96875
rid:temporal_references,verbnet:contribute,0.05800056457519531,0.0,35,21,0.7714285714285715,1.0
framenet:Becoming_aware,gi_primary:Work,0.058001935482025146,0.0,12,90,1.0,0.9888888888888889
framenet:Cause_harm,gi_primary:WltOth,0.058003127574920654,0.0,45,32,1.0,0.96875
induced:grammatical_function,verbnet:create,0.05800461769104004,0.0,100,14,0.42,1.0
gi_primary:PLACE,usas:B2,0.05800473690032959,0.0,48,10,1.0,1.0
gi_primary:Submit,rid:order,0.0580059289932251,0.0,58,10,0.9827586206896551,1.0
gi_primary:ECON,usas:X2.2,0.05800729990005493,0.0,47,14,0.9787234042553191,1.0
gi_primary:POS,usas:Z5,0.05800747871398926,0.0,9,45,0.5555555555555556,0.2222222222222222
usas:X2.2,verbnet:nonverbal_expression,0.05800908803939819,0.0,14,22,1.0,1.0
gi_primary:COM,usas:Z3c,0.05800908803939819,0.0,80,9,0.9875,0.6666666666666666
gi_primary:Complet,verbnet:convert,0.05800914764404297,0.027777777777777776,27,10,1.0,1.0
gi_primary:COM,verbnet:amalgamate,0.05800926685333252,0.011235955056179775,80,10,0.9875,1.0
induced:perception_cognition,verbnet:chew,0.05800986289978027,0.0,49,10,1.0,1.0
gi_primary:ComnObj,verbnet:butter,0.05801284313201904,0.0,23,20,0.9565217391304348,1.0
framenet:Change_position_on_a_scale,usas:M8,0.05801522731781006,0.0,17,10,1.0,1.0
rid:temporal_references,verbnet:build,0.058016180992126465,0.0,35,26,0.7714285714285715,1.0
framenet:Posture,gi_primary:WlbPhys,0.05801814794540405,0.0,14,47,1.0,1.0
gi_primary:TimeSpc,rid:positive_affect,0.058019936084747314,0.0,77,15,0.6363636363636364,1.0
gi_primary:AffGain,usas:X3.4,0.05802255868911743,0.0,15,16,0.9333333333333333,1.0
induced:property_damage,verbnet:dress,0.05802297592163086,0.0,16,11,1.0,1.0
gi_primary:Affil,verbnet:carry,0.058028578758239746,0.0,85,17,0.9529411764705882,1.0
framenet:Performers_and_roles,gi_primary:PowTot,0.058029353618621826,0.006211180124223602,12,150,0.3333333333333333,0.9666666666666667
framenet:Posture,verbnet:pocket,0.0580296516418457,0.0,14,15,1.0,0.8666666666666667
induced:grammatical_function,usas:X3.2,0.058029770851135254,0.0,100,15,0.42,1.0
gi_primary:Power,induced:bodily_violence,0.058031558990478516,0.007936507936507936,101,26,0.9603960396039604,1.0
gi_primary:SklOth,verbnet:future_having,0.05803191661834717,0.03571428571428571,19,10,1.0,0.8
gi_primary:FormLw,usas:S7.4,0.05803334712982178,0.0,80,8,0.9875,1.0
gi_primary:Ritual,usas:I2.2,0.058033764362335205,0.0,33,11,1.0,1.0
framenet:Emptying,verbnet:characterize,0.058036744594573975,0.0,9,22,1.0,1.0
gi_primary:Pstv,usas:N4,0.05803680419921875,0.0,124,11,0.9838709677419355,0.6363636363636364
framenet:Cause_harm,wordnet:unassigned,0.0580369234085083,0.0,45,120,1.0,0.4583333333333333
rid:social_behavior,usas:O4.6,0.05803704261779785,0.0,134,12,1.0,1.0
rid:instrumental_behavior,usas:N6,0.05804121494293213,0.0,92,10,0.9891304347826086,1.0
verbnet:admit,wordnet:cognition,0.05804586410522461,0.0,8,17,1.0,1.0
gi_primary:RcGain,rid:aggression,0.05804634094238281,0.010752688172043012,11,83,1.0,0.9879518072289156
gi_primary:PosAff,usas:O4.6,0.05804872512817383,0.0625,22,12,0.9545454545454546,1.0
framenet:Communication_manner,gi_primary:WlbTot,0.05804920196533203,0.0,12,83,1.0,1.0
framenet:Performers_and_roles,rid:abstraction,0.05804949998855591,0.0,12,68,0.3333333333333333,0.9558823529411765
usas:A6.1,verbnet:dress,0.058051109313964844,0.0,17,11,0.9411764705882353,1.0
gi_primary:WlbPhys,verbnet:run,0.058053016662597656,0.0,47,34,1.0,1.0
framenet:Request,gi_primary:WlbPhys,0.058053553104400635,0.0,24,47,1.0,1.0
framenet:Giving,usas:Q1.2,0.058055341243743896,0.0,10,30,1.0,1.0
framenet:Statement,usas:S7.4,0.05805778503417969,0.03333333333333333,54,8,1.0,1.0
framenet:Becoming_aware,usas:E4.1,0.05806249380111694,0.0,12,16,1.0,1.0
gi_primary:EVAL,usas:F1,0.058062732219696045,0.0,22,15,0.9545454545454546,1.0
gi_primary:IAV,verbnet:begin,0.05806565284729004,0.008565310492505354,462,9,0.9805194805194806,1.0
gi_primary:Ngtv,verbnet:convert,0.05806654691696167,0.011764705882352941,162,10,0.9876543209876543,1.0
rid:positive_affect,verbnet:chase,0.058066606521606445,0.0,15,8,1.0,1.0
gi_primary:AffTot,usas:T3,0.05806785821914673,0.02564102564102564,31,9,0.967741935483871,1.0
gi_primary:Virtue,usas:B2,0.05806785821914673,0.0,63,10,0.9523809523809523,1.0
gi_primary:SocRel,usas:T3,0.05806821584701538,0.005847953216374269,163,9,0.9815950920245399,1.0
gi_primary:NegAff,usas:A1.7,0.05806839466094971,0.0,21,20,0.9523809523809523,1.0
gi_primary:Affil,verbnet:dress,0.05807232856750488,0.0,85,11,0.9529411764705882,1.0
framenet:Request,gi_primary:Means,0.058073341846466064,0.011363636363636364,24,65,1.0,0.9538461538461539
gi_primary:EnlOth,usas:S7.4,0.05807417631149292,0.0,92,8,0.9891304347826086,1.0
framenet:Experiencer_focus,gi_primary:Power,0.058076441287994385,0.0,8,101,0.875,0.9603960396039604
framenet:Evidence,usas:E4.1,0.05807846784591675,0.0,16,16,1.0,1.0
rid:restraint,verbnet:appoint,0.058080434799194336,0.0,37,8,0.972972972972973,1.0
framenet:Cause_motion,induced:nonverbal_expression,0.05808103084564209,0.0,14,18,1.0,1.0
gi_primary:Virtue,verbnet:crane,0.058085858821868896,0.0,63,25,0.9523809523809523,1.0
gi_primary:Begin,verbnet:other_cos,0.058086931705474854,0.0,15,39,0.9333333333333333,1.0
usas:B2,verbnet:appear,0.05808722972869873,0.0,10,27,1.0,1.0
framenet:Emptying,verbnet:force,0.05808722972869873,0.0,9,14,1.0,1.0
induced:speech_act,usas:A7,0.05808877944946289,0.0,39,17,1.0,0.8235294117647058
framenet:Desiring,induced:procedural_operation,0.05808913707733154,0.0,8,52,0.875,1.0
gi_primary:NatrPro,wordnet:perception,0.05808985233306885,0.0,45,28,1.0,1.0
framenet:Cause_harm,gi_primary:COLL,0.05809307098388672,0.0,45,22,1.0,1.0
gi_primary:DAV,verbnet:peer,0.058093369007110596,0.01020408163265306,281,16,0.9893238434163701,1.0
gi_primary:PowCoop,wordnet:social,0.058093369007110596,0.0,13,28,0.9230769230769231,0.9642857142857143
rid:sensation,verbnet:begin,0.0580940842628479,0.0,112,9,1.0,1.0
gi_primary:HU,usas:B2,0.05809450149536133,0.0,53,10,0.9622641509433962,1.0
framenet:Experiencer_obj,gi_primary:WltOth,0.05810070037841797,0.0,14,32,0.9285714285714286,0.96875
framenet:Placing,gi_primary:Finish,0.058103322982788086,0.0,34,29,1.0,0.9310344827586207
gi_primary:NatObj,usas:A9,0.05810678005218506,0.012345679012345678,12,70,1.0,0.9285714285714286
framenet:Emptying,usas:M8,0.058109283447265625,0.0,9,10,1.0,1.0
gi_primary:Passive,verbnet:admit,0.05811119079589844,0.0106951871657754,181,8,0.9779005524861878,1.0
gi_primary:NatObj,rid:restraint,0.0581129789352417,0.020833333333333332,12,37,1.0,0.972972972972973
framenet:Departing,wordnet:consumption,0.05811440944671631,0.0,8,12,1.0,1.0
gi_primary:ComForm,usas:X3.2,0.05811506509780884,0.011049723756906077,168,15,0.9880952380952381,1.0
rid:sadness,usas:I2.2,0.05811655521392822,0.0,15,11,1.0,1.0
gi_primary:PowEnds,usas:X2.1,0.05811655521392822,0.0,8,21,0.875,1.0
framenet:Arriving,gi_primary:PowOth,0.0581170916557312,0.0,15,45,1.0,0.9333333333333333
framenet:Desiring,gi_primary:TimeSpc,0.05811840295791626,0.011904761904761904,8,77,0.875,0.6363636363636364
framenet:Becoming_aware,usas:N5,0.05811882019042969,0.0,12,23,1.0,0.782608695652174
