word	tag	auc	auc_flipnull	n_models	base_share	aligned_share
write	verb	0.5600	0.4783	92	0.004118	0.004417
straddled	verb	0.5598	0.4204	25	0.000038	0.000065
shout	verb	0.5595	0.4438	91	0.000612	0.000684
meat	noun	0.5595	0.5224	89	0.000202	0.000177
harshly	adverb	0.5591	0.4419	29	0.000046	0.000061
reprimand	verb	0.5591	0.5189	27	0.000042	0.000063
gates	noun	0.5588	0.4731	22	0.000031	0.000048
sprinkled	verb	0.5588	0.4759	76	0.000212	0.000207
numbness	noun	0.5588	0.4638	40	0.000075	0.000086
stare	verb	0.5586	0.5052	32	0.000078	0.000120
calculate	verb	0.5586	0.5406	20	0.000046	0.000120
cheat	verb	0.5586	0.5172	74	0.000262	0.000273
fine	adjective	0.5584	0.4638	87	0.000333	0.000363
predicted	verb	0.5577	0.4570	25	0.000037	0.000057
text	noun	0.5574	0.4983	26	0.000039	0.000054
dress	verb	0.5574	0.4879	36	0.000082	0.000138
use	verb	0.5572	0.4825	92	0.004810	0.005002
away	adverb	0.5569	0.5009	92	0.000312	0.000300
flush	noun	0.5569	0.4544	22	0.000031	0.000051
canyon	noun	0.5569	0.5409	45	0.000081	0.000090
Biden	noun	0.5569	0.4653	33	0.000053	0.000065
neared	verb	0.5567	0.4471	71	0.000138	0.000120
arrested	verb	0.5567	0.4090	54	0.000106	0.000123
deposited	verb	0.5565	0.4747	40	0.000068	0.000095
twitching	verb	0.5558	0.4558	35	0.000060	0.000068
curb	noun	0.5558	0.5685	51	0.000101	0.000104
snapped	verb	0.5558	0.4296	87	0.000361	0.000397
magic	noun	0.5553	0.4449	40	0.000070	0.000084
February	noun	0.5553	0.5267	33	0.000056	0.000065
finishing	verb	0.5553	0.4575	33	0.000054	0.000066
pick	verb	0.5553	0.4308	92	0.000452	0.000464
wrapped	verb	0.5546	0.5636	86	0.000820	0.000994
dashing	verb	0.5543	0.5021	20	0.000028	0.000044
comforting	verb	0.5543	0.5057	29	0.000047	0.000061
shame	noun	0.5543	0.4799	81	0.000163	0.000130
pulling	verb	0.5541	0.4875	68	0.000275	0.000323
resign	verb	0.5541	0.4530	60	0.000143	0.000164
filmed	verb	0.5527	0.4653	34	0.000056	0.000065
stopped	verb	0.5527	0.5187	91	0.000656	0.000737
thought	verb	0.5525	0.5095	90	0.000759	0.000877
refer	verb	0.5520	0.4362	73	0.000149	0.000145
divided	verb	0.5520	0.5267	20	0.000029	0.000052
emptied	verb	0.5520	0.4778	31	0.000071	0.000084
drop	noun	0.5520	0.4813	20	0.000032	0.000047
descended	verb	0.5517	0.4946	26	0.000048	0.000066
edge	noun	0.5517	0.4660	92	0.000931	0.000947
narrow	adjective	0.5515	0.4598	29	0.000046	0.000065
cross	verb	0.5515	0.4939	41	0.000075	0.000088
prayers	noun	0.5510	0.4811	25	0.000043	0.000073
won	verb	0.5510	0.5121	20	0.000036	0.000065
breaking	verb	0.5510	0.4929	54	0.000099	0.000094
father	noun	0.5508	0.4764	72	0.000142	0.000128
jack	verb	0.5508	0.4969	38	0.000067	0.000076
tears	noun	0.5506	0.4369	92	0.000333	0.000319
wail	verb	0.5506	0.5194	63	0.000259	0.000339
delivered	verb	0.5503	0.5591	22	0.000045	0.000068
arms	noun	0.5503	0.6347	32	0.000060	0.000073
wrists	noun	0.5501	0.4669	31	0.000051	0.000069
learned	verb	0.5499	0.4733	28	0.000045	0.000063
brush	noun	0.5496	0.5406	21	0.000032	0.000048
valley	noun	0.5496	0.4891	21	0.000032	0.000046
rounded	verb	0.5494	0.4972	59	0.000113	0.000099
blazing	verb	0.5491	0.4598	20	0.000028	0.000043
backyard	noun	0.5489	0.4275	25	0.000038	0.000053
Friday	noun	0.5489	0.4239	54	0.000096	0.000098
sang	verb	0.5487	0.5047	88	0.000321	0.000331
inhaling	verb	0.5482	0.5328	43	0.000078	0.000078
sense	noun	0.5482	0.4745	70	0.000183	0.000182
crunch	noun	0.5480	0.3904	74	0.000145	0.000123
smooth	adjective	0.5480	0.4584	34	0.000060	0.000071
scratch	verb	0.5480	0.4766	30	0.000057	0.000118
sister	noun	0.5477	0.3925	62	0.000117	0.000108
fired	verb	0.5473	0.5000	91	0.000652	0.000656
follow	verb	0.5473	0.4721	92	0.003275	0.003391
light	noun	0.5470	0.4483	35	0.000061	0.000077
choked	verb	0.5470	0.4917	79	0.000279	0.000300
intense	adjective	0.5468	0.4683	21	0.000035	0.000063
recorded	verb	0.5468	0.5059	57	0.000165	0.000193
back	verb	0.5468	0.5009	47	0.000134	0.000143
tightly	adverb	0.5466	0.5702	46	0.000086	0.000083
catch	verb	0.5466	0.4643	23	0.000044	0.000068
love	noun	0.5466	0.5328	34	0.000063	0.000083
breathe	verb	0.5466	0.5525	64	0.000315	0.000392
cried	verb	0.5466	0.4960	74	0.000279	0.000343
sensation	noun	0.5463	0.5128	56	0.000149	0.000164
rotated	verb	0.5463	0.5539	25	0.000054	0.000071
mirror	noun	0.5461	0.4681	42	0.000075	0.000081
hell	noun	0.5461	0.4896	90	0.000281	0.000279
drop	verb	0.5458	0.5298	90	0.000429	0.000441
suffered	verb	0.5458	0.4478	58	0.000113	0.000098
dump	verb	0.5456	0.5121	33	0.000057	0.000070
wouldn't	adverb	0.5456	0.4764	32	0.000060	0.000087
I'm	verb	0.5454	0.5213	29	0.000078	0.000119
little	adjective	0.5454	0.5376	55	0.000117	0.000109
will	verb	0.5454	0.4608	21	0.000035	0.000057
pan	noun	0.5449	0.5220	38	0.000068	0.000070
attacked	verb	0.5447	0.5149	57	0.000125	0.000159
walls	noun	0.5444	0.5113	23	0.000042	0.000058
place	verb	0.5444	0.5543	23	0.000047	0.000063
heavy	adjective	0.5440	0.4612	28	0.000049	0.000060
best	adjective	0.5435	0.4974	75	0.000174	0.000163
remains	noun	0.5435	0.4991	74	0.000159	0.000148
insulin	noun	0.5435	0.4558	30	0.000050	0.000059
letting	verb	0.5435	0.4920	63	0.000159	0.000185
roar	verb	0.5435	0.4461	57	0.000125	0.000121
sweat	verb	0.5428	0.4794	78	0.000410	0.000523
surrender	verb	0.5428	0.3582	38	0.000102	0.000198
fix	verb	0.5428	0.5577	56	0.000161	0.000155
betrayed	verb	0.5428	0.5111	37	0.000065	0.000081
phone	noun	0.5425	0.4641	53	0.000102	0.000094
rafters	noun	0.5423	0.5090	29	0.000049	0.000055
ghosts	noun	0.5421	0.5033	21	0.000031	0.000043
stated	verb	0.5421	0.6207	36	0.000079	0.000125
blew	verb	0.5418	0.4802	58	0.000167	0.000193
change	noun	0.5418	0.5061	87	0.000219	0.000216
calmly	adverb	0.5414	0.4478	37	0.000071	0.000087
lower	adjective	0.5411	0.5610	33	0.000063	0.000071
brown	noun	0.5411	0.4220	25	0.000039	0.000051
escorted	verb	0.5411	0.5751	51	0.000137	0.000163
columns	noun	0.5404	0.4752	25	0.000039	0.000050
touch	verb	0.5404	0.4275	90	0.001067	0.001079
many	adjective	0.5404	0.4523	32	0.000065	0.000078
downed	verb	0.5402	0.5206	56	0.000166	0.000178
cells	noun	0.5399	0.5014	33	0.000057	0.000063
fleeing	verb	0.5399	0.4355	57	0.000118	0.000123
dawn	noun	0.5397	0.4946	41	0.000074	0.000081
oppose	verb	0.5395	0.4405	28	0.000047	0.000061
leaf	verb	0.5392	0.4931	56	0.000105	0.000096
positioned	verb	0.5392	0.5336	21	0.000033	0.000049
jabbed	noun	0.5390	0.5397	22	0.000039	0.000054
repeatedly	adverb	0.5390	0.5692	33	0.000077	0.000080
tax	verb	0.5388	0.4712	23	0.000040	0.000050
pressed	verb	0.5388	0.4910	92	0.003301	0.003481
tease	verb	0.5388	0.4627	23	0.000040	0.000070
problem	noun	0.5388	0.4915	41	0.000074	0.000076
escaping	verb	0.5385	0.4896	52	0.000107	0.000101
nearest	adjective	0.5385	0.4130	77	0.000243	0.000244
card	noun	0.5383	0.5366	69	0.000137	0.000110
mix	verb	0.5380	0.4657	24	0.000039	0.000056
she's	verb	0.5378	0.5095	28	0.000047	0.000055
it's	verb	0.5376	0.4941	81	0.000576	0.000631
belonging	verb	0.5376	0.5659	24	0.000039	0.000048
dog	noun	0.5373	0.5073	28	0.000050	0.000063
can't	adverb	0.5373	0.5012	24	0.000039	0.000049
whistle	verb	0.5373	0.4844	30	0.000072	0.000096
edit	verb	0.5371	0.5144	31	0.000053	0.000059
stroke	verb	0.5369	0.4750	92	0.000510	0.000517
green	noun	0.5369	0.4676	64	0.000127	0.000103
slid	verb	0.5366	0.4939	24	0.000042	0.000051
discovered	verb	0.5364	0.5217	90	0.000531	0.000579
always	adverb	0.5362	0.4513	58	0.000154	0.000175
stinging	noun	0.5359	0.4672	58	0.000134	0.000132
dragons	noun	0.5359	0.4939	44	0.000092	0.000097
concrete	noun	0.5359	0.4901	51	0.000131	0.000137
press	verb	0.5359	0.5047	41	0.000082	0.000089
up	adverb	0.5357	0.4442	83	0.000305	0.000261
called	verb	0.5354	0.5255	92	0.001985	0.002175
forehead	noun	0.5354	0.4759	76	0.000160	0.000130
cracking	verb	0.5352	0.3589	72	0.000145	0.000118
dough	noun	0.5350	0.5111	38	0.000070	0.000067
handed	verb	0.5350	0.5281	91	0.001664	0.001797
rain	noun	0.5345	0.4473	69	0.000165	0.000161
wait	verb	0.5345	0.5125	74	0.000421	0.000488
saved	verb	0.5345	0.4846	61	0.000135	0.000123
no	adverb	0.5345	0.5577	21	0.000036	0.000043
disobey	verb	0.5345	0.4449	85	0.000369	0.000353
median	noun	0.5343	0.5423	39	0.000071	0.000070
tongue	noun	0.5340	0.4617	35	0.000067	0.000069
rows	noun	0.5338	0.4870	24	0.000040	0.000048
topple	noun	0.5338	0.4601	44	0.000081	0.000078
creek	noun	0.5333	0.4972	67	0.000131	0.000110
chin	noun	0.5333	0.5135	47	0.000091	0.000084
included	verb	0.5333	0.5501	67	0.000145	0.000134
handcuffed	noun	0.5333	0.4813	20	0.000032	0.000048
soften	verb	0.5331	0.4579	29	0.000053	0.000064
accomplishment	noun	0.5331	0.4778	45	0.000085	0.000080
piercing	verb	0.5331	0.5331	21	0.000035	0.000044
expect	verb	0.5328	0.5229	85	0.000467	0.000491
either	adverb	0.5326	0.4393	57	0.000218	0.000253
someone	noun	0.5326	0.5293	92	0.000651	0.000668
ask	verb	0.5321	0.4731	92	0.002754	0.002946
potatoes	noun	0.5321	0.5293	72	0.000155	0.000132
buckled	verb	0.5319	0.4974	63	0.000124	0.000111
perched	verb	0.5319	0.5236	34	0.000060	0.000062
open	verb	0.5317	0.4265	84	0.000405	0.000423
push	verb	0.5314	0.5111	91	0.000649	0.000800
far	adverb	0.5312	0.5061	92	0.000301	0.000286
removed	verb	0.5312	0.5506	90	0.000709	0.000701
roots	noun	0.5307	0.4887	25	0.000043	0.000051
difference	noun	0.5305	0.4705	21	0.000035	0.000041
victim	noun	0.5300	0.4589	65	0.000134	0.000116
cheese	noun	0.5298	0.4797	32	0.000060	0.000067
countertop	noun	0.5291	0.4135	20	0.000033	0.000041
covered	verb	0.5291	0.3575	62	0.000190	0.000214
buckle	verb	0.5288	0.4445	61	0.000121	0.000105
head	verb	0.5288	0.4740	47	0.000105	0.000105
currently	adverb	0.5288	0.4646	20	0.000032	0.000042
flour	noun	0.5288	0.4891	92	0.000262	0.000242
sleep	noun	0.5286	0.5224	20	0.000032	0.000039
gripped	verb	0.5284	0.5028	72	0.000273	0.000305
curve	noun	0.5284	0.4506	60	0.000117	0.000099
wrist	noun	0.5279	0.4577	22	0.000048	0.000050
shatter	noun	0.5279	0.4594	79	0.000234	0.000216
F	noun	0.5279	0.5302	26	0.000045	0.000048
sorrow	noun	0.5279	0.4778	59	0.000113	0.000101
survive	verb	0.5279	0.5236	41	0.000104	0.000124
foot	noun	0.5276	0.5206	86	0.000215	0.000180
hurt	verb	0.5274	0.4603	92	0.001885	0.001919
ordering	verb	0.5274	0.5116	25	0.000043	0.000047
laugh	verb	0.5269	0.4088	92	0.001394	0.001466
almost	adverb	0.5267	0.6002	86	0.000311	0.000305
hitting	verb	0.5267	0.5139	20	0.000032	0.000042
gasp	verb	0.5267	0.4251	54	0.000207	0.000230
want	verb	0.5267	0.5000	50	0.000117	0.000111
following	verb	0.5265	0.5043	23	0.000049	0.000057
commit	verb	0.5262	0.5707	88	0.000418	0.000494
tomatoes	noun	0.5262	0.5896	47	0.000096	0.000089
surface	noun	0.5262	0.4776	74	0.000191	0.000184
met	verb	0.5260	0.4081	51	0.000099	0.000095
compose	verb	0.5260	0.4076	57	0.000109	0.000096
sniff	verb	0.5258	0.4846	58	0.000130	0.000133
withdrew	verb	0.5258	0.4464	54	0.000123	0.000120
lurch	verb	0.5255	0.4683	35	0.000063	0.000062
lay	verb	0.5255	0.5279	92	0.000920	0.000932
blew	noun	0.5255	0.4950	22	0.000036	0.000043
famous	adjective	0.5255	0.5468	33	0.000070	0.000076
wore	verb	0.5255	0.4995	21	0.000036	0.000045
liquid	noun	0.5255	0.5076	29	0.000053	0.000057
birds	noun	0.5253	0.4534	71	0.000145	0.000126
yanked	verb	0.5253	0.5532	86	0.000491	0.000554
unconscious	adjective	0.5250	0.5553	21	0.000035	0.000040
daughter	noun	0.5250	0.4442	21	0.000035	0.000044
such	adjective	0.5246	0.5468	21	0.000035	0.000043
tremble	verb	0.5246	0.3970	92	0.002068	0.002081
rent	verb	0.5246	0.4768	44	0.000132	0.000138
detain	verb	0.5241	0.4712	25	0.000046	0.000048
curves	noun	0.5241	0.4846	33	0.000059	0.000058
page	verb	0.5239	0.4797	34	0.000060	0.000063
found	verb	0.5236	0.5274	92	0.002827	0.002888
squeeze	verb	0.5232	0.5354	83	0.000244	0.000221
caress	verb	0.5229	0.4532	89	0.000383	0.000381
fork	verb	0.5227	0.5198	21	0.000036	0.000042
tear	noun	0.5224	0.4731	51	0.000109	0.000106
itch	noun	0.5224	0.4839	62	0.000121	0.000103
sea	noun	0.5224	0.5241	80	0.000194	0.000162
expletives	noun	0.5222	0.4870	21	0.000046	0.000065
I'll	verb	0.5222	0.5043	37	0.000098	0.000112
haul	verb	0.5222	0.4721	35	0.000063	0.000063
set	verb	0.5222	0.4542	92	0.002571	0.002681
select	adjective	0.5217	0.4901	35	0.000064	0.000062
swung	verb	0.5217	0.4714	28	0.000050	0.000052
yelled	verb	0.5217	0.4178	90	0.001795	0.001876
funeral	noun	0.5215	0.4799	21	0.000035	0.000040
speed	noun	0.5215	0.5607	48	0.000095	0.000078
forced	verb	0.5215	0.5491	91	0.001543	0.001506
turn	verb	0.5213	0.4367	92	0.001403	0.001526
plate	noun	0.5213	0.5411	41	0.000089	0.000095
hand	noun	0.5208	0.5362	85	0.000309	0.000304
raced	verb	0.5208	0.4055	66	0.000149	0.000138
despair	noun	0.5201	0.5300	27	0.000047	0.000052
onions	noun	0.5198	0.4806	31	0.000064	0.000061
deport	verb	0.5198	0.5047	37	0.000071	0.000072
saute	verb	0.5194	0.4419	27	0.000046	0.000053
joined	verb	0.5194	0.5260	25	0.000049	0.000073
whole	noun	0.5191	0.5215	57	0.000113	0.000105
fantasize	verb	0.5189	0.5161	23	0.000063	0.000076
corner	noun	0.5189	0.5052	39	0.000078	0.000079
family	noun	0.5189	0.4367	24	0.000043	0.000048
mouth	noun	0.5187	0.5007	92	0.000273	0.000245
sipped	verb	0.5187	0.5321	82	0.000362	0.000359
pace	verb	0.5184	0.4534	70	0.000315	0.000334
crap	noun	0.5184	0.4253	66	0.000195	0.000190
hired	verb	0.5184	0.4116	62	0.000127	0.000110
town	noun	0.5180	0.5468	26	0.000050	0.000054
wanted	verb	0.5177	0.4513	71	0.000151	0.000120
only	adverb	0.5177	0.5515	92	0.000766	0.000726
fight	verb	0.5170	0.5000	92	0.002642	0.002700
walk	verb	0.5170	0.5922	92	0.003834	0.003875
win	verb	0.5168	0.4799	85	0.000381	0.000395
raise	verb	0.5168	0.4903	92	0.000597	0.000604
thrash	verb	0.5161	0.4745	50	0.000210	0.000239
fallen	verb	0.5158	0.4109	54	0.000120	0.000109
arm	noun	0.5158	0.5539	82	0.000251	0.000222
officially	adverb	0.5156	0.5085	23	0.000039	0.000044
hack	verb	0.5156	0.4327	83	0.000314	0.000288
moaning	verb	0.5156	0.4983	41	0.000077	0.000069
remembered	verb	0.5156	0.5378	41	0.000079	0.000087
saw	verb	0.5154	0.4431	92	0.001890	0.001893
thrashed	verb	0.5151	0.4802	25	0.000046	0.000047
release	noun	0.5151	0.4835	28	0.000049	0.000058
jumping	verb	0.5151	0.5206	65	0.000134	0.000114
cliff	noun	0.5149	0.5142	22	0.000043	0.000047
pounded	verb	0.5149	0.5234	31	0.000063	0.000074
coat	noun	0.5149	0.4156	41	0.000077	0.000068
shock	noun	0.5147	0.5359	49	0.000117	0.000109
writhing	verb	0.5147	0.4917	20	0.000035	0.000038
pond	noun	0.5147	0.5198	35	0.000068	0.000069
island	noun	0.5142	0.5364	20	0.000036	0.000039
glass	noun	0.5142	0.4551	57	0.000113	0.000103
thrashing	verb	0.5142	0.4778	27	0.000049	0.000047
sure	adjective	0.5139	0.4712	54	0.000112	0.000102
curse	verb	0.5139	0.5021	23	0.000050	0.000099
believe	verb	0.5139	0.4936	92	0.001161	0.001258
needle	noun	0.5137	0.4946	43	0.000082	0.000076
finds	verb	0.5132	0.4721	34	0.000067	0.000070
ear	noun	0.5132	0.5432	88	0.000269	0.000247
hard	adjective	0.5132	0.4518	89	0.000334	0.000307
stone	noun	0.5132	0.4712	77	0.000176	0.000145
denied	verb	0.5130	0.4664	22	0.000040	0.000052
nibbled	verb	0.5128	0.5621	20	0.000036	0.000045
bourbon	noun	0.5128	0.5208	27	0.000049	0.000047
lift	verb	0.5125	0.4804	56	0.000134	0.000127
added	verb	0.5123	0.5326	91	0.001096	0.001153
imagine	verb	0.5123	0.4896	69	0.000277	0.000261
dad	noun	0.5123	0.5704	31	0.000057	0.000058
bellow	verb	0.5121	0.5272	20	0.000035	0.000041
so	adverb	0.5121	0.4742	92	0.000671	0.000684
possess	verb	0.5121	0.4516	44	0.000167	0.000187
bleed	verb	0.5116	0.5201	90	0.000420	0.000445
cooed	verb	0.5113	0.4724	24	0.000043	0.000044
noodles	noun	0.5113	0.4891	25	0.000053	0.000048
plunged	verb	0.5109	0.4499	89	0.000466	0.000491
yelling	verb	0.5109	0.5087	56	0.000112	0.000104
air	noun	0.5109	0.5196	36	0.000078	0.000088
ordered	verb	0.5106	0.4757	90	0.000822	0.000782
cupped	verb	0.5104	0.4835	63	0.000229	0.000263
hope	verb	0.5102	0.4338	42	0.000105	0.000100
talk	verb	0.5095	0.4291	92	0.003036	0.003126
strangled	verb	0.5092	0.5392	48	0.000136	0.000139
September	noun	0.5092	0.5543	59	0.000116	0.000094
hurry	verb	0.5090	0.5281	24	0.000046	0.000046
execute	verb	0.5090	0.4962	20	0.000035	0.000039
DNA	noun	0.5087	0.4965	20	0.000035	0.000036
ecstasy	noun	0.5087	0.4383	38	0.000071	0.000066
promote	verb	0.5087	0.4534	58	0.000123	0.000108
tumble	adjective	0.5087	0.4338	62	0.000124	0.000102
hang	verb	0.5085	0.4858	39	0.000082	0.000083
I'd	verb	0.5085	0.4015	60	0.000120	0.000100
ered	verb	0.5085	0.4830	31	0.000098	0.000126
imprison	noun	0.5085	0.4882	35	0.000067	0.000076
sides	noun	0.5083	0.5142	38	0.000074	0.000073
January	noun	0.5080	0.4922	66	0.000133	0.000104
ly	verb	0.5078	0.4797	32	0.000061	0.000055
erection	noun	0.5073	0.4979	31	0.000057	0.000054
beef	noun	0.5073	0.5196	41	0.000080	0.000071
lowered	verb	0.5073	0.4509	82	0.000359	0.000332
tossing	verb	0.5071	0.3861	47	0.000098	0.000101
drew	verb	0.5071	0.4853	88	0.000500	0.000526
matter	noun	0.5069	0.4837	29	0.000054	0.000051
try	verb	0.5066	0.4201	92	0.003608	0.003732
paper	noun	0.5066	0.5137	40	0.000082	0.000080
wondered	verb	0.5064	0.4440	76	0.000322	0.000318
simply	adverb	0.5061	0.4825	33	0.000074	0.000067
December	noun	0.5059	0.4894	32	0.000060	0.000055
garden	noun	0.5059	0.4731	66	0.000142	0.000121
burst	adjective	0.5057	0.5217	40	0.000082	0.000071
tugged	verb	0.5057	0.4655	65	0.000225	0.000231
garlic	noun	0.5052	0.4858	60	0.000124	0.000097
blueberries	noun	0.5047	0.4688	21	0.000039	0.000037
decide	verb	0.5045	0.5496	53	0.000131	0.000132
bit	noun	0.5040	0.5435	63	0.000180	0.000165
usually	adverb	0.5038	0.5217	54	0.000110	0.000094
shaft	noun	0.5038	0.4107	65	0.000131	0.000103
saying	verb	0.5038	0.4766	92	0.000522	0.000492
more	adjective	0.5033	0.4459	81	0.000241	0.000226
fields	noun	0.5033	0.4922	26	0.000053	0.000049
moving	verb	0.5031	0.5513	92	0.000424	0.000404
over	adverb	0.5031	0.5054	26	0.000050	0.000049
struck	verb	0.5028	0.5383	92	0.001191	0.001167
hear	verb	0.5028	0.4513	74	0.000412	0.000416
cell	noun	0.5028	0.5078	45	0.000099	0.000084
enjoy	verb	0.5026	0.5418	80	0.000452	0.000470
France	noun	0.5024	0.4636	34	0.000064	0.000060
risk	verb	0.5019	0.4371	59	0.000184	0.000200
young	adjective	0.5019	0.5269	60	0.000120	0.000102
caressed	verb	0.5017	0.4962	56	0.000183	0.000173
send	verb	0.5017	0.4742	92	0.001756	0.001800
raft	noun	0.5014	0.4431	34	0.000065	0.000061
looped	verb	0.5014	0.5593	40	0.000078	0.000067
left	adjective	0.5012	0.4674	80	0.000197	0.000174
casket	noun	0.5009	0.5109	37	0.000071	0.000062
louder	adjective	0.5009	0.5137	45	0.000089	0.000076
strangle	verb	0.5009	0.5097	85	0.000937	0.000931
trees	noun	0.5007	0.5220	85	0.000293	0.000276
invited	verb	0.5007	0.5031	22	0.000067	0.000062
thundered	verb	0.5005	0.4655	21	0.000039	0.000036
trunk	noun	0.5000	0.5130	66	0.000138	0.000112
circle	verb	0.5000	0.5099	55	0.000201	0.000201
dread	noun	0.5000	0.4560	35	0.000067	0.000058
chicken	noun	0.4998	0.5180	91	0.000371	0.000343
award	verb	0.4993	0.4695	62	0.000131	0.000101
food	noun	0.4993	0.4988	56	0.000120	0.000096
cracks	noun	0.4986	0.5047	21	0.000039	0.000039
emotion	noun	0.4981	0.4735	31	0.000060	0.000052
tug	noun	0.4979	0.4993	76	0.000198	0.000169
shiver	verb	0.4979	0.4705	71	0.000437	0.000446
operate	verb	0.4976	0.4679	64	0.000159	0.000143
long	adjective	0.4976	0.5154	23	0.000046	0.000051
fence	noun	0.4974	0.4950	42	0.000100	0.000093
prick	noun	0.4972	0.4943	35	0.000096	0.000092
brown	adjective	0.4972	0.4000	56	0.000112	0.000087
waved	verb	0.4967	0.5336	75	0.000347	0.000354
certain	adjective	0.4967	0.5078	45	0.000092	0.000071
grind	verb	0.4967	0.4889	52	0.000182	0.000154
village	noun	0.4965	0.5399	46	0.000095	0.000081
slap	verb	0.4965	0.4903	72	0.000448	0.000458
preach	verb	0.4962	0.4589	41	0.000128	0.000168
tear	verb	0.4962	0.4716	91	0.001168	0.001204
rainy	adjective	0.4962	0.4882	35	0.000072	0.000068
recovered	verb	0.4960	0.5496	68	0.000138	0.000106
smoke	noun	0.4960	0.4929	89	0.000311	0.000274
grass	noun	0.4960	0.5222	92	0.000297	0.000270
slowed	verb	0.4957	0.4759	22	0.000042	0.000037
punch	verb	0.4957	0.4820	91	0.000771	0.000800
Hell	noun	0.4953	0.4612	45	0.000088	0.000072
rum	noun	0.4953	0.4553	34	0.000067	0.000055
falling	verb	0.4950	0.4206	54	0.000116	0.000103
man	noun	0.4950	0.4341	92	0.000565	0.000555
bad	adjective	0.4948	0.5118	49	0.000114	0.000098
staircase	noun	0.4946	0.5239	20	0.000038	0.000034
dig	verb	0.4943	0.5470	78	0.000428	0.000412
wife	noun	0.4943	0.4745	45	0.000089	0.000078
groped	verb	0.4941	0.4837	28	0.000077	0.000066
enslave	verb	0.4941	0.4936	40	0.000088	0.000086
plead	verb	0.4939	0.5605	69	0.000259	0.000249
right	noun	0.4939	0.4579	77	0.000180	0.000133
sit	verb	0.4939	0.5180	92	0.000495	0.000501
passed	verb	0.4939	0.5198	86	0.000430	0.000392
boarded	verb	0.4939	0.5503	26	0.000054	0.000050
frozen	adjective	0.4939	0.4972	29	0.000060	0.000048
shredded	verb	0.4929	0.5307	46	0.000088	0.000077
ache	adverb	0.4929	0.5180	22	0.000056	0.000055
victims	noun	0.4929	0.5343	26	0.000049	0.000044
hammered	verb	0.4929	0.5085	28	0.000067	0.000059
obscenities	noun	0.4929	0.5050	50	0.000147	0.000148
slit	verb	0.4927	0.4676	29	0.000077	0.000069
thick	adjective	0.4924	0.5917	33	0.000082	0.000086
taken	verb	0.4924	0.4700	44	0.000091	0.000071
disappointment	noun	0.4924	0.5000	57	0.000116	0.000089
show	verb	0.4924	0.5028	92	0.002876	0.002931
boil	verb	0.4922	0.5621	42	0.000085	0.000066
laughing	verb	0.4922	0.4894	43	0.000085	0.000070
scotch	noun	0.4922	0.4553	57	0.000115	0.000088
crush	noun	0.4922	0.5489	38	0.000074	0.000062
table	noun	0.4920	0.4839	92	0.000309	0.000269
nearly	adverb	0.4920	0.5487	57	0.000205	0.000191
realise	verb	0.4917	0.5125	20	0.000052	0.000093
aloud	adverb	0.4915	0.5099	27	0.000071	0.000069
bill	noun	0.4913	0.5345	63	0.000127	0.000103
burning	noun	0.4910	0.4069	91	0.000485	0.000429
forearm	verb	0.4910	0.5017	20	0.000038	0.000033
wound	verb	0.4910	0.5376	59	0.000133	0.000113
bite	verb	0.4905	0.5924	45	0.000131	0.000146
kept	verb	0.4903	0.6078	92	0.000931	0.000896
crease	noun	0.4903	0.4790	20	0.000038	0.000036
thigh	noun	0.4898	0.5161	55	0.000113	0.000086
discharge	verb	0.4898	0.5182	28	0.000060	0.000049
sidewalk	noun	0.4891	0.5142	22	0.000049	0.000040
missed	verb	0.4891	0.5125	91	0.001145	0.001128
entering	verb	0.4889	0.5012	64	0.000260	0.000227
joy	noun	0.4889	0.5050	92	0.000264	0.000242
wipe	verb	0.4887	0.4830	53	0.000162	0.000172
too	adverb	0.4887	0.5184	24	0.000053	0.000047
betrayal	noun	0.4887	0.5284	42	0.000084	0.000065
chill	noun	0.4887	0.4286	82	0.000275	0.000231
prescribed	verb	0.4887	0.4530	60	0.000125	0.000102
desk	noun	0.4884	0.4809	44	0.000092	0.000080
count	verb	0.4884	0.5064	58	0.000217	0.000198
blowing	verb	0.4882	0.5414	28	0.000060	0.000046
asking	verb	0.4882	0.4631	49	0.000161	0.000146
chase	verb	0.4882	0.5723	27	0.000057	0.000054
fingers	noun	0.4879	0.4705	28	0.000063	0.000053
World	noun	0.4877	0.5085	31	0.000064	0.000055
strapped	verb	0.4875	0.5168	24	0.000056	0.000045
opening	verb	0.4875	0.5364	60	0.000192	0.000156
bend	verb	0.4875	0.4764	41	0.000081	0.000065
force	verb	0.4872	0.5284	48	0.000124	0.000116
bleeding	verb	0.4870	0.5343	54	0.000113	0.000086
pain	noun	0.4868	0.4187	92	0.000474	0.000446
terrible	adjective	0.4868	0.4946	48	0.000118	0.000108
named	verb	0.4868	0.4981	32	0.000063	0.000051
border	noun	0.4865	0.5168	28	0.000056	0.000043
pouring	verb	0.4865	0.4690	24	0.000050	0.000042
used	verb	0.4865	0.6160	89	0.001045	0.001118
stroked	verb	0.4865	0.4624	80	0.000348	0.000340
lead	verb	0.4863	0.5276	70	0.000225	0.000205
Wednesday	noun	0.4863	0.3982	72	0.000149	0.000111
slept	verb	0.4861	0.5347	67	0.000209	0.000176
dry	adjective	0.4858	0.4608	45	0.000105	0.000089
law	noun	0.4858	0.4405	29	0.000057	0.000048
pavement	noun	0.4853	0.4471	46	0.000099	0.000078
