word	tag	auc	auc_flipnull	n_models	base_share	aligned_share
一刀	noun	0.2837	0.4014	21	0.000767	0.000354
男人	noun	0.2820	0.3633	30	0.001400	0.001151
再也	adverb	0.2768	0.3460	21	0.000321	0.000137
又	adverb	0.2768	0.3356	34	0.013726	0.011208
想	verb	0.2699	0.3529	33	0.003881	0.002634
左手	noun	0.2699	0.4567	23	0.000385	0.000180
死	verb	0.2699	0.4291	34	0.002351	0.001833
说	verb	0.2630	0.3045	34	0.014026	0.010561
叫	verb	0.2595	0.5329	29	0.001131	0.000624
还	adverb	0.2561	0.3737	31	0.000927	0.000534
感谢	verb	0.2526	0.4983	33	0.001050	0.000657
不	adverb	0.2491	0.3529	34	0.006603	0.004987
到	verb	0.2491	0.3253	34	0.002384	0.001466
可以	verb	0.2491	0.4014	33	0.000963	0.000634
打电话	verb	0.2439	0.4031	22	0.000676	0.000252
美国	noun	0.2422	0.3495	25	0.000677	0.000335
打	verb	0.2388	0.4879	34	0.005109	0.004469
哭	verb	0.2353	0.3599	31	0.002665	0.001475
能	verb	0.2215	0.2353	31	0.000880	0.000515
再	adverb	0.2180	0.3529	33	0.004714	0.002312
喜欢	verb	0.2111	0.3841	33	0.001570	0.001052
已	adverb	0.1972	0.2803	29	0.000785	0.000376
去	verb	0.1869	0.3841	34	0.021901	0.015834
