word	proj	n_cells
shards	0.676625	11
ribs	0.676433	87
obedient	0.676306	1
“	0.675334	19
Just	0.675148	17
chug	0.675021	2
universe	0.675019	2
Jake	0.674758	10
awe	0.674737	17
25	0.673892	587
déjà	0.673808	3
tombstones	0.673765	2
balding	0.673328	3
Im	0.673210	11
seagulls	0.673048	10
did	0.672937	8981
antibiotic	0.672907	8
jogging	0.672863	5
city	0.672691	121
unions	0.672579	1
monster	0.672534	1
stake	0.672364	2
bone	0.672092	7
pope	0.672015	1
Don	0.671982	1
have	0.671949	10333
vagina	0.671768	2
pick	0.670990	312
174	0.670564	4
blew	0.670312	1350
tattooed	0.670243	17
binged	0.670113	1
shoots	0.669609	5
friend's	0.669588	1
too	0.669290	162
M	0.669220	1
outside	0.668789	159
Wie	0.668702	1
cured	0.668631	1
aches	0.668540	2
guitars	0.668334	2
whilst	0.668006	2
rock-hard	0.667594	1
goody	0.667537	1
first	0.667321	458
reschedule	0.666933	1
tires	0.666757	6
unit	0.666703	1
headed	0.665995	4878
ever	0.665737	59
breast	0.665504	156
Mrs	0.665478	282
side	0.665408	487
cr	0.665398	1
slit	0.665140	373
best	0.665107	178
feeding	0.665043	27
crows	0.664949	28
137	0.664819	2
rocked	0.664426	150
High	0.664414	12
________the	0.664184	1
33000	0.664103	1
crush	0.663955	195
Sayaka	0.663701	1
proofread	0.663659	19
came	0.663189	5001
26	0.662951	318
rounded	0.662351	30
picture	0.662200	17
shooting	0.662198	71
Nazis	0.662046	1
altars	0.660817	4
reeled	0.660742	4
plantings	0.660280	12
injector	0.660022	1
See	0.659936	2
237	0.659890	2
statin	0.659817	1
right	0.659733	418
Passage	0.659729	1
case	0.659412	1
slaves	0.659362	1
downing	0.659184	6
redundancies	0.659057	1
glued	0.658459	33
highway	0.658446	10
port	0.658241	20
cc	0.657873	7
Claire	0.657591	1
jump	0.657577	398
will	0.657326	2596
dragon	0.657109	5
Dick	0.656773	3
says	0.656631	260
minesite	0.656618	4
rename	0.656500	3
bet	0.656479	4
itch	0.656392	23
Well	0.656140	76
313	0.655326	1
shrubs	0.655245	24
hijacked	0.655065	2
reopening	0.654904	9
fans	0.654833	29
recent	0.654754	1
rusted	0.654708	9
succumb	0.654470	13
saline	0.653982	1
long	0.653473	800
es	0.653135	2
both	0.652989	1886
towns	0.652615	1
several	0.652096	142
pedestal	0.651670	1
C'est	0.651172	1
movies	0.650789	4
bloodlust	0.650719	1
behead	0.650291	7
famous	0.650205	41
yeah	0.649994	127
sands	0.649981	5
latest	0.649784	5
equated	0.649716	1
book	0.649561	79
paw	0.649425	22
guards	0.648960	5
going	0.648798	768
positions	0.648751	1
Sergey	0.648674	1
postcards	0.648495	1
from	0.648147	604
lift	0.647922	97
striking	0.647693	39
slicked	0.646713	8
anywhere	0.646667	11
wilt	0.646616	4
Her	0.646256	31
wore	0.646117	526
bushes	0.646011	69
daughter	0.645803	300
platters	0.645682	3
grease	0.645651	1
Phil	0.645512	1
blow	0.645481	313
deed	0.644970	23
fifth	0.644761	1
favorite	0.644584	4
jumped	0.644277	1727
dinner	0.644098	44
of	0.643870	1822
musical	0.643717	1
“fuck	0.643594	1
sculptures	0.643540	4
sister-in-law	0.643455	33
b	0.643244	1
after	0.642944	3463
deeds	0.642928	4
dump	0.642698	63
ry	0.642595	2
sautee	0.642522	5
ravens	0.642253	2
heTo	0.642222	3
wrote	0.642207	5535
rails	0.642006	3
sobs	0.641871	1
taken	0.641826	58
burnt	0.641765	297
I	0.641409	17674
177	0.640964	4
better．	0.640939	2
quote	0.640937	61
afternoon	0.640921	23
placebo	0.640811	1
dieTo	0.640043	1
saute	0.639655	19
ruble	0.639417	1
shoved	0.638903	3787
against	0.638836	185
bought	0.638474	1647
pigeons	0.638439	59
salt	0.638237	48
corso	0.638057	2
sheep	0.637827	26
willed	0.637779	22
rod	0.637609	22
dining	0.637444	45
sling	0.637181	1
34	0.636791	308
abd	0.636323	1
recode	0.636275	1
dome	0.636264	3
breasts	0.635970	153
goodbye	0.635924	38
set	0.635814	10486
athletic	0.635602	2
rail	0.635590	31
route	0.635161	1
gates	0.634993	20
raced	0.634974	356
broadcasted	0.634790	3
top	0.634400	250
ditch．	0.634314	1
send	0.634265	4214
toothbrush	0.634183	1
itself	0.634092	23
blemishes	0.634077	1
crucified	0.634006	1
whenever	0.633469	22
moral	0.633464	1
rocketed	0.632638	4
loaves	0.632292	1
sadness	0.631965	32
rob	0.631936	91
POW	0.631785	1
hurling	0.631712	15
toppled	0.631690	30
stands	0.631564	17
bass	0.631560	14
far	0.631342	696
happens	0.631105	16
plaintiff	0.631069	15
113	0.630847	6
stinging	0.630823	61
pull	0.630763	1022
你的	0.630618	1
slugged	0.630613	9
freedom	0.630366	1
$7	0.630316	1
<NAME>	0.630261	3
turn	0.630154	1671
bloom	0.630039	6
how	0.629940	1558
Jim	0.629180	16
flung	0.629067	1063
rice	0.628876	81
barb	0.628645	6
drainage	0.628614	3
_________________	0.628593	1
amputated	0.628475	1
Aventine	0.628409	2
severance	0.628170	1
stabs	0.627900	1
stars	0.627758	3
trash	0.627710	10
chairs	0.627524	36
drew	0.626702	2543
haunches	0.626577	5
Charlie	0.626512	7
hotels	0.626472	1
morning	0.626428	40
medicine	0.626413	7
final	0.626228	20
confidence	0.626045	3
chips	0.625801	8
willy	0.625649	2
starve	0.625573	9
goodby	0.625511	1
guinea	0.625486	3
earlier	0.625296	2
yellow	0.625277	4
order	0.625177	115
ish-yellow	0.625045	5
Peter	0.624718	9
history	0.624677	70
leave．	0.624634	1
decreed	0.624352	1
rehung	0.623840	7
lipstick	0.623610	1
sorrow	0.623427	21
turf	0.623199	1
ticket	0.623160	11
Luke	0.623110	1
sidewalks	0.623052	3
debited	0.622908	3
bed	0.622698	156
burns	0.622567	1
Mamá	0.622564	1
neighbour	0.622302	2
aunt	0.622270	21
greatest	0.622228	13
cedar	0.622208	1
bad	0.621989	73
Bar	0.621846	1
bake	0.621647	46
alike	0.621573	2
school	0.621252	42
Who	0.620694	63
give	0.620656	6349
that	0.620638	9564
subway	0.620526	3
each	0.620391	251
hood	0.620239	41
privacy	0.619749	1
295	0.619714	2
agne	0.619546	1
murder	0.619305	423
dosage	0.619304	2
tow	0.619255	2
burgers	0.618835	2
suits	0.618833	2
Democrats	0.618511	24
codicils	0.618452	1
codicil	0.618145	1
rusting	0.618069	1
she'd	0.618041	593
canes	0.617806	2
happier	0.617743	8
result	0.617656	3
breakers	0.617624	1
south	0.617592	17
madly	0.617589	1
photos	0.617439	67
executed	0.617320	30
generals	0.617301	1
fired	0.617232	1391
lifting	0.617220	52
latter	0.617086	6
probably	0.617019	2279
rung	0.616857	2
sit	0.616807	431
______of	0.616642	1
bottles	0.616385	17
planting	0.616293	3
skirts	0.616252	1
hoodie	0.616211	6
cancer	0.616113	2
bump	0.615978	15
forbade	0.615958	8
that's	0.615827	882
beasts	0.615460	1
Biden	0.615438	14
laptop	0.615438	6
22	0.615257	371
hedge	0.614706	38
daughters	0.614374	12
â€™ve	0.614181	21
although	0.614102	18
belly	0.613954	152
quit	0.613772	1441
plates	0.613723	27
flesh	0.613554	57
tore	0.612942	2085
__________________	0.612751	2
pushed	0.612649	7723
164	0.612627	4
braziers	0.612239	1
neighbours	0.612209	6
beautiful	0.611575	69
purple	0.610724	3
backdate	0.610682	2
door	0.610523	284
voted	0.610263	26
squirt	0.610003	6
jars	0.609862	16
kinship	0.609853	16
barge	0.609681	1
corpse	0.609385	2
George	0.609333	7
Lucy	0.609331	1
230000	0.609246	1
sacked	0.609218	8
injected	0.608861	198
jaws	0.608757	1
rate	0.608691	33
163	0.608656	1
ducklings	0.608352	12
routes	0.608293	1
District	0.608211	3
typed	0.607779	361
rum	0.607641	19
patrons	0.607636	2
falling	0.607613	69
dropping	0.607331	101
sued	0.607243	186
hat	0.607130	73
227	0.607087	1
baskets	0.607074	4
nig	0.606967	1
hoist	0.606933	1
because	0.606906	181
attacking	0.606580	60
tombstone	0.606464	9
poked	0.606360	92
incorrectly	0.606325	1
likewise	0.606092	4
amount	0.605985	7
hot	0.605810	187
Ben	0.605599	6
salt．	0.605574	2
264	0.605562	1
delivery	0.605284	3
good-bye	0.605268	7
sides	0.605094	39
thatched	0.605029	5
men's	0.604812	1
Ahmed	0.604740	1
strongest	0.604571	2
ューブ	0.604503	1
Anne	0.604391	4
Matthew	0.604104	2
numbered	0.604043	2
Patch	0.603903	8
Pantheon	0.603710	1
they've	0.603633	43
ID	0.603572	30
51	0.603561	243
biblical	0.603358	5
bold	0.603068	1
book's	0.602882	1
stab	0.602690	466
一种	0.602538	1
east	0.602503	9
coax	0.602455	1
undershirt	0.602451	2
laid	0.602431	3618
robber	0.601767	1
roasting	0.601461	2
hung	0.601427	2228
Windows	0.601397	2
sacred	0.601313	16
truck	0.600902	28
crops	0.600773	3
squish	0.600585	1
ditch	0.600487	38
rawhide	0.600358	1
eaten	0.600264	20
If	0.600216	42
drank	0.600168	1298
Rome	0.599940	1
Amanda	0.599852	1
本	0.599503	1
varieties	0.599430	1
rotate	0.599281	6
Riviera	0.599268	3
shucks	0.599010	1
daytime	0.598749	11
const	0.598730	1
Haman	0.598482	1
thirst	0.598229	1
marina	0.597876	4
slashed	0.597238	734
farther	0.597112	2
was	0.597070	26061
31200	0.597054	2
tear-gas	0.596816	5
tourist	0.596815	7
Mia	0.596750	1
visit	0.596687	281
cable	0.596632	18
200k	0.596505	1
point	0.596355	2217
Boil	0.596241	1
375	0.596004	5
treated	0.595889	63
jugs	0.595597	5
swam	0.595375	282
nearby	0.595345	42
be	0.594879	8499
felled	0.594868	9
tossed	0.594840	5051
hanged	0.594524	12
roster	0.594472	2
backdoor	0.594445	20
shifter	0.594420	2
sauna	0.594200	1
Li	0.594148	2
256	0.594139	1
prime	0.593893	5
paying	0.593833	24
¿Como	0.593765	1
slick	0.593594	4
alleys	0.593504	7
You're	0.593238	3
carburetor	0.592746	13
west	0.592582	25
deers	0.592552	6
Andrew	0.592545	1
courtroom	0.592495	1
arches	0.592276	1
plucked	0.591590	90
died	0.591560	737
privately	0.591293	15
grinding	0.591031	1
pee	0.590382	29
that'll	0.589761	4
nape	0.589616	19
Grandpa	0.589613	1
backside	0.589360	35
nt	0.589105	350
hedges	0.588722	25
you'll	0.588676	4
232	0.588527	1
missile	0.588341	3
grew	0.588323	97
longest	0.588005	2
busted	0.587811	16
and	0.587737	1885
Journal	0.587629	19
flagpole	0.587498	1
latch	0.587352	4
graph	0.587013	2
cart	0.586997	2
216	0.586989	1
zip	0.586829	3
price	0.586672	2
teed	0.586552	1
horrible	0.586317	46
ray	0.586259	5
soldiers	0.586178	36
waistline	0.585987	3
monument	0.585714	33
doll	0.585676	6
fee	0.585638	1
turns	0.585555	15
lambs	0.585471	1
Jin	0.585439	1
Because	0.585335	1
rec	0.585286	1
statement	0.585068	2
Nana	0.585003	1
college	0.584930	3
day	0.584877	35
wrested	0.584839	2
reopened	0.584649	6
2100	0.584235	1
drilled	0.584199	10
idea	0.584192	4
ships	0.583990	2
stuff	0.583616	11
crop	0.583605	1
rubbing	0.582774	47
lifted	0.581965	3024
reign	0.581825	3
sushi	0.581818	1
sow	0.581783	1
diplomas	0.581765	1
titled	0.581207	16
seat	0.581060	42
urinal	0.580722	16
par-cook	0.580689	1
york	0.580480	1
vitamin	0.580338	1
raisins	0.580294	17
chucking	0.579752	1
My	0.579732	168
slay	0.579416	13
hallways	0.579287	30
私は	0.578665	3
lay	0.578049	2066
bedpost	0.577701	7
caption	0.577390	21
YES	0.577113	1
off．	0.577096	1
ordered	0.576264	2598
jail	0.575796	8
clients	0.575767	4
Vatican	0.575742	1
climaxed	0.575566	13
deported	0.575389	3
coming	0.575365	315
ratio	0.575081	1
dabbed	0.575036	52
type	0.574881	65
add	0.574802	3183
With	0.574793	3
puppy	0.574670	1
just	0.574556	7741
ketchup	0.574529	5
underside	0.574361	2
apartments	0.574332	3
god	0.574258	52
bicyclist	0.574211	9
garages	0.573791	1
daylight	0.573711	4
Madame	0.573485	1
Max	0.573291	6
comb	0.573268	2
itchiness	0.573167	1
caned	0.573145	1
anyway	0.573031	12
beads	0.572505	10
mob	0.572486	2
Why	0.572349	26
donate	0.572309	123
loses	0.572292	1
325	0.572189	6
putted	0.572170	3
bathed	0.572067	107
move	0.570951	3482
er's	0.570945	9
spooky	0.570933	1
Role	0.570635	2
Piazzale	0.570600	21
ideally	0.570223	6
while	0.570204	396
read____	0.570037	1
seaside	0.569385	2
boobs	0.569365	3
shop	0.569360	70
pulling	0.568946	377
bashed	0.568860	84
dunked	0.568654	31
kind	0.568573	40
6	0.568499	379
fact	0.568410	11
400	0.568270	253
roll	0.568197	115
return	0.568157	1457
fluid	0.568144	3
以下	0.568000	1
Romney	0.567990	17
Supreme	0.567928	1
pizzas	0.567777	1
billed	0.567771	83
rowed	0.567464	38
dick	0.567168	149
67	0.567152	177
troops	0.567012	15
half	0.566884	88
May	0.566444	22
spurt	0.565727	9
way	0.565725	101
sisters	0.565542	28
husband's	0.565492	2
drink	0.565322	271
pirates	0.565202	2
pushing	0.565111	194
penicillin	0.565092	5
redrew	0.565023	1
Question	0.565013	10
toasted	0.564961	43
capital	0.564888	7
Jeremy	0.564874	9
500	0.564857	334
basil	0.564460	9
sue	0.564392	2368
briars	0.564250	1
rape	0.564172	135
hopping	0.563959	10
called	0.563240	9663
Dans	0.563135	1
judged	0.563065	1
pleas	0.562320	2
rusty	0.562208	11
265	0.561544	2
message	0.561385	6
union	0.561255	9
retch	0.560751	70
¿Quién	0.560732	1
servant	0.560626	1
sill	0.560437	1
ones	0.559760	22
picked	0.559337	3923
chest	0.559164	393
wish	0.558872	341
Mt	0.558349	1
girl	0.558268	26
great	0.558010	181
hugely	0.557812	1
jesus	0.557686	1
original	0.557668	16
hooked	0.557490	212
tomb	0.557352	31
en	0.557344	2
roommate's	0.557242	6
176	0.556826	2
fry	0.556606	20
targets	0.556518	11
teen	0.556311	1
maximum	0.556023	6
Williams	0.555997	2
sauté	0.555908	37
snipped	0.555617	8
Strand	0.555561	3
theres	0.555458	6
bonuses	0.555071	3
mailed	0.554530	375
costs	0.554392	12
gifts	0.554107	17
telling	0.553406	342
14	0.553398	269
towed	0.553222	12
是什么	0.553076	1
band	0.553022	25
175	0.552882	68
captains	0.552850	1
graduated	0.552574	4
fries	0.552515	2
Press	0.552489	27
er	0.552310	52
aluminum	0.552271	4
darn	0.552142	4
every	0.551546	231
animals	0.551482	37
Jon	0.551418	1
cunt	0.551215	7
harder	0.550930	54
dessert	0.550814	29
hem	0.550669	2
himself	0.550461	227
rule	0.550407	130
166	0.550273	4
“I	0.550140	135
cockhead	0.549961	3
Uncle	0.549781	14
attorneys	0.549650	1
grey	0.549643	8
star	0.549141	5
dispatched	0.549117	1
cape	0.549116	2
away．	0.548747	2
Что	0.548597	1
bicycling	0.548545	1
shrub	0.548495	13
Koran	0.548274	1
yoke	0.548119	1
fight	0.548076	1720
binge-watched	0.548038	1
Mary's	0.547826	1
ambush	0.547636	2
n't	0.547605	191
swallows	0.547467	1
tales	0.547428	8
lasted	0.547276	2
footpad	0.546867	1
left-hand	0.546674	1
students	0.546547	103
daub	0.546055	2
chia	0.545293	1
meatloaf	0.545228	1
rear	0.545087	112
bills	0.544937	17
auto	0.544882	1
gaily	0.544817	2
lit	0.544453	2401
actor	0.544385	1
bribe	0.544015	1
83	0.543747	60
burger	0.543640	4
bumps	0.543280	1
wing	0.543244	8
<|endoftext|>	0.542501	3
roubles	0.542158	3
pepper	0.542154	49
double	0.542117	285
historian	0.541653	1
quotes	0.541602	24
crust	0.541238	1
reroute	0.541006	6
previous	0.540923	2
raining	0.540832	7
phie	0.540413	8
“you	0.540384	4
he's	0.540249	172
cadets	0.539961	15
cued	0.539860	1
sprinting	0.539742	26
Mum	0.539692	4
pose	0.539542	6
asserted	0.539356	6
biking	0.539159	1
beachfront	0.539079	3
pigeon's	0.538847	2
bring	0.538741	1686
super	0.538632	1
whole	0.538469	67
brother-in-law	0.538421	36
That	0.538392	47
plantations	0.537891	1
sheet	0.537738	1
cum	0.537548	60
round	0.537539	71
upward	0.537420	5
grounds	0.537059	11
won't	0.536608	225
ribcage	0.536602	11
died．	0.536158	2
sue>>COMMENT<<	0.535764	3
pine	0.535714	7
tray	0.535596	10
monuments	0.535422	12
sending	0.535296	56
putt	0.535257	2
normally	0.535175	19
instate	0.535111	1
oiled	0.535035	20
מה	0.534904	1
wouldn	0.534883	298
hh	0.534829	38
She	0.534667	39
Obama	0.534632	33
waterfront	0.534492	21
cc'd	0.534454	4
accordingly	0.534310	5
morale	0.534238	1
public	0.534178	30
Parliament	0.534132	1
capitalism	0.534124	1
chuck	0.533852	2
fine	0.533145	122
street	0.533074	161
cumin	0.532859	5
allergy	0.532709	3
lick	0.532655	357
second	0.532600	100
flat	0.532417	17
dined	0.532359	9
row	0.532164	5
crime	0.531946	2
rabbits	0.531812	6
deport	0.531791	25
199	0.531634	2
guilt	0.531611	21
turned	0.531530	13941
memorial	0.531453	65
oats	0.531377	18
billing	0.531299	1
harbor	0.531218	13
Title	0.530797	4
pews	0.530662	3
lad	0.530557	1
grinded	0.530546	4
fire	0.530509	1294
39	0.530506	265
wallet．____	0.530432	1
swan	0.530268	4
locker	0.530018	2
jeez	0.529931	3
arched	0.529820	17
alleges	0.529607	5
givehim	0.529251	1
hang	0.529128	147
shut	0.529083	1650
towered	0.528854	1
bedroom	0.528843	96
Sanders	0.528592	28
loathe	0.528376	6
But	0.528356	1
reburied	0.528349	14
ran	0.528340	11478
$5	0.528222	3
losing	0.527973	14
236	0.527864	2
Cette	0.527655	1
chalices	0.527632	8
rooster	0.527477	1
almonds	0.527348	6
prefer	0.526754	55
yes	0.526637	152
brought	0.526461	6507
plaster	0.526437	3
timeline	0.526428	5
lineup	0.526168	1
Moshe	0.525877	1
dental	0.525775	4
sheared	0.525768	1
salary	0.525541	21
ey	0.525259	2
remand	0.525218	12
Romans	0.525153	2
arrivals	0.524488	24
pride	0.524427	44
anxiety	0.524218	7
licked	0.524115	426
backyards	0.523844	1
placebos	0.523782	1
climbing	0.523757	147
window	0.523753	247
secrecy	0.523534	3
thrashed	0.523469	21
giving	0.523158	301
oh	0.523149	42
cab	0.522919	1
knee	0.522851	94
stay	0.522789	1955
her	0.522782	10571
Lungomare	0.522675	16
Guardian	0.522631	10
bicyclists	0.522478	1
sculpt	0.522466	13
graphics	0.522445	1
pounded	0.522442	212
Holy	0.522344	6
oner	0.521704	2
adjacent	0.521197	4
lunch	0.520897	15
fake	0.520890	8
pots	0.520859	15
undid	0.520715	95
Mitt	0.520599	8
poker	0.520381	2
stowed	0.520332	68
including	0.520111	5
kept	0.519739	5260
crap	0.519704	50
seafront	0.519640	22
ish-white	0.519637	1
american	0.519577	1
apple	0.519576	13
blush	0.519532	55
burnished	0.519458	1
Madam	0.519382	1
Qin	0.519369	1
write	0.519286	4152
raked	0.519094	21
served	0.519028	658
swastika	0.518708	2
It's	0.518693	56
man's	0.518507	14
urns	0.518372	2
addresses	0.518197	21
boss	0.518054	21
district	0.517877	14
brick	0.517717	4
dogs	0.517427	32
prosecutors	0.517300	11
dry	0.516741	106
hate	0.516616	587
riotously	0.516459	2
clavicle	0.516342	15
inked	0.516259	6
job	0.516066	15
vanity	0.515976	1
mosque	0.515972	8
tour	0.515880	3
recruits	0.515873	19
$15	0.515865	1
fatter	0.515810	1
grows	0.515679	14
automobile	0.515589	2
gardens	0.515246	11
picking	0.514987	107
lubed	0.514835	18
sliced	0.514511	564
worn	0.514392	6
wip	0.514190	17
courtyard	0.514176	30
hump	0.514027	11
Japanese	0.513761	9
moved	0.513704	5253
hand-delivered	0.513666	1
yoghurt	0.513625	1
bedded	0.513511	3
hadiths	0.513462	4
gone	0.513302	88
scalp	0.513225	10
links	0.512941	2
&	0.512666	4
phone	0.512614	273
figurine	0.512517	4
shutting	0.512508	34
works	0.512480	14
adrenaline	0.512398	4
drag	0.512338	160
GPS	0.512270	6
count	0.511806	90
dressed	0.511796	94
raw	0.511724	23
ren	0.511696	2
read	0.511590	4673
certain	0.511566	24
believed	0.511554	39
turning	0.511540	723
crucify	0.511445	2
911	0.511187	11
outscored	0.511096	12
victim	0.511008	36
spice	0.510532	19
grabb	0.510479	4
species	0.510472	1
jogged	0.510366	58
plopped	0.510239	143
Museum	0.510003	1
peel	0.509946	47
gets	0.509775	59
looks	0.509742	16
into	0.509414	4935
Tôi	0.509227	1
vote	0.509182	183
forth	0.509126	356
food	0.509053	141
free	0.509004	159
altarpiece	0.508909	1
fault	0.508684	23
needle	0.508662	28
moments	0.508199	1
hooves	0.508032	4
“Damn	0.507846	1
Holmes	0.507817	1
Long	0.507591	2
disability	0.507548	2
pond	0.507312	24
______________	0.507275	1
butler	0.507158	1
t	0.507135	10
bitter	0.507035	2
booted	0.506632	16
I've	0.506520	58
raided	0.506465	10
Does	0.506365	3
bonus	0.506347	2
Promenade	0.506318	3
bribes	0.506103	1
always	0.506060	550
sternum	0.505992	2
“land	0.505946	3
child's	0.505883	5
here	0.505621	206
vase	0.505439	2
almond	0.505385	11
hope	0.504966	914
Margaret	0.504816	13
tased	0.504502	1
means	0.504497	540
marve	0.504466	5
curtains	0.504309	1
openings	0.504090	1
rupees	0.504083	8
https	0.504029	1
boyfriend	0.503994	60
occupied	0.503776	4
chair	0.503704	27
dumped	0.503502	1308
laying	0.503442	24
bombed	0.502738	1
lifts	0.502432	7
Drazil	0.502161	1
notTo	0.502153	1
grind	0.502075	99
kill．	0.501825	1
1M	0.501393	1
splat	0.501286	1
shows	0.501161	33
windows	0.501156	165
title	0.501052	31
Theatre	0.500999	1
kiss	0.500938	987
itching	0.500919	19
farthest	0.500683	1
medication	0.500447	13
victims	0.500409	20
politicians	0.499898	11
except	0.499848	30
resolution	0.499824	1
Hi	0.499800	55
rigged	0.499682	8
keep	0.499672	3687
physical	0.499126	1
dropped	0.498988	5186
pawed	0.498947	6
Wednesday	0.498868	27
nabbed	0.498667	1
relocate	0.498641	42
rotated	0.498637	64
deliver	0.498267	206
nailed	0.498181	179
other	0.498106	1867
“No	0.498085	16
rounding	0.497758	7
tractor	0.497550	1
ourselves	0.497436	1
drama	0.497060	11
mailbox	0.497056	2
<strong>	0.497018	1
padlock	0.496810	1
campus	0.496796	2
CDs	0.496636	2
saliva	0.496623	1
gratitude	0.496590	27
liked	0.496164	39
sucking	0.496134	4
gloom	0.495656	1
meatballs	0.495616	2
224	0.495606	1
posters	0.495518	5
plant	0.495407	72
spring	0.495149	3
Southwest	0.495064	3
forehead	0.494876	205
duty	0.494834	18
knifed	0.494716	4
standard	0.494677	2
house	0.494657	236
spooked	0.494629	1
buttered	0.494549	3
streets	0.494473	65
ripped	0.494410	1323
rise	0.494221	105
roach	0.494132	1
disgust	0.493960	5
payment	0.493624	55
knees	0.493514	70
pickets	0.493037	2
double-clicked	0.493009	8
ema	0.492897	2
journalist	0.492802	1
husky	0.492751	1
sad	0.492669	19
slamming	0.492554	113
slurp	0.492545	1
principle	0.492357	1
intravenous	0.492295	1
On	0.492012	7
medical	0.491940	11
us	0.491929	185
eagles	0.491591	1
hairline	0.491590	7
Bob	0.491496	13
any	0.491429	707
text	0.491367	128
celebrity	0.491250	6
Do	0.490955	6
no	0.490649	3202
tossing	0.490640	85
padding	0.490490	1
temperature	0.490277	1
hello	0.490212	23
hadith	0.489907	7
20000	0.489853	19
2021	0.489714	1
peace	0.489593	37
presents	0.489533	11
drawings	0.489403	16
cutting	0.489355	15
strengthen	0.489008	2
vehicular	0.488992	2
overhead	0.488991	7
an	0.488876	2099
biggest	0.488778	3
goslings	0.488755	12
withering	0.488723	1
chosen	0.488688	2
traditional	0.488655	2
church	0.488206	85
feed	0.487980	131
garage	0.487737	78
game	0.487705	13
men	0.487591	123
5	0.487564	517
banister	0.487555	1
$12	0.487551	1
front	0.487267	244
there	0.487229	5987
petitioned	0.487151	1
parade	0.487112	3
slugging	0.487012	2
