word	tag	auc	auc_flipnull	n_models	base_share	aligned_share
它	any	0.4152	0.5536	34	0.001361	0.001821
两个	any	0.4135	0.5986	24	0.000301	0.000202
就被	any	0.4135	0.4810	22	0.000208	0.000134
让他们	any	0.4135	0.3720	22	0.000286	0.000218
大手	any	0.4118	0.4325	23	0.000186	0.000141
有了	any	0.4118	0.4083	25	0.000490	0.000364
担心	any	0.4118	0.4498	33	0.001261	0.001024
是	any	0.4118	0.4879	33	0.004078	0.003233
爱	any	0.4083	0.4014	32	0.002289	0.001920
了	any	0.4083	0.4706	34	0.006722	0.006632
笔	any	0.4083	0.5882	26	0.000185	0.000120
摸	any	0.4083	0.4291	23	0.000407	0.000301
不错	any	0.4083	0.5363	23	0.000234	0.000164
还是	any	0.4083	0.4706	29	0.000495	0.000295
撞	any	0.4083	0.3945	31	0.000400	0.000369
他就	any	0.4083	0.4671	20	0.000455	0.000300
在他	any	0.4083	0.4291	23	0.000905	0.000765
客厅	any	0.4083	0.4100	24	0.000271	0.000196
我不	any	0.4083	0.5052	23	0.000214	0.000173
”	any	0.4083	0.4360	34	0.001009	0.000933
自己的	any	0.4066	0.3789	32	0.003429	0.003177
坟	any	0.4066	0.4343	22	0.000136	0.000076
解雇	any	0.4066	0.4377	32	0.000484	0.000379
这种	any	0.4066	0.3875	26	0.000549	0.000412
来	any	0.4066	0.4446	30	0.000582	0.000510
楼梯	any	0.4048	0.6782	29	0.000303	0.000241
四周	any	0.4048	0.5640	23	0.000238	0.000155
拿	any	0.4048	0.4533	34	0.001694	0.001383
给她	any	0.4048	0.4048	25	0.000835	0.000656
冲	any	0.4048	0.5260	21	0.000262	0.000199
15	any	0.4031	0.4014	24	0.000732	0.000733
跪	any	0.4014	0.4844	29	0.000563	0.000420
解	any	0.4014	0.4291	27	0.000556	0.000442
好像	any	0.4014	0.4637	30	0.000248	0.000181
有人	any	0.4014	0.4498	33	0.000638	0.000647
20	any	0.4014	0.4273	32	0.001038	0.001072
3	any	0.4014	0.4637	29	0.000709	0.000507
裁	any	0.4014	0.6159	27	0.000195	0.000123
完全	any	0.4014	0.5017	29	0.000411	0.000371
鞋	any	0.3997	0.4931	22	0.000219	0.000134
有点	any	0.3997	0.4446	24	0.000688	0.000386
腹部	any	0.3997	0.3841	28	0.000559	0.000425
好好	any	0.3979	0.5138	28	0.000619	0.000456
让	any	0.3979	0.3979	34	0.009312	0.007708
把她	any	0.3979	0.3806	26	0.002604	0.002045
拿起	any	0.3979	0.5294	31	0.001296	0.001040
张	any	0.3979	0.4637	20	0.000132	0.000074
很	any	0.3979	0.4464	33	0.001215	0.001069
公路	any	0.3979	0.5121	20	0.000135	0.000066
抓	any	0.3979	0.4879	29	0.000614	0.000925
1	any	0.3979	0.4948	31	0.001057	0.001169
中国	any	0.3979	0.5484	32	0.000409	0.000288
儿子	any	0.3945	0.5052	34	0.000762	0.000624
像	any	0.3945	0.2699	34	0.002952	0.002719
25	any	0.3927	0.4550	28	0.000848	0.000865
里	any	0.3910	0.4360	23	0.000168	0.000112
2	any	0.3910	0.4775	24	0.000713	0.000561
的东西	any	0.3910	0.3841	24	0.001331	0.000983
疯狂	any	0.3910	0.4152	31	0.001539	0.001128
衬衫	any	0.3910	0.4775	27	0.000266	0.000191
士兵	any	0.3893	0.4429	26	0.000531	0.000387
你们	any	0.3893	0.4550	20	0.000240	0.000141
不想	any	0.3875	0.4446	24	0.000188	0.000136
保护	any	0.3875	0.3391	34	0.002635	0.002249
对	any	0.3875	0.4740	34	0.012991	0.010967
买	any	0.3875	0.5536	32	0.000945	0.000759
毁	any	0.3875	0.5467	21	0.000284	0.000218
劈	any	0.3841	0.4083	25	0.000274	0.000181
头	any	0.3841	0.5225	34	0.000930	0.000774
看见	any	0.3824	0.3875	30	0.000577	0.000441
便	any	0.3806	0.4083	34	0.001776	0.001161
看	any	0.3806	0.4567	31	0.000681	0.000558
嘴唇	any	0.3806	0.3945	31	0.000585	0.000452
被	any	0.3806	0.4221	34	0.006317	0.005692
杀掉	any	0.3806	0.3495	29	0.000706	0.000497
女儿	any	0.3806	0.4983	29	0.000435	0.000349
妈妈	any	0.3806	0.3702	22	0.000296	0.000190
一把	any	0.3789	0.5346	28	0.001109	0.000712
脱	any	0.3772	0.4758	30	0.000748	0.000569
流血	any	0.3772	0.3702	29	0.000493	0.000369
我	any	0.3772	0.4187	34	0.007584	0.006695
小	any	0.3737	0.4464	29	0.000658	0.000486
他	any	0.3737	0.4325	34	0.015107	0.014213
狠狠	any	0.3737	0.4879	27	0.003070	0.002333
申请	any	0.3720	0.4343	24	0.000372	0.000293
嫁	any	0.3702	0.3910	23	0.000647	0.000470
军队	any	0.3702	0.4637	21	0.000306	0.000179
现在	any	0.3702	0.5156	21	0.000186	0.000105
她	any	0.3702	0.3668	34	0.012236	0.011871
叛逆	any	0.3702	0.5398	25	0.000289	0.000209
死了	any	0.3702	0.3945	33	0.000835	0.000678
杯	any	0.3702	0.4740	21	0.000222	0.000126
大门	any	0.3685	0.4533	26	0.000286	0.000195
一枪	any	0.3685	0.4602	26	0.000673	0.000427
付	any	0.3668	0.4844	31	0.000761	0.000469
门	any	0.3668	0.3253	29	0.000322	0.000211
不再	any	0.3668	0.3183	34	0.001845	0.001567
有些	any	0.3668	0.4048	28	0.000924	0.000658
也	any	0.3668	0.3927	30	0.000591	0.000395
都	any	0.3668	0.4585	32	0.000450	0.000331
才	any	0.3668	0.2595	34	0.001772	0.001370
告诉	any	0.3668	0.4221	33	0.003911	0.003248
救护车	any	0.3668	0.4740	21	0.000159	0.000096
把他	any	0.3668	0.4221	23	0.003728	0.002584
后悔	any	0.3651	0.4533	26	0.000963	0.000647
听见	any	0.3633	0.3737	27	0.000360	0.000249
6	any	0.3633	0.4464	27	0.000654	0.000378
创造	any	0.3633	0.5225	33	0.000597	0.000564
断了	any	0.3616	0.5952	26	0.000178	0.000104
“	any	0.3599	0.5017	34	0.006775	0.006098
脑袋	any	0.3599	0.4567	29	0.000540	0.000382
砍	any	0.3581	0.4516	32	0.000957	0.000741
得到	any	0.3564	0.3841	30	0.004515	0.003443
9	any	0.3564	0.4291	25	0.000376	0.000176
睡	any	0.3564	0.4014	24	0.000253	0.000149
对着	any	0.3564	0.3391	31	0.002054	0.001263
过	any	0.3547	0.4187	30	0.000499	0.000356
揍	any	0.3547	0.4585	26	0.000809	0.000532
被打	any	0.3529	0.3910	27	0.000355	0.000195
有一	any	0.3529	0.3910	21	0.000175	0.000095
要	any	0.3529	0.3253	34	0.006183	0.005519
吃	any	0.3512	0.4394	30	0.000847	0.000507
的是	any	0.3512	0.4066	32	0.004222	0.003810
8	any	0.3512	0.4187	20	0.000565	0.000248
屁股	any	0.3495	0.3426	31	0.000442	0.000307
觉得	any	0.3495	0.3495	34	0.003228	0.002589
做	any	0.3495	0.4118	34	0.011233	0.009467
和	any	0.3460	0.4360	34	0.011228	0.009065
厌恶	any	0.3460	0.4637	25	0.000611	0.000292
没	any	0.3460	0.4706	29	0.000406	0.000263
好	any	0.3460	0.5225	33	0.001105	0.000864
一拳	any	0.3460	0.4014	26	0.000431	0.000269
走到	any	0.3460	0.3564	33	0.001452	0.001103
杀人	any	0.3443	0.4740	30	0.000822	0.000552
前者	any	0.3408	0.5415	30	0.000515	0.000340
女人	any	0.3391	0.4498	31	0.000741	0.000664
杀	any	0.3391	0.4291	34	0.003145	0.002337
幻想	any	0.3391	0.4152	21	0.000308	0.000192
就是	any	0.3391	0.4844	31	0.000804	0.000531
又	any	0.3356	0.3841	34	0.009059	0.007535
就	any	0.3356	0.4464	34	0.007352	0.005333
5	any	0.3322	0.4083	29	0.000847	0.000472
脖颈	any	0.3304	0.4602	20	0.000234	0.000108
我的	any	0.3304	0.3408	32	0.002119	0.002162
被囚	any	0.3270	0.4325	26	0.000365	0.000223
给	any	0.3253	0.4048	34	0.006919	0.005394
知道	any	0.3253	0.4983	33	0.004299	0.003122
骂	any	0.3218	0.3979	27	0.000510	0.000305
大家	any	0.3218	0.5260	30	0.000473	0.000289
把手	any	0.3218	0.3460	31	0.001611	0.001004
后者	any	0.3218	0.5260	32	0.000681	0.000435
你	any	0.3218	0.4394	34	0.003843	0.003267
躲	any	0.3183	0.4810	20	0.000258	0.000119
讨厌	any	0.3166	0.3668	24	0.000699	0.000392
朝	any	0.3149	0.2491	33	0.003227	0.002255
有	any	0.3149	0.3287	33	0.002630	0.001798
使劲	any	0.3131	0.4204	20	0.000399	0.000243
出去	any	0.3114	0.4360	34	0.000646	0.000476
跑	any	0.3114	0.4810	31	0.001280	0.000864
跟	any	0.3080	0.4948	33	0.002351	0.001355
见到	any	0.3080	0.4775	27	0.000222	0.000121
杀死	any	0.3080	0.4187	34	0.003235	0.002623
杀了	any	0.3045	0.3114	34	0.002591	0.001753
10	any	0.3010	0.3997	32	0.001302	0.000952
浑身	any	0.3010	0.4775	23	0.000331	0.000144
战争	any	0.2941	0.3045	25	0.000395	0.000171
相信	any	0.2941	0.3599	34	0.002134	0.001677
男人	any	0.2889	0.3702	30	0.000932	0.000741
啊	any	0.2872	0.3460	29	0.000603	0.000350
再也	any	0.2872	0.3529	21	0.000215	0.000096
一刀	any	0.2855	0.3893	24	0.000730	0.000343
想	any	0.2768	0.3633	33	0.002566	0.001766
死	any	0.2734	0.4429	34	0.001987	0.001487
把	any	0.2734	0.3322	34	0.024028	0.019371
从	any	0.2734	0.3149	34	0.013788	0.011415
胳膊	any	0.2682	0.4170	28	0.000629	0.000346
还	any	0.2664	0.3875	31	0.000613	0.000361
左手	any	0.2664	0.4360	23	0.000255	0.000122
打	any	0.2630	0.5017	34	0.003401	0.002961
可以	any	0.2595	0.4048	33	0.000637	0.000428
说	any	0.2595	0.3183	34	0.009297	0.007128
叫	any	0.2561	0.5363	29	0.000743	0.000397
能	any	0.2561	0.2664	31	0.000601	0.000365
打电话	any	0.2509	0.4031	22	0.000451	0.000173
感谢	any	0.2491	0.5017	33	0.000699	0.000447
美国	any	0.2457	0.3599	25	0.000451	0.000230
到	any	0.2422	0.3149	34	0.001585	0.000974
不	any	0.2388	0.3460	34	0.004361	0.003314
往	any	0.2284	0.3529	32	0.001903	0.000965
哭	any	0.2249	0.3633	31	0.001777	0.001003
再	any	0.2145	0.3460	33	0.003101	0.001555
已	any	0.2111	0.2768	29	0.000524	0.000259
喜欢	any	0.2076	0.3806	33	0.001040	0.000705
去	any	0.2076	0.3841	34	0.014555	0.010686
自己	any	0.1938	0.3910	34	0.008459	0.006141
