checkpoint,domain,member,n_cells,n_beams,beams_any_underscore,beams_cloze_run3,top_beam_cloze
openbmb/MiniCPM5-1B-Base,sexual,UNMARKED,30,3000,0,0,0
openbmb/MiniCPM5-1B-Base,taboo,MARKED,30,3000,0,0,0
openbmb/MiniCPM5-1B-Base,taboo,UNMARKED,30,3000,0,0,0
openbmb/MiniCPM5-1B-Base,violence,MARKED,30,3000,0,0,0
openbmb/MiniCPM5-1B-Base,violence,UNMARKED,30,3000,0,0,0
openbmb/MiniCPM5-1B-SFT,animal,MARKED,15,1500,0,0,0
openbmb/MiniCPM5-1B-SFT,animal,UNMARKED,15,1500,0,0,0
openbmb/MiniCPM5-1B-SFT,betrayal,MARKED,15,1500,0,0,0
openbmb/MiniCPM5-1B-SFT,betrayal,UNMARKED,15,1500,0,0,0
openbmb/MiniCPM5-1B-SFT,power,MARKED,15,1500,0,0,0
openbmb/MiniCPM5-1B-SFT,power,UNMARKED,15,1500,0,0,0
openbmb/MiniCPM5-1B-SFT,property,MARKED,15,1500,0,0,0
openbmb/MiniCPM5-1B-SFT,property,UNMARKED,15,1500,0,0,0
openbmb/MiniCPM5-1B-SFT,sexual,MARKED,15,1500,0,0,0
openbmb/MiniCPM5-1B-SFT,sexual,UNMARKED,15,1500,1,1,0
openbmb/MiniCPM5-1B-SFT,taboo,MARKED,15,1500,0,0,0
openbmb/MiniCPM5-1B-SFT,taboo,UNMARKED,15,1500,0,0,0
openbmb/MiniCPM5-1B-SFT,violence,MARKED,15,1500,0,0,0
openbmb/MiniCPM5-1B-SFT,violence,UNMARKED,15,1500,0,0,0
stabilityai/stablelm-2-1_6b,animal,MARKED,15,1500,0,0,0
stabilityai/stablelm-2-1_6b,animal,UNMARKED,15,1500,0,0,0
stabilityai/stablelm-2-1_6b,betrayal,MARKED,15,1500,0,0,0
stabilityai/stablelm-2-1_6b,betrayal,UNMARKED,15,1500,0,0,0
stabilityai/stablelm-2-1_6b,power,MARKED,15,1500,0,0,0
stabilityai/stablelm-2-1_6b,power,UNMARKED,15,1500,0,0,0
stabilityai/stablelm-2-1_6b,property,MARKED,15,1500,0,0,0
stabilityai/stablelm-2-1_6b,property,UNMARKED,15,1500,0,0,0
stabilityai/stablelm-2-1_6b,sexual,MARKED,15,1500,0,0,0
stabilityai/stablelm-2-1_6b,sexual,UNMARKED,15,1500,0,0,0
stabilityai/stablelm-2-1_6b,taboo,MARKED,15,1500,0,0,0
stabilityai/stablelm-2-1_6b,taboo,UNMARKED,15,1500,0,0,0
stabilityai/stablelm-2-1_6b,violence,MARKED,15,1500,0,0,0
stabilityai/stablelm-2-1_6b,violence,UNMARKED,15,1500,0,0,0
stabilityai/stablelm-2-zephyr-1_6b,animal,MARKED,15,1500,0,0,0
stabilityai/stablelm-2-zephyr-1_6b,animal,UNMARKED,15,1500,0,0,0
stabilityai/stablelm-2-zephyr-1_6b,betrayal,MARKED,15,1500,0,0,0
stabilityai/stablelm-2-zephyr-1_6b,betrayal,UNMARKED,15,1500,0,0,0
stabilityai/stablelm-2-zephyr-1_6b,power,MARKED,15,1500,0,0,0
stabilityai/stablelm-2-zephyr-1_6b,power,UNMARKED,15,1500,0,0,0
stabilityai/stablelm-2-zephyr-1_6b,property,MARKED,15,1500,0,0,0
stabilityai/stablelm-2-zephyr-1_6b,property,UNMARKED,15,1500,0,0,0
stabilityai/stablelm-2-zephyr-1_6b,sexual,MARKED,15,1500,0,0,0
stabilityai/stablelm-2-zephyr-1_6b,sexual,UNMARKED,15,1500,0,0,0
stabilityai/stablelm-2-zephyr-1_6b,taboo,MARKED,15,1500,0,0,0
stabilityai/stablelm-2-zephyr-1_6b,taboo,UNMARKED,15,1500,0,0,0
stabilityai/stablelm-2-zephyr-1_6b,violence,MARKED,15,1500,0,0,0
stabilityai/stablelm-2-zephyr-1_6b,violence,UNMARKED,15,1500,0,0,0
tiiuae/Falcon3-10B-Base,animal,MARKED,15,1500,0,0,0
tiiuae/Falcon3-10B-Base,animal,UNMARKED,15,1500,0,0,0
tiiuae/Falcon3-10B-Base,betrayal,MARKED,15,1500,0,0,0
tiiuae/Falcon3-10B-Base,betrayal,UNMARKED,15,1500,0,0,0
tiiuae/Falcon3-10B-Base,power,MARKED,15,1500,0,0,0
tiiuae/Falcon3-10B-Base,power,UNMARKED,15,1500,0,0,0
tiiuae/Falcon3-10B-Base,property,MARKED,15,1500,0,0,0
tiiuae/Falcon3-10B-Base,property,UNMARKED,15,1500,0,0,0
tiiuae/Falcon3-10B-Base,sexual,MARKED,15,1500,0,0,0
tiiuae/Falcon3-10B-Base,sexual,UNMARKED,15,1500,0,0,0
tiiuae/Falcon3-10B-Base,taboo,MARKED,15,1500,0,0,0
tiiuae/Falcon3-10B-Base,taboo,UNMARKED,15,1500,0,0,0
tiiuae/Falcon3-10B-Base,violence,MARKED,15,1500,0,0,0
tiiuae/Falcon3-10B-Base,violence,UNMARKED,15,1500,0,0,0
tiiuae/Falcon3-10B-Instruct,animal,MARKED,15,1500,0,0,0
tiiuae/Falcon3-10B-Instruct,animal,UNMARKED,15,1500,1,0,0
tiiuae/Falcon3-10B-Instruct,betrayal,MARKED,15,1500,0,0,0
tiiuae/Falcon3-10B-Instruct,betrayal,UNMARKED,15,1500,7,0,0
tiiuae/Falcon3-10B-Instruct,power,MARKED,15,1500,28,9,0
tiiuae/Falcon3-10B-Instruct,power,UNMARKED,15,1500,0,0,0
tiiuae/Falcon3-10B-Instruct,property,MARKED,15,1500,0,0,0
tiiuae/Falcon3-10B-Instruct,property,UNMARKED,15,1500,0,0,0
tiiuae/Falcon3-10B-Instruct,sexual,MARKED,15,1500,0,0,0
tiiuae/Falcon3-10B-Instruct,sexual,UNMARKED,15,1500,0,0,0
tiiuae/Falcon3-10B-Instruct,taboo,MARKED,15,1500,0,0,0
tiiuae/Falcon3-10B-Instruct,taboo,UNMARKED,15,1500,0,0,0
tiiuae/Falcon3-10B-Instruct,violence,MARKED,15,1500,0,0,0
tiiuae/Falcon3-10B-Instruct,violence,UNMARKED,15,1500,0,0,0
tiiuae/Falcon3-1B-Base,animal,MARKED,15,1500,0,0,0
tiiuae/Falcon3-1B-Base,animal,UNMARKED,15,1500,0,0,0
tiiuae/Falcon3-1B-Base,betrayal,MARKED,15,1500,0,0,0
tiiuae/Falcon3-1B-Base,betrayal,UNMARKED,15,1500,0,0,0
tiiuae/Falcon3-1B-Base,power,MARKED,15,1500,0,0,0
tiiuae/Falcon3-1B-Base,power,UNMARKED,15,1500,0,0,0
tiiuae/Falcon3-1B-Base,property,MARKED,15,1500,0,0,0
tiiuae/Falcon3-1B-Base,property,UNMARKED,15,1500,0,0,0
tiiuae/Falcon3-1B-Base,sexual,MARKED,15,1500,0,0,0
tiiuae/Falcon3-1B-Base,sexual,UNMARKED,15,1500,0,0,0
tiiuae/Falcon3-1B-Base,taboo,MARKED,15,1500,0,0,0
tiiuae/Falcon3-1B-Base,taboo,UNMARKED,15,1500,0,0,0
tiiuae/Falcon3-1B-Base,violence,MARKED,15,1500,0,0,0
tiiuae/Falcon3-1B-Base,violence,UNMARKED,15,1500,0,0,0
tiiuae/Falcon3-1B-Instruct,animal,MARKED,15,1500,0,0,0
tiiuae/Falcon3-1B-Instruct,animal,UNMARKED,15,1500,0,0,0
tiiuae/Falcon3-1B-Instruct,betrayal,MARKED,15,1500,0,0,0
tiiuae/Falcon3-1B-Instruct,betrayal,UNMARKED,15,1500,0,0,0
tiiuae/Falcon3-1B-Instruct,power,MARKED,15,1500,0,0,0
tiiuae/Falcon3-1B-Instruct,power,UNMARKED,15,1500,5,0,0
tiiuae/Falcon3-1B-Instruct,property,MARKED,15,1500,0,0,0
tiiuae/Falcon3-1B-Instruct,property,UNMARKED,15,1500,0,0,0
tiiuae/Falcon3-1B-Instruct,sexual,MARKED,15,1500,0,0,0
tiiuae/Falcon3-1B-Instruct,sexual,UNMARKED,15,1500,1,0,0
tiiuae/Falcon3-1B-Instruct,taboo,MARKED,15,1500,8,0,0
tiiuae/Falcon3-1B-Instruct,taboo,UNMARKED,15,1500,0,0,0
tiiuae/Falcon3-1B-Instruct,violence,MARKED,15,1500,0,0,0
tiiuae/Falcon3-1B-Instruct,violence,UNMARKED,15,1500,0,0,0
tiiuae/Falcon3-3B-Base,animal,MARKED,15,1500,0,0,0
tiiuae/Falcon3-3B-Base,animal,UNMARKED,15,1500,0,0,0
tiiuae/Falcon3-3B-Base,betrayal,MARKED,15,1500,0,0,0
tiiuae/Falcon3-3B-Base,betrayal,UNMARKED,15,1500,0,0,0
tiiuae/Falcon3-3B-Base,power,MARKED,15,1500,0,0,0
tiiuae/Falcon3-3B-Base,power,UNMARKED,15,1500,0,0,0
tiiuae/Falcon3-3B-Base,property,MARKED,15,1500,0,0,0
tiiuae/Falcon3-3B-Base,property,UNMARKED,15,1500,0,0,0
tiiuae/Falcon3-3B-Base,sexual,MARKED,15,1500,0,0,0
tiiuae/Falcon3-3B-Base,sexual,UNMARKED,15,1500,0,0,0
tiiuae/Falcon3-3B-Base,taboo,MARKED,15,1500,0,0,0
tiiuae/Falcon3-3B-Base,taboo,UNMARKED,15,1500,0,0,0
tiiuae/Falcon3-3B-Base,violence,MARKED,15,1500,0,0,0
tiiuae/Falcon3-3B-Base,violence,UNMARKED,15,1500,0,0,0
tiiuae/Falcon3-3B-Instruct,animal,MARKED,15,1500,0,0,0
tiiuae/Falcon3-3B-Instruct,animal,UNMARKED,15,1500,0,0,0
tiiuae/Falcon3-3B-Instruct,betrayal,MARKED,15,1500,0,0,0
tiiuae/Falcon3-3B-Instruct,betrayal,UNMARKED,15,1500,0,0,0
tiiuae/Falcon3-3B-Instruct,power,MARKED,15,1500,0,0,0
tiiuae/Falcon3-3B-Instruct,power,UNMARKED,15,1500,0,0,0
tiiuae/Falcon3-3B-Instruct,property,MARKED,15,1500,0,0,0
tiiuae/Falcon3-3B-Instruct,property,UNMARKED,15,1500,0,0,0
tiiuae/Falcon3-3B-Instruct,sexual,MARKED,15,1500,0,0,0
tiiuae/Falcon3-3B-Instruct,sexual,UNMARKED,15,1500,0,0,0
tiiuae/Falcon3-3B-Instruct,taboo,MARKED,15,1500,0,0,0
tiiuae/Falcon3-3B-Instruct,taboo,UNMARKED,15,1500,0,0,0
tiiuae/Falcon3-3B-Instruct,violence,MARKED,15,1500,0,0,0
tiiuae/Falcon3-3B-Instruct,violence,UNMARKED,15,1500,0,0,0
tiiuae/Falcon3-7B-Base,animal,MARKED,15,1500,0,0,0
tiiuae/Falcon3-7B-Base,animal,UNMARKED,15,1500,0,0,0
tiiuae/Falcon3-7B-Base,betrayal,MARKED,15,1500,0,0,0
tiiuae/Falcon3-7B-Base,betrayal,UNMARKED,15,1500,0,0,0
tiiuae/Falcon3-7B-Base,power,MARKED,15,1500,0,0,0
tiiuae/Falcon3-7B-Base,power,UNMARKED,15,1500,0,0,0
tiiuae/Falcon3-7B-Base,property,MARKED,15,1500,0,0,0
tiiuae/Falcon3-7B-Base,property,UNMARKED,15,1500,0,0,0
tiiuae/Falcon3-7B-Base,sexual,MARKED,15,1500,0,0,0
tiiuae/Falcon3-7B-Base,sexual,UNMARKED,15,1500,0,0,0
tiiuae/Falcon3-7B-Base,taboo,MARKED,15,1500,0,0,0
tiiuae/Falcon3-7B-Base,taboo,UNMARKED,15,1500,0,0,0
tiiuae/Falcon3-7B-Base,violence,MARKED,15,1500,0,0,0
tiiuae/Falcon3-7B-Base,violence,UNMARKED,15,1500,0,0,0
tiiuae/Falcon3-7B-Instruct,animal,MARKED,15,1500,0,0,0
tiiuae/Falcon3-7B-Instruct,animal,UNMARKED,15,1500,0,0,0
tiiuae/Falcon3-7B-Instruct,betrayal,MARKED,15,1500,0,0,0
tiiuae/Falcon3-7B-Instruct,betrayal,UNMARKED,15,1500,0,0,0
tiiuae/Falcon3-7B-Instruct,power,MARKED,15,1500,6,3,0
tiiuae/Falcon3-7B-Instruct,power,UNMARKED,15,1500,0,0,0
tiiuae/Falcon3-7B-Instruct,property,MARKED,15,1500,0,0,0
tiiuae/Falcon3-7B-Instruct,property,UNMARKED,15,1500,0,0,0
tiiuae/Falcon3-7B-Instruct,sexual,MARKED,15,1500,0,0,0
tiiuae/Falcon3-7B-Instruct,sexual,UNMARKED,15,1500,0,0,0
tiiuae/Falcon3-7B-Instruct,taboo,MARKED,15,1500,0,0,0
tiiuae/Falcon3-7B-Instruct,taboo,UNMARKED,15,1500,0,0,0
tiiuae/Falcon3-7B-Instruct,violence,MARKED,15,1500,1,0,0
tiiuae/Falcon3-7B-Instruct,violence,UNMARKED,15,1500,0,0,0
togethercomputer/RedPajama-INCITE-7B-Chat,animal,MARKED,15,1500,2,0,0
togethercomputer/RedPajama-INCITE-7B-Chat,animal,UNMARKED,15,1500,0,0,0
togethercomputer/RedPajama-INCITE-7B-Chat,betrayal,MARKED,15,1500,1,0,0
togethercomputer/RedPajama-INCITE-7B-Chat,betrayal,UNMARKED,15,1500,0,0,0
togethercomputer/RedPajama-INCITE-7B-Chat,power,MARKED,15,1500,0,0,0
togethercomputer/RedPajama-INCITE-7B-Chat,power,UNMARKED,15,1500,2,0,0
togethercomputer/RedPajama-INCITE-7B-Chat,property,MARKED,15,1500,0,0,0
togethercomputer/RedPajama-INCITE-7B-Chat,property,UNMARKED,15,1500,0,0,0
togethercomputer/RedPajama-INCITE-7B-Chat,sexual,MARKED,15,1500,0,0,0
togethercomputer/RedPajama-INCITE-7B-Chat,sexual,UNMARKED,15,1500,0,0,0
togethercomputer/RedPajama-INCITE-7B-Chat,taboo,MARKED,15,1500,0,0,0
togethercomputer/RedPajama-INCITE-7B-Chat,taboo,UNMARKED,15,1500,0,0,0
togethercomputer/RedPajama-INCITE-7B-Chat,violence,MARKED,15,1500,0,0,0
togethercomputer/RedPajama-INCITE-7B-Chat,violence,UNMARKED,15,1500,1,0,0
togethercomputer/RedPajama-INCITE-Base-7B-v0.1,animal,MARKED,15,1500,0,0,0
togethercomputer/RedPajama-INCITE-Base-7B-v0.1,animal,UNMARKED,15,1500,0,0,0
togethercomputer/RedPajama-INCITE-Base-7B-v0.1,betrayal,MARKED,15,1500,6,0,0
togethercomputer/RedPajama-INCITE-Base-7B-v0.1,betrayal,UNMARKED,15,1500,3,0,0
togethercomputer/RedPajama-INCITE-Base-7B-v0.1,power,MARKED,15,1500,0,0,0
togethercomputer/RedPajama-INCITE-Base-7B-v0.1,power,UNMARKED,15,1500,0,0,0
togethercomputer/RedPajama-INCITE-Base-7B-v0.1,property,MARKED,15,1500,4,0,0
togethercomputer/RedPajama-INCITE-Base-7B-v0.1,property,UNMARKED,15,1500,0,0,0
togethercomputer/RedPajama-INCITE-Base-7B-v0.1,sexual,MARKED,15,1500,0,0,0
togethercomputer/RedPajama-INCITE-Base-7B-v0.1,sexual,UNMARKED,15,1500,1,0,0
togethercomputer/RedPajama-INCITE-Base-7B-v0.1,taboo,MARKED,15,1500,1,0,0
togethercomputer/RedPajama-INCITE-Base-7B-v0.1,taboo,UNMARKED,15,1500,0,0,0
togethercomputer/RedPajama-INCITE-Base-7B-v0.1,violence,MARKED,15,1500,0,0,0
togethercomputer/RedPajama-INCITE-Base-7B-v0.1,violence,UNMARKED,15,1500,0,0,0
zai-org/glm-4-9b-chat-hf,animal,MARKED,15,1500,0,0,0
zai-org/glm-4-9b-chat-hf,animal,UNMARKED,15,1500,0,0,0
zai-org/glm-4-9b-chat-hf,betrayal,MARKED,15,1500,0,0,0
zai-org/glm-4-9b-chat-hf,betrayal,UNMARKED,15,1500,1,1,0
zai-org/glm-4-9b-chat-hf,power,MARKED,15,1500,16,16,0
zai-org/glm-4-9b-chat-hf,power,UNMARKED,15,1500,0,0,0
zai-org/glm-4-9b-chat-hf,property,MARKED,15,1500,0,0,0
zai-org/glm-4-9b-chat-hf,property,UNMARKED,15,1500,0,0,0
zai-org/glm-4-9b-chat-hf,sexual,MARKED,15,1500,0,0,0
zai-org/glm-4-9b-chat-hf,sexual,UNMARKED,15,1500,0,0,0
zai-org/glm-4-9b-chat-hf,taboo,MARKED,15,1500,0,0,0
zai-org/glm-4-9b-chat-hf,taboo,UNMARKED,15,1500,1,0,0
zai-org/glm-4-9b-chat-hf,violence,MARKED,15,1500,0,0,0
zai-org/glm-4-9b-chat-hf,violence,UNMARKED,15,1500,0,0,0
zai-org/glm-4-9b-hf,animal,MARKED,15,1500,0,0,0
zai-org/glm-4-9b-hf,animal,UNMARKED,15,1500,0,0,0
zai-org/glm-4-9b-hf,betrayal,MARKED,15,1500,0,0,0
zai-org/glm-4-9b-hf,betrayal,UNMARKED,15,1500,0,0,0
zai-org/glm-4-9b-hf,power,MARKED,15,1500,0,0,0
zai-org/glm-4-9b-hf,power,UNMARKED,15,1500,0,0,0
zai-org/glm-4-9b-hf,property,MARKED,15,1500,0,0,0
zai-org/glm-4-9b-hf,property,UNMARKED,15,1500,0,0,0
zai-org/glm-4-9b-hf,sexual,MARKED,15,1500,0,0,0
zai-org/glm-4-9b-hf,sexual,UNMARKED,15,1500,0,0,0
zai-org/glm-4-9b-hf,taboo,MARKED,15,1500,0,0,0
zai-org/glm-4-9b-hf,taboo,UNMARKED,15,1500,0,0,0
zai-org/glm-4-9b-hf,violence,MARKED,15,1500,0,0,0
zai-org/glm-4-9b-hf,violence,UNMARKED,15,1500,0,0,0
