pair,role,member,domain,n_beams,beams_cloze_run3
bigscience/bloom-7b1>bigscience/bloomz-7b1,base,MARKED,taboo,1500,0
bigscience/bloom-7b1>bigscience/bloomz-7b1,base,MARKED,violence,1500,0
bigscience/bloom-7b1>bigscience/bloomz-7b1,base,UNMARKED,animal,1500,0
bigscience/bloom-7b1>bigscience/bloomz-7b1,base,UNMARKED,betrayal,1500,0
bigscience/bloom-7b1>bigscience/bloomz-7b1,base,UNMARKED,power,1500,0
bigscience/bloom-7b1>bigscience/bloomz-7b1,base,UNMARKED,property,1500,0
bigscience/bloom-7b1>bigscience/bloomz-7b1,base,UNMARKED,sexual,1500,0
bigscience/bloom-7b1>bigscience/bloomz-7b1,base,UNMARKED,taboo,1500,0
bigscience/bloom-7b1>bigscience/bloomz-7b1,base,UNMARKED,violence,1500,0
deepseek-ai/deepseek-llm-7b-base>deepseek-ai/deepseek-llm-7b-chat,aligned,MARKED,animal,1500,0
deepseek-ai/deepseek-llm-7b-base>deepseek-ai/deepseek-llm-7b-chat,aligned,MARKED,betrayal,1500,0
deepseek-ai/deepseek-llm-7b-base>deepseek-ai/deepseek-llm-7b-chat,aligned,MARKED,power,1500,0
deepseek-ai/deepseek-llm-7b-base>deepseek-ai/deepseek-llm-7b-chat,aligned,MARKED,property,1500,0
deepseek-ai/deepseek-llm-7b-base>deepseek-ai/deepseek-llm-7b-chat,aligned,MARKED,sexual,1500,0
deepseek-ai/deepseek-llm-7b-base>deepseek-ai/deepseek-llm-7b-chat,aligned,MARKED,taboo,1500,0
deepseek-ai/deepseek-llm-7b-base>deepseek-ai/deepseek-llm-7b-chat,aligned,MARKED,violence,1500,0
deepseek-ai/deepseek-llm-7b-base>deepseek-ai/deepseek-llm-7b-chat,aligned,UNMARKED,animal,1500,0
deepseek-ai/deepseek-llm-7b-base>deepseek-ai/deepseek-llm-7b-chat,aligned,UNMARKED,betrayal,1500,0
deepseek-ai/deepseek-llm-7b-base>deepseek-ai/deepseek-llm-7b-chat,aligned,UNMARKED,power,1500,0
deepseek-ai/deepseek-llm-7b-base>deepseek-ai/deepseek-llm-7b-chat,aligned,UNMARKED,property,1500,0
deepseek-ai/deepseek-llm-7b-base>deepseek-ai/deepseek-llm-7b-chat,aligned,UNMARKED,sexual,1500,0
deepseek-ai/deepseek-llm-7b-base>deepseek-ai/deepseek-llm-7b-chat,aligned,UNMARKED,taboo,1500,0
deepseek-ai/deepseek-llm-7b-base>deepseek-ai/deepseek-llm-7b-chat,aligned,UNMARKED,violence,1500,0
deepseek-ai/deepseek-llm-7b-base>deepseek-ai/deepseek-llm-7b-chat,base,MARKED,animal,1500,0
deepseek-ai/deepseek-llm-7b-base>deepseek-ai/deepseek-llm-7b-chat,base,MARKED,betrayal,1500,0
deepseek-ai/deepseek-llm-7b-base>deepseek-ai/deepseek-llm-7b-chat,base,MARKED,power,1500,0
deepseek-ai/deepseek-llm-7b-base>deepseek-ai/deepseek-llm-7b-chat,base,MARKED,property,1500,0
deepseek-ai/deepseek-llm-7b-base>deepseek-ai/deepseek-llm-7b-chat,base,MARKED,sexual,1500,0
deepseek-ai/deepseek-llm-7b-base>deepseek-ai/deepseek-llm-7b-chat,base,MARKED,taboo,1500,0
deepseek-ai/deepseek-llm-7b-base>deepseek-ai/deepseek-llm-7b-chat,base,MARKED,violence,1500,0
deepseek-ai/deepseek-llm-7b-base>deepseek-ai/deepseek-llm-7b-chat,base,UNMARKED,animal,1500,0
deepseek-ai/deepseek-llm-7b-base>deepseek-ai/deepseek-llm-7b-chat,base,UNMARKED,betrayal,1500,0
deepseek-ai/deepseek-llm-7b-base>deepseek-ai/deepseek-llm-7b-chat,base,UNMARKED,power,1500,0
deepseek-ai/deepseek-llm-7b-base>deepseek-ai/deepseek-llm-7b-chat,base,UNMARKED,property,1500,0
deepseek-ai/deepseek-llm-7b-base>deepseek-ai/deepseek-llm-7b-chat,base,UNMARKED,sexual,1500,0
deepseek-ai/deepseek-llm-7b-base>deepseek-ai/deepseek-llm-7b-chat,base,UNMARKED,taboo,1500,0
deepseek-ai/deepseek-llm-7b-base>deepseek-ai/deepseek-llm-7b-chat,base,UNMARKED,violence,1500,0
huggyllama/llama-7b>PKU-Alignment/beaver-7b-v1.0,aligned,MARKED,animal,1500,0
huggyllama/llama-7b>PKU-Alignment/beaver-7b-v1.0,aligned,MARKED,betrayal,1500,0
huggyllama/llama-7b>PKU-Alignment/beaver-7b-v1.0,aligned,MARKED,power,1500,0
huggyllama/llama-7b>PKU-Alignment/beaver-7b-v1.0,aligned,MARKED,property,1500,0
huggyllama/llama-7b>PKU-Alignment/beaver-7b-v1.0,aligned,MARKED,sexual,1500,0
huggyllama/llama-7b>PKU-Alignment/beaver-7b-v1.0,aligned,MARKED,taboo,1500,0
huggyllama/llama-7b>PKU-Alignment/beaver-7b-v1.0,aligned,MARKED,violence,1500,0
huggyllama/llama-7b>PKU-Alignment/beaver-7b-v1.0,aligned,UNMARKED,animal,1500,0
huggyllama/llama-7b>PKU-Alignment/beaver-7b-v1.0,aligned,UNMARKED,betrayal,1500,0
huggyllama/llama-7b>PKU-Alignment/beaver-7b-v1.0,aligned,UNMARKED,power,1500,0
huggyllama/llama-7b>PKU-Alignment/beaver-7b-v1.0,aligned,UNMARKED,property,1500,0
huggyllama/llama-7b>PKU-Alignment/beaver-7b-v1.0,aligned,UNMARKED,sexual,1500,0
huggyllama/llama-7b>PKU-Alignment/beaver-7b-v1.0,aligned,UNMARKED,taboo,1500,0
huggyllama/llama-7b>PKU-Alignment/beaver-7b-v1.0,aligned,UNMARKED,violence,1500,0
huggyllama/llama-7b>PKU-Alignment/beaver-7b-v1.0,base,MARKED,animal,1500,0
huggyllama/llama-7b>PKU-Alignment/beaver-7b-v1.0,base,MARKED,betrayal,1500,0
huggyllama/llama-7b>PKU-Alignment/beaver-7b-v1.0,base,MARKED,power,1500,0
huggyllama/llama-7b>PKU-Alignment/beaver-7b-v1.0,base,MARKED,property,1500,0
huggyllama/llama-7b>PKU-Alignment/beaver-7b-v1.0,base,MARKED,sexual,1500,0
huggyllama/llama-7b>PKU-Alignment/beaver-7b-v1.0,base,MARKED,taboo,1500,0
huggyllama/llama-7b>PKU-Alignment/beaver-7b-v1.0,base,MARKED,violence,1500,0
huggyllama/llama-7b>PKU-Alignment/beaver-7b-v1.0,base,UNMARKED,animal,1500,0
huggyllama/llama-7b>PKU-Alignment/beaver-7b-v1.0,base,UNMARKED,betrayal,1500,0
huggyllama/llama-7b>PKU-Alignment/beaver-7b-v1.0,base,UNMARKED,power,1500,0
huggyllama/llama-7b>PKU-Alignment/beaver-7b-v1.0,base,UNMARKED,property,1500,0
huggyllama/llama-7b>PKU-Alignment/beaver-7b-v1.0,base,UNMARKED,sexual,1500,0
huggyllama/llama-7b>PKU-Alignment/beaver-7b-v1.0,base,UNMARKED,taboo,1500,0
huggyllama/llama-7b>PKU-Alignment/beaver-7b-v1.0,base,UNMARKED,violence,1500,0
m-a-p/CT-LLM-Base>m-a-p/CT-LLM-SFT-DPO,aligned,MARKED,animal,1500,0
m-a-p/CT-LLM-Base>m-a-p/CT-LLM-SFT-DPO,aligned,MARKED,betrayal,1500,0
m-a-p/CT-LLM-Base>m-a-p/CT-LLM-SFT-DPO,aligned,MARKED,power,1500,0
m-a-p/CT-LLM-Base>m-a-p/CT-LLM-SFT-DPO,aligned,MARKED,property,1500,0
m-a-p/CT-LLM-Base>m-a-p/CT-LLM-SFT-DPO,aligned,MARKED,sexual,1500,0
m-a-p/CT-LLM-Base>m-a-p/CT-LLM-SFT-DPO,aligned,MARKED,taboo,1500,0
m-a-p/CT-LLM-Base>m-a-p/CT-LLM-SFT-DPO,aligned,MARKED,violence,1500,0
m-a-p/CT-LLM-Base>m-a-p/CT-LLM-SFT-DPO,aligned,UNMARKED,animal,1500,0
m-a-p/CT-LLM-Base>m-a-p/CT-LLM-SFT-DPO,aligned,UNMARKED,betrayal,1500,0
m-a-p/CT-LLM-Base>m-a-p/CT-LLM-SFT-DPO,aligned,UNMARKED,power,1500,0
m-a-p/CT-LLM-Base>m-a-p/CT-LLM-SFT-DPO,aligned,UNMARKED,property,1500,0
m-a-p/CT-LLM-Base>m-a-p/CT-LLM-SFT-DPO,aligned,UNMARKED,sexual,1500,0
m-a-p/CT-LLM-Base>m-a-p/CT-LLM-SFT-DPO,aligned,UNMARKED,taboo,1500,0
m-a-p/CT-LLM-Base>m-a-p/CT-LLM-SFT-DPO,aligned,UNMARKED,violence,1500,0
m-a-p/CT-LLM-Base>m-a-p/CT-LLM-SFT-DPO,base,MARKED,animal,1500,0
m-a-p/CT-LLM-Base>m-a-p/CT-LLM-SFT-DPO,base,MARKED,betrayal,1500,0
m-a-p/CT-LLM-Base>m-a-p/CT-LLM-SFT-DPO,base,MARKED,power,1500,0
m-a-p/CT-LLM-Base>m-a-p/CT-LLM-SFT-DPO,base,MARKED,property,1500,0
m-a-p/CT-LLM-Base>m-a-p/CT-LLM-SFT-DPO,base,MARKED,sexual,1500,0
m-a-p/CT-LLM-Base>m-a-p/CT-LLM-SFT-DPO,base,MARKED,taboo,1500,0
m-a-p/CT-LLM-Base>m-a-p/CT-LLM-SFT-DPO,base,MARKED,violence,1500,0
m-a-p/CT-LLM-Base>m-a-p/CT-LLM-SFT-DPO,base,UNMARKED,animal,1500,0
m-a-p/CT-LLM-Base>m-a-p/CT-LLM-SFT-DPO,base,UNMARKED,betrayal,1500,0
m-a-p/CT-LLM-Base>m-a-p/CT-LLM-SFT-DPO,base,UNMARKED,power,1500,0
m-a-p/CT-LLM-Base>m-a-p/CT-LLM-SFT-DPO,base,UNMARKED,property,1500,0
m-a-p/CT-LLM-Base>m-a-p/CT-LLM-SFT-DPO,base,UNMARKED,sexual,1500,0
m-a-p/CT-LLM-Base>m-a-p/CT-LLM-SFT-DPO,base,UNMARKED,taboo,1500,0
m-a-p/CT-LLM-Base>m-a-p/CT-LLM-SFT-DPO,base,UNMARKED,violence,1500,0
m-a-p/neo_7b>m-a-p/neo_7b_instruct_v0.1,aligned,MARKED,animal,1500,0
m-a-p/neo_7b>m-a-p/neo_7b_instruct_v0.1,aligned,MARKED,betrayal,1500,0
m-a-p/neo_7b>m-a-p/neo_7b_instruct_v0.1,aligned,MARKED,power,1500,0
m-a-p/neo_7b>m-a-p/neo_7b_instruct_v0.1,aligned,MARKED,property,1500,0
m-a-p/neo_7b>m-a-p/neo_7b_instruct_v0.1,aligned,MARKED,sexual,1500,0
m-a-p/neo_7b>m-a-p/neo_7b_instruct_v0.1,aligned,MARKED,taboo,1500,0
m-a-p/neo_7b>m-a-p/neo_7b_instruct_v0.1,aligned,MARKED,violence,1500,0
m-a-p/neo_7b>m-a-p/neo_7b_instruct_v0.1,aligned,UNMARKED,animal,1500,0
m-a-p/neo_7b>m-a-p/neo_7b_instruct_v0.1,aligned,UNMARKED,betrayal,1500,0
m-a-p/neo_7b>m-a-p/neo_7b_instruct_v0.1,aligned,UNMARKED,power,1500,0
m-a-p/neo_7b>m-a-p/neo_7b_instruct_v0.1,aligned,UNMARKED,property,1500,0
m-a-p/neo_7b>m-a-p/neo_7b_instruct_v0.1,aligned,UNMARKED,sexual,1500,0
m-a-p/neo_7b>m-a-p/neo_7b_instruct_v0.1,aligned,UNMARKED,taboo,1500,0
m-a-p/neo_7b>m-a-p/neo_7b_instruct_v0.1,aligned,UNMARKED,violence,1500,0
m-a-p/neo_7b>m-a-p/neo_7b_instruct_v0.1,base,MARKED,animal,1500,0
m-a-p/neo_7b>m-a-p/neo_7b_instruct_v0.1,base,MARKED,betrayal,1500,0
m-a-p/neo_7b>m-a-p/neo_7b_instruct_v0.1,base,MARKED,power,1500,0
m-a-p/neo_7b>m-a-p/neo_7b_instruct_v0.1,base,MARKED,property,1500,1
m-a-p/neo_7b>m-a-p/neo_7b_instruct_v0.1,base,MARKED,sexual,1500,0
m-a-p/neo_7b>m-a-p/neo_7b_instruct_v0.1,base,MARKED,taboo,1500,0
m-a-p/neo_7b>m-a-p/neo_7b_instruct_v0.1,base,MARKED,violence,1500,0
m-a-p/neo_7b>m-a-p/neo_7b_instruct_v0.1,base,UNMARKED,animal,1500,0
m-a-p/neo_7b>m-a-p/neo_7b_instruct_v0.1,base,UNMARKED,betrayal,1500,0
m-a-p/neo_7b>m-a-p/neo_7b_instruct_v0.1,base,UNMARKED,power,1500,0
m-a-p/neo_7b>m-a-p/neo_7b_instruct_v0.1,base,UNMARKED,property,1500,0
m-a-p/neo_7b>m-a-p/neo_7b_instruct_v0.1,base,UNMARKED,sexual,1500,0
m-a-p/neo_7b>m-a-p/neo_7b_instruct_v0.1,base,UNMARKED,taboo,1500,0
m-a-p/neo_7b>m-a-p/neo_7b_instruct_v0.1,base,UNMARKED,violence,1500,0
meta-llama/Llama-3.1-8B>meta-llama/Llama-3.1-8B-Instruct,aligned,MARKED,animal,1500,0
meta-llama/Llama-3.1-8B>meta-llama/Llama-3.1-8B-Instruct,aligned,MARKED,betrayal,1500,0
meta-llama/Llama-3.1-8B>meta-llama/Llama-3.1-8B-Instruct,aligned,MARKED,power,1500,0
meta-llama/Llama-3.1-8B>meta-llama/Llama-3.1-8B-Instruct,aligned,MARKED,property,1500,0
meta-llama/Llama-3.1-8B>meta-llama/Llama-3.1-8B-Instruct,aligned,MARKED,sexual,1500,0
meta-llama/Llama-3.1-8B>meta-llama/Llama-3.1-8B-Instruct,aligned,MARKED,taboo,1500,0
meta-llama/Llama-3.1-8B>meta-llama/Llama-3.1-8B-Instruct,aligned,MARKED,violence,1500,0
meta-llama/Llama-3.1-8B>meta-llama/Llama-3.1-8B-Instruct,aligned,UNMARKED,animal,1500,0
meta-llama/Llama-3.1-8B>meta-llama/Llama-3.1-8B-Instruct,aligned,UNMARKED,betrayal,1500,0
meta-llama/Llama-3.1-8B>meta-llama/Llama-3.1-8B-Instruct,aligned,UNMARKED,power,1500,0
meta-llama/Llama-3.1-8B>meta-llama/Llama-3.1-8B-Instruct,aligned,UNMARKED,property,1500,0
meta-llama/Llama-3.1-8B>meta-llama/Llama-3.1-8B-Instruct,aligned,UNMARKED,sexual,1500,0
meta-llama/Llama-3.1-8B>meta-llama/Llama-3.1-8B-Instruct,aligned,UNMARKED,taboo,1500,0
meta-llama/Llama-3.1-8B>meta-llama/Llama-3.1-8B-Instruct,aligned,UNMARKED,violence,1500,0
meta-llama/Llama-3.1-8B>meta-llama/Llama-3.1-8B-Instruct,base,MARKED,animal,1500,0
meta-llama/Llama-3.1-8B>meta-llama/Llama-3.1-8B-Instruct,base,MARKED,betrayal,1500,0
meta-llama/Llama-3.1-8B>meta-llama/Llama-3.1-8B-Instruct,base,MARKED,power,1500,0
meta-llama/Llama-3.1-8B>meta-llama/Llama-3.1-8B-Instruct,base,MARKED,property,1500,0
meta-llama/Llama-3.1-8B>meta-llama/Llama-3.1-8B-Instruct,base,MARKED,sexual,1500,0
meta-llama/Llama-3.1-8B>meta-llama/Llama-3.1-8B-Instruct,base,MARKED,taboo,1500,0
meta-llama/Llama-3.1-8B>meta-llama/Llama-3.1-8B-Instruct,base,MARKED,violence,1500,0
meta-llama/Llama-3.1-8B>meta-llama/Llama-3.1-8B-Instruct,base,UNMARKED,animal,1500,0
meta-llama/Llama-3.1-8B>meta-llama/Llama-3.1-8B-Instruct,base,UNMARKED,betrayal,1500,0
meta-llama/Llama-3.1-8B>meta-llama/Llama-3.1-8B-Instruct,base,UNMARKED,power,1500,0
meta-llama/Llama-3.1-8B>meta-llama/Llama-3.1-8B-Instruct,base,UNMARKED,property,1500,0
meta-llama/Llama-3.1-8B>meta-llama/Llama-3.1-8B-Instruct,base,UNMARKED,sexual,1500,0
meta-llama/Llama-3.1-8B>meta-llama/Llama-3.1-8B-Instruct,base,UNMARKED,taboo,1500,0
meta-llama/Llama-3.1-8B>meta-llama/Llama-3.1-8B-Instruct,base,UNMARKED,violence,1500,0
microsoft/phi-4>microsoft/phi-4-reasoning,aligned,MARKED,animal,1500,0
microsoft/phi-4>microsoft/phi-4-reasoning,aligned,MARKED,betrayal,1500,0
microsoft/phi-4>microsoft/phi-4-reasoning,aligned,MARKED,power,1500,0
microsoft/phi-4>microsoft/phi-4-reasoning,aligned,MARKED,property,1500,0
microsoft/phi-4>microsoft/phi-4-reasoning,aligned,MARKED,sexual,1500,0
microsoft/phi-4>microsoft/phi-4-reasoning,aligned,MARKED,taboo,1500,0
microsoft/phi-4>microsoft/phi-4-reasoning,aligned,MARKED,violence,1500,0
microsoft/phi-4>microsoft/phi-4-reasoning,aligned,UNMARKED,animal,1500,0
microsoft/phi-4>microsoft/phi-4-reasoning,aligned,UNMARKED,betrayal,1500,0
microsoft/phi-4>microsoft/phi-4-reasoning,aligned,UNMARKED,power,1500,0
microsoft/phi-4>microsoft/phi-4-reasoning,aligned,UNMARKED,property,1500,0
microsoft/phi-4>microsoft/phi-4-reasoning,aligned,UNMARKED,sexual,1500,0
microsoft/phi-4>microsoft/phi-4-reasoning,aligned,UNMARKED,taboo,1500,0
microsoft/phi-4>microsoft/phi-4-reasoning,aligned,UNMARKED,violence,1500,0
microsoft/phi-4>microsoft/phi-4-reasoning,base,MARKED,animal,1500,0
microsoft/phi-4>microsoft/phi-4-reasoning,base,MARKED,betrayal,1500,0
microsoft/phi-4>microsoft/phi-4-reasoning,base,MARKED,power,1500,0
microsoft/phi-4>microsoft/phi-4-reasoning,base,MARKED,property,1500,0
microsoft/phi-4>microsoft/phi-4-reasoning,base,MARKED,sexual,1500,0
microsoft/phi-4>microsoft/phi-4-reasoning,base,MARKED,taboo,1500,0
microsoft/phi-4>microsoft/phi-4-reasoning,base,MARKED,violence,1500,0
microsoft/phi-4>microsoft/phi-4-reasoning,base,UNMARKED,animal,1500,0
microsoft/phi-4>microsoft/phi-4-reasoning,base,UNMARKED,betrayal,1500,0
microsoft/phi-4>microsoft/phi-4-reasoning,base,UNMARKED,power,1500,0
microsoft/phi-4>microsoft/phi-4-reasoning,base,UNMARKED,property,1500,0
microsoft/phi-4>microsoft/phi-4-reasoning,base,UNMARKED,sexual,1500,0
microsoft/phi-4>microsoft/phi-4-reasoning,base,UNMARKED,taboo,1500,0
microsoft/phi-4>microsoft/phi-4-reasoning,base,UNMARKED,violence,1500,0
mistralai/Mistral-7B-v0.1>HuggingFaceH4/zephyr-7b-beta,aligned,MARKED,animal,1500,0
mistralai/Mistral-7B-v0.1>HuggingFaceH4/zephyr-7b-beta,aligned,MARKED,betrayal,1500,0
mistralai/Mistral-7B-v0.1>HuggingFaceH4/zephyr-7b-beta,aligned,MARKED,power,1500,0
mistralai/Mistral-7B-v0.1>HuggingFaceH4/zephyr-7b-beta,aligned,MARKED,property,1500,0
mistralai/Mistral-7B-v0.1>HuggingFaceH4/zephyr-7b-beta,aligned,MARKED,sexual,1500,0
mistralai/Mistral-7B-v0.1>HuggingFaceH4/zephyr-7b-beta,aligned,MARKED,taboo,1500,0
mistralai/Mistral-7B-v0.1>HuggingFaceH4/zephyr-7b-beta,aligned,MARKED,violence,1500,0
mistralai/Mistral-7B-v0.1>HuggingFaceH4/zephyr-7b-beta,aligned,UNMARKED,animal,1500,0
mistralai/Mistral-7B-v0.1>HuggingFaceH4/zephyr-7b-beta,aligned,UNMARKED,betrayal,1500,0
mistralai/Mistral-7B-v0.1>HuggingFaceH4/zephyr-7b-beta,aligned,UNMARKED,power,1500,0
mistralai/Mistral-7B-v0.1>HuggingFaceH4/zephyr-7b-beta,aligned,UNMARKED,property,1500,0
mistralai/Mistral-7B-v0.1>HuggingFaceH4/zephyr-7b-beta,aligned,UNMARKED,sexual,1500,0
mistralai/Mistral-7B-v0.1>HuggingFaceH4/zephyr-7b-beta,aligned,UNMARKED,taboo,1500,0
mistralai/Mistral-7B-v0.1>HuggingFaceH4/zephyr-7b-beta,aligned,UNMARKED,violence,1500,0
mistralai/Mistral-7B-v0.1>HuggingFaceH4/zephyr-7b-beta,base,MARKED,animal,1500,0
mistralai/Mistral-7B-v0.1>HuggingFaceH4/zephyr-7b-beta,base,MARKED,betrayal,1500,0
mistralai/Mistral-7B-v0.1>HuggingFaceH4/zephyr-7b-beta,base,MARKED,power,1500,0
mistralai/Mistral-7B-v0.1>HuggingFaceH4/zephyr-7b-beta,base,MARKED,property,1500,0
mistralai/Mistral-7B-v0.1>HuggingFaceH4/zephyr-7b-beta,base,MARKED,sexual,1500,0
mistralai/Mistral-7B-v0.1>HuggingFaceH4/zephyr-7b-beta,base,MARKED,taboo,1500,0
mistralai/Mistral-7B-v0.1>HuggingFaceH4/zephyr-7b-beta,base,MARKED,violence,1500,0
mistralai/Mistral-7B-v0.1>HuggingFaceH4/zephyr-7b-beta,base,UNMARKED,animal,1500,0
mistralai/Mistral-7B-v0.1>HuggingFaceH4/zephyr-7b-beta,base,UNMARKED,betrayal,1500,0
mistralai/Mistral-7B-v0.1>HuggingFaceH4/zephyr-7b-beta,base,UNMARKED,power,1500,0
mistralai/Mistral-7B-v0.1>HuggingFaceH4/zephyr-7b-beta,base,UNMARKED,property,1500,0
mistralai/Mistral-7B-v0.1>HuggingFaceH4/zephyr-7b-beta,base,UNMARKED,sexual,1500,0
mistralai/Mistral-7B-v0.1>HuggingFaceH4/zephyr-7b-beta,base,UNMARKED,taboo,1500,0
mistralai/Mistral-7B-v0.1>HuggingFaceH4/zephyr-7b-beta,base,UNMARKED,violence,1500,0
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B,aligned,MARKED,animal,1500,0
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B,aligned,MARKED,betrayal,1500,0
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B,aligned,MARKED,power,1500,0
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B,aligned,MARKED,property,1500,0
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B,aligned,MARKED,sexual,1500,0
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B,aligned,MARKED,taboo,1500,0
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B,aligned,MARKED,violence,1500,0
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B,aligned,UNMARKED,animal,1500,0
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B,aligned,UNMARKED,betrayal,1500,0
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B,aligned,UNMARKED,power,1500,0
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B,aligned,UNMARKED,property,1500,0
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B,aligned,UNMARKED,sexual,1500,0
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B,aligned,UNMARKED,taboo,1500,0
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B,aligned,UNMARKED,violence,1500,0
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B,base,MARKED,animal,1500,0
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B,base,MARKED,betrayal,1500,0
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B,base,MARKED,power,1500,0
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B,base,MARKED,property,1500,0
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B,base,MARKED,sexual,1500,0
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B,base,MARKED,taboo,1500,0
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B,base,MARKED,violence,1500,0
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B,base,UNMARKED,animal,1500,0
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B,base,UNMARKED,betrayal,1500,0
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B,base,UNMARKED,power,1500,0
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B,base,UNMARKED,property,1500,0
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B,base,UNMARKED,sexual,1500,0
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B,base,UNMARKED,taboo,1500,0
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B,base,UNMARKED,violence,1500,0
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B-SFT,aligned,MARKED,animal,1500,0
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B-SFT,aligned,MARKED,betrayal,1500,0
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B-SFT,aligned,MARKED,power,1500,0
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B-SFT,aligned,MARKED,property,1500,0
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B-SFT,aligned,MARKED,sexual,1500,0
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B-SFT,aligned,MARKED,taboo,1500,0
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B-SFT,aligned,MARKED,violence,1500,0
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B-SFT,aligned,UNMARKED,animal,1500,0
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B-SFT,aligned,UNMARKED,betrayal,1500,0
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B-SFT,aligned,UNMARKED,power,1500,0
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B-SFT,aligned,UNMARKED,property,1500,0
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B-SFT,aligned,UNMARKED,sexual,1500,1
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B-SFT,aligned,UNMARKED,taboo,1500,0
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B-SFT,aligned,UNMARKED,violence,1500,0
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B-SFT,base,MARKED,animal,1500,0
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B-SFT,base,MARKED,betrayal,1500,0
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B-SFT,base,MARKED,power,1500,0
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B-SFT,base,MARKED,property,1500,0
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B-SFT,base,MARKED,sexual,1500,0
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B-SFT,base,MARKED,taboo,1500,0
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B-SFT,base,MARKED,violence,1500,0
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B-SFT,base,UNMARKED,animal,1500,0
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B-SFT,base,UNMARKED,betrayal,1500,0
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B-SFT,base,UNMARKED,power,1500,0
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B-SFT,base,UNMARKED,property,1500,0
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B-SFT,base,UNMARKED,sexual,1500,0
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B-SFT,base,UNMARKED,taboo,1500,0
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B-SFT,base,UNMARKED,violence,1500,0
stabilityai/stablelm-2-1_6b>stabilityai/stablelm-2-zephyr-1_6b,aligned,MARKED,animal,1500,0
stabilityai/stablelm-2-1_6b>stabilityai/stablelm-2-zephyr-1_6b,aligned,MARKED,betrayal,1500,0
stabilityai/stablelm-2-1_6b>stabilityai/stablelm-2-zephyr-1_6b,aligned,MARKED,power,1500,0
